client_id,referrer_code,city,postal_code,latitude,longitude,initial_visit_date,product_count
267,OTHER CLIENTS,Brampton,L6R0R3,43.776257,-79.676422,2013-10-08,1
268,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,2012-01-11,2
268,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,2013-02-05,2
269,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,2012-01-11,2
269,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,2013-02-05,2
270,OTHER CLIENTS,Brampton,L6P0Z6,43.782519,-79.67251,2012-09-24,1
271,OTHER CLIENTS,Brampton,L6P0Z6,43.782519,-79.67251,2012-09-24,0
272,Referrer_4,Brampton,L6P2R4,43.767031,-79.666754,2013-05-16,1
272,Referrer_4,Brampton,L6P2R4,43.767031,-79.666754,2014-11-26,2
273,Referrer_4,Brampton,L6P2R4,43.767031,-79.666754,2014-11-26,2
274,REHAB CLINIC,Brampton,L6Y0K2,43.647451,-79.758979,2014-07-19,2
275,Referrer_12,Brampton,L6P1T4,43.782306,-79.659199,2013-09-19,2
275,Referrer_12,Brampton,L6P1T4,43.782306,-79.659199,2014-11-04,2
276,Referrer_12,Brampton,L6P1T4,43.782306,-79.659199,2013-09-19,2
276,Referrer_12,Brampton,L6P1T4,43.782306,-79.659199,2014-11-04,1
277,Referrer_22,Brampton,L6R1V3,43.743062,-79.747334,2012-11-06,2
278,Referrer_22,Brampton,L6R1V3,43.743062,-79.747334,2012-11-06,2
279,Referrer_10,Brampton,L6R3H7,43.767543,-79.745384,2013-12-21,2
279,Referrer_10,Brampton,L6R3H7,43.767543,-79.745384,2014-06-17,1
280,MEDIA,Brampton,L6Y2W9,43.662722,-79.739409,2014-05-31,1
281,MEDIA,Brampton,L6P2J6,43.768292,-79.714892,2013-03-18,2
282,Referrer_32,Brampton,L6S3S8,43.744057,-79.740473,2013-11-18,1
283,Referrer_29,Mississauga,L5E1Y5,43.580127,-79.571833,2013-12-21,1
284,FLYER,Brampton,L7A3H7,43.686699,-79.82703,2013-07-11,1
285,FLYER,Brampton,L7A3H7,43.686699,-79.82703,2013-05-24,2
286,Referrer_14,Brampton,L6P3C8,43.79205,-79.679668,2014-08-03,1
287,Referrer_14,Brampton,L6P3C8,43.79205,-79.679668,2014-10-25,0
288,Referrer_14,Brampton,L6P3C8,43.79205,-79.679668,2014-10-21,1
289,Referrer_14,Brampton,L6P3C8,43.79205,-79.679668,2014-11-17,0
290,MEDIA,Brampton,L6P3C8,43.79205,-79.679668,2014-10-28,2
291,MEDIA,Brampton,L6P1R8,43.770831,-79.66672,2013-04-10,0
292,MEDIA,Brampton,L6P1R8,43.770831,-79.66672,2013-04-10,2
293,Referrer_5,Brampton,L6P2S1,43.770089,-79.664764,2013-03-06,1
294,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2012-12-31,1
294,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2013-12-10,1
294,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2014-03-28,1
295,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2013-12-21,1
295,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2014-02-24,1
296,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2013-12-10,1
296,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,2014-03-28,1
297,OTHER CLIENTS,Brampton,L6T4N6,43.712123,-79.727995,2013-08-29,2
298,OTHER CLIENTS,Brampton,L6T4N6,43.712123,-79.727995,2013-07-22,2
299,Referrer_35,Brampton,L6R3E7,43.765034,-79.755984,2013-12-19,1
300,Referrer_9,Brampton,L6P1H5,43.774088,-79.662598,2013-11-22,1
301,MEDIA,Brampton,L6P3T5,43.780059,-79.684252,2013-04-10,0
302,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2012-07-09,1
302,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2013-01-08,1
303,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2012-07-09,1
303,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2013-05-30,1
303,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2014-02-27,1
304,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2012-07-09,1
305,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2012-07-09,1
305,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2014-02-27,1
306,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2012-05-14,2
306,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2013-05-12,4
306,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2014-10-02,2
307,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2012-11-15,1
307,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2013-10-15,1
307,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,2014-10-02,1
308,Referrer_3,Brampton,L6P3A6,43.7719,-79.685046,2012-07-05,1
309,Referrer_3,Brampton,L6P3A6,43.7719,-79.685046,2012-07-04,1
310,Referrer_3,Brampton,L6P3A6,43.7719,-79.685046,2012-06-26,2
311,Referrer_3,Brampton,L6P3H2,43.789095,-79.678974,2012-12-04,2
312,Referrer_34,Brampton,L6Y3Z4,43.651919,-79.72821,2014-06-17,1
313,Referrer_39,Brampton,L6Z3S9,43.718122,-79.78684,2014-06-17,0
314,Referrer_18,Brampton,L6P3V1,43.783764,-79.676795,2012-12-31,2
315,Referrer_18,Brampton,L6P3V1,43.783764,-79.676795,2012-12-31,2
316,OTHER CLIENTS,Thornhill,L4J6E8,43.79447,-79.465262,2013-05-16,1
316,OTHER CLIENTS,Thornhill,L4J6E8,43.79447,-79.465262,2014-01-15,2
317,OTHER CLIENTS,Thornhill,L4J6E8,43.79447,-79.465262,2013-03-06,1
317,OTHER CLIENTS,Thornhill,L4J6E8,43.79447,-79.465262,2014-01-15,2
318,Referrer_6,Brampton,L6T3X5,43.72182,-79.713272,2013-11-11,2
319,Referrer_6,Brampton,L6T3X5,43.72182,-79.713272,2013-12-20,1
320,Referrer_44,Brampton,L6Z3N2,43.73676,-79.814966,2012-08-29,1
321,Referrer_9,Brampton,L6P3E9,43.791504,-79.686104,2014-08-21,0
322,Referrer_9,Brampton,L6P3E9,43.791504,-79.686104,2014-06-08,0
323,Referrer_9,Brampton,L6P2R3,43.779093,-79.671255,2014-06-08,0
324,Referrer_9,Brampton,L6P2R3,43.779093,-79.671255,2012-01-11,1
325,OTHER CLIENTS,Brampton,L6P3N6,43.789057,-79.668946,2012-07-24,1
325,OTHER CLIENTS,Brampton,L6P3N6,43.789057,-79.668946,2014-06-10,1
326,Referrer_41,North York,M2N4P5,43.782233,-79.399206,2012-05-30,1
327,MEDIA,Brampton,L6R3E9,43.763688,-79.756523,2012-06-02,1
328,MEDIA,Brampton,L6R3E9,43.763688,-79.756523,2012-06-02,1
329,Referrer_19,Brampton,L6P3G6,43.791013,-79.682328,2012-06-13,1
330,Referrer_19,Brampton,L6P3G6,43.791013,-79.682328,2012-06-13,2
331,Referrer_6,Mississauga,L5R3B9,43.602169,-79.678319,2012-05-16,1
332,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,2013-07-25,2
333,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,2012-08-31,3
333,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,2013-07-25,1
334,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,2013-08-30,1
335,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,2013-08-30,1
336,Referrer_11,Brampton,L6P2Y4,43.781657,-79.682904,2012-12-11,1
337,Referrer_30,Brampton,L6S1S4,43.71975,-79.729493,2012-02-29,1
338,Referrer_40,Brampton,L6R1S1,43.754551,-79.735752,2012-04-05,1
339,Referrer_26,Brampton,L6P3G8,43.790354,-79.681295,2012-12-31,1
340,Referrer_25,Brampton,L6R1E2,43.742334,-79.756026,2014-09-30,1
341,Referrer_37,Springbrook,L6X0S4,43.668255,-79.804849,2012-12-31,2
342,Referrer_20,Brampton,L6P1M5,43.774852,-79.67155,2012-05-12,1
343,Referrer_20,Brampton,L6P1M5,43.774852,-79.67155,2012-08-14,0
344,Referrer_0,Brampton,L6P1Z5,43.790237,-79.751803,2013-12-21,1
345,Referrer_36,Brampton,L6P2X9,43.782875,-79.684549,2012-05-19,1
346,Referrer_27,Brampton,L6X4T7,43.686248,-79.799847,2013-05-06,2
347,Referrer_31,Brampton,L6P3N3,43.788972,-79.671389,2012-04-05,1
348,Referrer_33,Brampton,L7A2J2,43.690714,-79.820895,2014-09-17,1
349,Referrer_38,Brampton,L6P0H1,43.793117,-79.720542,2014-01-11,1
350,Referrer_42,Brampton,L6P1M9,43.77955,-79.661902,2014-11-27,1
