referrer_code,visit_count,postal_code_referrer,latitude,longitude,city
WALK-IN,92,,,,
OTHER CLIENTS,76,,,,
REHAB CLINIC,35,,,,
LOYAL CLIENT,31,,,,
MEDIA,22,,,,
Referrer_0,21,L6P1H4,43.774138,-79.66435899999999,Brampton
Referrer_1,17,L5R1B6,43.597449,-79.663822,Mississauga
Referrer_2,15,L6P2K7,43.774063,-79.661039,Brampton
Referrer_3,11,L6P0B7,43.770494,-79.660933,Brampton
Referrer_4,9,L6R3B4,43.760071,-79.745293,Brampton
Referrer_5,8,L4T4J2,43.721102,-79.64189300000001,Mississauga
Referrer_6,7,L6T0G1,43.694832,-79.708733,Brampton
Referrer_7,7,L5J2B4,43.511666999999996,-79.647941,Mississauga
Referrer_8,7,L6S2P5,43.742221,-79.723161,Brampton
Referrer_9,7,L6P2K8,43.773790999999996,-79.661333,Brampton
Referrer_10,6,L6R3B4,43.760071,-79.745293,Brampton
Referrer_11,5,L6P2K8,43.773790999999996,-79.661333,Brampton
Referrer_12,4,L6P2K7,43.774063,-79.661039,Brampton
Referrer_13,4,L6P2Z8,43.792807,-79.70633199999999,Brampton
Referrer_14,4,L6P2K8,43.773790999999996,-79.661333,Brampton
Referrer_15,3,L6P2K7,43.774063,-79.661039,Brampton
Referrer_16,2,L6S3L7,43.736063,-79.716036,Brampton
Referrer_17,2,L6T0G1,43.694832,-79.708733,Brampton
Referrer_18,2,L6R0C4,43.750468,-79.75229300000001,Brampton
Referrer_19,2,L5B4M4,43.583868,-79.62173,Mississauga
Referrer_20,2,L4T4E3,43.714452,-79.630601,Mississauga
Referrer_21,2,L6S0C9,43.74454,-79.724362,Brampton
Referrer_22,2,L6R3J6,43.769269,-79.731959,Brampton
FLYER,2,,,,
Referrer_23,2,M9M2T8,43.739329999999995,-79.539446,North York
Referrer_24,1,L6T4B8,43.706235,-79.718423,Brampton
Referrer_25,1,L6S0C9,43.74454,-79.724362,Brampton
Referrer_26,1,M5T2E7,43.655784000000004,-79.39952,Toronto
Referrer_27,1,M4C5T2,43.689023,-79.325906,East York
Referrer_28,1,M9V4B9,43.746972,-79.583825,Etobicoke
Referrer_29,1,M6H1A1,43.6541,-79.423296,Toronto
Referrer_30,1,L6T4P9,43.706876,-79.73158000000001,Brampton
Referrer_31,1,L6S0E2,43.774573,-79.685146,Brampton
Referrer_32,1,L6Z2S8,43.726026,-79.765426,Brampton
Referrer_33,1,L6P1H4,43.774138,-79.66435899999999,Brampton
Referrer_34,1,L6W2J3,43.66953,-79.73403,Brampton
Referrer_35,1,L6R0M5,43.761158,-79.75680200000001,Brampton
Referrer_36,1,L6R3B3,43.754207,-79.74023100000001,Brampton
Referrer_37,1,L5M4N4,43.561825,-79.702207,Mississauga
Referrer_38,1,L6S0C5,43.762115,-79.720947,Brampton
Referrer_39,1,L6W1T2,43.685972,-79.74354100000001,Brampton
Referrer_40,1,L1N4P7,43.878064,-78.942672,Whitby
Referrer_41,1,L5N2Y1,43.584374,-79.75882299999999,Mississauga
Referrer_42,1,L6P3A3,43.776046,-79.655473,Brampton
Referrer_43,1,M9V4P2,43.75765,-79.589344,Etobicoke
Referrer_44,1,L6X4W8,43.681739,-79.808021,Brampton
