CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type
"246","Finland","561","Y","Children under five mortality rate per 1,000 live births","6.7","","E","6.4","","E","6","","E","5.7","","E","5.4","","E","5.2","","E","4.9","","E","4.7","","E","4.5","","E","4.4","","E","4.3","","E","4.2","","E","4.1","","E","3.9","","E","3.8","","E","3.7","","E","3.6","","E","3.5","","E","3.3","","E","3.2","","E","3","","E","2.9","","E"," "," "," "," "," "," "
"250","France","561","Y","Children under five mortality rate per 1,000 live births","8.8","","E","8.4","","E","8","","E","7.5","","E","7","","E","6.6","","E","6.2","","E","6","","E","5.7","","E","5.5","","E","5.4","","E","5.2","","E","5.1","","E","4.9","","E","4.8","","E","4.6","","E","4.5","","E","4.4","","E","4.4","","E","4.3","","E","4.2","","E","4.1","","E"," "," "," "," "," "," "
"266","Gabon","561","Y","Children under five mortality rate per 1,000 live births","94.4","","E","92.8","","E","91.3","","E","89.9","","E","88.6","","E","87.4","","E","86.2","","E","85.2","","E","84.2","","E","83.3","","E","82.4","","E","81.6","","E","80.4","","E","79.3","","E","77.9","","E","76.5","","E","75","","E","73.2","","E","71.1","","E","69.2","","E","67.4","","E","65.6","","E"," "," "," "," "," "," "
"270","Gambia","561","Y","Children under five mortality rate per 1,000 live births","164.6","","E","161","","E","157.5","","E","153.6","","E","150.3","","E","146.7","","E","143.3","","E","139.9","","E","136.7","","E","133.5","","E","130.3","","E","127.5","","E","124.3","","E","121.6","","E","118.8","","E","116.1","","E","113.2","","E","110.5","","E","108.3","","E","105.6","","E","102.6","","E","100.6","","E"," "," "," "," "," "," "
"268","Georgia","561","Y","Children under five mortality rate per 1,000 live births","46.9","","E","45.5","","E","44","","E","42.8","","E","41.4","","E","40","","E","38.8","","E","37.2","","E","35.7","","E","34.2","","E","32.6","","E","31.3","","E","30.1","","E","28.7","","E","27.5","","E","26.4","","E","25.4","","E","24.3","","E","23.4","","E","22.3","","E","21.5","","E","20.5","","E"," "," "," "," "," "," "
"276","Germany","561","Y","Children under five mortality rate per 1,000 live births","8.5","","E","8.1","","E","7.6","","E","7.2","","E","6.8","","E","6.5","","E","6.2","","E","6","","E","5.7","","E","5.6","","E","5.4","","E","5.2","","E","5.1","","E","5","","E","4.9","","E","4.7","","E","4.6","","E","4.5","","E","4.4","","E","4.2","","E","4.1","","E","4","","E"," "," "," "," "," "," "
"288","Ghana","561","Y","Children under five mortality rate per 1,000 live births","120.9","","E","117.9","","E","114.8","","E","112.7","","E","111.1","","E","109.2","","E","107.5","","E","105.5","","E","103.3","","E","101.1","","E","98.7","","E","96.8","","E","94.6","","E","92.4","","E","90.8","","E","88.4","","E","86.5","","E","84.6","","E","83","","E","81","","E","79.6","","E","77.6","","E"," "," "," "," "," "," "
"300","Greece","561","Y","Children under five mortality rate per 1,000 live births","12.7","","E","12.1","","E","11.5","","E","11","","E","10.5","","E","10.1","","E","9.7","","E","9.2","","E","8.7","","E","8.2","","E","7.7","","E","7.2","","E","6.8","","E","6.3","","E","5.9","","E","5.5","","E","5.3","","E","5.1","","E","4.9","","E","4.7","","E","4.6","","E","4.4","","E"," "," "," "," "," "," "
"308","Grenada","561","Y","Children under five mortality rate per 1,000 live births","21","","E","20.3","","E","19.7","","E","19.1","","E","18.6","","E","18.1","","E","17.6","","E","16.9","","E","16.5","","E","16.1","","E","15.7","","E","15.5","","E","15.1","","E","14.9","","E","14.7","","E","14.3","","E","14","","E","13.8","","E","13.5","","E","13.3","","E","13.1","","E","12.8","","E"," "," "," "," "," "," "
"320","Guatemala","561","Y","Children under five mortality rate per 1,000 live births","78","","E","73.6","","E","69.6","","E","65.9","","E","62.6","","E","59.6","","E","57","","E","54.6","","E","52.4","","E","50.3","","E","48.2","","E","46.2","","E","44.4","","E","42.5","","E","40.7","","E","39.2","","E","37.6","","E","36.1","","E","34.4","","E","33.1","","E","31.6","","E","30.4","","E"," "," "," "," "," "," "
"324","Guinea","561","Y","Children under five mortality rate per 1,000 live births","228.2","","E","223.3","","E","218.5","","E","213.3","","E","207.4","","E","201.6","","E","196","","E","190.4","","E","184.5","","E","179","","E","174.5","","E","169","","E","164","","E","159.6","","E","154.4","","E","150.1","","E","145.3","","E","141.6","","E","137.4","","E","133.3","","E","129.8","","E","125.8","","E"," "," "," "," "," "," "
"624","Guinea-Bissau","561","Y","Children under five mortality rate per 1,000 live births","210.4","","E","207.6","","E","206.3","","E","202.5","","E","200.5","","E","198.9","","E","196.4","","E","193.2","","E","191.1","","E","188.2","","E","185.8","","E","183.6","","E","180.6","","E","178.1","","E","175.7","","E","172.8","","E","172.2","","E","169.3","","E","166.4","","E","164.5","","E","161.7","","E","160.6","","E"," "," "," "," "," "," "
"328","Guyana","561","Y","Children under five mortality rate per 1,000 live births","63","","E","61.5","","E","60.3","","E","59","","E","57.3","","E","56","","E","54.4","","E","53.1","","E","51.7","","E","50.4","","E","49.1","","E","47.9","","E","46.6","","E","45.3","","E","43.9","","E","42.7","","E","40.9","","E","40.3","","E","39.1","","E","38.3","","E","37","","E","35.9","","E"," "," "," "," "," "," "
"332","Haiti","561","Y","Children under five mortality rate per 1,000 live births","143","","E","138.3","","E","133.9","","E","129.4","","E","125.1","","E","120.9","","E","117","","E","112.8","","E","109.1","","E","105.5","","E","102","","E","98.5","","E","95.3","","E","92.1","","E","88.9","","E","85.8","","E","83","","E","80","","E","77.5","","E","74.8","","E","160.7","","E","70","","E"," "," "," "," "," "," "
"340","Honduras","561","Y","Children under five mortality rate per 1,000 live births","55","","E","52.5","","E","50.5","","E","48.4","","E","46.4","","E","44.4","","E","42.4","","E","40.3","","E","38.5","","E","36.9","","E","35","","E","33.5","","E","32.1","","E","30.7","","E","29.3","","E","27.9","","E","26.7","","E","25.6","","E","24.3","","E","23.3","","E","22.2","","E","21.4","","E"," "," "," "," "," "," "
"348","Hungary","561","Y","Children under five mortality rate per 1,000 live births","18.7","","E","17.7","","E","16.8","","E","15.9","","E","15","","E","14.1","","E","13.4","","E","12.7","","E","12.1","","E","11.5","","E","11","","E","10.4","","E","9.8","","E","9.3","","E","8.8","","E","8.4","","E","7.9","","E","7.6","","E","7.2","","E","6.9","","E","6.6","","E","6.3","","E"," "," "," "," "," "," "
"352","Iceland","561","Y","Children under five mortality rate per 1,000 live births","6.3","","E","6.1","","E","5.9","","E","5.6","","E","5.3","","E","5","","E","4.8","","E","4.5","","E","4.3","","E","4.1","","E","3.9","","E","3.7","","E","3.6","","E","3.4","","E","3.3","","E","3.1","","E","3","","E","2.9","","E","2.8","","E","2.7","","E","2.6","","E","2.5","","E"," "," "," "," "," "," "
"356","India","561","Y","Children under five mortality rate per 1,000 live births","114.2","","E","111.5","","E","109","","E","106.6","","E","104","","E","101.4","","E","98.5","","E","95.8","","E","93.2","","E","90.5","","E","87.7","","E","85","","E","82.4","","E","79.6","","E","77.2","","E","74.6","","E","72.3","","E","70","","E","67.7","","E","65.5","","E","63.4","","E","61.3","","E"," "," "," "," "," "," "
"360","Indonesia","561","Y","Children under five mortality rate per 1,000 live births","81.6","","E","78","","E","74.5","","E","71.1","","E","68.3","","E","65.3","","E","62.6","","E","59.4","","E","56.7","","E","54.5","","E","52.5","","E","50.5","","E","48.2","","E","46","","E","43.9","","E","42","","E","40.1","","E","38.2","","E","36.8","","E","34.8","","E","33.3","","E","31.8","","E"," "," "," "," "," "," "
"364","Iran (Islamic Republic of)","561","Y","Children under five mortality rate per 1,000 live births","61.1","","E","58.5","","E","56.2","","E","54.1","","E","51.8","","E","49.3","","E","47.7","","E","46.9","","E","46.4","","E","45.7","","E","44","","E","41.4","","E","38.8","","E","37","","E","34.9","","E","33.7","","E","31.8","","E","30.5","","E","28.5","","E","27.3","","E","26.2","","E","25","","E"," "," "," "," "," "," "
"368","Iraq","561","Y","Children under five mortality rate per 1,000 live births","46","","E","45.5","","E","45.3","","E","45.3","","E","45.1","","E","44.8","","E","44.5","","E","44","","E","43.7","","E","43.3","","E","42.8","","E","42.3","","E","42","","E","41.5","","E","41","","E","40.5","","E","40.1","","E","39.7","","E","39.2","","E","38.9","","E","38.6","","E","37.9","","E"," "," "," "," "," "," "
"372","Ireland","561","Y","Children under five mortality rate per 1,000 live births","9","","E","8.6","","E","8.2","","E","7.8","","E","7.5","","E","7.4","","E","7.3","","E","7.3","","E","7.2","","E","7.2","","E","7","","E","6.7","","E","6.3","","E","5.9","","E","5.6","","E","5.2","","E","5","","E","4.7","","E","4.5","","E","4.3","","E","4.1","","E","4","","E"," "," "," "," "," "," "
"376","Israel","561","Y","Children under five mortality rate per 1,000 live births","11.5","","E","10.9","","E","10.4","","E","9.8","","E","9.2","","E","8.7","","E","8.3","","E","7.8","","E","7.5","","E","7.2","","E","6.9","","E","6.6","","E","6.4","","E","6.1","","E","5.8","","E","5.6","","E","5.3","","E","5.1","","E","4.9","","E","4.7","","E","4.5","","E","4.3","","E"," "," "," "," "," "," "
"380","Italy","561","Y","Children under five mortality rate per 1,000 live births","9.7","","E","9.2","","E","8.8","","E","8.4","","E","7.9","","E","7.5","","E","7","","E","6.6","","E","6.2","","E","5.9","","E","5.6","","E","5.3","","E","5","","E","4.8","","E","4.6","","E","4.5","","E","4.3","","E","4.2","","E","4.1","","E","4","","E","3.9","","E","3.7","","E"," "," "," "," "," "," "
"388","Jamaica","561","Y","Children under five mortality rate per 1,000 live births","34.5","","E","33.5","","E","32.6","","E","31.6","","E","30.8","","E","29.8","","E","28.8","","E","28","","E","27.2","","E","26.5","","E","25.5","","E","24.8","","E","24.3","","E","23.4","","E","22.6","","E","22.1","","E","21.4","","E","20.7","","E","20.1","","E","19.6","","E","19","","E","18.3","","E"," "," "," "," "," "," "
"392","Japan","561","Y","Children under five mortality rate per 1,000 live births","6.4","","E","6.2","","E","6.1","","E","6","","E","5.8","","E","5.6","","E","5.4","","E","5.2","","E","5","","E","4.7","","E","4.5","","E","4.3","","E","4.2","","E","4","","E","3.9","","E","3.7","","E","3.6","","E","3.5","","E","3.4","","E","3.3","","E","3.2","","E","3.4","","E"," "," "," "," "," "," "
"400","Jordan","561","Y","Children under five mortality rate per 1,000 live births","36.7","","E","35.6","","E","34.6","","E","33.5","","E","32.8","","E","32.2","","E","31.2","","E","30.4","","E","29.5","","E","28.8","","E","28","","E","27.2","","E","26.6","","E","25.7","","E","25","","E","24.4","","E","23.7","","E","23.2","","E","22.6","","E","21.8","","E","21.1","","E","20.7","","E"," "," "," "," "," "," "
"398","Kazakhstan","561","Y","Children under five mortality rate per 1,000 live births","57","","E","55.7","","E","54.6","","E","53.3","","E","52","","E","50.6","","E","49.1","","E","47.3","","E","45.7","","E","44.2","","E","42.3","","E","40.7","","E","39.3","","E","37.9","","E","36.4","","E","35.2","","E","33.7","","E","32.8","","E","31.3","","E","30.1","","E","29.2","","E","28.3","","E"," "," "," "," "," "," "
"404","Kenya","561","Y","Children under five mortality rate per 1,000 live births","97.8","","E","102.3","","E","106.7","","E","108.6","","E","110.4","","E","112.2","","E","113.7","","E","114.8","","E","116.3","","E","116.7","","E","113.1","","E","109.2","","E","105.5","","E","101.9","","E","98.3","","E","94.1","","E","90.2","","E","86.5","","E","82.5","","E","79.4","","E","76.1","","E","72.8","","E"," "," "," "," "," "," "
"296","Kiribati","561","Y","Children under five mortality rate per 1,000 live births","87.6","","E","84.8","","E","82.5","","E","80","","E","77.7","","E","75.6","","E","73.2","","E","71.2","","E","69.2","","E","67.1","","E","65.3","","E","63.3","","E","61.5","","E","59.6","","E","58","","E","56.3","","E","54.8","","E","53.3","","E","51.6","","E","50","","E","48.7","","E","47.4","","E"," "," "," "," "," "," "
"408","Korea, Democratic People's Republic of","561","Y","Children under five mortality rate per 1,000 live births","45","","E","50.7","","E","57.4","","E","64.5","","E","71.3","","E","76.2","","E","78.4","","E","77.3","","E","73.1","","E","66.2","","E","57.7","","E","48.9","","E","41.5","","E","36.1","","E","32.9","","E","31.8","","E","32.1","","E","31.7","","E","33.1","","E","33.3","","E","33.2","","E","33.2","","E"," "," "," "," "," "," "
"410","Korea, Republic of","561","Y","Children under five mortality rate per 1,000 live births","7.5","","E","7","","E","6.7","","E","6.4","","E","6.3","","E","6.2","","E","6.1","","E","6","","E","5.9","","E","5.9","","E","5.7","","E","5.7","","E","5.6","","E","5.5","","E","5.4","","E","5.3","","E","5.2","","E","5.1","","E","5","","E","4.9","","E","4.9","","E","4.8","","E"," "," "," "," "," "," "
"414","Kuwait","561","Y","Children under five mortality rate per 1,000 live births","16.9","","E","16.2","","E","15.5","","E","15","","E","14.5","","E","14","","E","13.6","","E","13.3","","E","13.1","","E","12.9","","E","12.7","","E","12.5","","E","12.4","","E","12.2","","E","12","","E","11.8","","E","11.7","","E","11.5","","E","11.3","","E","11.2","","E","11","","E","10.9","","E"," "," "," "," "," "," "
"417","Kyrgyzstan","561","Y","Children under five mortality rate per 1,000 live births","70.3","","E","67.4","","E","64.9","","E","62.3","","E","60","","E","57.5","","E","55.2","","E","53.1","","E","51.2","","E","49.1","","E","47.4","","E","45.3","","E","43.5","","E","41.8","","E","40.4","","E","38.7","","E","37.4","","E","35.8","","E","34.5","","E","33.3","","E","31.7","","E","30.6","","E"," "," "," "," "," "," "
"418","Lao People's Democratic Republic","561","Y","Children under five mortality rate per 1,000 live births","147.7","","E","139","","E","131.2","","E","124.3","","E","116.7","","E","110","","E","103.3","","E","97.5","","E","91.5","","E","86.2","","E","81.3","","E","76.4","","E","71.8","","E","67.6","","E","63.4","","E","59.7","","E","56.1","","E","53","","E","49.6","","E","47","","E","43.9","","E","41.9","","E"," "," "," "," "," "," "
"428","Latvia","561","Y","Children under five mortality rate per 1,000 live births","20.6","","E","21.3","","E","22","","E","22.6","","E","22.9","","E","22.5","","E","21.7","","E","20.6","","E","19.6","","E","18.5","","E","17.3","","E","16.1","","E","15","","E","14.2","","E","13.4","","E","12.6","","E","11.8","","E","11","","E","10.2","","E","9.6","","E","8.9","","E","8.3","","E"," "," "," "," "," "," "
"422","Lebanon","561","Y","Children under five mortality rate per 1,000 live births","33.1","","E","32.2","","E","30.3","","E","28.6","","E","27","","E","25.6","","E","24.1","","E","22.6","","E","21.3","","E","19.9","","E","19","","E","17.8","","E","16.6","","E","15.6","","E","14.6","","E","13.7","","E","12.8","","E","12","","E","11.2","","E","10.6","","E","9.9","","E","9.3","","E"," "," "," "," "," "," "
"426","Lesotho","561","Y","Children under five mortality rate per 1,000 live births","87.5","","E","86.3","","E","85.8","","E","86.9","","E","89.6","","E","94.1","","E","99.5","","E","105.2","","E","110.2","","E","114.3","","E","117.3","","E","119","","E","119.9","","E","120.3","","E","120","","E","118.9","","E","116.4","","E","110.7","","E","98.6","","E","95.8","","E","93","","E","86","","E"," "," "," "," "," "," "
"430","Liberia","561","Y","Children under five mortality rate per 1,000 live births","241.2","","E","241.8","","E","237","","E","232.6","","E","227.7","","E","218.8","","E","208.5","","E","199","","E","186.6","","E","174.3","","E","163.8","","E","153.6","","E","144.1","","E","134.3","","E","126.1","","E","116.8","","E","109.7","","E","103.6","","E","96.4","","E","89.2","","E","83.1","","E","78.3","","E"," "," "," "," "," "," "
"434","Libyan Arab Jamahiriya","561","Y","Children under five mortality rate per 1,000 live births","44.1","","E","42","","E","39.8","","E","37.9","","E","36.3","","E","34.6","","E","33.1","","E","31.4","","E","29.9","","E","28.5","","E","27.1","","E","25.9","","E","24.7","","E","23.6","","E","22.4","","E","21.5","","E","20.5","","E","19.5","","E","18.7","","E","17.7","","E","17","","E","16.2","","E"," "," "," "," "," "," "
"440","Lithuania","561","Y","Children under five mortality rate per 1,000 live births","17.4","","E","17.5","","E","17.6","","E","17.3","","E","16.9","","E","16.1","","E","15.1","","E","14.1","","E","13.2","","E","12.4","","E","11.8","","E","11.2","","E","10.8","","E","10.3","","E","9.7","","E","9.1","","E","8.5","","E","7.9","","E","7.3","","E","6.7","","E","6.2","","E","5.7","","E"," "," "," "," "," "," "
"442","Luxembourg","561","Y","Children under five mortality rate per 1,000 live births","8.4","","E","7.9","","E","7.4","","E","7","","E","6.7","","E","6.4","","E","6.1","","E","5.8","","E","5.5","","E","5.2","","E","4.9","","E","4.7","","E","4.6","","E","4.4","","E","4.2","","E","4.1","","E","3.9","","E","3.8","","E","3.6","","E","3.5","","E","3.3","","E","3.2","","E"," "," "," "," "," "," "
"450","Madagascar","561","Y","Children under five mortality rate per 1,000 live births","161.2","","E","155.6","","E","150.2","","E","144.2","","E","137.7","","E","131.6","","E","125.2","","E","119.8","","E","114","","E","108.7","","E","104.1","","E","98.9","","E","94.4","","E","90.1","","E","85.8","","E","81.8","","E","77.4","","E","74.2","","E","70.8","","E","67.2","","E","64.3","","E","61.6","","E"," "," "," "," "," "," "
"454","Malawi","561","Y","Children under five mortality rate per 1,000 live births","227","","E","222.7","","E","218.5","","E","214","","E","209","","E","203.8","","E","197.7","","E","189","","E","180.3","","E","171.9","","E","164.1","","E","156.6","","E","149.5","","E","142.6","","E","135.9","","E","129","","E","121.8","","E","109.7","","E","102.3","","E","95.4","","E","89","","E","82.6","","E"," "," "," "," "," "," "
"458","Malaysia","561","Y","Children under five mortality rate per 1,000 live births","17.2","","E","16.3","","E","15.4","","E","14.6","","E","13.9","","E","13.3","","E","12.7","","E","12.1","","E","11.6","","E","11.1","","E","10.6","","E","10.1","","E","9.7","","E","9.3","","E","8.9","","E","8.5","","E","8.1","","E","7.8","","E","7.4","","E","7.1","","E","6.8","","E","6.5","","E"," "," "," "," "," "," "
"462","Maldives","561","Y","Children under five mortality rate per 1,000 live births","105.2","","E","100.5","","E","96.3","","E","92.3","","E","88.2","","E","83.7","","E","77.8","","E","74.1","","E","68.1","","E","59.7","","E","52.7","","E","45.3","","E","38.9","","E","33.9","","E","29.4","","E","25.7","","E","22.3","","E","19.3","","E","16.6","","E","14.4","","E","12.4","","E","10.7","","E"," "," "," "," "," "," "
"466","Mali","561","Y","Children under five mortality rate per 1,000 live births","257.3","","E","252.8","","E","248.1","","E","243.5","","E","239.1","","E","234.7","","E","230.6","","E","226.2","","E","222.3","","E","218.2","","E","214.4","","E","210.6","","E","206.7","","E","203","","E","199.5","","E","195.9","","E","192.3","","E","188.8","","E","185.4","","E","182.1","","E","178.9","","E","175.6","","E"," "," "," "," "," "," "
"470","Malta","561","Y","Children under five mortality rate per 1,000 live births","11.3","","E","10.8","","E","10.4","","E","9.9","","E","9.5","","E","9.2","","E","8.9","","E","8.5","","E","8.2","","E","7.9","","E","7.8","","E","7.5","","E","7.3","","E","7.2","","E","7","","E","6.8","","E","6.6","","E","6.4","","E","6.3","","E","6.2","","E","6.1","","E","5.9","","E"," "," "," "," "," "," "
"584","Marshall Islands","561","Y","Children under five mortality rate per 1,000 live births","51.9","","E","50.3","","E","48.5","","E","47.3","","E","45.6","","E","44.2","","E","42.9","","E","41.5","","E","39.8","","E","38.8","","E","37.5","","E","36.6","","E","35.3","","E","33.9","","E","33.1","","E","31.7","","E","31.2","","E","29.9","","E","28.8","","E","28.2","","E","27.7","","E","26.2","","E"," "," "," "," "," "," "
"478","Mauritania","561","Y","Children under five mortality rate per 1,000 live births","124.7","","E","123.6","","E","122.9","","E","122.2","","E","121.4","","E","120.6","","E","119.7","","E","119.1","","E","118.7","","E","117.9","","E","117.9","","E","117.2","","E","116.6","","E","116.4","","E","115.9","","E","115.5","","E","114.5","","E","114.3","","E","113.7","","E","113.4","","E","112.9","","E","112.1","","E"," "," "," "," "," "," "
"480","Mauritius","561","Y","Children under five mortality rate per 1,000 live births","23.9","","E","23","","E","22.4","","E","22","","E","21.9","","E","21.7","","E","21.6","","E","21.1","","E","20.5","","E","19.6","","E","18.6","","E","17.7","","E","16.9","","E","16.4","","E","16","","E","15.9","","E","15.7","","E","15.6","","E","15.5","","E","15.4","","E","15.2","","E","15.1","","E"," "," "," "," "," "," "
"484","Mexico","561","Y","Children under five mortality rate per 1,000 live births","48.8","","E","47.2","","E","45","","E","42.8","","E","40.7","","E","38.8","","E","36.6","","E","34.6","","E","32.7","","E","30.8","","E","29.1","","E","27.5","","E","25.9","","E","24.5","","E","23.2","","E","21.9","","E","20.8","","E","19.6","","E","18.6","","E","17.6","","E","16.6","","E","15.7","","E"," "," "," "," "," "," "
"583","Micronesia, Federated States of","561","Y","Children under five mortality rate per 1,000 live births","56.4","","E","55.5","","E","54.8","","E","53.9","","E","53.2","","E","52.4","","E","51.5","","E","50.8","","E","50.1","","E","49.3","","E","48.6","","E","48","","E","47.3","","E","46.6","","E","46","","E","45.3","","E","44.8","","E","44","","E","43.5","","E","42.7","","E","42","","E","41.5","","E"," "," "," "," "," "," "
"492","Monaco","561","Y","Children under five mortality rate per 1,000 live births","7.8","","E","7.4","","E","7.1","","E","6.8","","E","6.5","","E","6.3","","E","6","","E","5.8","","E","5.5","","E","5.3","","E","5.1","","E","4.9","","E","4.8","","E","4.7","","E","4.6","","E","4.5","","E","4.4","","E","4.3","","E","4.2","","E","4.1","","E","4","","E","3.9","","E"," "," "," "," "," "," "
"496","Mongolia","561","Y","Children under five mortality rate per 1,000 live births","106.5","","E","100.9","","E","96.3","","E","91.8","","E","87.3","","E","83.5","","E","79.8","","E","76","","E","72","","E","67.6","","E","63.4","","E","59.4","","E","55.6","","E","52.2","","E","48.8","","E","45.7","","E","42.8","","E","40.1","","E","37.6","","E","34.9","","E","33","","E","30.7","","E"," "," "," "," "," "," "
"499","Montenegro","561","Y","Children under five mortality rate per 1,000 live births","17.6","","E","17.1","","E","16.5","","E","15.9","","E","15.5","","E","15","","E","14.5","","E","14.1","","E","13.8","","E","13.2","","E","12.6","","E","12","","E","11.5","","E","10.9","","E","10.4","","E","9.9","","E","9.4","","E","9","","E","8.5","","E","8","","E","7.6","","E","7.2","","E"," "," "," "," "," "," "
"504","Morocco","561","Y","Children under five mortality rate per 1,000 live births","81.3","","E","78.2","","E","74.9","","E","71.8","","E","68.5","","E","65.6","","E","62.7","","E","60","","E","57.4","","E","55.1","","E","52.7","","E","50.5","","E","48.5","","E","46.5","","E","44.5","","E","42.6","","E","40.7","","E","39.1","","E","37.4","","E","35.7","","E","34.3","","E","32.8","","E"," "," "," "," "," "," "
"508","Mozambique","561","Y","Children under five mortality rate per 1,000 live births","225.7","","E","224","","E","221.5","","E","217.9","","E","211.8","","E","205.1","","E","198.3","","E","191.3","","E","184","","E","177.7","","E","172.1","","E","165.8","","E","158.9","","E","152.1","","E","145.6","","E","139.3","","E","133.2","","E","125.9","","E","119.3","","E","113.3","","E","108.4","","E","103.1","","E"," "," "," "," "," "," "
"104","Myanmar","561","Y","Children under five mortality rate per 1,000 live births","107.4","","E","104.6","","E","102","","E","99.9","","E","97.1","","E","95","","E","92.8","","E","90.1","","E","87.8","","E","85.9","","E","83.5","","E","81.7","","E","79.5","","E","77.1","","E","75.4","","E","73.4","","E","71.6","","E","70","","E","68.3","","E","66.3","","E","64.5","","E","62.4","","E"," "," "," "," "," "," "
"516","Namibia","561","Y","Children under five mortality rate per 1,000 live births","72.8","","E","71.2","","E","69.8","","E","69","","E","68.4","","E","68.4","","E","68.8","","E","69.7","","E","70.9","","E","72.2","","E","73.5","","E","74.5","","E","75","","E","74.8","","E","73.7","","E","69","","E","63.1","","E","58.6","","E","54.3","","E","50.1","","E","45.9","","E","41.5","","E"," "," "," "," "," "," "
"520","Nauru","561","Y","Children under five mortality rate per 1,000 live births","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E","40","","E"," "," "," "," "," "," "
"524","Nepal","561","Y","Children under five mortality rate per 1,000 live births","134.6","","E","128.2","","E","122.4","","E","116.7","","E","111.1","","E","106","","E","100.9","","E","96","","E","91.6","","E","87.2","","E","82.9","","E","78.9","","E","75.1","","E","71.6","","E","68","","E","64.6","","E","61.5","","E","58.4","","E","55.6","","E","52.9","","E","50.3","","E","48","","E"," "," "," "," "," "," "
"528","Netherlands","561","Y","Children under five mortality rate per 1,000 live births","8.3","","E","8","","E","7.7","","E","7.4","","E","7.2","","E","6.9","","E","6.7","","E","6.5","","E","6.4","","E","6.3","","E","6.2","","E","6","","E","5.9","","E","5.8","","E","5.5","","E","5.3","","E","5.1","","E","4.9","","E","4.6","","E","4.4","","E","4.2","","E","4","","E"," "," "," "," "," "," "
"554","New Zealand","561","Y","Children under five mortality rate per 1,000 live births","11.1","","E","10.5","","E","10","","E","9.5","","E","9.1","","E","8.7","","E","8.4","","E","8.1","","E","7.9","","E","7.6","","E","7.4","","E","7.2","","E","7","","E","6.9","","E","6.8","","E","6.6","","E","6.5","","E","6.4","","E","6.2","","E","6.1","","E","6","","E","5.9","","E"," "," "," "," "," "," "
"558","Nicaragua","561","Y","Children under five mortality rate per 1,000 live births","66.1","","E","63.3","","E","60.5","","E","57.9","","E","55.2","","E","52.7","","E","50.4","","E","48.3","","E","46.1","","E","44.2","","E","42.3","","E","40.4","","E","38.7","","E","36.9","","E","35.3","","E","33.7","","E","32.3","","E","30.9","","E","29.5","","E","28.2","","E","27","","E","25.6","","E"," "," "," "," "," "," "
"562","Niger","561","Y","Children under five mortality rate per 1,000 live births","313.7","","E","307.9","","E","298.3","","E","288.9","","E","278.6","","E","267","","E","257.3","","E","247.6","","E","236.9","","E","226.3","","E","215.6","","E","205.1","","E","195.4","","E","185.7","","E","177","","E","168.5","","E","160.2","","E","152.3","","E","144.9","","E","137.8","","E","130.9","","E","124.5","","E"," "," "," "," "," "," "
"566","Nigeria","561","Y","Children under five mortality rate per 1,000 live births","213.6","","E","213.8","","E","214.3","","E","214.1","","E","212.8","","E","211.3","","E","207.2","","E","203.4","","E","199.6","","E","193.6","","E","187.9","","E","181.3","","E","174.6","","E","168.3","","E","162","","E","156","","E","150.3","","E","144.6","","E","139.1","","E","133.9","","E","129.2","","E","124.1","","E"," "," "," "," "," "," "
"570","Niue","561","Y","Children under five mortality rate per 1,000 live births","14.2","","E","14.5","","E","14.5","","E","14.5","","E","14.9","","E","15.8","","E","17.2","","E","19.5","","E","22.5","","E","26.1","","E","29.4","","E","31.8","","E","31.1","","E","30.1","","E","29","","E","27.9","","E","26.4","","E","25.3","","E","24.1","","E","23","","E","21.9","","E","21.1","","E"," "," "," "," "," "," "
"578","Norway","561","Y","Children under five mortality rate per 1,000 live births","8.4","","E","7.8","","E","7.2","","E","6.6","","E","6.2","","E","5.8","","E","5.5","","E","5.3","","E","5.1","","E","5","","E","4.9","","E","4.7","","E","4.5","","E","4.3","","E","4.2","","E","4","","E","3.8","","E","3.7","","E","3.5","","E","3.4","","E","3.2","","E","3.1","","E"," "," "," "," "," "," "
"512","Oman","561","Y","Children under five mortality rate per 1,000 live births","47.5","","E","44.4","","E","41.3","","E","38.6","","E","35.8","","E","33","","E","30.5","","E","28","","E","25.8","","E","23.6","","E","21.7","","E","20.1","","E","18.5","","E","17","","E","15.6","","E","14.4","","E","13.3","","E","12.2","","E","11.2","","E","10.3","","E","9.4","","E","8.7","","E"," "," "," "," "," "," "
