CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type
"586","Pakistan","561","Y","Children under five mortality rate per 1,000 live births","122.2","","E","120","","E","117.4","","E","114.9","","E","112.7","","E","109.8","","E","106.3","","E","102.7","","E","99.9","","E","97.8","","E","95.3","","E","93","","E","90.6","","E","88.6","","E","86.2","","E","83.9","","E","82","","E","80","","E","78.1","","E","75.7","","E","73.7","","E","72","","E"," "," "," "," "," "," "
"585","Palau","561","Y","Children under five mortality rate per 1,000 live births","32.3","","E","31.1","","E","30.2","","E","29.7","","E","29","","E","28.1","","E","27.5","","E","27.3","","E","26.4","","E","25.6","","E","24.8","","E","24.3","","E","23.6","","E","22.8","","E","22.3","","E","21.5","","E","21.3","","E","20.7","","E","20.2","","E","19.2","","E","19.1","","E","18.6","","E"," "," "," "," "," "," "
"591","Panama","561","Y","Children under five mortality rate per 1,000 live births","33.3","","E","32.4","","E","31.6","","E","30.8","","E","30","","E","29.2","","E","28.5","","E","27.8","","E","27.1","","E","26.4","","E","25.7","","E","25.1","","E","24.5","","E","23.9","","E","23.3","","E","22.7","","E","22.2","","E","21.7","","E","21.1","","E","20.6","","E","20","","E","19.5","","E"," "," "," "," "," "," "
"598","Papua New Guinea","561","Y","Children under five mortality rate per 1,000 live births","88","","E","86","","E","84.4","","E","82.3","","E","80.8","","E","79.2","","E","77.7","","E","76.1","","E","74.6","","E","73.3","","E","71.7","","E","70.7","","E","69.2","","E","68","","E","66.4","","E","65.4","","E","63.8","","E","62.7","","E","61.5","","E","59.7","","E","59.5","","E","57.8","","E"," "," "," "," "," "," "
"600","Paraguay","561","Y","Children under five mortality rate per 1,000 live births","52.6","","E","51.3","","E","49.2","","E","47.3","","E","45.2","","E","43.4","","E","41.5","","E","39.8","","E","38.2","","E","36.7","","E","35.3","","E","33.8","","E","32.3","","E","30.8","","E","29.9","","E","28.6","","E","27.5","","E","26.2","","E","25.4","","E","24.3","","E","23.4","","E","22.4","","E"," "," "," "," "," "," "
"604","Peru","561","Y","Children under five mortality rate per 1,000 live births","75.1","","E","70.9","","E","66.9","","E","62.6","","E","58.7","","E","54.8","","E","51.2","","E","47.8","","E","44.6","","E","41.7","","E","38.9","","E","36.3","","E","33.8","","E","31.6","","E","29.5","","E","27.5","","E","25.7","","E","23.9","","E","22.3","","E","20.8","","E","19.4","","E","18.1","","E"," "," "," "," "," "," "
"608","Philippines","561","Y","Children under five mortality rate per 1,000 live births","57","","E","54.9","","E","52.7","","E","50.8","","E","48.8","","E","47","","E","45.2","","E","43.5","","E","41.9","","E","40.3","","E","38.8","","E","37.3","","E","35.8","","E","34.5","","E","33.2","","E","32","","E","30.7","","E","29.5","","E","28.5","","E","27.4","","E","26.4","","E","25.4","","E"," "," "," "," "," "," "
"616","Poland","561","Y","Children under five mortality rate per 1,000 live births","17.3","","E","16.8","","E","16.3","","E","15.6","","E","14.8","","E","13.8","","E","12.9","","E","12","","E","11.1","","E","10.3","","E","9.6","","E","9","","E","8.6","","E","8.2","","E","7.9","","E","7.5","","E","7.2","","E","6.9","","E","6.6","","E","6.3","","E","6.1","","E","5.8","","E"," "," "," "," "," "," "
"620","Portugal","561","Y","Children under five mortality rate per 1,000 live births","14.6","","E","13.5","","E","12.5","","E","11.5","","E","10.7","","E","10","","E","9.3","","E","8.7","","E","8.2","","E","7.7","","E","7.2","","E","6.7","","E","6.1","","E","5.6","","E","5.2","","E","4.9","","E","4.6","","E","4.3","","E","4","","E","3.8","","E","3.6","","E","3.4","","E"," "," "," "," "," "," "
"634","Qatar","561","Y","Children under five mortality rate per 1,000 live births","20.2","","E","19.2","","E","18.3","","E","17.4","","E","16.6","","E","15.9","","E","15.1","","E","14.4","","E","13.8","","E","13.2","","E","12.6","","E","12.1","","E","11.5","","E","11","","E","10.5","","E","10","","E","9.6","","E","9.2","","E","8.8","","E","8.4","","E","8.1","","E","7.7","","E"," "," "," "," "," "," "
"498","Republic of Moldova","561","Y","Children under five mortality rate per 1,000 live births","34.9","","E","33.6","","E","32.2","","E","31.1","","E","30.1","","E","28.8","","E","27.6","","E","26.7","","E","25.6","","E","24.7","","E","23.8","","E","22.9","","E","22","","E","21.1","","E","20.5","","E","19.6","","E","19.1","","E","18.5","","E","17.7","","E","16.8","","E","16.6","","E","16","","E"," "," "," "," "," "," "
"642","Romania","561","Y","Children under five mortality rate per 1,000 live births","37.4","","E","36.3","","E","35.1","","E","34","","E","33.1","","E","32.2","","E","31.2","","E","30.2","","E","29","","E","27.9","","E","26.8","","E","25.7","","E","24.5","","E","23.3","","E","21.9","","E","20.5","","E","18.9","","E","17.5","","E","16","","E","14.8","","E","13.6","","E","12.5","","E"," "," "," "," "," "," "
"643","Russian Federation","561","Y","Children under five mortality rate per 1,000 live births","27.3","","E","26.9","","E","26.5","","E","26.1","","E","25.7","","E","25.2","","E","24.5","","E","23.9","","E","23.2","","E","22.4","","E","21.3","","E","20.3","","E","19.3","","E","18.3","","E","17.4","","E","16.5","","E","15.7","","E","14.8","","E","14","","E","13.3","","E","12.5","","E","11.9","","E"," "," "," "," "," "," "
"646","Rwanda","561","Y","Children under five mortality rate per 1,000 live births","156.3","","E","163","","E","182.4","","E","208.4","","E","299","","E","275.1","","E","227.2","","E","237.8","","E","244.1","","E","205","","E","183","","E","165.4","","E","149.6","","E","134.2","","E","120.5","","E","108","","E","96.6","","E","86","","E","75.8","","E","67.7","","E","60.4","","E","54.1","","E"," "," "," "," "," "," "
"659","Saint Kitts and Nevis","561","Y","Children under five mortality rate per 1,000 live births","28.3","","E","27.2","","E","26.2","","E","25.3","","E","24.3","","E","22.9","","E","21.4","","E","20.1","","E","18.6","","E","17.4","","E","16.3","","E","15.1","","E","14.2","","E","13.3","","E","12.3","","E","11.4","","E","10.6","","E","10","","E","9.3","","E","8.6","","E","8.1","","E","7.4","","E"," "," "," "," "," "," "
"662","Saint Lucia","561","Y","Children under five mortality rate per 1,000 live births","22.5","","E","21.7","","E","20.9","","E","20.3","","E","19.8","","E","19.4","","E","19.1","","E","18.9","","E","18.7","","E","18.5","","E","18.1","","E","17.9","","E","17.6","","E","17.4","","E","17.1","","E","16.9","","E","16.7","","E","16.5","","E","16.2","","E","16.1","","E","15.8","","E","15.6","","E"," "," "," "," "," "," "
"670","Saint Vincent and the Grenadines","561","Y","Children under five mortality rate per 1,000 live births","26.5","","E","25.6","","E","24.7","","E","24","","E","23.2","","E","22.7","","E","22.3","","E","22","","E","22","","E","21.8","","E","21.9","","E","21.7","","E","21.8","","E","21.7","","E","21.5","","E","21.6","","E","21.5","","E","21.3","","E","21.2","","E","21.2","","E","21.2","","E","20.9","","E"," "," "," "," "," "," "
"882","Samoa","561","Y","Children under five mortality rate per 1,000 live births","29.5","","E","28","","E","26.4","","E","25.7","","E","25.2","","E","24.7","","E","24.4","","E","23.9","","E","23.5","","E","23.1","","E","22.7","","E","22.3","","E","21.9","","E","21.5","","E","21.2","","E","20.9","","E","20.5","","E","20","","E","19.8","","E","19.3","","E","18.9","","E","18.7","","E"," "," "," "," "," "," "
"674","San Marino","561","Y","Children under five mortality rate per 1,000 live births","11.9","","E","11.3","","E","10.6","","E","10","","E","9.4","","E","8.7","","E","7.9","","E","7.2","","E","6.5","","E","5.9","","E","5.3","","E","4.8","","E","4.3","","E","3.9","","E","3.5","","E","3.2","","E","2.9","","E","2.6","","E","2.4","","E","2.1","","E","1.9","","E","1.8","","E"," "," "," "," "," "," "
"678","Sao Tome and Principe","561","Y","Children under five mortality rate per 1,000 live births","96","","E","96.1","","E","95.4","","E","95.1","","E","95.1","","E","94.1","","E","93.7","","E","93.3","","E","92.8","","E","93.3","","E","92.5","","E","92.3","","E","91.3","","E","91","","E","90.2","","E","90.8","","E","90.2","","E","89.6","","E","89.7","","E","89.1","","E","89.1","","E","88.8","","E"," "," "," "," "," "," "
"682","Saudi Arabia","561","Y","Children under five mortality rate per 1,000 live births","42.7","","E","39.7","","E","37","","E","34.3","","E","31.9","","E","29.7","","E","27.6","","E","25.6","","E","23.8","","E","22.2","","E","20.6","","E","19.1","","E","17.8","","E","16.6","","E","15.4","","E","14.3","","E","13.3","","E","12.4","","E","11.5","","E","10.7","","E","9.9","","E","9.2","","E"," "," "," "," "," "," "
"686","Senegal","561","Y","Children under five mortality rate per 1,000 live births","135.9","","E","135.2","","E","136.8","","E","138.5","","E","140.2","","E","141.7","","E","143.1","","E","142.2","","E","140.6","","E","136.6","","E","130.4","","E","124.8","","E","117.6","","E","110.3","","E","103.7","","E","97","","E","90.6","","E","84.7","","E","78.7","","E","73.5","","E","69.1","","E","64.8","","E"," "," "," "," "," "," "
"688","Serbia","561","Y","Children under five mortality rate per 1,000 live births","28.6","","E","26.6","","E","24.5","","E","22.6","","E","20.7","","E","19","","E","17.4","","E","16","","E","14.7","","E","13.7","","E","12.7","","E","11.9","","E","11.1","","E","10.5","","E","9.8","","E","9.2","","E","8.8","","E","8.4","","E","8.1","","E","7.7","","E","7.4","","E","7.1","","E"," "," "," "," "," "," "
"690","Seychelles","561","Y","Children under five mortality rate per 1,000 live births","16.6","","E","16","","E","15.4","","E","15.1","","E","14.8","","E","14.5","","E","14.3","","E","14.1","","E","13.9","","E","13.8","","E","13.8","","E","13.7","","E","13.6","","E","13.7","","E","13.7","","E","13.8","","E","13.8","","E","13.8","","E","13.8","","E","13.8","","E","13.9","","E","13.8","","E"," "," "," "," "," "," "
"694","Sierra Leone","561","Y","Children under five mortality rate per 1,000 live births","266.7","","E","275.1","","E","275","","E","276.3","","E","271.8","","E","262.4","","E","254.9","","E","245.7","","E","242.9","","E","242.2","","E","240.6","","E","235.5","","E","230","","E","225.3","","E","219.5","","E","214.4","","E","209.3","","E","204","","E","199.7","","E","193.9","","E","188.8","","E","185.3","","E"," "," "," "," "," "," "
"702","Singapore","561","Y","Children under five mortality rate per 1,000 live births","7.5","","E","6.9","","E","6.4","","E","5.9","","E","5.5","","E","5.2","","E","5","","E","4.7","","E","4.4","","E","4.2","","E","3.9","","E","3.7","","E","3.4","","E","3.2","","E","3.1","","E","3","","E","2.9","","E","2.8","","E","2.8","","E","2.7","","E","2.6","","E","2.6","","E"," "," "," "," "," "," "
"703","Slovakia","561","Y","Children under five mortality rate per 1,000 live births","17.6","","E","16.9","","E","16.3","","E","15.7","","E","15","","E","14.4","","E","13.7","","E","13.1","","E","12.5","","E","12","","E","11.6","","E","11.2","","E","10.9","","E","10.5","","E","10.2","","E","9.9","","E","9.6","","E","9.2","","E","8.8","","E","8.4","","E","8","","E","7.7","","E"," "," "," "," "," "," "
"705","Slovenia","561","Y","Children under five mortality rate per 1,000 live births","10.4","","E","9.6","","E","9","","E","8.3","","E","7.8","","E","7.3","","E","6.8","","E","6.3","","E","5.9","","E","5.6","","E","5.4","","E","5.2","","E","5","","E","4.8","","E","4.5","","E","4.3","","E","4","","E","3.8","","E","3.5","","E","3.3","","E","3","","E","2.8","","E"," "," "," "," "," "," "
"90","Solomon Islands","561","Y","Children under five mortality rate per 1,000 live births","41.8","","E","40.7","","E","39.3","","E","38","","E","36.9","","E","35.8","","E","34.8","","E","33.6","","E","32.4","","E","31.4","","E","30.5","","E","29.6","","E","28.8","","E","27.8","","E","26.9","","E","26.1","","E","25.5","","E","24.5","","E","23.8","","E","23.2","","E","22.2","","E","21.6","","E"," "," "," "," "," "," "
"706","Somalia","561","Y","Children under five mortality rate per 1,000 live births","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E","180","","E"," "," "," "," "," "," "
"710","South Africa","561","Y","Children under five mortality rate per 1,000 live births","62.3","","E","61.5","","E","60.9","","E","60.6","","E","60.9","","E","61.8","","E","63.4","","E","65.7","","E","68.5","","E","71.4","","E","74.1","","E","76.3","","E","78.3","","E","79.3","","E","79.1","","E","78.2","","E","75.8","","E","71.1","","E","66.6","","E","61.3","","E","52.6","","E","46.7","","E"," "," "," "," "," "," "
"728","South Sudan","561","Y","Children under five mortality rate per 1,000 live births","217.3","","E","211.2","","E","204.9","","E","199.6","","E","194","","E","188.7","","E","183.6","","E","178.8","","E","173.5","","E","169","","E","164.5","","E","159.4","","E","155.6","","E","150.8","","E","146.6","","E","142.7","","E","138.8","","E","135","","E","130.7","","E","127.2","","E","123.7","","E","120.5","","E"," "," "," "," "," "," "
"724","Spain","561","Y","Children under five mortality rate per 1,000 live births","10.9","","E","10.4","","E","9.9","","E","9.3","","E","8.8","","E","8.3","","E","7.9","","E","7.4","","E","7.1","","E","6.8","","E","6.6","","E","6.4","","E","6.2","","E","6","","E","5.8","","E","5.7","","E","5.5","","E","5.2","","E","4.9","","E","4.7","","E","4.5","","E","4.2","","E"," "," "," "," "," "," "
"144","Sri Lanka","561","Y","Children under five mortality rate per 1,000 live births","28.9","","E","27.7","","E","26.5","","E","25.5","","E","24.5","","E","23.5","","E","22.5","","E","21.6","","E","20.7","","E","20","","E","19.1","","E","18.4","","E","17.7","","E","17","","E","16.3","","E","15.7","","E","15.1","","E","14.4","","E","13.8","","E","13.3","","E","12.6","","E","12.2","","E"," "," "," "," "," "," "
"275","State of Palestine","561","Y","Children under five mortality rate per 1,000 live births","43.1","","E","40.8","","E","38.9","","E","37.1","","E","35.7","","E","34.7","","E","33.8","","E","32.8","","E","32","","E","31","","E","30.1","","E","29.3","","E","28.5","","E","27.8","","E","27.1","","E","26.2","","E","25.6","","E","24.8","","E","24","","E","23.4","","E","22.6","","E","22","","E"," "," "," "," "," "," "
"729","Sudan","561","Y","Children under five mortality rate per 1,000 live births","122.8","","E","120.9","","E","118.7","","E","116.6","","E","114.6","","E","112.6","","E","110.2","","E","108.8","","E","107.2","","E","105.6","","E","103.7","","E","102.3","","E","100.3","","E","98.5","","E","96.9","","E","95.1","","E","93.9","","E","92.4","","E","91","","E","89","","E","87.7","","E","86","","E"," "," "," "," "," "," "
"740","Suriname","561","Y","Children under five mortality rate per 1,000 live births","51.9","","E","50.8","","E","49.3","","E","48.1","","E","46.7","","E","45.4","","E","44.5","","E","43.2","","E","41.9","","E","40.7","","E","39.9","","E","38.6","","E","37.5","","E","36.6","","E","35.7","","E","34.5","","E","33.8","","E","32.7","","E","32","","E","30.9","","E","29.8","","E","29.5","","E"," "," "," "," "," "," "
"748","Swaziland","561","Y","Children under five mortality rate per 1,000 live births","83.3","","E","83","","E","81.8","","E","84.1","","E","87.1","","E","90.9","","E","95.1","","E","99.6","","E","104.5","","E","109.6","","E","114.2","","E","118.1","","E","121.8","","E","125","","E","127.1","","E","128.2","","E","124.6","","E","120.6","","E","119","","E","115.3","","E","109.2","","E","103.6","","E"," "," "," "," "," "," "
"752","Sweden","561","Y","Children under five mortality rate per 1,000 live births","6.7","","E","6.4","","E","6","","E","5.6","","E","5.2","","E","4.9","","E","4.6","","E","4.4","","E","4.3","","E","4.2","","E","4.1","","E","4","","E","4","","E","3.8","","E","3.7","","E","3.6","","E","3.4","","E","3.3","","E","3.2","","E","3.1","","E","2.9","","E","2.8","","E"," "," "," "," "," "," "
"756","Switzerland","561","Y","Children under five mortality rate per 1,000 live births","8.1","","E","7.8","","E","7.4","","E","7.1","","E","6.7","","E","6.4","","E","6.2","","E","6","","E","5.9","","E","5.8","","E","5.7","","E","5.6","","E","5.5","","E","5.3","","E","5.2","","E","5.1","","E","4.9","","E","4.8","","E","4.7","","E","4.6","","E","4.5","","E","4.4","","E"," "," "," "," "," "," "
"760","Syrian Arab Republic","561","Y","Children under five mortality rate per 1,000 live births","36.1","","E","34.2","","E","32.5","","E","30.7","","E","29.1","","E","27.8","","E","26.6","","E","25.6","","E","24.7","","E","23.7","","E","22.8","","E","22","","E","21.2","","E","20.4","","E","19.7","","E","19","","E","18.3","","E","17.7","","E","17.1","","E","16.4","","E","15.9","","E","15.3","","E"," "," "," "," "," "," "
"762","Tajikistan","561","Y","Children under five mortality rate per 1,000 live births","114.3","","E","112.4","","E","111.4","","E","111.2","","E","111.1","","E","111.4","","E","109.1","","E","105.1","","E","101.5","","E","98","","E","94.7","","E","91.6","","E","87.9","","E","85","","E","82","","E","78.9","","E","76.1","","E","73.4","","E","71","","E","68.2","","E","66.1","","E","63.3","","E"," "," "," "," "," "," "
"764","Thailand","561","Y","Children under five mortality rate per 1,000 live births","35","","E","32","","E","30","","E","27.3","","E","24.8","","E","22.7","","E","21","","E","20.4","","E","20","","E","19.3","","E","18.5","","E","17.9","","E","17","","E","16.6","","E","15.9","","E","15.7","","E","15","","E","14.2","","E","13.7","","E","13.4","","E","12.8","","E","12.3","","E"," "," "," "," "," "," "
"807","The former Yugoslav Republic of Macedonia","561","Y","Children under five mortality rate per 1,000 live births","37.6","","E","34.8","","E","32","","E","29.2","","E","26.8","","E","24.5","","E","22.4","","E","20.3","","E","18.6","","E","17.2","","E","16.3","","E","15.6","","E","14.9","","E","14.3","","E","13.8","","E","13.3","","E","12.7","","E","12","","E","11.4","","E","10.8","","E","10.2","","E","9.6","","E"," "," "," "," "," "," "
"626","Timor-Leste","561","Y","Children under five mortality rate per 1,000 live births","180","","E","173.2","","E","167.1","","E","160.7","","E","154.1","","E","147.5","","E","140.3","","E","131.9","","E","124.2","","E","116.8","","E","109.4","","E","102.8","","E","96.5","","E","90.5","","E","84.8","","E","79.1","","E","74.2","","E","70","","E","65.1","","E","60.9","","E","57.6","","E","54.1","","E"," "," "," "," "," "," "
"768","Togo","561","Y","Children under five mortality rate per 1,000 live births","147","","E","144.9","","E","142.9","","E","141","","E","139","","E","136.9","","E","135.1","","E","133.2","","E","131.3","","E","129.6","","E","127.8","","E","126","","E","124.6","","E","122.8","","E","121.2","","E","119.7","","E","117.9","","E","116.5","","E","114.7","","E","113.2","","E","111.7","","E","110.1","","E"," "," "," "," "," "," "
"776","Tonga","561","Y","Children under five mortality rate per 1,000 live births","24.5","","E","24","","E","23.5","","E","22.9","","E","22.4","","E","21.9","","E","21.4","","E","21","","E","20.5","","E","20","","E","19.6","","E","19.1","","E","18.8","","E","18.4","","E","17.9","","E","17.6","","E","17.2","","E","16.8","","E","16.5","","E","16.1","","E","15.7","","E","15.4","","E"," "," "," "," "," "," "
"780","Trinidad and Tobago","561","Y","Children under five mortality rate per 1,000 live births","36.8","","E","36.3","","E","35.9","","E","35.3","","E","34.9","","E","34.2","","E","33.8","","E","33.5","","E","32.9","","E","32.6","","E","32.1","","E","31.6","","E","31.2","","E","30.9","","E","30.4","","E","29.9","","E","29.6","","E","29.1","","E","28.7","","E","28.3","","E","28","","E","27.7","","E"," "," "," "," "," "," "
"788","Tunisia","561","Y","Children under five mortality rate per 1,000 live births","51.1","","E","48.3","","E","45.7","","E","43.3","","E","41","","E","38.8","","E","36.7","","E","34.8","","E","33","","E","31.2","","E","29.6","","E","27.9","","E","26.5","","E","25.1","","E","23.7","","E","22.4","","E","21.3","","E","20.3","","E","19.2","","E","18.1","","E","17.2","","E","16.2","","E"," "," "," "," "," "," "
"792","Turkey","561","Y","Children under five mortality rate per 1,000 live births","72","","E","68.1","","E","64.6","","E","61","","E","57","","E","52.7","","E","48.4","","E","44.5","","E","41.3","","E","38.2","","E","35.3","","E","32.8","","E","30.3","","E","28.2","","E","26","","E","24","","E","22.3","","E","20.6","","E","19.1","","E","17.7","","E","16.3","","E","15.2","","E"," "," "," "," "," "," "
"795","Turkmenistan","561","Y","Children under five mortality rate per 1,000 live births","94.3","","E","91.7","","E","89.1","","E","86.8","","E","84.4","","E","82","","E","79.9","","E","77.5","","E","75.5","","E","73.3","","E","71.4","","E","69.3","","E","67.7","","E","65.5","","E","63.8","","E","62.2","","E","60.2","","E","58.7","","E","57.3","","E","55.4","","E","54","","E","52.5","","E"," "," "," "," "," "," "
"798","Tuvalu","561","Y","Children under five mortality rate per 1,000 live births","57.6","","E","56.6","","E","55","","E","53.6","","E","52.1","","E","50.6","","E","48.8","","E","47.5","","E","45.9","","E","44.5","","E","43.3","","E","42","","E","40.5","","E","39.1","","E","37.7","","E","36.6","","E","35.1","","E","34.4","","E","33","","E","31.9","","E","31.1","","E","30.1","","E"," "," "," "," "," "," "
"800","Uganda","561","Y","Children under five mortality rate per 1,000 live births","178","","E","175.9","","E","173.8","","E","171.7","","E","168.9","","E","165.9","","E","162.1","","E","157.5","","E","152.1","","E","146.3","","E","140.5","","E","134.9","","E","129.8","","E","124.9","","E","120.1","","E","115.5","","E","111","","E","106.6","","E","102.1","","E","97.8","","E","94.2","","E","89.9","","E"," "," "," "," "," "," "
"804","Ukraine","561","Y","Children under five mortality rate per 1,000 live births","19.4","","E","19.1","","E","19","","E","18.9","","E","18.9","","E","19","","E","19.1","","E","19.3","","E","19.5","","E","19.2","","E","18.6","","E","17.6","","E","16.8","","E","16.1","","E","15.2","","E","14.4","","E","13.5","","E","12.7","","E","12","","E","11.4","","E","10.7","","E","10.1","","E"," "," "," "," "," "," "
"784","United Arab Emirates","561","Y","Children under five mortality rate per 1,000 live births","22.2","","E","21","","E","19.8","","E","18.6","","E","17.6","","E","16.5","","E","15.7","","E","14.8","","E","13.9","","E","13.1","","E","12.3","","E","11.7","","E","10.9","","E","10.4","","E","9.8","","E","9.3","","E","8.7","","E","8.2","","E","7.8","","E","7.4","","E","7","","E","6.6","","E"," "," "," "," "," "," "
"826","United Kingdom","561","Y","Children under five mortality rate per 1,000 live births","9.2","","E","8.8","","E","8.3","","E","7.9","","E","7.6","","E","7.3","","E","7.1","","E","7","","E","6.8","","E","6.7","","E","6.6","","E","6.5","","E","6.3","","E","6.2","","E","6.1","","E","6","","E","5.8","","E","5.7","","E","5.6","","E","5.4","","E","5.3","","E","5.1","","E"," "," "," "," "," "," "
"834","United Republic of Tanzania","561","Y","Children under five mortality rate per 1,000 live births","157.9","","E","157.1","","E","156.4","","E","155.6","","E","154.6","","E","152.8","","E","148.9","","E","144.3","","E","138.4","","E","132.3","","E","126.4","","E","120.4","","E","114.7","","E","109.1","","E","103.6","","E","98.1","","E","92.7","","E","87.2","","E","82","","E","77.2","","E","72.5","","E","67.6","","E"," "," "," "," "," "," "
"840","United States","561","Y","Children under five mortality rate per 1,000 live births","11.3","","E","10.9","","E","10.5","","E","10.1","","E","9.8","","E","9.5","","E","9.2","","E","9","","E","8.8","","E","8.6","","E","8.5","","E","8.4","","E","8.3","","E","8.2","","E","8.1","","E","8","","E","7.9","","E","7.8","","E","7.7","","E","7.6","","E","7.5","","E","7.5","","E"," "," "," "," "," "," "
"858","Uruguay","561","Y","Children under five mortality rate per 1,000 live births","23.1","","E","22.4","","E","21.9","","E","21.4","","E","20.9","","E","20.3","","E","19.7","","E","19","","E","18.3","","E","17.6","","E","17.1","","E","16.6","","E","16.1","","E","15.5","","E","14.7","","E","14","","E","13.2","","E","12.6","","E","12","","E","11.3","","E","10.8","","E","10.3","","E"," "," "," "," "," "," "
"860","Uzbekistan","561","Y","Children under five mortality rate per 1,000 live births","75.3","","E","72.9","","E","71.9","","E","70.3","","E","69.1","","E","67.4","","E","66.2","","E","64.7","","E","63.5","","E","62.2","","E","61","","E","59.4","","E","58","","E","57.1","","E","55.8","","E","55.1","","E","53.7","","E","52.9","","E","51.3","","E","50.6","","E","49.6","","E","48.6","","E"," "," "," "," "," "," "
"548","Vanuatu","561","Y","Children under five mortality rate per 1,000 live births","38.5","","E","36.7","","E","34.7","","E","33","","E","31.3","","E","29.7","","E","28.3","","E","26.9","","E","25.5","","E","24.4","","E","23","","E","21.9","","E","20.8","","E","19.7","","E","18.9","","E","17.9","","E","16.8","","E","16.2","","E","15.2","","E","14.6","","E","13.7","","E","13.2","","E"," "," "," "," "," "," "
"862","Venezuela","561","Y","Children under five mortality rate per 1,000 live births","30.9","","E","29.8","","E","28.6","","E","27.6","","E","26.9","","E","26.1","","E","25.5","","E","24.7","","E","23.9","","E","23.1","","E","22.3","","E","21.5","","E","20.7","","E","19.9","","E","19.2","","E","18.5","","E","17.9","","E","17.3","","E","16.7","","E","16.1","","E","15.6","","E","15","","E"," "," "," "," "," "," "
"704","Viet Nam","561","Y","Children under five mortality rate per 1,000 live births","49.9","","E","48.3","","E","46.4","","E","44.7","","E","42.9","","E","41","","E","39.6","","E","38.2","","E","36.7","","E","35.3","","E","33.9","","E","32.5","","E","31.3","","E","30","","E","28.8","","E","27.7","","E","26.6","","E","25.6","","E","24.5","","E","23.5","","E","22.6","","E","21.7","","E"," "," "," "," "," "," "
"887","Yemen","561","Y","Children under five mortality rate per 1,000 live births","126","","E","123.3","","E","120.2","","E","117.5","","E","114.7","","E","111.9","","E","109.1","","E","106.5","","E","104","","E","101.4","","E","99.1","","E","96.9","","E","94.8","","E","92.6","","E","90.3","","E","88.2","","E","86.2","","E","84.1","","E","82.3","","E","80.2","","E","78.5","","E","76.5","","E"," "," "," "," "," "," "
"894","Zambia","561","Y","Children under five mortality rate per 1,000 live births","192.8","","E","193","","E","191.4","","E","189.9","","E","187","","E","183.6","","E","178.1","","E","171.9","","E","165.5","","E","159.5","","E","153.8","","E","148.3","","E","143.3","","E","138.5","","E","133.3","","E","126.8","","E","120.3","","E","113.4","","E","106.4","","E","98.8","","E","90.4","","E","82.9","","E"," "," "," "," "," "," "
"716","Zimbabwe","561","Y","Children under five mortality rate per 1,000 live births","79.2","","E","81.6","","E","84.1","","E","87.2","","E","90.5","","E","93.8","","E","96.9","","E","100","","E","102.7","","E","104.8","","E","105.8","","E","105.2","","E","103.6","","E","101.3","","E","97.7","","E","93.8","","E","90.4","","E","86","","E","81.7","","E","77.8","","E","72.4","","E","67.1","","E"," "," "," "," "," "," "
