,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Ecuador,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.38881375,2.475641655,2.528675522,2.656987086,2.802688411,2.851253735,2.953506528,3.088647428,3.067271125,2.978477246,2.951357196,3.068951189,3.506171317,3.913251459,4.524661386,4.77524863,4.677421059,4.948436883,5.456082506,6.052610829,6.601289847,7.420839546,8.712774529,10.30926095,12.46139468,13.86890332,17.60725133,23.66751764,30.90758451,39.94420068,60.6837474,77.55548309,..
Egypt,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.880696331,0.882116015,0.885537783,0.895419525,0.918100172,..,0.961965065,1.043011057,1.244326987,1.333943253,1.814559033,2.137070717,2.172871433,2.28046323,2.590000332,2.912868616,3.236451807,3.543223351,3.835102526,4.137725082,4.49077895,4.907968827,5.58951978,6.335553496,7.911304274,10.28655836,14.00391683,17.7252647,20.68254558,23.90943773,32.97984663,38.84339365,..
El Salvador,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.167608076,1.302227614,1.432522749,1.449113338,1.485982991,1.500961201,1.567337624,1.703102997,1.711056336,1.823293351,1.897559945,1.891047192,2.011150119,2.135874802,2.385310877,2.445493071,2.498042338,3.110606639,3.237800037,4.359162461,5.295820884,6.065498452,6.833818182,8.763944099,16.53531447,22.09607772,23.94424311,24.3493903,29.33734956,41.36848678,50.73526368,72.28863353,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.221169456,0.244947949,0.262618835,0.278651466,0.296146151,0.31654986,0.37053162,0.394997508,0.389381273,0.382688356,0.374716441,0.366180679,0.35734018,0.674441742,0.658278739,0.952957772,1.022908153,1.431466443,1.522037437,2.577864274,4.967664812,9.040729817,11.06187506,15.31079432,22.08230565,..,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.40869598,0.419353601,0.476871332,0.545854926,0.579311899,0.657927231,0.707219587,0.770574769,0.829303617,0.815167983,0.897558063,0.911906586,1.361448169,1.726414832,2.121367443,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.379888268,9.013266419,11.02485996,11.64826515,12.9443312,13.54096141,15.45698925,16.02136182,16.56726309,17.11652403,17.65860039,18.18181818,18.68556701,19.07810499,19.77040816,20.39515615,21.30538117,22.30058708,23.891834,26.77088175,30.76757133,35.89766949,43.77092857,53.78415813,65.60436426,78.8467363,84.85405155,99.80561347,111.6526415,126.0017693,140.2083798,163.9433808,..
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.137312618,0.153955094,0.164529344,0.166126387,0.166676419,0.169857094,0.177425303,0.187044107,0.204435244,0.213141309,0.220468281,0.23105347,0.230283736,0.222455516,0.234798223,0.245013677,0.251333233,0.231868954,0.248565585,0.250921844,0.251704214,0.254956376,0.260354262,0.264955609,0.315344595,0.37949209,0.459480251,0.580717231,0.638555769,0.874027837,1.358169822,2.063076445,..
Faeroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.8291667,135.1055901,136.3457557,151.1552795,..
Fiji,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.808010486,2.958870305,3.098114781,3.223859984,3.441070003,3.775308915,3.773329123,3.866518347,3.883998308,4.130603962,4.208902911,4.64604492,4.735436177,4.960502408,5.440599085,5.863370004,6.246403893,6.716634128,7.212322537,7.982651166,8.721039253,9.500354404,9.831119215,10.75536926,13.18165139,17.64504834,21.44788556,23.06197687,25.91187724,30.03943443,38.34243508,..,..
Finland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.72001698,30.25814642,31.50453682,32.84241532,34.54354669,36.89196653,38.88079167,40.64387819,42.48817957,44.16243343,46.04887801,47.93208621,50.08838435,52.6794587,55.86519549,58.7157842,60.56515756,62.0402023,64.1986972,68.31528788,75.35485513,84.76103415,97.73804023,110.3722492,118.5519544,127.0707652,134.5752732,139.2605344,140.3169776,140.7000489,140.8665485,144.123958,..
France,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.47084385,15.95947759,18.92934425,22.5007494,26.03999552,29.50631032,32.74703776,35.75256975,38.26560444,40.1956176,41.74472358,43.1818446,44.65727485,46.39183666,48.05594302,50.00109633,51.73094643,53.34638895,54.76296122,56.50766894,58.26446304,60.9428532,67.88980896,77.58647214,94.36902611,107.0361,120.08522,121.9986362,125.7005856,129.2887038,134.3699177,139.6731128,..
French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.238546457,5.975991454,6.520274431,7.027653818,7.500647783,8.272612359,8.481164747,9.79700848,10.91610368,12.07669617,13.67627454,15.01854903,15.97583928,16.93080107,17.84574997,19.5408064,20.66561411,21.38405245,21.64144247,22.23492183,23.07966783,24.53938901,25.7752812,28.1320715,31.97092495,39.63553048,50.24257189,43.18221851,45.8044749,59.26080311,67.82758027,79.32589384,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.488997252,1.45589471,1.477955304,1.439379863,1.523935309,1.601318501,1.672069042,1.968474305,2.119682267,2.261040466,2.780222012,2.867298822,3.099553454,3.30265795,3.409142563,3.86115722,4.217426642,4.267816228,4.045795201,13.44641446,15.53407644,25.36444217,27.09203438,41.57200489,53.56889671,61.12235089,..
Gambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.257947684,0.271640864,0.279346592,0.286338321,0.304919366,0.32047269,0.331790747,0.321049245,0.310472228,0.315572183,0.314516839,0.363641212,0.478344973,0.580808081,0.615405876,0.640849146,1.003366229,1.36871328,1.553529495,1.710888637,1.780798875,2.030488515,2.371516457,2.37279976,2.580396817,2.810437778,6.298960518,9.364950109,12.55107243,13.87895507,18.02552706,27.49359453,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.482479414,4.95778597,5.22797174,5.395416055,5.856675826,6.30790335,6.65172897,6.988543448,7.317072231,7.635569537,7.944007608,8.238566415,8.523079945,8.907408135,9.324979371,9.89010989,10.28728652,10.74114863,10.91490653,10.25303697,11.01724469,11.50061066,13.23055722,14.26454849,16.85586262,14.90427772,18.65412581,24.79645677,30.2013564,33.73658202,38.99728373,50.91366284,..
Germany,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.31184941,18.14676252,20.14686692,22.16231446,24.22027041,26.09299771,27.60322885,28.81419544,29.93471749,31.37039797,32.68151046,33.72414059,34.75828237,35.73142276,36.83896155,40.48645903,42.60750744,45.13883459,47.77758638,50.65324599,56.00671223,60.56743823,65.15821667,73.66875084,87.29275037,119.7202287,131.7284685,136.7115916,144.2107559,152.5444988,162.3632523,168.1337398,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.302860897,0.313290255,0.315978026,0.324935256,0.327617412,0.330938229,0.316153579,0.306028198,0.295079119,0.292295829,0.283700698,0.276682269,0.276618276,0.274562897,0.284024702,0.283985401,0.290816886,0.292073953,0.297353096,0.306131198,0.38724796,0.494247743,0.678017445,0.910636748,1.171896904,1.700423104,2.369093872,3.137493501,5.036111571,9.105202697,14.18275829,24.18067576,..
Greece,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.64706533,19.70110178,20.46129552,21.47727466,22.58112694,23.5446023,24.68053243,25.88777324,27.56570529,29.57644503,31.37505537,33.03864914,34.65468453,36.04727508,37.54356789,38.86087983,40.83905458,43.36108004,45.78650869,48.60423576,51.11690803,54.72774302,59.09395008,69.98173512,87.42930258,106.1751958,123.941397,142.0522865,138.2189404,141.7193211,149.2331052,155.0418764,..
Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.421370968,10.97384306,12.13157895,14.45731707,16.80846774,19.04183267,19.80980392,20.81747573,21.22840691,22.33396584,23.16729323,24.85981308,27.22550832,28.75364964,29.94755877,29.86510791,30.21621622,30.79746835,32.59601449,35.02522523,38.80107527,45.14847943,53.28928571,60.36898396,69.76470588,75.01245552,76.24312334,79.9540636,..,..,..,..,..
Grenada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.315217391,..,..,..,..,3.35627081,3.370786517,3.361383952,3.498378615,4.006732044,4.337777778,5.513166749,7.659541917,9.772842505,12.93103448,16.39957265,17.31198832,19.61517998,21.19644288,21.99564142,24.08163265,24.91919192,27.61407035,28.86513487,31.2224429,35.16272189,38.15963832,39.70686274,71.63190395,71.88633659,69.75023474,68.32754222,..
Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.02159782,11.74304587,11.85423753,12.10170456,21.079805,23.48928424,25.11720076,26.06176394,26.78035949,27.56927664,27.55809281,22.40769048,23.14667007,24.94971074,27.10720739,29.15005153,32.28585242,34.23822715,47.94282075,47.16515679,50.9528193,51.34211579,51.4498724,58.1750786,63.79839996,65.46121323,71.44443387,..,..,..,..,..,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.766943128,0.829338041,0.988878756,1.111218552,1.148756878,1.183086462,1.232215965,1.338639957,1.404325813,1.512529616,1.615457801,1.6121349,1.596170288,1.624641155,1.824693838,2.138744287,2.231485678,2.320739362,2.450800248,2.614231725,3.162328238,3.726838787,4.71670689,5.865644179,8.649482924,13.6557725,16.53631477,20.5472696,24.63866613,34.69002461,45.30625913,65.49966489,..
Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.16141071,0.157240796,..,..,..,0.221141559,0.240710207,0.264778979,0.289574353,0.279743206,0.244183855,0.221202089,0.177364212,0.189832481,0.187296181,0.184142249,0.164961166,0.170502096,0.142902007,0.161199538,0.227680152,0.293381181,0.46622635,0.574728785,0.809777062,0.970979253,1.371464641,1.587714219,2.050320132,2.391516459,..,..
Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.227884764,0.3754858,0.451775325,0.56612747,0.616403276,0.60198963,0.587362103,0.572368147,0.577159666,0.585764592,0.589002302,0.593388224,0.595708929,0.600288935,0.618122931,0.646398283,0.60548226,0.62365344,0.457893405,0.811609896,0.701224327,0.769087583,0.787924309,3.317225907,6.587331059,..,..
Guyana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.934915967,2.06904106,..,..,..,..,2.130752066,2.165021906,2.2355596,2.310045,2.387932979,2.670159235,2.152293605,2.168700501,2.182036385,2.189920889,2.19089846,3.991054486,5.758798921,6.144746102,6.205698232,6.953756639,7.657450118,8.334204818,9.096203486,14.73726064,21.12252132,21.71239408,31.21515545,37.12408253,52.94372201,..,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.343620353,0.402886751,0.426323369,0.448519637,0.485333914,0.52053511,0.554218192,0.586482144,0.60590641,0.632947535,0.620442227,0.608306704,0.596628973,0.65024537,0.765739293,0.751620588,0.737937762,0.905908261,1.127392505,1.487255793,1.96728841,3.047009603,5.108522226,5.902110223,6.943629454,..,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.54738874,0.535085233,0.537967867,0.591440889,0.764729789,0.796626338,0.839641719,0.853001445,0.887700881,1.049605214,1.084882873,1.1499255,1.20859098,1.438337417,1.654591924,1.799942222,1.878183775,2.027914288,2.208724389,2.412170893,2.887029935,3.378493497,4.25789355,4.780800612,5.892566984,7.327518027,8.659858048,10.06842755,10.85890807,16.37183465,25.98467101,42.32026779,..
"Hong Kong, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.76060158,20.13455069,21.68296354,23.19031601,23.78501734,25.25855701,26.69419686,28.05508595,29.43668032,30.85222031,32.41703017,34.16214749,36.65958322,39.84428531,42.81293307,45.73424489,49.23640473,52.6354797,55.63292662,60.21312589,66.21443771,74.7898687,90.55488265,105.4993352,123.270143,140.6329932,144.0857611,151.7742146,164.9409483,176.441429,183.3376681,192.5902204,..
Hungary,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.823613749,4.882425158,4.91679985,4.993909866,5.243970836,5.764197442,5.949470435,6.133048397,6.347697078,6.642576107,6.983590076,7.310407834,7.750016712,8.218306253,8.808203603,9.624881,10.9569283,12.67607074,14.90017593,18.53460507,23.45057806,30.30009588,36.93786669,43.76489909,52.29710682,67.32496841,85.49219167,103.9050921,113.9981117,121.6094977,125.6670483,132.265327,..
Iceland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.63302752,33.59090909,33.69369369,34.6875,35.7079646,37.20921053,38.03766234,38.97435897,39.63586498,40.68828452,42.59626556,47.60082305,49.74756098,51.28811525,52.64305501,55.13422292,57.5379845,59.47223286,61.03335861,63.97556391,66.99925373,75.41185185,84.8375,101.4427007,128.8601802,146.3459075,156.0207018,155.7072917,163.0893127,164.5163767,167.768492,173.0526839,..
India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.238877415,0.257100169,0.268907572,0.284322216,0.300000504,0.312726601,0.326616489,0.343301246,0.363484805,0.386548103,0.413673974,0.446085078,0.475908499,0.511810836,0.551187878,0.597368381,0.670482153,0.769889706,0.892397109,1.069710177,1.293170847,1.567375941,1.935258917,2.320249738,2.842362355,3.544877811,4.36584486,5.189575317,7.111057754,9.115133106,12.81917479,18.63560305,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.156498654,0.161439034,0.173261274,0.193453886,0.218295543,0.253400134,0.282333742,0.308249997,0.320224002,0.335999026,0.37070647,0.410691666,0.452955878,0.48712144,0.500814151,0.608374478,0.727734058,0.915745949,1.024070137,1.336989788,1.816600259,2.429456984,2.976655708,3.304400925,4.077825803,5.009057281,6.573664332,9.182481665,12.36916032,18.53424687,27.05965052,35.2507056,..
Iran,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.062880202,2.374309758,2.345145255,2.327524626,2.256761712,2.339029752,2.528480098,2.512305994,2.570543549,2.65487394,2.799656051,3.032059004,3.294521652,3.621862074,3.811977816,4.042803309,4.443486398,5.336365132,6.302336131,7.462205697,8.661439427,9.82798843,11.08932082,12.52234101,14.08951056,16.34200226,19.98191113,22.97497618,28.02726569,30.28264707,37.93504606,50.84322711,..
Iraq,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.77397488,1.89247416,2.003461982,2.110912035,2.459629905,2.885544332,3.351265998,3.935167723,3.861399586,3.747650848,3.846148653,3.512773773,3.632560262,3.350680559,3.097461836,2.952093097,2.866425099,2.827156811,2.741395745,2.767308356,2.694444809,2.627754924,4.365920317,4.697764332,5.857566978,..,..,..
Ireland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3871577,11.05947955,11.79706601,12.43210622,12.94536817,14.20170538,15.56781876,16.65517241,17.50739155,18.96477756,19.86723164,21.2455521,22.54522131,24.0455717,26.48750534,28.75235324,30.63221488,32.59981404,34.54943451,37.19158708,40.67777824,46.14644472,57.23539178,69.46052951,90.91877497,112.8133705,124.920793,126.532377,136.5217609,144.4038885,152.0040393,159.0243445,..
Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.22937768,34.88496666,35.91848526,38.44485839,42.0693647,50.28086564,63.01298313,74.49352296,82.96767711,94.00816327,117.2523454,132.5302221,141.6439574,142.4782427,148.7169104,154.4470362,161.8536731,..
Italy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.42392814,18.2454503,19.26190689,20.4006767,21.61298342,23.06588227,24.53010513,25.99352716,27.58119829,29.20049313,30.75031718,32.26732631,33.78213137,35.53857741,37.64043619,39.87376364,41.6482774,43.12150239,44.64710048,47.11437224,50.60681384,55.71480828,65.79961964,81.66287858,99.78294688,121.8625216,137.9396884,142.3122815,144.7209557,152.482239,164.7395663,..,..
Jamaica,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.468951813,2.497894898,2.597845243,2.571735757,2.516229143,2.465353962,2.599269297,2.749556838,2.865628347,2.934383087,3.317814028,3.481548078,3.47626138,3.614793753,3.751357952,4.405230126,5.569852924,7.217327802,9.16422913,11.24539711,13.52419355,16.41093891,19.00520711,21.17694871,24.53931593,33.23081812,42.58034575,64.17387067,77.36633889,91.96184709,117.6626483,..,..
Japan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.92353046,30.54331344,31.47378868,32.38872739,33.32268922,34.19533832,34.24541259,35.05362814,35.97756983,36.66028096,37.56526492,38.5763005,39.78183896,41.2537757,43.00269502,44.84165068,46.51191324,47.78673337,48.95085999,52.0333296,58.99611524,72.31455857,82.47130406,86.79762677,93.88012317,101.47511,107.0751197,111.3349131,114.9986689,118.2536142,120.9465223,122.7754469,..
Jordan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.106820072,2.202159292,2.493959926,2.775469968,3.159824181,3.647581749,4.071833661,4.455217511,5.592776097,5.686005831,7.134891075,7.561329715,7.797513089,7.798769716,7.522510578,7.49335655,7.464085423,7.831852984,7.839022646,8.546500672,10.07754578,12.90520729,14.60720009,21.03072434,31.02444331,37.59642715,37.72046863,42.758431,69.58699067,89.51711933,..
Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.324842958,3.685546489,3.881081644,4.047273,4.209668658,4.4300261,4.628325492,4.933830842,5.259194704,5.501927069,5.762566175,6.041196887,6.393611996,6.936647939,7.541992061,8.156679716,8.663645482,9.066095089,12.09913842,12.34778773,12.44048103,12.36617715,11.84666219,11.97694947,12.11962345,13.6494362,16.97111927,20.92239343,23.87237432,33.28476878,53.51537098,70.27920673,..
Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.392242073,0.406548599,0.428887173,0.432428223,0.444574649,0.453861619,0.474138102,0.501324127,0.524230888,0.55970227,0.601620988,0.634413122,0.650141352,0.693694001,0.718453978,0.746565861,0.825413866,0.83349367,0.836506182,0.866584642,0.944901463,0.957748426,0.963502238,1.007491824,1.030231794,1.341072094,2.835495878,4.583613706,5.681311022,8.206016934,13.7468485,18.54311312,..
Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.852004829,..,..,0.770975475,0.825854494,0.943963792,1.029230769,1.203933946,1.340057912,1.441435286,1.5525453,1.658947951,1.722750843,1.823433231,2.280009982,2.451713641,2.53125,2.588235294,2.982014388,3.28372093,3.712669683,4.027563396,4.334818022,5.246879691,..,..,..,..,..
"Korea, Dem. Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.760794749,2.714360956,2.670813479,2.630425021,2.592402425,2.555777675,2.519290586,2.482225774,2.444526244,2.406827032,2.369962863,2.334970802,2.302547142,2.272709711,2.245279748,2.220431568,2.198328057,2.179011457,3.719465298,3.936086718,..,..,..,..,..
"Korea, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.998993793,3.544971966,4.221517632,5.083348211,6.108291149,7.093967055,8.427348088,10.37377308,12.05185918,..,..,18.27843094,20.7714997,24.60126504,27.917395,31.15643939,34.06372608,36.3359847,38.94552842,41.85740445,44.88833522,50.04269962,59.40875223,73.68625316,105.2442757,112.0644861,115.7687901,121.9728552,122.7174893,134.4569628,135.3257599,138.5081618,..
Kuwait,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.838133069,9.599812701,9.968576249,10.34243643,10.72602371,11.41818182,11.72714217,12.57005786,12.80720594,12.69887516,12.9603972,13.60396427,14.36871329,15.28452503,16.2762207,16.57134118,26.77248716,..,..,..,27.74117647,28.66441394,31.39540404,33.41332018,35.86345515,43.06242009,59.35534066,73.18844073,79.57313984,101.5222057,113.988069,..,..
Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.335495605,2.675909054,2.916655729,3.290651924,3.647586981,4.027009912,4.297487166,4.539220366,4.71712204,5.029606942,5.354129129,5.797448479,6.239149243,6.357303899,6.633917051,7.100429573,7.381001112,7.450483942,8.08716707,7.464735683,7.777947232,7.344277432,7.426455026,7.708567855,7.671956584,7.834557402,8.380196981,8.969278218,10.60705355,13.3483493,19.09273841,..,..
Laos,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.185758706,0.193042478,0.190772885,0.182189065,0.180041161,0.177270391,0.173823123,0.166778522,0.168562645,0.169866403,0.169717076,0.168720166,0.167309124,0.168529665,0.158384894,0.169516556,0.173014418,0.203480017,0.200860387,0.410045783,0.386611697,0.483777299,0.599097369,0.694980618,0.920314621,1.025216454,1.545841044,2.166991027,3.317431555,5.009230235,12.59739297,..,..
Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.10509297,11.17265344,12.99900852,13.99899251,15.42111507,16.1163522,18.36654943,18.64801865,18.91891892,19.57773512,20.22128958,20.86494689,21.49321267,21.88905547,22.35469449,23.21488748,24.15634861,24.8287614,26.99520495,26.51051805,28.60862823,30.81894821,33.35567347,37.74929461,42.08665272,47.89059865,58.43946588,69.22185629,80.56462692,94.5682884,113.1361008,124.2000437,..
Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.33073859,11.51968256,11.72777915,11.96741956,12.25184916,12.57213023,12.88256412,13.1239875,13.25007405,13.24714556,13.14595077,13.00298449,12.89250575,16.29452526,18.45118824,25.76494726,29.10571845,32.15344332,34.96556329,36.45266768,37.57720552,38.17346507,38.19638421,40.59841825,44.01046926,..
Lesotho,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.166785571,0.165830005,0.167765019,0.210160745,0.244245582,0.265958678,0.335968216,0.356250402,0.370384616,0.375624362,0.49976024,0.594593335,0.67328727,0.737200979,0.775020852,0.771735628,0.755799957,0.691175247,0.875817354,0.927313429,1.033106799,0.982999812,1.336923822,1.691437588,1.810313615,2.322980161,4.102562492,8.622035586,8.259991425,11.87507726,15.03157008,..,..
Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.361680471,0.348739134,0.337113012,0.341723609,0.379527267,0.367102802,0.366759882,0.394326144,0.404939447,0.438991013,0.156686229,0.217227387,0.219343889,0.217354869,0.2099427,0.197209097,0.257259889,0.240893574,0.227109668,0.267007133,0.276638217,..,..,..,..,..,..
Libya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.777023659,2.951504779,3.140876192,3.355264649,3.607978698,3.899529993,4.238874668,4.76741794,5.05252898,5.041514581,5.22790929,5.183430205,5.169585005,5.57325698,6.58031963,7.707576182,8.150558711,10.1305023,11.0725946,12.06585826,13.01421978,14.18836109,15.43294605,17.83434526,19.36225049,73.03895925,..
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.6715543,132.0203193,136.7280576,139.9856734,..
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.761477892,8.525443076,9.275767511,9.990322581,10.73419659,11.54362731,12.24340227,12.94503905,13.67558106,14.49937393,15.34781382,16.57247835,17.48874447,18.63278599,19.89173666,21.11857761,21.97648488,22.50159459,23.34216671,24.66208311,26.31530837,28.94868239,34.06977654,38.83254571,42.04426508,48.91108876,62.32369828,74.41329254,86.6785481,112.6794853,150.969657,162.3382531,..
Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.68099861,30.75644223,32.3472491,33.67375104,34.93810179,36.08111811,36.92560175,37.97756498,38.87691466,40.16220644,41.27587146,42.59918809,43.59887006,44.92392178,46.88241525,48.31736057,49.8318264,52.82165605,55.23813112,58.38063398,62.58998779,70.53687884,76.61992883,90.36826067,106.6585648,126.0625571,151.4721274,162.6863585,174.242754,196.5599528,211.1735832,207.9454427,..
"Macao, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.948985261,6.328245584,9.465588372,12.41965406,14.878883,16.66776501,18.81002112,22.24287244,25.63133145,29.17623669,33.58496261,37.55697906,41.15496914,45.95198647,49.37205745,52.5123469,59.64220316,68.17024055,72.07337727,82.87678579,99.51983381,116.7707949,129.6701887,149.4740958,170.2521705,..
"Macedonia, FYR",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.56564079,12.08710849,12.58101077,13.03802213,13.46229856,13.86379778,14.26000101,14.96321521,15.0825405,16.1468423,16.67938786,17.2585959,17.87635976,18.66388298,21.18477247,23.54848082,25.96596394,31.0095637,37.7884738,45.7749628,64.20506139,74.99343697,88.2407783,93.69183294,..
Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.185948981,0.180998447,..,0.209957382,0.210834044,0.207146312,0.202831038,0.19920452,0.208315306,0.21291495,0.218441482,0.226331271,0.224418137,0.237354846,0.262131465,0.293054497,0.286750651,0.26487758,0.250980968,0.275139023,0.290201594,0.319375103,0.393058056,0.546976779,0.729543391,1.235734445,1.297763535,1.946424449,2.164854506,3.095970698,6.136522712,..
Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.164897869,0.174915439,0.190102613,0.20203242,0.218359626,0.234199499,0.241747914,0.251181945,0.254277588,0.262100307,0.273327021,0.276899513,0.275839172,0.272952374,0.285366544,0.282016285,0.29534232,0.314501239,0.332237232,0.332646542,0.344056493,0.379652171,0.412487373,0.437527705,0.567543245,0.821138933,0.923743078,1.298115181,1.750594417,2.444069331,4.022571749,..,..
Malaysia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.378714187,1.548673819,1.773326754,2.064218122,2.419689474,2.874571846,3.46418899,4.046511483,4.715504532,5.568142265,..,6.531859089,6.918860402,7.454725454,8.10961162,9.237874931,10.46847453,12.00872765,14.04976533,17.10974361,21.06207201,25.04907796,28.71994637,29.63921104,32.61558497,41.91911312,50.87125688,56.56993797,63.47228934,75.64976136,93.20804967,91.16208634,..
Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.333193912,0.372318788,0.569644006,0.520918118,..,0.946160983,1.014416651,1.100702712,1.180186357,1.237506468,1.476871143,1.735800893,2.075314138,2.440144686,2.893376301,3.43205379,3.721557788,4.232251711,4.903257814,5.595700643,6.032006565,7.44384357,8.189297134,9.354134375,11.74824253,16.62954072,25.03779625,33.73573985,49.81279208,79.36687471,98.28034047,..
Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0655,0.06772796,0.0698,0.0687,0.0705,0.0811,0.086787813,0.0919,0.1,0.106519053,0.106609965,0.105614535,0.119635663,0.12020018,0.129245121,0.145638626,0.158440772,0.159014987,0.166672439,0.178689594,0.196478227,0.250624834,0.293515487,0.33327535,0.412965885,0.496001431,0.93621446,1.029931579,2.798430818,4.216117501,8.135119097,13.33070585,..
