,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Malta,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.703658537,10.12805497,11.28602618,12.07560259,12.89675495,14.05,15.83411322,18.13934557,21.57189736,22.79283277,24.6119186,28.06417266,31.44900285,32.95819209,34.18571429,35.62472222,38.84073623,41.99517602,43.98378281,45.56065903,48.01798942,50.81789474,53.44229765,55.60493506,60.64561856,81.70179487,113.7814249,122.2699836,125.0032614,127.7338649,130.3831475,135.246798,..
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.029411765,..,..,..,..,..,..,1.082251082,1.485492366,1.768502467,4.691686018,6.51178211,6.762745098,7.340534825,7.606796272,8.02840409,8.489673179,8.417024637,8.530091426,8.671415652,8.574377728,..,..,..,..
Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.10108032,0.113588233,0.159614848,0.180187389,0.204281924,0.216667565,0.2170399,0.22146613,0.228122309,0.225923258,0.230491864,0.233654955,0.238978171,0.244293552,0.239386487,0.302271819,0.319628826,0.329211122,0.356018029,0.389241128,0.415592189,0.445857618,0.554136997,0.620535899,0.662917954,1.335423623,5.121259933,10.24539674,13.89163771,19.47827101,26.54698365,35.9764085,..
Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.730269058,1.709859558,1.824872973,2.129672187,2.360263488,2.445859213,2.54204473,2.95048134,3.154963834,3.502261868,3.896555118,4.082054885,4.58528603,4.792568377,5.014200395,5.463954588,6.236500712,7.616466235,10.11513218,12.1427673,14.24731638,18.05156279,23.10073118,26.35379746,30.56479932,38.83187165,48.27053683,55.80600167,66.29045699,73.0957705,81.58580755,90.13117179,..
Mayotte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.782617303,3.040646877,3.325182415,3.603107558,3.878939727,3.995459523,4.254575638,4.402377438,4.580851308,4.735397511,4.908808057,5.062775188,5.247426589,5.478251735,5.945591354,6.51049672,7.295044082,8.181500284,9.103673085,10.11970942,10.41147951,10.63840121,11.70548554,13.9382737,19.31885791,26.95787926,35.89275576,40.90239377,45.95859211,55.38903301,64.65567644,73.76346208,..
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.239925604,1.321845296,1.482449894,1.518132299,1.620696933,1.92771608,2.224442295,2.534681841,2.712310731,2.960454877,5.918801977,6.815733268,7.351583267,7.63404776,7.795541962,8.467232017,9.201675576,9.007890191,9.387108793,9.458319818,15.66041036,22.65318622,24.11728361,..,..
Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.55066516,4.05049074,4.511509548,4.876380162,5.247569954,5.638133894,5.924087265,6.24754029,6.505552652,6.83474355,7.317418395,7.774749036,8.389566654,9.099365532,9.771292684,10.52905012,11.26232317,11.58503739,11.87913562,12.40194915,12.93537564,13.66977306,14.61875977,15.61521561,13.64625393,17.43630406,21.13285184,26.22295654,31.85524623,42.04592413,52.08606066,61.99854985,..
Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.431446604,2.480300899,2.5233111,2.566788895,2.611546847,2.658464551,2.706727014,2.754724013,3.150854701,3.197148278,3.180082484,3.003532615,3.080712956,3.417362637,3.670780637,3.830660493,4.769943452,5.800807993,11.3469558,13.18742194,14.04936622,18.43615377,22.85286287,27.92685983,..,..
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.644337974,0.702003426,0.756497731,0.808029404,0.814490312,0.861730092,0.893459939,0.941474828,0.967831466,1.011520395,1.104006247,1.130614507,1.170741759,1.234259581,1.414994588,1.67128538,2.023624569,2.618910796,3.263180897,3.926688208,4.378760591,4.656643017,5.03992722,5.453365151,6.552350825,13.23346116,20.68145718,25.10245551,29.06149718,35.67668302,45.56312803,56.63213739,..
Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.293031982,0.272440397,0.251625326,0.254295423,0.258554631,0.271903361,0.284744523,0.286720533,0.283918864,0.284784257,0.287689117,0.29788838,0.300795948,0.30601006,0.308687099,0.350271141,0.38131283,0.391955105,0.373289731,0.37293829,0.375211774,0.372432325,0.40351586,0.474144731,0.50896486,0.751772708,1.297630819,1.769077523,2.617732111,3.873246644,7.664261963,11.47409986,..
Myanmar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0851,0.084799042,0.0849,0.0852,0.0865,..,..,0.112413412,0.119434203,0.119129925,0.129142613,0.158329643,0.171832183,0.171746946,0.169652887,0.174574277,0.21079763,0.23943007,0.281102524,0.327246256,0.372348743,0.425252054,0.501278168,0.530290831,0.573917542,0.62059314,0.685978147,0.834542886,0.910525108,1.087601376,1.318878587,..,..
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.689898423,2.736867688,2.785148304,2.833336831,2.879301728,2.92094022,3.255439544,3.670100464,4.055429229,4.03123474,3.979290006,3.899726171,3.801407977,3.757441651,3.727095517,3.739122153,3.872015864,4.012886199,4.263755048,4.332190027,4.948922872,5.409958718,6.417328454,6.973889285,7.506911108,10.22507553,11.70914231,13.97420405,17.83329964,20.76554093,31.38521655,..,..
Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.052407412,0.0556,0.0607,0.0628,0.0688,0.0752,0.0825,0.0901,0.101593014,0.111894617,0.121690354,0.149436856,0.170774632,0.208545137,0.24364246,0.299882297,0.331209281,0.342853866,0.352699239,0.357866537,0.386277868,0.507053077,0.614886383,0.893573323,1.082975525,1.134823731,1.263491367,1.371275591,1.743519481,2.013724169,2.627759059,5.924367982,..
Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.40728816,26.2240453,28.38337182,30.69789126,32.8023935,34.57314488,35.82017267,36.96639419,38.0176794,..,40.21391112,41.47886357,42.67439482,44.03116531,45.43066873,46.9435527,48.37425348,49.81552247,51.37738194,53.18203802,56.03492885,60.88161371,67.77087204,80.82558288,103.5018032,129.6291443,126.8720201,124.627753,129.7112703,139.1805187,143.5920061,..,..
Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.65222623,19.0944459,20.11310665,20.5206379,21.49862874,21.88183807,23.93182882,23.68659267,25.50226813,25.91156538,25.98891187,25.57962338,25.30514233,..,..,24.65534969,..,..,38.33776395,41.39918125,45.92734787,47.64115978,49.06271448,51.09167695,59.92237578,..,..,..,..,..,..,..,..
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.691729323,6.828033409,7.728890738,8.142391863,8.598841419,9.258741259,9.868055556,10.74740484,11.49931224,11.95756095,12.21568627,13.18961039,13.98078639,15.00089308,16.22594397,16.89404762,18.28166876,19.86942452,21.32576747,22.23549526,23.08290155,24.17969543,26.12405483,30.3897561,36.03314394,47.346797,54.58744581,59.59918983,66.027739,73.78544213,80.84929576,..,..
New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.97278912,33.91179685,34.31737179,34.99352772,35.46928273,36.50668166,37.30607313,37.6548667,38.04106528,38.72851082,39.58496103,40.51772963,41.52496218,42.26865672,43.34608593,44.17343387,44.78555692,46.27233344,48.6198981,52.40739206,56.73218272,59.46945338,61.95060031,68.12581913,84.18033428,87.43325211,105.9399562,106.7240724,109.1825586,118.1039755,127.21643,..,..
Nicaragua,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.783271181,0.878592453,0.953632989,0.987995862,0.926561536,0.946587088,0.98512226,1.044056537,1.118584748,1.154149705,1.167411756,1.161206878,1.183139089,1.147633226,1.140286142,1.118785738,1.13918719,1.249067169,1.507273345,1.916986632,2.165764577,2.44652576,2.68540548,3.227189766,3.868073374,4.987618948,6.216309484,7.779249525,12.61367774,17.67102733,24.53525732,37.56227898,..
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0688,0.0745,0.093,0.0956,0.0998,0.101486562,0.106697052,0.113979517,0.117720408,0.121197885,0.121346579,0.120090644,0.119352017,0.118496177,0.120256604,0.118543096,0.122107448,0.122682071,0.121358186,0.138938011,0.14798798,0.159497835,0.165337001,0.188046892,0.196457723,0.198193969,0.206432164,0.669468934,0.851766166,1.534725141,2.622150316,..,..
Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.223467961,0.201766747,0.236463633,0.242695292,0.249981219,0.256773437,0.263062378,0.264478122,0.27256149,0.306169266,0.30249347,0.320603913,0.341043515,0.359959893,0.383517815,0.380782527,0.363891651,0.387518769,0.40999609,0.46754974,0.781265041,1.758792254,2.998682327,7.372933283,14.01443615,23.50068066,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.80758672,23.7431694,24.84541182,25.97684159,27.35575743,29.26636519,31.69080488,34.91059538,38.17244133,40.9771256,43.84134361,46.73717918,49.40790542,51.51831789,52.94298557,54.91260167,57.08205646,59.52323628,62.76064471,68.77456994,78.56204128,85.49292399,101.0822415,102.5947653,114.573991,125.250501,131.4171505,134.5729176,137.9426055,146.0202964,148.886077,152.265917,..
Oman,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.403601332,0.690356911,0.95704025,1.040663807,0.991473488,1.455735485,1.380137391,1.48735198,1.537067273,1.602462439,2.70871198,3.159565202,3.508171917,4.837679741,5.260246123,5.827949895,6.29553898,6.816745488,7.49857141,7.796984969,8.195435096,9.544098945,11.11536337,13.65472472,14.40928649,15.97741888,22.80904108,28.2568688,33.75772195,42.32251896,63.75888398,82.32688286,..
Pakistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.292821646,0.309664272,0.319993818,0.333408864,0.355924554,0.366250196,0.384189621,0.386236172,0.427943795,0.477969704,0.480698055,0.5336613,0.584203219,0.620325176,0.752554174,0.78290857,1.015451742,1.106945473,1.326361009,1.553294235,1.771856049,1.949467264,2.09614072,2.171342585,2.329263298,2.43333792,2.82403794,3.694907504,4.346454263,6.26401347,11.55472999,24.9975209,..
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.32994924,71.525,69.79104478,77.58415842,..
Panama,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.956192126,6.328695091,6.499575758,6.860262819,7.147031598,7.195481772,7.382122753,7.72584507,7.952347319,8.497772807,8.531138231,8.510980572,8.960358504,9.321914051,9.662605876,10.19834437,10.98070255,11.38213879,12.19318785,13.81915827,17.78827038,24.03275592,28.45934911,28.50728521,29.80078914,34.42710985,52.59674984,66.91328057,..,..
Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6105856,0.607653913,0.614876468,0.677098121,0.729481416,0.794681865,0.779477719,0.750279363,0.79865027,0.790425603,0.824997972,0.797119648,0.795095015,0.78959396,0.76970763,0.730745638,0.799118858,0.838182543,0.880571004,0.872838489,0.926996085,1.014704648,1.165991381,1.224164557,1.274741364,1.363910296,1.30992485,1.361615583,1.386428745,1.883182912,2.285446916,..,..
Paraguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.127432987,1.166518222,1.247277074,1.37433603,1.51944943,1.589999332,1.706010038,1.842992111,1.989120892,2.080086827,2.137417187,2.167741173,2.22773256,2.378108701,2.523579716,2.665522571,2.769558421,2.902937109,3.181580119,3.38681804,3.807124475,4.261511246,6.022973144,9.600936299,13.43808296,20.64466664,26.36927685,34.85338104,36.12776425,35.46029632,37.42031865,59.24040891,..
Peru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.57639892,1.630034005,1.669371511,1.701181561,1.699664337,1.747881506,1.810807285,1.821389271,1.94021673,2.014187753,2.114499704,2.229753815,2.223581322,2.344722838,2.489099396,2.601550387,2.457885465,2.807365516,3.077364065,3.514893016,4.957665685,6.749177473,8.400920417,9.200970162,10.66783508,11.65498437,12.94171213,15.05855241,17.90258212,22.78453488,28.72406539,39.26276807,..
Philippines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.67588948,0.703794659,0.819834204,0.81316767,0.830196407,0.873402801,0.897997727,0.951214399,0.9471094,0.952396487,0.939356579,0.961965952,0.957844388,0.977275233,0.988710221,0.996361479,1.089102498,1.117424667,1.466503423,1.910054754,2.775308246,3.918363647,4.780196356,5.780755532,7.69417508,12.4857157,19.88114855,23.51736155,31.84528011,43.89317889,45.10816933,53.90690753,..
Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.073834578,4.563180257,4.81583953,5.027135104,5.252857589,5.461240092,5.634783578,5.820493002,6.062311668,6.364029907,6.68615703,7.008519329,7.366211767,7.798866938,8.2301188,8.638781913,9.322394913,10.27074107,11.5226579,13.08916655,15.03979776,17.47706769,21.53221216,27.77722993,36.55568317,46.0099314,55.95843507,67.37293628,77.740266,93.36691181,107.4339095,126.4642717,..
Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.556032113,8.771801176,9.140740349,9.461016949,9.725690922,10.13178374,10.73297127,11.59567169,12.54614496,13.26194814,13.98823341,15.08984387,16.5730038,18.55183587,22.0567777,24.10837712,27.24448918,30.62767239,33.70381993,36.48637728,39.73008876,44.6100547,54.60834572,70.99943726,87.49072145,107.4336216,120.1114144,125.1842646,137.0704725,139.0253221,148.642953,155.4131151,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.112892452,9.074021412,9.933014959,10.87102124,11.91254788,12.88833437,13.92730171,14.45610445,15.14283188,16.37053919,17.57477051,..,20.33839596,22.23105252,23.52197436,28.34481199,29.88583285,32.14387193,32.83393861,35.72742971,40.2967663,42.70716128,43.48443304,48.96878196,55.6571005,58.32802222,62.96054637,79.7100274,79.23860995,97.4015348,112.2556079,..,..
Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.185880621,7.89148382,8.986047978,9.04895937,10.34889902,13.33670383,16.40466976,..,..,..,..,..,..,..,..,20.51267789,20.91628005,22.25258796,22.75374549,24.76417434,26.85188003,30.13089491,33.54122677,37.98183313,40.52611165,45.57132179,53.19689667,64.51426026,77.18934016,89.13046607,115.8208007,139.7883633,..
Romania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.033890327,4.588268209,5.231323299,5.948295585,6.712626996,7.287960002,7.605243144,7.785390159,7.98119984,8.397790055,8.638063806,9.127261973,9.464786399,9.786609699,10.09796994,10.19446719,10.54680181,11.29523015,11.44539662,12.35498218,13.12563379,14.12125354,15.95725814,18.85081989,22.68902556,28.50869313,35.97106452,42.77287931,52.30175339,67.34835219,82.00130348,100.062852,..
Russia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.396423249,4.809588911,5.657602656,6.128696576,6.665362574,6.977915258,7.881893084,8.400616377,8.957562752,9.53448457,10.14889683,10.80790095,11.50725114,12.25682126,13.06517015,13.95894586,15.0021477,15.37074027,15.81278481,16.26375795,16.94832626,17.6916806,19.50750217,20.41753858,22.08998079,24.15070094,28.11155668,36.55118321,49.9553336,78.01359484,111.8407265,..,..
Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0522,0.0505,0.0531,0.0555,0.0557,0.063498306,0.0623,0.073,0.0819,0.0831,0.0842,0.0845,0.0966,0.114927122,0.126217306,0.142328408,0.16031351,0.178061217,0.180118341,0.174154467,0.122253894,0.174712995,0.182624564,0.225574134,0.308775311,0.691864284,1.014014976,1.226910399,1.753648736,1.770197259,2.617093539,3.494437642,..
Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.232912304,2.278035884,2.305815138,2.332790081,2.357769168,2.380257195,2.400277927,2.480844115,2.496364669,2.541374822,2.564276132,3.969247492,4.299903101,4.441483455,4.636096169,4.85241621,5.359780422,5.726540445,6.218642274,6.209325257,6.801846615,8.040228896,13.11915727,17.74918222,23.66123637,..,..
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.1392857,134.748227,134.2307692,..
Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.60883542,0.592073322,0.689354075,0.668598172,..,..,0.825053504,1.240583948,1.552484974,1.732107283,1.804491006,1.886578985,1.951421856,2.017327401,1.936449256,1.89464075,1.871129933,1.951961887,1.936153983,1.959082258,1.953335678,1.991759823,3.238902991,3.176657668,3.287715016,3.292633322,3.81530047,5.751657409,7.986532169,9.855580277,12.49164603,16.77152766,..
Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.624582781,8.892662511,9.347189833,9.315838502,9.384909705,9.376240281,10.46864327,11.36124299,14.03419478,17.54040004,21.00901855,27.27665435,39.02390376,48.70189076,57.12948474,77.89345851,99.72453475,..
Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.281965758,0.283083052,0.28192778,0.280548651,0.302984874,0.306617268,0.312910592,0.312524328,0.310145132,0.319659725,0.326127663,0.354152176,0.379463967,0.388693562,0.471578361,0.5613892,0.596702152,0.695675353,0.744232672,0.818905002,0.906867542,1.037584449,1.286559421,1.703842203,2.521118276,4.4141742,5.080382767,7.144239686,9.046104435,11.9090878,16.96397895,27.04660741,..
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.29162044,23.46663268,24.48876644,24.97113125,25.46616511,26.06456252,27.1943199,29.66093493,33.81950634,38.27943633,49.35621644,59.19545094,69.9111777,83.50048813,99.35538004,..,..,..
Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.483221477,2.816947812,3.660369535,3.938941621,4.481583052,5.434782609,5.374071753,6.135600542,6.798565917,8.358518102,8.743323442,9.900230194,9.948451571,10.4883962,10.96810665,12.39857143,13.21320308,14.0502694,15.00314772,16.3815537,17.47715925,21.92574951,25.98455748,30.36298607,44.70961323,57.41578435,71.34060737,78.82915173,85.04830918,91.68121212,96.75512666,107.5874704,..
Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.353877383,0.348882363,0.358985023,0.370936578,0.419163287,0.354290743,0.409765666,0.332786581,0.322896089,0.320148254,0.324915065,0.328756283,0.334641043,0.350242435,0.381506362,0.401356409,0.412000235,0.41225905,0.406363616,0.415870039,0.683851571,1.055395508,1.848016297,..,..,..,..,..
Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.29695095,11.65560401,14.6191828,17.64643161,20.13435403,22.22874896,23.2766285,24.29217983,25.87019769,..,..,..,..,33.3642305,34.94943705,36.28716771,37.73356512,39.90122884,42.99293798,45.84264405,49.21569017,54.31367314,66.74259747,73.14626197,88.59979286,116.5222573,119.359594,125.4837165,130.5869425,137.9727721,143.4658437,148.1322063,..
Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.082269533,8.412318238,8.747285392,9.075005056,9.303153244,9.428886704,9.487002453,9.615869587,9.824677731,10.121508,10.38591896,10.76859141,11.30862105,11.9250597,12.62818577,13.45536627,14.3690706,15.49833223,16.82550802,18.88382922,21.08257471,23.7286587,29.5733809,37.18743374,42.99170639,54.59008146,68.85394785,80.42438328,92.44926747,102.6591892,106.5048821,112.4336227,..
Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.51859923,..,..,..,..,21.11020469,22.94249888,24.93078233,27.16732764,29.84086681,32.2661809,35.39437469,40.46690863,44.6287703,69.95588013,100.6033183,114.0543173,124.1234203,127.8482817,133.1827301,128.7476631,132.4015348,..
Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.61050558,0.668055173,0.759800476,0.821876483,0.885862252,0.964706046,1.079057848,1.229863042,1.490752551,1.503139547,1.548886446,1.597738585,1.752779595,1.860634805,2.027913026,2.18260397,2.188068684,2.281354717,2.127936143,1.958637954,1.735385655,1.624076749,2.161601521,2.837946823,..,..
Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.120168422,0.119806554,0.121197926,0.12286733,0.123675015,0.230971953,0.228389204,0.225281681,0.223264819,0.223326514,0.225824576,0.230190073,0.235270683,0.239157591,0.240289809,0.238091912,0.233177524,0.347338631,0.351047071,1.488290344,1.650103523,1.801423124,3.885725477,7.543223614,7.320291421,..,..
South Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.674862504,4.863841281,5.076422394,5.304432049,5.597459686,5.91818973,6.330319821,6.684491196,6.970181474,7.057641481,7.339280079,7.884739268,8.103065242,8.497336637,8.942487406,9.4338125,9.578598162,9.459160859,9.697045267,10.74976116,11.59810838,13.02901706,15.83603337,20.07751955,24.88343646,30.22896136,35.06049819,40.98960116,47.33705848,55.42691867,82.50577257,..,..
Spain,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.22821343,14.24158945,15.61580554,16.81711893,18.05001617,19.33558016,20.28086166,21.13088053,..,..,..,25.40824009,26.52388821,28.38712621,30.50696967,32.59166752,34.34293081,35.76467035,37.02718337,38.42055022,40.7249397,46.63448009,51.01293504,57.21404745,78.85572524,102.7465775,115.8796821,123.8606814,130.8883667,132.4780373,139.8632891,146.2710845,..
Sri Lanka,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.314838136,0.317489247,0.320076029,0.322103186,0.360675696,0.367557304,0.439793471,0.463154778,0.476746449,0.517656861,0.553538287,0.57087493,0.594472607,0.623658052,0.626942051,0.719268966,0.73917878,0.792769425,0.97733764,1.17324912,1.409715483,1.778348604,2.458717079,3.716474912,4.861460904,6.186337104,7.980231689,9.546540748,12.11455877,16.45461412,23.41757677,36.69200443,..
Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.922140684,5.381515068,6.900907645,10.140271,12.41246526,16.67819948,19.26788439,23.11005354,..,..,..,..,..,39.01149988,42.67550319,46.86768004,49.12210128,52.1835343,53.34952614,61.014772,..,74.49215809,..,..,..
Saint Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.32103321,3.369763206,3.504043127,3.726708075,4.031551271,4.155844156,4.258943782,4.148241206,4.128819158,5.417412531,6.060897436,6.479873717,6.927626459,8.372699387,9.471255673,12.67710664,..,..,..,17.8962639,21.7111189,23.92392324,25.78541553,27.81996946,30.42556098,32.94956281,33.35063094,41.11906393,..,..,..,..,..
Saint Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.316454637,3.447169284,3.565318061,3.600880441,3.567050501,3.53578614,3.676477853,3.73476133,3.797764188,3.809017542,5.194593558,5.699358822,6.584578916,7.450385092,8.323955355,11.99535475,..,14.12506758,14.82691929,15.42268629,16.33149817,17.28172263,18.25442699,18.99065062,21.71719361,23.51637358,28.79888819,31.82993319,71.36456592,76.81570375,78.16631273,92.06993287,..
Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.252148658,0.249705267,0.243770624,0.238877407,0.232951281,0.230916087,0.225879495,0.2298281,0.238801915,0.2453543,0.250007308,0.245792479,0.24253959,0.23822152,0.23687677,0.239076867,0.239248381,0.234668932,0.228618336,0.222707562,0.254306011,0.33442568,0.374766307,0.536677699,0.811064388,1.228761232,1.620054117,2.482192637,4.131316344,5.747525656,6.498526941,14.10869031,..
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.879036041,3.049916018,3.448141162,3.734685683,4.034026454,4.267604606,4.500040343,4.540243126,5.692297325,6.844593968,7.211242474,7.701758091,7.898297225,8.093355349,8.489020896,9.114769092,10.00402323,10.67621071,11.77965213,12.60362713,13.42548623,14.12381577,15.61122282,17.12599161,20.43093061,26.66006787,37.34623302,42.17572184,55.60501468,65.51195674,69.36203223,88.18884493,..
Swaziland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.696680498,0.713562102,0.700879994,0.735416132,0.840262454,0.922123894,1.036002591,1.15432986,1.198854263,1.236297443,1.259484067,1.388810425,1.399968966,1.631315958,1.674960176,1.766233766,1.806290475,1.850799191,1.932067321,2.084939431,2.347777778,2.432980546,2.612445715,3.402124927,4.444570864,6.206507177,8.309329908,9.470891466,11.86757496,16.92267211,20.78178603,25.83409298,..
Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.3731234,52.97981027,54.47164324,55.5219913,56.40221847,58.00240674,59.07947115,59.97760961,60.65400312,62.19869258,63.65864671,65.53882915,67.31158471,69.2745377,71.41175085,73.72239748,75.72121522,75.96908168,76.6694194,83.6835332,90.82776582,96.39262694,106.4813502,118.5973474,124.3705828,136.6929755,144.4232067,151.6528463,160.0759268,158.6945009,161.3689656,165.1929809,..
Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.56362217,39.75732745,41.07792003,42.24396402,43.37899543,44.92799494,46.03399433,47.09748083,48.21712105,49.43186898,50.64955178,51.99095941,53.55361345,55.77002588,58.02980292,60.60411204,62.57658824,63.99857455,65.19920726,65.62426365,69.97822752,73.98519932,80.87442156,92.58178622,113.7746359,137.4435774,147.4350916,152.7019482,156.8676768,156.0095203,161.1345282,166.2964545,..
Syria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.698329229,1.757047073,1.871787978,2.023912829,2.207926572,2.67322295,3.274809095,3.462560931,3.64168886,3.987624561,4.068314772,4.063438219,4.024487886,3.996642486,3.962543992,3.901919044,3.833972769,3.807946234,4.09038525,4.821143581,6.560124372,8.005337604,8.55554362,9.400446283,9.965525916,10.3280259,11.90011528,14.35448139,20.11117144,27.217086,30.97901908,40.79853838,..
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.033705472,2.258648577,2.471644742,2.672688412,2.860997401,3.035903352,3.444317442,3.588261791,3.719809964,3.837633778,3.941501979,4.030932955,4.10847525,4.299915953,4.448259203,4.525610429,4.752248229,4.840010575,4.727059361,4.711929079,4.551406072,4.213926536,3.805192727,3.684559293,3.495597392,3.558753798,3.658055299,3.969728132,4.581840851,6.314770269,8.323393453,..,..
