GDP per capita,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Niger,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,469.5155341,471.7171366,473.9290627,476.1513607,478.3840793,480.6272673,482.8809738,485.1452481,487.4201399,489.7056988,492.0019749,494.3090185,496.6268801,498.9556103,501.2952601,503.6458808,506.0075237,508.3802407,510.7640835,513.1591044,515.5653557,517.9828902,520.4117608,522.8520205,525.3037229,527.7669215,530.2416703,532.7280234,535.2260353,537.7357605,540.2572542,542.7905713,545.3357674,547.8928981,550.4620195,553.0431878,555.6364594,558.241891,560.8595398,563.489463,566.1317182,568.7863631,571.4534559,574.133055,576.8252189,579.5300067,582.2474775,584.9776907,587.7207062,590.4765839,593.2453842,596.0271677,598.8219952,601.6299279,604.4510273,607.2853551,610.1329733,612.9939443,615.8683306,618.7561952,621.6576012,624.5726123,627.501292,630.4437047,633.3999146,636.3699864,639.3539852,642.3519762,645.3640251,648.3901978,651.4305605,654.4851798,657.5541224,660.6374556,663.7352468,666.8475639,669.9744749,673.1160483,676.2723528,679.4434576,682.6294319,685.8303456,689.0462687,692.2772715,695.5234248,698.7847996,702.0614674,705.3534997,708.6609687,711.9839467,715.3225064,718.676721,722.0466639,725.4324086,730.2339298,735.0672315,739.9325241,744.8300192,749.7599301,754.7224712,759.7178587,764.7463098,769.8080434,774.9032798,780.0322408,785.1951496,790.3922308,795.6237107,800.8898169,806.1907786,811.5268265,816.8981929,822.3051115,827.7478176,833.2265482,838.7415415,844.2930378,849.8812785,855.5065068,861.1689677,866.8689075,872.6065743,878.3822177,884.1960893,890.0484419,895.9395303,901.8696109,907.8389417,913.8477826,919.8963951,925.9850423,944.9101678,963.5058005,981.7287892,1000.402967,1019.44256,1037.927122,1056.63924,1075.496873,1094.420067,1141.862432,1165.306801,1261.818429,1357.710436,1332.791697,1403.02678,1356.256912,1333.420999,1315.388311,1248.642666,1259.017799,1301.275452,1206.734508,979.1417205,1040.591757,988.780389,972.3664651,1022.966425,1132.613033,1184.18049,1210.889236,1194.672587,1150.474185,1100.643065,891.0833109,883.3976692,899.9743666,845.1612797,869.3071715,847.5570023,810.1244729,808.0504526,734.9889553,724.7010077,732.563266,730.308752,733.857641,733.8792107,788.3064903,761.76887,729.9406878,759.5761239,760.1449609,771.5796176,743.3551163,775.2264653,792.0124685,769.2240545,814.1842501,779.0039969,836.1533592,828.4599159,892.4172422,896.3267293
Nigeria,896.0875513,897.5810306,899.0745098,900.5679891,902.0614683,903.5549476,905.0484268,906.5419061,908.0353854,909.5288646,911.0223439,912.5158231,914.0093024,915.5027816,916.9962609,918.4897401,919.9832194,921.4766986,922.9701779,924.4636571,925.9571364,930.9889303,936.0207242,941.0525181,946.084312,951.1161059,956.1478998,961.1796937,966.2114875,971.2432814,976.2750753,981.3068692,986.3386631,991.370457,996.4022509,1001.434045,1006.465839,1011.497633,1016.529427,1021.56122,1026.593014,1031.624808,1036.656602,1041.688396,1046.72019,1051.751984,1056.783778,1061.815572,1066.847365,1071.879159,1076.910953,1081.942747,1086.974541,1092.006335,1097.038129,1102.069923,1107.101717,1112.133511,1117.165304,1122.197098,1127.228892,1132.260686,1137.29248,1142.324274,1147.356068,1152.387862,1157.419656,1162.45145,1167.483243,1172.515037,1177.546831,1182.578625,1187.610419,1192.642213,1197.674007,1202.705801,1207.737595,1212.769388,1217.801182,1222.832976,1227.86477,1232.896564,1237.928358,1242.960152,1247.991946,1253.02374,1258.055534,1263.087327,1268.119121,1273.150915,1278.182709,1283.214503,1288.246297,1293.278091,1298.309885,1303.341679,1308.373473,1313.405266,1318.43706,1323.468854,1328.500648,1333.532442,1338.564236,1343.59603,1348.627824,1353.659618,1358.691411,1363.723205,1368.754999,1373.786793,1378.818587,1383.850381,1388.882175,1393.913969,1429.602896,1465.291823,1500.98075,1536.669678,1572.358605,1608.047532,1643.736459,1679.425387,1715.114314,1750.803241,1786.492168,1822.181096,1857.870023,1893.55895,1929.247877,1964.936804,2000.625732,2036.314659,2072.003586,2107.692513,2143.381441,2179.070368,2214.759295,2250.448222,2286.13715,2321.826077,2357.515004,2393.203931,2428.892858,2464.581786,2500.270713,2535.95964,2571.648567,2607.337495,2643.026422,2678.715349,2714.404276,2818.078919,2941.50969,2947.757484,3102.209097,3063.682823,2930.446574,2927.188576,3036.406172,3092.453495,3734.868474,3476.85076,3505.223658,3699.805698,3709.641595,3433.750733,3164.996696,2591.072589,2534.073729,2897.736253,3373.051384,3762.238567,3795.381724,3900.977176,4223.881508,3893.848355,4123.983698,4242.140254,3877.442761,4018.027478,4069.560209,3441.432995,3318.823091,3073.546241,2937.43282,3102.680962,2759.411063,2399.869178,2514.991291,2610.028155,2870.254645,2783.078523,2728.066878,2719.089501,2679.450747,2609.00413,2675.960578,2687.694466,2697.16265,2647.108682,2722.426609,2860.717574,3387.780508,3643.671746,3927.163868,4080.469901,4220.44861,4382.216456,4542.187442,4736.985845,4981.465625,5217.147289,5411.795363,5596.927061
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,1261.60782,1263.433873,1265.262568,1267.09391,1268.927902,1270.764549,1272.603855,1274.445823,1276.290457,1278.13776,1279.987738,1281.840393,1283.69573,1285.553752,1287.414463,1289.277868,1291.14397,1293.012772,1294.88428,1296.758496,1298.635426,1306.459807,1314.331331,1322.250282,1330.216945,1338.231608,1346.294559,1354.406091,1362.566495,1370.776067,1379.035101,1270.573601,1290.070494,1433.945574,1500.460056,1470.393578,1430.724648,1434.328651,1440.273552,1442.331482,1573.992602,1604.676435,1615.248598,1580.229958,1611.242086,1682.525928,1714.02892,1648.94231,1559.962468,1601.331462,1640.898515,1744.0151,1727.720532,1808.940095,1860.273254,1955.352146,1917.748348,1813.028798,1880.909476,1920.862147,1988.746005,1934.776907,2103.565221,2110.427789,2190.318221,2283.700402,2307.256431,2356.228931,2346.994386,2435.015384,2425.375267,2458.485463,2608.655432,2657.111573,2737.889374,2792.564477,2836.179767,2827.66969,2697.39425,2690.616646,2757.610266,2783.101262,2787.578647,2783.879644,2824.197957,2833.645567,2834.262025,2858.223881,2986.751138,3096.982528,3166.667984,3177.885529,3223.965167,3296.383724,3292.107655,3296.612942,3350.070423,3484.979734,3468.753712,3533.66009,3543.235479,3598.12021,3628.157548,3591.649507,3591.208004,3606.509078,3746.980617,3900.33712,4002.798023,4061.657917,4206.516484,4347.807209,4528.725332,4735.938718,4793.859031,4962.208451,5114.938801,4604.922946,4382.304538,5093.583167,5372.199857,4800.463827,5272.641708,5389.300001,5365.968347,5669.319949,5731.941396,5934.268375,6185.219918,6758.647649,7250.730645,6656.392591,6956.236853,7104.191072,7328.156728,7668.285086,8159.088684,8494.546819,8651.143442,9030.473769,8227.524309,8395.047216,8033.131902,7828.125505,7365.436493,8186.475488,8934.737837,10043.84173,10641.47853,10834.42852,11275.21501,11797.65002,12119.58128,12500.38729,13027.08245,13210.9915,13811.26148,14124.49026,14026.67234,14522.7223,15247.27978,16105.38255,16457.71917,16990.72523,17735.99574,18568.64686,19150.90102,20211.71344,20526.28296,21314.9256,21631.55319,22634.95783,23651.55859,24569.94304,25490.15304,26725.97247,28214.22763,29350.03915,30315.61503,31626.62371,33148.5866,33417.42876,33427.97804,34576.33396,36585.12342,38446.19636,39770.26486,40475.07212,40317.2806,40612.42958,41383.06636,42762.45885,44003.60087,45020.05849,47206.62501,49103.14098,51519.53547,53995.39799,54923.67202,55787.36995,57336.0664,58283.07445,59002.60619,59450.55915,61602.6479,63148.11944,64039.19474,65044.5987,64171.88875,62571.55775,61879.63404,61896.35682,62803.6369,62555.82357
Oman,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,963.6268331,967.8998292,972.1728254,976.4458215,980.7188176,984.9918138,989.2648099,993.5378061,997.8108022,1002.083798,1006.356795,1010.629791,1014.902787,1019.175783,1023.448779,1027.721775,1031.994771,1036.267768,1040.540764,1044.81376,1049.086756,1053.359752,1057.632748,1061.905744,1066.178741,1070.451737,1074.724733,1078.997729,1083.270725,1087.543721,1091.816717,1096.089714,1100.36271,1104.635706,1108.908702,1113.181698,1117.454694,1121.72769,1126.000687,1130.273683,1134.546679,1138.819675,1143.092671,1147.365667,1151.638663,1155.91166,1160.184656,1164.457652,1168.730648,1173.003644,1177.27664,1188.3494,1199.422159,1210.494918,1221.567678,1232.640437,1243.713197,1254.785956,1265.858716,1276.931475,1288.004234,1299.076994,1310.149753,1321.222513,1332.295272,1343.368031,1354.440791,1365.51355,1376.58631,1387.659069,1398.731828,1409.804588,1420.877347,1431.950107,1443.022866,1454.095626,1465.168385,1476.241144,1487.313904,1498.386663,1509.459423,1520.532182,1531.604941,1542.677701,1553.75046,1564.82322,1575.895979,1586.968738,1598.041498,1609.114257,1620.187017,1631.259776,1642.332536,1653.405295,1684.902145,1716.398995,1747.895846,1779.392696,1810.889546,1842.386396,1873.883247,1905.380097,1936.876947,1968.373797,1999.870647,2031.367498,2062.864348,2094.361198,2125.858048,2157.354899,2188.851749,2220.348599,2251.845449,2283.342299,2314.83915,2346.336,2377.83285,2409.3297,2440.826551,2472.323401,2503.820251,2535.317101,2566.813951,2598.310802,2629.807652,2661.304502,2692.801352,2724.298203,2755.795053,2787.291903,2818.788753,2938.520776,3064.522759,3196.452038,3329.102155,3466.600205,3613.669673,3759.344662,3918.954387,4072.541452,4228.48378,4176.180874,4902.34738,4987.985512,4865.259492,4764.786954,4884.510425,7913.355473,13994.76366,17111.40174,17184.01828,16811.34751,17798.20664,14833.03368,16021.01412,19303.80399,20796.92396,19860.47352,18483.23045,18294.4561,18420.73973,20461.28641,21715.12622,24185.51046,27034.25953,29608.39559,29143.30229,30365.16425,30176.34686,30344.74364,29309.79529,29854.21739,31039.74829,31654.09422,31862.44698,32750.34263,33416.03337,35404.12764,36449.89178,36385.094,37996.22377,39990.98846,39785.20331,38556.45777,38655.82376,39270.19439,40901.74143,43430.8963,48540.78592,47790.36717,47953.99911,46430.40878,47249.0172,48111.19964
Pakistan,1074.891118,1074.611527,1074.332008,1074.052562,1073.773189,1073.493889,1073.214661,1072.935506,1072.656424,1072.377414,1072.098477,1071.819612,1071.54082,1071.2621,1070.983453,1070.704878,1070.426376,1070.147946,1069.869589,1069.591304,1069.313091,1069.306578,1069.300066,1069.293553,1069.287041,1069.280528,1069.274016,1069.267503,1069.260991,1069.254478,1069.247966,1069.241454,1069.234941,1069.228429,1069.221917,1069.215405,1069.208893,1069.202381,1069.195869,1069.189357,1069.182845,1069.176333,1069.169821,1069.163309,1069.156797,1069.150286,1069.143774,1069.137262,1069.130751,1069.124239,1069.117727,1069.130978,1069.144229,1069.15748,1069.170731,1069.183983,1069.197234,1069.210486,1069.223738,1069.23699,1069.250242,1069.263495,1069.276747,1069.29,1069.303253,1069.316506,1069.329759,1069.343012,1069.356266,1069.36952,1069.382774,1071.837531,1074.297923,1076.763963,1079.235663,1081.713037,1084.196099,1086.68486,1089.179333,1091.679533,1094.185473,1096.697164,1099.214621,1101.737857,1104.266885,1136.778098,1098.751849,1146.721429,1155.108671,1121.659868,1171.702608,1062.0918,1145.378236,1172.346608,1188.268298,1157.037484,1069.867923,1263.177051,1263.566558,1163.147693,1201.863751,1219.191754,1312.888425,1323.442556,1321.594134,1289.731853,1318.515512,1231.172616,1241.280327,1403.37157,1397.253612,1385.46342,1381.396089,1348.962881,1421.254498,1385.438493,1424.48708,1397.393222,1217.595969,1384.52021,1273.685698,1362.813636,1406.128271,1346.475567,1398.22789,1400.619158,1429.979161,1416.058084,1415.993141,1459.734405,1455.479831,1426.387093,1422.365318,1403.773136,1397.285108,1364.833103,1398.098587,1356.172769,1340.659491,1351.212714,1376.58864,1385.361784,1362.939372,1400.436676,1369.649466,1331.87563,1247.205661,1238.760969,1237.481296,1252.281284,1193.419816,1127.57937,1105.364868,1182.724083,1181.177066,1179.459341,1184.804705,1206.256693,1192.695636,1175.280417,1201.568261,1241.719215,1297.093994,1342.465811,1406.08252,1430.248564,1506.206687,1521.632087,1585.161825,1643.353967,1766.025097,1727.611743,1695.25344,1770.025155,1785.430925,1814.51143,1866.687351,1898.666955,2003.292255,2018.31111,2154.064978,2240.849687,2330.591998,2417.825129,2452.77981,2597.36164,2681.200702,2752.422613,2843.104043,2896.25165,2948.292349,3027.840973,3183.757096,3175.663396,3215.479303,3291.171845,3360.427092,3308.924216,3309.264157,3347.226572,3368.838533,3340.383147,3378.937279,3475.778086,3664.767556,3868.631716,4018.889816,4216.775161,4296.102346,4182.739165,4221.865826,4261.273574,4357.510574,4424.351285
Palau,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,883.0072624,885.8747775,888.7516048,891.6377744,894.5333167,897.4382621,900.3526411,903.2764844,906.2098228,909.1526869,912.1051079,915.0671166,918.0387444,921.0200223,924.0109817,927.0116541,930.022071,933.0422641,936.0722651,939.1121058,942.1618182,945.2214344,948.2909865,951.3705069,954.4600277,957.5595817,960.6692012,963.7889191,966.918768,970.058781,973.208991,976.3694311,979.5401345,982.7211347,985.9124649,989.1141588,992.32625,995.5487723,998.7817596,1002.025246,1005.279265,1008.543851,1011.819039,1015.104864,1018.401358,1021.708558,1025.026497,1028.355212,1031.694736,1035.045105,1038.406355,1041.778519,1045.161635,1048.555737,1051.960862,1055.377044,1058.80432,1062.242726,1065.692298,1069.153072,1072.625085,1076.108373,1079.602973,1083.108922,1086.626256,1090.155012,1093.695227,1097.246939,1100.810186,1104.385003,1107.97143,1111.569503,1115.179261,1118.800742,1122.433982,1126.079022,1129.735899,1133.404651,1137.085317,1140.777936,1144.482547,1148.199188,1151.927899,1155.668718,1159.421686,1163.186841,1166.964223,1170.753872,1174.555828,1178.37013,1182.196819,1186.035935,1189.887519,1193.75161,1260.920192,1331.868136,1406.808094,1485.964683,1569.575159,1657.89013,1751.174302,1849.707275,1953.784384,2063.717578,2179.836362,2302.488777,2432.042452,2568.885697,2713.428674,2866.104621,3027.371155,3197.711641,3377.636641,3567.685445,3768.427687,3980.465052,4204.433081,4441.003075,4690.884104,4954.82514,5233.617293,5528.096188,5839.144468,6167.69444,6514.730867,6881.293923,7268.482308,7677.456546,8109.442454,8565.734827,9047.701312,9556.786508,10094.5163,10662.50242,11262.44731,11896.14918,12565.50742,13272.5283,14019.33099,14808.15388,15641.36131,16521.45065,17451.0598,18432.97509,19470.1396,20565.66204,21722.82603,22945.09992,24236.14726,25599.8377,27040.25864,26066.71289,28696.61005,34256.11697,49069.27473,51294.91356,37393.28187,35636.74375,35993.0867,32518.59563,17466.4636,15417.54665,15614.37178,15067.07205,15038.32775,13339.58809,13011.522,12638.73823,15043.77481,15378.84906,16108.05815,15130.01506,13799.3646,11774.41458,12285.77492,13249.26065,14226.84612,14159.23123,14074.05678,13015.51837,12813.73032,12796.72415,12220.90002,11972.6264,12485.76755,13104.2696,13426.57535,13635.62286,13425.85756,13735.08383,13923.55883,14079.95887,15139.82361,15172.26388
Panama,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,891.6844578,901.654477,911.7359721,921.9301895,932.2383895,942.6618466,953.2018495,963.8597013,974.6367197,985.5342371,996.5536007,1007.696173,1018.963332,1030.35647,1041.876996,1053.526334,1065.305924,1077.217224,1089.261705,1101.440856,1113.756184,1126.209211,1138.801477,1151.534538,1164.409969,1177.429361,1190.594324,1203.906487,1217.367494,1230.97901,1244.742718,1258.660319,1272.733535,1286.964105,1301.353788,1315.904364,1330.617631,1345.495409,1360.539537,1375.751875,1391.134304,1406.688725,1422.417063,1438.32126,1454.403284,1470.665122,1487.108786,1503.736308,1520.549745,1537.551174,1554.742698,1572.126443,1589.704556,1607.479213,1625.45261,1643.626969,1662.004538,1680.587589,1699.378418,1718.37935,1737.592733,1757.020943,1776.666382,1796.531479,1816.61869,1836.930497,1857.469414,1878.237978,1899.238757,1920.474349,1941.947378,1963.660499,1985.616397,2007.817787,2030.267412,2052.968049,2075.922504,2099.133616,2122.604253,2146.337318,2170.335745,2194.602501,2219.140586,2243.953034,2269.042913,2294.413325,2320.067405,2346.008327,2372.239297,2398.763558,2425.58439,2452.705108,2480.129066,2507.859655,2535.900302,2564.254474,2592.925677,2621.917457,2651.233396,2680.87712,2710.852294,2741.162623,2771.811855,2802.80378,2834.142229,2865.831076,2897.87424,2930.275681,2963.039407,2996.169468,3029.669959,3063.545022,3097.798847,3132.435667,3167.459765,3202.875471,3238.687164,3274.899272,3311.516271,3348.542688,3385.983102,3423.842141,3462.124486,3500.83487,3539.978079,3579.558952,3651.245387,3728.218327,3430.133771,3441.478732,3246.50791,3136.985021,3220.989374,3337.173843,3376.638151,3482.275445,3571.829651,3846.155814,3797.230238,3933.95939,4051.532584,4361.028151,4592.504857,4883.165756,4947.882568,5227.856962,5455.091185,5741.064419,5983.696577,6267.726244,6462.224749,6797.437959,6965.944265,7202.003462,7170.71306,7114.09646,7060.528932,6949.922925,7496.867405,7655.268459,8627.06066,8801.579747,9102.576711,8981.870216,8761.491422,8987.666695,9094.927053,9135.271964,7560.257805,7383.604833,7576.209334,8098.523842,8595.012926,8882.75408,8989.163769,8986.848792,9027.25858,9237.74747,9422.021564,9551.286251,9617.295419,9501.879693,9552.446602,9805.230579,10370.63997,10906.83126,11635.9069,12814.65986,13861.66765,14141.64524,14926.83276,16253.68273,17689.93233,18768.07482
Papua New Guinea,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,574.9957294,576.8629949,578.7363242,580.615737,582.5012532,584.3928924,586.2906747,588.1946198,590.104748,592.0210791,593.9436334,595.8724312,597.8074925,599.7488379,601.6964877,603.6504624,605.6107824,607.5774685,609.5505414,611.5300216,613.5159301,615.5082877,617.5071154,619.5124342,621.5242651,623.5426293,625.5675481,627.5990426,629.6371343,631.6818446,633.733195,635.791207,637.8559023,639.9273026,642.0054296,644.0903053,646.1819514,648.2803901,650.3856433,652.4977331,654.6166819,656.7425119,658.8752453,661.0149047,663.1615125,665.3150913,667.4756637,669.6432524,671.8178803,673.9995702,676.1883449,678.3842276,680.5872413,682.7974091,685.0147543,687.2393003,689.4710703,691.7100878,693.9563765,696.2099598,698.4708615,700.7391054,703.0147152,705.297715,707.5881287,709.8859803,712.1912942,714.5040943,716.8244052,719.1522511,721.4876566,723.8306462,726.1812445,728.5394762,730.9053662,733.2789392,735.6602203,738.0492345,740.4460068,742.8505626,745.2629269,747.6831253,750.1111832,752.547126,754.9909794,757.4427691,759.9025209,762.3702605,764.846014,767.3298073,769.8216666,772.3216181,774.8296881,777.3459028,782.0662222,786.8152051,791.5930254,796.3998584,801.2358802,806.101268,810.9962001,815.9208561,820.8754162,825.8600622,830.8749768,835.9203437,840.9963478,846.1031752,851.2410131,856.4100498,861.6104747,866.8424784,872.1062527,877.4019904,882.7298858,888.090134,893.4829316,898.9084762,904.3669665,909.8586028,915.3835862,920.9421192,926.5344057,932.1606505,937.8210598,943.5158412,949.2452032,955.009356,960.8085108,966.6428801,972.5126777,986.6396227,1000.971779,1015.512127,1030.263692,1045.229542,1060.412789,1075.816591,1091.444153,1107.298724,1123.383603,1171.765825,1223.635785,1249.331573,1329.837414,1436.789018,1488.791045,1516.491199,1548.288978,1639.366937,1776.382382,1845.145655,1904.206008,1981.605924,1987.004999,1925.716141,1820.325722,1796.773699,1909.122879,1901.594604,1815.103386,1766.311877,1727.92145,1737.662772,1686.747047,1709.319996,1744.299832,1747.642665,1753.483112,1685.164382,1592.999249,1700.597172,1886.571381,2172.524273,2241.72725,2110.461929,2213.307687,2070.169669,1939.193495,1923.339342,1827.112171,1778.962682,1732.444386,1727.623156,1733.665785,1752.211151,1751.113026,1833.466558,1910.44456,1982.077569,2080.111392,2253.901773,2377.74799,2426.0657
Paraguay,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,879.0209657,889.9526813,901.0203463,912.2256514,923.5703084,935.0560503,946.6846316,958.4578287,970.3774402,982.4452868,994.663212,1007.033082,1019.556787,1032.23624,1045.073377,1058.070161,1071.228575,1084.55063,1098.038362,1111.693831,1125.519122,1139.516347,1153.687646,1168.035182,1182.561148,1197.267762,1212.157271,1227.23195,1242.4941,1257.946055,1273.590174,1289.428847,1305.464493,1321.699563,1338.136535,1354.777922,1371.626266,1388.684139,1405.954148,1423.438931,1441.141159,1459.063536,1477.2088,1495.579723,1514.179111,1533.009806,1552.074683,1571.376656,1590.918673,1610.703719,1630.734817,1651.015026,1671.547445,1692.33521,1713.381497,1734.68952,1756.262535,1778.103837,1800.216763,1822.60469,1845.271039,1868.219273,1891.452896,1914.975457,1938.790552,1962.901816,1987.312934,2012.027634,2037.049692,2062.382931,2088.031219,2113.998476,2140.288669,2166.905812,2193.853972,2221.137266,2248.759862,2276.725979,2305.039889,2333.705918,2362.728445,2392.111903,2421.86078,2451.979621,2482.473028,2513.345658,2544.602227,2576.247511,2608.286343,2640.723618,2673.56429,2706.813377,2740.475957,2774.557173,2809.062232,2843.996403,2879.365025,2915.173499,2951.427296,2988.131953,3025.293079,3062.916349,3101.007512,3139.572385,3178.61686,3218.146902,3258.168548,3298.687914,3339.711188,3381.244637,3423.294607,3465.867519,3508.969879,3552.60827,3596.789359,3641.519894,3686.806708,3732.656721,3779.076935,3826.074442,3539.980272,3515.881902,3635.63266,3627.838725,3620.734539,3414.704307,3666.08153,3114.342798,3079.15887,3515.017015,3200.401771,3176.688676,3041.909268,3047.524081,3020.228957,3076.520283,3125.849117,3188.131549,3283.420463,3193.279099,3141.789567,3207.797812,3346.859889,3351.451588,3408.102489,3511.877813,3458.347756,3582.678348,3613.046437,3655.302344,3780.97728,3841.484135,3931.634979,4117.058852,4331.103402,4484.424488,4675.85182,5061.318877,5493.315237,5967.371915,6673.519447,7065.508738,6635.211724,6255.85969,6269.771453,6333.162827,6144.615991,6230.683207,6445.690616,6628.83607,6639.266164,6613.977572,6538.464815,6610.463122,6620.289159,6727.980069,6629.323093,6617.911508,6415.375111,6276.842404,6087.998143,6053.478397,5895.375942,5965.038235,6054.712156,6076.624122,6243.857417,6453.309624,6729.101354,6335.534987,7024.555566,7185.754527,6974.192732,7744.638775
