Suicide 30-44 all age adj,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
United States,12.84388,11.81505,11.17129,11.18166,11.26231,11.10785,11.14187,11.62178,12.51742,12.49609,13.01402,13.25569,14.13376,14.81127,14.64118,15.45268,14.88434,15.26594,14.94343,15.36933,16.0136,15.78057,15.98947,15.8033,16.3602,16.84554,16.10218,16.65472,15.66153,15.37698,15.21915,15.78163,15.39944,15.42206,15.15363,14.68863,15.38795,15.11959,14.98039,14.65568,15.31146,14.97316,14.99268,15.07704,15.20473,15.36871,15.09037,14.94298,14.75711,14.18988,13.59795,14.09737,14.24465,14.33048,14.26974,14.19368,,,
Uruguay,,,,,,11.55913,17.10682,13.4947,13.98121,11.13354,14.60646,,,10.0004,9.159897,10.2062,9.007513,11.33626,8.924365,11.75848,10.88637,9.623838,9.898512,11.55042,12.91705,10.47192,12.31483,13.35249,12.32285,,8.3995,9.529219,11.88536,12.37628,12.66009,11.43311,7.902007,8.884553,8.82316,12.77874,10.87763,,,13.22348,13.58871,11.81428,14.33225,16.35299,16.75629,14.12268,17.98079,13.95563,,,15.67544,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82218,15.20129,,,17.03907,14.15004,12.70093,12.01972,13.95882,13.91861,12.55666,11.9655,11.34792,11.18482,11.39434,13.72194,11.25965,12.00012,12.34915,12.83572,12.90911,9.60184,8.806207,8.123889,7.564808,,,
Venezuela,,,,,,8.574852,7.632721,7.312461,8.940339,8.602638,9.088094,8.686643,8.45712,9.264874,9.087502,10.83369,10.80378,10.1643,10.28932,9.365123,9.349998,9.897882,9.518006,8.840055,6.440002,6.845351,6.304315,7.012701,6.894883,5.225254,7.037058,5.745901,6.015378,7.804475,,7.083073,7.080747,5.808021,6.657237,6.352534,7.448948,,6.618886,6.093569,7.47596,,5.904029,6.479412,6.774583,7.181343,7.37227,7.397936,6.222531,5.443271,5.089762,4.651779,,4.341614,
Czechoslovakia,,,,21.49649,22.84626,21.85911,21.90473,22.39084,20.4784,23.54168,24.13894,22.47919,22.9774,23.91423,22.94204,24.36646,26.51998,27.48807,28.20988,25.63861,29.49385,28.28141,28.46667,25.03747,25.24757,25.74918,23.8514,24.90145,24.22861,24.01993,22.39319,23.85207,22.3461,21.91575,22.34314,23.24167,22.66036,22.38672,22.59782,22.85577,21.12297,20.96697,,,,,,,,,,,,,,,,,
East Germany,,,,,,,,,,,,,,,,,,,,,,,,34.38396,33.59045,,,,,,,,,,,,,,,23.43144,22.02601,,,,,,,,,,,,,,,,,,
West Germany,,,17.32203,17.71301,20.02149,18.74157,18.11636,18.09343,19.61187,18.52256,18.65879,19.55397,18.03032,19.3762,20.88408,20.82363,22.22387,24.1531,22.87215,24.00649,23.91793,23.52637,22.80144,23.36927,23.90449,24.30926,25.22068,25.78097,25.21514,23.41955,21.58879,23.25341,23.0738,22.8334,21.2786,21.10156,18.94668,18.49236,16.73745,15.19251,15.21344,,,,,,,,,,,,,,,,,,
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.99099,43.73315,46.29671,37.25229,25.97716,25.90233,26.31186,29.49247,29.97889,,,,,,,,,,,,,,,,,,
Yugoslavia,,,,,,,,,,,,,,,,,,,13.4722,15.6737,,,,,,,,,14.09054,13.52077,14.70613,15.57452,15.30386,16.48968,14.34503,15.64159,15.70007,16.2157,15.34139,15.77705,14.69023,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66984,13.23975,12.81316,12.40889,15.84944,15.24685,,,,,,
