Male 15-19 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,10.04761905,9.172738963,8.445297505,8.663028649,10.21084337,10.32206969,10.36712076,10.63353025,10.93390041,10.86359475,9.822718319,10.60968661,11.06790308,11.21363916,10.87653452,10.60137698,10.33713594,10.00583771,9.628351044,9.237573504,8.847260888
Malawi,10.30259366,10.43992121,10.61320755,10.72175732,9.931034483,10.10617381,10.16949153,10.46084252,9.817007535,11.31284916,10.54967566,10.35603486,11.34179162,11.82304435,11.5830492,11.23344228,11.11623616,11.01229764,10.69345842,10.18302635,9.645190906
Malaysia,9.122695486,10.14573991,8.866876057,9.68879668,10.62819576,10.76523995,11.28752887,10.81971367,9.866056844,9.700850616,10.10391146,9.834932821,9.584980237,8.957772378,8.666666667,8.206330598,7.854492297,7.434924078,6.935534757,6.469804163,6.34800965
Maldives,9.302325581,8.510638298,7.692307692,8.620689655,10.9375,10.81081081,9.87654321,9.574468085,10,11.02362205,12.94964029,13.42281879,12.65822785,9.411764706,7.222222222,7.368421053,7.425742574,7.729468599,6.944444444,6.334841629,5.803571429
Mali,10.25171625,10.30534351,10.33411033,9.853623706,9.544112824,10.33443808,10.53655824,10.87289433,10.93786363,10.85714286,11.48518661,11.64383562,11.42857143,11.05717368,11.14990969,11.49761595,11.44880496,11.06119148,10.56628694,10.02747253,9.6737508
Malta,9.090909091,9.210526316,9.271523179,11.76470588,11.03448276,8.843537415,8.805031447,7.100591716,7.90960452,8.064516129,7.8125,7.5,6.930693069,5.714285714,5.164319249,4.694835681,4.672897196,4.672897196,4.739336493,4.807692308,4.368932039
Martinique,9.523809524,10.08403361,10.07194245,10.06711409,10.625,12.5,13.37579618,12.19512195,10.91954023,7.865168539,7.777777778,8.152173913,7.894736842,7.216494845,7.179487179,6.153846154,6.12244898,6.091370558,6.18556701,5.759162304,5.376344086
Mauritania,10.65830721,10.35422343,10.04672897,9.83935743,10.10452962,10.85972851,10.9947644,11.03526735,11.12224449,11.30587204,11.19573496,10.98610192,10.72684642,10.6124604,10.60240964,10.52397869,10.2183766,9.619084263,9.117221418,8.77914952,8.546168959
Mauritius,10.52631579,10.21126761,10.3343465,10.61007958,11.65048544,12.04545455,11.71548117,11.85770751,10.62618596,9.397163121,8.724832215,7.903225806,8.709175739,7.878787879,7.24852071,6.550218341,6.666666667,6.762589928,6.618705036,6.358381503,6.222865412
Mayotte,12.5,9.090909091,7.692307692,11.76470588,10.52631579,8.333333333,10.34482759,11.11111111,10.86956522,11.29032258,10.66666667,11.49425287,12,11.60714286,10.4,9.420289855,8.724832215,8.641975309,8.823529412,7.692307692,7.407407407
Mexico,10.08988112,9.666168411,9.974587039,9.893929136,10.79881086,10.87230514,10.96708418,11.24784053,12.09160601,11.23006432,10.3076049,9.597106245,9.517864356,8.895926806,8.298219383,7.758976475,7.163370011,6.542976506,6.251084436,6.138604475,5.942426757
"Micronesia, Fed. Sts.",12.5,10.52631579,9.090909091,7.407407407,12.5,12.5,10.52631579,11.11111111,12,12.72727273,13.20754717,12.72727273,12.96296296,12.06896552,11.47540984,9.836065574,9.230769231,9.230769231,9.230769231,9.090909091,7.462686567
Moldova,9.972552608,10.01628664,7.478632479,6.794871795,9.93456276,11.13573407,9.973614776,8.345827086,8.221153846,8.915662651,9.44359367,10.58230683,8.608490566,5.91102986,5.115408609,6.525911708,6.914893617,6.744666208,6.008583691,5.391432792,5.299539171
Mongolia,10.2425876,10.28708134,10.33755274,10.33210332,10.4,10.52631579,10.67146283,10.74035454,11.21157324,11.11111111,11.47679325,12.58907363,10.40419162,8.439716312,7.282535401,7.692307692,7.70194114,7.541385653,7.185990338,6.551518761,6.021251476
Montenegro,10.9947644,11.65048544,8.407079646,10.16260163,11.41732283,10.74074074,10.21126761,9.090909091,8.620689655,8.626198083,8.333333333,8.441558442,7.213114754,7.096774194,6.752411576,6.109324759,6.41025641,6.07028754,6.109324759,6.168831169,5.863192182
Morocco,10.39946441,10.47957371,10.51092379,9.175551885,9.840980188,11.60827841,10.55481762,10.91268061,11.04106046,11.12189296,11.67847373,11.02152329,10.1094615,9.008259552,8.248702325,8.34593777,8.312460864,7.985775972,7.443526719,6.914607291,6.592875441
Mozambique,10.22222222,10.21726365,10.20353508,10.07246377,10.10603765,10.28109357,10.34540859,10.52793597,11.47490347,10.8321283,10.98312044,10.80786026,10.87032813,11.2499018,11.96478023,11.60535333,11.08543666,10.63282831,10.28798209,9.991419582,9.62247191
Myanmar,10.16929226,8.554666667,8.107331097,8.649299286,10.68912711,10.58043566,10.43273867,10.54081798,11.09843789,10.88372523,10.95217391,10.01350895,9.177548869,8.303416329,8.153238021,8.009406064,7.787849433,7.350207833,6.886366653,6.548788474,6.358437845
Namibia,9.958506224,9.398496241,9.764309764,10.08902077,10.18276762,10.0896861,10.34482759,10.91234347,11.43270622,11.36363636,11.21076233,11.52679474,11.63003663,10.72026801,10.16166282,9.978617249,9.593604264,9.382871537,9.074519231,8.615738082,8.259423503
Nepal,10.83605792,10.84570691,10.70791196,9.704870541,10.1309329,10.28296383,10.34706035,10.43518412,10.66611757,10.88441654,11.04002625,11.17103805,11.47983273,11.42059553,10.47717248,9.335249348,8.957605985,8.881237619,8.616117578,8.126401104,7.62856548
Netherlands,8.214285714,7.76844071,8.170048985,9.880971792,8.743085433,8.80105789,9.141392567,8.790288824,7.44047619,6.191909936,6.020576654,6.270913372,6.344593776,6.223967631,6.218467676,5.750057964,5.531914894,5.603300103,5.802086917,5.881675875,5.847007164
Netherlands Antilles,9.259259259,8.333333333,9.090909091,10.95890411,11.39240506,12.19512195,12.04819277,10.22727273,8.602150538,7.692307692,7.142857143,6.741573034,7.446808511,6.315789474,6.12244898,6.12244898,5.208333333,5.208333333,5.263157895,4.347826087,4.597701149
New Caledonia,8.823529412,8.333333333,9.756097561,8.695652174,9.433962264,10.44776119,10.95890411,11.39240506,10.46511628,9,9.090909091,9.482758621,8.661417323,8.823529412,7.692307692,7.236842105,6.962025316,6.790123457,6.547619048,6.358381503,6.179775281
New Zealand,7.083333333,7.063197026,7.88590604,9.408194234,9.517045455,9.882964889,10.23672425,9.46527351,8.737283064,7.531610775,7.360672976,7.741617357,7.717647059,6.930693069,6.614785992,6.552587646,6.48035642,6.334125099,6.128782002,5.951926746,5.818318318
Nicaragua,10.86956522,10.54739653,10.16949153,9.214354995,11.41666667,11.78571429,10.92694905,10.7277628,11.1542192,11.50366221,12.00787402,11.56261544,11.59319681,10.59431525,9.551243178,9.333716255,8.981049162,8.492569002,7.926671831,7.448695212,7.058528008
Niger,10.89965398,11.21009651,11.50159744,10.28291621,10.23622047,9.825673534,8.708912233,10.87791901,9,10.75688571,9.655172414,10.05646269,9.973621404,10.16137428,10.39750043,11.47028912,11.24679448,11.06055122,11.03029228,11.15016221,11.16228295
Nigeria,10.21792306,10.24703112,10.19389086,9.889800515,10.29759771,10.27505533,10.10968823,9.924061413,10.32672715,10.91441139,11.09488817,10.92907801,10.78580881,10.80845475,10.98665788,11.1156321,10.79190914,10.19628335,9.603728533,9.194738021,8.923639262
Norway,6.431663575,6.275659824,7.511210762,8.787061995,8.035251426,7.943690297,7.950617284,8.361691784,7.673975214,6.394810009,6.128886886,6.608695652,6.953642384,6.610911987,6.12716763,6.086631815,5.8097313,5.823863636,5.931612003,5.902539465,5.780933063
Oman,10.38961039,10.27667984,10.43165468,10.79365079,11.41304348,10.58315335,9.44,8.727272727,8.195121951,8.118657299,9.208633094,9.488559892,9.040928528,8.795518207,7.712215321,7.432432432,7.594361073,7.512953368,7.216922439,6.8,6.422732581
Pakistan,8.333333333,8.643187303,9.133039448,8.823931624,9.093941415,9.195737462,9.479622381,10.10167907,10.23860162,10.21063694,10.81353096,11.54098131,10.74943225,10.06591453,9.752763785,9.669341843,9.592584451,9.08443373,8.508896866,8.027417847,7.713418195
Panama,9.297052154,9.181636727,9.756097561,9.92481203,10.15625,10.51428571,10.97683787,11.32246377,10.95666394,9.992598075,9.536601746,9.386503067,8.890147225,8.832807571,8.637709773,8.201304753,7.770870337,7.459505541,7.219471947,6.996381182,6.703470032
Papua New Guinea,10.21052632,10.27944112,10.20408163,10.40068201,10.75514874,10.69482289,11.03934234,10.97112861,10.99158092,10.38477451,10.3749545,10.3470437,10.59697229,11.02564103,10.79571894,10.48490004,10.07250637,9.594028764,9.293997271,8.986954421,8.623066319
Paraguay,10.38781163,10.4368932,10.22364217,10.59479554,11.29032258,11.28459901,11.1662531,10.8974359,10.00931099,10.29654036,11.12342942,10.91761554,10.52470083,10.03401361,9.582893347,9.190263289,8.802071076,8.389563653,7.935135135,7.55704417,7.233088835
Peru,10.30176899,10.09615385,9.778044391,9.899619245,10.35934446,10.6268813,10.98371933,10.95262354,10.88746569,10.90031619,10.38552924,10.28010602,9.930997159,9.390602996,8.922927304,8.515321786,7.924591258,7.478896715,7.145848602,6.862745098,6.599139023
Philippines,10.43530713,10.18366819,10.39315483,10.44070361,11.1890012,11.22126233,11.19907636,11.06907361,10.83725067,10.84429576,10.73489607,10.78201527,10.55187919,10,9.451611152,9.249513495,8.852621167,8.506283826,8.136631536,7.7580898,7.426482579
Poland,10.17837518,8.824201783,6.890299184,9.625843654,11.12581947,10.55048643,8.221786291,7.066475582,7.839758777,8.741482112,9.169930783,8.061721711,6.859697912,5.59498267,5.040524037,5.33912161,5.476369092,5.347815764,4.991741604,4.65219038,4.559092095
Portugal,9.965380811,9.367455336,8.512143362,8.764568765,8.684083212,9.316338355,9.174116645,8.87647424,8.937850759,8.310936531,7.151539708,5.956112853,5.5234796,5.473684211,5.600306866,5.301715828,5.051486303,4.825421734,4.66918339,4.705169628,4.855967078
Puerto Rico,9.856630824,10.16042781,10.71122536,9.392265193,10.81081081,11.55184412,10.81081081,10.3030303,9.713282621,9.574468085,8.700380642,7.991475759,7.828810021,7.380830343,6.477732794,6.365914787,6.327852516,6.222000996,6.087824351,5.870546914,5.653710247
Qatar,9.090909091,10.52631579,8,9.302325581,8.571428571,8.849557522,6.849315068,4.958677686,4.487179487,4.610951009,5.955334988,6.327160494,5.53602812,3.396851698,4.121306376,3.976435935,4.201680672,4.158283032,3.865979381,3.735990037,3.696969697
Reunion,10.08403361,7.857142857,9.146341463,10.58201058,10.31390135,11.86440678,13.30645161,10.74074074,10.50847458,9.567901235,9.375,9.162303665,8.578431373,8.120649652,8.149779736,7.872340426,7.566462168,7.370517928,7.01754386,6.909788868,6.653992395
Romania,10.4995551,9.411071849,7.60494377,8.425458839,9.270058315,8.707704072,6.673361329,9.068212216,8.384279476,9.014920007,7.73925104,8.262973152,5.885209284,5.633244074,5.458780636,5.535437144,5.417726887,5.242506812,4.972499719,4.814814815,4.848557405
Russia,11.29815327,12.5724467,6.919250477,8.864362677,10.64378116,10.65806199,9.172732253,7.175460196,7.54523679,7.958562028,9.00323889,9.334056203,6.414785788,5.189206199,5.746351332,6.389172121,6.729208925,6.485275733,5.916654814,5.515513516,5.631114735
Rwanda,10.57062675,10.53061224,10.45614035,10.3034134,10.18766756,10.50940799,11.83788122,10.38344079,9.734257655,10.16884114,13.12418301,13.36097673,10.53582179,10.03678403,10.36623215,10.89053544,11.31619145,10.77048607,9.896000858,9.285004965,9.107789435
Saint Lucia,10,9.523809524,9.523809524,10.63829787,9.803921569,11.32075472,12.28070175,12.90322581,10.29411765,9.85915493,10.38961039,11.11111111,10.58823529,9.090909091,7.52688172,8.510638298,7.142857143,7,6.603773585,6.730769231,6.730769231
Saint Vincent and the Grenadines,9.677419355,12.12121212,10.81081081,10.25641026,11.9047619,13.33333333,14.28571429,13.46153846,11.11111111,11.76470588,11.11111111,9.433962264,8.928571429,9.090909091,9.090909091,7.547169811,7.272727273,7.01754386,6.779661017,6.779661017,6.666666667
Samoa,9.523809524,13.04347826,10.90909091,10.9375,12.32876712,11.84210526,12.65822785,12.34567901,13.95348837,11.49425287,10,11.82795699,12.90322581,13.82978723,12.37113402,10.52631579,8.910891089,8.823529412,10,9.900990099,8.823529412
Sao Tome and Principe,6.060606061,6.060606061,5.882352941,9.090909091,11.42857143,12.5,10.20408163,11.53846154,10.52631579,12.90322581,13.04347826,11.68831169,10.97560976,11.11111111,11.34020619,10.37735849,9.565217391,9.756097561,9.022556391,8.571428571,8.053691275
Saudi Arabia,9.969230769,9.989023052,10.02906977,10.03276003,10.05076142,10.18640063,9.196067091,8.995080815,8.661940629,8.556569522,8.881750304,8.706982448,8.87619313,8.417293713,8.172511179,7.710024128,7.551652893,7.355473555,7.05531633,6.659953312,6.216901785
Senegal,10.18211921,10.25830258,10.02570694,9.521158129,8.884688091,9.372485921,9.642356241,10.34167175,10.87301587,11.23699422,11.36363636,11.42653098,11.42319159,11.20845501,11.1499563,11.49008499,11.08231391,10.36521407,9.737562958,9.311540367,9.042097891
Serbia,10.64545733,8.866855524,7.240547064,9.492047204,9.804407031,8.256446652,7.711386697,7.52173913,7.724689539,7.886934177,7.903643241,7.510773651,6.825169092,6.162695152,6.309278351,6.056834682,6.000418148,5.923271501,5.773327652,5.692108668,5.701179554
Sierra Leone,9.978991597,10.09803922,10.34482759,10.05867561,8.859784284,9.116409537,9.331651955,9.626274066,10.17632242,10.82340756,11.02977062,10.60056429,10.12302285,10.63630692,11.40228603,11.39272271,11.19436876,10.73645014,10.39059537,10.05596362,9.761247361
Singapore,9.245283019,9.447674419,8.700696056,10.12396694,11.86440678,12.94219154,12.01298701,9.275362319,8.503625577,6.61722761,6.465942744,6.800186306,7.939119704,6.664037855,5.063291139,4.157303371,4.054552156,4.419889503,4.882594111,4.944845949,4.628549203
Slovak Republic,9.03686088,8.220659816,8.102766798,9.039812646,10.43439319,9.627727856,8.500204332,7.643564356,8.521400778,9.275584515,8.802143131,8.039816233,7.050304878,5.616698292,5.075757576,5.377574371,5.568445476,5.435210713,5.100401606,4.76386037,4.705882353
Slovenia,9.773371105,8.867667121,8.23373174,9.195402299,9.405940594,8.066429419,8.040770102,7.810781078,7.931404073,8.176100629,7.445708376,6.666666667,5.465587045,4.895104895,4.662698413,5.064548163,5.3,5.156723964,4.902962206,4.643962848,4.692387904
Solomon Islands,10,8.771929825,9.677419355,8.219178082,10.46511628,9.615384615,10,9.929078014,11.72839506,11.64021164,11.11111111,11.02040816,10.83032491,10.64516129,10.52631579,10.13333333,9.60591133,9.070294785,8.779443255,8.467741935,8.108108108
Somalia,9.884238646,9.84,9.332376167,9.700063816,10.46707935,10.42281219,10.37735849,10.7222399,10.91689666,11.44540943,9.786768726,10.24402029,10.08186127,10.56880045,10.89206506,10.86391216,10.81736909,10.66469383,10.62608874,10.54887709,10.29235767
South Africa,10.06455399,9.539302447,9.587308886,9.726875825,10.53383324,10.66937437,10.57253492,10.7103625,10.93939061,10.77964771,10.84462982,10.64998732,10.05902903,9.658333986,9.677790564,9.471002548,9.338864212,8.925345089,8.595814585,8.345726223,8.111720839
Spain,9.654050857,8.216758513,8.079577751,8.554154875,8.083687083,8.532951289,8.921488726,8.908106961,8.904073587,8.388200529,6.805273834,5.631342931,5.062838231,4.709247716,5.086427922,5.478727731,5.569182516,5.243460604,4.819846426,4.6681511,4.856108104
Sri Lanka,8.826144953,9.090909091,9.403495441,10.39408019,10.24171057,10.90342679,10.37490237,10.30576197,9.982808023,10.20965276,9.97540896,9.402505954,7.92591855,7.01822038,8.069082673,8.133345784,7.843319687,7.232616588,6.613039005,6.367924528,6.409643165
Sudan,10.18983199,10.2484472,10.32767198,10.50159115,10.28198989,10.30033116,10.32201576,10.49536117,10.70457718,10.7872848,10.80234611,10.79166239,10.96091954,10.9895595,10.49216408,10.06196828,9.60455655,9.238086527,8.932066782,8.613658136,8.259285471
Suriname,9.345794393,8.73015873,8.275862069,9.146341463,11.22994652,11.53846154,13.04347826,11.51832461,10.62801932,9.049773756,10.25641026,9.638554217,8.396946565,9.124087591,8.802816901,7.958477509,7.666666667,7.590759076,7.166123779,7.1197411,6.51465798
Swaziland,10.52631579,10.13513514,10.0591716,10.69518717,10.95238095,10.93117409,11.18881119,11.11111111,11.02941176,11.23110151,12.52408478,13.50364964,13.45826235,11.81102362,10.80291971,10.54794521,10.67708333,10.625,10.10830325,9.557109557,9.183673469
Sweden,6.012024048,6.274184632,8.123324397,8.288008288,7.046812749,6.746810599,7.064821559,7.177497575,6.833766848,5.982122393,5.937428637,6.746826987,6.935413958,5.376799323,5.540624354,5.952621988,5.899940203,6.007484735,5.995717345,5.768121515,5.600911335
Switzerland,7.294429708,6.617038875,7.984496124,8.587451805,7.585293143,7.610103627,8.387516255,7.960672376,6.654456654,5.908032596,6.098603591,6.128057159,6.310679612,5.865180467,5.437908497,5.382436261,5.366225839,5.519153226,5.679259445,5.74055666,5.715693521
Syria,9.972752044,9.790550414,9.656925032,9.868900218,10.81164808,10.77891424,10.82816652,10.85000918,11.17867166,12.02334102,12.86760293,11.95483269,10.01584228,9.325716125,9.655633071,10.02270069,9.585775945,8.507662369,7.669599444,7.171801277,6.925802641
Tajikistan,11.47098516,11.80555556,7.684729064,6.255077173,9.191430546,11,12.07778915,10.78819903,10.44436005,10.11430551,11.1542192,12.90521766,12.31386025,11.09660574,10.06243996,9.749552773,9.898691431,9.633212414,8.944509119,8.090310442,7.442713107
Tanzania,10.5065666,10.48443716,10.43777868,10.55478018,10.30049335,10.47147033,10.5200304,10.6268546,10.74517895,10.9846444,11.03761885,10.98170575,10.62096595,10.47377716,10.84224285,11.3022113,11.40383295,10.96892139,10.50024765,10.1164555,9.804456571
Thailand,10.7553922,10.62725065,9.502523432,9.496100037,10.44872139,11.02451467,11.71475645,11.25316747,11.17528257,9.763800692,8.771128369,8.409833036,8.106978688,7.317002126,7.013135351,6.923228402,6.815966129,6.6001386,6.417749218,6.287998667,6.201377464
Timor-Leste,10.45454545,10.21276596,10.23622047,10.3202847,10.06493506,10.29411765,12.5,10.74626866,11.84210526,9.174311927,10.60240964,11.08910891,11.24161074,11.52204836,9.951456311,10.52631579,11.00832562,11.30363036,11.01190476,10.21505376,9.509202454
Togo,9.785932722,9.873060649,10.11673152,10.11904762,10.11450382,10.0331675,10.11644833,10.36363636,10.72164948,11.18210863,11.29094412,11.13360324,10.92912448,10.74270557,10.54892601,10.24305556,10.00995025,9.567617295,9.109624292,8.698453608,8.358755339
Tonga,12.5,10.34482759,11.11111111,11.62790698,11.76470588,10.86956522,12.24489796,13.04347826,12.24489796,10,12.24489796,10,11.32075472,11.11111111,12.72727273,12.28070175,10,8.333333333,8.333333333,9.523809524,9.375
Trinidad and Tobago,8.517350158,8.888888889,9.592326139,10.46770601,11.08786611,11.9760479,12.3844732,10.23890785,9.715242881,9.98389694,11.8858954,10.79812207,8.153846154,6.807866868,6.596701649,7.014925373,7.078313253,6.880733945,6.542056075,6.220095694,6.075533662
Tunisia,9.659090909,9.290187891,8.305959643,8.284023669,10.59472233,11.37787056,11.55963303,11.07518189,10.50096339,10.73170732,10.94110249,10.81841947,9.416954354,7.61068423,6.874780779,6.916962625,7.049909405,6.90714979,6.644306021,6.093700538,5.719237435
Turkey,11.8903292,9.91742228,8.72356759,9.799118079,10.41417545,10.8714245,10.93006303,10.54194793,11.16957412,10.98149768,10.54974604,9.254498715,9.104061448,8.718958811,7.888222413,7.624519319,7.288526334,6.956446595,6.639399847,6.373594214,6.235747751
Turkmenistan,10.62394604,11.31221719,7.435897436,7.75862069,9.842154132,11.53225806,11.94029851,10.9502832,10.45932485,10.34816248,10.89108911,11.84100418,11.17647059,8.862629247,8.78236529,8.559919436,8.458035133,7.987321712,7.258064516,6.642291286,6.513872135
Uganda,10.88646967,9.202453988,10.0563631,10.11800151,10.44108246,10.35437431,10.43519695,10.63136456,10.73331067,10.76805063,11.02355742,11.16220736,11.30994567,11.2026111,11.23353706,11.46206691,11.4924051,11.34553095,11.00112899,10.56353169,10.13100629
Ukraine,9.397063418,12.20820729,7.582388611,7.491152182,9.237022847,9.471177607,8.816969167,7.477354298,7.721327968,7.800489906,8.566757975,8.520944824,6.804507688,5.257468553,5.082521577,5.931586608,6.511577929,6.463983993,5.946100917,5.469026549,5.430825243
United Arab Emirates,11.11111111,10,11.36363636,10.58823529,9.154929577,6.775067751,4.415954416,4.262295082,6.229508197,5.479452055,5.619004111,4.854368932,3.930269414,5.244856563,5.388103494,4.954173892,4.911955514,4.397039617,4.172661871,4.176424668,4.249767008
United Kingdom,6.816147147,6.749979778,7.166317122,8.264118026,7.296216776,7.709178638,8.728971281,8.403667055,7.163910855,6.181547514,6.482869192,6.906377205,6.710106295,6.174535233,5.816269372,6.08223005,6.044838249,6.098023762,6.06312769,5.896625663,5.735134985
United States,7.190064822,6.72866392,7.569349556,8.946180591,9.596357587,10.04450804,9.518727991,8.059319303,7.339141287,7.108280447,7.371751859,7.457543027,7.328724313,6.835981408,6.705457931,6.729319727,6.51706618,6.352769664,6.170482804,6.023286605,5.979616634
Uruguay,8.914386584,8.46605197,8.103855232,8.190618019,8.243727599,8.565310493,8.671328671,8.032675289,8.747514911,8.95140665,8.084577114,8.161993769,8.353808354,7.966203983,7.514792899,7.200929152,6.938073394,6.704545455,6.426155581,6.246482836,6.144306652
Uzbekistan,10.53320249,11.56267888,7.32237796,6.497686582,9.363745498,11.82811362,12.32789393,10.67008585,10.43392505,10.25595919,11.05156313,12.1045392,11.69658367,9.600929343,8.298889176,7.949713441,8.13559322,8.046643848,7.571355324,6.879703471,6.292422388
Vanuatu,11.53846154,10.71428571,12.5,10.52631579,10.41666667,11.32075472,11.66666667,9.722222222,9.090909091,9.195402299,10.30927835,10.90909091,11.2,10.79136691,10.12658228,9.88372093,9.625668449,9.405940594,8.796296296,8.189655172,8.163265306
Venezuela,9.88372093,9.317751105,9.629821382,10.17316017,10.60968871,10.90260546,11.52839571,10.89391861,10.0712923,10.40244341,10.2971103,10.24419297,9.530671058,8.986542509,8.685768978,8.430528819,8.09073724,7.699896158,7.331422537,7.017457827,6.735900764
Vietnam,10.27920647,8.509358289,7.556855489,7.508568416,9.855194714,10.84246317,11.69172496,11.94546264,10.78391615,11.07732162,10.77777489,11.04527426,10.74982958,8.631388434,7.694994658,7.178749483,6.893266776,6.676822472,6.503085405,6.163381096,5.895793602
Virgin Islands (U.S.),8.333333333,7.142857143,11.76470588,8.695652174,6.666666667,7.5,10.41666667,10,9.615384615,7.547169811,7.843137255,8,7.547169811,7.843137255,8,6.666666667,6.52173913,6.976744186,7.692307692,8.108108108,5.882352941
West Bank and Gaza,9.770114943,10.53604436,10.85814361,11.12903226,10.30195382,10,12.02614379,11.36612022,11.88747731,10.55806938,10.17478152,10.9252483,10.78431373,11.45833333,11.22759554,10.81810009,10.35407725,9.917355372,9.546061415,9.19942375,8.768227168
Western Sahara,16.66666667,10,11.76470588,11.53846154,9.523809524,12.19512195,10.12658228,8.163265306,8.620689655,9.701492537,10.24096386,9.829059829,8.540925267,7.575757576,7.124010554,7.2319202,7.56501182,7.692307692,7.300884956,6.666666667,6.329113924
"Yemen, Rep.",10.05048187,10.12128816,10.28072838,10.70817653,11.35084428,11.40176287,11.33971292,11.08272745,10.90704044,10.82179601,11.5935736,12.07820284,12.04534334,11.40213523,10.72837728,10.85050539,10.74796994,10.43422204,9.86548988,9.257797079,8.769716088
Zambia,10.2058319,10.46247157,10.50892267,10.6370876,9.868740885,10.05747126,10.34843206,10.7322858,10.93591048,11.13074205,10.87624904,11.01607937,10.94151428,11.34997997,11.46399055,11.57094595,11.43837575,11.14389863,10.69522975,10.22225493,9.825282631
Zimbabwe,10.2189781,10.00625391,10.04810262,8.991825613,10.63583815,10.69570871,10.90858879,10.8132667,11.07479331,11.87964724,13.02707137,13.67620308,13.50114416,11.81102362,10.41531051,10.06969478,10.07395787,10.03682272,9.385241831,8.564705882,8.007900171
