Epidemic affected,1970,1971,1972,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15968,20837,2785,4579,209631,0,0,3245,0,0,1117
Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,226,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,16291,0,0,0,0,0,1007,0,0,1228,1061,135,459,0,0,374,0,59992,18858,10171
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,10721,129,0,0,0,176156,500,950,900,52165,601950,0,20,0,1610700,200,5698,0,21636,10020,14394,185151,0,26245,0,50000,0,86,0,0,284996,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,605,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,468,0,2639,0,0,0,0,0,0,86,273,605,250,8113,10138,502,268,0,210,0,0,1021
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,17994,0,0,0,0,0,752,170,101,0,0,0,0,0,0,0,229,204
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22734,0,0
Brazil,0,0,0,31500,107,0,0,0,0,0,0,0,0,300,0,34722,0,170,0,0,15436,0,0,0,112941,0,25900,214353,238,0,0,317787,0,0,0,0,0,162824
Burkina Faso,0,0,0,0,0,0,0,0,1853,0,11104,0,0,1000,0,0,0,0,0,0,37,0,0,0,0,45102,20270,467,0,0,23798,0,8204,3310,615,8186,22255,2250
