,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2020,2030,2050,2099
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.765766957,2.765614129,2.765461301,2.765308473,2.765155645,2.765002817,2.764849989,2.764697162,2.764544334,2.764391506,2.764238678,2.76408585,2.763933022,2.763780194,2.763627367,2.763474539,2.763321711,2.763168883,2.763016055,2.762863227,2.762710399,2.762557572,2.762404744,2.762251916,2.762099088,2.76194626,2.761793432,2.761640604,2.761487777,2.761334949,2.761182121,2.761029293,2.760876465,2.760723637,2.760570809,2.760417982,2.760265154,2.760112326,2.759959498,2.75980667,2.759653842,2.759501014,2.759348186,2.759195359,2.759042531,2.758889703,2.758736875,2.758584047,2.758431219,2.758278391,2.758125564,2.757972736,2.757819908,2.75766708,2.757514252,2.757361424,2.757208596,2.757055769,2.756902941,2.756750113,2.756597285,2.756444457,2.756291629,2.756138801,2.755985974,2.755833146,2.755680318,2.75552749,2.755374662,2.755221834,2.755069006,2.754916179,2.754763351,2.754610523,2.754457695,2.754304867,2.754152039,2.753999211,2.753846384,2.753693556,2.753540728,2.7533879,2.753235072,2.753082244,2.752929416,2.752776589,2.752623761,2.752470933,2.752318105,2.752165277,2.752012449,2.751859621,2.751706794,2.751553966,2.751401138,2.75124831,2.751095482,2.750942654,2.750789826,2.750636999,2.750484171,2.750331343,2.750178515,2.750025687,2.749872859,2.749720031,2.749567204,2.749414376,2.749261548,2.74910872,2.748955892,2.748803064,2.748650236,2.735684905,2.722719574,2.709754243,2.722719574,2.735684905,2.748650236,2.761615568,2.774580899,2.773284366,2.771987833,2.7706913,2.769394767,2.768098233,2.80829076,2.848483287,2.68660791,2.7239889,3.17353856,2.91979261,2.669726173,2.722946109,2.67539466,2.722719574,2.523819729,2.890830322,2.881129549,2.962766159,2.769909867,2.972775504,2.523819729,2.444133401,2.74994677,2.671640598,2.873710637,3.073969069,3.084528471,3.189658298,3.661198723,3.69086808,3.85371845,3.908424233,4.050048547,4.087376184,4.118482547,4.231001599,4.237364007,4.330156472,4.323654735,4.304149526,4.368634794,4.335438481,4.390150866,4.342726397,4.373191736,4.311013655,4.322861722,4.252456808,4.182051894,4.194582109,4.130050077,4.152519338,4.179566204,4.14987124,4.188727388,4.158538361,4.194705274,4.220840939,4.181903292,4.197114741,4.149689716,4.16154414,4.105415413,4.105710661,4.078469639,3.979597647,3.905860976,3.772327267,3.675627595,3.574223572,3.437411186,3.355789791,3.287822642,3.234098597,3.163407918,3.132808067,3.108825542,3.045747923,3.018981687,2.98096901,2.916763523,2.875300521,2.819828485,2.785115102,2.729226505,2.682652674,2.654076214,2.607184408,2.560292602,2.257912753,2.049270391,1.79458194,1.829759361
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.311804494,2.306550393,2.301296292,2.298143831,2.294991371,2.29183891,2.288686449,2.285533989,2.298143831,2.310753674,2.323363517,2.335973359,2.348583202,2.329668438,2.310753674,2.29183891,2.272924146,2.254009382,2.29288973,2.331770079,2.370650427,2.409530775,2.448411123,2.453665225,2.458919326,2.464173427,2.469427528,2.474681629,2.468376708,2.462071786,2.455766865,2.449461944,2.544353573,2.632367935,2.718743448,2.7057577,2.789992519,2.872536616,2.965141903,2.962527139,3.054064337,3.144600915,3.141820543,3.228377991,3.31371508,3.397820039,3.391774096,3.474452911,3.593236115,3.712537009,3.744306885,3.85096782,3.989230079,4.115599169,4.161111324,4.295602906,4.424025487,4.552817305,4.681926784,4.796881079,4.825561982,4.926099391,5.0110252,5.003601459,5.056661891,5.011378352,5.038247468,4.976898945,4.984018821,4.906143527,4.90058595,4.829448412,4.750406703,4.671364994,4.600227456,4.521185747,4.442144039,4.355198159,4.260348108,4.165498057,4.062743836,3.952085444,3.849331222,3.800716613,3.747985376,3.699460339,3.647139416,3.599580127,3.589311246,3.541404707,3.490352311,3.445196336,3.406191464,3.334102756,3.282687919,3.209941372,3.119008189,3.018981687,2.935107948,2.815869188,2.687458215,2.568219455,2.458152907,2.366430783,2.311334824,2.255862788,2.209636092,2.172654735,2.161025765,2.1237667,2.095822401,1.85853123,1.706437956,1.605638232,1.864389099
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.249941933,2.338837466,2.338837466,2.427119137,2.514748503,2.601695831,2.59697406,2.59697406,2.683059646,2.683059646,2.683059646,2.768405189,2.768405189,2.768405189,2.768405189,2.858181084,2.863368346,2.868555607,2.963490038,2.974169282,2.990188147,3.085661625,3.096642628,3.10762363,3.113114131,3.203447479,3.203447479,3.203447479,3.287395478,3.287395478,3.28160781,3.370439019,3.370439019,3.37637289,3.470777973,3.482934814,3.495091654,3.595895638,3.608338184,3.627002002,3.722008925,3.734733742,3.823021029,3.829522765,3.836024502,3.917164937,3.917164937,3.917164937,3.997205264,3.997205264,3.997205264,3.99043034,3.976880491,4.041575301,4.013940598,3.986305895,3.958671192,3.924127814,3.882675759,3.848132381,3.806680326,3.837067816,3.794824867,3.752581919,3.703298479,3.721347205,3.222678549,2.719034785,2.144937805,1.782703339
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.842031916,2.841378575,2.840725234,2.840071894,2.839418553,2.838765212,2.838111872,2.837458531,2.83680519,2.83615185,2.835498509,2.834845168,2.834191828,2.833538487,2.832885146,2.832231806,2.831578465,2.830925124,2.830271784,2.829618443,2.828965102,2.94005877,3.050329329,3.159729009,3.268221027,3.375776864,3.385533445,3.50329093,3.513357858,3.625895786,3.625895786,3.620708524,3.721716318,3.711037075,3.804917271,3.788445768,3.874592286,3.857672669,3.840753052,3.929826637,3.912463632,3.993495528,3.975693913,3.957892299,4.036071058,4.011757377,4.087376184,4.068712366,4.05626982,4.050048547,4.043827275,4.043827275,4.043827275,4.050048547,4.050048547,4.050048547,4.050048547,4.043827275,4.031384729,4.018942184,4.084666205,4.06557898,4.128602642,4.182735441,4.156178391,4.214002838,4.255744249,4.301740248,4.3308164,4.356861239,4.298477839,4.305769801,4.309483492,4.309733755,4.306503763,4.228628468,4.212923083,4.141785545,4.121452192,4.033249908,4.00814922,3.926848019,3.897204321,3.823050328,3.789018981,3.71390627,3.20038055,2.748382001,2.188970064,1.79458194
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.898537979,2.852198443,2.805858907,2.759519371,2.721984347,2.684449322,2.646914298,2.609379274,2.57184425,2.580185366,2.588526483,2.596867599,2.605208716,2.613549832,2.602428344,2.591306855,2.580185366,2.569063878,2.557942389,2.57879518,2.599647971,2.620500763,2.641353554,2.662206345,2.655255415,2.648304484,2.641353554,2.634402623,2.627451693,2.609379274,2.591306855,2.573234436,2.555162017,2.537089598,2.50094476,2.464799922,2.428655083,2.392510245,2.356365407,2.34107336,2.325781313,2.310489267,2.29519722,2.279905173,2.272954242,2.266003312,2.259052382,2.252101451,2.245150521,2.278514987,2.311879453,2.345243919,2.378608385,2.41197285,2.418923781,2.425874711,2.432825642,2.439776572,2.446727503,2.50094476,2.555162017,2.609379274,2.663596531,2.717813788,2.616330204,2.51484662,2.484248312,2.379783954,2.275319595,2.302508949,2.329698302,2.356887656,2.451442861,2.479400492,2.448499952,2.417599412,2.386698872,2.355798331,2.388147536,2.368498221,2.348848906,2.329199591,2.309550276,2.349909,2.335949145,2.321989289,2.308029434,2.294069578,2.280109723,2.317034413,2.296360804,2.275687196,2.255013587,2.234339979,2.251833032,2.324606734,2.342525917,2.3604451,2.378364283,2.366961166,2.35555805,2.344154933,2.387575163,2.375904056,2.39058589,2.351368004,2.312150119,2.322706334,2.282629631,2.302443157,2.273973999,2.245504841,2.26233688,2.233286005,2.179245037,2.081114207,1.982983377,1.920815027,1.820811887,1.847792292,1.84122078,1.834649268,1.860635176,1.853946628,1.84725808,1.872300896,1.865497038,1.831852643,1.828126672,1.793922505,1.788002709,1.757175076,1.726347443,1.721822752,1.690516884,1.659211016,1.688299285,1.69253592,1.721291633,1.72558949,1.753992115,1.771917912,1.766282209,1.783409445,1.777700879,1.794044255,1.788264647,1.803802897,1.797954168,1.81268002,1.806764143,1.820544346,1.808302453,1.814099568,1.800845066,1.805604194,1.791323587,1.795008835,1.781492202,1.855182434,1.775925071,1.784912521,1.782160857,1.7839953,1.805614765,1.81855824,1.837048918,1.860162266,1.88697375,1.898647954,1.923412927,1.958162863,1.952764007,1.971106338,1.964634601,1.937171246,1.921578485,1.906902945,1.894979069,1.889475742,1.892227405,1.88959155,1.928916255,1.957350113,1.986701192,2.007797281,2.027502908,2.007163161,1.960936465,1.888822818,1.782160857,1.676680415,1.555866767,1.443576382,1.345054632,1.290387877,1.26393086,1.230910896,1.210732029,1.212988516,1.219460253,1.237950932,1.266611484,1.314313515,1.358092916,1.41331903,1.461148672,1.507102642,1.549305267,1.57550617,1.603307795,1.696904783,1.788315636,1.906959964,2.030005208
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.927782879,2.930722912,2.933662945,2.936602978,2.939543011,2.942483044,2.945423077,2.94836311,2.951303143,2.954243176,2.957183209,2.960123242,2.963063275,2.966003308,2.968943341,2.971883374,2.974823407,2.97776344,2.980703473,2.983643506,2.986583539,2.989523572,3.110696277,3.231284055,3.351233269,3.354519328,3.331699469,3.399675133,3.361900964,3.439194637,3.409924896,3.498257466,3.483157074,3.579210432,3.678999345,3.673659723,3.777464766,3.88587203,3.88587203,3.987703318,3.987703318,4.0825036,4.076569729,4.070635857,4.163717884,4.157639464,4.151561043,4.236686729,4.224244184,4.218022911,4.211801638,4.211801638,4.211801638,4.224244184,4.236686729,4.255350547,4.274014366,4.298899457,4.323784547,4.342448366,4.361112184,4.479135527,4.590225929,4.603229402,4.700597925,4.700597925,4.783096468,4.755996772,4.722122151,4.766986253,4.704808171,4.71008875,4.618562361,4.596114756,4.481391142,4.437138414,4.298477839,4.231532391,4.150991105,3.992498717,3.903299789,3.80810188,3.714960317,3.572685241,3.487999424,3.406520331,2.565232229,2.103047722,1.691897091,1.769086436
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.211141124,2.192101313,2.173061503,2.154021692,2.134981882,2.115942071,2.096902261,2.07786245,2.05882264,2.039782829,2.020743018,2.001703208,1.982663397,1.963623587,1.944583776,1.925543966,1.906504155,1.887464345,1.868424534,1.849384724,1.830344913,1.811305102,1.792265292,1.773225481,1.754185671,1.73514586,1.798777071,1.860159579,1.919268247,1.976086025,2.030586328,2.11903799,2.207775755,2.296763858,2.385971769,2.475356916,2.577404994,2.680297862,2.783991532,2.88844933,2.993613446,3.089909309,3.186356532,3.28291585,3.379558655,3.476218407,3.676345604,3.880649468,4.088996451,4.301261495,4.517242272,4.58894453,4.809332591,4.911503541,5.062991387,5.184965253,5.184965253,5.154776227,5.16861308,5.076590295,5.030743997,4.890568468,4.81364007,4.647652482,4.554445224,4.394077435,4.233709645,4.130101022,3.975628739,3.829286577,3.740657002,3.625306345,3.572026705,3.488568137,3.430147139,3.380071998,3.396786881,3.371437725,3.354538288,3.369004994,3.343352671,3.300598801,3.295247192,3.252002478,3.191459879,3.139566222,3.121682668,3.069217413,3.034240576,2.99926374,3.004353888,2.977844883,2.960172213,2.942499543,2.924826874,2.927524347,2.891822831,2.865046694,2.829345177,2.793643661,2.784426355,2.748382001,2.703326559,2.658271116,2.622226762,2.577171319,2.564315771,2.518849179,2.491569224,2.455195951,2.427915996,2.22812677,2.06323946,1.84943555,1.859558257
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.167227977,2.233302001,2.30378096,2.105558889,2.308185895,2.29497109,2.131988498,2.268294022,1.8986123,1.684105622,2.408103219,2.200345294,2.414753682,2.244013522,2.302553006,2.436196566,2.426129638,2.436196566,2.479510995,2.339454935,2.360203981,2.769997639,2.450886356,2.781942901,2.584376898,2.579037277,2.611075007,2.546999546,2.655877886,2.583256225,2.44123003,2.305326503,2.249958399,1.931802945,2.317187876,2.229378652,2.034247041,2.09895448,2.174456439,2.318705889,2.450886356,2.434867491,2.723288552,2.618969031,2.616900758,2.684579226,2.47590395,2.448763496,2.657402539,2.627093872,2.552339168,2.681814194,2.484698257,2.41606271,2.526798918,2.351335908,2.370849069,2.115353416,2.299502486,2.238119462,2.285337172,2.373265375,2.295677853,2.21352636,2.325805634,2.109963824,2.035531456,2.110631645,1.65861869,2.275125719,2.521009087,2.643112737,2.673874042,2.803016544,2.963286065,2.937266398,2.876471043,2.927093736,2.640931035,3.270277928,2.825576034,2.55767879,2.814296289,3.014896453,3.063523815,2.772293018,2.882258711,3.361397741,3.225741069,3.111217717,3.073043267,3.063523815,2.62254063,2.692740179,2.920345465,3.299388074,3.186846051,3.231638832,3.434886557,3.085751274,2.86605994,2.990582772,3.114331757,3.067339324,3.220042364,3.036310919,3.193485313,3.160289,3.023307446,3.260894944,3.177990835,3.081269375,3.074360699,2.867100427,2.90772295,2.738751156,2.499947021,2.412144221,1.643029875,1.744506617,2.54737149,2.612657158,2.503188283,2.553766917,2.267038232,2.353325909,2.279271479,2.130994107,2.203798914,2.029173909,2.075495552,1.986158439,1.915732234,1.740764346,1.814494352,1.8732885,1.798919293,1.991851064,1.991851064,1.963152743,1.42744146,1.925386156,1.509451311,1.915732234,1.734380589,2.426580462,2.809612418,2.896012305,2.932052357,2.813756297,2.733065912,2.659736825,2.731166007,2.641912216,2.640248939,2.615136079,2.622226762,2.552658425,2.437009314,2.500662542,2.464289269,2.409729359,2.418822677,2.418822677,2.346076131,2.236956311,2.210503173,2.127953262,1.972025653,1.779409194,1.678514858,1.559276097,1.470008948,1.386800894,1.497744966,1.574195493,1.602139791,1.584943039,1.547429595,1.538051234,1.537769495,1.556637833,1.63176888,1.641545351,1.612794824,1.547203664,1.51792454,1.508437512,1.612794824,1.622281852,1.698178079,1.707665107,1.763636993,1.725504301,1.771565525,1.733261405,1.685381256,1.675805226,1.637501107,1.663325834,1.663325834,1.663325834,1.653711233,1.69809904,1.7366922,1.7366922,1.77528536,1.771439966,1.790799966,1.790799966,1.800479966,1.864105321,1.922956296,1.990778055,2.057975892
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.942576297,1.989435341,1.966159084,2.010057922,1.98597689,2.026929605,2.002050325,1.913733793,1.952291764,1.927412484,2.023031984,1.960030874,1.712638694,1.647798011,1.582717774,2.007470199,2.179246666,2.118235329,2.114941029,1.995020771,2.108352427,2.158943125,2.037599637,2.145407432,2.081998022,2.075409421,2.011969453,2.062232218,1.999154361,2.049055015,2.098032504,2.088726715,1.855838169,2.015288433,1.782527263,1.99716978,2.148654875,1.979051126,1.969991799,2.06706566,2.004974611,2.05346464,1.997078789,2.045361905,2.092876482,2.189888001,2.033207802,1.977339236,1.973391326,1.757685622,2.118329464,2.047185672,1.976488655,2.054506051,1.666076577,1.730037428,1.91755659,1.8949971,1.951395824,1.761062786,2.066662891,1.979595185,2.103133413,2.094656644,2.082788901,1.99087493,2.094656644,2.106524387,1.968315441,2.019896165,1.731511609,1.25768079,2.182152876,2.082788901,2.196109274,2.133525514,2.220994365,2.171224183,2.090976572,2.140117819,2.04234921,2.115232728,2.066662891,2.054506051,2.054506051,2.065462546,1.981565008,2.003249819,1.965922183,2.02854177,1.793133979,1.885045637,1.841496728,1.878824365,1.911510514,1.819648808,2.018927404,1.978277859,1.865998359,1.832373625,1.781474357,1.927245149,1.932885867,1.886138891,1.861952411,1.833226733,1.829229528,1.744881722,1.821334182,1.800464867,1.843106549,1.667986332,1.813753306,1.769611734,1.24701525,0.7647845171,0.6939298906,0.8156632158,0.7362657548,1.077687189,1.966498877,1.931211993,1.858093397,1.845593635,1.806790694,1.802586755,1.787190352,1.782954858,1.767757696,1.691491139,1.814244344,1.776067198,1.759310356,1.692682019,1.716416452,1.659485887,1.700739828,1.706430912,1.729764357,1.784804229,1.383462315,1.48620849,1.614426904,1.62312674,1.49343573,1.771591979,2.533141142,2.626337959,2.668131343,2.627110198,2.518355465,2.49184646,2.472330013,2.445553876,2.442004991,2.432993903,2.455195951,2.464289269,2.504013968,2.531530605,2.559047242,2.597940342,2.607185682,2.595736092,2.597940342,2.579449664,2.552245947,2.505672115,2.449783518,2.376052199,2.328691557,2.254173427,2.179655297,2.100752904,2.016347654,1.931942403,1.856915514,1.811360387,1.764189544,1.735887038,1.726452869,1.745613221,1.745613221,1.755100249,1.755100249,1.745613221,1.744570647,1.725504301,1.714109346,1.694957286,1.675805226,1.666229196,1.647077137,1.653711233,1.653711233,1.653711233,1.663325834,1.68845075,1.70774733,1.72704391,1.75598878,1.77528536,1.810159965,1.829519965,1.854396439,1.868239964,1.893231967,1.902940849,1.912649731,1.922358612,1.922358612,1.962001094,1.986316312,2.024401034,2.070660102
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.707345912,3.748989224,3.71929426,3.758533764,3.735891994,3.780602743,3.780602743,3.831464469,3.839251998,3.912564589,3.985139571,4.00919474,4.089450421,4.160862965,4.239695247,4.292457053,4.326691692,4.333120323,4.255279838,4.197220394,4.066057257,3.949841729,3.77311503,3.587551996,3.401988962,3.234098597,3.101553573,3.034628897,2.981076622,2.972151243,3.027725746,3.081792277,3.164474781,3.228128009,3.301996442,3.347857503,3.4115302,3.457756897,3.503983593,3.586184998,3.642073595,3.697962193,3.760722833,3.788857917,3.788857917,3.801969979,3.783101642,3.745364967,3.698194124,3.680967009,3.624044839,3.576609697,3.510200499,3.434304272,3.367895073,3.308011009,3.231745625,3.165013415,3.107814377,3.069681685,3.041082167,2.845921658,2.66292804,2.349549415,1.975265087
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.751501928,3.790512347,4.031079885,4.266537791,4.41685911,4.56120314,4.691804335,4.822696938,4.938556118,5.046319056,5.069681645,5.153519418,5.161423589,5.153519418,5.203934772,5.163842825,5.170756397,5.073194956,4.959373274,4.877684901,4.712898249,4.539872264,4.406612383,4.223003534,4.039394685,3.920669434,3.777024218,3.64182872,3.574223572,3.511470761,3.433630276,3.41024157,3.393152627,3.348970952,3.347017166,3.30239027,3.280036225,3.225969693,3.162892074,3.109914871,3.018981687,2.953452373,2.852558037,2.751663701,2.659941578,2.597940342,2.514732289,2.440769574,2.393894921,2.338006323,2.291432492,2.260185044,2.213293239,2.175779794,2.15099046,2.122687954,2.084951279,2.056648773,2.039711101,2.011250015,1.98278893,1.790717585,1.663325834,1.631092156,1.902516959
