Female 5-9 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Botswana,12.67605634,12.08333333,15.07352941,15.38461538,15,14.96437055,14.97005988,15.2284264,14.97093023,13.79310345,12.42807825,11.59263272,10.54766734,10.70745698,10.47358834,10.09573542,9.563758389,8.943089431,8.602999211,8.346094946,8.017817372
Brazil,12.83182587,13.56710697,14.20387578,14.22417874,14.42687747,13.13185393,12.32708118,12.223669,11.97087662,10.57354041,9.284214111,9.029015017,8.512139323,7.197945935,6.324207128,5.842317874,5.401683244,5.057414012,4.873864872,4.689225116,4.677334895
Brunei,13.04347826,9.677419355,15,16.66666667,14.28571429,12.82051282,13.33333333,13.08411215,11.57024793,10.79136691,10.6918239,9.604519774,8.629441624,7.981220657,7.327586207,7.142857143,6.691449814,6.643356643,6.270627063,6.031746032,5.740181269
Bulgaria,8.243727599,9.175531915,8.553299492,7.795371498,7.25388601,7.028388278,7.218349449,7.168220151,6.352046522,5.95684803,4.846566001,3.966859151,4.15698425,4.597395695,4.641581983,4.420992584,4.139368672,3.955154158,4.041720991,4.337431694,4.553603442
Burkina Faso,13.3436373,12.73764259,12.67361111,13.3967499,13.82026495,14.20729738,14.41753172,14.70588235,14.86123545,14.80109204,14.76521444,14.48245868,14.25766871,15.62039183,14.73095609,13.71788657,12.81074867,12.11360124,11.5279315,10.870954,10.12919389
Burundi,12.87051482,12.8663331,14.27635887,14.08872902,13.93307735,14.27826993,13.76574895,13.47912525,14.41812564,15.42351454,14.91149115,13.21854305,11.9124424,11.97992891,11.9893089,11.40536723,10.40462428,9.462399006,8.884327811,8.611111111,8.352084712
Cambodia,13.51724138,13.59504132,13.58115569,13.7874837,13.93537219,14.21319797,12.75538377,10.76097106,15.72104019,14.53990849,14.04682274,11.72501054,9.830729167,9.703828558,9.793411502,9.58603387,8.85638035,7.999623104,7.423777738,7.152765736,6.94363012
Cameroon,12.51646904,12.55515443,12.95487627,12.98531811,13.46431667,13.85587863,14.26387069,14.569161,14.88462788,14.57094308,14.16551551,13.23776459,13.36807295,13.39898807,12.7449366,11.83911529,11.03477285,10.45214328,9.98718027,9.50273067,8.959616328
Canada,9.530141844,10.94495295,11.26457602,11.29625843,10.62471078,8.174033388,7.166070848,6.793206793,6.708670437,6.562140975,6.434748935,5.536820161,5.127155802,5.079614263,5.135935397,5.267796962,5.289015892,5.186772513,5.07532196,5.065587497,5.113118044
Cape Verde,10.12658228,11.82795699,14.42307692,15.70247934,15.94202899,14.76510067,12.98701299,14.61988304,14.81481481,14.90384615,13.85281385,12.4,11.23595506,10.1754386,9.602649007,9.119496855,8.734939759,7.848837209,7.082152975,6.685236769,6.318681319
Central African Rep.,11.44130758,11.42454161,12.0576671,12.6340882,12.90322581,13.35282651,13.51819757,13.50337584,13.95036888,13.83981154,13.36477987,13.58201817,13.25774095,12.58992806,12.08425721,11.51202749,10.96463023,10.44188862,9.859558613,9.32642487,8.837330553
Chad,11.76948052,11.69977925,13.20504313,13.32540155,13.35470085,13.51351351,13.97435897,14.55026455,14.73445596,14.75409836,14.70379986,14.74435196,14.84618044,14.53717754,14.20545746,13.80205261,13.27108687,12.59308135,11.82051282,11.078125,10.42490474
Channel Islands,5.769230769,5.357142857,6.779661017,6.451612903,7.8125,6.060606061,6.060606061,5.633802817,5.405405405,5.479452055,5.405405405,5.194805195,5.263157895,3.846153846,3.846153846,3.896103896,3.947368421,3.947368421,4.054054054,4,4
Chile,12.05211726,12.1522694,12.44180031,13.4369287,13.59043102,11.91062299,10.88951641,9.405052975,9.69433623,9.857221307,9.381416838,7.917425622,7.006810574,6.760780854,6.559983044,6.278164687,6.032251642,5.749366595,5.499568097,5.350693784,5.269631031
China,10.1005549,11.22591938,14.22948288,12.11965004,13.13234054,14.03263719,12.45780695,9.14627694,8.984819408,10.08035499,8.099441672,6.84747834,6.005336985,5.886638084,6.056588183,5.891731575,5.365796273,4.979953099,4.876586872,4.963252156,5.018267565
Colombia,13.20723411,14.46269087,15.25634644,15.07084586,15.12605042,14.69292778,12.82962963,12.55718358,11.8969331,11.24552457,10.72563034,9.900627376,9.203027983,8.733572282,8.141020822,7.655468192,7.198137114,6.777586663,6.405797101,6.06175412,5.819381341
Comoros,12.65822785,11.49425287,14.43298969,14.95327103,15.12605042,14.81481481,14.63414634,15.54404145,16.36363636,13.93442623,12.63537906,12.45901639,12.5,12.63157895,11.66666667,10.61946903,9.650924025,9.230769231,9.009009009,8.532423208,7.967479675
"Congo, Dem. Rep.",13.52686844,13.5912837,13.42039801,13.6158503,13.8408635,14.06600715,14.2846852,14.50916599,14.92759796,15.30378968,15.46840959,15.31782218,15.21821743,14.47354931,14.02654466,13.48694192,12.72022809,11.84019492,10.98343255,10.2281668,9.53192746
"Congo, Rep.",12.65206813,12.83185841,13.11154599,13.52739726,13.96731055,14.34058899,14.56736035,14.7556391,14.41368078,13.98852224,13.97637795,13.14252336,13.35106383,12.68939394,11.79225202,11.26815862,10.5628655,9.921313719,9.351821993,8.865790278,8.401400233
Costa Rica,12.26215645,13.17689531,15.11450382,15.44401544,15.79532814,13.7487636,11.69844021,11.85800604,11.97882197,11.8852459,10.50724638,9.300140911,8.446389497,7.449856734,7.374517375,6.84981685,6.482130343,6.106612686,5.828421742,5.623003195,5.494505495
Cote d'Ivoire,13.68421053,13.00699301,13.71969249,14.14681575,14.63510848,14.95766698,15.33696729,15.81988444,15.41632317,14.57843002,14.0658554,13.81620932,13.71272178,13.11447952,12.49906276,11.73400217,10.99987641,10.35383654,9.760201935,9.19483833,8.639926233
Croatia,7.341269841,9.060240964,8.806818182,7.860465116,7.146171694,6.581933727,6.557377049,6.678230703,6.686669524,5.831265509,5.308219178,5.080330004,4.42206655,4.515272244,4.66367713,4.601366743,4.503249768,4.362256994,4.314105671,4.421261798,4.589495156
Cuba,12.25986727,11.57596729,12.25658648,10.88627049,13.79551821,12.68271711,11.27804075,7.288338658,7.123860182,7.879234168,6.322254335,6.220867695,5.655987113,4.94731202,4.756795422,4.590281513,4.399782727,4.164363368,3.951597656,3.828872827,3.770892784
Cyprus,10.4,11.52416357,11.41868512,10.70234114,10.42345277,8.116883117,7.189542484,7.692307692,8.504398827,8.152173913,7.518796992,6.060606061,5.321507761,5.263157895,5.23138833,5.426356589,5.410447761,5.23465704,4.929577465,4.965753425,5.033557047
Czech Rep.,7.737576286,9.028068705,8.382502543,6.99720112,6.625791139,6.490245316,7.790982833,8.030160226,6.354893457,5.956644675,5.484669587,4.115620214,4.32483475,5.021547686,5.146373299,4.88714792,4.573570759,4.347004347,4.399162064,4.726368159,5.019230769
Denmark,8.96007428,9.164059008,7.842287695,7.506255213,7.735697019,7.394366197,6.861989206,5.893682589,5.023006135,5.442176871,6.263899185,6.097115736,5.754614549,5.543556515,5.219878441,5.190188411,5.372923294,5.478967833,5.423608649,5.280057082,5.13464991
Djibouti,16.12903226,14.28571429,13.95348837,13.79310345,14.81481481,15.04424779,14.61988304,14.4278607,14.38848921,14.37699681,13.89645777,12.37623762,11.56462585,10.92436975,10.48543689,10.09009009,9.579831933,9.16271722,8.520179372,8.131241084,7.608695652
Dominican Rep.,15.21008403,15.03597122,15.6231003,16.26351004,16.13616269,15.34901658,14.2661649,13.26219512,12.84931507,12.27329193,11.75262437,10.76176409,10.29267335,9.760147601,9.106799511,8.488992662,7.933963776,7.466625272,7.053125473,6.658739596,6.306968539
Ecuador,12.41217799,12.80991736,14.51104101,14.4193297,14.42016807,14.40209485,14.06565657,13.67351447,12.96441142,12.03312192,11.23797097,10.86889776,10.07560337,9.141995614,8.480519481,8.003474376,7.50865465,7.045349375,6.599615776,6.222913657,5.892052325
Egypt,11.25080891,13.94093103,13.98878021,14.32015735,13.95741805,13.74177215,13.30175913,13.76095839,13.81051898,14.19153366,11.46802159,10.81863717,10.5055123,10.27902396,9.800573276,8.984821905,8.235166973,7.740621577,7.416863053,7.083385896,6.666768769
El Salvador,13.632287,13.36032389,14.44839858,14.85330073,15.17571885,14.80616534,14.73195441,14.296875,13.08479532,12.25042301,12.06729214,11.48159799,9.185230394,8.515026517,8.35694051,8.064078197,7.752545027,7.083227928,6.516909405,6.103172681,5.8275615
Equatorial Guinea,11.30434783,10.92436975,12.30769231,12.40875912,12.16216216,15.57377049,14.03508772,9.375,11.8556701,14.71861472,14.49814126,13.7704918,13.14285714,12.91139241,13.15192744,12.85714286,12.12686567,11.32075472,10.75949367,10.30927835,9.917355372
Eritrea,14.03812825,14.3081761,13.66806137,14.33823529,14.71535983,14.72795497,15.3907496,16.37508747,14.30348259,15.31421599,14.40042827,12.97676458,13.53185074,13.67971062,12.84619918,11.62292448,10.51338737,9.825673534,9.469935051,9.192255036,8.75092115
Estonia,6.836248013,6.727828746,6.744868035,6.824512535,6.765899865,6.363636364,6.835443038,6.740196078,6.834532374,7.124352332,5.027173913,4.132231405,4.438280166,5.277777778,5.734265734,5.681818182,5.202312139,4.579025111,4.518072289,4.885496183,5.279503106
Ethiopia,13.77901978,14.03731562,13.74945055,13.70854741,14.14674248,14.31410334,14.2624972,14.09097501,14.28453981,14.77969883,15.16318855,14.70462899,13.97919985,13.68641086,13.0878553,12.38915969,11.60665576,10.79784712,10.01954718,9.344049654,8.708749986
Fiji,15.94202899,15.75757576,16.23036649,16.37168142,14.84375,12.98245614,12.77955272,13.10541311,12.74787535,11.40583554,11.13924051,11.00244499,10.21377672,9.302325581,8.71559633,8.295964126,7.912087912,7.608695652,7.236842105,6.607929515,6.236080178
Finland,8.743430483,10.9800363,9.451219512,8.428631936,7.899159664,7.063655031,5.920519059,6.252473288,6.230529595,5.877862595,6.080060423,5.420560748,5.174311927,5.276472714,5.33285612,5.293072824,5.238938053,5.104572847,4.987531172,4.989231874,5.055976887
France,6.145842924,8.696814435,8.26000085,8.032433296,8.069419325,7.570017086,7.345328169,6.338201654,6.45890411,6.223816067,5.813915273,5.763835756,5.998632436,5.891146501,5.554887218,5.395276902,5.271066588,5.231470657,5.286561265,5.319951268,5.267898652
French Guiana,8.333333333,14.28571429,12.5,15.78947368,13.63636364,14.81481481,12.12121212,11.62790698,12.72727273,11.94029851,12.5,11.88118812,11.30434783,9.923664122,9.655172414,9.146341463,8.426966292,8.205128205,7.766990291,7.305936073,6.896551724
French Polynesia,17.24137931,15.625,15.38461538,15.2173913,15.38461538,14.51612903,13.88888889,12.19512195,11.82795699,12.62135922,9.649122807,9.677419355,8.333333333,8.391608392,8.163265306,7.051282051,6.832298137,6.547619048,5.813953488,5.747126437,5.681818182
Gabon,9.128630705,9.016393443,10.08064516,10.11673152,10.29411765,10.78431373,12.1037464,12.75,13.49036403,13.55311355,13.964687,12.66375546,11.56914894,11.00244499,10.60948081,10.08403361,9.556650246,8.955223881,8.42945874,7.972858355,7.60425184
Gambia,12.59259259,13.38028169,10.97560976,11.64021164,12.8440367,13.02681992,13.50482315,13.94101877,13.90728477,13.63636364,14.02439024,14.08083442,13.83219955,13.28671329,12.76785714,12.09935897,11.51339609,10.86092715,10.2189781,9.639233371,9.057398631
Georgia,7.526315789,7.326540514,8.857913669,10.07133865,10.17628205,8.413369189,7.986627043,7.667502687,7.786312849,7.891770011,7.04,4.840764331,4.604380867,5.263157895,5.260663507,5.109489051,4.754754755,4.498448811,4.511278195,4.69273743,4.795321637
Germany,6.810725809,5.798061133,6.57526509,6.875450859,7.639326769,7.119193287,5.198381751,4.755458193,5.058119741,5.406308155,4.84181961,4.564561712,4.253385006,3.964416941,3.89235474,3.991461053,4.009999747,3.957233028,3.899457238,3.889053934,3.968496076
Ghana,14.28571429,14.65968586,13.68233195,14.22325103,14.69500924,14.98384491,14.96336996,14.7250699,14.44399405,14.09624413,13.59062143,12.92441484,12.425,12.13285133,11.79254991,11.21389466,10.64472996,10.06374244,9.621108925,9.255399773,8.896048687
Greece,8.094869812,8.731910719,8.186722965,8.194855452,7.557234941,7.972270364,6.924643585,6.797463337,6.190568601,5.109218808,4.757597685,4.563350036,4.48899929,4.650343491,4.433497537,4.229820233,4.089219331,4.059106284,4.156961118,4.311744543,4.411228582
Grenada,13.95348837,15.55555556,14.28571429,17.64705882,19.14893617,12.76595745,13.04347826,11.76470588,12.24489796,14,11.76470588,9.803921569,7.843137255,9.433962264,9.090909091,9.090909091,7.407407407,5.660377358,5.769230769,6.25,6.25
Guadeloupe,11.00917431,14.16666667,13.57142857,13.63636364,13.41463415,14.20118343,10.84337349,10,8.717948718,8.212560386,8.14479638,7.203389831,6.967213115,6.772908367,6.25,5.859375,5.747126437,5.363984674,5.384615385,5.019305019,5.098039216
Guam,10.52631579,13.63636364,17.85714286,15.625,15.78947368,13.63636364,12.24489796,10.52631579,9.677419355,10.14492754,10.66666667,9.756097561,9.195402299,8.510638298,7.920792079,7.476635514,7.272727273,6.956521739,6.779661017,5.833333333,5.737704918
Guatemala,13.6071887,14.76510067,15.02692119,14.45680068,14.49383638,14.54664057,14.79665417,15.01654365,15.04865354,14.39363817,14.35322948,13.85773544,13.40569878,12.68351384,11.93562324,11.10566075,10.24069233,9.396197973,8.604431872,7.868095876,7.204836415
Guinea,13.09977152,12.63084438,13.00191205,13.17157712,13.36453458,13.35650447,13.62847222,13.95259939,14.23417514,14.38596491,14.32354357,14.06352683,13.89432485,13.79074927,13.34834835,12.67173536,11.91046205,11.1664681,10.50499061,9.889111071,9.295466037
Guinea-Bissau,12.45283019,11.88811189,15.18151815,12.21122112,12.78688525,9.943181818,15.87677725,13.79310345,12.81553398,12.88135593,13.37386018,13.74663073,13.82211538,13.70449679,13.47449471,12.97577855,12.5293657,11.99143469,11.44538914,10.83684527,10.38525963
Guyana,12.8440367,14.85943775,16.20689655,15.17027864,15.96638655,14.74530831,13.48600509,12.5,12.20779221,10.05154639,9.793814433,10.9919571,10.02710027,8.130081301,7.650273224,7.56302521,7.471264368,7.079646018,6.501547988,5.666666667,5.376344086
Haiti,12.5984252,11.92865106,13.04568528,13.35789959,13.66485583,13.33333333,12.69896194,13.23665535,14.52777778,13.77576672,12.97989031,12.40554156,11.54667184,10.98683024,10.4827819,9.974627339,9.453781513,8.866362079,8.304829662,7.786561265,7.325165901
Honduras,12.82051282,13.61502347,15.00503525,15.15410959,15.47085202,15.66343042,15.15486726,15.18026565,15.06961507,14.5930441,14.17575369,13.11522872,11.9160105,11.17211745,10.43402017,9.666259666,8.861726509,8.075321383,7.377900935,6.701116853,6.347924406
"Hong Kong, China",6.035379813,12.71676301,13.5026738,13.78363537,13.11306144,9.319664492,8.291873964,7.613636364,7.366151635,6.110044786,5.629715612,4.231625835,2.766586086,3.276170975,3.823529412,3.751769703,3.614733471,3.351206434,3.181219833,3.248159376,3.480876665
Hungary,7.857290163,7.834645669,8.747822721,7.397521449,5.876830642,6.345692677,6.974637681,7.436506486,5.86597364,5.635891732,5.399850523,4.572940287,4.446564885,4.648023144,4.6484375,4.555357497,4.465902233,4.386144702,4.343286699,4.464285714,4.623028732
Iceland,9.722222222,11.53846154,11.49425287,11.57894737,10.89108911,9.433962264,9.009009009,8.333333333,8.064516129,7.633587786,7.913669065,7.382550336,6.289308176,6.586826347,6.818181818,6.557377049,5.85106383,5.729166667,5.18134715,5.154639175,5.102040816
India,12.00993555,12.12150716,13.8721542,13.7388855,13.45830484,13.1469454,12.89567896,12.86971111,12.5763338,12.15456715,11.72023437,10.87839572,10.20168033,9.417903521,8.79415571,8.141762727,7.487681734,6.848624996,6.354316389,6.164848786,5.954047163
Indonesia,13.02211934,12.08254269,12.56264188,13.55788989,13.67493584,13.66159383,13.32512652,12.6619327,11.96058713,10.8075028,9.896396792,9.18985934,8.848911597,8.19185961,7.471782765,6.773761511,6.459084645,6.278462219,6.091136159,5.854682848,5.596292482
Iran,12.24783862,13.81880123,14.33795949,14.27167772,14.41128518,14.63444553,14.13179263,14.37844718,15.78832594,13.63011906,10.45166788,7.531187876,7.816054599,8.223759798,7.936085863,7.252793102,6.229691877,5.732802679,5.706775206,5.757550545,5.613095851
Iraq,12.18150087,10.99033816,16.25470177,13.72595026,14.15752742,15.6786139,15.3432228,15.13315663,14.65699944,14.1953417,13.77137714,14.08097456,13.32433475,12.39482749,11.42208775,10.70747434,10.1920604,9.64090405,8.99416287,8.373972877,7.83811961
Ireland,9.465020576,10.02766252,10,10.21693492,10.4010877,10.01259446,10.23668639,9.648127128,9.215017065,7.705008255,6.746861925,6.396181384,6.771515946,7.057858022,6.742010912,6.049290515,5.463695183,5.243055556,5.33557047,5.465191932,5.463786531
Israel,9.031198686,11.60092807,12.52408478,11.11987382,10.57023644,10.3221957,11.2055231,10.65175097,10.09700176,9.364671318,8.834037025,9.029011249,8.991825613,8.672431333,8.045148895,7.502850627,7.142857143,6.940980881,6.74,6.449738524,6.094339623
Italy,7.895621481,8.457309185,7.649180585,7.542257772,8.084268844,7.817015578,7.254118134,5.990232574,4.938733833,4.562995058,4.511711467,4.309945008,4.493289243,4.573858146,4.235560589,3.919650427,3.845900776,3.910243643,4.065285877,4.222726811,4.29028155
Jamaica,11.52777778,11.47540984,12.98701299,13.94335512,15.97077244,15.07782101,13.21626617,11.5716753,11.63757273,11.04,10.82949309,10.42584435,9.038737446,8.509142053,8.1604426,7.923497268,7.477906186,6.908344733,6.435986159,6.069160198,5.886627907
Japan,11.05265652,12.04441599,9.567491196,7.703712608,7.56923424,7.636132719,8.306090122,6.808607537,5.845987158,5.010399237,4.543488336,4.409060259,4.221656129,3.920598602,3.625325511,3.411148318,3.358276458,3.398362684,3.464843065,3.498170832,3.496053453
Jordan,14.9122807,14.64174455,14.12037037,13.99253731,15.24777637,15.34391534,16.41791045,15.4679041,15.73538857,13.97954213,13.06017926,12.65260821,11.09350238,11.04240283,10.25013594,9.15279879,8.315615403,7.64075067,7.109408259,6.632653061,6.406465602
Kazakhstan,8.234614273,9.374244987,11.28907758,12.6904376,12.72994849,10.41410414,10.30514611,10.02816212,10.01759531,10.25516403,8.864337102,6.74398084,7.022641966,8.368396447,7.994086877,7.256894049,6.402909412,5.941349613,5.927445476,6.074916819,6.013099968
Kenya,11.71589778,13.65600691,15.37128713,15.6986532,15.90989713,15.97694354,16.28077913,16.29817444,16.21023984,15.60756467,14.11004057,13.72734876,13.99275646,14.3639736,13.67768277,12.62277952,11.71317017,11.13019181,10.70698925,10.20847411,9.585182055
"Korea, Dem. Rep.",14.96688742,13.03340413,8.2026538,12.56965944,11.45410236,13.41714009,11.97015938,7.748538012,8.906843181,8.270812619,8.690793432,7.741286863,6.56561496,6.070935801,6.062060141,6.212994395,6.086002976,5.704016253,5.336154208,5.204960114,5.287576994
"Korea, Rep.",13.25451151,12.93363499,14.75763878,15.22339446,13.92485807,12.45586618,11.45744226,9.386263763,8.544259544,6.582312559,7.06992707,6.347884039,4.778435777,4.34117268,4.212461532,4.056965055,3.979321952,3.873139474,3.728224438,3.588150166,3.52889281
Kuwait,14.51612903,12.82051282,15.23809524,15.84699454,16.61538462,16.88596491,15.55555556,14.22818792,14.05405405,12.22707424,10.64073227,9.878844362,9.377526273,9.28057554,8.452535761,7.637231504,7.060121346,6.711065574,6.615532119,6.50994575,6.31443299
Kyrgyzstan,7.142857143,8.591408591,11.57894737,13.51150705,13.91585761,12.11943794,11.91876002,11.43410853,12.12661614,12.73584906,11.50935882,9.96978852,8.71886121,9.350824083,9.009297852,8.139894769,7.142857143,6.430678466,6.324340006,6.280470318,6.071019473
Laos,12.89940828,13.51351351,14.07407407,13.54252684,13.35289802,13.44155844,14.36464088,13.92681595,13.98002853,14.37474034,14.21695668,13.82113821,11.35587962,11.01936219,10.68342498,10.37575758,9.834579651,9.020949124,8.289313287,7.799767171,7.462686567
Latvia,7.25294651,6.465899026,6.386554622,6.774193548,6.713505074,6.028636021,6.420664207,6.173725772,6.447091801,7.228017884,5.140186916,3.79644588,4.05965203,4.664970314,5.043478261,5.017921147,4.691812328,4.174573055,4.00390625,4.404404404,4.825462012
Lebanon,10.73919107,11.33250311,13.24786325,14.45672192,14.10891089,13.29904482,12.68709907,12.03263086,11.66448231,10.15228426,9.87012987,9.309021113,7.561088059,6.946902655,6.877402819,6.73553719,6.532258065,6.148353828,5.725490196,5.46234881,5.419103314
Lesotho,12.59640103,13.33333333,12.96703297,13.12127237,13.33333333,13.40872375,13.62984218,13.68821293,14.06976744,13.89793702,12.82306163,12.65344665,12.01091902,11.59929701,11.32075472,11.08312343,10.62602965,10.15434606,9.767814251,9.451945989,9.019607843
Liberia,13.18944844,13.01518438,12.87313433,14.88,15.17241379,14.73429952,13.3126935,14.3365984,14.58523245,14.44557477,14.23562412,14.16666667,13.86330587,13.45578812,12.9460896,12.29564033,11.54320988,10.85424302,10.21575253,9.657170449,9.080641518
Libya,13.65461847,13.61161525,14.15525114,14.24903723,14.64699684,15.96203624,16.39803784,16.40798226,16.6343356,12.4728379,10.38656775,10.10526316,10.22727273,10.06904488,9.413333333,8.234998745,7.030129125,6.26715462,6.137658922,6.306686353,6.283258289
Lithuania,8.309659091,7.487753674,8.189081225,8.821676118,8.768768769,7.674684994,7.419712071,6.933333333,7.076923077,7.194994786,6.229860365,4.879385965,4.106419896,4.381752701,4.632489191,4.758883249,4.69667319,4.432505037,4.158004158,4.148783977,4.4411547
Luxembourg,6.756756757,5.921052632,6.918238994,7.185628743,7.558139535,6.666666667,5.882352941,5.235602094,5.670103093,5.769230769,6.278026906,5.957446809,5.668016194,5.34351145,5.434782609,5.517241379,5.537459283,5.572755418,5.637982196,5.428571429,5.464480874
"Macao, China",7.954545455,11.49425287,13.63636364,13.33333333,12.90322581,8,7.37704918,5.882352941,8.376963351,9.047619048,7.391304348,4.705882353,3.496503497,3.678929766,3.883495146,3.761755486,3.669724771,3.039513678,2.73556231,2.752293578,3.105590062
"Macedonia, FYR",10.60358891,12.16617211,12.35465116,11.58038147,10.72351421,9.891435464,9.14221219,9.010989011,8.613445378,7.951070336,7.355864811,6.286836935,5.555555556,5.073170732,5.170731707,5.093046033,4.95049505,4.718875502,4.517453799,4.502617801,4.623655914
