Total population,1700,1730,1750,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Abkhazia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,,,,,,,,,,,,,,,"3,280,000",,,,,,,,,,,,,,,,,,,,"3,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,730,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,151,455","8,276,820","8,407,148","8,542,906","8,684,494","8,832,253","8,986,449","9,147,286","9,314,915","9,489,453","9,671,046","9,859,928","10,056,480","10,261,254","10,474,903","10,697,983","10,927,724","11,163,656","11,411,022","11,676,990","11,964,906","12,273,101","12,593,688","12,915,499","13,223,928","13,505,544","13,766,792","14,003,408","14,179,656","14,249,493","14,185,729","13,984,092","13,672,870","13,300,056","12,931,791","12,625,292","12,372,113","12,183,387","12,156,685","12,414,686","13,032,161","14,069,854","15,472,076","17,053,213","18,553,819","19,789,880","20,684,982","21,299,350","21,752,257","22,227,543","22,856,302","23,677,385","24,639,841","25,678,639","26,693,486","27,614,718","28,420,974","29,145,841","29,839,994","30,577,756","31,411,743","32,358,260","33,397,058","34,499,915"
Akrotiri and Dhekelia,,,,,,,,,,,,,,,,,,,"3,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,700",,,"15,700",,,,,
Albania,"300,000",,,,,,,,,,,,,,,,,,"410,445",,,,,,,,,,,,,,,,,,,,"437,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000",,,,,,,,,,,,,,,,,,,,"603,000",,,,,,,,,,,,,,,,,,,,"726,000",,,,,,,,,,"800,000",,,,,,,,,,"874,000",,,"898,000",,,,,,,"932,000","937,000","942,000","947,000","952,000","956,000","962,000","967,000","972,000","977,000","982,000","988,000","993,000","998,000","1,003,000","1,009,000","1,014,000","1,030,000","1,040,000","1,070,000","1,088,000","1,100,000","1,117,000","1,119,000","1,122,000","1,138,000","1,154,000","1,175,000","1,192,000","1,209,000","1,215,002","1,239,971","1,269,302","1,302,536","1,339,240","1,378,998","1,421,417","1,466,124","1,512,765","1,561,012","1,610,565","1,661,158","1,712,563","1,764,593","1,817,098","1,869,942","1,922,993","1,976,140","2,029,314","2,082,474","2,135,599","2,188,650","2,241,623","2,294,578","2,347,607","2,400,801","2,454,255","2,508,026","2,562,121","2,616,530","2,671,300","2,725,029","2,777,592","2,831,682","2,891,004","2,957,390","3,033,393","3,116,009","3,194,854","3,255,859","3,289,483","3,291,695","3,266,983","3,224,901","3,179,442","3,141,102","3,112,597","3,091,902","3,079,037","3,072,725","3,071,856","3,077,378","3,089,778","3,106,701","3,124,861","3,141,800","3,156,607","3,169,665","3,181,397","3,192,723","3,204,284","3,215,988","3,227,373","3,238,316"
Algeria,"1,750,000",,,,,,,,,,,,,,,,,,"2,503,218",,,,,,,,,,,,,,,,,,,,"2,689,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,776,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,497,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,752,997","8,953,373","9,140,990","9,326,099","9,515,990","9,715,002","9,924,347","10,142,284","10,364,614","10,585,506","10,799,997","11,006,643","11,209,845","11,420,845","11,654,905","11,923,002","12,229,853","12,572,629","12,945,462","13,338,918","13,746,185","14,165,889","14,600,659","15,052,371","15,524,137","16,018,195","16,533,323","17,068,212","17,624,756","18,205,468","18,811,199","19,442,423","20,095,648","20,762,767","21,433,070","22,098,298","22,753,511","23,398,470","24,035,237","24,668,100","25,299,182","25,930,560","26,557,969","27,169,903","27,751,086","28,291,591","28,786,855","29,242,917","29,673,694","30,099,010","30,533,827","30,982,214","31,441,848","31,913,462","32,396,048","32,888,449","33,391,954","33,906,605","34,428,028","34,950,168","35,468,208","35,980,193","36,485,828","36,983,924"
American Samoa,"7,427",,,,,,,,,,,,,,,,,,"8,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,700",,,,,,,,,,,,"7,300",,,,,,,,"8,100",,,,,,,,,,"10,000",,,,,,,,,,"13,000",,,,,,,,,,"18,937","19,287","19,525","19,659","19,706","19,688","19,640","19,603","19,624","19,757","20,041","20,500","21,124","21,870","22,672","23,480","24,283","25,087","25,869","26,608","27,288","27,907","28,470","28,983","29,453","29,897","30,305","30,696","31,139","31,727","32,526","33,557","34,797","36,203","37,706","39,253","40,834","42,446","44,048","45,595","47,052","48,402","49,648","50,801","51,885","52,919","53,901","54,834","55,745","56,667","57,625","58,633","59,687","60,774","61,871","62,962","64,045","65,130","66,217","67,312","68,420","69,543","70,680","71,834"
Andorra,,,,,,,,,,,,,,,,,,,"2,654",,,,,,,,,,,,,,,,,,,,"2,654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,197","6,692","7,247","7,856","8,514","9,217","9,964","10,754","11,585","12,460","13,377","14,337","15,337","16,373","17,438","18,529","19,640","20,772","21,931","23,127","24,364","25,656","26,997","28,357","29,688","30,967","32,156","33,279","34,432","35,753","37,328","39,226","41,390","43,636","45,702","47,414","48,653","49,504","50,236","51,241","52,773","54,996","57,767","60,670","63,111","64,699","65,227","64,905","64,246","63,985","64,634","66,390","69,043","72,203","75,292","77,888","79,874","81,390","82,577","83,677","84,864","86,165","87,518","88,909"
Angola,,,,,,,,,,,,,,,,,,,"1,567,028",,,,,,,,,,,,,,,,,,,,"1,567,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,738,000",,,,,,,,,,"4,147,509","4,219,332","4,296,534","4,376,947","4,458,962","4,541,519","4,624,143","4,706,909","4,790,376","4,875,462","4,963,068","5,053,693","5,147,083","5,242,084","5,337,063","5,431,135","5,524,090","5,617,242","5,713,156","5,815,282","5,926,333","6,047,736","6,179,685","6,322,194","6,474,796","6,637,419","6,808,850","6,989,988","7,185,188","7,400,231","7,638,420","7,903,368","8,191,774","8,491,682","8,786,652","9,065,562","9,322,550","9,562,796","9,799,680","10,052,567","10,335,052","10,653,515","11,002,910","11,371,750","11,742,960","12,105,105","12,452,725","12,792,237","13,138,265","13,511,575","13,926,373","14,388,244","14,890,474","15,419,943","15,957,460","16,489,021","17,010,366","17,525,367","18,037,964","18,555,115","19,081,912","19,618,432","20,162,517","20,714,494"
Anguilla,,,,,,,,,,,,,,,,,,,"2,025",,,,,,,,,,,,,,,,,,,,"2,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,121","5,297","5,438","5,549","5,635","5,697","5,743","5,777","5,805","5,831","5,863","5,901","5,948","6,001","6,057","6,114","6,171","6,228","6,287","6,344","6,400","6,454","6,506","6,554","6,596","6,630","6,662","6,691","6,713","6,716","6,698","6,651","6,586","6,536","6,551","6,661","6,881","7,197","7,575","7,964","8,332","8,669","8,985","9,277","9,549","9,805","10,036","10,244","10,461","10,727","11,068","11,498","12,003","12,548","13,083","13,574","14,008","14,393","14,737","15,055","15,358","15,645","15,911","16,158"
