,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.562732587,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.483373068,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.404755208,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.326901426,2.278484439,2.230067453,2.181650467,2.13323348,2.084816494,2.036399508,2.217681363,2.326450476,2.326450476,2.196806729,1.904678175,2.243547298,2.2026493,2.144223589,2.050742452,2.284445295,2.103325591,2.044899881,2.220177013,2.377926433,2.41882443,2.483092712,2.301973008,2.377926433,2.47140757,2.40118083,2.248053424,2.260665225,2.273277025,2.285888826,2.263818175,2.241747524,2.138820094,2.117553417,2.09628674,2.084134353,2.071981966,2.059829579,2.047677193,2.035524806,2.032486709,2.029448612,2.026410516,2.023372419,2.020334322,1.989953355,1.886382242,1.857136005,1.827889769,1.798643533,1.745025433,1.626622588,1.513138404,1.404520521,1.356982904,1.259281855,1.21785811,1.126270591,1.086613176,1.001060911,0.9692089731,0.8950569318,0.8646423759,0.8342278199,0.803813264,0.7795038269,0.7926221376,0.8057404482,0.8188587589,0.7920889684,0.7607232852,0.729357602,0.6296160312,0.5385779602,0.4284230923,0.4234606627,0.4401668492,0.3310090236,0.3242537374,0.2963666396,0.2913434763,0.2450135634,0.2049100562,0.2396404589,0.2003766478,0.181285498,0.1804577103,0.1796299227,0.163006712,0.163006712,0.1622520513,0.1779743474,0.1622520513,0.1779743474,0.163006712,0.163006712,0.1637613727,0.1645160334,0.1645160334,0.1645160334,0.1645160334,0.1637613727,0.1622520513,0.1607427298,0.1584787477,0.1562147656,0.1547054442,0.1524414621,0.1516868014,0.15017748,0.1343058192,0.1448948551,0.1411215516,0.1358389266,0.1305563017,0.1237643554,0.1177270697,0.1109351234,0.1056524985,0.1003698736,0.09659657005,0.1026456701,0.09206860583,0.08222805257,0.08222805257,0.08291328635,0.08496898766,0.08702468898,0.08143468537,0.08392124065,0.08640779593,0.08889435121,0.09075926767,0.09262418413,0.09386746177,0.0826283903,0.06752831978,0.04432925984
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.665654494,3.666043552,3.66643261,3.666821668,3.667210726,3.667599784,3.667988842,3.668377899,3.668766957,3.669156015,3.669545073,3.669934131,3.670323189,3.670712247,3.671101304,3.671490362,3.67187942,3.672268478,3.672657536,3.673046594,3.673435652,3.673824709,3.674213767,3.674602825,3.674991883,3.675380941,3.675769999,3.676159057,3.676548114,3.676937172,3.67732623,3.677715288,3.678104346,3.678493404,3.678882462,3.679271519,3.679660577,3.680049635,3.680438693,3.680827751,3.681216809,3.681605867,3.681994924,3.682383982,3.68277304,3.683162098,3.683551156,3.683940214,3.684329272,3.684718329,3.685107387,3.685496445,3.685885503,3.686274561,3.686663619,3.687052677,3.687441734,3.687830792,3.68821985,3.688608908,3.688997966,3.689387024,3.689776082,3.690165139,3.690554197,3.690943255,3.691332313,3.691721371,3.692110429,3.692499487,3.692888544,3.693277602,3.69366666,3.694055718,3.694444776,3.694833834,3.695222892,3.695611949,3.696001007,3.696390065,3.696779123,3.697168181,3.697557239,3.697946297,3.698335354,3.698724412,3.69911347,3.699502528,3.699891586,3.700280644,3.700669702,3.701058759,3.701447817,3.701836875,3.702225933,3.702614991,3.703004049,3.703393107,3.703782164,3.704171222,3.70456028,3.704949338,3.705338396,3.705727454,3.706116512,3.706505569,3.706894627,3.707283685,3.707672743,3.708061801,3.708450859,3.708839917,3.709228974,3.709618032,3.71000709,3.710396148,3.710785206,3.711174264,3.711563322,3.711952379,3.712341437,3.712730495,3.713119553,3.713508611,3.713897669,3.714286727,3.712341437,3.710396148,3.708450859,3.706505569,3.70456028,3.702614991,3.700669702,3.698724412,3.696779123,3.694833834,3.692888544,3.690943255,3.688997966,3.687052677,3.685107387,3.683162098,3.681216809,3.679271519,3.67732623,3.675380941,3.673435652,3.573402305,3.571508986,3.569615668,3.470437401,3.481947973,3.504969117,3.424179833,3.343157297,3.359465381,3.277780198,3.288336656,3.201068584,3.211312003,3.123951157,3.138850765,3.051276211,3.070527165,2.987302496,3.005944009,2.926664778,2.944702773,2.860243756,2.873324139,2.788563721,2.805413049,2.724306087,2.647066319,2.670595797,2.595985634,2.618657998,2.539038923,2.553589289,2.466275807,2.473272334,2.376041338,2.376041338,2.276903532,2.27045338,2.264003228,2.257553077,2.247877849,2.234977546,2.222077243,2.114465802,2.09900918,2.083552559,2.065004613,2.046456668,2.027908722,2.009360776,1.987721507,1.885206975,1.867449924,1.852652381,1.757289761,1.74314089,1.653669886,1.642861586,1.556060414,1.545755378,1.461835094,1.45202412,1.373214979,1.363889241,0.668093142,0.3146185375,0.09496931044
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.804644259,3.804689019,3.80473378,3.80477854,3.804823301,3.804868061,3.804912822,3.804957582,3.805002343,3.805047103,3.805091864,3.805136624,3.805181385,3.805226146,3.805270906,3.805315667,3.805360427,3.805405188,3.805449948,3.805494709,3.805539469,3.80558423,3.80562899,3.805673751,3.805718511,3.805763272,3.805808032,3.805852793,3.805897553,3.805942314,3.805987074,3.806031835,3.806076595,3.806121356,3.806166116,3.806210877,3.806255638,3.806300398,3.806345159,3.806389919,3.80643468,3.80647944,3.806524201,3.806568961,3.806613722,3.806658482,3.806703243,3.806748003,3.806792764,3.806837524,3.806882285,3.806927045,3.806971806,3.807016566,3.807061327,3.807106087,3.807150848,3.807195608,3.807240369,3.807285129,3.80732989,3.807374651,3.807419411,3.807464172,3.807508932,3.807553693,3.807598453,3.807643214,3.807687974,3.807732735,3.807777495,3.807822256,3.807867016,3.807911777,3.807956537,3.808001298,3.808046058,3.808090819,3.808135579,3.80818034,3.8082251,3.808269861,3.808314621,3.808359382,3.808404143,3.808448903,3.808493664,3.808538424,3.808583185,3.808627945,3.808672706,3.808717466,3.808762227,3.808806987,3.808851748,3.808896508,3.808941269,3.808986029,3.80903079,3.80907555,3.809120311,3.809165071,3.809209832,3.809254592,3.809299353,3.809344113,3.809388874,3.809433634,3.809478395,3.809523156,3.809567916,3.809612677,3.809657437,3.809702198,3.809746958,3.809791719,3.809836479,3.80988124,3.809926,3.809970761,3.810015521,3.810060282,3.810105042,3.810149803,3.810194563,3.810239324,3.810015521,3.809791719,3.809567916,3.809344113,3.809120311,3.808896508,3.808672706,3.808448903,3.8082251,3.808001298,3.807777495,3.807553693,3.80732989,3.807106087,3.806882285,3.806658482,3.80643468,3.806210877,3.805987074,3.805763272,3.697368889,3.589829096,3.377641817,3.272854692,3.16905725,3.066459243,3.066459243,3.066459243,3.066459243,2.964886821,2.964886821,2.964886821,2.864385695,2.864385695,2.864385695,2.764967372,2.764967372,2.764967372,2.666674217,2.666674217,2.666674217,2.666674217,2.666674217,2.569534543,2.569534543,2.573313271,2.573313271,2.577091998,2.480837458,2.480837458,2.477199866,2.375320955,2.3613279,2.255054792,2.234890367,2.21808668,2.112424665,2.099524361,2.09307421,2.089849134,2.09307421,2.09307421,2.184479306,2.187840044,2.277369575,2.270373048,2.353521753,2.338971386,2.320783428,2.298957879,2.266219555,2.23348123,2.193467723,2.063975498,2.018498072,1.969522382,1.841684092,1.791273031,1.74086197,1.622213139,1.573837002,1.465287705,1.422009165,1.381821949,1.28442673,0.5231451774,0.2536697509,0.08589617975
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.221555423,3.123951157,3.123951157,3.027212519,2.931377957,2.8364748,2.8364748,2.8364748,2.746880437,2.746880437,2.746880437,2.6537691,2.6537691,2.561660947,2.561660947,2.561660947,2.470595231,2.474516811,2.388155635,2.298957879,2.295320287,2.284407513,2.266219555,2.240756414,2.204380498,2.237006544,2.338023881,2.411150606,2.470000504,2.523000298,2.586332201,2.631037612,2.674525837,2.707731468,2.711728667,2.642566348,2.545396433,2.389897668,2.180151257,1.924246437,1.728669764,1.599188727,1.545228371,1.417512236,1.375546414,1.26995812,1.241196002,1.208008943,1.172609414,1.130572473,1.08411059,1.035436237,0.9326439553,0.8865357148,0.8425233034,0.7569752189,0.7213062295,0.6507181978,0.6226699996,0.5616528995,0.5387642234,0.4863181048,0.4697766727,0.4263273826,0.4123748501,0.3739002834,0.1490017792,0.08310140327,0.05589467887
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.489362653,3.30353411,3.21156736,3.029703436,2.850791676,2.675057149,2.665736393,2.64709488,2.55237637,2.547866871,2.543357372,2.463472138,2.472192393,2.401029186,2.413666181,2.346156138,2.36648678,2.386817422,2.317653621,2.33726152,2.267236362,2.282351271,2.211655681,2.229843639,2.158428614,2.172421668,2.100460872,2.110543084,2.038247921,2.044698072,1.969173561,1.975356209,1.894085501,1.900004518,1.819544793,1.819544793,1.73743421,1.73203006,1.723923835,1.633348183,1.617890629,1.602433075,1.584399262,1.566365449,1.545755378,1.525145306,1.501958975,1.476196386,1.447857537,1.486141237,1.453716337,1.423993513,1.465823021,1.440355054,1.488632823,1.473835281,1.464956755,1.456078229,1.511657569,1.499292272,1.486926975,1.408726091,1.39096904,1.37025248,1.290377023,1.270568603,0.6380785876,0.3164592932,0.0891639692
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.579433364,2.579451106,2.579468848,2.579486591,2.579504333,2.579522075,2.579539817,2.57955756,2.579575302,2.579593044,2.579610787,2.579628529,2.579646271,2.579664013,2.579681756,2.579699498,2.57971724,2.579734982,2.579752725,2.579770467,2.579788209,2.579805952,2.579823694,2.579841436,2.579859178,2.579876921,2.579894663,2.579912405,2.579930148,2.57994789,2.579965632,2.579983374,2.580001117,2.580018859,2.580036601,2.494593442,2.494610597,2.494627752,2.494644906,2.494662061,2.494679215,2.49469637,2.494713525,2.494730679,2.410183067,2.41019964,2.410216213,2.410232786,2.410249359,2.410265932,2.410282505,2.410299078,2.410315651,2.410332224,2.410348797,2.41036537,2.410381944,2.410398517,2.41041509,2.410431663,2.326785368,2.326801366,2.289181545,2.251561724,2.213941904,2.176322083,2.138702262,2.101082441,2.063462621,2.0258428,1.988222979,1.881260229,1.871801379,1.862342528,1.852883678,1.843424828,1.767159595,1.758045305,1.748931015,1.739816724,1.666060595,1.657286724,1.644508592,1.631730461,1.618952329,1.606174197,1.593396066,1.580617934,1.567839802,1.55506167,1.542283539,1.529505407,1.464564829,1.458207785,1.45185074,1.388667446,1.382560314,1.376453182,1.315029827,1.30916922,1.303308612,1.243639754,1.244474412,1.24530907,1.19300751,1.193806577,1.142238345,1.143002384,1.143766423,1.092881245,1.093610805,1.04338488,1.040950315,1.038515751,0.9864075678,0.9840897253,0.9332149842,0.9310117785,0.8814150968,0.8793243121,0.8309857641,0.8290052056,0.8043268178,0.77964843,0.6729697684,0.6503442218,0.6652266518,0.6206131318,0.6151904801,0.6374841045,0.6136945762,0.5634135669,0.5101377671,0.4440005905,0.406218021,0.4271025233,0.3907113039,0.4376862943,0.3914359168,0.3585705913,0.3737024324,0.3826194102,0.3722164067,0.3818859963,0.3779930446,0.3511941075,0.3625770889,0.3863262107,0.3697770489,0.3417678044,0.3416689132,0.3189706095,0.3274934172,0.335018875,0.3117448336,0.3167943383,0.3206849403,0.3234166396,0.296053394,0.2955251315,0.292808353,0.287450262,0.2792999264,0.2682818801,0.2314034446,0.2175617224,0.2030347665,0.1885763339,0.1750772286,0.1630856376,0.1387497845,0.1312901187,0.1251980583,0.1201627838,0.1159978037,0.1126409541,0.10009556,0.09817173355,0.08761555357,0.08643571883,0.08540977558,0.07693310012,0.07627954223,0.07576603246,0.07539257081,0.07525252269,0.06838638292,0.06872555903,0.06923432319,0.06987027839,0.06409198765,0.06451592744,0.06463154738,0.06443884748,0.06389928775,0.06308994816,0.06208790866,0.05571086382,0.05483158882,0.05416333982,0.05367094582,0.04857602801,0.04854402799,0.04860802803,0.04880002814,0.04905602828,0.04494863759,0.04529797933,0.04564732108,0.04861672589,0.04890784401,0.04322289552,0.03690340684,0.02160056731
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.393901236,3.394703527,3.395505817,3.396308108,3.397110399,3.39791269,3.398714981,3.399517271,3.400319562,3.401121853,3.401924144,3.402726435,3.403528725,3.404331016,3.405133307,3.405935598,3.406737889,3.407540179,3.40834247,3.409144761,3.409947052,3.410749343,3.411551633,3.412353924,3.413156215,3.413958506,3.414760797,3.415563088,3.416365378,3.417167669,3.41796996,3.418772251,3.419574542,3.420376832,3.421179123,3.421981414,3.422783705,3.423585996,3.424388286,3.425190577,3.425992868,3.426795159,3.42759745,3.42839974,3.429202031,3.430004322,3.430806613,3.431608904,3.432411194,3.433213485,3.434015776,3.434818067,3.435620358,3.436422648,3.437224939,3.43802723,3.438829521,3.439631812,3.440434102,3.441236393,3.442038684,3.442840975,3.443643266,3.444445556,3.445247847,3.446050138,3.446852429,3.44765472,3.448457011,3.449259301,3.450061592,3.450863883,3.451666174,3.452468465,3.453270755,3.454073046,3.454875337,3.455677628,3.456479919,3.457282209,3.4580845,3.458886791,3.459689082,3.460491373,3.461293663,3.462095954,3.462898245,3.463700536,3.464502827,3.465305117,3.466107408,3.466909699,3.46771199,3.468514281,3.469316571,3.470118862,3.470921153,3.471723444,3.472525735,3.473328025,3.474130316,3.474932607,3.475734898,3.476537189,3.47733948,3.47814177,3.478944061,3.479746352,3.480548643,3.481350934,3.482153224,3.482955515,3.483757806,3.484560097,3.485362388,3.486164678,3.486966969,3.48776926,3.488571551,3.489373842,3.490176132,3.490978423,3.491780714,3.492583005,3.493385296,3.494187586,3.491654037,3.489120487,3.486586937,3.484053387,3.481519837,3.478986287,3.476452737,3.473919187,3.471385637,3.468852087,3.363529217,3.361070796,3.256855661,3.153691287,3.051615717,2.950655312,2.85082588,2.752169173,2.750147254,2.652742226,2.556556259,2.461614093,2.367926615,2.275550478,2.273871312,2.187840044,2.201282993,2.211365206,2.224808155,2.238251105,2.164025878,2.176926181,2.19305156,2.205951864,2.129922423,2.139196396,2.148470369,2.157744341,2.068696508,2.068696508,2.068696508,1.975182372,1.972352598,1.877942109,1.78792372,1.780194943,1.689940234,1.599364135,1.508904944,1.418876309,1.406301335,1.317770996,1.2266412,1.209812282,1.123305799,1.037147795,1.020606363,0.942571086,0.9270682721,0.8521448319,0.8376525728,0.7674005119,0.7525388823,0.6831502202,0.6668249392,0.6004511579,0.5841598474,0.5222657535,0.5061464401,0.4889525058,0.4341321358,0.4173206408,0.3672060741,0.3517924858,0.306281435,0.2922090447,0.2535659964,0.2414914251,0.2083110665,0.1987177937,0.172193953,0.165355926,0.1448528172,0.1403261667,0.1363653475,0.07461874391,0.05248003026,0.03709661839
Central African Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.850536824,3.82431436,3.798091897,3.771869433,3.74564697,3.719424506,3.693202043,3.66697958,3.640757116,3.614534653,3.588312189,3.562089726,3.535867262,3.509644799,3.483422336,3.457199872,3.430977409,3.404754945,3.378532482,3.352310018,3.326087555,3.299865092,3.184376671,3.158869243,3.046132475,2.935455187,2.951763272,2.98437944,2.929417085,2.95580823,2.982199375,2.914252839,2.934739678,2.865691284,2.885557428,2.900457036,2.825077502,2.834702979,2.754283581,2.763604337,2.678642339,2.683151838,2.594275968,2.506337483,2.506337483,2.41934645,2.33333994,2.248342726,2.248342726,2.16436699,2.081466816,1.99963875,1.99963875,1.918920115,1.918920115,1.839337942,1.842429266,1.842429266,1.763867123,1.760907614,1.757948106,1.754988597,1.746110071,1.814607347,1.80224205,1.786785429,1.847968447,1.835068144,1.898816628,1.888734416,1.959027591,1.948532801,2.018863327,2.085857453,2.074521271,2.059406362,2.036733998,2.014061635,1.987610544,1.957380726,1.92337218,1.81879579,1.714149143,1.682664771,1.58626805,1.493210106,0.6301521456,0.3001340122,0.09643866552
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.487703259,3.390609442,3.294233043,3.198606763,3.009720828,2.916519533,2.921332272,2.930957749,2.847491147,2.856811904,2.86613266,2.782360813,2.791379811,2.707639288,2.716359543,2.725079798,2.641132104,2.649556768,2.657981432,2.569793204,2.577925461,2.498046289,2.505889448,2.517654188,2.441057816,2.456172725,2.471287634,2.39353526,2.408085626,2.418998401,2.336840056,2.347334846,2.261776266,2.265137004,2.268497741,2.180151257,2.180151257,2.089735207,2.086643883,1.994708793,1.991749285,1.988789776,1.89877847,1.893118921,1.890289147,1.887459373,1.884629599,1.881799825,1.968073216,1.965113707,1.965113707,1.962154199,2.049547992,2.046456668,2.046456668,2.043365343,2.125324968,2.115649741,2.099524361,2.083398982,2.064048527,2.041472997,2.01567239,1.904255751,1.876433833,1.848611914,0.8613857654,0.3864023705,0.09849055202
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1858697412,0.1858697412,0.1849630595,0.1858697412,0.1713520461,0.1746631967,0.178802135,0.183768861,0.1720626404,0.1773452653,0.1826278902,0.1871558545,0.190929158,0.1924384794,0.1924384794,0.190929158,0.1871558545,0.1644561051,0.158974235,0.1521218973,0.1452695595,0.1384172218,0.1315648841,0.1247125464,0.1192306762,0.1137488061,0.09946221114,0.09635401705,0.09386746177,0.09200254531,0.09013762885,0.08147970969,0.08091387837,0.08091387837,0.08091387837,0.08147970969,0.07386791402,0.07438088564,0.07438088564,0.07489385727,0.07489385727,0.06815675132,0.06815675132,0.06768992426,0.0672230972,0.06062772943,0.06020375929,0.05977978916,0.05977978916,0.05935581902,0.05395597277,0.05395597277,0.05434137257,0.05434137257,0.04959110984,0.04959110984,0.04959110984,0.04994281983,0.04576002638,0.04608002657,0.04672002694,0.04621625675,0.03690340684,0.02470833812
