,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.839999974,,0.660000026,,0.540000021,,0.720000029,,0.88,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,0.579999983,,0.5,,,0.330000013,,0.280000001,,0.300000012,,0.469999999,,0.72,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.560000002,,0.560000002,,0.560000002,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.460000008,,0.430000007,,,,,0.370000005,,0.469999999,,0.469999999,,0.75999999,,0.8,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.169999957,,,1.090000033,,0.939999998,,1.059999943,,1.50999999,,1.46,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.019999981,,,0.860000014,,0.779999971,,0.889999986,,1.289999962,,1.27,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.449999988,,0.439999998,,0.529999971,,0.460000008,,0.6,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25999999,,0.449999988,,0.360000014,,0.670000017,,0.8,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419999987,,0.430000007,,0.560000002,,,0.629999995,,0.75,,0.670000017,,0.930000007,,1.04,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340000004,,,0.300000012,,0.389999986,,0.360000014,,0.540000021,,0.7,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.810000002,,0.720000029,,0.469999999,,,0.419999987,,0.479999989,,0.560000002,,0.850000024,,1.03,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.389999986,,0.389999986,,0.400000006,,0.349999994,,0.43,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.579999983,,0.519999981,,0.639999986,,,0.600000024,,0.49000001,,0.289999992,,0.680000007,,0.83,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.560000002,,,0.779999971,,0.879999995,,1.019999981,,1.440000057,,1.88,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.02,,0.02,,0.02,,0.02,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689999998,,0.790000021,,0.980000019,,,0.860000014,,0.860000014,,0.829999983,,1.019999981,,1.17,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49000001,,0.370000005,,0.469999999,,0.550000012,,0.81,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.280000001,,0.25,,0.289999992,,0.280000001,,0.37,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.920000017,,,1.110000014,,1.169999957,,1.179999948,,1.559999943,,1.63,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319999993,,0.340000004,,,0.319999993,,0.469999999,,0.400000006,,0.540000021,,0.63,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889999986,,,0.899999976,,1.190000057,,0.460000008,,1.129999995,,1.23,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319999993,,,0.109999999,,0.430000007,,0.379999995,,0.349999994,,0.85,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.140000001,,0.119999997,,0.05,,0.04,,0.03,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340000004,,,0.349999994,,0.379999995,,0.340000004,,0.479999989,,0.67,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,,,,0.99000001,,1.169999957,,1.29,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25999999,,0.209999993,,0.209999993,,0.189999998,,0.3,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400000006,,0.720000029,,0.600000024,,,0.529999971,,1,,0.720000029,,1.100000024,,1.31,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.680000007,,0.469999999,,0.379999995,,,0.25999999,,0.850000024,,,,0.610000014,,,
