,1700,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Abkhazia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.7561632,652.7874495,663.5939493,692.0389394,694.1701167,695.0685784,712.6510907,698.8471079,723.4405778,728.9649052,739.4106486,729.9267893,726.3017159,723.189125,720.4839612,719.5929035,709.7114237,711.9105742,719.4731305,713.1226109,709.4576032,658.6984392,629.9954279,684.0618506,702.8715206,720.6330532,737.4476162,669.2709026,704.1588926,688.8189291,689.9746687,763.5575629,832.6465772,862.5476877,846.7450474,818.9504214,877.6639891,725.7017021,655.5617108,639.7522359,604.0490304,600.5932102,552.8277775,475.7891576,426.0660999,512.4157866,526.0686692,540.9086032,556.1953237,571.2563173,565.2309015,506.5962946,618.717327,668.4316346,660.1984877,717.0385987,739.9075377,799.5557439
Akrotiri and Dhekelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.1028192,,,,,,,,,,,,,,,,,,,,597.7961433,,,,,,,,,,685,,,,,,,,,,780.3203661,,,810.6904232,,,,,,,,,,,,,,,,926.3050154,,,,,,,,,,,,,,,,,,,,,1001.338615,1044.557973,1046.233054,1088.53742,1120.48793,1180.895354,1192.770043,1269.213447,1326.395065,1380.996596,1450.914723,1462.967703,1511.390403,1562.942633,1616.472785,1675.446942,1738.263986,1803.690201,1868.785103,1932.253052,2003.536581,2083.621474,2165.203166,2273.048945,2281.522696,2289.472184,2298.636292,2308.691986,2319.317993,2330.625451,2347.084121,2359.676337,2372.65099,2386.501462,2400.087877,2412.648828,2427.97915,2443.259125,2458.729115,2477.271267,2499.401682,1775.833906,1631.986552,1775.231348,1907.342559,2146.979711,2332.602635,2086.547245,2342.521368,2566.987629,2741.420277,2924.935796,3008.688077,3172.814058,3339.188055,3501.251933,3654.962398,3852.551455
Algeria,,430.2714764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0423729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.361834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.739583,1346.940207,1375.860182,1368.743129,1436.990149,1445.223898,1553.061529,1693.260817,1718.879507,1993.510819,2088.103086,1799.434056,1433.056614,1767.757361,1805.880178,1869.675501,1725.158514,1824.169766,1977.430946,2105.494175,2249.219713,1999.65351,2349.833114,2356.540808,2427.527966,2521.953389,2608.239829,2758.686938,3018.66102,3192.183668,3151.825198,3131.141457,3227.648329,3288.601712,3363.257366,3431.032706,3301.181536,3191.804356,3042.717412,3066.177915,2946.381312,2843.455545,2822.058257,2696.832629,2613.980188,2658.695127,2710.257113,2695.134823,2789.480263,2836.327446,2864.551305,2896.907698,2970.837029,3133.092022,3247.068842,3368.337213,3417.686282,3521.493102
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4057.949666,4057.949666,,4057.949666,4244.203722,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27146.28397,27146.28397,,27146.28397,28700.77607,28963.47442
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.821964,1076.17967,1101.109498,1125.565927,1079.281895,1148.483809,1109.999751,1197.230388,1240.539832,1225.322801,1252.984985,1396.110543,1335.263152,1380.400709,1509.537123,1595.772236,1660.177842,1727.308918,1672.216424,1691.44869,1767.68839,1728.383259,1711.830887,1789.625714,1710.868845,1073.035588,954.0197485,940.987477,960.4315562,958.5773373,961.6604106,923.7103641,862.2675156,808.3485788,790.4933264,779.6606056,694.5186865,760.0743184,853.3776696,854.0122561,868.6678432,854.1046311,821.8875759,584.8391742,579.0601385,622.0892966,674.7355431,712.2008007,745.7720553,755.9998905,765.2153462,775.550331,867.3760407,871.1625268,940.3708562,1101.817515,1269.912814,1496.042785
Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6156.889149,6156.889149,6156.889149,6561.114243,7858.846864,7988.959101
