Female 15-19 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,10.19172553,9.689049121,9.171005206,9.045936396,10.3255814,10.3987069,10.41422888,10.63873485,10.92362345,10.79805056,9.741446853,10.53167421,10.9935739,11.13822555,10.76219276,10.43871866,10.12122743,9.79202773,9.409820334,9.01423823,8.623656914
Malawi,10.0536193,10.27980535,10.37117904,10.50847458,9.978678038,10.06957159,10.14040562,10.41331186,9.823100937,11.10461718,10.32981751,10.17146178,11.10547667,11.56914894,11.37182358,11.08998185,11.0257604,10.96865093,10.69653347,10.22110972,9.702071104
Malaysia,9.87862441,10.23025357,8.991008991,10.03415884,10.98083008,11.49425287,11.58911326,10.53713698,9.968602826,9.711804185,10.23869896,9.811230964,9.537319948,8.808639892,8.453464846,7.972228872,7.599062268,7.161308052,6.657457096,6.191854455,6.064744562
Maldives,8.108108108,9.756097561,8.695652174,8.163265306,10.71428571,10.76923077,10.52631579,10.22727273,10.47619048,10.74380165,12.59259259,13.19444444,12.10191083,8.982035928,7.222222222,7.25388601,7.462686567,7.109004739,6.880733945,6.194690265,5.676855895
Mali,9.754925517,10.07512152,10.34621578,10.08804109,9.745478902,10.43319097,10.54393305,10.78406496,10.74626866,10.53723294,11.11319692,11.21495327,11.00563631,10.66385113,10.75650118,11.10518455,11.04854369,10.68254533,10.2134271,9.702565655,9.344608879
Malta,8.860759494,9.259259259,8.588957055,11.04294479,10.12658228,8.860759494,7.831325301,6.857142857,7.142857143,7.329842932,7.179487179,6.896551724,6.310679612,5.797101449,4.739336493,4.245283019,4.672897196,4.672897196,4.716981132,4.285714286,4.326923077
Martinique,9.565217391,9.448818898,8.163265306,9.433962264,10.65088757,11.76470588,12.5,10.85714286,9.677419355,7.25388601,6.930693069,7.211538462,7.009345794,6.422018349,5.936073059,5.504587156,4.977375566,5.069124424,5.069124424,5.188679245,4.854368932
Mauritania,10.87613293,10.63829787,10.46511628,10.22044088,9.565217391,10.27190332,10.38107753,10.56257176,10.71789687,10.82519965,10.8003108,10.6440678,10.44055522,10.33732318,10.37220844,10.26928343,9.978858351,9.341742215,8.832224686,8.44972067,8.183632735
Mauritius,10.56910569,10.10452962,10.27190332,10.34482759,10.62801932,11.0619469,10.99796334,11.35029354,10.45627376,9.187279152,8.291873964,7.619047619,8.294930876,7.522123894,6.752873563,6.013986014,6.215469613,6.12244898,5.970149254,5.834464043,5.563093623
Mayotte,0,16.66666667,12.5,8.333333333,12.5,9.523809524,11.53846154,11.76470588,11.36363636,11.47540984,10.81081081,11.49425287,12,11.50442478,10.31746032,9.285714286,8.496732026,8.536585366,8.045977011,7.52688172,6.666666667
Mexico,10.39650104,9.296296296,9.573629147,9.472502806,10.66815316,10.82268239,10.89719464,11.30893073,11.97479491,11.06354457,10.09035545,9.517383563,9.352082592,8.605649641,7.997698504,7.373668201,6.74545934,6.118133832,5.818028669,5.68797156,5.484411059
"Micronesia, Fed. Sts.",13.33333333,11.11111111,10,8,10.71428571,9.677419355,11.11111111,11.9047619,10.86956522,11.76470588,12.96296296,11.11111111,10.90909091,11.11111111,10.71428571,9.836065574,9.677419355,9.677419355,7.936507937,8.474576271,8.196721311
Moldova,9.127301841,9.857142857,7.509386733,6.941309255,9.513852588,9.72972973,8.983451537,7.633242999,7.436570429,7.980599647,8.504672897,9.746192893,7.671816729,5.228398459,4.507042254,5.54592721,5.89988081,5.696594427,5.141388175,4.621567314,4.621848739
Mongolia,9.819121447,9.953703704,10.33057851,10.2003643,10.14263074,10.22099448,10.49457177,10.52631579,10.87151842,10.92511013,11.11111111,12.28615863,10.02928258,8.08569454,6.907894737,7.250945776,7.203907204,7.027992853,6.666666667,6.051873199,5.6
Montenegro,10.57692308,10.31390135,7.883817427,9.195402299,10.18867925,9.712230216,9.655172414,8.30449827,8.108108108,8.064516129,8.024691358,7.86163522,6.289308176,6.289308176,5.9375,5.607476636,5.590062112,5.642633229,5.678233438,5.396825397,5.448717949
Morocco,10.34868127,10.38499506,10.38693035,9.558823529,9.609845509,10.46672828,10.97137014,10.50649933,10.76539637,10.74959422,11.30637743,10.59021051,9.529875645,8.445231701,7.700633151,7.755903477,7.693073248,7.342505431,6.800508978,6.291344775,5.98337444
Mozambique,9.957498482,9.957924264,9.948849105,9.789886862,9.801077497,9.98339177,10.06127056,10.16403046,10.79207921,10.81923953,10.17717781,10.15058561,10.34482759,10.83308134,11.62967572,11.37895942,10.9491625,10.57177217,10.29592464,10.05306319,9.718226241
Myanmar,10.01387604,8.656060289,7.915021621,8.456161038,10.73141487,10.51830277,10.33121169,10.39290241,10.87681965,10.61349417,10.61793232,9.631371913,8.727117923,7.873146683,7.728296046,7.582328229,7.342703271,6.907041532,6.448979592,6.114618146,5.924948605
Namibia,9.387755102,9.157509158,9.539473684,9.565217391,10.12658228,10.06564551,10.1532567,10.49069374,11.04972376,10.86956522,10.72961373,11.15459883,11.25,10.43549712,9.9695586,9.829059829,9.584450402,9.369024857,9.063260341,8.629737609,8.197641774
Nepal,10.57967247,10.64990512,10.58292106,9.524733269,9.908352066,10.07537302,10.19490255,10.24466675,10.34188945,10.34003521,10.32679739,10.39748648,10.71333511,10.6879082,9.802930773,8.727064816,8.370150993,8.292906178,8.02259887,7.548815953,7.056048613
Netherlands,7.824201813,7.431430689,7.739024813,9.368403962,8.298882254,8.352769679,8.599887767,8.236579702,6.981356605,5.800998847,5.657796568,5.895196507,5.92019059,5.80493537,5.788191625,5.330734839,5.111893673,5.176896123,5.370265687,5.44132682,5.417142857
Netherlands Antilles,8.771929825,7.936507937,8.571428571,9.459459459,11.25,12.04819277,11.11111111,9.677419355,8.080808081,6.930693069,6.315789474,7,5.660377358,5.309734513,4.424778761,4.464285714,4.310344828,4.504504505,4.587155963,3.80952381,3.883495146
New Caledonia,10,9.375,8.333333333,9.302325581,9.803921569,9.836065574,10.14492754,10.52631579,10.84337349,9.473684211,8.490566038,8.474576271,8.73015873,8.088235294,7.638888889,6.622516556,6.832298137,6.547619048,6.358381503,6.111111111,5.945945946
New Zealand,6.849315068,6.880301602,7.548770144,9.083969466,9.084457062,9.443725744,9.665192672,8.986035216,8.343057176,7.070166042,6.870229008,7.190795781,7.067462139,6.39329806,6.114649682,6.075533662,6.027944112,5.891533359,5.704441041,5.538809344,5.433569036
Nicaragua,10.75268817,10.02638522,9.572072072,8.729388943,11.25,11.61290323,10.7891492,10.62567422,11.04146577,11.42001711,11.7532214,11.28503822,11.25467528,10.13257576,9.080153801,8.841634024,8.462359851,7.982546201,7.422166874,6.942752741,6.560922855
Niger,10.63504208,11.25423729,11.88059701,11.31292164,9.483146067,9.906396256,10.33670034,10.56910569,10.5341987,10.64192792,10.5758783,10.41380363,10.23701462,10.34880067,10.50420168,11.48792483,11.22165235,10.99758986,10.9522525,11.03626537,11.03729846
Nigeria,9.902102391,9.934159566,9.886561955,9.601534367,10.08082858,10.06900393,9.915482443,9.781239797,10.1577184,10.72343496,10.90938175,10.73443117,10.57086739,10.59372824,10.77481714,10.94377221,10.65332705,10.07812953,9.50153827,9.098574613,8.829328447
Norway,6.071645416,5.981416957,7.122982749,8.248527049,7.546201232,7.490079365,7.427184466,7.761904762,7.176141659,5.989110708,5.74204947,6.20453573,6.513723884,6.262386048,5.837173579,5.768515073,5.495300072,5.500705219,5.563234278,5.570652174,5.455153949
Oman,10.31390135,10.04016064,9.824561404,10.12269939,10.52631579,10.35242291,9.929078014,9.714285714,9.803921569,11.22334456,12.16617211,11.93633952,11.08490566,10.52259887,9.08509277,8.548009368,8.617886179,8.350202429,7.931199236,7.356948229,6.85169124
Pakistan,8.676446529,9.250486212,10.05081621,9.737767829,9.591992771,9.581070597,9.7856049,10.35914249,10.41052026,10.28342272,10.8565445,11.55368568,10.79205712,10.08019246,9.733385521,9.632544616,9.544409791,9.025361953,8.440296132,7.955236589,7.637219857
Panama,9.592326139,9.603340292,9.963768116,10.03134796,10.34013605,10.66350711,11.14583333,11.28731343,10.92436975,9.909228442,9.383561644,9.193245779,8.67816092,8.609625668,8.358358358,7.913330193,7.468694097,7.142857143,6.895127993,6.650641026,6.342991386
Papua New Guinea,10.23529412,10.10869565,10.07984032,10.76233184,11.19162641,10.95204009,12.2748499,12.13171577,12.16080402,10.68935428,10.3030303,10.21290752,10.35703747,10.76719577,10.38618374,10.05696757,9.644874899,9.167604049,8.868984896,8.575219771,8.218961981
Paraguay,9.879839786,9.988249119,9.927611169,10.37306642,11.08433735,11.03151862,10.97099622,10.75914801,9.952380952,10.2358888,11.05223316,10.85616438,10.3782432,9.861989649,9.39167556,8.956717538,8.52420307,8.091706001,7.630954947,7.2319202,6.902119072
Peru,10.13460016,9.944237918,9.618506494,9.755668835,10.20470516,10.47454473,10.81677704,10.77936786,10.68892373,10.69272056,10.18218311,10.06053618,9.692109019,9.131188596,8.631079189,8.201563858,7.606946679,7.149355167,6.805901912,6.503858652,6.230031949
Philippines,9.79007064,9.873570138,9.899229401,9.842118666,11.04811186,11.06582922,11.02774751,10.87649841,10.62990854,10.63418853,10.53000415,10.54604612,10.28902232,9.732321531,9.187142778,8.97651872,8.576985413,8.217596157,7.835798904,7.453530807,7.11884026
Poland,9.29659843,8.044921599,6.314550922,8.76846073,10.12379479,9.594687428,7.390756072,6.437903353,7.125671871,7.944279009,8.3004951,7.201135154,6.075833714,4.915608587,4.409198234,4.65914409,4.761399788,4.63839043,4.322508399,4.033331404,3.968587015
Portugal,9.284731774,8.547773551,8.158407271,8.237791932,8.311345646,8.225198828,8.349782866,7.994606049,8.107585139,7.476455891,6.424792139,5.365674384,4.96928081,4.89032722,4.972077103,4.715270221,4.49725777,4.301273768,4.169783096,4.202319833,4.323381155
Puerto Rico,10.14492754,10.26548673,10.5704698,9.696969697,10.67821068,10.7712766,10.30487805,9.780092593,8.860759494,8.668407311,7.777777778,7.177974435,6.91975012,6.497175141,5.612244898,5.509641873,5.527638191,5.453712191,5.304428044,5.167597765,4.990583804
Qatar,9.090909091,13.33333333,10,7.692307692,7.894736842,10.52631579,10.84337349,8.547008547,7.843137255,7.777777778,9.302325581,8.786610879,7.81671159,8.037825059,8.388520971,8.571428571,9.160305344,8.944543828,8.053691275,7.582938389,7.368421053
Reunion,10.07751938,9.333333333,8.620689655,10.1010101,10.08403361,11.64658635,12.79069767,10.91549296,10.03236246,9.117647059,8.672086721,8.436724566,7.906976744,7.488986784,7.740585774,7.385229541,6.936416185,6.67903525,6.533575318,6.25,6.151142355
Romania,9.616295595,9.048465985,7.055702918,7.834860496,8.595265813,8.103096607,6.205547653,8.489008602,7.815955094,8.308091735,7.091133875,7.554313531,5.296493483,5.026158445,4.856217863,4.925199145,4.803102625,4.63218039,4.385228703,4.244261585,4.279153131
Russia,8.411374375,9.719847218,5.46875,6.878885563,8.474480817,8.700425415,7.55650662,5.9515454,6.382519489,6.790960595,7.659225886,7.776576483,5.293533655,4.237880254,4.664870557,5.165014887,5.42413244,5.230628531,4.792181975,4.501929175,4.637051344
Rwanda,10.40145985,10.35031847,10.24590164,10.11097411,10.09942439,10.38961039,11.31238447,9.987357775,9.425785482,9.745762712,12.50302297,12.77419355,10.10196375,9.739937055,10.11782032,10.66205796,11.09494362,10.55438285,9.669835429,9.064244489,8.868258179
Saint Lucia,9.302325581,9.302325581,8.695652174,10,9.433962264,10.34482759,11.86440678,10.9375,11.11111111,9.333333333,9.87654321,10.46511628,10.22727273,8.791208791,7.216494845,6.930693069,6.796116505,6.542056075,6.542056075,6.306306306,5.405405405
Saint Vincent and the Grenadines,8.333333333,10.81081081,9.302325581,10.86956522,10.63829787,12.24489796,12,11.32075472,10.90909091,11.53846154,11.11111111,9.433962264,8.928571429,9.433962264,7.407407407,7.547169811,7.142857143,6.779661017,6.666666667,6.451612903,6.666666667
Samoa,10.52631579,10.63829787,11.11111111,9.677419355,12.85714286,12.32876712,13.33333333,11.84210526,12.82051282,11.25,9.638554217,10.46511628,12.94117647,13.95348837,12.5,10.11235955,8.602150538,8.695652174,9.574468085,9.677419355,8.888888889
Sao Tome and Principe,7.407407407,3.846153846,7.407407407,10,11.42857143,9.756097561,10.20408163,11.53846154,10.34482759,12.90322581,12.5,11.84210526,10.84337349,11.11111111,11,10.18518519,9.565217391,8.73015873,8.888888889,8.333333333,8.108108108
Saudi Arabia,9.841269841,9.875846501,9.895574341,9.833971903,9.82078853,9.782293179,9.782608696,10.29028333,10.11204869,11.01053937,10.41240444,10.90392806,10.83921964,9.932825119,9.416917602,8.732747804,8.396857725,8.034934498,7.574582493,7.032404216,6.466229292
Senegal,10.0331675,10.13412817,10.01308901,9.515669516,9.068746953,9.61298377,9.834888729,10.48561707,10.91586794,11.18542435,11.1959799,11.16000704,11.11796453,10.87015821,10.78539147,11.07668474,10.66410593,9.966561397,9.331500258,8.900649507,8.625764093
Serbia,9.936452917,8.41020076,6.824078879,8.822055138,9.194289862,7.683379759,7.182442917,7.066381156,7.122093023,7.29430072,7.371920219,7.003812964,6.286402892,5.623866156,5.755978922,5.532870559,5.474377444,5.399792316,5.273109244,5.198125266,5.217579563
Sierra Leone,9.768378651,9.840674789,10.06071119,10.04784689,9.576023392,9.700996678,9.910447761,10.06423983,10.44847328,10.84103063,10.90242785,10.50228311,10.09695754,10.49806144,11.06941839,11.05454545,10.87866109,10.4468599,10.11838698,9.782794596,9.462468193
Singapore,9.898989899,10.03236246,9.149484536,10.18619934,11.84600197,12.85067873,11.73986486,9.159159159,8.277703605,6.25,6.062124248,6.418121756,7.478188617,6.259904913,4.709035222,3.863298663,3.71044016,4.038946989,4.429920116,4.498525074,4.149377593
Slovak Republic,8.590679394,7.274590164,7.351555137,8.213644524,9.764603313,8.958333333,7.865612648,7.066462949,7.82122905,8.481980342,7.956600362,7.276657061,6.315034087,5.037513398,4.526015681,4.801146542,4.961970301,4.821494295,4.507888805,4.224270353,4.176516942
Slovenia,8.701298701,7.75,7.272727273,8.235294118,8.352668213,7.254464286,7.286166843,6.878850103,7.049345418,7.227722772,6.673209028,5.95703125,4.922779923,4.414587332,4.297994269,4.69348659,4.908565929,4.780487805,4.433497537,4.270109235,4.317269076
Solomon Islands,12.5,10.41666667,11.11111111,9.375,10.38961039,9.89010989,10.18518519,10.76923077,11.84210526,11.49425287,11.11111111,10.52631579,10.46511628,10.41666667,10.34482759,10,9.399477807,9.024390244,8.636363636,8.189655172,8.008213552
Somalia,9.394205443,9.81932443,9.199438202,9.419837804,10.43382757,10.32660903,10.26113671,10.58201058,10.77430972,11.25948407,9.611780455,10.0616991,9.946977731,10.39777983,10.69805195,10.65866552,10.61812666,10.47114518,10.43337055,10.34705557,10.0811908
South Africa,9.522422831,9.553478712,9.647004714,9.522376079,10.23712617,10.41569722,10.28606625,10.59554697,10.7519931,10.49873767,10.46287367,10.27405678,9.727596045,9.372372143,9.416585219,9.238327423,9.121007058,8.72410817,8.406748226,8.160805445,7.923304667
Spain,9.107858031,7.483716602,7.826752567,7.880550003,7.646922721,7.972802544,8.283652338,8.184744291,8.151625278,7.67087852,6.21045459,5.165950443,4.656126138,4.37323914,4.741591468,5.117504052,5.212432736,4.908244099,4.519283855,4.383250421,4.56606724
Sri Lanka,9.596364608,9.749103943,9.972648853,10.80126418,10.61305208,11.16728625,10.54772234,10.32403919,9.864580901,9.981271345,9.646233932,8.860759494,7.397762346,6.521537749,7.402410505,7.428016252,7.104159385,6.500956023,5.916130155,5.69675723,5.724953329
Sudan,10.06507592,10.11583012,10.20164046,10.37193831,10.07050685,10.10875787,10.12905749,10.30394122,10.49781141,10.5829421,10.60370178,10.59258103,10.76392128,10.78981806,10.30975497,9.887296903,9.43539595,9.068976183,8.765172736,8.442350333,8.080245932
Suriname,10.18518519,8.870967742,8.275862069,8.982035928,10.63829787,11.60220994,13.33333333,11.41304348,10.5,8.837209302,9.956709957,9.274193548,8.461538462,9.090909091,8.450704225,7.482993197,6.976744186,6.818181818,6.709265176,6.430868167,6.08974359
Swaziland,10,10,10,10.78431373,10.68376068,10.33210332,10.41009464,10.48387097,10.50328228,10.71428571,11.80679785,12.62975779,12.72430669,11.46788991,10.67821068,10.5914718,10.84656085,10.6870229,10.31941032,9.642857143,9.259259259
Sweden,5.820556502,6.066428767,7.76,7.902892562,6.704742985,6.342648846,6.631679389,6.669820246,6.372662203,5.55431131,5.512162464,6.293706294,6.538461538,5.091137649,5.251282051,5.645971469,5.575326216,5.662956454,5.656370656,5.436856162,5.297888386
Switzerland,6.822852446,6.341840681,7.395264117,8.022636485,7.025316456,7.107692308,7.607021866,7.205305999,6.02269421,5.413659078,5.522306855,5.630097343,5.709876543,5.267137097,4.860597089,4.787234043,4.721233689,4.853009799,4.95049505,4.975011358,4.937163375
Syria,10.60070671,9.860609189,9.428950863,9.502262443,10.79274117,10.73537305,10.7295174,10.71761417,11.03360812,11.84028737,12.64213229,11.74854728,9.855488735,9.234850369,9.6,9.933115127,9.468085106,8.364114443,7.507275643,6.989155737,6.721723912
Tajikistan,11.02661597,10.79607415,6.76056338,6.958561376,9.048257373,10.32702238,11.62907268,10.57441253,10.08245877,9.941115345,10.9811566,12.48863292,11.6694584,10.47812818,9.464828231,9.167933956,9.278984023,9.000390472,8.330206379,7.519070105,6.890459364
Tanzania,10.33954557,10.34019696,10.35623905,10.49445005,10.05206827,10.24185587,10.29847587,10.41987848,10.54392654,10.74899187,10.82039653,10.81632653,10.50766368,10.36255515,10.73672187,11.23672389,11.36158222,10.94378472,10.48707862,10.10543067,9.785781155
Thailand,10.96290527,10.65103727,9.200493791,9.407144193,10.31617568,10.86904931,11.54155894,11.49941503,10.29453114,9.437440337,8.32518376,7.812919989,7.54063339,6.779185037,6.481989897,6.375232599,6.25349413,6.036898028,5.860467571,5.731152054,5.664151044
Timor-Leste,10.18518519,10.61946903,10.08064516,10.29411765,10.03344482,10.24096386,13.38028169,11.49068323,11.17318436,8.737864078,10.02506266,10.90534979,11.13043478,11.43695015,9.811320755,10.45751634,10.93000959,11.28205128,10.89792786,10.19417476,9.400630915
Togo,9.806835067,9.726027397,9.786700125,9.907834101,9.85267035,9.822866345,9.929078014,10.21854696,10.57401813,10.9772423,11.09015466,10.96433289,10.77686916,10.58118322,10.40883459,10.09409752,9.860538205,9.418181818,8.967621631,8.561425843,8.207831325
Tonga,8.695652174,11.11111111,12.5,10,11.11111111,10.86956522,12.5,13.33333333,10.86956522,10.41666667,12.5,10,9.803921569,10,11.11111111,10.71428571,10.71428571,8.620689655,8.333333333,8.196721311,8.474576271
Trinidad and Tobago,8.463949843,8.888888889,9.929078014,10.37527594,11.38211382,11.81102362,12.36162362,10.13513514,9.223300971,9.472049689,11.01055807,10.0591716,7.536231884,6.276747504,6.013986014,6.241331484,6.388888889,6.171107994,5.689900427,5.523255814,5.357142857
Tunisia,9.383832674,9.095580678,8.616562949,8.513453904,10.57098765,11.19856887,11.27158556,10.99751313,10.44077813,10.44776119,10.70055532,10.4587156,8.995734781,7.216685124,6.496028244,6.508071368,6.623719855,6.454221935,6.202168367,5.666929755,5.326838466
Turkey,10.68673915,9.176931234,8.270406329,8.934269304,10.59134048,10.46967217,10.58231173,10.4321085,10.96186395,10.71969947,10.23884578,9.09245075,8.888770962,8.47300281,7.632402475,7.342705376,6.983474726,6.622630179,6.278665522,5.992756009,5.837470497
Turkmenistan,9.546925566,10.11560694,6.642066421,7.172557173,9.082733813,10.86786552,11.35581555,10.29859842,10.01076426,9.962228517,10.43402017,11.29229515,10.66260472,8.404864092,8.285424417,8.047834518,7.872539831,7.430997877,6.694312796,6.104651163,5.983889528
Uganda,10.83172147,9.014179608,9.818288394,9.918175056,10.4,10.27935001,10.31770997,10.48311129,10.55705301,10.58532877,10.88979592,11.06697331,11.22376379,11.13861386,11.19535549,11.4341522,11.46454824,11.30877491,10.94627947,10.4796837,10.01441867
Ukraine,7.285452581,9.885729471,6.386194735,6.22874745,7.293917876,7.541669781,7.085571334,6.154349486,6.426948462,6.577313564,7.108011281,6.987608377,5.561907873,4.27551449,4.120012105,4.84339395,5.315845576,5.296865219,4.902205993,4.547814349,4.556484228
United Arab Emirates,8.823529412,10.25641026,9.302325581,9.836065574,8.333333333,8.641975309,7.911392405,7.459677419,8.850931677,9.356014581,10.36121673,8.882082695,7.35958683,7.931034483,8.581894296,8.06763285,7.785234899,7.012448133,6.470360325,6.379876048,6.477312089
United Kingdom,6.301843318,6.206323424,6.494464945,7.482847341,6.587077181,6.993903284,7.910210293,7.630646438,6.475186948,5.672332294,5.953996359,6.286345473,6.105610561,5.598311817,5.310432724,5.568424804,5.541796568,5.601903615,5.584129317,5.44820856,5.31545915
United States,7.025651414,6.599461742,7.250026565,8.450230497,8.981485821,9.37141217,8.806337487,7.434398767,6.737151746,6.528174839,6.793520994,6.889726612,6.790219398,6.343368107,6.25383693,6.304287537,6.119922047,5.973389833,5.806306098,5.677178657,5.647198398
Uruguay,8.951175407,8.488964346,8.037825059,8.068097705,7.866761162,8.181818182,8.215488215,7.508090615,7.990012484,8.122743682,7.288629738,7.317073171,7.507163324,7.167042889,6.774014436,6.465753425,6.290672451,6.085083468,5.838243171,5.674518201,5.582393988
Uzbekistan,9.643734644,10.2393617,6.515837104,6.859205776,9.114583333,11.04087653,11.55648742,10.320478,10.05495035,9.914278292,10.74725098,11.60646819,11.19536448,9.170040486,7.902948481,7.551404137,7.699047842,7.58126847,7.102304353,6.434477849,5.871201863
Vanuatu,9.523809524,11.53846154,9.677419355,10.81081081,10.52631579,10.63829787,11.11111111,11.29032258,9.589041096,9.523809524,10.75268817,11.21495327,10.6557377,10.44776119,9.868421053,9.523809524,9.444444444,9.137055838,8.571428571,8,7.983193277
Venezuela,9.745425617,9.242325278,9.550712941,10.09604646,10.53426468,10.80909235,11.41209602,10.7559496,9.906962478,10.20072993,10.07918179,9.987966306,9.247995576,8.679221112,8.360282669,8.0820061,7.718733226,7.310678114,6.928188851,6.605955478,6.312964881
Vietnam,9.987642655,8.311240721,7.399076595,7.379148158,9.624304267,10.62569879,11.30019678,11.03775127,10.2561853,10.26949067,10.24171443,10.27009315,9.580186584,7.879249757,7.206403891,6.730206993,6.56167979,6.354354797,6.181515223,5.851368783,5.591911699
Virgin Islands (U.S.),7.692307692,6.666666667,11.76470588,8.695652174,9.677419355,8.888888889,11.32075472,9.433962264,9.259259259,7.01754386,7.272727273,7.01754386,8.474576271,7.01754386,7.142857143,5.555555556,5.555555556,5.882352941,6.52173913,4.651162791,5
West Bank and Gaza,9.937888199,10.77844311,10.8365019,10.34482759,9.925093633,9.609120521,10.95505618,10.49596309,10.94196004,10.25641026,9.941897999,10.75094543,10.70604522,11.45374449,11.19298246,10.76205288,10.26996938,9.816259753,9.423963134,9.056122449,8.630245447
Western Sahara,16.66666667,12.5,12.5,9.090909091,9.090909091,11.42857143,11.5942029,9.411764706,9.615384615,10.4,11.40939597,10.24390244,9.163346614,8.108108108,7.602339181,7.859078591,7.868020305,7.913669065,7.424593968,6.666666667,6.25
"Yemen, Rep.",9.873654656,9.906063194,10.01934236,10.41086351,10.77356718,10.68531469,10.69047619,10.57425743,10.51252661,10.40794979,11.25975474,11.82474723,11.82992914,11.22812114,10.57502074,10.68060448,10.56702351,10.23905127,9.663703131,9.039435384,8.53275501
Zambia,10.3653356,10.19490255,10.13071895,10.16282987,9.802979337,9.935117599,10.1963486,10.61894984,10.78431373,10.94125355,10.69732092,10.84153376,10.82668273,11.26384626,11.42282197,11.59851301,11.49370011,11.22529644,10.7996769,10.33348288,9.931053695
Zimbabwe,10.02906977,9.645301805,9.734042553,8.713318284,10.52833078,10.60459101,10.73770492,10.64595994,10.87659251,11.63575042,12.52750707,12.94135946,12.71446078,11.29864695,10.12674271,9.91012299,10.01112347,10.05686605,9.460539461,8.650650461,8.071383277
