Male 40-59 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Malawi,11.81556196,11.68745896,12.14622642,12.08158996,12.09195402,11.95438459,11.66500499,11.56347187,11.34553283,12.01117318,11.55684534,11.00605702,10.26528258,10.00668598,10.91086215,11.79253398,12.84594096,14.53484333,16.15111562,17.77220797,19.33358535
Malaysia,15.57533376,15.61098655,14.95530321,13.98340249,13.29437546,13.11608301,13.81351039,13.91106043,14.8535337,16.44843735,18.37458816,20.38387716,21.5203275,22.25651803,22.71604938,23.62837046,24.83976161,26.04121475,26.86402356,27.21213985,27.2818657
Maldives,20.93023256,19.14893617,19.23076923,17.24137931,15.625,14.86486486,14.81481481,13.82978723,12.72727273,11.02362205,11.51079137,13.42281879,15.82278481,18.82352941,21.11111111,25.26315789,29.20792079,32.36714976,31.94444444,29.41176471,26.78571429
Mali,14.69107551,15.30958439,15.61771562,15.74437701,15.48048541,14.94426032,14.2618849,13.45074017,12.45054689,11.36507937,10.85032705,10.70205479,11.01823708,11.62351672,12.22155328,13.24230603,14.41919937,15.58990026,16.70794123,17.86477411,19.30485464
Malta,19.48051948,19.73684211,18.54304636,18.95424837,19.31034483,21.08843537,20.75471698,20.71005917,23.72881356,26.34408602,28.125,29,27.72277228,27.14285714,27.69953052,28.63849765,30.37383178,30.37383178,29.38388626,27.40384615,25.24271845
Martinique,17.14285714,15.96638655,15.10791367,16.10738255,16.25,15.625,17.19745223,17.68292683,18.96551724,20.78651685,23.33333333,26.63043478,27.36842105,27.83505155,25.64102564,23.58974359,23.46938776,24.36548223,26.28865979,27.22513089,26.34408602
Mauritania,13.47962382,13.89645777,13.78504673,13.45381526,13.24041812,13.12217195,12.43455497,11.94539249,11.32264529,11.48115688,12.03351104,12.97154203,14.1852286,15.41710665,16.72289157,17.98401421,19.07704986,20.0461716,21.09261939,22.29080933,23.60838245
Mauritius,12.14574899,12.32394366,12.15805471,12.20159151,13.10679612,14.31818182,14.85355649,15.61264822,17.64705882,19.5035461,21.47651007,24.35483871,26.5940902,27.87878788,28.25443787,27.65647744,26.37681159,26.76258993,26.76258993,26.73410405,26.48335745
Mayotte,37.5,27.27272727,23.07692308,17.64705882,15.78947368,12.5,13.79310345,11.11111111,10.86956522,11.29032258,10.66666667,12.64367816,14,16.07142857,16.8,18.84057971,20.80536913,22.83950617,25.88235294,27.47252747,26.45502646
Mexico,14.17077414,13.58993523,12.56882677,12.19589258,12.06131037,11.88391376,12.05068453,12.66710963,13.3225315,14.61362235,16.08026946,17.88971409,20.23280579,22.98055775,25.05436999,26.21213372,26.58675099,26.45465665,26.55015222,26.83763115,27.01219123
"Micronesia, Fed. Sts.",18.75,21.05263158,18.18181818,14.81481481,12.5,12.5,10.52631579,11.11111111,10,12.72727273,15.09433962,14.54545455,14.81481481,13.79310345,14.75409836,16.39344262,18.46153846,23.07692308,24.61538462,27.27272727,28.35820896
Moldova,18.93870082,20.19543974,18.66096866,18.71794872,19.69066032,20.11080332,22.00527704,20.53973013,19.90384615,21.59036145,24.50229709,27.88353863,28.06603774,26.26447288,25.20274485,26.10364683,30.18617021,32.89745354,32.11731044,28.65583456,25.42242704
Mongolia,14.28571429,13.63636364,13.29113924,13.28413284,13.12,13.01939058,13.18944844,13.3472367,11.6636528,11.81657848,14.092827,16.94378464,19.61077844,22.34042553,24.20768712,26.11506141,28.92924233,30.04291845,29.58937198,27.93329363,25.97402597
Montenegro,15.70680628,15.53398058,14.15929204,13.82113821,15.35433071,17.77777778,21.12676056,20.62937063,21.72413793,23.32268371,25.29761905,26.2987013,26.8852459,26.4516129,26.04501608,26.36655949,27.56410256,28.43450479,28.29581994,27.27272727,26.05863192
Morocco,13.05512162,12.98598776,12.81610184,13.09505932,12.99530761,12.86853972,12.99683253,12.38445661,12.42321371,13.62991715,16.27972224,18.68461385,20.05535984,20.83902787,21.27059355,23.13634399,25.02087247,26.39065278,26.90815006,26.22461463,25.76731597
Mozambique,14.34920635,14.32765708,14.19389395,14.00966184,13.74161437,13.45783596,13.10867734,12.80591042,12,12.34389378,12.27189781,11.93926161,11.40550974,11.1163485,11.46772705,12.32301028,13.53833393,14.93190395,16.45466572,18.33349223,20.03595506
Myanmar,17.28191865,17.07733333,17.06756109,16.78273579,16.53139357,15.87741848,14.72999036,13.78788697,13.56806348,14.99976902,17.03478261,19.15737926,21.16148917,22.76780544,24.20850419,25.87736488,26.91668973,27.13324997,26.84189566,26.35232482,26.21352914
Namibia,14.52282158,14.66165414,14.47811448,14.24332344,14.36031332,13.67713004,12.77890467,11.80679785,11.43270622,11.36363636,11.88340807,12.63902932,13.55311355,14.65661642,16.01231717,17.60513186,19.52031979,21.34760705,22.47596154,23.0327398,23.55875831
Nepal,14.92293321,15.1280396,15.12988301,14.93753395,14.66448445,14.49824971,14.41336441,14.30220478,13.74446618,13.43242245,13.30380577,13.5205024,14.3868879,15.50868486,17.02468924,18.84081111,20.85785536,23.00254693,24.90898467,26.00448353,26.18779929
Netherlands,21.34920635,21.68067227,21.43107068,21.27833034,20.95881991,20.96679401,21.529261,22.42221292,24.89177489,26.61343108,28.2992506,29.87978684,29.88255237,29.33476139,27.53725214,25.34198933,23.70327775,23.35281311,23.94220846,24.68922652,24.72844927
Netherlands Antilles,18.51851852,16.66666667,18.18181818,17.80821918,16.4556962,15.85365854,16.86746988,18.18181818,19.35483871,23.07692308,26.19047619,29.21348315,30.85106383,32.63157895,33.67346939,33.67346939,32.29166667,30.20833333,27.36842105,25,24.13793103
New Caledonia,20.58823529,19.44444444,19.51219512,19.56521739,16.98113208,16.41791045,16.43835616,17.72151899,19.76744186,20,20.90909091,22.4137931,23.62204724,25.73529412,25.17482517,25.65789474,25.94936709,26.54320988,27.38095238,27.16763006,26.96629213
New Zealand,21.66666667,21.7472119,21.47651007,21.16843703,20.95170455,19.70091027,19.89763276,20.0983405,21.36445242,22.97965915,25.34174553,27.02169625,27.15294118,26.50765077,25.03242542,23.99833055,24.01782098,24.94061758,25.52366175,25.52460893,25.18768769
Nicaragua,12.57763975,11.88251001,11.52542373,11.34820563,11.41666667,11.42857143,11.35666053,10.99730458,10.52376334,11.1589832,12.24409449,13.55744366,15.20305449,16.24677003,17.61673742,19.70132108,21.72480088,23.93842887,25.38084172,25.63972637,25.99849284
Niger,10.38062284,11.06161841,11.62939297,11.47986942,11.11625753,11.68779715,13.01253812,12.65149276,12.02564103,12.1882455,12.95825771,13.52052495,12.4481849,11.80635086,11.3174796,10.75112596,10.96592991,11.28289984,11.83305983,12.74911169,14.25988469
Nigeria,14.35401379,13.92493862,13.7118179,13.70254183,13.64646827,13.47454948,13.13016696,12.90719406,12.61030399,12.55202748,12.51323685,12.39716312,12.41162014,12.81119451,13.76420689,15.04352763,16.41397322,17.72918776,18.99546943,20.39486516,21.97174776
Norway,24.427953,25.27859238,25.72869955,25.82210243,24.62415759,22.72498743,21.18518519,20.95284395,22.9742612,24.9304912,26.90401082,27.95652174,27.89735099,27.99681402,27.16763006,26.10156833,25.09077705,24.92897727,25.33147244,25.53191489,25.42258283
Oman,14.71861472,13.83399209,12.94964029,11.42857143,9.782608696,9.287257019,9.76,12,14.53658537,16.15925059,15.03597122,19.11170929,19.79230299,20.56022409,22.15320911,24.46911197,25.87539791,26.8134715,27.49896309,26.6,26.04126119
Pakistan,21.23839552,20.21106884,18.8764553,17.48376068,16.0986112,15.18131693,14.577481,14.1220928,13.57337498,13.58260432,13.91524848,14.44114275,15.25149298,16.15236942,17.227447,18.6909539,20.66974427,22.18029149,23.2523668,23.98633995,24.41025342
Panama,16.32653061,15.96806387,15.15679443,14.43609023,13.93229167,13.48571429,13.49446123,14.03985507,14.88143908,16.06217617,17.46138348,19.0797546,20.8380521,22.45005258,23.24777887,23.62534949,23.84547069,23.91304348,24.46369637,25.17088862,25.63091483
Papua New Guinea,14.84210526,14.77045908,14.37847866,13.38448423,13.95881007,13.76021798,14.44509689,13.49081365,13.23666978,13.44642118,13.61485257,14.52442159,15.30991145,16.02564103,16.56584458,17.05657167,17.83264746,19.00600765,20.78785812,22.46738605,23.95466381
Paraguay,10.8033241,11.52912621,12.14057508,12.3605948,12.74193548,12.56210078,12.84119107,12.82051282,13.22160149,14.49752883,15.59497413,16.57736102,17.02976373,17.09183673,17.87222809,19.57277695,21.46387385,23.41430499,24.71351351,25.22503663,25.46862266
Peru,15.14047867,14.67490842,13.99720056,13.51678782,13.2912344,13.37521267,13.59779867,13.85634233,14.25434584,14.95257114,15.98834981,17.41528763,18.87430659,20.33670465,21.88791636,23.04350345,24.28539651,25.35082531,25.98680766,26.51678472,26.69536592
Philippines,14.1047552,13.99499871,13.19613484,12.45823088,11.63460493,11.7216636,11.99901039,12.54278817,13.25752763,14.16420957,15.24947653,16.37612869,17.46627641,18.42177136,19.55636772,20.76825451,22.15787626,23.51014963,24.45054147,25.04758706,25.48785128
Poland,21.26976076,21.30610379,19.69453937,19.86108381,20.44881493,21.43331923,22.49019155,21.11674567,21.89317252,24.20677172,27.1556581,29.10665945,28.44757075,27.60631567,27.94493172,30.50685009,32.80050782,33.16120608,31.16168104,27.8247696,25.71745369
Portugal,19.23837784,20.13520039,20.91487857,21.56177156,22.39961297,22.03939745,22.58407833,21.84978274,23.11369778,23.98180691,25.22285251,26.84169279,28.07929176,29.66507177,30.95512083,31.01985734,29.95919953,27.97175363,26.00834492,25.10096931,24.97942387
Puerto Rico,13.44086022,14.52762923,15.59554413,17.52170481,16.81681682,15.93597773,16.98841699,18.42424242,19.89467525,21.44456887,22.72974443,24.08098029,24.42588727,24.91030241,25.45546559,25.96491228,26.35774788,26.8790443,26.84630739,25.94079277,25.340737
Qatar,9.090909091,15.78947368,16,13.95348837,15.71428571,15.92920354,15.75342466,17.3553719,23.07692308,23.34293948,28.03970223,23.61111111,23.0228471,30.65451533,30.71539658,35.56701031,38.86554622,39.30248156,37.11340206,33.18804483,29.6969697
Reunion,15.12605042,15,14.63414634,14.28571429,14.79820628,14.83050847,15.32258065,15.92592593,16.94915254,18.20987654,20.17045455,23.29842932,25.24509804,25.52204176,24.88986784,23.40425532,23.72188139,24.10358566,24.95126706,25.71976967,26.23574144
Romania,21.6855218,22.44994111,20.5211001,21.12267897,21.90830485,22.87325559,25.14150082,24.09273295,23.2489083,24.15063814,24.88210818,25.33915188,27.51286783,28.59268075,30.6663966,32.92291774,33.56658185,32.01089918,29.43091256,27.82407407,25.55967916
Russia,16.5275194,17.72717033,16.87923103,16.60583623,20.06131249,21.79524787,25.64608281,24.1163929,22.99500736,24.77801086,26.30795716,29.28375651,29.04395316,28.15356778,27.54684264,29.01029504,32.0250169,31.66932907,29.48015929,26.74788039,24.53490958
Rwanda,11.9738073,11.91836735,11.78947368,11.69405815,11.52815013,11.3813676,11.71749599,10.01017984,9.272097054,9.554873369,10.5620915,11.19557706,11.39875577,11.43808022,12.10428305,14.28771145,16.81517312,17.95081012,18.56974375,18.8182721,19.4596602
Saint Lucia,15,14.28571429,14.28571429,14.89361702,13.7254902,13.20754717,12.28070175,12.90322581,13.23529412,14.08450704,15.58441558,17.28395062,21.17647059,22.72727273,23.65591398,25.53191489,26.53061224,29,28.30188679,26.92307692,25.96153846
Saint Vincent and the Grenadines,12.90322581,12.12121212,10.81081081,10.25641026,9.523809524,8.888888889,10.20408163,11.53846154,12.96296296,11.76470588,14.81481481,20.75471698,23.21428571,25.45454545,23.63636364,26.41509434,25.45454545,26.31578947,27.11864407,27.11864407,26.66666667
Samoa,11.9047619,10.86956522,10.90909091,10.9375,9.589041096,10.52631579,11.39240506,11.11111111,11.62790698,11.49425287,13.33333333,15.05376344,15.05376344,15.95744681,16.49484536,13.68421053,15.84158416,18.62745098,23,27.72277228,26.47058824
Sao Tome and Principe,15.15151515,15.15151515,14.70588235,15.15151515,11.42857143,15,14.28571429,13.46153846,12.28070175,9.677419355,10.14492754,10.38961039,10.97560976,12.22222222,13.40206186,16.03773585,19.13043478,21.95121951,22.55639098,23.57142857,24.83221477
Saudi Arabia,15.13846154,14.59934138,14.09883721,13.55446355,13.1641286,12.83801523,12.26142279,11.17357695,12.09570226,13.91423805,14.29067546,17.65156741,21.14540514,23.383497,24.8117204,24.69839877,24.40082645,24.70356704,24.93730185,25.78386048,26.22491211
Senegal,14.07284768,14.39114391,14.58868895,14.75501114,14.79206049,14.80289622,14.48106592,13.91092129,13.01587302,11.8150289,11.07954545,10.80164256,11.12505884,12.11236268,13.38494194,14.83286119,16.29691064,17.79345857,19.17469294,20.61251445,22.31732939
Serbia,21.74977057,21.41643059,19.33494234,19.39456131,21.46570933,23.84669979,25.79481398,24.82608696,24.28962324,24.90610793,25.44296237,26.57500513,26.95224431,26.64338537,27.36082474,28.56253889,29.37486933,29.13153457,27.97187899,26.88658905,25.81913499
Sierra Leone,15.6512605,16.17647059,16.6061706,16.84828164,16.94915254,16.83029453,16.39344262,16.0815402,15.56675063,14.50025893,13.56759395,12.81741233,12.58347979,12.9444791,13.66044048,14.42910916,15.09990917,15.59784857,16.47705726,17.9258482,19.55497807
Singapore,15.28301887,16.86046512,17.16937355,15.80578512,16.00753296,15.96203624,16.80194805,17.82608696,19.51219512,23.55961209,28.47976308,33.1625524,34.71822295,33.67507886,30.3030303,27.07865169,25.58053815,26.7771639,28.25195676,28.33777102,26.72112019
Slovak Republic,22.82996433,22.98539751,20.05928854,20.09367681,21.36139722,20.88147197,21.1687781,20.07920792,20.73929961,23.26561901,26.0619977,28.06278714,28.39176829,28.61480076,30.07575758,31.80778032,33.52668213,33.28081922,30.64257028,27.76180698,25.79831933
Slovenia,23.79603399,23.60163711,20.71713147,19.54022989,20.2970297,21.94543298,23.78255946,23.87238724,24.54448017,26.93920335,28.64529473,30.76923077,31.17408907,30.46953047,30.8531746,30.88381331,30.7,29.42366026,27.17058223,25.18059856,24.19186653
Solomon Islands,18,17.54385965,14.51612903,13.69863014,13.95348837,13.46153846,12.5,12.76595745,11.72839506,11.64021164,12.5,12.24489796,13.35740072,15.48387097,17.25146199,19.2,20.19704433,21.31519274,22.48394004,23.79032258,24.9034749
Somalia,15.22707035,14.96,14.57286432,14.03956605,13.50590884,12.83185841,12.29559748,11.99490932,11.8675253,12.1898263,12.38381629,12.66006282,12.92546316,13.15937676,13.6684738,13.49321005,13.7037037,14.01092647,14.66338764,16.01901034,17.3362968
South Africa,15.69835681,15.42165539,15.24313139,14.96598639,14.55097304,14.24666094,14.0022127,14.14622238,14.39335607,15.75977626,16.806456,17.38230074,17.64446051,17.87869289,18.59225163,19.90109396,21.34282882,22.28084122,22.80908507,23.21719425,23.63163079
Spain,21.08219988,21.5981348,21.23426715,21.96423977,22.61370528,23.25501433,23.12415105,22.73981324,22.82785808,23.09606511,24.92900609,26.43851782,28.26602263,30.6976347,32.60276239,32.5429106,30.54002976,27.44356412,24.07954322,22.47744053,22.58654932
Sri Lanka,14.25077812,14.99165972,15.52051672,15.96971261,16.28447474,16.24185783,16.23275189,16.36009258,17.31805158,18.51932736,21.35143804,24.95599047,25.48043413,24.04318905,23.50887127,24.55878233,25.11164868,26.02624965,25.61032644,24.9245283,25.17937434
Sudan,13.13550076,13.02406832,13.00394579,12.98681618,12.91566906,12.80118762,12.71524467,12.71537442,12.84255382,12.94732091,13.1541484,13.49727898,14.06896552,15.03265255,16.24482981,17.60669397,19.01057771,20.49757615,21.99481865,23.16135213,24.06752117
Suriname,14.95327103,15.07936508,13.10344828,12.80487805,13.36898396,12.08791209,14.13043478,15.18324607,14.97584541,15.83710407,17.09401709,20.48192771,22.51908397,24.08759124,23.94366197,23.87543253,24.66666667,24.42244224,26.05863192,26.86084142,27.03583062
Swaziland,13.53383459,12.83783784,13.01775148,12.8342246,12.38095238,12.55060729,12.23776224,12.01201201,11.02941176,11.66306695,11.56069364,11.13138686,10.56218058,10.07874016,10.51094891,12.73972603,15.88541667,18.875,20.57761733,20.86247086,20.74829932
Sweden,25.96621815,26.94859038,27.47989276,27.11732712,25.37350598,23.62610402,22.82107308,23.95732299,25.56159849,26.58721063,27.67755195,27.45490982,26.83138275,26.7358171,26.090552,25.14679085,24.89535579,25.2905259,24.85886704,24.62987887,24.18834251
Switzerland,25.59681698,25.72373863,24.53488372,23.02839117,22.52401457,22.92746114,24.05721717,25.24579765,26.55677656,27.03725262,28.44115133,29.84336356,30.25889968,29.80360934,28.07843137,26.03656966,24.72024415,24.67237903,24.94370778,24.65208748,24.1438778
Syria,14.44141689,13.05406722,12.19822109,12.09031318,11.95786865,11.59192237,11.04960142,10.22581237,9.884627378,10.5170308,11.47521306,12.81466901,14.53969372,16.62375282,19.08119341,21.82018298,23.90646138,24.72634396,24.83792545,24.92922565,25.74358424
Tajikistan,19.02834008,17.24537037,13.59605911,11.37286759,12.57774706,13.05882353,14.63664278,13.34214003,11.58374478,11.18808452,11.7038474,13.73880827,14.91981672,15.4308094,15.34582133,16.27906977,19.35415787,22.39016526,24.83507955,25.98306679,25.92117324
Tanzania,12.14151702,12.19283875,12.20105391,12.15980461,12.09448348,11.99644173,11.86624688,11.81379822,11.84033013,11.78609914,11.62227603,11.29090441,11.20409526,11.57567381,12.27670342,13.08723839,13.93537828,14.67746148,15.46180847,16.60722379,18.1464302
Thailand,13.86014121,13.83468721,13.38860851,13.08654203,13.24719884,13.65074867,14.43960965,15.77593488,16.73457818,18.64731378,22.73706193,25.01078184,26.87302251,27.44458361,27.19588806,26.91647678,26.77641291,26.83298683,26.63213583,26.31798118,26.16066698
Timor-Leste,13.63636364,14.46808511,14.56692913,14.94661922,15.25974026,14.70588235,12.83783784,13.43283582,13.42105263,13.76146789,13.4939759,12.87128713,12.24832215,12.23328592,11.52912621,12.42105263,13.78353377,15.0990099,16.88988095,17.40591398,18.46625767
Togo,13.91437309,14.10437236,14.0077821,13.80952381,13.45419847,12.93532338,12.51819505,12.18181818,12.11340206,12.14057508,12.25433526,12.5168691,13.07325789,13.97877984,15.3699284,16.97048611,18.54726368,19.94480221,21.13570081,22.2132732,23.18486882
Tonga,12.5,10.34482759,11.11111111,11.62790698,11.76470588,13.04347826,14.28571429,15.2173913,14.28571429,14,12.24489796,14,15.09433962,16.66666667,16.36363636,15.78947368,16.66666667,16.66666667,18.33333333,22.22222222,26.5625
Trinidad and Tobago,16.40378549,16.66666667,16.30695444,15.81291759,15.27196653,14.57085828,14.41774492,14.50511945,15.24288107,17.39130435,19.96830428,23.31768388,24.61538462,25.71860817,26.83658171,29.10447761,31.47590361,31.49847095,29.59501558,26.15629984,23.80952381
Tunisia,14.82954545,15.29227557,15.20412952,15.00422654,14.69082316,14.92693111,14.64831804,13.52735112,13.29479769,15.38802661,17.5644519,19.80695757,21.63406214,23.08818149,25.09645738,27.54946728,29.89622797,30.78291815,29.57993931,27.4770497,25.47660312
Turkey,15.33153036,16.25647668,14.46018564,13.69426752,14.76247418,14.87218474,15.23090777,15.1243973,15.2341267,15.73182982,17.24230654,19.40035766,21.40414562,23.66859479,25.67599733,27.23173411,27.76866466,27.88195645,27.75917606,27.13533174,27.06579875
Turkmenistan,18.88701518,17.3453997,14.23076923,12.06896552,12.90622098,13.22580645,14.35678749,13.15292637,11.95351411,12.52417795,14.22142214,16.90376569,18.94117647,20.2732644,21.37858642,22.96072508,25.53675992,27.76545166,28.0707196,28.09262645,27.38238842
Uganda,12.51944012,12.50852079,12.63719964,12.72909867,12.72107394,12.53229974,11.65819568,11.21520706,10.77864672,10.10643398,9.283427727,8.674749164,8.894401134,9.64097414,10.55780322,11.57780765,12.58488895,13.65957571,14.81345341,16.11284967,17.68584868
Ukraine,20.27491409,21.03761201,19.34616399,18.97365317,21.30542447,22.10540504,26.7089438,25.91437361,24.53051643,25.63561112,25.61191128,27.89721351,28.2924267,28.1692217,28.19361026,29.77750052,32.19792618,32.29768786,30.05733945,26.56637168,24.17475728
United Arab Emirates,13.88888889,15,13.63636364,12.94117647,13.38028169,13.82113821,13.81766382,18.1420765,20.49180328,21.04607721,22.65874829,21.93455592,22.94770206,28.42654303,33.92904775,36.23978202,34.3836886,32.1941663,31.24357657,31.75253708,32.82385834
United Kingdom,25.7874176,27.16169215,26.72628705,26.02495544,24.67609388,23.50038381,23.35510711,23.0209546,24.24155284,24.97075816,26.03603918,27.25576662,27.28469411,27.12898486,26.32414265,25.33705818,25.02081351,25.39626938,25.80200861,25.48527254,25.07699564
United States,22.48100367,22.48028252,22.46838875,22.53725881,22.24265242,21.24120757,20.43005015,20.26064542,21.44622843,23.54495562,25.86717144,27.46344309,27.27145171,26.30616399,25.05585942,24.33998532,24.51797811,25.055594,25.35263587,25.43788723,25.47920748
Uruguay,21.3592233,22.12908634,22.10857592,22.18912882,22.79569892,23.19771592,23.00699301,22.19196732,21.33863486,20.78005115,21.39303483,22.49221184,22.97297297,23.83826192,24.55621302,24.62253194,25.28669725,25.90909091,26.09921082,26.61789533,26.49379932
Uzbekistan,21.98233562,19.20435031,14.5239246,11.56708912,12.33064654,12.77494538,14.52065273,13.39056751,11.97238659,12.26141261,13.78806334,16.73544246,18.72466705,20.17903512,21.02169982,22.49953781,25.39994053,28.02111736,29.06625648,28.55217342,27.09469233
Vanuatu,15.38461538,14.28571429,12.5,13.15789474,12.5,11.32075472,10,13.88888889,12.98701299,12.64367816,13.40206186,14.54545455,14.4,15.82733813,16.4556962,18.02325581,18.71657754,20.79207921,22.22222222,23.27586207,24.08163265
Venezuela,14.53488372,13.70814908,13.33160756,13.03030303,13.18843249,13.08933002,12.92855273,13.40877915,14.35887137,15.78332734,17.35449735,19.09618821,20.23466447,20.89418968,21.89986242,22.72109614,23.82932757,24.81827622,25.31804697,25.66202432,25.8041252
Vietnam,19.69140338,19.28475936,18.11018922,16.75718429,15.7786213,15.16181841,13.31503884,12.0619369,11.85388527,12.96390156,14.32797862,18.36122666,22.59940923,25.02801,25.89997534,25.53451436,26.26224136,27.71420079,28.10822653,28.23844027,27.10949588
Virgin Islands (U.S.),16.66666667,21.42857143,23.52941176,17.39130435,16.66666667,15,16.66666667,20,25,26.41509434,27.45098039,30,26.41509434,25.49019608,20,20,17.39130435,18.60465116,23.07692308,24.32432432,26.47058824
West Bank and Gaza,14.36781609,12.75415896,11.73380035,11.12903226,11.72291297,11.71875,11.11111111,10.27322404,9.891107078,9.954751131,10.86142322,11.97072661,12.78966132,13.7345679,14.33885695,14.86364999,16.0944206,17.30675741,19.20338229,21.07429512,22.48656946
Western Sahara,0,10,11.76470588,15.38461538,14.28571429,14.63414634,15.18987342,15.30612245,13.79310345,14.17910448,15.6626506,18.8034188,22.41992883,24.54545455,26.38522427,28.42892768,29.07801418,28.95927602,27.87610619,26.02150538,25.10548523
"Yemen, Rep.",14.08903167,13.34169803,12.5569044,11.80294218,10.91307067,9.638896787,8.660287081,8.036942425,7.958756243,10.47885177,10.72514112,10.96907604,11.19719458,11.66548043,12.66988163,14.33517619,16.44222525,18.55228623,20.21895023,21.37386498,22.59417332
Zambia,12.43567753,12.73692191,12.82220753,12.68486917,12.39669421,12.06896552,11.91637631,11.88852653,12.05493388,11.92579505,11.39508071,10.29763941,9.702282001,10.06809988,11.03896104,12.03547297,13.17319607,14.25099809,15.56104165,17.06652929,18.71188763
Zimbabwe,13.79562044,13.32082552,13.20149653,12.62488647,12.25433526,11.6710013,10.85335543,10.67696502,10.42107287,10.77295521,10.36915505,8.533156937,6.946714613,7.567804024,10.41531051,14.65993752,19.32989691,23.10362967,24.65984706,24.47058824,23.88903851
