Total 40-59 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,17.76525361,16.93051891,15.73892591,14.72935461,13.7162059,13.29510601,12.79637378,12.24051539,11.6384281,11.75215304,12.11129296,12.73418871,13.48091527,14.17756968,14.97255421,15.44971325,16.50279117,17.86720088,19.4171113,21.11491125,22.39658968
Malawi,12.04024983,11.93181818,12.32294618,12.29879276,12.39212215,12.20621683,12.04954955,12.00110102,11.60969415,11.86908517,11.69610412,11.58549982,11.07782523,10.70674519,11.18956031,11.7616625,12.60763795,14.19776837,15.80630717,17.39950489,18.93539656
Malaysia,14.44698953,14.51843384,14.19093255,13.70526316,13.21293652,13.20169713,13.83944788,13.90022965,14.7323648,16.23288336,18.06307468,20.21845134,21.4651621,22.27141098,22.73025391,23.6318408,24.7788865,25.90418998,26.64252867,26.84973107,26.83357285
Maldives,19.75308642,17.77777778,17.5257732,16.51376147,15.83333333,14.70588235,13.29113924,12.43243243,11.52073733,10.97560976,11.72161172,13.35616438,16.61341853,19.04761905,21.6066482,25.58746736,29.03225806,31.57894737,31.55452436,28.98876404,26.09649123
Mali,15.1628779,15.3829511,15.41197392,15.32754253,15.02899751,14.53470749,14.03313379,13.52761517,12.80184864,11.98156682,11.64448669,11.55536771,11.8432903,12.39911959,12.91977334,13.84648463,14.94039476,16.03967474,17.11175021,18.22154665,19.60721868
Malta,19.61414791,19.10828025,18.73015873,19.01639344,19.67213115,21.38157895,21.11801242,21.80232558,24.30167598,26.45502646,28.09278351,28.60696517,26.71568627,26.68269231,26.95035461,27.9342723,29.6728972,29.88235294,28.97862233,27.20763723,25
Martinique,16.74208145,16.73469388,15.84507042,15.80645161,16.46341463,16.36363636,18.04281346,18.52941176,19.49860724,21.40921409,23.69791667,27.4559194,29.06403941,28.91566265,26.98795181,24.70023981,23.74100719,23.67149758,24.87804878,25.43640898,25.06393862
Mauritania,13.38461538,13.84408602,13.85331781,13.91129032,13.6640557,13.51963746,13.23722149,12.8,12.48112733,12.33480176,12.74961598,13.47184987,14.44279346,15.65683646,16.94376528,18.16749212,19.27811392,20.26474596,21.24314442,22.42602526,23.68855163
Mauritius,12.77890467,12.45614035,12.4430956,12.61620186,13.31719128,14.66965286,15.01035197,16.0591133,18.08712121,19.76950355,21.73913043,24.04153355,26.36854279,27.72795217,28.18645302,27.76588151,26.4084507,26.33053221,26.36363636,26.20545073,25.87657784
Mayotte,25,21.05263158,17.39130435,12.90322581,10.81081081,10.86956522,9.090909091,11.26760563,10.86956522,11.38211382,12.16216216,12.06896552,13.63636364,15.31531532,17.00404858,18.90909091,20.86092715,23.00613497,25.72254335,26.70299728,26.75324675
Mexico,14.32536679,13.92212784,13.0044843,12.71213144,12.61967598,12.44084064,12.45644093,12.89117666,13.36762467,14.58515189,16.15392344,18.07557201,20.57534321,23.35217388,25.41360294,26.49211689,26.77568837,26.57445899,26.55949246,26.76639426,26.80071028
"Micronesia, Fed. Sts.",15.625,13.51351351,13.63636364,13.20754717,13.1147541,12.90322581,11.11111111,10.58823529,10.52631579,12.14953271,14.01869159,15.45454545,16.21621622,14.15929204,14.40677966,16.52892562,18.4,21.875,26.15384615,26.5625,27.34375
Moldova,19.51323655,21.09672506,19.65356429,19.85007496,20.92376183,21.22395833,23.10955827,21.41840607,20.53632821,22.2401475,24.70731707,27.70090474,28.21588367,26.71094427,25.45885139,26.17673854,30.1821608,32.53994131,31.55044008,28.17990162,24.60694698
Mongolia,14.62450593,14.13427562,13.83975026,13.63220494,13.48762969,13.34716459,13.52976548,13.61256545,11.54192967,11.81137065,14.1959799,17.1630094,20.08151167,22.85313705,24.78347768,26.50717703,29.2645241,30.21148036,29.54275534,27.73060029,25.58814987
Montenegro,17.12846348,16.62763466,15.20342612,15.38461538,16.76300578,18.39708561,21.66377816,21.56521739,22.18430034,23.63344051,25.18968134,26.12179487,26.72,26.4,26.26582278,26.74050633,27.71653543,27.68987342,27.46031746,26.67731629,25.12077295
Morocco,13.13379495,13.10440103,12.96981165,12.794537,12.56694971,12.99046518,13.50743599,13.15813077,12.97916079,14.05409416,16.22727903,18.57475486,20.21184609,21.5018059,22.32044199,24.18328271,25.90111318,26.87394792,27.00537348,26.04104735,25.42504227
Mozambique,14.71592673,14.67508248,14.55663092,14.38857413,14.15723204,13.90616167,13.56071841,13.34534264,12.87845222,12.60662318,12.5801326,12.49820014,12.40975693,12.36275379,12.37344544,12.63907147,13.36008498,14.427099,15.88188755,17.80362067,19.52932116
Myanmar,17.45439711,17.18254807,17.10638702,16.77515422,16.52401151,15.90817829,14.86381787,13.95150091,13.75410077,15.2783477,17.34709201,19.57596442,21.67386224,23.28529716,24.7337598,26.33498307,27.24791509,27.2743715,26.80251037,26.15945142,25.92230252
Namibia,15.67010309,15.35580524,15.16666667,14.9341142,14.76251605,13.9380531,12.82051282,12.06597222,11.73144876,11.98270537,12.77412281,13.68159204,14.46000904,15.09746993,15.87605203,16.98717949,18.72283517,20.67109845,21.9703838,22.69832079,23.29339649
Nepal,15.00123062,15.07220217,14.99484004,14.79018359,14.5740476,14.54028152,14.55607942,14.5560665,14.10175879,13.89325687,13.95824806,14.43685255,15.51319845,16.70974094,18.10938785,19.67342431,21.41855487,23.36600548,25.16017852,26.21112757,26.37568835
Netherlands,21.87067431,22.22118873,21.91935905,21.80279857,21.3622766,21.14582571,21.41796847,21.95458624,24.19419553,25.85447954,27.61719241,29.23944353,29.39410316,29.00803973,27.35970132,25.23057413,23.56840782,23.05503386,23.48385627,24.12807318,24.11058107
Netherlands Antilles,17.11711712,17.21311475,17.03703704,17.12328767,16.56050955,16.76646707,16.94915254,18.78453039,20.63492063,22.51308901,27.0718232,29.72972973,32.33830846,33.65853659,33.97129187,33.96226415,32.85714286,30.73170732,27.22772277,23.73737374,22.79792746
New Caledonia,19.04761905,20.58823529,18.18181818,17.39130435,16.82242991,15.50387597,16.31205674,17.41935484,18.71345029,18.75,20.37037037,22.45762712,23.92156863,25.8302583,26.20689655,25.98684211,26.25,26.36363636,26.66666667,26.83615819,26.1707989
New Zealand,21.69811321,21.8164794,21.45868465,21.15677321,20.77277561,19.55887123,19.53000953,19.79835014,21.08682812,22.65943012,25.01938485,26.88564477,27.36988848,26.94277444,25.59434568,24.31705298,24.06513872,24.59241799,24.98555192,24.92890995,24.64011965
Nicaragua,12.7511592,12.39231279,11.94366197,12.02132816,12.08837015,11.8656183,11.53491233,11.07816712,10.51740812,11.24704872,12.53186899,13.92706615,15.61587356,16.75977654,18.21856287,20.33441973,22.39675017,24.52387164,25.69400431,25.80444776,25.94229589
Niger,10.88103938,11.57112527,11.9716137,11.89591078,11.63321168,11.92534381,12.66036462,12.61538462,12.34817814,12.10362249,12.24619289,12.37215692,11.70400201,11.45169713,11.28687846,11.05512961,11.21211191,11.49251789,12.01295076,12.86872654,14.36497303
Nigeria,14.84187568,14.36908983,14.10440984,14.03352177,13.94088583,13.747322,13.39434276,13.12946261,12.81398001,12.78418093,12.78005174,12.71800623,12.72976576,13.04552947,13.90885429,15.12051376,16.4467995,17.73735895,18.97881134,20.34096285,21.89163666
Norway,24.86983155,25.56171579,25.85147962,25.89309696,24.55506835,22.56615077,20.94445804,20.56344811,22.35849057,24.27162193,26.15967886,27.237438,27.30080296,27.57593806,26.87572143,25.84793142,24.868588,24.58842273,24.92622809,25.05122951,24.91593813
Oman,14.31718062,14.11530815,13.09734513,12.30529595,11.39410188,10.67538126,10.69924179,11.90320471,13.18502442,14.04235727,13.36386345,16.09327217,17.28055077,18.6366479,20.72123641,23.15010571,24.91973327,26.13662858,26.71992898,25.99914966,25.44597088
Pakistan,20.04662571,18.85885076,17.46858279,16.16083439,14.94850369,14.25082119,13.90284352,13.75676445,13.44567574,13.50368882,13.8633111,14.3900468,15.19109297,16.10543936,17.18614604,18.63882381,20.60084383,22.11765533,23.18478742,23.89376381,24.27743768
Panama,15.69767442,15.45547595,14.56483126,14.03374233,13.62126246,13.27536232,13.40839304,13.96417088,14.87774554,16.08077786,17.61517615,19.26406926,21.10065583,22.66101246,23.3921033,23.71134021,23.82438155,23.80952381,24.3198681,24.93980738,25.29457973
Papua New Guinea,14.66666667,14.63541667,14.23076923,13.1061599,13.63102233,13.36357292,12.59768678,12.21458047,12.41529526,12.90870488,13.4051244,14.64530892,15.7329463,16.73830924,17.28453365,17.65785213,18.27582778,19.226152,20.91011333,22.50081673,23.91794234
Paraguay,11.73677069,12.23150358,12.63765076,12.86173633,13.03298471,12.8963306,12.972804,12.87796976,13.19379116,14.33034784,15.36735838,16.4295393,17.0150178,17.22809021,18.10218978,19.83295936,21.74271902,23.61470158,24.86241502,25.30497341,25.48403447
Peru,15.28378556,14.83104602,14.15768805,13.66530043,13.43136512,13.51226589,13.73997345,13.99600553,14.39199118,15.0996199,16.161655,17.60669636,19.05343097,20.49556047,22.00662997,23.14798726,24.34594234,25.36276587,25.92177314,26.34950614,26.4147623
Philippines,14.07711157,13.94557823,13.42671299,12.9802667,12.21900126,12.12712308,12.29995428,12.68240382,13.28773268,14.27407598,15.39728919,16.58459559,17.7362844,18.64746646,19.72338214,20.85955487,22.16022832,23.42561188,24.28375038,24.80968761,25.19003537
Poland,22.05124073,22.3488875,20.55131925,20.88289549,21.36362245,22.00076432,22.94653399,21.36770517,21.96273944,24.19359018,26.97561864,28.84444212,28.07718597,27.08195507,27.2215703,29.52411871,31.56934811,31.73562631,29.66319729,26.37283019,24.31824571
Portugal,20.22605592,21.02206736,21.35440181,21.8159591,22.58324692,22.47882987,23.0493549,22.40502543,23.42685371,24.15579241,25.23711743,26.72797952,27.7927886,29.20837968,30.33342621,30.20171834,29.05564448,27.05736847,25.07707129,24.0990991,23.9540689
Puerto Rico,12.97881929,14.03820524,15.1630665,17.05996132,16.70345843,16.29806056,17.54770097,18.77405982,20.4873902,22.23723318,23.66352201,25.01916688,25.2002002,25.32515337,25.59825961,25.68214457,25.74493445,25.96039131,25.73687994,24.85521236,24.23799073
Qatar,16.66666667,14.28571429,13.33333333,14.28571429,12.72727273,14.03508772,14.34782609,15.23545706,20.12847966,20.19047619,24.4732577,22.12189616,21.60371107,27.95830779,28.10344828,32.06933911,34.9564326,35.17073171,33.22460391,30.08057296,27.43744607
Reunion,14.91935484,14.67576792,14.97005988,14.17525773,14.53362256,14.69979296,15.41501976,15.94202899,16.85950413,18.37349398,20.02762431,23.18471338,25.50655542,25.84650113,25.10729614,23.89289392,23.3366435,23.58036574,24.2481203,24.90774908,25.2285192
Romania,22.04169221,22.77822258,21.12125163,22.01555275,22.7324347,23.34917871,25.36822666,24.19908467,23.39682813,24.23173581,24.91416697,25.35361006,27.35252478,28.18452954,29.92442831,31.99078249,32.45420494,30.81300385,28.21972778,26.61109868,24.34168644
Russia,19.99474207,21.87233508,20.92972829,20.42099616,22.90537069,23.37296621,26.4639063,24.34757771,22.92589691,24.68316072,26.08541508,29.27807113,29.15785049,28.28577848,27.52503619,28.65238581,31.30616299,30.75174658,28.47634408,25.64778586,23.30703371
Rwanda,12.18156554,12.1078037,12.01523546,11.875,11.73199153,11.54456793,12.37252261,10.57456212,9.829418345,10.18382353,11.30795326,11.96619217,12.06695212,12.02213708,12.53494522,14.59525756,17.03712902,18.09079531,18.74411303,19.01739425,19.68207962
Saint Lucia,15.47619048,15.29411765,14.60674157,14.73684211,13.7254902,12.8440367,12.71186441,12.5984252,13.76811594,14.18918919,15.92356688,18.90243902,20.93023256,22.95081967,23.95833333,25.75757576,26.60098522,28.36538462,28.63849765,26.97674419,25.80645161
Saint Vincent and the Grenadines,13.23529412,12.16216216,13.75,13.63636364,10.98901099,9.574468085,11.11111111,12.5,12.26415094,13.63636364,16.82242991,19.62616822,22.64150943,24.32432432,25,24.32432432,25.22522523,25.89285714,26.31578947,26.4957265,27.35042735
Samoa,10.97560976,11.70212766,10.18518519,11.11111111,11.18881119,10.66666667,11.03896104,10.82802548,12.42236025,12.65060241,13.06818182,14.60674157,16.57458564,16.02209945,15.30054645,13.29787234,14.21052632,17.25888325,22.56410256,26.15384615,27.08333333
Sao Tome and Principe,15,13.79310345,15.625,15.87301587,13.88888889,13.58024691,14.43298969,12.38095238,11.20689655,10.9375,10,11.84210526,11.58536585,12.29050279,14.57286432,17.20930233,19.23076923,21.42857143,22.3880597,23.75886525,24.91582492
Saudi Arabia,15.18275539,14.6714922,14.14191014,13.62687813,13.19637883,12.83783784,12.23321187,10.55495103,10.81862353,11.9165023,13.06165601,15.48299665,18.31967994,20.47214157,22.38990129,23.02133013,23.64755781,24.60535169,25.11179741,25.97267034,26.22995877
Senegal,14.40397351,14.60882462,14.60564752,14.61971831,14.60431655,14.42307692,14.09050577,13.59938603,12.81847134,11.83602771,11.34343434,11.23027832,11.6874028,12.72376756,14.01049707,15.43887147,16.86111964,18.30031528,19.62535395,20.98991378,22.62958281
Serbia,21.42857143,21.47706803,19.63343882,20.2661597,22.32689014,24.54598711,26.45053102,25.21570319,24.48787625,24.926485,25.30346393,26.43060065,26.86688312,26.421813,27.08035167,28.15843621,28.8706834,28.53405881,27.29772607,26.13587655,25.01087429
Sierra Leone,16.04113111,16.29132726,16.45962733,16.60531697,16.49793776,16.27430911,15.91536339,15.61553291,15.22643819,14.47203411,13.87706856,13.39075959,13.21336761,13.56009762,14.21541826,14.97965726,15.60228162,16.10895736,16.95375398,18.29658452,19.83769886
Singapore,15.05376344,16.13149847,16.09547124,15.10638298,15.36608863,15.53398058,16.68046358,17.92696422,19.46286472,23.51250359,28.5287528,33.30990864,35.04856375,33.87351779,30.26819923,26.72011934,24.83516484,25.7976299,27.11895569,27.11610487,25.64642789
Slovak Republic,23.001443,23.29560411,20.57404727,20.83906465,21.63535912,21.25818028,21.72427653,20.63800817,21.14872575,23.46347842,26.00855178,27.79428147,27.99852153,28.04563857,29.30907755,30.81470534,32.26771359,31.93149382,29.33980583,26.47876141,24.54249695
Slovenia,24.33898305,24.23252776,21.64556962,21.22699387,21.9892151,22.96211251,24.50873362,23.84492831,24.07887909,25.89013225,27.62959235,29.65551672,30.07407407,29.59882583,29.64946446,29.57540264,29.32220039,27.99801784,25.75150301,23.7854251,22.85276074
Solomon Islands,15.55555556,14.70588235,12.71186441,13.33333333,13.125,12.43523316,12.22707424,12.08791209,11.74603175,11.84573003,12.28915663,12.89640592,13.8576779,15.71906355,17.52265861,19.03448276,20.20330368,21.36953955,22.55225523,23.62122789,24.72691162
Somalia,15.55457357,15.15873016,14.65578424,14.15064608,13.52402111,12.8765792,12.41840224,12.16981132,12.05458681,12.45398773,12.67072346,12.91751467,13.22790896,13.41906626,13.9229136,13.74703728,13.94270469,14.24607893,14.88168095,16.23000232,17.52901662
South Africa,16.3060956,15.9147055,15.65302368,15.17613808,14.58027819,14.25847375,14.06067277,14.23283473,14.553569,15.92507553,17.11834188,17.95186487,18.4151631,18.35542227,18.34510519,19.02131459,20.12462539,21.13155855,21.97180585,22.62218994,23.13650928
Spain,21.49666179,22.14344431,21.91573901,22.73209384,22.97945408,23.42440801,23.14252212,22.6929683,22.70796323,22.87382584,24.63804108,26.17571239,27.87916235,30.0389814,31.74367844,31.58973734,29.64056818,26.7088658,23.41628736,21.80886437,21.88365651
Sri Lanka,13.36165049,14.02337229,14.47959286,15.00178699,15.47124601,15.69366887,15.96387542,16.34193109,17.47628961,18.82094872,21.59411796,25.1100645,25.8194111,24.55593348,24.10426453,24.96142325,25.17684163,25.72815534,25.02929776,24.18101686,24.36192758
Sudan,13.31882481,13.21138211,13.21465252,13.24909201,13.17819149,13.08523409,13.01379882,13.00045732,13.13351297,13.21855851,13.41641599,13.77332162,14.32143353,15.23602003,16.39328592,17.70890296,19.08189196,20.56411989,22.04143726,23.20076018,24.09203521
Suriname,14.88372093,14.45783133,13.14878893,12.61261261,12.8342246,12.39669421,14.52054795,15.42553191,15.34653465,16.16628176,17.52136752,20.04008016,22.20113852,24.08759124,24.1622575,24.57337884,24.75083056,24.59283388,26.05177994,26.8488746,27.02265372
Swaziland,13.86861314,13.35504886,13.2183908,13.23155216,13.03370787,12.40310078,12.12624585,11.75637394,11.56069364,11.7768595,12.19963031,12.19946572,11.83333333,10.88646967,10.67538126,12.02749141,14.69816273,17.58034026,19.48998179,20.27106659,20.56128293
Sweden,26.17248753,27.00358028,27.39304813,27.03646237,25.30465058,23.55381987,22.59927798,23.47586537,24.93281925,25.92047128,27.00902935,26.86451898,26.27501614,26.20551695,25.62545043,24.7377975,24.48878301,24.85537798,24.43280977,24.21687901,23.77483444
Switzerland,26.22042208,26.08956417,24.6996997,23.20696721,22.60672704,22.81836831,23.88414055,24.79134467,25.86360929,26.28214235,27.6270007,29.02445579,29.80123733,29.64064116,28.24873096,26.39650873,25.05216644,24.86067361,24.94306604,24.52225519,23.95441729
Syria,14.25742574,13.15459785,12.4025974,12.15264913,11.95856874,11.66091802,11.14330287,10.40954054,10.08647799,10.71721872,11.70129005,13.03802102,14.72561653,16.63740661,18.93719077,21.63239614,23.70746073,24.54657619,24.69291431,24.79930388,25.57503183
Tajikistan,19.17808219,18.40628507,15.36245799,13.187251,13.63018355,14.04069767,14.91782554,13.14060447,11.44419306,11.07649706,11.70367969,14.13925019,15.59010601,16.27157949,16.33909543,17.24327898,20.11852776,22.90220194,25.11925205,26.08133087,25.89325893
Tanzania,12.39053718,12.48283753,12.49751836,12.46788834,12.41359023,12.32859558,12.21864952,12.16761416,12.21667911,12.17803283,12.09164689,11.75912633,11.47005928,11.63647528,12.19925506,12.93845332,13.78086256,14.55020147,15.34284509,16.48600758,18.02541777
Thailand,13.91895171,13.9069787,13.4867231,13.18486769,13.36380748,13.86764532,14.59038592,15.91999086,17.19982356,19.04088861,22.72515839,25.42951158,27.66844245,28.47195413,28.10732882,27.42193094,26.72946557,26.3614347,25.97221847,25.59488319,25.4058696
Timor-Leste,14.25287356,14.03887689,14.4,14.51905626,14.7107438,14.85884101,12.37113402,13.06990881,13.51351351,14.01648999,13.79310345,13.42078708,12.82051282,12.5631769,11.61210624,12.29946524,13.47150259,14.8909396,16.86792453,17.45218579,18.43905473
Togo,14.37170805,14.375,14.28571429,14.19392523,13.79633975,13.23529412,12.75601868,12.43275553,12.28025478,12.34205776,12.51428571,12.79826464,13.31661997,14.1298633,15.39554713,16.9108143,18.41819081,19.802433,20.98712812,22.05317104,22.99530089
Tonga,11.11111111,10.90909091,11.76470588,9.87654321,11.2244898,12.76595745,14.43298969,15.05376344,12.90322581,13.68421053,14.14141414,15.38461538,16.34615385,16.50485437,17.59259259,17.69911504,15.78947368,17.21311475,19.67213115,21.31147541,25.20325203
Trinidad and Tobago,16.03773585,16.22746186,15.77698695,15.4960981,15.12345679,14.63897132,14.55050973,14.69838573,15.54276316,17.33966746,20.32457496,23.67223065,25.29761905,26.2079063,26.93140794,28.69502523,30.75253256,30.60029283,28.89054356,25.47528517,23.10101801
Tunisia,15.06228766,15.41450777,14.96920891,14.55723542,14.68122441,14.80762443,14.93184634,14.03628427,13.76582278,15.38891998,17.46905089,19.9939259,22.22864854,23.84452816,25.68185817,27.77212614,29.69407108,30.32435493,29.01244416,26.85163228,24.82297404
Turkey,15.86296779,16.25015238,14.63233211,13.89548694,14.73707468,14.82128558,15.3654521,15.29147982,15.4390657,15.91235867,17.34328448,19.43429631,21.44376197,23.7053711,25.66441321,27.12673412,27.59692839,27.62895918,27.42076491,26.73303261,26.56562856
Turkmenistan,19.24029727,18.98079764,16.39447236,14.33862434,14.488117,14.200714,14.79020979,13.16604709,12.02617944,12.70599475,14.61897356,17.61304976,19.60594939,20.91123616,21.88037126,23.22516884,25.73705179,27.83632982,28.04120588,27.96547105,27.16303708
Uganda,12.65503876,12.6970673,12.76156793,12.89155123,12.87999153,12.73411678,11.86882655,11.3957418,10.98826715,10.52732045,9.876391618,9.083307202,8.950498565,9.44873958,10.29189516,11.36784945,12.49650591,13.66916986,14.90140993,16.25202748,17.85272108
Ukraine,21.84416559,23.88089479,22.66607452,22.47022497,24.18369719,23.69741728,27.47092442,26.01445575,24.36655487,25.68200067,25.65582157,27.97272824,28.42459724,28.23665263,27.94271743,28.99605921,30.94781895,30.80297244,28.56875685,25.19743746,22.8395238
United Arab Emirates,14.49275362,15,13.18681319,12.5,13.33333333,12.99435028,12.31527094,15.23742027,17.17495987,17.56478815,19.04320988,19.26089085,20.66256105,26.04928764,31.71938505,34.41951859,33.02822273,30.65943477,28.87276636,28.74221035,29.61347389
United Kingdom,26.28563526,27.22123479,26.59245398,25.87904101,24.46240905,23.19869093,22.92639616,22.4683936,23.63772952,24.42024741,25.58861974,26.97643545,27.12321685,27.11517575,26.30131514,25.20082281,24.68730687,24.84233974,25.07545988,24.68027821,24.24929178
United States,22.45963552,22.53273425,22.63022874,22.68966969,22.28317173,21.26540914,20.41286803,20.21686457,21.41565142,23.5495158,25.92880817,27.52031446,27.30701423,26.28169251,24.90596671,24.05765832,24.10988672,24.54848565,24.77674726,24.82829887,24.85486454
Uruguay,20.84821429,21.66947723,21.69291339,22.02447164,22.78390886,23.18021201,23.07956104,22.31075697,21.46529563,20.97923768,21.55977115,22.55639098,23.03587311,23.79008746,24.31271478,24.25952045,24.84662577,25.37972936,25.50852117,25.8852594,25.77716644
Uzbekistan,22.10959772,20.76901874,16.73288151,13.80826737,13.80721684,13.78693568,14.92602808,13.38799318,11.970561,12.35219687,13.94898289,17.16001064,19.30342172,20.75029706,21.50141098,22.80535518,25.50614446,27.96761041,28.88713719,28.28823334,26.75503595
Vanuatu,12.76595745,11.11111111,12.30769231,10.95890411,11.76470588,11.88118812,11.86440678,12.21374046,12.75167785,12.79069767,13.68421053,14.28571429,15.44715447,16.18705036,16.55844156,17.99410029,19.29347826,20.60301508,22.14452214,23.07692308,23.85892116
Venezuela,14.80172752,13.96244584,13.51101728,13.1199824,13.19347319,13.12504906,13.00920713,13.50228021,14.44782168,15.89263082,17.49354746,19.27192457,20.45861452,21.13067655,22.12844915,22.9303325,23.98567698,24.90829243,25.30773264,25.55596063,25.59107559
Vietnam,19.95687765,19.49685535,18.26557299,16.87445865,15.89118374,15.28295987,13.90576938,12.68001405,12.50169819,13.50265914,15.22952341,18.89384478,23.32610722,25.57903617,26.28636146,25.91275207,26.35611866,27.40519387,27.51986616,27.46343306,26.36117778
Virgin Islands (U.S.),14.28571429,16.66666667,18.18181818,14,15.625,14.11764706,17.34693878,19.81132075,25,25.47169811,28.44036697,29.35779817,27.02702703,25.92592593,21.9047619,19.41747573,18.75,20.65217391,23.59550562,24.3902439,24
West Bank and Gaza,13.91650099,12.47600768,11.81818182,11.52882206,12.06581353,12.21069433,11.84834123,11.15470852,10.50185874,10.43577982,11.01937123,11.92879915,12.65306122,13.57563851,14.19221495,14.74133984,15.98579041,17.2541744,19.16506392,21.05373197,22.44738893
Western Sahara,15.38461538,16.66666667,12.5,11.53846154,12.82051282,13.15789474,12.66666667,13.66120219,12.8440367,13.79310345,15.14195584,17.46031746,20.98298677,23.44497608,25.27624309,27.39018088,28.64137087,28.75586854,27.62119504,25.92997812,24.78632479
"Yemen, Rep.",14.2095503,13.46438385,12.79693487,12.16146283,11.3771518,10.40609137,9.630071599,9.028120375,8.861273554,10.71244525,11.00720612,11.35585157,11.60441916,11.98547651,12.88130235,14.41646953,16.46335265,18.60076962,20.30609631,21.48071735,22.68290866
Zambia,12.65498076,13.0369254,13.07490145,12.95248869,12.66924565,12.4056315,12.17526844,12.10022108,12.16489631,12.0992534,11.82651891,10.96438916,10.16220294,10.11415982,10.79914884,11.62458313,12.72561881,13.85663145,15.17545619,16.72786618,18.40723857
Zimbabwe,14.18697708,13.5810178,13.40618337,12.80253336,12.4159139,11.85149157,11.04243923,10.80592291,10.56102456,11.15000427,11.42329614,10.44488978,8.921933086,8.461044978,10.27040915,13.98688915,18.50301407,22.41052632,24.18053203,24.08186416,23.55593633
