Female 40-59 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
"Macedonia, FYR",15.33442088,16.02373887,15.55232558,16.48501362,18.21705426,19.54161641,21.21896163,21.86813187,22.37394958,23.24159021,24.5526839,25.93320236,27.09551657,27.31707317,27.90243902,28.59941234,29.20792079,29.41767068,28.54209446,26.70157068,24.83870968
Madagascar,18.11301715,16.53898152,14.57749299,13.28621908,12.40310078,12.44612069,12.49707465,12.3228589,11.90053286,11.98598843,12.26168712,12.85067873,13.57390015,14.3106153,15.12754904,15.61977716,16.69402702,18.08203351,19.65133017,21.35734484,22.61500535
Malawi,12.26541555,12.16545012,12.5,12.49394673,12.6652452,12.41303552,12.41809672,12.45303274,11.86264308,11.72803429,11.81985602,12.1476315,11.87880325,11.39184397,11.46918508,11.72097848,12.3603352,13.8569919,15.45413466,17.0212766,18.52918374
Malaysia,13.28388402,13.34887788,13.41158841,13.4500427,13.13977294,13.28407225,13.87181738,13.87818042,14.59968603,16.00868535,17.74940981,20.04282995,21.40258984,22.28147148,22.75543753,23.63538425,24.71267654,25.77081616,26.41198661,26.48852595,26.38340921
Maldives,18.91891892,19.51219512,17.39130435,16.32653061,16.07142857,13.84615385,13.15789474,11.36363636,11.42857143,10.74380165,11.85185185,13.88888889,17.19745223,19.76047904,22.22222222,25.38860104,28.85572139,30.8056872,30.73394495,28.31858407,25.76419214
Mali,15.76165305,15.51038445,15.2173913,14.89361702,14.50100469,14.12446614,13.77963738,13.57523471,13.15729047,12.59074881,12.42725737,12.38317757,12.65203204,13.15824205,13.59338061,14.44420738,15.44660194,16.48595805,17.50756399,18.57261788,19.90133897
Malta,19.62025316,18.51851852,19.01840491,20.24539877,20.25316456,21.51898734,21.08433735,22.85714286,25.27472527,26.17801047,28.20512821,28.07881773,26.21359223,26.08695652,26.06635071,27.35849057,28.97196262,29.43925234,28.30188679,27.14285714,25
Martinique,16.52173913,17.32283465,16.32653061,15.72327044,16.56804734,16.47058824,17.85714286,18.85714286,19.89247312,21.76165803,23.76237624,27.88461538,29.43925234,30.27522936,28.31050228,25.2293578,23.07692308,23.50230415,23.50230415,24.05660377,23.78640777
Mauritania,12.99093656,13.56382979,13.95348837,14.02805611,13.91304348,14.04833837,13.92904074,13.66245695,13.54903943,13.22094055,13.36441336,13.96610169,14.66505733,15.88683351,17.17121588,18.39342766,19.49260042,20.45723295,21.4338507,22.59078212,23.81902861
Mauritius,13.00813008,12.54355401,12.38670695,12.73209549,13.76811594,15.04424779,15.27494908,16.63405088,18.44106464,20.3180212,22.05638474,23.80952381,26.26728111,27.58112094,28.16091954,27.69230769,26.38121547,26.2585034,25.91587517,25.78018996,25.10176391
Mayotte,0,0,0,0,6.25,9.523809524,11.53846154,11.76470588,11.36363636,9.836065574,10.81081081,12.64367816,14,15.92920354,17.46031746,19.28571429,20.91503268,23.17073171,25.28735632,26.88172043,26.66666667
Mexico,14.48340145,14.24691358,13.4377793,13.22109989,13.17468861,12.99250305,12.86007933,13.11290576,13.41100939,14.55752308,16.22616726,18.25883235,20.90957636,23.71111187,25.76031563,26.76179707,26.95857181,26.69039687,26.56919814,26.6998665,26.59999698
"Micronesia, Fed. Sts.",20,16.66666667,20,16,14.28571429,12.90322581,11.11111111,9.523809524,10.86956522,11.76470588,14.81481481,14.81481481,16.36363636,14.81481481,14.28571429,16.39344262,19.35483871,20.96774194,25.3968254,25.42372881,26.2295082
Moldova,20.09607686,21.92857143,20.40050063,20.82392777,22.00731835,22.21130221,24.11347518,22.22222222,21.12860892,22.79541446,24.90654206,27.6142132,28.28982419,27.02256467,25.74647887,26.28538417,30.15494636,32.13622291,30.97686375,27.66242465,23.80952381
Mongolia,14.72868217,14.58333333,14.25619835,14.02550091,13.94611727,13.67403315,13.75150784,13.89473684,11.50044924,11.8061674,14.34494196,17.41835148,20.49780381,23.35867312,25.32894737,26.92307692,29.60927961,30.37522335,29.53216374,27.55043228,25.25714286
Montenegro,17.78846154,17.93721973,16.18257261,16.85823755,18.11320755,19.0647482,22.06896552,22.14532872,22.97297297,23.87096774,25,26.41509434,26.72955975,26.10062893,26.25,26.47975078,27.63975155,27.27272727,26.81388013,25.71428571,24.35897436
Morocco,13.23200715,13.22803554,13.12123818,12.469988,12.136685,13.11229205,14.01840491,13.92200807,13.5391542,14.47543161,16.18040777,18.46829394,20.36396724,22.13016399,23.33459603,25.18472588,26.73666401,27.33285059,27.09835525,25.86390341,25.10733534
Mozambique,15.05768063,15.00701262,14.93606138,14.75409836,14.56692913,14.33843883,13.9793615,13.85471588,13.67751061,12.84634761,12.87703016,13.0135713,13.36831584,13.54702147,13.25451151,12.95636687,13.17660887,13.9171313,15.30309236,17.26483357,19.00716993
Myanmar,17.63413506,17.28072012,17.14608009,16.76071759,16.51678657,15.93963063,14.99882131,14.11068864,13.9333559,15.55115452,17.64855364,19.97242386,22.16030032,23.77763879,25.23216547,26.77530831,27.56140812,27.4104198,26.76295133,25.98093823,25.64818508
Namibia,15.91836735,16.11721612,15.78947368,15.07246377,15.18987342,14.22319475,13.02681992,12.35194585,12.01657459,12.56038647,13.5193133,14.77495108,15.35714286,15.44782251,15.67732116,16.38176638,17.82841823,19.94901211,21.47201946,22.33236152,23.07692308
Nepal,15.12867169,15.0142315,14.86341149,14.64597478,14.47345668,14.58237194,14.71991277,14.83668796,14.4530834,14.35189475,14.62418301,15.33684057,16.64226777,17.89660013,19.16792993,20.48963044,21.96436374,23.7208238,25.40634507,26.40631491,26.55712801
Netherlands,22.38864801,22.75759822,22.41887906,22.32505277,21.77308222,21.32653061,21.31032548,21.49979511,23.52241174,25.13766167,26.94603333,28.62688016,28.93388922,28.69565217,27.1778216,25.12896939,23.44655231,22.77608229,23.05257207,23.58286948,23.52
Netherlands Antilles,17.54385965,15.87301587,17.14285714,17.56756757,17.5,16.86746988,16.66666667,19.35483871,21.21212121,23.76237624,28.42105263,31,33.01886792,33.62831858,34.51327434,34.82142857,32.75862069,30.63063063,26.60550459,23.80952381,22.33009709
New Caledonia,16.66666667,18.75,16.66666667,16.27906977,17.64705882,16.39344262,15.94202899,15.78947368,18.07228916,18.94736842,20.75471698,22.03389831,23.01587302,25.73529412,25.69444444,25.82781457,25.46583851,25.5952381,26.01156069,26.11111111,25.94594595
New Zealand,21.70706006,21.866164,21.45886344,21.14503817,20.72391767,19.46959897,19.26721415,19.48998179,20.82847141,22.442421,24.78371501,26.79769895,27.627352,27.42504409,26.15711253,24.71264368,24.07185629,24.26843543,24.46401225,24.34061794,24.04168217
Nicaragua,13.05683564,12.66490765,12.5,12.60911736,12.75,12.3297491,11.83723798,11.16504854,10.51108968,11.37724551,12.84654432,14.27011285,16.0149609,17.26641414,18.81100266,20.95691102,23.0379071,25.02566735,26.00249066,25.94397077,25.90723384
Niger,11.40015302,12,12.17910448,12.29891022,12.17977528,12.16848674,12.28956229,12.60162602,12.70594109,12.00682448,11.53567548,11.20781799,10.96822995,11.10296428,11.2482493,11.35579535,11.46264599,11.7049146,12.2021401,12.99443879,14.47304685
Nigeria,15.31054405,14.80441518,14.48080279,14.35337404,14.22722978,14.02048457,13.65078519,13.34950324,13.01585356,13.01280895,13.04806846,13.03903042,13.04948362,13.28211509,14.05429026,15.19845946,16.48022604,17.74691997,18.96190062,20.28683717,21.8110121
Norway,25.31876138,25.84204413,25.98775737,25.97750402,24.48665298,22.4702381,20.72815534,20.19047619,21.80801491,23.59346642,25.44169611,26.52973898,26.75133142,27.18985335,26.61290323,25.67919613,24.69269704,24.25952045,24.49896337,24.55842391,24.39759036
Oman,14.79820628,14.0562249,13.33333333,12.88343558,12.63157895,12.11453744,11.87943262,11.85714286,11.39705882,10.99887767,10.97922849,12.29000884,14.1509434,16.17231638,18.93793986,21.66276347,23.95663957,25.35425101,25.89584329,25.38601272,24.76149176
Pakistan,18.56356002,17.2093951,15.78450331,14.61464663,13.63036074,13.20343737,13.15467075,13.358738,13.30502986,13.42000987,13.80802792,14.33692649,15.12717537,16.05453087,17.14288315,18.58498763,20.52748477,22.05060843,23.11276983,23.79720741,24.13837276
Panama,15.10791367,14.61377871,14.13043478,13.63636364,13.33333333,13.03317536,13.33333333,13.89925373,14.78991597,16.11195159,17.73972603,19.44965604,21.32183908,22.88770053,23.62362362,23.78709374,23.8372093,23.73823781,24.19488026,24.71955128,24.98042287
Papua New Guinea,14.58823529,14.56521739,14.17165669,12.73542601,13.28502415,12.88475304,10.54036024,10.80300404,11.50753769,12.34729494,13.18181818,14.80372588,16.11094718,17.46031746,18.03789878,18.27344435,18.72477805,19.44131984,21.0396909,22.55763808,23.868118
Paraguay,12.55006676,12.92596945,13.23681489,13.19381256,13.41365462,13.18051576,13.2408575,12.88913162,13.04761905,14.23757372,15.21574565,16.26712329,17.00531416,17.36630247,18.30309498,20.09006755,21.98347107,23.82557878,25.04850183,25.4156276,25.48940464
Peru,15.41303774,14.98605948,14.30600649,13.8161364,13.58081271,13.6647614,13.88404787,14.13569443,14.51627778,15.24656156,16.34244249,17.79331219,19.23469041,20.65112695,22.13159657,23.23776426,24.41324974,25.37057848,25.85203658,26.18298132,26.14317093
Philippines,14.0483534,13.90728477,13.65589804,13.5026738,12.80964439,12.53775711,12.59954732,12.8230507,13.3156653,14.38743154,15.54973007,16.79398312,18.0106312,18.87618632,19.89230515,20.95609723,22.16207455,23.33784991,24.11298403,24.57009784,24.88700254
Poland,22.76435278,23.31544003,21.36226958,21.8500896,22.22949649,22.5440806,23.3784747,21.60659006,22.02713079,24.17604603,26.80610286,28.59676684,27.72955688,26.59731783,26.54758238,28.61005668,30.43478261,30.42414356,28.29787234,25.04484694,23.03219231
Portugal,21.13709308,21.83933766,21.79181995,22.03821656,22.77924362,22.91753872,23.48993289,22.90502793,23.68421053,24.31289641,25.24565382,26.62624035,27.52078063,28.78460985,29.74238876,29.45230323,28.22669104,26.17685066,24.17726253,23.16029663,22.9934083
Puerto Rico,12.40942029,13.53982301,14.68120805,16.66666667,16.59451659,16.62234043,18.04878049,19.15509259,21.1887727,23.02872063,24.5959596,25.86037365,25.85295531,25.75329567,25.69573284,25.3902663,25.12562814,25.1604033,24.72324723,23.83612663,23.16384181
Qatar,9.090909091,13.33333333,15,15.38461538,7.894736842,10.52631579,10.84337349,11.11111111,14.37908497,14.44444444,17.6744186,18.41004184,17.25067385,20.56737589,20.52980132,22.65306122,24.23664122,24.15026834,23.32214765,22.27488152,21.80451128
Reunion,14.72868217,14.66666667,14.94252874,14.14141414,14.28571429,14.85943775,15.50387597,16.1971831,16.50485437,18.23529412,20.05420054,23.07692308,25.58139535,25.99118943,25.52301255,24.15169661,22.92870906,23.00556586,23.59346642,23.92857143,24.4288225
Romania,22.37091426,23.08803913,21.69761273,22.87655719,23.52541715,23.80864083,25.58677098,24.31140846,23.53291376,24.30116833,24.94701519,25.36734878,27.2168166,27.80269058,29.23252714,31.13464154,31.42402546,29.70105091,27.0772136,25.47639671,23.1880811
Russia,22.60034457,25.1066754,24.18864403,23.56809809,25.28264696,24.70152326,27.16330079,24.54703787,22.86635687,24.59980481,25.89084579,29.27353489,29.2567344,28.39809739,27.5050943,28.34957156,30.69562598,29.97359609,27.61802152,24.69968915,22.24046354
Rwanda,12.40875912,12.34076433,12.22677596,12.02219482,11.93092622,11.73309449,12.97597043,11.15676359,10.37378115,10.73446328,11.99516324,12.66666667,12.7265861,12.60559881,12.9455081,14.90295134,17.24263368,18.23130763,18.9103547,19.21657678,19.8938992
Saint Lucia,16.27906977,16.27906977,15.2173913,14,15.09433962,13.79310345,13.55932203,14.0625,12.5,13.33333333,16.04938272,18.60465116,21.59090909,23.07692308,24.74226804,26.73267327,27.18446602,28.03738318,28.03738318,27.02702703,26.12612613
Saint Vincent and the Grenadines,13.88888889,10.81081081,16.27906977,15.2173913,12.76595745,8.163265306,14,13.20754717,10.90909091,13.46153846,14.81481481,20.75471698,21.42857143,22.64150943,24.07407407,24.52830189,25,25.42372881,26.66666667,25.80645161,26.66666667
Samoa,10.52631579,10.63829787,11.11111111,12.90322581,11.42857143,10.95890411,12,11.84210526,12.82051282,12.5,13.25301205,15.11627907,15.29411765,16.27906977,15.90909091,12.35955056,13.97849462,15.2173913,20.21276596,25.80645161,26.66666667
Sao Tome and Principe,14.81481481,15.38461538,14.81481481,13.33333333,11.42857143,14.63414634,14.28571429,13.46153846,12.06896552,11.29032258,11.11111111,11.84210526,13.25301205,13.33333333,15,17.59259259,19.13043478,21.42857143,22.96296296,23.61111111,25
Saudi Arabia,15.23809524,14.72911964,14.27150671,13.66538953,13.22580645,12.8011611,12.20561594,9.80358074,9.212892516,9.398636082,11.52148164,12.80643635,14.90918264,17.0277002,19.57295374,21.09159348,22.79313355,24.49781659,25.30892922,26.1745297,26.23306745
Senegal,14.67661692,14.75409836,14.72513089,14.58689459,14.28571429,14.06575114,13.71141421,13.23847819,12.59318424,11.83118081,11.57788945,11.67048055,12.24363917,13.33878887,14.63295468,16.03408211,17.416355,18.79063719,20.06358481,21.36155882,22.92657158
Serbia,21.17273252,21.51383614,19.92734821,21.10275689,23.17928865,25.23212628,27.08933718,25.61027837,24.66777409,24.9562342,25.1662104,26.26931567,26.73227556,26.18423705,26.79367653,27.78685178,28.33916444,27.95430945,26.61764706,25.39412015,24.24767266
Sierra Leone,16.3141994,16.30740394,16.21856028,16.3476874,16.08187135,15.81395349,15.40298507,15.20342612,14.93320611,14.53573165,14.20064132,13.92694064,13.84152457,14.19624217,14.8217636,15.49090909,16.1197974,16.56602254,17.38808731,18.65914144,20.11768448
Singapore,14.54545455,15.37216828,14.81958763,14.23877327,14.80750247,15.20361991,16.63851351,18.01801802,19.4259012,23.49537037,28.50701403,33.45917886,35.35521396,34.11251981,30.24502297,26.4115899,24.08148418,24.84673639,26.03485839,25.99557522,24.55677103
Slovak Republic,23.24536777,23.66803279,21.01790763,21.45421903,21.92676548,21.66666667,22.25296443,21.16119175,21.56424581,23.62577357,25.93128391,27.52161383,27.59239325,27.54555198,28.58161083,29.88176281,31.07569721,30.65881487,28.09917355,25.2688172,23.36485422
Slovenia,24.93506494,24.875,22.42424242,22.70588235,23.54988399,23.99553571,25.2375924,23.92197125,23.76636455,25.04950495,26.59470069,28.61328125,29.15057915,28.69481766,28.65329513,28.25670498,27.91145332,26.63414634,24.43349754,22.54220457,21.58634538
Solomon Islands,12.5,12.5,11.11111111,12.5,12.98701299,12.08791209,12.96296296,11.53846154,11.84210526,12.64367816,12.62626263,13.15789474,14.34108527,15.97222222,17.86833856,19.14285714,20.10443864,21.2195122,22.27272727,23.49137931,24.64065708
Somalia,15.80333626,15.31814611,14.81741573,14.16094822,13.61889072,12.92026897,12.53456221,12.35605353,12.24489796,12.71623672,12.93172691,13.19411486,13.51007423,13.69102683,14.17207792,13.98771253,14.17014284,14.47249775,15.10199939,16.43898837,17.73511502
South Africa,16.93360513,16.42004154,16.06301023,15.39233394,14.60803398,14.2702032,14.1253764,14.32450371,14.70588235,16.08631449,17.42351188,18.50395314,19.16598273,18.82119104,18.10014285,18.1552896,18.91508404,19.98705409,21.1292221,22.02212138,22.63499225
Spain,21.88233669,22.65053835,22.55533584,23.45387364,23.3167515,23.58392279,23.15657358,22.64854647,22.60246315,22.65943687,24.36483987,25.92118497,27.50555338,29.39321307,30.89417555,30.64424635,28.73263192,25.966323,22.75021689,21.14066356,21.17670055
Sri Lanka,12.29617749,12.87933094,13.33894382,13.98029373,14.60118655,15.10780669,15.68600868,16.31499623,17.63950502,19.11424479,21.84213322,25.26582278,26.12847222,25.03937008,24.66270912,25.34887829,25.22719329,25.43890144,24.4910388,23.48816827,23.61098764
Sudan,13.51409978,13.37837838,13.44839371,13.50166314,13.44951443,13.37149399,13.30660931,13.29325317,13.42087692,13.48461137,13.68275385,14.05233859,14.57886391,15.44176622,16.54338111,17.8120667,19.15491097,20.62789978,22.09383754,23.24002217,24.12148195
Suriname,14.81481481,13.70967742,13.10344828,12.5748503,12.76595745,12.15469613,14.44444444,15.76086957,16,16.27906977,18.18181818,20.16129032,21.92307692,24,23.94366197,24.14965986,25.24916944,25,26.51757188,27.0096463,26.6025641
Swaziland,13.57142857,13.75,13.88888889,13.7254902,13.24786325,12.54612546,11.9873817,11.82795699,12.03501094,11.9047619,12.88014311,13.32179931,12.88743883,11.62079511,10.82251082,11.41678129,13.62433862,16.41221374,18.55036855,19.64285714,20.37037037
Sweden,26.37705849,27.06560527,27.30666667,26.96280992,25.22969953,23.47509113,22.42366412,23.01324503,24.38235973,25.26315789,26.33340772,26.26748252,25.72649573,25.70710245,25.18974359,24.33192686,24.10043495,24.4288225,23.996139,23.80770698,23.3785822
Switzerland,26.75709001,26.41144625,24.88160291,23.43541944,22.72151899,22.76923077,23.71419772,24.41965632,25.1963922,25.56912826,26.84983678,28.25572218,29.37242798,29.4858871,28.42339008,26.74081238,25.33807829,24.98833411,24.93667971,24.39800091,23.76570916
Syria,14.0753828,13.26794011,12.61620186,12.17948718,11.97070996,11.72839506,11.24579125,10.60577819,10.28852251,10.92843327,11.94522558,13.24881141,14.89991922,16.65423195,18.79230769,21.4387363,23.50398936,24.37237839,24.55306765,24.66927837,25.40472544
Tajikistan,19.26489227,19.52017448,16.99530516,14.85535575,14.67828418,15.03155479,15.18796992,12.92428198,11.24437781,10.94561829,11.72839506,14.5498636,16.27582356,17.11597152,17.29376022,18.16206822,20.85210979,23.40882468,25.38461538,26.18961133,25.84805654
Tanzania,12.63722236,12.73500448,12.78956589,12.76488396,12.72779867,12.66041461,12.55292125,12.51473656,12.5748969,12.5669333,12.5588697,12.21428571,11.73473908,11.69384232,12.11744549,12.78671942,13.62645542,14.4249186,15.22528201,16.36363636,17.90296823
Thailand,13.98111187,13.96525552,13.57199913,13.28470794,13.48332794,14.09653994,14.74166066,16.05842171,17.65780964,19.42460252,22.7104956,25.8399785,28.4390427,29.46165295,28.98363716,27.90377822,26.68317227,25.90791352,25.34170669,24.90205421,24.68332489
Timor-Leste,14.81481481,14.15929204,14.11290323,13.97058824,14.71571906,15.06024096,11.97183099,12.73291925,13.40782123,13.83495146,14.03508772,13.99176955,13.56521739,12.90322581,11.69811321,12.20043573,13.13518696,14.78632479,16.80736761,17.47572816,18.48580442
Togo,14.56166419,14.79452055,14.55457967,14.40092166,14.18047882,13.52657005,13.04964539,12.58121677,12.43705942,12.58366801,12.7499057,13.07793923,13.55140187,14.28199114,15.41353383,16.85201027,18.30681595,19.70909091,20.85099169,21.9127944,22.81626506
Tonga,13.04347826,14.81481481,12.5,12.5,11.11111111,13.04347826,14.58333333,15.55555556,15.2173913,16.66666667,16.66666667,14,17.64705882,18,18.51851852,16.07142857,16.07142857,17.24137931,18.33333333,19.67213115,23.72881356
Trinidad and Tobago,15.67398119,15.83333333,14.89361702,15.01103753,14.83739837,14.76377953,14.7601476,15.03378378,15.85760518,17.85714286,20.66365008,24.26035503,25.94202899,26.81883024,27.13286713,28.43273232,30.13888889,30.01402525,28.16500711,25,22.76785714
Tunisia,15.26286037,15.4676259,14.69602681,14.1596824,14.66049383,14.66905188,15.19623234,14.56203371,14.23294755,15.42288557,17.38573259,20.2038736,22.81892206,24.6031746,26.28420124,27.98640612,29.51767426,29.86088644,28.45982143,26.23520126,24.18290383
Turkey,16.39252858,16.24112897,14.80762316,14.10338226,14.71331499,14.76962754,15.49912434,15.45891815,15.64694443,16.10096883,17.4436227,19.47090246,21.48429208,23.74548374,25.65156112,27.02399487,27.42576882,27.38268851,27.08538399,26.3356108,26.07430618
Turkmenistan,19.57928803,20.66473988,18.4501845,16.42411642,16.00719424,15.16810008,15.20991053,13.22364412,12.10979548,12.93673277,14.99342394,18.30411741,20.25894897,21.56652361,22.3537369,23.49709114,25.9606373,27.90415529,28.05094787,27.84883721,26.89873418
Uganda,12.80464217,12.79540851,12.92497069,13.0424002,13.05263158,12.94504291,12.06354199,11.58659669,11.19721473,10.9559103,10.46530612,9.491950659,9.006284833,9.264497878,10.02122958,11.15618661,12.40729143,13.67878983,14.98976002,16.39355976,18.01896273
Ukraine,23.02127859,26.08734166,25.31385145,25.3150378,26.5629824,25.0205546,28.11051431,26.10054891,24.22548419,25.72858082,25.69936733,28.03357219,28.54050964,28.2948341,27.72902166,28.33206738,29.86513417,29.49872394,27.26727027,23.99023985,21.65004044
United Arab Emirates,14.70588235,15.38461538,13.95348837,13.1147541,13.0952381,11.11111111,8.860759494,9.879032258,11.02484472,10.81409478,11.50190114,13.4762634,16.1394448,21.32183908,27.3155416,30.77294686,30.46979866,27.7593361,24.40914374,23.11337951,23.62313821
United Kingdom,26.75883257,27.27684811,26.46494465,25.74685535,24.26781164,22.91118193,22.52351965,21.94928957,23.06594154,23.89956083,25.1596889,26.70803418,26.96750444,27.10402185,26.27905565,25.06830601,24.35535095,24.30549583,24.35709037,23.88122125,23.43096234
United States,22.43802385,22.58363881,22.78928913,22.83797954,22.32200609,21.28928674,20.39686202,20.17558876,21.38577875,23.55425271,25.9884997,27.57518344,27.34241431,26.25812221,24.75830928,23.77891175,23.70554604,24.04512296,24.20481749,24.22165685,24.23243283
Uruguay,20.25316456,21.22241087,21.27659574,21.90969652,22.74982282,23.14685315,23.0976431,22.45954693,21.5980025,21.17930205,21.74927114,22.64808362,23.09455587,23.7020316,24.1532482,24.05479452,24.40347072,24.87883683,24.90626674,25.21413276,25.06709608
Uzbekistan,22.20515971,22.23404255,18.80090498,15.94147824,15.18554688,14.76330945,15.30587074,13.39489408,11.97339246,12.44263573,14.11028172,17.58349705,19.87266614,21.30904184,21.97032414,23.10911627,25.59728956,27.90406911,28.72091729,28.02146651,26.42582462
Vanuatu,14.28571429,15.38461538,12.90322581,10.81081081,10.52631579,10.63829787,11.11111111,11.29032258,10.95890411,13.0952381,12.90322581,14.01869159,15.57377049,16.41791045,17.10526316,18.45238095,19.44444444,20.30456853,21.9047619,23.11111111,23.52941176
Venezuela,15.03579952,14.17374265,13.69383912,13.2231405,13.23390598,13.17755524,13.08837334,13.6024265,14.53839076,16.01277372,17.64269218,19.44945848,20.68703345,21.37458365,22.36195952,23.13904891,24.143854,24.99100303,25.29756001,25.44569721,25.38838151
Vietnam,20.22243222,19.70440085,18.41482183,16.98980925,15.99721707,15.40850553,14.46323154,13.27014218,13.10756273,14.0113779,16.09519063,19.4097271,24.03598401,26.12515348,26.66531563,26.2873738,26.44876225,27.0981534,26.93930777,26.69485452,25.6183021
Virgin Islands (U.S.),23.07692308,26.66666667,23.52941176,17.39130435,16.12903226,15.55555556,16.98113208,20.75471698,24.07407407,26.31578947,27.27272727,28.07017544,27.11864407,26.31578947,23.21428571,22.22222222,20.37037037,21.56862745,21.73913043,23.25581395,22.5
West Bank and Gaza,13.2505176,11.9760479,11.97718631,12.06896552,12.54681648,12.70358306,12.92134831,11.99538639,11.22740247,10.87801088,11.1684958,11.88546731,12.55191509,13.37605126,14.03508772,14.61897356,15.91984414,17.21620941,19.12442396,21.04591837,22.42676168
Western Sahara,0,0,6.25,13.63636364,12.12121212,11.42857143,11.5942029,12.94117647,11.53846154,12.8,14.09395973,16.09756098,19.12350598,22.2972973,24.56140351,26.55826558,28.17258883,28.29736211,27.37819026,25.55555556,24.56896552
"Yemen, Rep.",14.36593355,13.66353544,13.0754352,12.5,11.83839649,11.18881119,10.57142857,10.05940594,9.775667267,10.94403766,11.29319955,11.76697159,12.0216757,12.32478757,13.08315783,14.49835246,16.48824463,18.65253525,20.3925611,21.58778261,22.77146276
Zambia,12.99915038,13.34332834,13.33333333,13.19483436,12.97453148,12.73317113,12.46985877,12.29099443,12.29260935,12.27342214,12.23636709,11.62198846,10.6158711,10.18283731,10.57054924,11.21614445,12.27277099,13.45630215,14.79806139,16.38253327,18.10014625
Zimbabwe,14.53488372,13.87678905,13.56382979,13.00225734,12.63399694,12.0271581,11.20218579,10.96106235,10.66742727,11.51770658,12.44891544,12.24140613,10.79963235,9.317896499,10.12674271,13.32781457,17.68631813,21.72493682,23.68631369,23.69195708,23.21768276
