Male 5-9 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
"Macedonia, FYR",10.87662338,12.59150805,12.78409091,12.1171771,10.95717884,10.23529412,9.460946095,9.456521739,8.9958159,8.460754332,7.837301587,6.798029557,5.980392157,5.484818805,5.593719333,5.517241379,5.373134328,5.16194332,4.963805584,4.852320675,4.978354978
Madagascar,11.28571429,11.6588084,13.89635317,14.18826739,14.3373494,14.49313622,14.93881321,15.15583622,13.76927166,14.6780592,15.00984898,14.90598291,14.17888124,13.5161262,12.89389319,12.22425179,11.52890192,10.8523059,10.21630077,9.639644167,9.11149908
Malawi,14.55331412,15.03611293,14.1509434,14.64435146,15.03448276,15.2575698,15.02160186,16.25671473,15.39289559,14.26576217,15.34653465,15.98463584,15.50685634,14.75373301,14.23283,13.7536556,13.06888069,12.22121865,11.39072008,10.69596643,10.12583032
Malaysia,12.04704387,13.4529148,14.66537811,15.43568465,15.15704894,14.10505837,13.64030023,11.93462562,12.90427965,12.15712511,11.43870913,10.46449136,9.909655562,9.187627241,8.617283951,8.030480657,7.404700326,6.8329718,6.625302345,6.464677535,6.272617612
Maldives,11.62790698,10.63829787,13.46153846,13.79310345,14.0625,13.51351351,13.58024691,14.89361702,16.36363636,15.7480315,14.38848921,10.73825503,8.227848101,8.235294118,8.333333333,8.421052632,7.425742574,6.763285024,6.018518519,5.882352941,6.25
Mali,12.90617849,12.42578456,12.04351204,12.9953588,13.28304362,13.73907804,13.95607451,13.9612047,14.77775192,15.15343915,15.14043863,14.65753425,14.60486322,14.77885653,14.41300421,13.6757694,12.86515196,12.04061461,11.43305267,10.93559219,10.4200725
Malta,9.74025974,14.47368421,13.90728477,12.41830065,10.34482759,8.163265306,8.176100629,8.875739645,7.90960452,7.52688172,6.770833333,6,4.95049505,4.761904762,4.694835681,4.694835681,4.672897196,4.672897196,4.265402844,4.326923077,4.368932039
Martinique,11.42857143,13.44537815,15.10791367,15.43624161,13.75,14.375,10.1910828,9.146341463,8.620689655,8.426966292,8.333333333,7.608695652,7.368421053,6.701030928,6.153846154,6.153846154,6.12244898,5.583756345,5.670103093,5.235602094,5.376344086
Mauritania,13.79310345,13.89645777,14.25233645,15.06024096,15.15679443,15.08295626,15.05235602,15.13083049,15.03006012,14.72392638,14.16603199,13.63335539,13.1887456,12.77719113,12.19277108,11.27886323,10.50679852,9.965371297,9.515195369,9.087791495,8.578912901
Mauritius,14.97975709,15.14084507,15.80547112,15.91511936,16.26213592,13.40909091,12.13389121,10.67193676,9.867172676,8.687943262,9.395973154,8.387096774,7.620528771,6.818181818,6.952662722,6.841339156,6.666666667,6.330935252,6.18705036,6.069364162,5.933429812
Mayotte,12.5,9.090909091,15.38461538,11.76470588,15.78947368,16.66666667,17.24137931,16.66666667,15.2173913,14.51612903,14.66666667,14.94252874,13,10.71428571,10.4,10.14492754,9.395973154,8.641975309,7.647058824,7.142857143,6.878306878
Mexico,14.31574369,14.31240658,15.58661584,15.72556985,15.45500174,15.48922056,15.81706962,14.4717608,13.00814974,12.12661909,11.67721776,10.52064494,9.706973158,8.827307117,7.997485388,7.235658275,6.818108483,6.589042619,6.288941117,5.95847554,5.671155933
"Micronesia, Fed. Sts.",12.5,10.52631579,18.18181818,14.81481481,15.625,15.625,15.78947368,15.55555556,16,14.54545455,13.20754717,12.72727273,12.96296296,12.06896552,9.836065574,9.836065574,9.230769231,9.230769231,7.692307692,7.575757576,5.970149254
Moldova,9.515096066,8.713355049,12.10826211,13.26923077,12.07614515,9.473684211,9.604221636,9.545227386,10.14423077,10.26506024,8.269525268,6.103023516,5.247641509,6.459475929,6.737367436,6.525911708,5.85106383,5.299380592,5.221745351,5.612998523,5.913978495
Mongolia,13.74663073,13.87559809,14.1350211,14.39114391,14.56,14.68144044,14.62829736,14.07716371,13.65280289,14.28571429,11.81434599,9.580364212,8.233532934,8.510638298,8.361429535,8.015513898,7.576706324,6.805640711,6.219806763,6.075044669,6.198347107
Montenegro,12.56544503,12.62135922,13.27433628,12.60162602,11.41732283,10.37037037,9.507042254,9.440559441,9.310344828,8.626198083,6.845238095,7.142857143,6.885245902,6.129032258,6.430868167,6.109324759,6.08974359,6.07028754,5.78778135,5.519480519,5.537459283
Morocco,14.39410846,14.52536017,14.58799243,15.94834059,16.29301356,15.29656608,14.40686625,13.82930988,14.01551891,12.87601702,11.54520586,10.3218498,9.379718168,9.329134233,9.117580682,8.605229041,7.910665832,7.279654559,6.88128172,6.669929043,6.573541495
Mozambique,13.36507937,13.41749853,13.57793251,13.93719807,14.17442112,14.30496727,14.30497051,14.99153455,16.15444015,14.97305114,14.71259124,14.76776499,15.37111774,14.58087831,13.63345878,12.84024051,12.21116246,11.66110595,11.05627353,10.41567356,9.806741573
Myanmar,10.5572537,11.25333333,13.92429324,13.88530651,13.60643185,13.51643891,13.80785921,13.02069264,12.73989586,11.35492216,10.14782609,9.262073624,9.076161895,8.7820884,8.40075363,7.820572202,7.23775256,6.806123483,6.537899907,6.368696791,6.270712847
Namibia,12.86307054,13.53383459,13.46801347,13.94658754,14.09921671,14.34977578,16.02434077,16.27906977,14.61649783,14.52020202,14.34977578,13.1445905,12.27106227,11.72529313,11.16243264,10.62009979,10.05996003,9.508816121,8.954326923,8.500861574,8.148558758
Nepal,13.42830453,12.22293953,12.94864168,13.34419699,13.61702128,13.7252042,13.92126392,14.18677133,14.21805827,14.25406204,14.18143045,13.7864795,12.49831377,11.00496278,10.39697543,10.11762201,9.640897756,8.961418734,8.297002112,7.807380583,7.445346658
Netherlands,9.484126984,11.37254902,9.937018894,9.620088048,9.542102028,9.050837496,7.646304998,6.362494768,6.128246753,6.388270716,6.465134002,6.295699591,6.235621746,5.724146138,5.467558371,5.495015071,5.646923519,5.672052252,5.618621718,5.501841621,5.407903859
Netherlands Antilles,11.11111111,13.33333333,13.63636364,15.06849315,12.65822785,10.97560976,10.84337349,10.22727273,9.677419355,8.791208791,9.523809524,7.865168539,7.446808511,7.368421053,6.12244898,6.12244898,5.208333333,5.208333333,5.263157895,5.434782609,5.747126437
New Caledonia,11.76470588,11.11111111,12.19512195,13.04347826,13.20754717,11.94029851,12.32876712,11.39240506,10.46511628,11,10,9.482758621,8.661417323,8.088235294,7.692307692,7.236842105,6.962025316,6.790123457,6.547619048,6.358381503,6.179775281
New Zealand,9.375,10.96654275,10.82214765,11.30500759,11.00852273,10.07802341,9.596928983,7.99016595,7.719928187,8.081363386,8.201892744,7.297830375,6.917647059,6.840684068,6.658019888,6.427378965,6.196840826,5.93824228,5.779674166,5.723006486,5.705705706
Nicaragua,14.7515528,13.48464619,16.38418079,16.87681862,15.75,15.42857143,15.77655003,15.90296496,15.95538312,14.82119776,14.4488189,13.00332471,11.62790698,11.11111111,10.49120679,9.735784032,8.95358418,8.280254777,7.745933385,7.271345326,6.857573474
Niger,16.52249135,14.7735709,14.88817891,15.23394995,15.65539602,15.84786054,15.68959675,16.08040201,16.28205128,16.00520494,15.86206897,16.14527697,16.07838211,17.31389901,16.69848985,16.12668894,15.68567591,15.34722581,14.86672285,14.0815696,13.07610958
Nigeria,13.67578386,13.31863507,13.92775204,14.04037967,14.1233417,14.11002213,14.37564165,15.06706726,15.12740499,14.76399062,14.43057472,14.21134752,14.07146008,13.85388717,13.14651622,12.20476911,11.32125079,10.66413012,10.17234518,9.692473289,9.152432908
Norway,8.410636982,9.560117302,8.688340807,8.517520216,8.294453084,8.547008547,7.851851852,6.562955761,6.291706387,6.765523633,7.165389815,6.869565217,6.291390728,6.252489048,5.934489403,5.899925317,5.954974582,5.930397727,5.792044662,5.662319835,5.578093306
Oman,13.41991342,14.22924901,15.82733813,15.87301587,15.76086957,15.1187905,14.08,13.81818182,13.65853659,11.70960187,10.79136691,10.56527591,9.102015883,8.62745098,8.695652174,8.397683398,7.912687585,7.340241796,6.843633347,6.52,6.344881277
Pakistan,10.9169732,10.84386632,11.56700953,12.09230769,12.66298745,13.62527834,14.22288741,13.86497331,13.96384421,14.8452418,13.59893342,12.61494186,12.06262091,11.69155405,11.3525781,10.56352491,9.749395472,9.065941592,8.573343559,8.186255643,7.779399743
Panama,13.15192744,13.57285429,13.93728223,14.43609023,14.58333333,14.51428571,13.79657603,12.40942029,11.69255928,11.32494449,10.54398925,10.30674847,9.909399773,9.253417455,8.637709773,8.154706431,7.770870337,7.416879795,7.01320132,6.634499397,6.309148265
Papua New Guinea,12.52631579,12.8742515,13.82189239,13.6402387,14.11136537,14.16893733,14.15149736,13.54330709,13.65762395,13.57054199,13.68765926,13.9781491,13.39617252,12.76923077,12.05211726,11.29306678,10.73878111,10.21299836,9.635061392,9.067482686,8.531168632
Paraguay,16.06648199,16.26213592,16.82641108,16.26394052,15.72580645,15.25904897,13.70967742,13.67521368,14.19925512,13.63261944,12.82335551,12.02277294,11.2918073,10.6292517,10.00527983,9.364133135,8.755001177,8.209626631,7.762162162,7.410508687,7.090464548
Peru,13.24141519,13.57600733,14.19716057,14.4167532,14.71959104,14.36984688,13.95322174,13.68313805,12.73559012,12.28989849,11.6042002,10.78873845,10.12041672,9.537831264,8.783126672,8.167757632,7.691024358,7.285337921,6.910271176,6.575300277,6.285135477
Philippines,14.65768573,14.68483228,15.60079664,15.37734065,15.13422454,14.79960346,14.35345539,14.08496379,13.6164401,13.39022454,12.89004647,12.04939533,11.21362518,10.78423722,10.14817897,9.593028175,9.029705498,8.483543805,8.008884244,7.584537006,7.184595314
Poland,8.639783583,11.32363027,12.44856685,11.54577026,9.039334342,7.819203577,8.452573275,9.089405799,9.320482447,8.01213799,6.803670119,5.554953979,4.967555483,5.215382076,5.27367603,5.08541467,4.708869525,4.38034188,4.282131278,4.418634011,4.598225933
Portugal,10.0148368,9.995171415,10.23343551,10.16317016,10.61925496,9.594438007,9.301830566,8.483343679,7.150280607,5.892081869,5.551053485,5.446708464,5.504234026,5.167464115,4.890678941,4.646230962,4.468622499,4.472342095,4.569839062,4.664781906,4.670781893
Puerto Rico,14.51612903,14.34937611,14.31019709,13.02288871,12.83783784,11.62143354,10.81081081,10.18181818,9.479227618,8.566629339,8.537248505,7.938199254,6.837160752,6.663249616,6.578947368,6.365914787,6.128550075,5.87356894,5.638722555,5.519317612,5.50227158
Qatar,18.18181818,10.52631579,12,9.302325581,10,7.96460177,8.904109589,7.024793388,6.730769231,7.204610951,6.699751861,4.320987654,3.690685413,3.728251864,4.043545879,3.976435935,3.641456583,3.48759222,3.414948454,3.424657534,3.515151515
Reunion,13.44537815,14.28571429,16.46341463,15.34391534,15.24663677,15.25423729,12.90322581,11.48148148,10.50847458,10.18518519,9.659090909,9.162303665,9.068627451,8.816705336,8.149779736,7.872340426,7.36196319,7.171314741,6.822612086,6.525911708,6.273764259
Romania,8.885216728,9.458186101,10.31065583,9.767092412,7.319525437,9.864270694,8.919116305,9.050378957,7.580786026,7.999280964,5.723532131,5.464377194,5.283092163,5.325795894,5.185335224,4.987066736,4.707379135,4.534059946,4.557189359,4.675925926,4.764755178
Russia,8.489495894,10.56953859,12.01518495,11.86106212,10.31700579,7.734428474,8.011270251,8.176931624,8.581281925,8.641052904,6.094073707,4.972741785,5.524614696,6.114389112,6.391792303,6.137552215,5.616970926,5.262883734,5.38863604,5.791470743,6.060999111
Rwanda,14.96725912,14.93877551,14.94736842,15.36030341,15.60321716,15.69527306,15.00802568,15.13403461,17.44656268,18.45740599,14.61437908,14.0059894,14.14810355,14.29322123,14.36995655,13.39298197,12.10539715,11.20177177,10.7644473,10.49652433,10.05477672
Saint Lucia,12.5,14.28571429,16.66666667,17.0212766,19.60784314,16.98113208,15.78947368,14.51612903,13.23529412,12.67605634,11.68831169,9.87654321,8.235294118,9.090909091,7.52688172,7.446808511,7.142857143,7,6.603773585,6.730769231,5.769230769
Saint Vincent and the Grenadines,19.35483871,18.18181818,18.91891892,17.94871795,19.04761905,17.77777778,16.32653061,13.46153846,12.96296296,11.76470588,11.11111111,9.433962264,8.928571429,9.090909091,7.272727273,7.547169811,7.272727273,7.01754386,6.779661017,6.779661017,6.666666667
Samoa,16.66666667,15.2173913,16.36363636,15.625,16.43835616,14.47368421,13.92405063,12.34567901,12.79069767,13.79310345,13.33333333,13.97849462,12.90322581,10.63829787,9.278350515,10.52631579,9.900990099,9.803921569,10,7.920792079,6.862745098
Sao Tome and Principe,9.090909091,9.090909091,8.823529412,12.12121212,17.14285714,15,14.28571429,15.38461538,17.54385965,14.51612903,14.49275362,14.28571429,13.41463415,13.33333333,12.37113402,11.32075472,10.43478261,9.756097561,9.022556391,8.571428571,8.053691275
Saudi Arabia,13.35384615,13.61141603,13.85658915,13.96396396,14.31472081,13.94066684,13.20609215,13.11314125,12.47230837,12.96241782,11.79892342,10.41618763,9.935205184,9.201632445,8.819722288,8.395481465,7.882231405,7.330873309,6.776132116,6.334965899,6.252503226
Senegal,13.32781457,12.98892989,12.33933162,13.30734967,13.51606805,14.1995173,14.9368864,15.3752288,15.34391534,15.28323699,15.23944805,14.78307445,14.35744547,14.40689751,13.59720315,12.5325779,11.5902965,10.89920854,10.3914465,9.889384184,9.298887246
Serbia,8.106454573,10.62322946,10.80718691,9.184197024,8.417925229,8.209131772,8.297632469,8.369565217,8.271942749,7.689266653,6.888313757,6.156371845,6.292273007,6.018898932,5.93814433,5.828666252,5.665900063,5.564924115,5.560289732,5.562742561,5.504587156
Sierra Leone,12.60504202,12.35294118,10.9800363,11.39983236,11.94144838,12.41234222,13.0517024,13.64665912,13.90428212,13.77524599,13.42118106,14.14752116,14.93848858,14.66001248,14.16225258,13.37515684,12.73841962,12.14315267,11.58513462,11.01783841,10.45963943
Singapore,12.64150943,12.5,14.03712297,15.80578512,13.55932203,10.35375324,9.415584416,7.753623188,7.251153593,7.301768397,8.341559724,6.846762925,5.100781571,4.179810726,4.027617952,4.307116105,4.607445632,4.604051565,4.211703317,3.84176493,3.811746402
Slovak Republic,9.690844233,10.49215792,12.45059289,11.33489461,9.404388715,8.301240907,9.154066204,9.663366337,8.832684825,8.010732081,7.041714504,5.627871363,5.068597561,5.313092979,5.454545455,5.225019069,4.872389791,4.568727846,4.457831325,4.599589322,4.789915966
Slovenia,9.206798867,10.09549795,10.09296149,8.939974457,8.663366337,8.185053381,8.267270668,8.360836084,7.502679528,6.498951782,5.37745605,4.923076923,4.655870445,4.995004995,5.158730159,4.965243297,4.7,4.448938322,4.494382022,4.747162023,5.005213764
Solomon Islands,14,12.28070175,14.51612903,15.06849315,13.95348837,15.38461538,15.83333333,15.60283688,15.43209877,14.28571429,13.88888889,13.87755102,12.99638989,12.25806452,11.40350877,10.66666667,10.09852217,9.523809524,8.993576017,8.467741935,7.915057915
Somalia,12.64470169,13.2,14.4292893,14.48627951,14.57512662,14.79842675,14.93710692,15.59020045,13.64612082,14.39205955,14.16074358,14.68953854,14.95045239,14.69870471,14.44061114,13.98439757,13.63984674,13.22558616,12.62424429,11.87214612,11.12155924
South Africa,12.52934272,12.77980219,14.01310495,14.15372119,13.95286556,13.9498555,14.03678606,13.52984255,13.28786712,12.40370934,11.37053996,10.64153495,10.42444685,10.02272549,9.785193709,9.26869474,8.839616754,8.513406085,8.227983715,7.931449614,7.580554383
Spain,9.417504435,9.545004946,9.480308567,9.763313609,9.969678593,9.575931232,9.225753871,8.499575552,6.76478318,5.562755975,5.065922921,4.791125797,5.192539917,5.524720348,5.528905798,5.153339299,4.71671559,4.562646813,4.717464068,5.004101723,5.132598621
Sri Lanka,11.42730102,13.01084237,12.89893617,13.59490621,12.75178184,12.4327386,11.68966415,11.62139116,11.03724928,9.696440271,9.173527211,7.766387077,8.732450463,8.60888846,8.163457909,7.44233822,6.764049125,6.469328865,6.454026751,6.377358491,6.19917727
Sudan,14.07375082,14.42158385,14.22199348,14.38096681,14.4320298,14.6397168,14.79715926,14.77799867,14.62787451,14.28847766,14.13359148,13.8463908,12.95172414,12.19167256,11.43702804,10.80768827,10.26851098,9.738101771,9.188255613,8.665663063,8.201619879
Suriname,12.14953271,14.28571429,15.86206897,16.46341463,17.11229947,17.03296703,13.58695652,10.9947644,12.07729469,10.85972851,9.829059829,10.44176707,9.923664122,8.759124088,8.450704225,7.958477509,7.666666667,7.260726073,6.840390879,6.472491909,6.188925081
Swaziland,13.53383459,14.86486486,14.79289941,15.50802139,16.19047619,16.19433198,16.78321678,16.81681682,16.91176471,17.27861771,15.79961464,14.23357664,13.11754685,12.44094488,12.11678832,11.78082192,11.06770833,10.375,9.867629362,9.557109557,9.297052154
Sweden,8.617234469,8.761746821,7.345844504,7.018907019,7.196215139,7.311089303,6.919155135,6.013579049,5.887916765,6.692642677,7.010733044,5.410821643,5.591677503,6.011854361,5.892081869,5.952621988,5.919872434,5.692337995,5.528518591,5.59507787,5.695842035
Switzerland,8.57648099,8.974358974,8.139534884,8.131791097,8.545876118,8.160621762,6.794538362,5.867427846,5.952380952,6.140861467,6.298090624,5.633415774,5.177993528,5.122080679,5.071895425,5.227916559,5.366225839,5.418346774,5.40405304,5.442345924,5.592510471
Syria,12.97002725,13.6872869,15.24777637,15.44064093,15.64436183,15.8405455,16.16474756,16.46778043,16.90053009,15.61948704,13.37174409,12.03770848,11.74969196,11.85226907,11.08802137,9.658113779,8.567931457,7.881294089,7.490159759,7.0829864,6.780843982
Tajikistan,10.39136302,9.027777778,13.00492611,15.92201462,17.13890809,15.05882353,14.58546571,13.69440775,14.35624763,15.55247662,14.38732622,13.43007101,12.2279496,11.5926893,11.45533141,10.86762075,9.877585479,8.806932688,7.99379123,7.469426152,7.094408799
Tanzania,14.7413562,15.04797566,14.73449534,15.0209351,15.12931679,15.23700597,15.286071,15.38390208,15.18133481,15.0862069,14.78769267,14.61479,14.8497663,15.04261691,14.79706405,13.93682839,13.08801014,12.37208861,11.76217241,11.1667225,10.53751705
Thailand,13.41522391,13.42433632,14.58543619,14.88795345,15.11821155,14.70879977,13.49330404,11.71773017,10.27885058,9.219500722,8.924492593,7.796808576,7.37866396,7.206314992,7.015990862,6.720679664,6.467786413,6.286902287,6.165692602,6.101996058,6.048016061
Timor-Leste,12.72727273,13.19148936,13.38582677,13.16725979,13.63636364,13.52941176,13.85135135,11.34328358,13.42105263,13.30275229,16.38554217,16.23762376,13.9261745,14.36699858,14.5631068,14.52631579,13.78353377,12.62376238,11.60714286,10.95430108,10.55214724
Togo,13.30275229,13.54019746,13.87808042,14.04761905,14.40839695,14.84245439,15.21106259,15.51515152,15.36082474,14.87905066,14.33526012,13.83265857,13.34127457,12.65251989,12.12410501,11.37152778,10.64676617,10.00919963,9.452736318,8.94007732,8.435021354
Tonga,16.66666667,17.24137931,16.66666667,16.27906977,15.68627451,17.39130435,14.28571429,13.04347826,14.28571429,14,14.28571429,14,13.20754717,12.96296296,10.90909091,10.52631579,10,10,10,9.523809524,7.8125
Trinidad and Tobago,13.56466877,14.16666667,14.38848921,14.4766147,15.89958159,12.1756487,11.2754159,10.92150171,12.73031826,11.4331723,8.557844691,7.198748044,7.076923077,7.26172466,7.346326837,6.865671642,6.475903614,6.116207951,5.919003115,6.060606061,6.075533662
Tunisia,12.21590909,13.77870564,14.68793993,15.42688081,16.22686097,14.75295755,13.82262997,13.66208569,13.07803468,12.08425721,10.39614337,8.405389101,7.556578443,7.51920966,7.541213609,7.238288517,6.868720145,6.243934002,5.813767769,5.713833492,5.750748385
Turkey,12.82290404,13.76295337,14.4811222,14.79054385,13.79497771,13.72232253,13.74297843,13.23818708,12.57504061,10.81624056,10.40633403,9.816139488,8.751578283,8.330008976,7.847757783,7.38646768,6.958237276,6.59782233,6.385097906,6.214724696,6.067830341
Turkmenistan,9.612141653,10.55806938,13.46153846,15.51724138,16.34168988,14.51612903,14.00142146,13.46758968,13.50304372,14.07156673,13.09630963,10.25104603,10,9.564254062,9.202239328,8.593487748,7.709824333,6.973058637,6.7617866,6.703229738,6.604342581
Uganda,14.15241058,14.34901159,15.01038268,15.03891539,15.1928404,15.46696198,15.62897078,15.532926,15.72027655,16.05139515,16.43273414,16.23467113,16.01700921,15.92769269,15.50314195,14.87455197,14.04809553,13.15474627,12.30866175,11.52863047,10.77944344
Ukraine,8.709778194,8.60681468,10.29791722,10.52890287,9.849086577,7.966033158,8.060354253,7.891813365,8.048289738,7.922966467,6.370946364,4.977855693,4.846719511,5.645636792,6.152526119,6.082345602,5.60361038,5.185638061,5.160550459,5.563421829,5.964805825
United Arab Emirates,13.88888889,15,13.63636364,10.58823529,9.154929577,7.046070461,6.98005698,7.322404372,7.62295082,7.534246575,5.938784833,4.818410644,5.134706815,4.636337294,4.454521206,4.012880852,3.707136237,3.635176317,3.699897225,3.727556596,3.653308481
United Kingdom,7.499796533,8.869206503,7.65699814,7.953123222,8.813948323,8.535292612,7.280224793,6.337310827,6.678648454,6.947152022,6.772158517,6.170284939,5.818277553,6.065929854,5.984315678,6.009352605,5.958610847,5.779840617,5.615494978,5.589098296,5.629699509
United States,8.935571032,10.35903473,10.67516863,10.87062603,10.18299624,8.502987335,7.620140149,7.291966966,7.518339853,7.677424698,7.59423934,7.051913832,6.923734327,6.907676884,6.612358897,6.379628229,6.143607782,5.95819754,5.891366483,5.871681103,5.836784288
Uruguay,9.090909091,9.22045264,9.284028324,9.605361132,9.749103943,9.064953605,9.58041958,9.734513274,8.813783963,8.759590793,8.830845771,8.411214953,7.923832924,7.543753772,7.218934911,6.910569106,6.651376147,6.363636364,6.200676437,6.021384356,5.862457723
Uzbekistan,9.551848217,8.986834574,12.75978734,16.03299135,16.56662665,14.42097597,13.89597144,13.30137139,13.83629191,14.31084528,13.38205441,10.93535076,9.438332368,8.931255979,8.938258848,8.639921119,7.986916444,7.188025759,6.517404432,6.295630686,6.320240347
Vanuatu,15.38461538,14.28571429,15.625,15.78947368,14.58333333,15.09433962,15,15.27777778,15.58441558,14.94252874,14.43298969,13.63636364,12.8,12.23021583,11.39240506,11.04651163,10.16042781,9.900990099,9.259259259,8.620689655,8.163265306
Venezuela,14.03100775,14.84523057,15.11778411,15.04329004,15.82243507,14.62468983,13.15100759,13.29446731,12.78240787,12.44160977,11.37159137,10.54198928,10.00411692,9.535046878,8.99084764,8.419205073,7.890899271,7.445482866,7.054859959,6.698705375,6.360882735
Vietnam,9.94856723,10.12700535,13.27523429,14.33693646,14.93040911,14.3600722,14.74123604,13.93922784,13.70059581,13.37782283,12.26481198,9.60868724,8.598045899,7.924674653,7.501849264,7.143279406,6.841824487,6.387010478,6.030233322,5.830909058,5.748263826
Virgin Islands (U.S.),16.66666667,14.28571429,11.76470588,13.04347826,13.33333333,12.5,12.5,10,9.615384615,7.547169811,9.803921569,8,7.547169811,7.843137255,6,6.666666667,6.52173913,6.976744186,5.128205128,5.405405405,5.882352941
West Bank and Gaza,14.75095785,15.34195933,14.36077058,14.19354839,14.56483126,14.84375,16.33986928,15.40983607,15.06352087,15.83710407,15.16853933,15.68217459,14.97326203,14.08179012,13.15522489,12.3164519,11.58798283,10.9382596,10.23587005,9.569870344,8.940905602
Western Sahara,16.66666667,10,11.76470588,11.53846154,11.9047619,14.63414634,10.12658228,11.2244898,12.93103448,12.68656716,11.44578313,9.829059829,8.896797153,8.787878788,8.443271768,8.478802993,7.80141844,7.013574661,6.637168142,6.451612903,6.329113924
"Yemen, Rep.",13.4006425,14.13634463,15.17450683,15.36093055,15.85365854,16.71879443,16.74641148,16.84024366,17.38359916,16.70265464,16.35909683,15.33038819,14.17387049,13.99288256,13.48406088,12.76037304,11.81217532,10.86706267,10.0861374,9.447295697,8.836518835
Zambia,14.49399657,15.01137225,14.21017845,14.56200228,15.07049101,15.43513957,15.57491289,15.56477913,14.90335707,14.8409894,14.6810146,15.30961341,15.30905244,15.14220857,14.55726092,13.85135135,13.04928034,12.26349592,11.58716254,10.99499558,10.42137718
Zimbabwe,14.45255474,12.94559099,15.39283805,15.57674841,15.87668593,15.79973992,16.1281414,16.03816447,15.76619881,15.07867889,14.56931911,13.92425996,13.32134685,12.48177311,11.92553053,11.63181927,10.73509637,9.700157812,8.958188499,8.527058824,8.205404435
