Total 5-9 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,11.88434207,12.07124011,14.09251274,14.36502429,14.47991446,14.60194693,15.0162715,15.1856018,13.7585381,14.65589513,14.95253682,14.84046781,14.07653745,13.38992692,12.74185386,12.07161841,11.3835321,10.71044915,10.0785586,9.498963976,8.968473322
Malawi,14.43442054,14.86742424,14.19263456,14.58752515,14.89267537,15.08718726,14.78442728,15.70327553,15.01746217,14.06742902,15.1102848,15.70853167,15.27184652,14.56272919,14.09163948,13.65008192,12.99764451,12.18300745,11.37657519,10.70670753,10.14298603
Malaysia,12.30366492,13.77536439,15.0141295,15.42105263,15.16631346,13.89523499,13.44714857,11.71217147,12.79898359,11.98892881,11.34742631,10.35693388,9.783270643,9.057018274,8.476217246,7.883203032,7.254223835,6.679404941,6.469686558,6.30517024,6.111489297
Maldives,11.11111111,11.11111111,14.43298969,13.76146789,13.33333333,13.23529412,13.92405063,14.59459459,16.12903226,15.85365854,14.28571429,10.61643836,8.306709265,8.333333333,8.310249307,8.093994778,7.444168734,6.698564593,6.032482599,5.842696629,5.921052632
Mali,12.95992501,12.63522285,12.21102549,13.13789359,13.35542668,13.74658988,13.90783795,13.80758463,14.55805893,14.87222455,14.81939163,14.31952663,14.27499249,14.45341159,14.10080525,13.38421845,12.60992769,11.80859619,11.21610518,10.73152195,10.23000708
Malta,9.646302251,14.33121019,13.33333333,11.80327869,9.180327869,7.565789474,7.763975155,8.139534884,7.82122905,7.407407407,6.701030928,5.970149254,4.901960784,4.567307692,4.491725768,4.694835681,4.672897196,4.470588235,4.275534442,4.057279236,4.086538462
Martinique,11.31221719,13.06122449,14.78873239,15.16129032,13.7195122,13.63636364,9.785932722,8.823529412,8.077994429,8.130081301,7.8125,7.052896725,6.650246305,6.024096386,5.542168675,5.51558753,5.51558753,5.314009662,5.12195122,4.987531172,4.859335038
Mauritania,14,13.84408602,13.62048894,14.51612903,14.70844212,14.72809668,14.67889908,14.74285714,14.64519376,14.40528634,13.90168971,13.37131367,13.01634473,12.62734584,12.02933985,11.12111661,10.34842479,9.811173837,9.341864717,8.894272365,8.380072583
Mauritius,14.80730223,14.9122807,15.47799697,15.53784861,15.98062954,13.21388578,11.9047619,10.54187192,9.659090909,8.59929078,9.280936455,8.226837061,7.401696222,6.576980568,6.700655499,6.566738044,6.408450704,6.092436975,5.874125874,5.73025856,5.680224404
Mayotte,12.5,10.52631579,13.04347826,12.90322581,16.21621622,15.2173913,16.36363636,15.49295775,15.2173913,14.63414634,14.86486486,14.94252874,12.62626263,10.81081081,10.12145749,9.818181818,9.271523179,8.588957055,7.514450867,6.811989101,6.753246753
Mexico,13.93244656,13.89112778,15.34423635,15.51204141,15.2472501,15.25401291,15.54623069,14.18728965,12.71536995,11.81149616,11.35135135,10.21361435,9.399260712,8.529312479,7.71223262,6.953349816,6.538139145,6.304052216,6.002371383,5.672776521,5.388367206
"Micronesia, Fed. Sts.",12.5,13.51351351,15.90909091,15.09433962,14.75409836,16.12903226,16.66666667,15.29411765,15.78947368,14.95327103,13.08411215,12.72727273,12.61261261,11.50442478,10.16949153,9.917355372,9.6,8.59375,7.692307692,7.03125,6.25
Moldova,8.753202391,8.035034273,11.12591606,12.20389805,11.10183639,8.828125,8.984277514,8.918406072,9.511803805,9.633556119,7.780487805,5.747738159,4.921700224,5.977476177,6.21669627,6.012754327,5.40201005,4.85816759,4.8070413,5.165144062,5.484460695
Mongolia,13.57048748,13.78091873,13.94380853,14.08966148,14.36552275,14.38450899,14.37161756,13.92670157,13.48061317,14.10312913,11.59966499,9.365203762,8.002964061,8.271994392,8.094603598,7.751196172,7.292954265,6.555891239,5.997624703,5.856515373,5.954109788
Montenegro,11.58690176,12.17798595,12.41970021,12.03155819,10.98265896,9.836065574,9.012131716,9.043478261,8.873720137,8.520900322,6.676783005,6.891025641,6.4,5.92,6.012658228,5.85443038,5.826771654,5.696202532,5.555555556,5.431309904,5.314009662
Morocco,14.33995979,14.43655023,14.50073106,15.48101456,16.04180274,15.04189541,14.18715184,13.57072383,13.74501189,12.59229028,11.23907312,9.995736726,9.057501081,8.98869859,8.773480663,8.260926977,7.570624347,6.9462323,6.549837827,6.335465766,6.241780951
Mozambique,13.19466004,13.21187778,13.36646613,13.70396601,13.93503333,14.06632749,14.0385566,14.63634317,15.45561955,14.30005018,14.13073256,14.26445884,14.92161135,14.24278615,13.39288842,12.67113405,12.09725009,11.59198403,11.02774162,10.41601726,9.823552062
Myanmar,10.45515473,11.13458694,13.9508399,13.83109977,13.52446599,13.40182037,13.65695214,12.85119111,12.5299907,11.15442484,9.956449917,9.03092357,8.826791302,8.535367806,8.152085773,7.576625857,7.000252717,6.573603644,6.304954584,6.138131831,6.038754063
Namibia,12.57731959,13.10861423,13.66666667,13.76281113,13.99229782,14.2699115,15.58185404,15.79861111,14.27561837,14.20630019,13.98026316,12.88557214,12.01988251,11.57196184,11.01759755,10.54131054,10.03009027,9.465020576,8.915080085,8.482918356,8.135971023
Nepal,13.573714,12.33077617,13.01341589,13.37579618,13.59851989,13.68673255,13.83225978,14.03136423,13.98659966,13.828508,13.74539501,13.34214973,12.08964224,10.64549874,10.0484845,9.773605743,9.306959923,8.637989502,7.984622862,7.491009097,7.128288803
Netherlands,9.214949575,11.03153195,9.640337891,9.371949235,9.311958273,8.809541231,7.429136919,6.149492719,5.931523338,6.188503366,6.258640191,6.079548937,6.034948658,5.54504611,5.291097888,5.32049804,5.463481541,5.49200387,5.438186891,5.323041738,5.2359331
Netherlands Antilles,10.81081081,13.1147541,13.33333333,14.38356164,12.10191083,10.77844311,10.16949153,9.392265193,8.994708995,8.90052356,8.839779006,7.567567568,6.965174129,6.341463415,5.741626794,5.188679245,4.761904762,4.390243902,4.455445545,4.545454545,4.663212435
New Caledonia,12.6984127,11.76470588,12.98701299,13.04347826,13.08411215,13.17829457,12.76595745,11.61290323,10.52631579,10.41666667,9.722222222,9.322033898,8.235294118,7.749077491,7.24137931,6.907894737,6.5625,6.363636364,6.086956522,5.93220339,5.785123967
New Zealand,9.27672956,10.86142322,10.70826307,11.14916286,10.77632045,9.860525462,9.399809463,7.821570425,7.412876551,7.788331072,7.831481003,7.00729927,6.644981413,6.568692941,6.425358749,6.208609272,5.971049457,5.735611864,5.586592179,5.535545024,5.515049542
Nicaragua,14.29675425,12.92246521,16.11267606,16.67474552,15.50646103,15.18942102,15.59520148,15.71428571,15.71566731,14.55247907,14.14002746,12.64431006,11.26954132,10.75818037,10.13473054,9.40909735,8.639133378,7.970258283,7.428064393,6.957386011,6.556169429
Niger,16.24035729,15.14508139,14.00802222,14.49814126,15.05474453,15.32416503,15.25995949,15.57509158,15.68825911,15.489627,15.49129804,15.79148222,15.7563554,16.98172324,16.39865778,15.84884995,15.43162485,15.10735198,14.64776153,13.87986855,12.8946374
Nigeria,13.41875682,13.08362884,13.74116813,13.86095408,13.94442772,13.93810499,14.24239171,14.89219278,14.95495125,14.5832013,14.2402858,14.03473903,13.90568625,13.72022964,13.03900109,12.1156437,11.24587473,10.59767411,10.11203467,9.636476111,9.09842502
Norway,8.116385911,9.25007295,8.431044109,8.2728982,8.021666237,8.262606091,7.633961341,6.33277149,6.08490566,6.538196834,6.913470116,6.620659909,6.135474573,6.075044669,5.790688726,5.758479314,5.782127968,5.75323066,5.606665509,5.481557377,5.413584398
Oman,13.65638767,13.91650099,15.22123894,15.42056075,15.4155496,15.1416122,14.65880371,14.71550033,14.86706457,13.5359116,12.19816819,11.69724771,10.0172117,9.380863039,9.358900973,8.958773784,8.397135095,7.764047564,7.168220151,6.760204082,6.520401886
Pakistan,11.68556789,11.62048585,12.11586953,12.57117585,13.07326079,13.97287964,14.49720975,14.04972128,14.08569923,14.93627007,13.67766587,12.65619723,12.07071062,11.68699088,11.34277681,10.55110501,9.735672374,9.051869553,8.558397897,8.167782151,7.758445805
Panama,13.25581395,13.71545548,14.03197158,14.41717791,14.6179402,14.49275362,13.76663255,12.35645384,11.60381268,11.21914734,10.46747967,10.20408163,9.751924722,9.117413199,8.492674447,8.0131209,7.622019166,7.238949391,6.842539159,6.480738363,6.127258445
Papua New Guinea,12.61111111,13.07291667,14.18269231,13.71778069,14.257736,14.23586881,15.25476711,13.9477304,13.72216844,13.56687898,13.57222429,13.82804838,13.14949202,12.4918588,11.79456907,11.03076093,10.49020583,9.973220057,9.412578943,8.85331591,8.322324967
Paraguay,15.53595658,15.69212411,16.36077609,15.80156178,15.4465004,15.03384396,13.62925914,13.63390929,14.13452493,13.55967507,12.76874182,11.95799458,11.19368323,10.50528119,9.860650299,9.224632261,8.595684471,8.058896257,7.607640013,7.225523929,6.903193107
Peru,13.14720147,13.47018798,14.08720169,14.30190983,14.61381035,14.25085729,13.83230423,13.54534747,12.59184423,12.15070381,11.4588941,10.63730421,9.960672634,9.369490656,8.615918007,8.001737619,7.526523357,7.113161495,6.735332464,6.398509482,6.104029967
Philippines,14.20713107,14.17807629,15.4224259,15.21649615,14.98113001,14.64389362,14.18713888,13.92901924,13.47034889,13.22928279,12.72380903,11.87671794,11.04191591,10.61778149,9.983406575,9.426110685,8.863608956,8.320347114,7.845474355,7.424297959,7.030111455
Poland,8.145343216,10.71441663,11.80578986,10.96622352,8.584637051,7.449216568,8.053634677,8.666433698,8.892679087,7.609399694,6.432307252,5.222786533,4.658499395,4.882373177,4.931192661,4.750696643,4.388316246,4.072308304,3.98199041,4.114716981,4.28575891
Portugal,9.470553242,9.477351916,9.616252822,9.524338742,9.920497753,9.017925877,8.775343027,8.006780337,6.723446894,5.548361391,5.24102865,5.138902057,5.180285102,4.875787912,4.615956162,4.379902876,4.218058563,4.224146133,4.315992293,4.386995691,4.41337993
Puerto Rico,14.37584498,14.12705464,13.9347734,12.68858801,12.47240618,11.19428377,10.32217704,9.771986971,8.98271465,8.132937044,8.018867925,7.436749297,6.406406406,6.208588957,6.115542664,5.935854476,5.721096544,5.511811024,5.27198658,5.188223938,5.193855157
Qatar,12.5,14.28571429,13.33333333,11.42857143,12.72727273,10.52631579,10.86956522,9.418282548,8.993576017,9.333333333,8.427876823,6.094808126,5.500331345,5.456774985,5.862068966,5.742145179,5.176832394,4.926829268,4.799627213,4.834377798,4.874892148
Reunion,12.5,13.65187713,16.16766467,15.20618557,15.18438178,14.69979296,12.45059289,11.05072464,10.41322314,9.789156627,9.392265193,8.789808917,8.820023838,8.35214447,7.832618026,7.518022657,7.149950348,6.833493744,6.578947368,6.273062731,6.032906764
Romania,8.448804414,9.041518929,9.859843546,9.34741488,7.006369427,9.507224549,8.59871177,8.730857243,7.317703844,7.698073277,5.461691362,5.186280854,4.992921189,5.026938618,4.882716655,4.693918445,4.423007851,4.257337057,4.267664443,4.380174536,4.467851149
Russia,7.210180912,8.981068393,10.44318049,10.52805984,9.219820082,6.967787115,7.268504829,7.471680762,7.90401448,7.931419952,5.570251991,4.503673903,4.976240854,5.487712076,5.725827893,5.49170728,5.020719197,4.705394456,4.829426838,5.211674419,5.48157591
Rwanda,14.8216767,14.80289622,14.85457064,15.3125,15.49258475,15.55908369,14.58533769,14.73236209,17.07214765,17.84926471,14.14750597,13.64546263,13.85753211,14.04853129,14.14431432,13.1847915,11.92102322,11.01945614,10.59131345,10.31542226,9.86821249
Saint Lucia,13.0952381,14.11764706,14.60674157,15.78947368,17.64705882,16.51376147,15.25423729,14.17322835,12.31884058,12.16216216,10.82802548,9.756097561,8.139534884,8.196721311,7.8125,7.070707071,6.896551724,6.730769231,6.103286385,6.046511628,5.99078341
Saint Vincent and the Grenadines,16.17647059,16.21621622,16.25,17.04545455,16.48351648,15.95744681,15.15151515,13.46153846,13.20754717,10.90909091,10.28037383,9.345794393,8.490566038,8.108108108,8.333333333,7.207207207,7.207207207,6.25,6.140350877,5.982905983,5.982905983
Samoa,15.85365854,14.89361702,16.66666667,16.66666667,16.08391608,14.66666667,13.63636364,12.10191083,13.04347826,13.25301205,13.63636364,14.60674157,13.25966851,11.04972376,9.836065574,10.10638298,10.52631579,10.15228426,9.230769231,8.205128205,6.770833333
Sao Tome and Principe,10,10.34482759,10.9375,12.6984127,15.27777778,14.81481481,14.43298969,15.23809524,16.37931034,14.0625,14.28571429,13.81578947,13.41463415,12.84916201,11.55778894,10.69767442,10.25641026,9.523809524,8.955223881,8.510638298,7.744107744
Saudi Arabia,13.37082162,13.5857461,13.84728701,14.00250417,14.48467967,14.39602868,14.03435711,14.48002487,13.70317978,14.32719702,12.9463213,11.42590946,10.76395504,9.874879027,9.377372817,8.84805571,8.244629908,7.60571399,6.977146387,6.476561017,6.344480073
Senegal,13.20364238,12.90322581,12.39857189,13.43661972,13.66906475,14.38216039,15.04880213,15.39524175,15.2866242,15.13856813,15.04040404,14.55415706,14.11353033,14.13522446,13.33127508,12.26489028,11.33456146,10.64891064,10.13722501,9.634781194,9.052599318
Serbia,7.796257796,10.14271858,10.3771097,8.821292776,8.0866161,7.943760984,7.948574623,8.002588438,7.922240803,7.390707704,6.612059607,5.874594156,5.996347403,5.738121884,5.663463504,5.576131687,5.413253137,5.315475568,5.319936542,5.325760823,5.263157895
Sierra Leone,12.44215938,12.41015812,11.49068323,11.8609407,12.29846269,12.72603207,13.2474701,13.68768934,13.83108935,13.64434412,13.28605201,13.89976507,14.58440446,14.33801098,13.87370148,13.11798792,12.51537859,11.91593552,11.36491294,10.81712062,10.2603246
Singapore,12.90322581,12.8440367,14.32068543,15.79787234,13.53564547,10.37069726,9.271523179,7.598672077,7.029177719,7.099741305,8.140403286,6.652611853,4.959702418,4.031620553,3.869731801,4.139474175,4.432234432,4.393801276,4.026475455,3.670411985,3.619996169
Slovak Republic,9.264069264,10.02895499,11.79450072,10.77487391,9.060773481,8.021954824,8.84244373,9.317253453,8.463294028,7.640575378,6.692693809,5.347196435,4.786545925,5.042326095,5.145167218,4.93256974,4.598990466,4.281636537,4.194174757,4.327113934,4.514030094
Slovenia,8.610169492,9.536250816,9.493670886,8.404907975,8.148591971,7.749712974,7.751091703,7.80669145,7.057602491,6.154628688,5.083039758,4.643035447,4.444444444,4.794520548,4.965920156,4.782820888,4.469548134,4.311199207,4.308617234,4.55465587,4.805725971
Solomon Islands,14.44444444,12.74509804,13.55932203,14.81481481,15,15.54404145,15.72052402,15.38461538,14.92063492,14.04958678,13.97590361,13.53065539,12.92134831,12.20735786,11.32930514,10.62068966,10.03811944,9.445100354,8.910891089,8.324661811,7.845084409
Somalia,12.68228016,13.0952381,14.40738112,14.43428932,14.46820328,14.69873664,14.81193659,15.4245283,13.51023503,14.21779141,14.03651116,14.53370047,14.77721979,14.52800298,14.2822146,13.82604324,13.48535857,13.06834268,12.4745002,11.72733596,10.98592747
South Africa,12.46893729,12.6576518,13.52034951,13.90935702,13.72705861,13.85764875,13.9265323,13.41970327,13.10311046,12.16435045,11.12324493,10.41749007,10.22360421,9.838444423,9.613047771,9.119145929,8.712813391,8.399271823,8.12455389,7.837162749,7.487412415
Spain,9.032810882,9.134812988,8.869405313,9.289992513,9.556516076,9.141095698,8.78904168,8.11950242,6.45194511,5.316070069,4.825291181,4.596019415,4.978264228,5.315452735,5.335227741,4.987212276,4.568742089,4.418965723,4.575279305,4.858584673,4.984198822
Sri Lanka,12.16019417,13.58931553,13.33200279,13.92959257,12.99520767,12.56073682,11.73384687,11.61625533,10.95882489,9.580477104,8.993553199,7.545817549,8.421929352,8.286092215,7.815234411,7.102659526,6.424870466,6.126393384,6.098440458,6.020264437,5.855523818
Sudan,13.98258977,14.30507162,14.04484765,14.20248184,14.26196809,14.45721146,14.61309669,14.59693178,14.46236758,14.12962423,13.9750752,13.69321412,12.81196462,12.06394435,11.31566873,10.69343259,10.15820969,9.630266552,9.081425674,8.558955573,8.092615044
Suriname,12.09302326,14.0562249,15.57093426,16.21621622,16.84491979,17.07988981,13.42465753,10.90425532,11.88118812,10.85450346,9.829059829,10.42084168,9.867172676,8.576642336,8.11287478,7.679180887,7.475083056,7.003257329,6.634304207,6.109324759,5.825242718
Swaziland,13.50364964,14.65798046,14.65517241,15.01272265,15.28089888,15.50387597,16.11295681,15.86402266,15.83815029,16.52892562,15.06469501,13.80231523,12.75,12.28615863,12.05519245,11.75257732,11.08923885,10.39697543,9.896782028,9.605185622,9.278350515
Sweden,8.382038489,8.510052327,7.125668449,6.801137833,7.013180801,7.090554064,6.70276775,5.797101449,5.678233438,6.457460066,6.760722348,5.218446602,5.412093824,5.822278374,5.724287038,5.778539734,5.747468731,5.520149034,5.361644367,5.421975285,5.525070956
Switzerland,8.100618205,8.476609356,7.713963964,7.769808743,8.18240621,7.779706486,6.441911997,5.610510046,5.673019655,5.853104134,5.970772443,5.361461973,4.922995919,4.860392968,4.80964467,4.925187032,5.044801768,5.064211291,5.034160374,5.056379822,5.180921053
Syria,13.04101839,13.58055625,15.36796537,15.48721749,15.63088512,15.79994694,16.02406953,16.30766386,16.72169811,15.45305229,13.2214887,11.91360285,11.62408354,11.7666272,11.03221664,9.59924465,8.498036649,7.806909315,7.408167453,6.992084433,6.678226003
Tajikistan,9.71950424,9.427609428,12.77004321,15.21912351,16.51937458,14.70930233,14.26042984,13.46911958,14.06485671,15.33402561,14.20003242,13.08339709,11.85865724,11.23421799,11.08216907,10.50022036,9.534206696,8.490378893,7.689372257,7.181146026,6.813068131
Tanzania,14.61246896,14.93135011,14.48282708,14.78849118,14.89924989,15.02723687,15.08038585,15.17513295,14.98212672,14.89390097,14.61428027,14.44831829,14.69615222,14.92938287,14.70756015,13.86877559,13.03910141,12.33280084,11.72780079,11.13255922,10.4969347
Thailand,13.16185392,13.31876812,14.44540916,14.74096161,14.95294434,14.53297029,13.35054164,11.42851705,10.02911337,8.937627829,8.586093512,7.507543937,7.101659842,6.92317591,6.729746375,6.435534505,6.185510876,5.997754056,5.877901792,5.818743563,5.774185194
Timor-Leste,12.64367816,13.174946,13.2,13.43012704,13.71900826,13.52154532,13.40206186,10.79027356,13.24324324,13.19199058,16.25615764,16.24621594,13.93162393,14.29602888,14.5151328,14.49197861,13.80122468,12.62583893,11.54716981,10.89480874,10.47885572
Togo,13.16779533,13.47222222,13.7755102,13.90186916,14.265603,14.66503268,15.01976285,15.36162582,15.21019108,14.73375451,14.17142857,13.69931587,13.19864327,12.52628812,12.00852676,11.25592417,10.54869006,9.924083051,9.368340295,8.856502242,8.359860543
Tonga,15.55555556,16.36363636,16.17647059,16.04938272,16.32653061,17.0212766,14.43298969,12.90322581,13.97849462,13.68421053,13.13131313,12.5,12.5,12.62135922,11.11111111,9.734513274,9.649122807,9.836065574,9.836065574,9.016393443,8.130081301
Trinidad and Tobago,13.52201258,14.14701803,14.23487544,14.15830546,15.53497942,11.96834817,11.21408712,10.79014444,12.41776316,11.08471892,8.268933539,6.904400607,6.696428571,6.881405564,6.931407942,6.560922855,6.078147612,5.710102489,5.584512286,5.627376426,5.716523101
Tunisia,12.08946772,13.60103627,14.42444339,15.20518359,15.81204913,14.64878221,13.70817844,13.4224526,12.85296981,11.89703414,10.18939795,8.200040494,7.364565259,7.304971056,7.320077424,7.027806036,6.654572442,6.042222761,5.623803446,5.509445894,5.554681353
Turkey,12.45112642,13.511317,14.34542363,14.67370921,13.77319929,13.60559074,13.6107621,13.09222071,12.40260319,10.73459251,10.30124289,9.692558453,8.621623407,8.19483524,7.703497037,7.232956366,6.793839072,6.424012829,6.197663763,6.017524758,5.865138773
Turkmenistan,9.083402147,10.11816839,12.81407035,14.86772487,15.81352834,14.1213804,13.67132867,13.16604709,13.19880011,13.73298304,12.7749389,9.993805492,9.735367974,9.293882737,8.920591268,8.285290726,7.410358566,6.695598264,6.483866081,6.414645036,6.312536786
Uganda,13.99224806,14.22274962,14.97200118,14.96318482,15.09374007,15.35071612,15.48004741,15.39033457,15.57987365,15.88642329,16.27783235,16.1179053,15.93928455,15.87801254,15.46698908,14.84317948,14.01252939,13.10668264,12.24564812,11.44809656,10.68489849
Ukraine,7.695195195,7.593705579,8.924313964,9.245699162,8.70722996,7.117793464,7.243915111,7.141454217,7.29891631,7.183283395,5.758133824,4.480664749,4.344572586,5.069510483,5.523343812,5.469050365,5.046408042,4.677985344,4.672847257,5.061578395,5.452936306
United Arab Emirates,13.04347826,13.75,14.28571429,12.5,11.11111111,9.416195857,9.261083744,9.284195606,9.737827715,9.749074455,7.87037037,6.363191385,6.710554258,6.103195995,5.849089945,5.256263304,4.836003051,4.738795318,4.809888486,4.807325448,4.689203926
United Kingdom,7.133966849,8.375163577,7.240510196,7.545677013,8.366118746,8.09277342,6.893367664,6.001237733,6.345323992,6.60728438,6.437046971,5.889478925,5.575211231,5.833556329,5.766039823,5.797210252,5.750610671,5.586091183,5.434534996,5.418442899,5.468113038
United States,8.73507718,10.05836951,10.34799223,10.51130096,9.791705456,8.182303623,7.297313787,6.986796115,7.210876346,7.361509841,7.292195024,6.778754046,6.668555598,6.670999657,6.400908266,6.187871794,5.965441469,5.788962603,5.726275298,5.711945358,5.683120716
Uruguay,9.107142857,9.232715008,9.133858268,9.417871709,9.505161979,8.833922261,9.156378601,9.296148738,8.354755784,8.304927177,8.370972599,7.939849624,7.471093982,7.113702624,6.844215349,6.572637518,6.30228667,6.048053024,5.909840572,5.73702992,5.612104539
Uzbekistan,8.980044346,9.151047409,12.46786632,15.26434086,15.87871701,14.02303785,13.54689067,12.99730369,13.54486523,13.97530433,13.08524378,10.68510849,9.218148455,8.711593957,8.709594664,8.402616457,7.756461262,6.96605984,6.306128769,6.082954419,6.106262693
Vanuatu,14.89361702,14.81481481,15.38461538,15.06849315,15.29411765,14.85148515,15.25423729,15.26717557,14.76510067,14.53488372,14.21052632,13.3640553,12.60162602,12.23021583,11.68831169,10.91445428,10.05434783,9.547738693,9.090909091,8.571428571,8.091286307
Venezuela,13.93796623,14.74883646,15.08114527,15.00054987,15.72027972,14.52233299,13.05557396,13.17323789,12.64944276,12.29404309,11.21307714,10.37488776,9.829913235,9.354127385,8.804692644,8.224949107,7.697278087,7.243606303,6.851264638,6.489245352,6.153370439
Vietnam,9.83774302,10.02961632,13.11222064,14.18409932,14.79089934,14.23658155,13.99392302,13.38418051,13.027005,12.78304732,11.78190509,9.214391912,8.273708567,7.641462086,7.295248396,6.953181649,6.662051438,6.22172469,5.873474806,5.677095515,5.592470538
Virgin Islands (U.S.),14.28571429,13.33333333,12.12121212,12,12.5,12.94117647,11.2244898,9.433962264,10,8.490566038,9.174311927,7.339449541,7.207207207,6.481481481,6.666666667,5.825242718,6.25,5.434782609,5.617977528,4.87804878,5.333333333
West Bank and Gaza,14.71172962,15.0671785,14.18181818,14.11862991,14.7166362,14.8443735,16.04603927,15.19058296,15.24163569,15.63455657,15.0841537,15.64824655,14.92063492,14.02750491,13.10713055,12.26918968,11.54529307,10.87198516,10.1708338,9.481496968,8.865939205
Western Sahara,15.38461538,11.11111111,12.5,11.53846154,12.82051282,15.78947368,11.33333333,12.02185792,13.76146789,13.02681992,11.67192429,10.430839,9.262759924,9.090909091,8.839779006,8.656330749,7.955936353,7.159624413,6.538895152,6.345733042,6.303418803
"Yemen, Rep.",13.32869726,14.01395054,14.96168582,15.14576505,15.5086072,16.18725324,16.30071599,16.47755303,17.07277453,16.55501159,16.23851697,15.22359657,14.06958529,13.88359636,13.36810495,12.64503774,11.69309749,10.74690528,9.962004781,9.313997778,8.690955148
Zambia,14.27960667,14.65712133,14.1261498,14.47963801,14.96615087,15.32340339,15.43124351,15.41635962,14.76985331,14.69038208,14.52044326,15.17294258,15.21689928,15.08111356,14.5170824,13.83198348,13.05118016,12.2762595,11.61419691,11.02333,10.44688493
Zimbabwe,14.18697708,12.73805807,15.29850746,15.44899344,15.76013838,15.67769131,15.97308062,15.94890923,15.64560833,14.86382652,14.21690616,13.45891784,12.8450526,12.16765272,11.74770377,11.52562574,10.67760661,9.684210526,8.961841188,8.536181878,8.206700636
