Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Trinidad and Tobago,26.11683,26.22604,26.32579,26.41193,26.49088,26.54225,26.58947,26.61263,26.6241,26.629,26.63191,26.66634,26.69133,26.71149,26.75302,26.81242,26.88066,26.96215,27.0528,27.15399,27.27218,27.39049,27.50818,27.64383,27.77745,27.91131,28.03599,28.1595,28.27587
Tunisia,24.5732,24.69899,24.81384,24.94661,25.07399,25.19898,25.32273,25.43611,25.55226,25.65688,25.77402,25.87488,25.98447,26.08854,26.20434,26.31959,26.44261,26.58209,26.72976,26.88105,27.01905,27.15048,27.26516,27.37875,27.49408,27.60463,27.71585,27.82789,27.93706
Turkey,26.06155,26.14313,26.23217,26.31507,26.39637,26.49512,26.59241,26.70048,26.81769,26.91491,27.02399,27.10501,27.20194,27.29457,27.374,27.44774,27.52994,27.60051,27.67073,27.72737,27.79599,27.84298,27.89841,27.95766,28.00844,28.06138,28.12214,28.18455,28.24749
Turkmenistan,24.11232,24.13053,24.14963,24.16615,24.18802,24.19136,24.20415,24.21909,24.23355,24.25092,24.2594,24.25328,24.23344,24.18854,24.12868,24.06687,24.01099,23.95853,23.91897,23.91899,23.94216,23.98269,24.04933,24.13748,24.24196,24.35574,24.46693,24.56749,24.66154
Uganda,20.51336,20.5089,20.53116,20.56009,20.58863,20.60983,20.64509,20.68981,20.74488,20.81354,20.89891,20.9794,21.06126,21.15024,21.24567,21.34561,21.44876,21.55421,21.65003,21.73036,21.81171,21.8836,21.9589,22.03715,22.12167,22.20917,22.29874,22.39087,22.48126
Ukraine,26.38022,26.36782,26.35879,26.34862,26.3347,26.31068,26.30276,26.29457,26.27613,26.27301,26.268,26.25813,26.24147,26.19495,26.09426,25.99308,25.89025,25.80039,25.7314,25.66986,25.64889,25.66549,25.7026,25.76129,25.85005,25.95033,26.055,26.15063,26.23317
United Arab Emirates,27.19877,27.37413,27.51582,27.61048,27.6941,27.74398,27.757,27.78049,27.79719,27.85945,27.92467,27.98495,28.05793,28.08792,28.14285,28.27382,28.35871,28.43628,28.55856,28.67751,28.79831,28.90219,28.98793,29.08765,29.1946,29.2639,29.38717,29.50764,29.61401
United Kingdom,24.20878,24.29483,24.38471,24.47631,24.57154,24.673,24.77877,24.89084,25.00301,25.11882,25.23089,25.33861,25.45103,25.55032,25.64891,25.74528,25.84873,25.94952,26.04969,26.14993,26.24386,26.34053,26.431,26.51409,26.59989,26.68071,26.77054,26.85908,26.94449
United States,25.02199,25.15155,25.26646,25.3848,25.52017,25.65827,25.7815,25.92305,26.05411,26.18694,26.31709,26.44245,26.56317,26.68394,26.8081,26.9224,27.0375,27.1572,27.27785,27.40374,27.52943,27.64247,27.75614,27.86337,27.97255,28.07372,28.16881,28.25992,28.34359
Uruguay,23.25811,23.39114,23.4976,23.57315,23.64983,23.73009,23.81856,23.92485,24.02774,24.12657,24.23138,24.36048,24.5106,24.66444,24.82373,24.97143,25.12197,25.26683,25.41511,25.55387,25.68317,25.79092,25.88269,25.97305,26.07609,26.19403,26.3212,26.45495,26.59304
Uzbekistan,24.13709,24.19146,24.22857,24.27357,24.3106,24.3576,24.40122,24.44679,24.50243,24.54694,24.5846,24.61855,24.62931,24.64271,24.63688,24.63782,24.66444,24.66794,24.69126,24.72558,24.76585,24.81024,24.86573,24.93526,25.01618,25.10873,25.21405,25.32549,25.43432
Vanuatu,22.93362,23.11087,23.29365,23.49478,23.70879,23.9215,24.1215,24.30515,24.48176,24.65815,24.85697,25.05086,25.23153,25.43303,25.62644,25.82755,26.02301,26.23189,26.44679,26.65315,26.86133,27.053,27.23672,27.42873,27.62508,27.83008,28.03626,28.24643,28.45876
Venezuela,24.6754,24.81088,24.92702,25.03337,25.15139,25.2552,25.35179,25.4679,25.60239,25.69095,25.79587,25.91691,26.05656,26.1888,26.31752,26.45717,26.59037,26.71774,26.85418,26.97484,27.09799,27.22866,27.32819,27.4224,27.5487,27.68868,27.8335,27.98427,28.13408
Vietnam,18.59363,18.6576,18.72457,18.79698,18.8814,18.96272,19.04176,19.11562,19.18626,19.25757,19.32976,19.39894,19.47289,19.56675,19.66655,19.77448,19.88533,19.98638,20.09229,20.19513,20.29185,20.38658,20.47612,20.57236,20.67219,20.7732,20.8745,20.9751,21.065
West Bank and Gaza,25.15956,25.28804,25.41712,25.54207,25.66677,25.79006,25.9203,26.04705,26.16991,26.29246,26.42273,26.55234,26.693,26.84007,27.00804,27.18151,27.42813,27.67912,27.91472,28.14163,28.33796,28.48209,28.59626,28.69344,28.77777,28.85596,28.91308,28.96325,29.02643
"Yemen, Rep.",23.48817,23.60286,23.71333,23.82446,23.93707,24.03168,24.12344,24.2196,24.31166,24.393,24.4613,24.53358,24.60938,24.68192,24.7587,24.84297,24.92812,25.02229,25.12083,25.22779,25.33409,25.44147,25.54654,25.65106,25.75105,25.84677,25.93584,26.01885,26.10769
Zambia,21.3708,21.42804,21.47265,21.51598,21.55815,21.58972,21.61613,21.6515,21.70242,21.75856,21.81156,21.8637,21.91036,21.96096,22.00116,22.04079,22.08613,22.13393,22.17997,22.23568,22.30305,22.37321,22.45268,22.54021,22.63666,22.73911,22.8451,22.94991,23.05436
Zimbabwe,25.45496,25.41164,25.36147,25.3119,25.23836,25.16936,25.09533,25.01767,24.96319,24.92361,24.88344,24.85511,24.80027,24.75252,24.72219,24.68543,24.66938,24.66173,24.6552,24.65557,24.6569,24.66032,24.65855,24.65075,24.64139,24.63877,24.63982,24.63906,24.64522
