Female 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,16.09485368,18.34159531,18.5422507,18.58657244,18.63565891,18.96551724,18.69880646,17.10823578,18.09946714,18.24550716,17.75920606,16.5158371,15.44241226,14.45877636,13.51477088,12.56963788,11.68076777,10.86077412,10.12422029,9.4656943,8.865528629
Malawi,19.03485255,18.43065693,18.83187773,19.07990315,19.36034115,19.29696082,19.28237129,18.94793344,18.33506764,18.23495032,18.49991629,17.74193548,16.81034483,16.14583333,15.47074287,14.57342899,13.50869025,12.51144769,11.69065909,11.00780738,10.36105881
Malaysia,17.22859069,18.71174585,18.60639361,17.89069172,16.17345989,15.0410509,13.31577407,14.97044462,13.45593182,12.69245953,11.30541226,10.53299492,9.624618071,8.903138711,8.175265554,7.433564759,6.792841214,6.529266282,6.317411402,6.078147612,5.811836115
Maldives,13.51351351,17.07317073,17.39130435,16.32653061,16.07142857,16.92307692,17.10526316,19.31818182,19.04761905,15.70247934,11.11111111,9.027777778,8.917197452,8.982035928,8.333333333,7.772020725,6.965174129,6.161137441,5.963302752,5.752212389,5.676855895
Mali,16.48246036,16.040654,17.10950081,17.20469552,17.44809109,17.11409396,17.12691771,17.78736361,17.95637199,17.65193943,17.1015581,16.9058745,16.93859389,16.28612907,15.24822695,14.16684446,13.11650485,12.33558478,11.68533813,11.02701885,10.3453136
Malta,14.55696203,13.58024691,12.88343558,9.81595092,6.962025316,7.594936709,7.831325301,8,7.142857143,6.806282723,5.641025641,4.926108374,4.368932039,4.347826087,4.739336493,4.245283019,4.205607477,4.205607477,3.773584906,3.80952381,4.326923077
Martinique,14.7826087,16.53543307,15.6462585,15.72327044,13.60946746,11.76470588,7.738095238,8,8.064516129,7.25388601,6.930693069,6.25,5.607476636,5.504587156,5.479452055,5.04587156,4.977375566,4.608294931,4.608294931,4.245283019,4.368932039
Mauritania,17.82477341,16.4893617,17.6744186,17.63527054,17.56521739,17.37160121,17.21419185,16.99196326,16.68351871,16.14906832,15.54001554,14.91525424,14.24260712,13.3297062,12.15880893,11.22774989,10.48625793,9.893575089,9.312638581,8.659217877,8.050565536
Mauritius,17.88617886,18.1184669,18.12688822,17.5066313,13.52657005,11.0619469,10.99796334,9.980430528,9.125475285,9.717314488,8.457711443,7.46031746,6.605222734,6.637168142,6.465517241,6.153846154,5.939226519,5.578231293,5.427408412,5.427408412,5.291723202
Mayotte,33.33333333,33.33333333,25,25,25,23.80952381,19.23076923,20.58823529,18.18181818,18.03278689,17.56756757,13.79310345,12,10.61946903,10.31746032,10,8.496732026,7.926829268,6.896551724,6.989247312,6.666666667
Mexico,16.68459167,18.59259259,18.61100888,18.15937149,17.96862986,17.751577,15.65965085,13.91001101,12.80228273,12.09703574,10.69537874,9.725424046,8.750444998,7.832146386,7.057373007,6.590116418,6.300311758,5.940157289,5.562324203,5.236473818,5.001734618
"Micronesia, Fed. Sts.",13.33333333,22.22222222,20,20,17.85714286,19.35483871,16.66666667,16.66666667,15.2173913,15.68627451,12.96296296,12.96296296,10.90909091,11.11111111,10.71428571,9.836065574,9.677419355,8.064516129,7.936507937,6.779661017,6.557377049
Moldova,8.006405124,11.28571429,12.26533166,10.89164786,8.729743858,8.992628993,8.794326241,9.304426378,9.142607174,7.054673721,5.794392523,4.720812183,5.540756526,5.723720418,5.521126761,4.910456384,4.410011919,4.334365325,4.69151671,4.956463496,4.831932773
Mongolia,16.5374677,16.43518519,16.73553719,16.93989071,16.95721078,16.85082873,16.16405308,15.68421053,15.72327044,12.42290749,9.784411277,8.32037325,8.565153734,8.293020041,7.894736842,7.313997478,6.532356532,5.896366885,5.730994152,5.821325648,5.771428571
Montenegro,12.01923077,12.10762332,12.44813278,11.11111111,10.18867925,9.352517986,8.965517241,8.650519031,8.108108108,6.451612903,6.481481481,5.974842767,5.660377358,5.660377358,5.625,5.607476636,5.279503106,5.329153605,5.047318612,5.079365079,5.128205128
Morocco,17.70227984,17.76900296,17.90197764,18.20228091,18.19848128,18.21857671,15.65439673,15.38323622,13.65975237,11.92267965,10.40708451,9.395583107,9.269032454,8.965201988,8.35001894,7.559551491,6.862062102,6.41564084,6.159573967,6.027663413,5.828080753
Mozambique,16.8184578,16.85834502,17.16112532,17.36319557,17.44716121,17.47554899,17.54272815,17.32571763,16.66195191,16.63667986,16.62096604,17.03848299,15.97534566,14.85485334,13.96667358,13.26167154,12.61827799,11.91100907,11.17653082,10.48721659,9.878065488
Myanmar,13.86447734,17.17605192,16.69486746,16.11218732,15.81984412,15.80062223,14.66878831,13.94169835,12.18745466,10.72151956,9.542162551,9.278559552,8.912883626,8.413965638,7.728296046,7.0673533,6.574280835,6.253802555,6.040816327,5.901101621,5.700960388
Namibia,15.10204082,16.48351648,16.44736842,16.8115942,16.96202532,17.94310722,18.00766284,17.08967851,16.16022099,15.57971014,14.05579399,13.11154599,12.5,11.75020542,11.18721461,10.61253561,9.919571046,9.305289994,8.819951338,8.396501458,7.973048849
Nepal,15.33662594,16.08159393,16.43364164,16.62463628,16.61767249,16.62821104,16.65530871,16.35530915,15.95484077,15.49152228,14.66503268,12.96945784,11.30556295,10.60855765,10.22963337,9.631477728,8.841093363,8.09610984,7.522816167,7.091815538,6.684256816
Netherlands,11.56878203,10.0074129,9.769217421,9.628186394,8.880722707,7.317784257,6.060606061,5.79155853,6.055797964,6.082725061,5.956229794,5.895196507,5.396069089,5.135135135,5.161814175,5.296343001,5.293649892,5.210805923,5.076314302,4.986936272,5.005714286
Netherlands Antilles,14.03508772,17.46031746,15.71428571,13.51351351,11.25,10.84337349,8.888888889,8.602150538,9.090909091,8.910891089,7.368421053,7,6.603773585,5.309734513,5.309734513,4.464285714,4.310344828,3.603603604,3.669724771,3.80952381,3.883495146
New Caledonia,13.33333333,15.625,16.66666667,16.27906977,15.68627451,14.75409836,13.04347826,11.84210526,10.84337349,10.52631579,10.37735849,8.474576271,7.936507937,7.352941176,6.944444444,6.622516556,6.211180124,5.952380952,5.780346821,5.555555556,5.405405405
New Zealand,11.90727081,11.59283695,11.95928753,11.29770992,10.29098652,9.57309185,7.959570436,7.468123862,7.817969662,7.659346545,6.921119593,6.615532119,6.470858192,6.349206349,6.114649682,5.829228243,5.588822355,5.423332033,5.359877489,5.312735494,5.284704131
Nicaragua,15.66820276,19.92084433,20.27027027,18.71968962,18.25,18.63799283,18.43403206,17.90722762,16.39344262,15.44054748,13.47130027,11.94029851,11.3566814,10.57449495,9.730848861,8.841634024,8.061932728,7.443531828,6.899128269,6.431181486,6.008171113
Niger,20.35195103,17.42372881,18.44776119,19.30461858,19.68539326,19.65678627,19.83164983,19.83159117,19.6455317,19.66304116,19.81166244,19.91143686,21.11699445,20.12150414,19.23144258,18.54951185,17.95093617,17.13821649,15.9518029,14.58055925,13.2828178
Nigeria,16.3430161,17.19113091,17.29930192,17.35948019,17.40088876,17.91936133,18.51654358,18.54097672,17.95578982,17.34620242,16.88074862,16.5669712,16.11734144,15.03898446,13.73695546,12.5782006,11.71865976,11.05744136,10.41750831,9.723281323,9.032765984
Norway,9.411050395,8.594657375,8.347245409,8.141403321,8.213552361,7.490079365,6.165048544,5.904761905,6.383970177,6.715063521,6.40459364,5.94779632,5.940188447,5.667855727,5.64516129,5.656866394,5.567606652,5.430183357,5.286800276,5.19701087,5.187416332
Oman,17.04035874,18.47389558,18.59649123,18.40490798,18.68421053,19.38325991,19.85815603,20.42857143,19.24019608,17.50841751,15.13353116,12.55526083,11.55660377,11.29943503,10.62060141,9.718969555,8.780487805,7.995951417,7.40563784,7.039055404,6.721595837
Pakistan,15.1660577,15.46402035,15.95538967,16.60937,17.68958087,18.15062362,17.72332823,17.45896579,17.68367274,16.14284123,14.64153578,13.80791157,13.26639893,12.69346431,11.64583694,10.6217833,9.788185765,9.180536109,8.684137445,8.170346801,7.609159784
Panama,16.30695444,16.70146138,17.21014493,17.39811912,17.00680272,15.75829384,13.85416667,12.96641791,12.43697479,11.49773071,11.09589041,10.5065666,9.655172414,8.930481283,8.358358358,7.866227037,7.423971377,6.928999145,6.482246078,6.08974359,5.873140172
Papua New Guinea,15.64705882,17.2826087,17.16566866,20.0896861,16.98872786,17.0365068,17.07805203,16.29116118,15.92964824,15.79406632,15.79545455,14.73719228,13.77987607,12.83068783,11.87335092,11.19631902,10.53268765,9.842519685,9.167544784,8.558633273,8.029657675
Paraguay,17.623498,18.44888367,17.78697001,17.47042766,16.86746988,15.61604585,15.8259773,16.32987439,15.38095238,14.23757372,13.20968963,12.2260274,11.34729603,10.5520414,9.738527215,8.981736302,8.335301063,7.799505507,7.350722138,6.961762261,6.619576186
Peru,16.67986276,17.37918216,17.55275974,17.70082616,16.98747327,16.24351987,15.54548623,14.21805827,13.48335332,12.49580678,11.38644434,10.53617757,9.848433358,8.996339819,8.314565707,7.749782798,7.262941797,6.817573714,6.421446384,6.072298944,5.785742812
Philippines,16.78439956,18.54304636,18.16093657,17.69798829,17.11438952,16.43093446,16.03235812,15.34147146,14.83791733,14.0789853,12.98017027,11.98425048,11.42316052,10.64968001,9.949828166,9.268745488,8.62560778,8.063622086,7.570578181,7.116993028,6.688898688
Poland,11.15899646,12.13448227,11.21715257,8.508929123,7.40388049,7.974582093,8.679203904,8.751770817,7.371384694,6.112148589,4.920683035,4.378452339,4.563220141,4.58416195,4.383533518,4.014351828,3.700954401,3.59978249,3.706606943,3.85973034,3.914633415
Portugal,9.926639156,9.666592079,9.543388877,9.83014862,8.817062445,8.539137715,7.816818002,6.684646504,5.263157895,5.150874495,4.931972789,4.924660051,4.589808457,4.314994606,4.08935327,3.935437069,3.930530165,4.005907329,4.057591623,4.06921468,4.071345483
Puerto Rico,16.39492754,15.48672566,14.68120805,13.40909091,11.32756133,10.83776596,10.18292683,9.31712963,8.200330215,8.041775457,7.323232323,6.243854474,6.006727535,5.885122411,5.658627087,5.417814509,5.162174509,4.949587534,4.843173432,4.841713222,4.849340866
Qatar,18.18181818,20,20,19.23076923,21.05263158,19.29824561,15.6626506,17.09401709,16.33986928,13.88888889,13.02325581,12.13389121,11.32075472,10.16548463,10.37527594,9.183673469,8.58778626,8.228980322,8.053691275,8.056872038,7.819548872
Reunion,16.27906977,18.66666667,16.66666667,16.16161616,16.38655462,12.4497992,11.24031008,10.91549296,10.35598706,9.705882353,9.214092141,9.181141439,8.604651163,7.929515419,7.531380753,7.185628743,6.743737958,6.493506494,6.170598911,5.892857143,5.799648506
Romania,9.450497395,10.11560694,9.379310345,7.217131679,9.67209934,8.715000927,8.703769559,7.307324702,7.518285423,5.192557334,4.883433416,4.687640855,4.690655407,4.531016442,4.332508094,4.070332232,3.898170247,3.897561473,3.986571548,4.049372023,4.066315672
Russia,8.288555686,9.828520288,9.94400289,8.55111674,6.469552974,6.820365034,7.020195265,7.467051392,7.165892182,4.975981952,4.031845177,4.439291902,4.884505924,5.072288509,4.838555271,4.401794825,4.118668139,4.232000354,4.58125313,4.83309121,4.872042492
Rwanda,18.88686131,19.18789809,19.60382514,19.85203453,19.93720565,19.97313032,18.63216266,21.01769912,19.6099675,15.99576271,15.98548972,16.3655914,16.5407855,16.34918006,14.91899853,13.28104228,12.14987268,11.56538162,11.14177655,10.52133598,9.690539346
Saint Lucia,13.95348837,13.95348837,17.39130435,18,16.98113208,15.51724138,13.55932203,12.5,12.5,12,9.87654321,8.139534884,7.954545455,7.692307692,7.216494845,6.930693069,6.796116505,6.542056075,5.607476636,5.405405405,5.405405405
Saint Vincent and the Grenadines,19.44444444,18.91891892,18.60465116,17.39130435,17.0212766,16.32653061,14,13.20754717,12.72727273,11.53846154,9.259259259,9.433962264,8.928571429,7.547169811,7.407407407,7.547169811,7.142857143,6.779661017,6.666666667,6.451612903,5
Samoa,18.42105263,21.27659574,20.37037037,19.35483871,17.14285714,16.43835616,14.66666667,15.78947368,14.1025641,15,15.6626506,13.95348837,11.76470588,10.46511628,10.22727273,11.23595506,10.75268817,9.782608696,8.510638298,7.52688172,6.666666667
Sao Tome and Principe,18.51851852,19.23076923,18.51851852,20,20,19.51219512,18.36734694,17.30769231,15.51724138,16.12903226,15.27777778,14.47368421,14.45783133,13.33333333,12,11.11111111,10.43478261,9.523809524,8.888888889,8.333333333,7.432432432
Saudi Arabia,17.20634921,17.43792325,17.75236201,18.3908046,18.56630824,18.69375907,20.53894928,18.70328524,18.21828745,16.99938004,14.73026812,13.31755797,11.95761857,11.11782021,10.27237887,9.372647428,8.472505092,7.631004367,6.985161057,6.751699005,6.532307547
Senegal,16.66666667,16.31892697,17.73560209,18.29059829,19.06387128,19.35081149,19.31083991,18.80606248,18.29073482,17.9197417,17.14572864,16.51117761,16.26831149,15.05728314,13.6313668,12.42669027,11.54351562,10.86754598,10.19934697,9.469970331,8.738963097
Serbia,10.57192374,10.66196419,9.00363259,8.596491228,8.057101379,8.17084494,7.958324097,7.837259101,7.225913621,6.418984633,5.709816191,5.719446117,5.462944366,5.38197944,5.289825699,5.124540629,5.021609385,5.02596054,5.021008403,4.963783553,4.914483654
Sierra Leone,15.70996979,15.08903468,15.43798786,15.78947368,16.00877193,16.34551495,16.59701493,16.38115632,16.17366412,15.79970831,16.1704077,16.70471842,16.31561351,15.65762004,14.68775127,13.89090909,13.10284078,12.39935588,11.69071402,10.99709253,10.35305344
Singapore,16.16161616,18.44660194,18.81443299,15.11500548,11.25370188,9.864253394,7.85472973,7.882882883,7.343124166,8.333333333,6.663326653,4.860783388,3.94682177,3.763866878,4.019908116,4.234769688,4.146962532,3.714388749,3.340595497,3.281710914,3.545831762
Slovak Republic,10.49971926,12.03893443,10.88595664,9.290843806,8.108108108,9.208333333,9.328063241,8.517952636,7.448789572,6.370586094,5.099457505,4.538904899,4.772156441,4.858878171,4.632929437,4.263704765,3.947844984,3.864556496,3.981968445,4.147465438,4.215918046
Slovenia,9.61038961,9.375,8.242424242,8,7.656612529,7.589285714,7.391763464,6.673511294,5.840886203,4.752475248,4.317958783,4.19921875,4.536679537,4.702495202,4.489016237,4.214559387,4.042348412,4,4.236453202,4.468718967,4.618473896
Solomon Islands,17.5,16.66666667,18.51851852,18.75,16.88311688,20.87912088,19.44444444,18.46153846,16.44736842,16.09195402,15.65656566,14.47368421,13.56589147,12.5,11.59874608,10.85714286,10.18276762,9.512195122,8.863636364,8.189655172,7.597535934
Somalia,17.03248464,18.61743912,18.53932584,18.46537742,18.61614498,18.73198847,18.86328725,16.77559913,17.58703481,17.38998483,17.88487282,18.05885145,17.56097561,17.03977798,16.31493506,15.71653093,15.01706485,14.11181244,13.06201157,12.08233339,11.26522327
South Africa,15.1718113,15.68016615,15.92503162,15.71342565,16.05025659,15.96091205,15.32302217,14.67447052,13.62314156,11.95636641,11.03708249,10.64274303,9.993356001,9.6819815,9.168483573,8.743351064,8.404278542,8.105581128,7.803973321,7.451786727,7.183138305
Spain,9.273580997,8.939252958,9.42144543,9.104125023,8.988894031,8.795306246,7.922811421,6.197312625,5.052493438,4.606506815,4.399883189,4.855079089,5.200574938,5.201631555,4.8195242,4.400324149,4.25668621,4.414633175,4.688855588,4.790630264,4.710711493
Sri Lanka,16.89387864,16.51135006,16.78939617,15.41178658,14.43638761,13.17472119,12.75759219,11.80607887,10.12141023,9.4194117,8.254541591,8.66835443,8.429783951,7.827698008,7.015650297,6.279809221,5.941978329,5.866504432,5.750826518,5.55652936,5.262690017
Sudan,17.80911063,17.41312741,17.58373206,17.62927124,17.8129573,17.90497997,17.74540477,17.40981964,16.85584984,16.43844549,15.79888139,14.57780553,13.52485776,12.52480054,11.7005702,10.99299605,10.3042717,9.613362202,8.969421102,8.403547672,7.907987491
Suriname,16.66666667,18.5483871,20,19.16167665,16.4893617,15.46961326,12.22222222,13.04347826,11.5,10.69767442,10.38961039,10.48387097,8.846153846,8.363636364,7.746478873,7.482993197,6.976744186,6.493506494,6.07028754,5.78778135,5.448717949
Swaziland,17.85714286,17.5,17.77777778,17.64705882,18.37606838,18.81918819,18.61198738,18.5483871,18.1619256,16.46825397,14.13237925,13.66782007,13.05057096,12.8440367,12.40981241,11.69188446,10.84656085,10.30534351,9.950859951,9.642857143,9.143518519
Sweden,8.375922771,7.136975021,6.533333333,6.973140496,7.027563943,6.512758202,5.677480916,4.919583728,6.211036712,6.47256439,4.97656773,5.222902098,5.641025641,5.552063692,5.6,5.545509343,5.318307631,5.155243117,5.212355212,5.303319344,5.354449472
Switzerland,8.425811755,7.84996133,7.905282332,8.388814913,7.753164557,6.338461538,5.358792732,5.426590292,5.557171952,5.691282621,5.195865071,4.656669298,4.603909465,4.536290323,4.638539354,4.738878143,4.721233689,4.666355576,4.674188349,4.793275784,4.959605027
Syria,16.54888104,19.15332989,19.21204073,19.26847662,19.26138173,19.43102523,19.75308642,19.66449208,17.67596703,14.86598508,13.59579411,13.37559429,12.7905933,11.8544309,10.33076923,9.036573218,8.224734043,7.731797408,7.228128526,6.835859876,6.409975935
Tajikistan,11.53358682,15.26717557,17.9342723,18.99921814,16.55495979,16.58060815,15.68922306,16.49260226,17.27886057,15.58711465,14.06757635,12.76144286,12.1440536,11.85147508,11.05398458,9.884857701,8.684965178,7.78992581,7.204502814,6.792589902,6.572438163
Tanzania,18.86647945,18.12891674,18.4738174,18.58392196,18.64333237,18.60809477,18.60711262,18.2370545,17.93634737,17.37290937,17.10564568,17.41836735,17.58217418,17.06119317,15.85984479,14.74132032,13.80190334,12.99559471,12.21282792,11.40043764,10.60447528
Thailand,16.23016259,17.53246753,17.74744027,17.6360576,16.60192079,14.7088139,12.77497563,10.79744877,9.299873471,8.654004411,7.656392946,7.069259027,6.841998903,6.60788003,6.278827147,5.994983954,5.766312595,5.613997991,5.533273524,5.474375265,5.410810955
Timor-Leste,16.2037037,16.37168142,16.53225806,16.54411765,16.38795987,16.56626506,12.67605634,17.70186335,16.20111732,17.23300971,20.05012531,16.66666667,17.04347826,17.00879765,16.85534591,15.68627451,14.18983701,12.82051282,12.04911742,11.44244105,10.85173502
Togo,16.79049034,16.98630137,17.18946048,17.62672811,18.04788214,18.59903382,18.79432624,18.36975783,17.57301108,16.6443552,15.84307808,15.05944518,14.13551402,13.36982017,12.3825188,11.48417451,10.70516598,10.03636364,9.408374301,8.800127307,8.222891566
Tonga,21.73913043,18.51851852,18.75,20,17.77777778,15.2173913,14.58333333,15.55555556,13.04347826,12.5,12.5,14,13.7254902,12,9.259259259,10.71428571,10.71428571,10.34482759,8.333333333,8.196721311,6.779661017
Trinidad and Tobago,16.61442006,16.38888889,16.31205674,15.89403974,12.80487805,12.00787402,11.62361624,12.83783784,11.32686084,8.229813665,6.938159879,6.656804734,6.811594203,6.847360913,6.293706294,5.825242718,5.416666667,5.189340813,5.263157895,5.23255814,5.208333333
Tunisia,16.16732617,16.18705036,17.80756343,18.57079841,16.51234568,15.88550984,15.25902669,14.53440177,13.19871953,10.62867481,8.457923964,7.563710499,7.483520744,7.438169066,7.078552515,6.644010195,5.96299967,5.516014235,5.373086735,5.398579321,5.358265242
Turkey,15.56546789,16.51847622,16.61272923,15.82641991,15.54444881,15.4044537,14.52276708,13.58224255,11.74331089,11.1349107,10.2964355,9.069839744,8.538526852,7.953633079,7.395905497,6.877919223,6.446624249,6.161533842,5.931014262,5.735512018,5.552616587
Turkmenistan,11.16504854,14.45086705,17.2201722,17.98336798,15.73741007,15.40265833,14.93461803,14.92992078,15.33907427,13.73937677,10.65322227,10.27313494,9.748667174,9.227467811,8.454514711,7.466063348,6.685410809,6.430087959,6.309241706,6.162790698,5.897583429
Uganda,18.14313346,19.07494936,18.93317702,18.96850979,19.15789474,19.31714442,19.2513369,19.36482304,19.53054807,19.79285443,19.61632653,19.46477106,19.25767817,18.55930491,17.54690005,16.2872812,14.98170551,13.77534599,12.67919971,11.64912114,10.65452003
Ukraine,7.102259383,8.220391532,8.577906537,7.984958195,6.549089225,6.779280963,6.552130086,6.695990403,6.444981426,5.079979549,3.906547755,3.812502474,4.467494283,4.859302814,4.794431715,4.414458693,4.096955091,4.102662879,4.467010155,4.82815907,4.896198436
United Arab Emirates,17.64705882,17.94871795,18.60465116,18.03278689,19.04761905,19.13580247,20.88607595,17.54032258,18.01242236,14.58080194,11.78707224,11.17917305,9.683666882,9.08045977,8.006279435,7.246376812,7.06935123,7.095435685,7.012785742,6.707983959,6.408036024
United Kingdom,8.149001536,7.097797756,7.464944649,8.269010863,7.910077844,6.616322572,5.741560598,6.051536106,6.35282121,6.188608401,5.719013735,5.461161106,5.740670221,5.682100298,5.698852947,5.645640295,5.471868535,5.320948367,5.310009608,5.36456155,5.398040079
United States,10.66698741,10.93336736,10.85113165,9.699661674,8.139676588,7.224992824,6.954485635,7.211040734,7.362430888,7.283518844,6.743608853,6.641665202,6.657797064,6.379135618,6.140235121,5.901048311,5.708625386,5.631453909,5.603826103,5.569075441,5.497911466
Uruguay,9.855334539,9.592529711,9.850275808,9.844559585,9.213323884,9.440559441,9.158249158,8.349514563,8.302122347,8.243080626,7.755102041,7.259001161,6.876790831,6.602708804,6.385341477,6.082191781,5.856832972,5.654281099,5.516871987,5.353319058,5.206655931
Uzbekistan,10.68796069,14.49468085,17.30769231,17.65152955,15.4296875,15.18471695,14.72619635,15.30689842,15.49214306,14.05316478,11.26093587,9.656944235,9.127977681,9.075573549,8.654397249,7.885000303,6.992230855,6.279836326,6.02248692,6.001861891,5.909115528
Vanuatu,19.04761905,19.23076923,19.35483871,18.91891892,18.42105263,17.0212766,18.51851852,17.74193548,16.43835616,15.47619048,15.05376344,14.01869159,13.93442623,12.68656716,11.84210526,10.71428571,10,9.644670051,9.047619048,8.444444444,7.56302521
Venezuela,18.21797932,18.58262573,18.37503363,18.7849006,17.10402114,15.25989509,15.07308569,14.32571162,13.64891115,12.26277372,11.21741999,10.53700361,9.918440697,9.230079426,8.533956162,7.901276403,7.364465915,6.899388206,6.471930173,6.090392214,5.889275963
Vietnam,12.2337719,16.04586426,17.36711258,17.80506924,16.83209647,15.74392314,14.83856862,14.49583265,13.94396678,12.22723752,9.531522552,8.645789449,7.749888938,7.428341589,7.050359712,6.708767006,6.219905965,5.829125355,5.594696901,5.475132578,5.383284891
Virgin Islands (U.S.),15.38461538,13.33333333,17.64705882,17.39130435,12.90322581,17.77777778,9.433962264,13.20754717,9.259259259,10.52631579,7.272727273,7.01754386,6.779661017,5.263157895,5.357142857,5.555555556,5.555555556,3.921568627,4.347826087,4.651162791,5
West Bank and Gaza,18.2194617,17.16566866,17.30038023,18.96551724,18.72659176,19.05537459,18.25842697,18.22376009,18.55375833,18.1041181,18.59264041,17.45002701,16.19750808,14.97797357,13.8245614,12.87713841,11.967715,11.07475459,10.23041475,9.460034014,8.808392716
Western Sahara,16.66666667,25,18.75,18.18181818,18.18181818,20,15.94202899,17.64705882,16.34615385,14.4,12.75167785,11.70731707,10.75697211,10.47297297,9.649122807,8.672086721,7.614213198,6.954436451,6.496519722,6.444444444,6.25
"Yemen, Rep.",17.40758072,18.53116994,18.76208897,18.94150418,19.51143126,20.1958042,20.5952381,21.22772277,21.00867857,19.46914226,17.91527313,16.43716899,16.02334306,15.2153388,14.16172059,12.89626179,11.69902167,10.71995518,9.912811923,9.13114558,8.327101406
Zambia,18.09685641,17.76611694,18.23529412,18.75350926,19.22152811,19.14030819,19.01481226,18.0698152,17.74761187,17.55841887,17.9365381,18.03529013,17.72323445,16.8824236,15.83806818,14.74243229,13.7058767,12.84145806,12.08400646,11.34290414,10.61355248
Zimbabwe,15.84302326,19.04169259,19.20212766,19.41309255,19.29555896,19.49563531,19.75409836,18.77110061,16.88533942,15.36256324,13.81640993,13.17467724,13.20465686,12.81908216,12.37008872,11.38836329,10.28921023,9.50926706,9.040959041,8.650650461,8.116677235
