Angola,,,,,,,,,,,,91.91276751,101.6039346,116.7156962,142.3864997,147.4924476,64.47601925,62.80804916,61.10424133,63.79064559,66.25516014,64.03547515,65.93331724,69.14127246,57.14446382,66.63984891,64.8021528,63.48693686,62.35931519,61.08764057,60.9647291,62.61307551,61.53002729,59.79516989,58.24532385,56.75363273,59.10723184,80.60110443,85.70857471,84.45210788,88.61803973,97.32168634,101.2321572,112.6380619,102.7745691,128.3819952,170.303139,157.2871723,204.210437,225.132287,246.6606688,248.4577927
Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,6.267842175,7.87669833,6.004932322,7.464332205,6.914761041,9.349032919,10.26046716,10.98060273,12.08845048,12.9302578,14.74362267,18.19026996,19.39391486,20.91513077,23.16653736,26.82695175,29.19285141,31.49313467,34.10722996,36.7176112,38.88107587,38.73837002,40.30381301,43.25851653,45.95097808,48.30627085,48.50488317,51.13767575,56.94098737,60.73107534,66.37041226,69.28637769,72.12892918,75.91713476,78.4435968,85.23821233,89.0943368,84.80189956,98.17312473,103.4417919,105.5001208
Netherlands,1353.399443,1421.03353,1528.50037,1647.505935,1778.740542,1914.153151,2088.188493,2243.653677,2487.250113,2710.905682,2948.339406,3146.463257,3414.689007,3612.310204,3735.237418,3773.140348,4009.790303,4077.457107,4251.131498,4403.106651,4364.160624,4292.700717,4237.777804,4300.250503,4412.165074,4517.089587,4566.68477,4722.933873,4924.155632,5052.627779,5218.135158,5327.410493,5441.655472,5494.112372,5643.041941,5747.005985,5943.724406,6124.024304,6306.594634,6400.230001,6559.537517,6652.67372,6693.756595,6751.122414,7017.230734,6987.740342,7054.83222,7209.937237,7226.069622,6895.663913,7009.523819,7035.672399
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2457.205498,2616.853329,2751.813054,3078.837191,3250.560842,3513.163902,3677.641167,3712.418781,3880.499254,4087.925563,4271.533782,4694.006309,5306.656565,5525.95144,5461.520654,5795.465603,6094.840058,6149.926287,6150.519031,6180.443873,6343.602429,6496.847899,6872.405817,7299.409246,7512.627436,7555.665055,7875.119367,7901.294894,8133.032832,8465.385548,8972.610968,8842.379331,8636.633916,8909.355579,8927.900552,9106.822018,9072.883173,9090.524423,9125.032765,9138.744752,9384.348187,9417.343126,9526.655692,9407.032181,9666.299694,9673.673771,9700.090809,9630.584396,9536.414533,9375.550304,9564.769449,9398.665214
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,225.5172347,244.5692113,222.3434237,262.0437867,270.5457519,305.6894632,336.8392178,325.5246557,250.1638732,259.6547576,267.680683,276.9843734,293.2065321,295.7691752,288.4324049,283.8002247,297.8857847,293.9664151,324.053922,308.8606763,301.3815405,303.5244532,292.3351783,278.9039142,290.5917384,310.0934254,348.2997035,339.6579521,326.822183,342.6832807,341.5313082,350.3806841,365.5593453,390.9920337,411.1658945,423.8970035,458.0439433,471.7727629,476.2046541,470.4399997,521.5789754
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,28.49249052,32.63678668,35.19920352,32.75294924,45.63789148,51.41609855,58.98367232,60.47856093,59.60690524,67.8036485,50.70674239,81.57745925,81.4129679,61.81579439,80.12960711,90.51529107,88.93496561,86.77631519,96.66262287,86.71020479,89.21819566,89.66894286,100.4510661,95.14642053,91.08614948,85.52059119,81.62872754,76.60820915,75.40563827,74.13120631,75.20336972,104.1519628,101.4257653,123.0153843,128.659135,111.1468452,138.1096921,126.4548826,119.8151486,135.3972862,148.9284633
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,7681.140521,8404.620755,9390.978307,9658.705203,10553.44407,11416.35296,11655.97126,12256.97502,13494.8746,13230.21737,13454.12503,14084.40961,14488.41649,15541.79001,16286.77491,16313.92407,16913.42006,16515.36343,17314.78112,18862.29081,18725.67689,19431.16841,19357.74561,20497.37043,21939.81352,22559.09429,22177.62158,22800.13518,22979.99187,22859.30047,23353.91502,23808.62992,23787.32181,23967.11867,24247.26394,24528.44386,23998.84419,24326.03424,25424.10364,25057.1896,24993.7263,25590.68943,24620.33613,23201.39413,24214.10698,25083.21453,24099.93226,24855.00046,24866.13431,23859.70958,24890.92401,23173.62421
Oman,,,,,,,,,,,,14.68681698,29.62470649,50.80614482,95.01785742,153.0535892,252.3093312,364.0871027,398.9263845,483.591325,623.714131,754.6013476,899.3349573,1045.098729,1240.668773,1467.549733,1792.408382,1841.413999,1976.122351,1983.992656,2189.378174,2164.414897,2265.482151,2479.069549,2544.511167,2640.861413,2693.9363,2876.858076,3178.061244,3199.853426,3312.147811,3521.622135,3562.193701,3545.23693,3800.728977,4083.930501,4337.538969,4598.910629,5196.021011,5701.735941,5889.534917,6292.040331
Pakistan,,,,,,,,,,,,91.78094866,89.29787372,99.36353681,105.2638388,109.01581,105.7087327,107.8544433,119.0481136,136.5784084,132.7635598,144.0657111,155.254189,166.6006658,178.7803912,193.4514674,208.1461238,221.7063074,247.8307518,256.3565261,268.8339517,288.2100905,323.7920097,324.9299079,335.056196,347.0135511,348.0143938,350.732632,331.9982187,343.0492493,358.6058386,364.6470408,371.8460159,397.1329899,416.5608722,449.8725292,474.4080254,470.2542902,433.7454733,450.3803806,457.807206,449.2515095
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,522.9702417,568.4263321,627.4043223,614.4873746,631.8048749,672.5849701,711.2113759,691.8910475,791.8430894,768.8202679,783.0926566,831.6034225,898.4111519,853.1106484,887.1219096,912.0386473,957.1334517,864.6142461,825.8849001,827.5775542,872.3426042,905.0517396,952.4090279,1005.619398,1056.218997,1077.624111,1165.911666,1172.138693,1209.880131,1256.378461,1262.02947,1289.6223,1348.738971,1409.484657,1439.721396,1444.067961,1524.76315,1573.668629,1663.234551,1732.131128,1829.006476
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,81.28073305,88.54350533,104.042033,112.1603769,115.8549453,129.6781479,156.5808703,186.5584166,213.4265896,240.3990437,263.3693352,259.8742633,264.868804,290.2309755,291.615094,332.9797992,381.916204,428.372559,443.7963456,501.2063071,521.2874723,554.9176078,622.5184933,696.7631101,779.2855813,790.1539609,827.0814302,834.190425,852.6195246,879.5845729,865.286201,874.8295527,828.5304495,815.4204922,847.8753152,900.6146691,958.4860133,1002.244225,1055.080495,1133.02107,1228.188174
Peru,,,,,,,,,,,,398.3315913,416.4516385,419.6438485,435.7488107,443.7399237,451.2404911,479.0288452,471.9368961,481.7726296,503.7353979,530.157514,554.4537529,518.8011365,554.9446279,547.6512404,570.262498,594.8867647,557.4899139,554.823783,547.7209641,580.7766399,477.7565285,524.7005912,535.9111966,548.6384897,590.5363563,607.6679351,641.9691943,653.8473642,677.9594524,703.0846464,737.2640139,761.1548692,799.0119635,833.8839836,885.0656823,966.9091912,1040.047052,1043.052601,1098.424178,1247.750836
Philippines,,,,,,,,,,,,235.7564426,260.453711,321.8799305,309.3820903,314.4592027,329.2084272,328.1889122,328.5214451,345.3723584,373.4933679,337.3195183,338.1407643,362.464949,341.3298428,350.1153577,311.3330386,319.2776344,342.9921935,360.4675073,360.734032,354.0368177,335.387254,335.8685968,378.2027155,399.8331249,429.8534975,463.8577843,480.2727326,469.3361728,501.53346,521.2883956,524.9546988,558.4429289,578.5258357,579.693501,571.1337676,585.121568,588.0296913,592.2748089,641.4728976,646.9624028
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,904.5650014,987.9188359,1062.177277,1092.699922,1167.040523,1251.011689,1361.541618,1484.064463,1592.740347,1701.901482,1806.834985,1955.770433,2111.741866,2264.728454,2413.202403,2593.164309,2741.243964,2871.914913,2988.079713,3009.85465,3076.419254,2884.208228,2900.127106,3044.749661,3159.8086,3260.426185,3384.360243,3519.95969,3568.534849,3537.923881,3272.302311,3088.228938,2961.395739,2977.7121,2993.177532,3060.888875,3159.041817,3206.237778,3206.591771,3171.757384,3239.657441,3260.033263,3208.392157,3324.471392,3416.118632,3437.323998,3584.962188,3661.646104,3725.748778,3590.832081,3783.081899,3832.132619
Portugal,320.1728301,350.1947966,379.1422823,409.8399232,459.527645,486.8537811,543.0528978,572.4253255,614.599424,681.1145157,763.9021611,835.2850312,911.5420668,994.7759206,1080.946476,1075.82694,1136.940575,1248.985398,1343.656004,1466.474628,1558.52076,1567.295974,1644.711122,1740.031623,1774.268544,1873.176867,1974.536552,2057.72046,2201.782305,2399.30035,2541.865759,2674.591322,2810.94605,2798.171336,2867.229883,3075.557686,3197.797225,3358.398275,3555.826716,3812.347073,4013.950546,4147.576425,4292.271433,4383.169358,4525.722317,4662.529442,4799.163746,4860.423431,4821.503363,4814.680147,4929.14304,4848.536975
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,2641.287942,3037.042718,2955.124326,2994.596706,3802.767198,4137.272277,4977.96101,6315.767551,8704.928734,9711.645036,9932.400021,10016.41148,9522.854852,9561.932782,10063.98473,10264.0327,9806.283959,9593.505796,9488.661762,9586.226724,9030.587741,9952.900904,10567.15908,11017.84264,11002.60599,12064.95524,12194.73041,13801.69959,13961.25176,14318.84829,15130.56384,16158.92147,16925.71467,17097.84934,16290.38956,16397.23771,15682.98742,14778.74557,14475.58376,15075.04374,15754.86341
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,1632.08419,1786.720729,1906.921113,2018.980163,2214.610852,2418.749316,2550.135833,2664.742543,2694.100737,2872.094439,2946.263756,2922.090309,2971.164015,3077.868321,3129.890729,3315.722826,3275.680485,3392.624976,3412.004547,2924.596266,2521.003837,2319.572749,2272.124228,2234.735085,2328.794358,2430.301529,2250.999801,2107.445463,1935.560812,1987.66019,2066.783933,2073.005209,2220.677543,2270.890007,2331.012998,2401.649164,2451.956718,2487.633184,2266.71746,2409.133202,2486.341721
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6673.178594,6541.171009,6107.47937,5724.091032,5190.729155,5109.63879,5030.743406,4956.104383,4873.498118,5029.772605,5208.847392,5275.335484,5304.66375,5479.993304,5642.373323,5784.966818,6122.05614,6317.241379,6435.406833,6132.978648,6430.623152,6485.800224
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,325.9331921,360.9181038,418.3943845,506.40443,537.4171798,728.1863705,835.5406605,1103.355926,1592.23937,1940.717841,2210.830858,2611.64961,2691.27207,3010.205253,3034.627799,3369.730678,3635.569455,3747.405725,3859.793684,4024.60114,4130.073695,4402.322967,4746.511112,4839.586018,4948.957963,5016.407272,5221.225706,5613.452081,5776.86047,5810.991183,6035.824744,6043.834524,6388.756894,6164.125009,6380.906135,6607.142632,6746.702298,7072.952586,7430.743897,8022.448284,8161.199476
Senegal,,,,,,,,,,,,74.50224909,75.34929862,80.84955152,80.37490381,83.65549199,87.03611045,92.23358349,97.7339523,102.495243,103.2518404,106.399502,96.29194495,105.8937457,110.4695516,104.6926703,102.1390601,103.8509722,104.9228944,100.8894192,103.8047087,102.7148993,109.2483414,104.3161126,109.8425794,109.0509036,109.727886,117.0879687,121.6474646,117.6890854,101.9096241,123.5285526,145.8125803,125.91892,138.3168994,157.6636885,156.7825053,180.680781,157.8587297,188.5304374,187.7138324,186.9364012
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4628.658054,4411.480487,4274.546966,3479.534039,3411.148105,3734.339068,4083.732959,4261.512883,4302.99911,3979.363962,4198.715706,4434.370241,4478.248157,4332.679062,4258.251568,3921.906459,4040.44002,4159.137225,4291.843742,4224.397665,4358.812174,4474.327174
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,1154.756271,1371.282528,1599.179207,1634.080717,1727.794962,1884.866986,2073.978495,2367.884452,2528.942953,2718.309859,2778.52349,2813.751417,3045.878404,3255.856515,3444.078947,3694.109038,4088.288288,4399.156711,4639.031047,4983.262225,5104.781347,5236.636023,5499.924551,5842.644048,6069.229678,6312.692402,6829.293994,6965.777144,7187.713138,7575.411505,7516.191397,7756.226054,8113.638573,8314.253486,8507.196774,8520.016358,8513.707885,8184.898954,7895.982035,8437.961668,8404.22864
Slovak Republic,,,,,,,,,,,,2696.684044,2829.469119,3026.212742,3138.205353,3111.768994,3260.460837,3413.489637,3468.62299,3806.459359,4358.595651,4411.789626,4439.280022,4520.842715,4624.05919,4841.364432,4941.625056,5085.164393,5150.462919,5266.168582,5542.170903,5115.12279,4699.137571,4570.442444,4582.581961,4925.961381,5150.407724,5068.08939,4682.297576,5028.706343,4955.907896,5027.452807,5049.584909,5015.979792,5088.214671,4919.806029,5135.577731,5250.200192,5267.610521,4924.712887,5164.362565,5347.526223
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334.905446,5087.452468,4943.155465,4950.932498,5240.160186,5312.904549,5365.50828,5434.662198,5574.706466,5675.615026,5777.995651,6006.34519,6380.951903,6578.034236,6830.705073,6917.860467,7123.537771,7137.824175,6920.244039,6103.441294,6521.092872,6806.170759
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,2246.13587,2405.272716,2530.868852,2668.972134,2801.116144,2950.361005,3036.24311,3199.999183,3439.022811,3644.437192,3819.299919,3902.789933,3951.419235,4211.718744,4298.119196,4385.689308,4348.120424,4428.302764,4449.595744,4431.477273,4333.440932,4212.943244,4255.186699,4310.870101,4403.680982,4969.569319,5061.200238,4802.900324,4618.357576,4680.681818,4365.48973,4590.245748,4619.366771,4651.560382,4703.944952,4796.971759,4938.404944,4759.492044,4532.021902,4653.969791,4694.232524
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,494.7956001,550.4363314,613.2474471,663.9368538,745.3843731,822.9567408,925.930687,1033.076974,1154.526781,1293.58961,1415.841018,1536.455742,1708.532708,1882.926912,2036.704546,2067.478218,2268.594246,2303.406237,2398.535104,2528.283891,2647.904787,2672.562641,2661.268717,2795.755748,2907.26601,2979.008958,3008.100273,3098.40692,3222.194611,3446.169729,3538.28728,3610.231981,3699.087316,3654.4831,3780.331461,3950.845021,4050.743365,4376.312278,4535.699256,4876.288463,5206.91144,5439.817464,5592.417849,5700.886205,5924.080446,6147.129383,6143.945292,6101.302069,6078.468836,5708.539016,5769.229392,5597.79607
Sri Lanka,,,,,,,,,,,,57.91962175,64.92496695,67.29814376,68.12707016,72.31772377,74.14157615,76.31616698,83.0162086,91.0724157,96.62982301,103.3878898,112.0689655,117.4677304,120.8741909,130.8546901,139.0835245,139.5590301,143.5628652,140.6835067,154.2168675,160.1320438,169.0577298,185.4244588,201.9451121,217.0269078,204.8429319,228.6191297,246.2734242,257.609152,289.8125851,292.599883,305.3749802,327.1266886,353.4859789,398.0859295,399.7884983,416.1884326,383.7364594,416.8215159,449.232557,490.2486942
Sudan,,,,,,,,,,,,26.07952633,27.40484651,32.29983722,37.23459196,38.41021717,39.03496481,39.96973637,41.62738222,40.84679352,36.71543509,33.96439551,35.01506576,32.90935352,43.93587538,46.79722664,51.67138826,52.17796366,45.82125884,42.87965738,49.74193944,47.62764586,47.3305912,45.00208604,46.19425185,45.42119026,45.8082514,42.89368974,41.59517432,61.37946965,63.11298487,52.82915242,61.66620209,64.98523777,65.28386067,76.76928599,85.24950982,91.6220065,99.60969174,114.2116705,132.6740762,143.4460238
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,4002.32155,4355.453286,4613.97791,4728.754467,5189.291606,5521.18071,5632.190489,6017.973467,6512.919865,7017.883373,7315.983573,7674.294491,8131.933073,8745.48567,8786.445513,9051.519102,9751.545981,9828.347193,10143.43493,10694.29028,10703.40752,11112.30896,11440.23919,12609.02676,13692.98413,14950.32685,14858.36807,15746.25938,15895.8306,15680.86242,15836.03376,15932.92621,15544.41146,15506.8021,15290.616,15475.01348,15434.23039,15410.69913,15522.1335,15470.86807,15681.61527,16020.98031,15709.42967,15360.17889,15420.97314,15430.96395,15262.58727,15257.93575,14869.34898,14143.01101,14934.32696,14030.16315
Switzerland,3075.550313,3225.99403,3278.006177,3351.452791,3454.519325,3586.28881,3653.428978,3749.633874,3852.192111,4022.725425,4306.508607,4615.348218,4776.267394,5010.188911,5027.119384,4878.812968,5082.900384,5324.959952,5520.44673,5779.137371,5992.333459,6119.695805,6189.342434,6330.493382,6601.038674,6854.327383,6994.485345,7163.214775,7203.885833,7369.28667,7445.440926,7538.406742,7430.297509,7235.094076,7155.485684,7283.238127,7393.539173,7341.753438,7481.2929,7646.84614,7845.495354,7992.277576,8031.432226,8195.120835,8205.693794,8305.371102,8360.442516,8163.295576,8305.923042,8021.094469,8174.663756,7928.317054
Syria,,,,,,,,,,,,175.4714013,200.7683673,181.5615539,209.9379281,235.5896351,228.9517182,222.7951318,287.6839007,315.3063187,355.5096629,412.9443113,519.5779467,599.1415049,588.3517599,617.1227904,605.5948104,589.8313912,627.4638185,676.6026358,688.5092678,700.4047806,702.307256,687.3978728,751.704152,832.8079318,893.6475345,914.5913547,958.8063467,1014.206265,1067.483841,1148.674833,1240.094251,1302.94715,1409.5374,1513.868245,1558.68833,1565.270353,1583.35355,1527.847739,1809.206272,1715.488381
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.017349,3190.185091,2979.066329,2558.931719,2512.182577,2396.993256,2322.789831,2046.763976,2091.159173,2196.676731,2172.109576,2153.167105,2148.14905,2142.547892,2159.686875,2144.393155,2127.967961,2059.056184,1947.011595,1807.208855,1807.710854,1713.788492
Tanzania,,,,,,,,,,,,30.18957128,31.98910385,33.57127559,33.7963891,34.23412902,34.8658269,34.90605072,34.23295761,36.66077941,36.60336212,37.54755354,35.53115024,33.70235792,34.31884597,36.01854896,40.35065205,40.7434131,44.33177701,46.62601251,51.12848773,54.21946879,52.90772368,51.9230438,49.33373144,56.9724417,61.59753399,56.70226647,60.47253884,56.20332017,58.20018229,60.3231406,62.75397451,55.24902307,54.91837326,68.12728825,67.39714118,80.10760197,83.43999439,81.34785001,91.47643726,92.15912455
Thailand,,,,,,,,,,,,120.339413,140.2537471,161.4699286,165.7632059,183.8301038,206.7426169,233.6043375,261.7357524,278.7190485,290.6111631,299.1127983,320.5649513,349.1058212,380.815257,405.8469872,434.8224996,483.1177167,537.8776498,614.2747626,709.244726,792.7522235,895.7007181,1013.180525,1113.604461,1257.935336,1393.217329,1425.101468,1374.299169,1373.234079,1462.22424,1515.972885,1624.443686,1715.255865,1824.654234,1910.615927,2003.082359,2083.556337,2116.435452,2119.759342,2335.295052,2315.98821
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,64.05384916,61.39950836,55.57135384,71.71278563,74.26011618,69.79219374,106.0124547,119.9312084,76.43255225,62.84828424,67.21072982,74.09699434,67.07843352,76.4258922,77.46707265,76.70496861,80.9180309,81.01004441,86.02951274,90.5586173,84.36830262,93.34153668,69.07664127,77.00620904,99.42824093,103.13792,105.2329878,106.6935601,114.1115729,96.4077724,100.3560537,97.58622426,104.3933435,108.746981,110.8260439,109.922096,103.8594942,,,,
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,1036.216336,1145.815914,1124.574341,1155.406137,1133.97404,1263.582784,1398.403665,1477.076849,1734.943635,1875.043766,2073.352791,2405.832538,2551.215318,2601.018776,2581.697532,2779.436393,2912.378487,2620.156197,2518.076012,2682.698477,2648.16986,2846.092804,2814.185035,2888.069896,3101.192748,3251.044013,3638.521207,3763.037169,3810.145788,3990.599221,4099.510589,4082.261961,4770.739671,4697.844587,5142.131475,4991.261839,5736.466062,5708.538652,5720.905122,5952.134448,6331.943571
Tunisia,,,,,,,,,,,,154.1813088,174.9042645,192.2538445,206.7814863,216.5389414,241.0167872,274.5473968,302.9982869,354.103895,402.0989975,422.4137374,410.4513009,450.5342118,467.1603232,511.1316112,530.7880719,553.9541618,586.1826606,611.2811669,638.4283332,651.7034935,687.4050342,710.2594312,764.230778,774.8813843,785.9791183,826.1530114,868.1816721,947.4507979,991.2688869,1048.213695,1075.864607,1004.187077,1043.95715,1091.933393,1115.729816,1160.086454,1198.772377,1284.627764,1349.972983,1297.101313
Turkey,90.05496655,96.63721274,111.7606944,120.3160572,131.8457758,143.7089032,156.628991,170.4244067,184.9303095,206.0690212,223.0528323,247.0787599,277.2556901,298.1781587,313.2519965,359.4174059,421.513881,462.6743631,480.5127058,489.4628236,496.3354492,519.7962758,543.6765212,555.4186158,613.3591518,659.1554745,697.8910877,770.1452482,808.0674836,873.5381192,928.4446103,964.0650393,1043.121338,1114.028859,1144.524591,1226.57475,1327.921897,1439.978886,1520.628463,1557.424719,1654.465459,1615.312328,1670.519191,1775.888401,1896.518748,2018.657205,2183.214296,2350.52081,2424.608971,2317.300636,2498.172034,2709.262114
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292.802617,2208.172624,2007.484339,2072.688385,1676.957606,1569.71927,1445.512678,1176.662959,1560.533052,1416.811648,1697.686885,1787.659372,1780.151216,1749.125491,1916.380164,2054.618954,2119.295776,2259.873748,2325.144895,2367.160063,2403.413728,2443.863592
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787.481693,4643.265748,4313.535067,3953.279499,3475.161428,3348.928405,3060.372165,2958.585787,2839.485738,2792.141058,2778.43711,2790.534424,2844.810954,2997.974398,3151.147696,3246.035731,3399.522311,3528.924829,3534.357152,3227.955434,3549.847724,3662.443306
United Arab Emirates,,,,,,,,,,,,694.314337,1349.092386,1753.794443,1936.632159,2389.524385,2895.180047,3797.589056,4232.396146,5012.352718,5779.321558,6152.238094,7172.738403,7759.713012,8009.081657,8284.479572,8351.583661,8384.616299,8576.4711,8322.374106,8603.939777,8275.672667,8448.680735,9322.332346,9676.730018,9678.622344,9775.741558,10162.92493,11475.94805,12524.67474,12752.31698,12794.5943,13575.50274,13706.29819,13379.49598,13560.7584,12693.31056,12168.32458,10810.25824,9998.291079,9855.195801,9388.582487
United Kingdom,2412.137405,2553.693182,2780.657277,3002.087605,3127.462963,3330.18388,3425.803087,3506.887062,3762.590176,4006.330969,4166.932402,4254.652412,4372.636946,4671.718297,4534.254275,4492.421629,4587.688515,4668.423169,4729.849387,4922.915733,4683.932739,4572.953846,4480.335413,4549.175288,4597.739693,4826.714526,4953.653576,5082.439806,5232.737649,5295.224527,5356.57521,5451.677171,5452.393333,5491.989118,5380.264265,5575.808489,5815.828404,5831.957547,5908.87149,6007.484416,6114.529259,6143.199664,6147.391939,6182.9802,6151.062742,6289.404044,6226.257365,6136.015114,6056.290533,5685.635995,5745.435003,5516.308585
United States,4049.786629,4182.175501,4433.606021,4690.486256,4970.446456,5234.685002,5590.33374,5888.340915,6385.459329,6904.8338,7236.657043,7517.304646,8076.409269,8573.194154,8449.928456,8522.394003,8968.775655,9337.724018,9560.54541,9700.695386,9862.365497,9976.693715,9544.460943,9742.005714,10282.37464,10414.2079,10424.4273,10886.85826,11298.33251,11531.93231,11713.3317,12134.17213,12014.95825,12261.52378,12455.16217,12659.60763,12854.29891,12889.83228,13154.76303,13281.86998,13671.05202,13046.61415,13296.1823,13307.49201,13388.58971,13704.57705,13583.26696,13657.44951,13663.42468,12913.71143,13394.91665,13246.04425
