Row Labels,1990,2005
Afghanistan,,32.8
Albania,10.4,6.6
Algeria,8,3
Angola,32.6,14.2
Argentina,3.9,2.9
Armenia,3.6,4.2
Azerbaijan,11.2,7.7
Bahrain,6.3,4.5
Bangladesh,56.5,41
Belarus,2.4,1.3
Benin,25.3,20.2
Bhutan,34,
Bolivia,9.7,6.1
Bosnia and Herzegovina,3.3,1.6
Botswana,17.9,6.4
Brazil,6.1,2.2
Bulgaria,3.6,2.5
Burkina Faso,30.8,32
Burundi,33.6,35
Cambodia,45.2,28.4
Cameroon,18,16
Central African Rep.,25.8,24
Chad,33.9,33.9
Chile,1,0.6
China,15.3,6
Colombia,8.8,5.1
Comoros,16.2,22.1
"Congo, Dem. Rep.",27.5,25.1
"Congo, Rep.",12.5,11.8
Costa Rica,2.5,1.1
Croatia,0.5,0.2
Cuba,4.6,3.5
Cote d'Ivoire,18,16.7
Djibouti,20.2,24
Dominican Rep.,8.4,3.1
Ecuador,9.5,6.2
Egypt,9.1,6
El Salvador,11.1,6.1
Eritrea,,34.5
Estonia,2.2,1.2
Ethiopia,39.2,34.6
Fiji,7.7,3.7
Gabon,8.9,8.5
Gambia,19.6,15.8
Georgia,1.7,2.3
Ghana,24.4,13.9
Guatemala,23.6,17.7
Guinea,25.7,22.5
Guinea-Bissau,20.8,17.4
Guyana,16.4,10
Haiti,22.5,18.9
Honduras,15.8,8.6
India,59.5,43.5
Indonesia,31,24.4
Iran,16.1,6.2
Iraq,10.4,7.1
Jamaica,5.2,3.1
Jordan,4.8,3.6
Kazakhstan,2.8,4.9
Kenya,17.3,16.5
Kuwait,7.1,0.5
Kyrgyzstan,4.4,2.7
Laos,44.3,31
Latvia,1.8,1.1
Lebanon,4.6,3.5
Lesotho,13.8,12.5
Liberia,18.4,20.4
Libya,5.9,2.9
Lithuania,2.2,1.4
"Macedonia, FYR",2.5,2
Madagascar,35.5,36.8
Malawi,24.4,15.5
Malaysia,22.1,7
Mali,33.6,27.9
Mauritania,43.2,25
Mauritius,12.9,12.7
Mexico,13.9,3.4
Moldova,2.4,3.2
Mongolia,10.8,5.3
Morocco,8.1,9.9
Mozambique,28.5,21.2
Myanmar,32.5,29.6
Namibia,21.5,17.5
Nepal,47.6,38.8
Nicaragua,11.3,6.1
Niger,41,39.9
Nigeria,35.1,27.2
"Korea, Dem. Rep.",26.9,17.8
Oman,21.4,8.8
Pakistan,39,31
Panama,8.9,4.3
Papua New Guinea,21.8,17
Paraguay,2.8,3
Peru,8.8,5
Philippines,29.9,20.7
Qatar,,
Romania,5,3.5
Russia,2.4,1.6
Rwanda,24.3,18
Saudi Arabia,12.4,5.3
Senegal,19.6,14.5
Serbia,,1.8
Sierra Leone,25.4,28.3
Slovak Republic,,1
Somalia,,32.8
South Africa,9.3,10.1
Sri Lanka,33.2,18.1
Sudan,35.4,27
Suriname,12.8,7
Swaziland,11.1,6.1
Syria,14.5,10
Tajikistan,9.8,14.9
Tanzania,25.1,16.7
Thailand,17.2,7
Timor-Leste,,44.6
Togo,23.5,22.3
Trinidad and Tobago,6.8,2.8
Tunisia,9.1,2.6
Turkey,8.8,3.5
Turkmenistan,13.7,8
Uganda,19.7,16.4
Ukraine,1.4,0.9
Uruguay,6.2,6
Uzbekistan,9.7,4.4
Venezuela,6.7,4.4
Vietnam,40.7,20.2
"Yemen, Rep.",49.3,41.6
Zambia,19.5,15
Zimbabwe,8,14
