Male 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Malawi,12.1037464,12.40971766,12.67688679,11.82008368,12.18390805,12.34762092,12.52907943,12.52473848,13.26157158,12.49002394,12.06896552,13.17772197,13.75112136,13.37196345,12.82026303,12.51505247,12.24630996,11.76961023,11.11815416,10.44532525,9.888210833
Malaysia,11.72917991,10.42600897,11.42788113,12.44813278,12.89262235,12.75940337,12.48556582,11.82060053,10.98769465,11.32562363,10.77975838,10.39539347,9.620271033,9.213896368,8.62962963,8.177022274,7.697065107,7.14208243,6.625302345,6.459550907,6.337957378
Maldives,9.302325581,8.510638298,9.615384615,12.06896552,12.5,10.81081081,11.11111111,11.70212766,12.72727273,14.17322835,14.38848921,13.42281879,10.12658228,7.647058824,7.777777778,7.894736842,7.920792079,7.246376812,6.481481481,5.882352941,5.803571429
Mali,11.4416476,11.62001696,11.07226107,10.74616208,11.64316169,11.8710455,12.34361968,12.48085758,12.40400279,13.1005291,13.46671797,13.21917808,12.76595745,12.74271845,13.01625527,12.81967924,12.27500738,11.64525115,10.97903252,10.5006105,10.12154382
Malta,10.38961039,9.868421053,9.933774834,12.41830065,11.72413793,9.523809524,7.547169811,8.284023669,8.474576271,8.064516129,7.8125,7,5.940594059,4.761904762,4.694835681,4.694835681,4.672897196,4.672897196,4.739336493,4.326923077,4.368932039
Martinique,11.42857143,10.92436975,12.23021583,13.42281879,13.125,15,13.37579618,10.97560976,8.620689655,8.426966292,8.333333333,8.152173913,7.368421053,7.216494845,6.666666667,6.153846154,6.12244898,6.091370558,5.670103093,5.759162304,5.376344086
Mauritania,12.22570533,11.71662125,11.68224299,12.04819277,12.71777003,12.97134238,12.95811518,12.96928328,13.12625251,12.971078,12.7189642,12.24354732,11.89917937,11.77402323,11.56626506,11.14564831,10.38318912,9.772989611,9.334298119,8.984910837,8.644400786
Mauritius,12.55060729,12.67605634,12.76595745,13.52785146,14.0776699,15.45454545,12.76150628,11.26482213,10.056926,9.219858156,8.22147651,9.032258065,8.087091757,7.424242424,6.656804734,6.841339156,6.811594203,6.618705036,6.330935252,6.213872832,6.078147612
Mayotte,12.5,9.090909091,7.692307692,11.76470588,10.52631579,12.5,13.79310345,13.88888889,13.04347826,12.90322581,13.33333333,13.79310345,13,11.60714286,10.4,9.420289855,9.395973154,8.641975309,8.235294118,7.142857143,6.878306878
Mexico,11.59756451,12.0328849,11.95468022,13.06702776,13.20798425,13.00829187,13.3585785,13.98272425,12.87030543,11.61776368,10.98328058,10.69380844,9.723497228,8.959268057,8.243849395,7.577383409,6.885870091,6.530268613,6.363077117,6.118063456,5.833918427
"Micronesia, Fed. Sts.",12.5,10.52631579,9.090909091,14.81481481,12.5,12.5,13.15789474,13.33333333,12,14.54545455,13.20754717,12.72727273,12.96296296,12.06896552,11.47540984,9.836065574,9.230769231,9.230769231,9.230769231,7.575757576,7.462686567
Moldova,11.61939616,8.876221498,8.048433048,11.15384615,12.55205235,11.19113573,8.865435356,8.945527236,9.182692308,9.975903614,10.26033691,8.734602464,6.132075472,5.240706886,6.487835309,6.845809341,6.64893617,5.987611838,5.364806867,5.317577548,5.683563748
Mongolia,11.85983827,11.96172249,12.02531646,12.17712177,12.32,12.46537396,12.47002398,12.6173097,12.38698011,12.25749559,13.41772152,11.08471892,8.982035928,7.730496454,8.091706001,7.950872657,7.764558547,7.357449418,6.702898551,6.134603931,6.021251476
Montenegro,13.08900524,10.19417476,11.50442478,12.19512195,11.81102362,10.74074074,9.507042254,9.090909091,9.310344828,8.626198083,8.333333333,7.142857143,7.213114754,6.774193548,6.109324759,6.430868167,6.08974359,6.07028754,6.109324759,5.844155844,5.537459283
Morocco,12.22941308,12.33471482,12.36882849,12.11893678,13.6991658,13.85131229,12.56769184,12.53701876,12.35855157,12.84615959,12.01515045,10.90157926,9.687971817,8.818111593,8.818551117,8.697061366,8.286370278,7.675895352,7.110160215,6.748226083,6.568708009
Mozambique,11.55555556,11.65590135,11.59614355,11.69082126,11.94546635,12.11012707,12.08087616,12.55964291,14.27027027,12.90916261,12.67107664,12.51488686,12.79171785,13.49673973,12.9588866,12.25189112,11.63644982,11.16884538,10.76116821,10.2869673,9.761797753
Myanmar,9.710792382,9.237333333,9.832295161,12.19155705,12.12863706,11.83872277,11.8852459,12.23728997,11.81254649,11.74296669,10.57826087,9.718000675,8.796333847,8.573634434,8.352728213,8.059286707,7.559507335,7.042681897,6.660692951,6.430910282,6.303203587
Namibia,10.78838174,11.27819549,11.78451178,11.8694362,12.01044386,12.10762332,12.77890467,13.95348837,13.16931983,12.62626263,12.89237668,12.84125379,11.81318681,11.13902848,10.77752117,10.2637206,9.926715523,9.508816121,9.014423077,8.558299828,8.203991131
Nepal,12.16721158,12.02926619,10.98552449,11.55169292,11.80032733,11.90198366,11.97876198,12.22440263,12.48841758,12.62924668,12.5656168,12.70040635,12.53203831,11.4516129,10.13347081,9.633296077,9.461346633,9.102914819,8.526225898,7.949646491,7.532792005
Netherlands,8.353174603,8.776844071,10.61931421,9.261372901,9.081130916,9.256538349,8.9135697,7.534533278,6.25,6.04791203,6.338117617,6.370058248,6.211405739,6.200166607,5.713950487,5.460236494,5.520414031,5.694969634,5.744754042,5.709023941,5.592789462
Netherlands Antilles,9.259259259,10,12.12121212,12.32876712,13.92405063,12.19512195,10.84337349,10.22727273,8.602150538,8.791208791,8.333333333,8.988764045,7.446808511,7.368421053,6.12244898,6.12244898,6.25,5.208333333,5.263157895,5.434782609,5.747126437
New Caledonia,8.823529412,11.11111111,9.756097561,10.86956522,11.32075472,11.94029851,12.32876712,11.39240506,10.46511628,10,10,9.482758621,9.448818898,8.088235294,7.692307692,7.236842105,6.962025316,6.790123457,6.547619048,6.358381503,6.179775281
New Zealand,7.708333333,8.643122677,10.15100671,10.16691958,10.65340909,10.53315995,9.916826615,9.21942225,7.779772591,7.531610775,7.939011567,7.938856016,7.105882353,6.705670567,6.658019888,6.552587646,6.358849737,6.13618369,5.934833204,5.799313239,5.743243243
Nicaragua,12.73291925,12.41655541,11.07344633,13.77303589,14.25,13.21428571,12.95273174,13.36927224,13.72453928,13.87333046,13.18897638,13.15108977,11.836168,10.59431525,10.21831413,9.764503159,9.145839055,8.492569002,7.900852053,7.423359514,7.033408691
Niger,13.32179931,13.80846325,12.39616613,12.35038085,12.64474294,13.07448494,13.21585903,13.36092226,13.66666667,13.48948167,13.13974592,13.12376011,13.10136917,13.17022384,14.29439333,13.87476391,13.46928807,13.21164486,13.10152127,12.89587517,12.3972299
Nigeria,11.78563487,11.75527384,11.43101354,11.92889318,12.01505916,11.98229529,11.73609985,12.14071113,12.74049887,12.8828223,12.64801207,12.4212766,12.30575336,12.33796375,12.32601713,11.85276306,11.11442193,10.39142363,9.866225855,9.493090221,9.127011392
Norway,6.740878169,7.741935484,9.1367713,8.355795148,8.190772421,8.044243338,8.444444444,7.778317939,6.482364156,6.209453197,6.669671023,7.086956522,6.705298013,6.212664277,6.165703276,5.862584018,5.846042121,5.930397727,5.896720167,5.799588195,5.679513185
Oman,11.68831169,12.25296443,12.58992806,13.65079365,13.31521739,12.52699784,11.2,10.66666667,10.82926829,10.53864169,10.14388489,9.959623149,9.590714722,8.347338936,7.971014493,8.05984556,7.912687585,7.512953368,7.051016176,6.6,6.344881277
Pakistan,9.358031179,10.02167955,9.830074225,10.34529915,10.59494208,10.95323932,11.73152199,11.98527407,11.75395454,12.30072383,13.02904347,12.0896605,11.26776853,10.79409512,10.58060967,10.39211349,9.765516231,9.083748836,8.505674531,8.105004001,7.804507766
Panama,10.65759637,11.37724551,11.67247387,11.87969925,12.23958333,12.57142857,12.78952669,12.31884058,11.12019624,10.58475204,10.27535259,9.63190184,9.513023783,9.20084122,8.687068115,8.154706431,7.770870337,7.459505541,7.178217822,6.835544833,6.506309148
Papua New Guinea,11.36842105,11.37724551,11.50278293,11.84995737,12.28070175,12.32970027,12.44862008,12.49343832,11.88026193,11.95697145,11.83108846,11.98586118,12.36789489,11.97435897,11.51698464,10.97405359,10.36645111,9.958128527,9.549795362,9.08358834,8.607750038
Paraguay,13.85041551,13.22815534,13.6315229,14.21933086,13.70967742,13.48474095,13.02729529,11.69871795,11.82495345,12.47940692,12.15816704,11.5874079,10.95428045,10.37414966,9.8468849,9.364133135,8.849140974,8.322087269,7.87027027,7.494243249,7.17196414
Peru,11.70655567,11.37820513,11.61767646,12.0803046,12.34400842,12.66849889,12.4627379,12.28731533,12.16834401,11.44117158,11.19797655,10.72426392,10.06629685,9.49302266,8.995866764,8.31257603,7.791124458,7.387493951,7.046382578,6.729288574,6.447201823
Philippines,12.10415201,12.34802104,12.37736962,13.1706702,13.10183676,13.01043289,12.79894442,12.44189817,12.32054377,12.06622817,11.98866248,11.65943223,10.96122847,10.2711666,9.963633732,9.455960741,9.0121566,8.551763868,8.100339692,7.699305789,7.343588629
Poland,9.89939978,7.726891717,10.31452681,11.63095472,11.1132123,8.574536226,7.442880222,8.036600154,8.89511092,9.18334753,8.048505661,6.848944234,5.583728666,5.000825219,5.262573554,5.356035406,5.205147441,4.843304843,4.508472503,4.418634011,4.565614401
Portugal,9.990108803,9.367455336,9.950483377,9.417249417,9.893565554,10.05793743,9.216687952,9.021311815,8.52213677,7.132520157,5.97649919,5.505485893,5.446497306,5.531100478,5.235903337,4.954694428,4.721196814,4.550804237,4.569839062,4.705169628,4.794238683
Puerto Rico,12.54480287,13.2798574,13.96743787,12.54932912,12.76276276,11.55184412,11.06821107,10.60606061,10.12287888,9.126539754,8.482871126,8.204581779,7.67223382,6.663249616,6.528340081,6.466165414,6.278026906,6.12244898,5.888223553,5.669844456,5.552751136
Qatar,9.090909091,10.52631579,8,6.976744186,7.142857143,7.96460177,8.219178082,5.371900826,5.769230769,6.051873199,6.451612903,3.549382716,3.251318102,3.562551781,3.732503888,3.902798233,3.921568627,3.554661301,3.414948454,3.362391034,3.454545455
Reunion,9.243697479,10.71428571,12.19512195,14.28571429,14.34977578,14.40677966,13.70967742,11.48148148,10.50847458,10.18518519,9.659090909,9.162303665,8.578431373,8.584686775,8.149779736,7.872340426,7.566462168,7.171314741,7.01754386,6.717850288,6.463878327
Romania,10.25803991,8.150765607,8.840886316,9.831490823,9.209732556,6.920282929,9.348183312,8.649130629,8.777292576,7.65773863,8.164586223,5.834361066,5.555016024,5.37538431,5.428397812,5.287118469,5.110262935,4.839237057,4.669435402,4.699074074,4.824613911
Russia,13.96841962,7.653238854,9.580356809,11.13458953,11.3529174,9.831817737,7.361665493,7.734001982,7.897318981,8.699962643,8.972600741,6.269389476,5.086471559,5.628196051,6.232840422,6.542117554,6.304935767,5.766425892,5.386858199,5.500989452,5.910910169
Rwanda,12.53507951,12.48979592,12.35087719,12.32616941,12.6541555,12.80403855,12.8812199,11.87648456,12.24725592,15.34919417,15.55555556,12.37042156,11.78005218,11.9460501,12.3060211,12.62407382,11.93991853,10.88704977,10.14259676,9.841112214,9.701977532
Saint Lucia,12.5,11.9047619,14.28571429,14.89361702,13.7254902,15.09433962,15.78947368,14.51612903,11.76470588,11.26760563,11.68831169,11.11111111,9.411764706,7.954545455,8.602150538,7.446808511,7.142857143,7,6.603773585,6.730769231,6.730769231
Saint Vincent and the Grenadines,12.90322581,15.15151515,13.51351351,15.38461538,16.66666667,15.55555556,14.28571429,13.46153846,12.96296296,11.76470588,11.11111111,9.433962264,8.928571429,9.090909091,7.272727273,7.547169811,7.272727273,7.01754386,6.779661017,6.779661017,6.666666667
Samoa,14.28571429,13.04347826,12.72727273,14.0625,13.69863014,14.47368421,12.65822785,12.34567901,12.79069767,11.49425287,12.22222222,12.90322581,13.97849462,12.76595745,10.30927835,9.473684211,9.900990099,9.803921569,10,8.910891089,7.843137255
Sao Tome and Principe,6.060606061,6.060606061,5.882352941,9.090909091,14.28571429,12.5,12.24489796,13.46153846,14.03508772,16.12903226,13.04347826,12.98701299,13.41463415,12.22222222,12.37113402,11.32075472,10.43478261,9.756097561,9.022556391,8.571428571,8.053691275
Saudi Arabia,11.50769231,11.58068057,11.7248062,11.67076167,11.60744501,11.55158834,10.73838442,10.02108222,10.67789101,10.86252576,10.60948081,10.00996398,9.412666342,9.048590741,8.449046835,8.181618776,7.871900826,7.478474785,7.022192779,6.527211974,6.13679854
Senegal,11.67218543,11.66051661,11.11825193,10.46770601,11.10586011,11.30329847,12.13183731,12.78218426,13.14814815,13.20231214,13.21022727,13.2297804,12.83539934,12.58517591,12.81058809,12.23796034,11.37258967,10.59406885,10.0468322,9.658246657,9.283324255
Serbia,9.483022331,7.620396601,10.00268168,10.18471011,8.665511265,7.99621481,7.824126268,7.956521739,8.082508945,8.045068195,7.585108501,6.833572748,6.148800984,6.285949055,6.041237113,5.973864343,5.874973866,5.712478921,5.624201108,5.627425614,5.635648755
Sierra Leone,11.13445378,11.47058824,11.1615245,9.891031014,10.16949153,10.58906031,10.90794451,11.49490374,12.0906801,12.42879337,12.20107369,11.68883515,12.23198594,13.00686213,12.87984388,12.54705144,11.94368756,11.48117501,11.01630641,10.59811123,10.15104759
Singapore,10.94339623,10.1744186,10.20881671,12.70661157,14.03013183,12.59706644,9.821428571,8.84057971,7.053394858,6.788362807,7.008884501,8.104331626,6.746194981,5.086750789,4.14269275,4.007490637,4.349428677,4.714548803,4.770778979,4.412324078,4.045118631
Slovak Republic,9.03686088,8.815575987,9.683794466,11.70960187,10.07613077,8.943089431,7.928075194,8.831683168,9.416342412,8.777309314,8.03673938,7.044410413,5.602134146,5.04743833,5.340909091,5.491990847,5.297757154,4.962583694,4.658634538,4.558521561,4.705882353
Slovenia,9.348441926,8.594815825,9.694555113,9.706257982,8.415841584,8.303677343,7.927519819,8.140814081,8.252947481,7.442348008,6.618407446,5.435897436,4.858299595,4.595404595,5.05952381,5.263157895,5,4.752275025,4.596527068,4.540763674,4.796663191
Solomon Islands,12,12.28070175,9.677419355,10.95890411,12.79069767,11.53846154,12.5,14.18439716,13.58024691,12.6984127,12.5,12.24489796,11.9133574,11.61290323,11.11111111,10.4,9.852216749,9.297052154,8.993576017,8.467741935,8.108108108
Somalia,11.39804096,10.8,11.27063891,12.25271219,12.26786719,12.24188791,12.42138365,12.82214445,13.2474701,11.56947891,12.13778021,11.88692921,12.40844464,12.70884175,12.58419583,12.43860156,12.14559387,11.96221261,11.74300646,11.34097475,10.77107198
South Africa,10.9008216,10.99687663,11.17369813,12.08244492,12.2835208,12.06748418,12.2113124,12.28487733,12.08337917,11.78548648,11.39320851,10.56546361,10.05099787,10.054071,9.735327963,9.530945602,9.059872986,8.686854087,8.402971216,8.150980809,7.876037709
Spain,8.700473093,8.831425745,9.033698741,9.062258811,9.302607641,9.346704871,9.225753871,9.014219015,8.436268068,6.786251231,5.5831643,5.069624734,4.709512948,5.076423875,5.454470267,5.51533393,5.179138687,4.753752439,4.591455011,4.754091957,5.066396667
Sri Lanka,9.826589595,10.5087573,11.62613982,11.49543968,12.11651689,11.48399887,11.26008852,10.73212328,10.85386819,10.41712164,9.36597883,8.387698043,7.378273424,8.367878145,8.342770857,7.993276683,7.340900633,6.69273015,6.425965766,6.433962264,6.390509901
Sudan,11.89177395,12.03416149,12.26625493,12.07758751,12.15748869,12.17311865,12.34555891,12.52485089,12.58540886,12.50886582,12.31706623,12.36779957,12.26666667,11.60517449,11.03100216,10.44007982,9.956061839,9.542973871,9.130685089,8.684822773,8.254043144
Suriname,10.28037383,10.31746032,11.72413793,12.80487805,14.43850267,15.38461538,14.13043478,12.04188482,9.661835749,10.85972851,10.25641026,9.236947791,9.923664122,9.489051095,8.450704225,7.958477509,7.666666667,7.590759076,7.166123779,6.796116505,6.188925081
Swaziland,12.03007519,12.16216216,13.01775148,13.36898396,13.33333333,13.36032389,13.63636364,14.11411411,13.7254902,14.47084233,15.41425819,14.59854015,12.9471891,11.96850394,11.53284672,11.36986301,11.06770833,10.625,9.987966306,9.557109557,9.297052154
Sweden,6.555969081,8.070757324,8.36461126,7.174307174,6.797808765,7.090284593,7.283321194,6.862269641,6.006148026,5.890442356,6.736697876,6.9917613,5.396618986,5.567315834,5.974777755,5.871633934,5.959736895,5.948394721,5.723184738,5.556623726,5.600911335
Switzerland,6.896551724,8.064516129,8.410852713,7.886435331,7.784034448,8.35492228,8.062418726,6.692039328,5.83028083,6.05355064,6.184098034,6.183017312,5.717367853,5.281316348,5.22875817,5.202163276,5.340793489,5.493951613,5.554165624,5.541749503,5.567873861
Syria,11.28065395,11.34924501,11.68996188,12.92789512,12.94919455,13.08680829,13.24180691,13.31007894,13.90707827,14.64242095,13.767855,11.56117269,10.29748284,10.58094625,10.84310524,10.26346564,9.038201379,8.075893943,7.495948136,7.177352206,6.839901213
Tajikistan,13.49527665,9.143518519,7.586206897,10.72298944,13.61437457,14.17647059,12.94779939,12.41743725,11.65970376,12.53896779,13.96702231,13.52269219,12.31386025,11.07049608,10.5907781,10.59928444,10.19417476,9.371221282,8.440046566,7.714016933,7.241063245
Tanzania,12.35593675,12.40346361,12.56586948,12.28192603,12.51308118,12.5937222,12.68049072,12.76891691,12.91167368,12.87715517,12.89198606,12.56892553,12.35254841,12.60846195,12.96376982,12.93034546,12.31455573,11.67881479,11.14413076,10.69774774,10.25375171
Thailand,12.53506142,11.25533875,11.25450613,12.25083571,12.66820351,13.19729819,13.21870643,12.04407587,10.64734436,9.699963041,8.911440318,8.388269361,7.530893678,7.180099618,7.047401485,6.89790981,6.64326899,6.428274428,6.276486719,6.176952333,6.126090957
Timor-Leste,11.36363636,11.4893617,11.81102362,11.38790036,11.68831169,12.05882353,12.5,11.94029851,10.78947368,11.69724771,13.25301205,13.26732673,13.75838926,11.80654339,12.25728155,12.63157895,12.76595745,12.29372937,11.38392857,10.48387097,9.938650307
Togo,11.31498471,11.56558533,11.67315175,11.9047619,11.92748092,12.10613599,12.37263464,12.72727273,13.09278351,13.09904153,12.83236994,12.44939271,12.15008934,11.80371353,11.33651551,10.95920139,10.3880597,9.806807728,9.298335907,8.859536082,8.450274558
Tonga,12.5,13.79310345,13.88888889,13.95348837,13.7254902,15.2173913,16.32653061,13.04347826,12.24489796,14,12.24489796,12,11.32075472,12.96296296,12.72727273,10.52631579,10,10,10,9.523809524,9.375
Trinidad and Tobago,10.41009464,11.66666667,12.47002398,12.24944321,13.80753138,13.97205589,11.2754159,10.40955631,10.55276382,12.23832528,11.09350238,8.450704225,7.076923077,6.807866868,7.046476762,7.164179104,6.927710843,6.422018349,6.230529595,6.060606061,6.239737274
Tunisia,10.68181818,10.90814196,10.7930549,12.93322063,13.70618354,13.32637439,12.87461774,11.96443007,11.99421965,11.66297118,11.38126179,9.913533079,7.997698504,7.189901207,7.190459488,7.255200406,7.049909405,6.745389841,6.165149337,5.761316872,5.67197101
Turkey,12.12347291,10.72700777,11.68958057,12.58574228,12.28394391,12.42041243,12.11783371,12.30086789,12.04887351,11.48699005,9.943232746,9.709958645,9.22243266,8.280143612,7.942968676,7.537538912,7.148873914,6.777134462,6.467746037,6.294159455,6.161117791
Turkmenistan,12.64755481,8.597285068,9.102564103,11.42241379,13.46332405,13.9516129,12.72210377,12.20893644,11.73215274,11.89555126,12.87128713,12.05020921,9.490196078,9.342688331,8.992302309,8.761329305,8.262849707,7.448494453,6.79280397,6.61182206,6.604342581
Uganda,10.80870918,11.89502386,12.04390389,12.52824504,12.48668229,12.55075674,12.80177891,12.92600136,12.86410518,13.11726915,13.42033982,13.66360089,13.45381526,13.35174492,13.42429199,13.2541816,12.90640071,12.35810791,11.72316013,11.1081914,10.53325713
Ukraine,13.13339581,8.150219736,8.004218297,9.644121117,10.09671541,9.430740891,7.684233545,7.866176722,7.729711603,8.214376214,8.208889282,6.606384942,5.133225098,4.972484277,5.784081159,6.326679143,6.275184011,5.785904847,5.338302752,5.297935103,5.709951456
United Arab Emirates,11.11111111,12.5,11.36363636,9.411764706,7.746478873,5.420054201,4.558404558,6.120218579,5.819672131,6.288916563,6.121516674,4.494786048,4.532488114,4.752245726,4.294478528,4.186276938,3.799814643,3.526338703,3.473792395,3.571428571,3.597390494
United Kingdom,6.92601937,7.372805953,8.567132286,7.315963136,7.858887984,8.707095076,8.506367916,7.224970896,6.301222142,6.582072094,6.848837615,6.672320217,6.068384507,5.711365234,5.968755835,5.912182679,5.955637488,5.919957965,5.75035868,5.589098296,5.563108682
United States,7.471679923,8.415538552,9.582059123,10.06851961,10.47485626,9.830795105,8.244406502,7.408977598,7.122343021,7.353705084,7.524314703,7.424019953,6.890569792,6.738767202,6.747934365,6.49787327,6.304824561,6.099757552,5.938315809,5.88583095,5.875468049
Uruguay,8.914386584,8.633696563,8.733280881,8.711839166,9.17562724,9.421841542,8.601398601,9.189925119,9.343936382,8.375959079,8.457711443,8.598130841,8.16953317,7.664453832,7.337278107,7.026713124,6.823394495,6.534090909,6.257046223,6.133933596,5.975197294
Uzbekistan,12.92116454,8.586147682,7.660705655,10.78253872,13.90842051,14.1587764,12.57011729,12.03032668,11.66666667,12.16465828,13.01664637,12.49426868,10.27070064,8.849255159,8.389305089,8.485856905,8.30211121,7.762371642,7.030137298,6.396720207,6.20896851
Vanuatu,11.53846154,14.28571429,12.5,13.15789474,12.5,13.20754717,13.33333333,12.5,12.98701299,12.64367816,13.40206186,12.72727273,12,11.51079137,10.75949367,10.46511628,10.16042781,9.405940594,9.259259259,8.620689655,8.163265306
Venezuela,11.24031008,11.56032849,12.24436966,12.55411255,12.74636213,13.46153846,12.49672861,11.47690901,11.67787931,11.41753503,11.25763126,10.38564622,9.709070948,9.286306525,8.931028295,8.504133167,8.025924926,7.580477674,7.205712274,6.880149078,6.567623443
Vietnam,9.647318148,8.703208556,8.720826121,11.35249143,12.37171376,13.02522772,13.72859738,12.83957384,12.34363789,12.22053275,12.24145538,11.49995163,9.161554192,8.120744635,7.5306156,7.168896684,6.885645696,6.650813703,6.258443787,5.950165333,5.789644129
Virgin Islands (U.S.),8.333333333,14.28571429,11.76470588,8.695652174,10,12.5,14.58333333,12,9.615384615,9.433962264,9.803921569,10,7.547169811,7.843137255,8,6.666666667,6.52173913,6.976744186,7.692307692,5.405405405,5.882352941
West Bank and Gaza,12.2605364,12.56931608,13.13485114,12.09677419,11.90053286,12.1875,13.20261438,13.98907104,13.24863884,12.29260935,13.04619226,12.70256142,13.32442068,12.88580247,12.27595536,11.59724303,10.99785408,10.47642197,9.968847352,9.446388146,8.883346124
Western Sahara,16.66666667,10,11.76470588,7.692307692,9.523809524,12.19512195,10.12658228,9.183673469,10.34482759,11.94029851,10.84337349,9.829059829,8.540925267,7.878787879,7.65171504,7.980049875,8.037825059,7.466063348,6.85840708,6.451612903,6.329113924
"Yemen, Rep.",11.56493804,11.83605186,12.40515933,13.2398221,13.44590369,13.84702872,13.77990431,13.5390057,13.62977284,13.76857615,14.1228832,14.04267318,13.19523732,12.29181495,12.25026617,11.97297146,11.48433954,10.75194548,9.988543302,9.364390051,8.86249768
Zambia,12.17838765,12.35784685,12.62392597,11.83162685,12.10500729,12.43842365,12.82229965,12.95582567,13.07222787,12.67667845,12.6633359,12.7266507,13.17817742,13.23274135,13.16410862,12.83783784,12.37250977,11.76879014,11.15712352,10.63438328,10.17471737
Zimbabwe,11.97080292,12.00750469,10.79636558,12.80653951,12.94797688,13.13394018,13.17315659,13.15311222,13.4589502,14.02386305,14.14273995,14.33768811,13.38672769,11.73811607,11.06626741,10.92285508,10.77991932,10.02630195,9.107160592,8.451764706,8.106652303
