Total 15-19 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,10.12006861,9.432717678,8.780870247,8.848022207,10.26424316,10.36138152,10.39051604,10.63503426,10.92876785,10.82996723,9.780687398,10.5711366,11.02893731,11.17577561,10.82259509,10.5189537,10.22900279,9.897511831,9.520872992,9.124497591,8.734248372
Malawi,10.16655101,10.35353535,10.4815864,10.61368209,9.9579553,10.08339651,10.15122265,10.41838701,9.821145095,11.21845426,10.43691372,10.25997803,11.22442476,11.69574397,11.47684667,11.15805812,11.0707804,10.99373885,10.69532399,10.19981139,9.672745168
Malaysia,9.489528796,10.18862532,8.932301266,9.863157895,10.8080715,11.12924282,11.4347984,10.67874458,9.915483621,9.706710692,10.17014695,9.822508289,9.561167831,8.880604467,8.560542178,8.090499882,7.727633519,7.299030981,6.79739944,6.333479167,6.207296473
Maldives,8.641975309,8.888888889,8.24742268,8.256880734,10.83333333,10.29411765,10.12658228,9.72972973,10.59907834,10.56910569,12.82051282,13.35616438,12.14057508,9.226190476,7.202216066,7.310704961,7.444168734,7.416267943,6.960556845,6.292134831,5.701754386
Mali,10.0070307,10.19039377,10.35368504,9.971045965,9.643744822,10.39709003,10.5387721,10.82972767,10.83766609,10.69333892,11.30228137,11.43702451,11.21284899,10.86507037,10.95138682,11.29864545,11.24682431,10.87034224,10.39030403,9.865095953,9.508138712
Malta,9.003215434,9.23566879,8.888888889,11.47540984,10.49180328,8.881578947,8.385093168,6.976744186,7.262569832,7.671957672,7.474226804,7.213930348,6.617647059,5.769230769,4.728132388,4.460093897,4.672897196,4.705882353,4.750593824,4.534606205,4.326923077
Martinique,9.502262443,9.795918367,9.154929577,9.677419355,10.36585366,12.12121212,12.8440367,11.17647059,10.02785515,7.588075881,7.291666667,7.304785894,7.389162562,6.746987952,6.506024096,5.755395683,5.51558753,5.555555556,5.609756098,5.486284289,5.115089514
Mauritania,10.76923077,10.48387097,10.24447031,10.08064516,9.834638816,10.57401813,10.74705111,10.8,10.92098641,11.05726872,10.94470046,10.82439678,10.5794948,10.48257373,10.48899756,10.42323278,10.09805967,9.480241386,8.976234004,8.617407856,8.363576377
Mauritius,10.34482759,10.1754386,10.31866464,10.35856574,11.13801453,11.53415454,11.38716356,11.62561576,10.60606061,9.308510638,8.444816054,7.747603834,8.481110254,7.698056801,6.991988347,6.281227695,6.408450704,6.442577031,6.293706294,6.07966457,5.890603086
Mayotte,6.25,10.52631579,8.695652174,9.677419355,10.81081081,10.86956522,10.90909091,11.26760563,11.95652174,11.38211382,10.81081081,10.91954023,11.61616162,12.16216216,10.52631579,9.090909091,8.609271523,8.588957055,8.38150289,7.901907357,7.012987013
Mexico,10.24476407,9.476718953,9.773146927,9.68264686,10.73182948,10.8489161,10.93187362,11.2796146,12.03314029,11.14590608,10.19793027,9.556631539,9.43450794,8.748301322,8.145889037,7.562923033,6.949342865,6.325809083,6.03008885,5.907474953,5.707063266
"Micronesia, Fed. Sts.",9.375,10.81081081,9.090909091,9.433962264,11.47540984,11.29032258,11.11111111,11.76470588,11.57894737,12.14953271,12.14953271,11.81818182,11.71171171,11.50442478,11.01694915,9.917355372,9.6,9.375,8.461538462,8.59375,7.8125
Moldova,9.52177626,9.93907083,7.495003331,6.896551724,9.710628826,10.390625,9.458447716,7.969639469,7.792803117,8.4351233,8.951219512,10.13837147,8.137583893,5.544325729,4.795737123,6.012754327,6.375628141,6.194978807,5.551794177,4.98945889,4.936014625
Mongolia,10.01317523,10.12956419,10.30176899,10.33851784,10.2952913,10.37344398,10.58328322,10.68062827,11.04598738,11.01806963,11.30653266,12.42163009,10.18895887,8.236943568,7.09526982,7.464114833,7.416563659,7.280966767,6.947743468,6.295754026,5.808887598
Montenegro,10.83123426,10.77283372,8.137044968,9.467455621,10.78998073,10.2003643,9.878682842,8.695652174,8.361774744,8.360128617,8.194233687,8.012820513,6.72,6.72,6.329113924,5.85443038,5.984251969,5.85443038,5.873015873,5.750798722,5.636070853
Morocco,10.38641948,10.43023485,10.45841576,9.357646706,9.725669497,11.03727246,10.76301937,10.70948067,10.90330122,10.93384781,11.49229915,10.80247926,9.81409425,8.717814284,7.96961326,8.04436815,7.996026186,7.656698683,7.113811299,6.594687151,6.281702048
Mozambique,10.09003415,10.08463635,10.07062516,9.926817753,9.946037456,10.12813265,10.19937387,10.34301584,11.12095702,10.82538886,10.56380472,10.46796256,10.5942159,11.03363255,11.79541075,11.49123088,11.01734923,10.5995571,10.29528112,10.02277904,9.669528189
Myanmar,10.08800047,8.604479189,8.009869982,8.551372049,10.7067111,10.54745014,10.37904524,10.46629634,10.98516379,10.74636393,10.78239976,9.816940738,8.947597734,8.083262692,7.935850077,7.791959712,7.559599023,7.122774133,6.661503961,6.325871478,6.135008047
Namibia,9.690721649,9.36329588,9.666666667,9.80966325,10.14120668,10.17699115,10.25641026,10.76388889,11.23674912,11.17974058,10.91008772,11.34328358,11.43244465,10.57652426,10.06120888,9.9002849,9.595453026,9.370053814,9.066183137,8.656629994,8.219559766
Nepal,10.71868078,10.75135379,10.6501548,9.619707756,10.01597847,10.18268943,10.27292649,10.3407617,10.50565327,10.61418925,10.68358576,10.78172067,11.09473402,11.05162759,10.13638039,9.02684652,8.659925702,8.584568217,8.31381733,7.829490163,7.336324699
Netherlands,8.018588096,7.599293089,7.959592441,9.624145786,8.52189921,8.5754006,8.871138757,8.516805853,7.208773572,5.98783014,5.837627246,6.079548937,6.131027443,6.006148026,6.00280014,5.545307816,5.320608069,5.395253543,5.586242241,5.654659806,5.632507615
Netherlands Antilles,9.009009009,8.196721311,8.888888889,10.2739726,11.46496815,11.9760479,11.29943503,9.392265193,7.936507937,7.329842932,7.182320442,7.027027027,6.467661692,5.365853659,5.263157895,5.188679245,5.238095238,4.87804878,4.455445545,4.545454545,4.14507772
New Caledonia,9.523809524,8.823529412,9.090909091,8.695652174,9.345794393,10.07751938,10.63829787,10.96774194,10.52631579,9.375,8.796296296,8.898305085,8.62745098,8.487084871,7.586206897,6.907894737,6.875,6.666666667,6.376811594,6.214689266,6.060606061
New Zealand,6.970649895,6.975655431,7.715008432,9.246575342,9.287486707,9.665909828,9.939663385,9.196455851,8.564678086,7.299864315,7.107779788,7.469586375,7.411710037,6.657759964,6.361105162,6.312086093,6.252513068,6.089176979,5.933346176,5.744075829,5.627220041
Nicaragua,10.74188563,10.20543406,9.85915493,8.967523025,11.33805752,11.68691923,10.85819748,10.70080863,11.12185687,11.48315089,11.88468327,11.43485432,11.42415393,10.34317638,9.311377246,9.069009494,8.720379147,8.231150535,7.68158195,7.181016275,6.789441375
Niger,10.7592367,11.21726822,11.69392163,10.80722252,9.854014599,9.862475442,9.520594193,10.72527473,9.7798583,10.7062238,10.10696157,10.22744619,10.10571357,10.25587467,10.45016778,11.47499087,11.2336087,11.02927781,10.99251982,11.09339452,11.0996599
Nigeria,10.05725191,10.089145,10.03787459,9.741148468,10.18825155,10.1709228,10.01288176,9.851794438,10.24152703,10.81856785,11.00261929,10.83199057,10.6780657,10.70198374,10.88118561,11.03023436,10.72260558,10.13751357,9.553017919,9.147047051,8.876689394
Norway,6.248085758,6.127808579,7.314349525,8.514638732,7.789527986,7.713429855,7.68289699,8.066457982,7.429245283,6.17114017,5.93220339,6.405003235,6.732550957,6.432400238,5.963832243,5.926202013,5.655247417,5.664719419,5.74553029,5.737704918,5.632145259
Oman,10.13215859,10.13916501,10.26548673,10.43613707,10.9919571,10.45751634,9.688289806,9.156311315,8.898534997,9.392265193,10.44962531,10.58868502,9.982788296,9.5684803,8.299942759,7.928118393,8.076068165,7.903940312,7.545494896,7.079081633,6.622923929
Pakistan,8.487335778,8.914807074,9.551241313,9.245029207,9.326013732,9.377017884,9.624859277,10.22398991,10.32070273,10.24587021,10.83425593,11.54713659,10.77059642,10.07289467,9.743222452,9.651747758,9.568938587,9.05573517,8.475505446,7.992097308,7.676404253
Panama,9.418604651,9.416581372,9.857904085,9.969325153,10.16611296,10.55072464,11.0542477,11.34588884,10.94073767,9.947643979,9.485094851,9.276437848,8.78243513,8.746355685,8.492674447,8.059981256,7.622019166,7.30301089,7.069249794,6.821829856,6.539670071
Papua New Guinea,10.22222222,10.26041667,10.14423077,10.57230232,10.96748923,10.81646895,11.62863395,11.52682256,11.54404647,10.53078556,10.34162644,10.28113763,10.47895501,10.90269637,10.59031877,10.26443605,9.863776474,9.382214424,9.083830781,8.779810519,8.423342917
Paraguay,10.10854817,10.26252983,10.0681699,10.47312816,11.22284795,11.15069469,11.06595811,10.82613391,9.948259643,10.28952302,11.08618433,10.89092141,10.45053414,9.948615472,9.489051095,9.062577911,8.666430845,8.238732157,7.791086652,7.392346992,7.065382666
Peru,10.21103683,10.02191212,9.69690867,9.828202669,10.2857576,10.55130572,10.90080212,10.86700466,10.79169728,10.79737688,10.28224256,10.17028309,9.811499864,9.260505818,8.777105319,8.355053577,7.765372438,7.314325564,6.975228162,6.684362318,6.41325389
Philippines,10.11151673,10.02755533,10.14487397,10.14221913,11.11961932,11.14467862,11.11318951,10.9742136,10.73430942,10.73950204,10.63342301,10.66495117,10.42129551,9.867793778,9.320581317,9.114010403,8.715681151,8.363125248,7.987334923,7.606856885,7.273685147
Poland,9.716403481,8.419779334,6.592887509,9.181985879,10.61139516,10.05967604,7.795018834,6.744442354,7.473104172,8.332253802,8.722125368,7.620817844,6.454072244,5.242266268,4.712502667,4.986067148,5.104042888,4.980418866,4.63980821,4.332075472,4.25139787
Portugal,9.613325402,8.943089431,8.329571106,8.479662147,8.480239659,8.742989113,8.744624206,8.415594775,8.507014028,7.879270844,6.776180698,5.650895989,5.236187459,5.172413793,5.266090833,5.005603287,4.773561812,4.557130625,4.412331407,4.445750098,4.583125312
Puerto Rico,9.95944119,10.21768103,10.63108852,9.516441006,10.74319352,11.16025859,10.54113231,10.03849571,9.266081043,9.105647122,8.22851153,7.564528495,7.357357357,6.920245399,6.018854242,5.911919579,5.911799762,5.821999523,5.679367362,5.501930502,5.31577664
Qatar,8.333333333,8.571428571,8.888888889,10,8.181818182,9.356725146,8.260869565,6.094182825,5.56745182,5.714285714,7.131280389,6.997742664,6.096752816,4.598405886,5.229885057,5.200433369,5.535622758,5.463414634,5.032618826,4.78961504,4.745470233
Reunion,9.677419355,8.532423208,8.982035928,10.30927835,10.19522777,11.5942029,13.04347826,10.86956522,10.24793388,9.337349398,9.116022099,8.662420382,8.224076281,7.787810384,7.939914163,7.621009269,7.249255214,6.929740135,6.766917293,6.549815498,6.398537477
Romania,10.04291845,9.224522475,7.322903086,8.123160992,8.922134992,8.40118605,6.436646998,8.77486358,8.097741769,8.659230193,7.408745934,7.899602478,5.587541293,5.320377141,5.147708313,5.219917844,5.100312997,4.931766689,4.6689442,4.514432759,4.554661728
Russia,9.650250239,10.97027854,6.115623905,7.776120934,9.46216438,9.595327493,8.301298926,6.519346254,6.926734385,7.338145968,8.287198647,8.499566954,5.811194939,4.676006117,5.16232903,5.726699158,6.023311036,5.806775768,5.310814019,4.970696401,5.099140381
Rwanda,10.46780917,10.45856798,10.3531856,10.1875,10.16949153,10.43320481,11.56436406,10.18169913,9.563758389,9.944852941,12.80311597,13.06717082,10.30556637,9.885057471,10.23800529,10.77269011,11.20079473,10.66674252,9.78021978,9.171956006,8.985100312
Saint Lucia,9.523809524,9.411764706,10.11235955,9.473684211,9.803921569,11.00917431,12.71186441,11.81102362,10.86956522,9.459459459,10.1910828,10.36585366,9.88372093,8.743169399,7.291666667,7.575757576,7.389162562,6.730769231,6.572769953,6.046511628,5.99078341
Saint Vincent and the Grenadines,8.823529412,10.81081081,8.75,10.22727273,10.98901099,12.76595745,13.13131313,12.5,11.32075472,10.90909091,10.28037383,10.28037383,10.37735849,9.009009009,8.333333333,8.108108108,7.207207207,7.142857143,7.01754386,5.982905983,5.982905983
Samoa,9.756097561,10.63829787,11.11111111,10.31746032,11.88811189,12.66666667,12.98701299,11.46496815,13.04347826,10.84337349,10.22727273,11.23595506,12.15469613,13.25966851,12.56830601,9.574468085,8.947368421,9.137055838,9.743589744,9.743589744,8.854166667
Sao Tome and Principe,5,5.172413793,6.25,7.936507937,11.11111111,11.11111111,10.30927835,10.47619048,10.34482759,12.5,12.85714286,11.18421053,11.58536585,11.17318436,11.05527638,10.69767442,9.829059829,9.126984127,8.955223881,8.510638298,8.080808081
Saudi Arabia,9.903155264,9.938752784,9.968082494,9.933222037,9.95821727,9.983452841,9.463820927,9.57562568,9.299464912,9.642778874,9.563169782,9.689577775,9.769479901,9.114475321,8.747785371,8.186792287,7.949103845,7.67558615,7.303273626,6.837160752,6.339899221
Senegal,10.09933775,10.19651465,10.0292113,9.521126761,8.96882494,9.51309329,9.742679681,10.40675365,10.89437367,11.21247113,11.28282828,11.29232406,11.26749611,11.03001928,10.96634764,11.27966861,10.86889776,10.16422757,9.531692442,9.102000976,8.830402636
Serbia,10.29106029,8.632395732,7.027953586,9.150823828,9.505749939,7.967193907,7.445500279,7.290767903,7.420568562,7.586747697,7.638409158,7.254464286,6.554383117,5.880557534,6.031486404,5.79218107,5.745100073,5.660772209,5.520888419,5.432918988,5.469769465
Sierra Leone,9.871465296,9.966459032,10.20408163,10.06134969,9.223847019,9.416581372,9.628948175,9.859542826,10.30599755,10.81013293,10.94562648,10.55207518,10.11139674,10.5704698,11.2356479,11.21933177,11.02784923,10.58967558,10.25088935,9.917855599,9.609513097
Singapore,9.579667644,9.709480122,8.873929009,10.15957447,11.89788054,12.88614298,11.87913907,9.221689414,8.388594164,6.438631791,6.273338312,6.629187163,7.708204174,6.462450593,4.885057471,4.008950214,3.882783883,4.229717411,4.651590366,4.719101124,4.386132925
Slovak Republic,8.802308802,7.738878652,7.718282682,8.619899129,10.09944751,9.267468862,8.17926045,7.333203657,8.158995816,8.873528862,8.347276445,7.649461567,6.671594899,5.318365845,4.777655274,5.080362091,5.253318377,5.118934348,4.796116505,4.505756252,4.412362749
Slovenia,9.220338983,8.295231875,7.721518987,8.711656442,8.86758538,7.634902411,7.69650655,7.328730749,7.472755579,7.680569685,7.045797685,6.290564154,5.135802469,4.647749511,4.479065239,4.880429478,5.10805501,4.955401388,4.659318637,4.504048583,4.498977505
Solomon Islands,11.11111111,9.803921569,11.01694915,8.888888889,10,9.844559585,10.04366812,10.25641026,11.74603175,11.29476584,11.08433735,10.78224101,10.86142322,10.70234114,10.42296073,10.06896552,9.529860229,8.972845336,8.580858086,8.324661811,8.043694141
Somalia,9.633230225,9.841269841,9.261887864,9.549322408,10.44154402,10.34985423,10.30463164,10.66037736,10.84154663,11.34969325,9.695740365,10.14006944,10.01175339,10.49296431,10.79536175,10.75917547,10.71587372,10.55999094,10.53141575,10.45212149,10.18664172
South Africa,9.793889782,9.550123521,9.617153369,9.624507924,10.38528196,10.54208662,10.4285616,10.65262902,10.84442267,10.63685801,10.65076889,10.45909346,9.89087164,9.511463674,9.544695071,9.353494774,9.229953951,8.822840252,8.499286224,8.251696221,8.017323334
Spain,9.368417294,7.836689958,7.949955669,8.207511854,7.860145657,8.247162673,8.597164481,8.538489564,8.519348112,8.022340696,6.501601808,5.394923245,4.85689697,4.540061862,4.913104357,5.297771282,5.390472746,5.077829531,4.667888317,4.52607284,4.711092037
Sri Lanka,9.174757282,9.3934335,9.679672687,10.58791994,10.42332268,11.03053158,10.46550236,10.31731305,9.923664122,10.09596929,9.808727156,9.132794103,7.657635589,6.764928193,7.723127936,7.774348734,7.465645416,6.854548723,6.251690255,6.020264437,6.058232747
Sudan,10.11969532,10.19163763,10.27045532,10.43432203,10.17287234,10.20408163,10.22477937,10.39787137,10.59761544,10.68637941,10.70333763,10.69305907,10.86261981,10.89065348,10.40185058,9.973716241,9.518813017,9.154280801,8.848159954,8.528658385,8.170365294
Suriname,9.76744186,8.835341365,8.30449827,9.309309309,10.69518717,11.57024793,13.15068493,11.43617021,10.64356436,9.006928406,9.829059829,9.418837675,8.34914611,9.124087591,8.818342152,7.679180887,7.3089701,7.003257329,6.957928803,6.752411576,6.310679612
Swaziland,10.2189781,10.09771987,10.05747126,10.6870229,10.78651685,10.65891473,10.63122924,10.76487252,10.86705202,10.95041322,12.10720887,13.08993767,13,11.58631415,10.67538126,10.65292096,10.76115486,10.64902331,10.2003643,9.605185622,9.221076747
Sweden,5.915894512,6.169099422,7.941176471,8.094129816,6.876398906,6.541371735,6.847172082,6.922984789,6.601238462,5.76639855,5.72234763,6.520300088,6.735528298,5.232680564,5.405127149,5.798709157,5.727615644,5.833905285,5.82703122,5.603985056,5.439924314
Switzerland,7.056064805,6.477409036,7.676426426,8.299180328,7.29301423,7.353637368,7.993035771,7.573415765,6.343061346,5.654212246,5.817675713,5.872077399,5.989206266,5.558428128,5.139593909,5.074812968,5.032527311,5.173249334,5.309840585,5.341246291,5.310150376
Syria,10.26874116,9.822099724,9.545454545,9.67024824,10.79723792,10.75882197,10.78671718,10.78857354,11.10849057,11.92855188,12.75513294,11.85084462,9.935569873,9.280202507,9.627223628,9.976919849,9.528795812,8.43923504,7.589927003,7.081906473,6.824523855
Tajikistan,11.2198304,11.27946128,7.201152184,6.613545817,9.109449354,10.66860465,11.83312263,10.68769163,10.23755656,10.03807546,11.07148646,12.70084162,11.98586572,10.78330327,9.756097561,9.453503746,9.586192556,9.313628248,8.624308338,7.800369686,7.155071551
Tanzania,10.41693896,10.40045767,10.39309113,10.52406234,10.17796735,10.35627074,10.40728832,10.52173116,10.64540205,10.86680902,10.92555155,10.89776456,10.56417771,10.41794596,10.78990638,11.26921479,11.38338455,10.95705873,10.49358011,10.11096922,9.795250843
Thailand,10.8614414,10.63820848,9.355328847,9.454590632,10.38182307,10.94826566,11.62830061,11.37713155,10.73312748,9.597765177,8.544390087,8.108026142,7.819310527,7.04471039,6.742343654,6.64482018,6.52854537,6.312998065,6.131935248,6.003035395,5.926854868
Timor-Leste,10.11494253,10.36717063,10.2,10.16333938,10.24793388,10.2526003,12.88659794,11.09422492,11.48648649,9.069493522,10.34482759,10.99899092,11.1965812,11.4801444,9.94441013,10.48128342,10.97503533,11.28355705,10.98113208,10.21174863,9.452736318
Togo,9.78179082,9.791666667,9.948979592,9.988317757,9.995307367,9.926470588,10.02515271,10.28093246,10.64968153,11.07851986,11.18095238,11.06290672,10.83910928,10.65983176,10.48081478,10.16803102,9.935739001,9.494191896,9.035887819,8.640294683,8.284068516
Tonga,11.11111111,10.90909091,10.29411765,11.11111111,11.2244898,10.63829787,12.37113402,12.90322581,11.82795699,10.52631579,12.12121212,9.615384615,10.57692308,10.67961165,12.03703704,11.50442478,9.649122807,9.016393443,9.016393443,9.016393443,8.943089431
Trinidad and Tobago,8.490566038,8.876560333,9.608540925,10.36789298,11.21399177,11.8694362,12.41890639,10.1104503,9.457236842,9.73871734,11.4374034,10.39453718,7.8125,6.515373353,6.353790614,6.633020908,6.801736614,6.515373353,6.105733433,5.779467681,5.716523101
Tunisia,9.513023783,9.196891192,8.455708195,8.401727862,10.58685904,11.27779739,11.4157373,11.02168872,10.46738072,10.58757694,10.8242514,10.64992914,9.205706574,7.41523477,6.686609185,6.714140387,6.835985817,6.68122624,6.413529036,5.880958027,5.523210071
Turkey,11.28746974,9.549351863,8.500991782,9.376172022,10.50044189,10.67433452,10.75776613,10.48742445,11.06534724,10.85223188,10.3960396,9.175472122,8.998084671,8.595010317,7.760727784,7.483631702,7.135744003,6.789930798,6.458884126,6.182402655,6.035589235
Turkmenistan,10.07431874,10.70901034,7.035175879,7.46031746,9.506398537,11.18603729,11.64335664,10.62577447,10.22634306,10.15046573,10.66429682,11.58372909,10.89434035,8.622254493,8.525266415,8.301762477,8.15936255,7.703037818,6.968641115,6.369995535,6.224249559
Uganda,10.85271318,9.103237837,9.93221338,10.0087358,10.42262472,10.3103195,10.37534571,10.55762082,10.6441787,10.68002863,10.95284872,11.11459531,11.26727224,11.171271,11.21378298,11.45023874,11.47869839,11.32717763,10.97487332,10.52261235,10.07242328
Ukraine,8.193908194,10.90301504,6.916460194,6.795324217,8.174651816,8.417316088,7.877382998,6.760419531,7.02557044,7.144116092,7.783916513,7.693618835,6.133902632,4.72761853,4.56630574,5.346501346,5.870057481,5.841676128,5.386197868,4.978737505,4.964741485
United Arab Emirates,10.14492754,10,9.89010989,10.41666667,8.888888889,7.344632768,5.517241379,5.386250886,7.116104869,6.828465652,7.160493827,6.142927068,5.054151625,6.141701964,6.467573776,5.993122646,5.90389016,5.295461033,4.957678356,4.93450337,5.028474494
United Kingdom,6.551158702,6.468876345,6.820438402,7.862150178,6.93074643,7.342190918,8.310396875,8.006365485,6.810042104,5.918128252,6.211275017,6.588118155,6.402365143,5.882352941,5.5601647,5.822735394,5.788869596,5.847894006,5.821800786,5.669452547,5.524770262
United States,7.1078245,6.663122038,7.407983856,8.694322443,9.282785026,9.702109015,9.155524953,7.7402945,7.03235046,6.812832762,7.077841316,7.169518399,7.056101247,6.587348872,6.478041565,6.515412534,6.317621716,6.162384638,5.987776061,5.850062379,5.813092765
Uruguay,8.928571429,8.431703204,8.031496063,8.120133482,8.081167675,8.374558304,8.436213992,7.802124834,8.354755784,8.521846917,7.678410117,7.729323308,7.886154758,7.521865889,7.101947308,6.82651622,6.581148912,6.37945319,6.157229247,5.956629152,5.83218707
Uzbekistan,10.07285398,10.87375965,6.894134143,6.684256816,9.229869696,11.43306861,11.93580742,10.49358939,10.24028854,10.08333697,10.89764288,11.85545465,11.44892599,9.380410796,8.10030785,7.748502262,7.915598385,7.810256705,7.33368993,6.654097815,6.081563203
Vanuatu,10.63829787,11.11111111,10.76923077,10.95890411,10.58823529,10.89108911,11.01694915,9.923664122,9.395973154,9.88372093,10.52631579,11.05990783,10.97560976,10.43165468,10.06493506,10.02949853,9.782608696,9.045226131,8.624708625,8.351648352,8.091286307
Venezuela,9.815469179,9.276199647,9.592294498,10.13966788,10.57342657,10.85642515,11.47247798,10.82376032,9.989868288,10.3023719,10.18886476,10.12047291,9.392645641,8.836406634,8.523373436,8.256050667,7.904584982,7.504520796,7.128411276,6.810061976,6.524427953
Vietnam,10.13375238,8.412365645,7.477413219,7.443764928,9.739381789,10.73267327,11.48998424,11.48075669,10.51217414,10.66259115,10.50430317,10.65120428,10.15848768,8.25226649,7.449315879,6.953181649,6.726538199,6.515001527,6.340807012,6.006332872,5.742916502
Virgin Islands (U.S.),7.142857143,6.666666667,9.090909091,10,7.8125,8.235294118,11.2244898,10.37735849,10,7.547169811,8.256880734,7.339449541,8.108108108,7.407407407,6.666666667,6.796116505,6.25,6.52173913,6.741573034,6.097560976,5.333333333
West Bank and Gaza,9.840954274,10.65259117,10.81818182,10.77694236,10.05484461,9.816440543,11.5098172,10.93049327,11.43122677,10.39755352,10.06668784,10.83953241,10.72562358,11.45383104,11.21253875,10.78895163,10.31561689,9.87012987,9.480710488,9.115617813,8.700311769
Western Sahara,7.692307692,11.11111111,12.5,9.615384615,8.974358974,10.52631579,10.66666667,9.289617486,9.174311927,9.961685824,10.72555205,9.977324263,9.073724008,7.974481659,7.320441989,7.493540052,7.833537332,7.863849765,7.440811725,6.783369803,6.303418803
"Yemen, Rep.",9.96754752,10.01902346,10.1532567,10.55718475,11.0485133,11.04060914,11.00238663,10.83374445,10.71312541,10.61582066,11.43077177,11.95528069,11.93832962,11.31682065,10.65275802,10.76658781,10.65873742,10.33659419,9.763490437,9.149341374,8.651840262
Zambia,10.30354853,10.36171816,10.31537451,10.37895928,9.840425532,9.9979596,10.27017665,10.6705969,10.84977238,11.0342556,10.77569736,10.93031181,10.87891362,11.30916617,11.44343303,11.58223493,11.47125006,11.1848424,10.74794466,10.27780869,9.877054842
Zimbabwe,10.11276828,9.834530128,9.888059701,8.844152907,10.59004421,10.65175097,10.82268919,10.72680005,10.98155405,11.75616836,12.76390784,13.29058116,13.09815708,11.54750873,10.26398613,9.988081049,10.04130386,10.04736842,9.42512703,8.607080399,8.035351941
