Total 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,15.46189659,17.94195251,18.20854567,18.2685635,18.40537651,18.77583678,18.59600186,17.06718478,18.10520713,18.29128877,17.83306056,16.65152719,15.61522807,14.65890693,13.69953673,12.75003497,11.84978432,11.02401068,10.28500952,9.621289662,9.020002811
Malawi,19.29215822,18.46590909,18.98016997,19.34104628,19.65036513,19.61713419,20.01287001,19.59812827,18.78505662,18.56269716,18.86250317,18.06664226,17.082032,16.36292921,15.64006427,14.6934552,13.58844654,12.55727727,11.71240325,11.01025581,10.342565
Malaysia,16.68848168,18.26236067,18.61408035,18.04210526,16.36413895,15.2823107,13.5706502,15.29726971,13.682815,12.83869088,11.41617255,10.65730447,9.754612216,9.040375462,8.316936819,7.578180526,6.939562309,6.682134571,6.47497225,6.238258229,5.967778534
Maldives,12.34567901,16.66666667,16.49484536,15.59633028,15.83333333,16.91176471,17.72151899,18.91891892,18.43317972,15.85365854,11.35531136,8.904109589,8.945686901,8.928571429,8.587257618,7.832898172,6.947890819,6.220095694,6.032482599,6.06741573,5.921052632
Mali,16.12374033,15.72912159,16.83461766,17.04668838,17.36536868,17.09608972,17.207295,17.96894884,18.20912767,17.98282363,17.5,17.30346577,17.32963074,16.6677783,15.58604235,14.46463126,13.38186437,12.57260298,11.90632703,11.22933688,10.53078556
Malta,15.11254019,13.69426752,13.33333333,10.49180328,7.540983607,8.223684211,8.385093168,8.139534884,7.541899441,6.878306878,5.927835052,4.975124378,4.411764706,4.567307692,4.728132388,4.460093897,4.439252336,4.235294118,4.038004751,4.057279236,4.326923077
Martinique,15.38461538,17.14285714,15.84507042,16.4516129,14.93902439,12.12121212,7.951070336,8.529411765,8.356545961,7.859078591,7.291666667,6.801007557,6.157635468,5.78313253,5.542168675,5.51558753,5.275779376,5.072463768,4.87804878,4.738154613,4.603580563
Mauritania,17.69230769,17.20430108,18.16065192,18.24596774,18.102698,17.90030211,17.75884666,17.42857143,17.11122295,16.51982379,15.86021505,15.21447721,14.47251114,13.56568365,12.37163814,11.41377758,10.7031087,10.10317306,9.524680073,8.876968334,8.248102936
Mauritius,18.05273834,18.77192982,18.6646434,17.92828685,13.92251816,11.42217245,11.28364389,10.24630542,9.28030303,9.840425532,8.612040134,7.667731629,6.784888204,6.87593423,6.700655499,6.495360457,6.126760563,5.882352941,5.734265734,5.660377358,5.610098177
Mayotte,12.5,15.78947368,17.39130435,19.35483871,18.91891892,19.56521739,20,18.30985915,18.47826087,17.88617886,16.89189189,14.36781609,12.12121212,11.26126126,10.52631579,9.818181818,8.940397351,7.975460123,7.225433526,6.811989101,6.753246753
Mexico,17.20558019,18.91003782,18.90002638,18.43799235,18.27358363,18.07049479,15.96875363,14.24668382,13.16859106,12.46835719,11.0278308,10.05696383,9.075709237,8.134613221,7.33790107,6.865804726,6.575305635,6.213139594,5.829907146,5.500407837,5.265851446
"Micronesia, Fed. Sts.",15.625,18.91891892,18.18181818,16.98113208,18.03278689,17.74193548,18.05555556,17.64705882,15.78947368,14.95327103,14.01869159,12.72727273,11.71171171,11.50442478,10.16949153,9.917355372,8.8,8.59375,6.923076923,7.03125,6.25
Moldova,8.667805295,12.2239147,13.25782811,11.78410795,9.460211464,9.661458333,9.43349139,9.938330171,9.786843915,7.559345471,6.219512195,5.00266099,5.984340045,6.208489749,5.95026643,5.314303067,4.773869347,4.727746984,5.077860528,5.340829234,5.228519196
Mongolia,16.73254282,16.84334511,17.06555671,17.29185727,17.23862729,17.15076072,16.41611545,15.96858639,15.96032462,12.69281622,9.966499162,8.542319749,8.818080771,8.587451805,8.161225849,7.559808612,6.73671199,6.132930514,5.967933492,6.032210835,6.012198664
Montenegro,13.09823678,13.1147541,13.0620985,11.63708087,10.5973025,9.836065574,9.358752166,8.869565217,8.532423208,6.752411576,6.676783005,6.41025641,5.92,6.08,5.85443038,5.85443038,5.669291339,5.537974684,5.396825397,5.271565495,5.314009662
Morocco,17.84677239,17.90013815,18.02700611,18.42263245,18.4715872,18.5379948,15.96565646,15.67853619,13.95058245,12.21014358,10.70833911,9.720263667,9.61336545,9.314924851,8.690607735,7.888551433,7.180884938,6.730864442,6.477223217,6.347356655,6.136107458
Mozambique,17.07544241,17.17113757,17.5124248,17.71718602,17.78647762,17.83493499,17.93540946,17.78878631,17.42726333,17.44229804,17.34699469,17.69618431,16.49792815,15.24829526,14.25468558,13.47269871,12.76702467,12.01301364,11.23701605,10.51192903,9.8847086
Myanmar,14.00431261,17.14029157,16.7647338,16.21782599,15.9786396,16.00187391,14.87871744,14.17850657,12.40513147,10.93557653,9.729045545,9.523218533,9.175347566,8.676650655,7.979097216,7.303985413,6.806503243,6.483171377,6.271074327,6.126994734,5.921986935
Namibia,15.67010309,16.47940075,16.66666667,16.8374817,17.20154044,18.25221239,18.54043393,17.62152778,16.53710247,15.99752934,14.41885965,13.43283582,12.69769544,11.9867275,11.36189748,10.71937322,9.996656637,9.370053814,8.884859474,8.453966416,8.024519365
Nepal,15.00123062,15.74909747,16.18163055,16.45747471,16.55874191,16.62923031,16.68769507,16.47211414,16.15368509,15.90047174,15.08800655,13.38623172,11.67760954,10.95624885,10.57585982,9.970813284,9.164267966,8.403400381,7.829967743,7.395811297,6.989598205
Netherlands,11.93395294,10.32462097,10.05834712,9.884477709,9.112525888,7.521767762,6.255743267,5.997653392,6.272569212,6.305023304,6.170667337,6.110191824,5.578574431,5.30858359,5.331933263,5.458842518,5.463481541,5.383871151,5.250270486,5.157232704,5.172711075
Netherlands Antilles,14.41441441,18.03278689,16.2962963,13.69863014,11.46496815,10.77844311,9.039548023,9.392265193,8.994708995,9.42408377,7.73480663,7.027027027,6.467661692,5.853658537,5.263157895,4.716981132,4.285714286,4.390243902,4.455445545,4.545454545,4.663212435
New Caledonia,14.28571429,13.23529412,15.58441558,15.2173913,14.95327103,13.95348837,12.76595745,11.61290323,11.11111111,10.9375,10.18518519,8.474576271,7.843137255,7.380073801,7.24137931,6.907894737,6.25,6.060606061,5.797101449,5.649717514,5.509641873
New Zealand,12.15932914,11.84456929,12.18381113,11.52968037,10.5281815,9.828089523,8.161321054,7.699358387,8.092144123,7.951153324,7.237012148,6.885644769,6.761152416,6.590959697,6.339687299,6.063741722,5.790108565,5.617756826,5.548063957,5.516587678,5.477659376
Nicaragua,16.30602782,20.27833002,20.56338028,19.00145419,18.54939558,18.90636169,18.70193787,18.1671159,16.7311412,15.79738141,13.82624044,12.27780832,11.71619997,10.94972067,10.05988024,9.154031458,8.36831415,7.735455257,7.199898593,6.721331842,6.298342541
Niger,20.09744214,18.54210899,19.40759025,20.12745619,20.39233577,20.21611002,20.29034436,20.3956044,20.31882591,20.23003332,20.25018129,20.31750878,21.52655424,20.49608355,19.57554364,18.86089814,18.24156251,17.40013012,16.19068885,14.78989636,13.47177849
Nigeria,16.71210469,17.49408983,17.58842942,17.63562432,17.67049781,18.18849985,18.75100639,18.79462608,18.19928292,17.59001892,17.10948952,16.77680847,16.28722537,15.17364861,13.84882873,12.67310613,11.80135185,11.13185512,10.48522654,9.786761763,9.093928041
Norway,9.770290965,8.870732419,8.598548297,8.380338437,8.511735878,7.738392411,6.386102276,6.116060679,6.603773585,6.974076623,6.668153434,6.167780893,6.114885732,5.836807624,5.809926895,5.81438688,5.745876382,5.593910427,5.450442631,5.379098361,5.363147276
Oman,17.18061674,18.68787276,18.9380531,19.1588785,19.43699732,19.49891068,19.29233361,19.09744931,17.41725448,14.68692449,13.07243963,11.12385321,10.36144578,10.22514071,9.730967373,9.011627907,8.224252902,7.530892982,7.057256991,6.760204082,6.499897478
Pakistan,13.73515627,14.38684015,15.0064577,15.78307259,16.97758777,17.5776973,17.29472576,17.16442202,17.48015582,15.9731276,14.54108498,13.75862402,13.24579303,12.68406147,11.64208534,10.62297239,9.789870264,9.184706213,8.692809162,8.182474655,7.626880989
Panama,16.1627907,16.68372569,17.22912966,17.33128834,17.00996678,15.76811594,13.92016377,12.99954065,12.51554082,11.55572177,11.21273713,10.60606061,9.808953522,9.064404983,8.492674447,8.036551078,7.577445955,7.08947256,6.65704864,6.260032103,6.0290652
Papua New Guinea,15.27777778,16.71875,16.77884615,19.96505024,16.88209949,17.02721563,16.28633948,16.03851444,15.85188771,15.85987261,15.98588934,15.00490356,14.09288824,13.14315488,12.16056671,11.46249325,10.79844884,10.09326808,9.412578943,8.779810519,8.23684824
Paraguay,18.24966079,19.03341289,18.4058731,17.9604961,17.25663717,15.74634841,15.97374179,16.41468683,15.47507056,14.35117684,13.29220415,12.34756098,11.47236414,10.67656295,9.887193099,9.137372226,8.48956491,7.957738564,7.521312183,7.131685956,6.801824633
Peru,16.80429938,17.51816399,17.7021448,17.84250458,17.13787615,16.4072804,15.71931444,14.39545245,13.66182954,12.66864375,11.55887103,10.71633855,10.02847844,9.173959035,8.488184666,7.920648711,7.432094651,6.987098678,6.591916558,6.247926291,5.963245091
Philippines,17.50262539,18.84956514,18.43447409,17.94684996,17.34671553,16.65873733,16.24890884,15.53907939,15.03540192,14.28265157,13.18462073,12.18199895,11.62087677,10.83402959,10.13292974,9.449987209,8.799292519,8.23402695,7.73798207,7.276277208,6.839905034
Poland,11.88366097,12.92108061,11.84627843,9.000699701,7.803937177,8.425199165,9.113397425,9.201365555,7.748622409,6.438324222,5.211938279,4.652076025,4.863557495,4.895604541,4.685833156,4.298893488,3.9682759,3.865145581,3.984914045,4.141886792,4.198294443
Portugal,10.52944676,10.27874564,10.18058691,10.51344743,9.471137228,9.149895524,8.294081507,7.119353874,5.591182365,5.47863333,5.24102865,5.243197118,4.882139197,4.588431591,4.337327018,4.165110198,4.161566707,4.243173818,4.306358382,4.308656483,4.313529705
Puerto Rico,16.53898152,15.77076855,15.07835663,13.92649903,11.73657101,11.19428377,10.66624961,9.683150725,8.5860017,8.53823291,7.756813417,6.644518272,6.406406406,6.282208589,6.043026348,5.792245093,5.530393325,5.273204486,5.176132279,5.164092664,5.145086564
Qatar,16.66666667,17.14285714,15.55555556,15.71428571,14.54545455,12.86549708,11.73913043,11.08033241,11.13490364,9.714285714,9.238249595,6.772009029,5.765407555,5.395462906,5.574712644,4.983748646,4.715530497,4.585365854,4.613233924,4.655326768,4.616048318
Reunion,16.93548387,19.11262799,17.06586826,16.75257732,16.48590022,12.83643892,11.46245059,11.41304348,10.5785124,9.939759036,9.392265193,9.426751592,8.939213349,8.239277652,7.832618026,7.415036045,7.050645482,6.737247353,6.390977444,6.180811808,6.032906764
Romania,9.969343961,10.63136223,9.838113864,7.566204288,10.07258184,9.074222243,9.035629026,7.58229185,7.778831236,5.423041312,5.136429346,4.945918462,4.964605946,4.80565711,4.603003239,4.323214107,4.151059572,4.151957427,4.245973646,4.318639517,4.334741594
Russia,9.776830052,11.34370428,11.22712792,9.566301372,7.180600186,7.525776268,7.699797336,8.144654526,7.791225416,5.42162184,4.407794262,4.887827229,5.402979333,5.626861669,5.375025849,4.894026975,4.583055267,4.708584554,5.086494142,5.34685721,5.367878861
Rwanda,19.17554423,19.26790024,19.84072022,20.0625,20.15360169,20.18598322,19.31883779,21.62383369,20.13422819,16.63602941,16.52217615,16.82606762,16.96185286,16.72200937,15.22478277,13.54592532,12.39289706,11.79883946,11.37100994,10.74179951,9.904442734
Saint Lucia,14.28571429,15.29411765,17.97752809,18.94736842,18.62745098,15.59633028,14.40677966,13.38582677,13.04347826,12.16216216,10.1910828,8.536585366,8.720930233,8.196721311,7.8125,7.070707071,6.896551724,6.25,6.103286385,6.046511628,5.529953917
Saint Vincent and the Grenadines,20.58823529,20.27027027,20,19.31818182,18.68131868,17.0212766,15.15151515,13.46153846,12.26415094,10.90909091,10.28037383,9.345794393,8.490566038,8.108108108,7.407407407,7.207207207,7.207207207,6.25,6.140350877,5.982905983,5.982905983
Samoa,18.29268293,20.21276596,20.37037037,19.84126984,17.48251748,16,14.93506494,15.92356688,14.28571429,14.45783133,14.77272727,14.04494382,11.04972376,10.49723757,10.38251366,10.63829787,11.05263158,9.644670051,8.205128205,7.179487179,6.770833333
Sao Tome and Principe,16.66666667,17.24137931,15.625,19.04761905,19.44444444,19.75308642,19.58762887,18.0952381,16.37931034,15.625,15.71428571,15.13157895,14.02439024,12.84916201,12.06030151,11.1627907,10.68376068,9.523809524,8.955223881,8.156028369,7.744107744
Saudi Arabia,17.21337082,17.48329621,17.77559538,18.32220367,18.3321727,18.07777165,18.9380531,16.90502099,16.37862107,15.19285558,13.29232544,12.04421293,10.95065727,10.30001383,9.614654518,8.856833543,8.077712409,7.341752497,6.774552193,6.599924084,6.433806688
Senegal,16.88741722,16.35150167,17.68906199,18.1971831,18.87290168,19.14893617,19.25465839,18.84881044,18.41825902,18.12933025,17.41414141,16.81439461,16.5940902,15.37455246,13.93640012,12.71831617,11.82581107,11.14300504,10.47266391,9.728322759,8.987472704
Serbia,11.09296109,11.14036303,9.414556962,9.100126743,8.355762173,8.599882835,8.339854667,8.207506471,7.545986622,6.684963733,5.980459884,6.006493506,5.732548701,5.646556109,5.540789205,5.380658436,5.268070103,5.263157895,5.256478054,5.197171024,5.132666377
Sierra Leone,15.98971722,14.75802587,15.12866016,15.58282209,15.93550806,16.34254521,16.74333027,16.66207656,16.42594859,16.10233258,16.57210402,17.2083007,16.79520137,16.09212935,15.06287589,14.21526322,13.41013309,12.67088349,11.93596705,11.23216602,10.57367829
Singapore,16.12903226,18.04281346,18.48225214,15.05319149,11.31984586,9.929390997,8.029801325,7.967539653,7.592838196,8.594423685,6.845904904,5.012883579,4.071089068,3.913043478,4.157088123,4.400522096,4.322344322,3.901549681,3.51167494,3.464419476,3.734916683
Slovak Republic,10.995671,12.79284022,11.48094549,9.812012838,8.397790055,9.499683344,9.666398714,8.869869675,7.778623051,6.706519709,5.354155047,4.808763461,5.045278137,5.134339345,4.906284454,4.526140772,4.206393718,4.091341579,4.213592233,4.386661374,4.473363156
Slovenia,10.10169492,9.993468321,8.734177215,8.527607362,8.028759736,8.094144661,7.969432314,7.116303771,6.227296316,4.98474059,4.579768495,4.443334998,4.790123457,4.941291585,4.722492697,4.39238653,4.223968566,4.212091179,4.458917836,4.706477733,4.856850716
Solomon Islands,15.55555556,17.64705882,18.6440678,18.51851852,16.875,20.7253886,19.2139738,17.94871795,16.82539683,16.52892562,15.6626506,14.79915433,13.8576779,12.7090301,11.63141994,10.89655172,10.16518424,9.563164109,8.910891089,8.220603538,7.745779543
Somalia,17.18957137,18.73015873,18.66572037,18.59439017,18.8281033,18.97473275,19.08610507,16.98113208,17.81652767,17.59202454,18.12035159,18.31677242,17.81173202,17.27704781,16.54417769,15.93047475,15.22581465,14.30270087,13.249694,12.25597032,11.42808554
South Africa,15.26092677,16.22675855,16.33134054,16.0492581,16.22894725,16.11861307,15.49150444,14.85481962,13.86507742,12.22719033,11.31045242,10.89800928,10.2117209,9.890683951,9.358623832,8.90525611,8.544697025,8.23164687,7.913990007,7.548406526,7.276152248
Spain,9.78971045,9.518427182,9.903786162,9.58946843,9.500266446,9.219560039,8.314678606,6.516421173,5.301099354,4.846407718,4.621650483,5.079077545,5.439459805,5.410787678,4.997529034,4.552835627,4.397966769,4.55830248,4.835372702,4.936822752,4.85544848
Sri Lanka,15.64320388,15.61491375,16.17603034,14.99285204,14.18530351,13.05388353,12.70336676,11.82037484,10.20124913,9.536605429,8.439448026,8.943380772,8.725687129,8.139644747,7.322464769,6.585277299,6.249155215,6.189320388,6.08041107,5.879412967,5.565281489
Sudan,17.99782372,17.68292683,17.84491612,17.89497579,18.08510638,18.17870005,18.01160466,17.65268366,17.09054668,16.66504555,16.01489758,14.7733733,13.70329212,12.68830271,11.85478321,11.13619926,10.4418395,9.745424395,9.095914228,8.527281241,8.034631806
Suriname,17.20930233,18.87550201,20.41522491,19.21921922,17.11229947,15.42699725,12.60273973,13.29787234,11.63366337,10.62355658,10.68376068,10.42084168,9.108159393,8.576642336,8.11287478,7.679180887,7.3089701,6.840390879,6.310679612,5.948553055,5.825242718
Swaziland,17.88321168,17.91530945,18.10344828,18.57506361,19.1011236,19.57364341,19.6013289,19.68838527,19.30635838,17.14876033,14.69500924,14.06945681,13.41666667,13.06376361,12.49092229,11.6838488,10.89238845,10.33396345,9.957498482,9.605185622,9.10652921
Sweden,8.638631504,7.380886808,6.737967914,7.176105508,7.224571002,6.724432512,5.860409146,5.114384956,6.461035168,6.729353121,5.180586907,5.417034422,5.842479019,5.738050116,5.7963554,5.728116176,5.489378598,5.324051378,5.381035486,5.489031516,5.525070956
Switzerland,8.953314858,8.296681327,8.333333333,8.794398907,8.117723157,6.690863184,5.634694524,5.687789799,5.807027993,5.980963205,5.469728601,4.891158291,4.830854285,4.769906929,4.898477157,5.012468828,5.020252854,4.979403925,4.998202086,5.127596439,5.321898496
Syria,16.46393211,18.86745177,19.04761905,19.21081882,19.30320151,19.52772619,19.95765545,19.89461034,17.87735849,15.03558719,13.75446672,13.52962711,12.94379027,11.95035316,10.38637308,9.09917471,8.295157068,7.806909315,7.311424467,6.93033178,6.510254396
Tajikistan,11.2198304,15.71268238,18.9150264,19.84063745,17.02923182,17.00581395,15.97977244,16.84187473,17.60935143,15.88785047,14.313503,13.15990819,12.55123675,12.26488019,11.44920673,10.24680476,9.014348097,8.093632216,7.489028811,7.070240296,6.849068491
Tanzania,19.09554307,18.52402746,18.85050625,18.94159959,18.99544051,18.9405798,18.92818864,18.5448377,18.21502927,17.64647004,17.37716445,17.67329779,17.78902729,17.22252072,15.98771853,14.84064336,13.88417929,13.06478148,12.27297803,11.45923044,10.66504646
Thailand,16.44261102,17.78076551,17.99073873,17.88731519,16.85399301,14.95205398,12.98451253,11.12401035,9.547419497,8.944279087,7.965354078,7.342259693,7.117803314,6.88457084,6.551984771,6.266178333,6.041218589,5.890868748,5.807637219,5.744213779,5.671951037
Timor-Leste,16.32183908,16.41468683,16.6,16.6969147,16.36363636,16.49331352,13.40206186,17.78115502,16.08108108,17.07891637,20.07389163,16.75075681,17.17948718,17.18411552,16.92402718,15.77540107,14.22515309,12.87751678,12.0754717,11.54371585,10.94527363
Togo,16.85477803,17.15277778,17.34693878,17.81542056,18.34819334,18.83169935,19.04419691,18.58936043,17.78343949,16.87725632,16.03809524,15.25112631,14.30467483,13.52523659,12.52960682,11.61137441,10.82550667,10.13445532,9.496206632,8.888532992,8.314385327
Tonga,20,20,19.11764706,19.75308642,17.34693878,15.95744681,15.46391753,15.05376344,13.97849462,13.68421053,13.13131313,13.46153846,13.46153846,11.65048544,10.18518519,9.734513274,10.52631579,9.836065574,9.016393443,8.196721311,7.317073171
Trinidad and Tobago,16.66666667,16.50485437,16.60735469,16.27647715,12.96296296,12.26508408,11.86283596,13.08411215,11.59539474,8.630245447,7.187017002,6.904400607,7.068452381,7.10102489,6.642599278,6.128334535,5.716353111,5.563689605,5.584512286,5.627376426,5.55990603
Tunisia,16.30804077,16.50259067,18.1193747,18.53131749,17.04035874,16.00776562,15.53593556,14.81380439,13.44936709,10.83379966,8.665749656,7.754606196,7.682668209,7.663328126,7.302481084,6.858257036,6.176300816,5.710588045,5.575941289,5.588491028,5.562549174
Turkey,15.94209644,16.86374903,16.77174837,15.87698462,15.6650464,15.42064012,14.69390408,13.77461493,11.82847464,11.24926475,10.42312438,9.202169514,8.677101909,8.096042018,7.546112482,7.03722357,6.611268478,6.336838253,6.116559054,5.926271582,5.746028812
Turkmenistan,11.72584641,15.28803545,17.96482412,18.57142857,16.17915905,15.82705276,15.27972028,15.39653036,15.78947368,14.11511822,10.95312153,10.59260789,10.04442727,9.548012343,8.748710897,7.741722945,6.964143426,6.695598264,6.58991062,6.429528204,6.165391407
Uganda,18.31395349,19.13883709,19.05393457,19.13141146,19.36235568,19.54645611,19.46266298,19.56742143,19.76534296,20.05249344,19.84282908,19.62997805,19.38337722,18.65320204,17.62381795,16.36363636,15.06157818,13.86494463,12.77995116,11.76295201,10.77912544
Ukraine,8.011583012,9.484027033,9.765789351,9.014115571,7.327176279,7.542127382,7.249910076,7.394822642,7.105053991,5.593090888,4.313484755,4.22499201,4.947618628,5.39102477,5.318430551,4.889946175,4.52882773,4.530911343,4.913302519,5.290771525,5.341593628
United Arab Emirates,17.39130435,17.5,17.58241758,15.27777778,14.66666667,12.0527307,13.30049261,12.75690999,12.68057785,10.07815714,7.87037037,7.317670093,6.561902739,6.237966885,5.51334158,5.043392828,4.942791762,4.995717956,4.957678356,4.807325448,4.604386284
United Kingdom,8.588023786,7.527490771,7.908806232,8.723251578,8.315817839,6.988243246,6.053449347,6.374325877,6.680759622,6.512525413,6.016058667,5.718552937,5.990403722,5.910686458,5.916605211,5.852764973,5.669678331,5.506537838,5.487214534,5.534832847,5.560699233
United States,10.92249005,11.25964791,11.19918852,10.04803161,8.478347011,7.532392849,7.264629491,7.525840464,7.686422224,7.602041005,7.028508696,6.911541257,6.915061075,6.606606607,6.343419403,6.084731305,5.880301961,5.797120519,5.765873251,5.726059506,5.647471239
Uruguay,9.821428571,9.738617201,10.07874016,10.08527994,9.469562122,9.752650177,9.499314129,8.731739708,8.708226221,8.707778122,8.160192713,7.669172932,7.32285799,6.997084548,6.701030928,6.403385049,6.134969325,5.965202983,5.772402419,5.627230305,5.474552957
Uzbekistan,10.48463731,14.88423374,18.31035289,18.50874621,16.00400936,15.68290763,15.1391675,15.71562208,15.93800263,14.42471312,11.53939296,9.898544667,9.358471558,9.315905619,8.898794253,8.115295268,7.208322282,6.483661632,6.224486923,6.213263835,6.119984631
Vanuatu,19.14893617,18.51851852,18.46153846,19.17808219,17.64705882,16.83168317,16.94915254,16.79389313,16.77852349,16.27906977,15.26315789,14.28571429,13.82113821,12.94964029,12.01298701,10.91445428,10.32608696,9.798994975,9.090909091,8.571428571,7.883817427
Venezuela,18.35492737,18.63264324,18.40612218,18.87165952,17.23076923,15.37797315,15.2016957,14.46631646,13.80952381,12.43436538,11.39743537,10.71161329,10.10191434,9.421239334,8.723888191,8.094888034,7.559970923,7.09635753,6.673990662,6.292380605,6.093906094
Vietnam,12.38488525,16.29563076,17.61471707,18.05296727,17.06373257,15.9666493,15.59381799,15.07016576,14.67991003,12.81457317,9.932242605,8.976509069,8.070404026,7.660683204,7.261578018,6.902228232,6.393672711,5.989508646,5.749822705,5.628519511,5.536053301
Virgin Islands (U.S.),14.28571429,16.66666667,15.15151515,18,14.0625,18.82352941,11.2244898,13.20754717,9,10.37735849,7.339449541,7.339449541,6.306306306,6.481481481,5.714285714,5.825242718,5.208333333,5.434782609,4.494382022,4.87804878,4
West Bank and Gaza,18.58846918,17.46641075,17.36363636,18.79699248,18.55575868,19.07422187,18.48341232,17.93721973,18.40148699,18.23394495,18.70435059,17.56110521,16.28117914,15.02946955,13.91663796,12.94063788,12.05082662,11.15646259,10.30659577,9.544219109,8.885424786
Western Sahara,15.38461538,16.66666667,15.625,17.30769231,16.66666667,17.10526316,15.33333333,16.93989071,15.59633028,13.79310345,12.30283912,10.88435374,10.39697543,9.888357257,9.254143646,8.397932817,7.466340269,6.807511737,6.538895152,6.455142232,6.41025641
"Yemen, Rep.",17.50115902,18.68526739,18.90804598,19.13058479,19.87480438,20.78398195,21.09785203,21.6773557,21.32066277,19.59546509,18.03179493,16.5509039,16.15137274,15.35751519,14.30377746,13.03649882,11.8354173,10.86049423,10.05379098,9.282256785,8.482342423
Zambia,18.55493801,17.89751319,18.39684625,18.97624434,19.43907157,19.36339523,19.22410807,18.27560796,17.96914517,17.76460255,18.16965992,18.23990458,17.87250094,17.00380533,15.92386807,14.80599227,13.75017954,12.86562473,12.09143774,11.34972738,10.61265368
Zimbabwe,16.07857403,19.2007493,19.34968017,19.58832843,19.50797617,19.69844358,19.91484686,18.92166836,17.03144414,15.62366601,14.16874047,13.65130261,13.69137072,13.15132939,12.58269638,11.52562574,10.36503684,9.542105263,9.056490983,8.654346079,8.130044641
