,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Cuba,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.58333333333333,5.38666666666667,5.19,4.99333333333334,4.79666666666667,4.6,4.40333333333334,4.20666666666667,4.01,4.54933333333333,5.08866666666667,5.628,5.6664,5.7048,5.7432,5.7816,5.82,5.81666666666667,5.81333333333333,5.81,5.80666666666667,5.80333333333334,5.8,5.79666666666667,5.79333333333334,5.79,5.78666666666667,5.78333333333334,5.78,5.67333333333333,5.56666666666667,5.46,5.35333333333333,5.24666666666667,5.14,5.03333333333334,4.92666666666667,4.82,4.71333333333334,4.60666666666667,4.5,4.45833333333333,4.41666666666667,4.375,4.33333333333333,4.29166666666666,4.25,4.20833333333333,4.16666666666666,4.125,4.08333333333333,4.04166666666666,4,4.10828571428571,4.21657142857143,4.32485714285714,4.43314285714286,4.54142857142857,4.64971428571429,4.758,4.564,4.218,3.956,3.778,3.682,3.665,3.721,3.839,4.001,4.182,4.36,4.509,4.606,4.643,4.617,4.54,4.433,4.312,4.18,4.033,3.857,3.646,3.4,3.127,2.844,2.573,2.332,2.134,1.987,1.892,1.843,1.826,1.825,1.832,1.837,1.836,1.827,1.81,1.785,1.752,1.715,1.68,1.65,1.628,1.614,1.609,1.61,1.615,1.621,1.626,1.626,1.621,1.61,1.592,1.57,1.545,1.52,1.498,1.48,1.467,1.459,1.453,1.449
Cyprus,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,6.03,5.95578461538462,5.88156923076923,5.80735384615385,5.73313846153846,5.65892307692308,5.58470769230769,5.51049230769231,5.43627692307692,5.36206153846154,5.28784615384615,5.21363076923077,5.13941538461539,5.0652,4.99098461538462,4.91676923076923,4.84255384615385,4.76833846153846,4.69412307692308,4.61990769230769,4.54569230769231,4.47147692307692,4.39726153846154,4.32304615384616,4.24883076923077,4.17461538461539,4.1004,4.0669,4.0334,3.9999,3.9664,4.0334,4.1004,4.1674,4.2344,4.3014,4.36036,4.41932,4.47828,4.53724,4.5962,4.47962,4.36304,4.24646,4.12988,4.0133,3.89672,3.78014,3.66356,3.54698,3.4304,3.6046,3.7788,3.953,4.1272,4.3014,4.30676,4.31212,4.31748,4.32284,4.3282,4.34964,4.37108,4.39252,4.41396,4.4354,4.36572,4.29604,4.22636,4.15668,4.087,4.0398,3.9926,3.9454,3.8982,3.851,3.808,3.727,3.661,3.609,3.571,3.546,3.531,3.522,3.514,3.5,3.471,3.421,3.346,3.249,3.133,3.01,2.889,2.779,2.686,2.61,2.547,2.491,2.44,2.393,2.352,2.323,2.31,2.312,2.328,2.354,2.385,2.415,2.438,2.453,2.458,2.456,2.45,2.442,2.43,2.411,2.381,2.337,2.278,2.206,2.124,2.035,1.945,1.86,1.781,1.714,1.658,1.613,1.577,1.549,1.529,1.514,1.503,1.493,1.485,1.478,1.47,1.465,1.461
Czech Rep.,5.3272,5.31976,5.31232,5.30488,5.29744,5.29,5.28256,5.27512,5.26768,5.26024,5.2528,5.24536,5.23792,5.23048,5.22304,5.2156,5.20816,5.20072,5.19328,5.18584,5.1784,5.17096,5.16352,5.15608,5.14864,5.1412,5.14144,5.14168,5.14192,5.14216,5.1424,5.14264,5.14288,5.14312,5.14336,5.1436,5.14384,5.14408,5.14432,5.14456,5.1448,5.14504,5.14528,5.14552,5.14576,5.146,5.14624,5.14648,5.14672,5.14695999999999,5.1472,5.13898,5.13076,5.12254,5.11432,5.1061,5.09788,5.08966,5.08144,5.07322,5.065,5.0729,5.0808,5.0887,5.0966,5.1045,5.1124,5.1203,5.1282,5.1361,5.144,5.1353,5.1266,5.1179,5.1092,5.1005,5.0918,5.0831,5.0744,5.0657,5.057,5.0432,5.0294,5.0156,5.0018,4.988,4.9742,4.9604,4.9466,4.9328,4.919,4.9117,4.9044,4.8971,4.8898,4.8825,4.8752,4.8679,4.8606,4.8533,4.846,4.7643,4.6826,4.6009,4.5192,4.4375,4.3558,4.2741,4.1924,4.1107,4.029,3.9225,3.816,3.7095,3.603,3.4965,3.39,3.2835,3.177,3.0705,2.964,3.035,2.882,2.768,2.59,2.484,2.392,2.237,2.209,2.124,2.149,2.026,1.966,1.826,1.774,1.678,1.664,1.69,1.824,1.936,2.212,2.263,2.419,2.782,2.798,2.673,3.254,3.05,2.886,2.738,2.854,2.804,2.711,2.629,2.558,2.497,2.446,2.403,2.368,2.336,2.304,2.269,2.227,2.177,2.123,2.069,2.026,1.999,1.994,2.009,2.045,2.095,2.153,2.21,2.26,2.294,2.308,2.302,2.275,2.232,2.178,2.121,2.067,2.023,1.99,1.967,1.949,1.931,1.905,1.87,1.822,1.757,1.677,1.587,1.49,1.394,1.306,1.231,1.175,1.14,1.128,1.138,1.165,1.203,1.249,1.298,1.346,1.392,1.434,1.471,1.501,1.525,1.546,1.566
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,4.0365,4.0419,4.0473,4.0527,4.0581,4.0635,4.0689,4.0743,4.0797,4.0851,4.0905,4.0995,4.1085,4.1175,4.1265,4.1355,4.1445,4.1535,4.1625,4.1715,4.1805,4.1895,4.1985,4.2075,4.2165,4.2255,4.1607,4.0959,4.0311,3.9663,3.9015,3.92175,3.942,3.96225,3.9825,4.00275,4.023,4.04325,4.0635,4.08375,4.104,4.11801573033482,4.13203146066964,4.14604719100445,4.16006292133927,4.17407865167409,4.18809438200891,4.20211011234373,4.21612584267854,4.23014157301336,4.24415730334818,4.0601179736224,4.47748457842972,4.26926051557646,4.41468120799167,4.30641059602029,4.36946766815381,4.44090850513196,4.48122611460043,4.53065094339196,4.401,4.27232372775092,4.16545729859266,4.17442284686258,4.06255627961713,4.20634074938949,4.32039175852435,4.08644457208109,4.18200682205264,3.95875914459466,4.09743446736596,4.06389596013352,4.09381383852451,4.15510609357967,4.16623383619823,4.3065,4.40410770852584,4.35521126759704,4.2650257731881,4.30174744897638,4.27764170037699,4.34063909771852,4.36385991052492,4.28979300145875,4.4982447586488,4.38710982653545,4.37125118933385,4.284978813536,4.24761782546528,4.20961360480171,4.11232675539097,4.17835763095412,3.99917647056864,4.15613207546063,4.10164590744534,4.08505492091063,4.11387033822248,4.01743370400625,4.08074652045267,4.00870786516462,4.07385393258231,4.139,4.05,3.96,3.974,3.87,3.866,3.811,3.831,3.779,3.674,3.599,3.583,3.427,3.416,3.226,3.229,3.109,3.163,2.959,3.291,3.111,2.87,2.856,2.775,2.66,2.577,2.443,2.431,2.295,2.299,2.203,2.187,2.095,2.147,2.124,2.142,2.156,2.179,2.156,2.216,2.242,2.496,2.647,2.838,2.977,3.016,2.898,2.709,2.572,2.576,2.502,2.535,2.595,2.542,2.576,2.59,2.556,2.535,2.494,2.543,2.547,2.544,2.642,2.602,2.61,2.615,2.35,2.117,2,1.95,2.043,2.03,1.917,1.896,1.919,1.747,1.66,1.668,1.601,1.546,1.437,1.427,1.377,1.4,1.447,1.48,1.496,1.559,1.62,1.668,1.683,1.764,1.749,1.806,1.807,1.747,1.752,1.724,1.735,1.771,1.747,1.723,1.758,1.784,1.802,1.85,1.8464,1.8923,1.842,1.8751,1.7556,1.7332,1.88
Djibouti,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.304,6.306,6.312,6.322,6.336,6.354,6.376,6.401,6.43,6.461,6.493,6.527,6.561,6.595,6.629,6.665,6.702,6.739,6.774,6.804,6.826,6.836,6.834,6.817,6.784,6.734,6.671,6.598,6.52,6.443,6.373,6.316,6.271,6.239,6.218,6.205,6.193,6.174,6.142,6.087,6,5.879,5.727,5.548,5.352,5.148,4.95,4.768,4.607,4.469,4.353,4.253,4.16,4.074,3.991,3.911,3.832,3.755,3.679,3.604,3.53,3.457,3.387
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Rep.,6.16,6.16002962962963,6.16005925925926,6.16008888888889,6.16011851851852,6.16014814814815,6.16017777777778,6.16020740740741,6.16023703703704,6.16026666666667,6.1602962962963,6.16032592592593,6.16035555555556,6.16038518518519,6.16041481481482,6.16044444444445,6.16047407407408,6.16050370370371,6.16053333333334,6.16056296296297,6.1605925925926,6.16062222222223,6.16065185185186,6.16068148148149,6.16071111111112,6.16074074074075,6.16077037037038,6.1608,6.16082962962964,6.16085925925926,6.1608888888889,6.16091851851852,6.16094814814816,6.16097777777778,6.16100740740741,6.16103703703704,6.16106666666667,6.1610962962963,6.16112592592593,6.16115555555556,6.16118518518519,6.16121481481482,6.16124444444445,6.16127407407408,6.16130370370371,6.16133333333334,6.16136296296297,6.1613925925926,6.16142222222223,6.16145185185186,6.16148148148149,6.16151111111112,6.16154074074075,6.16157037037038,6.16160000000001,6.16162962962964,6.16165925925927,6.1616888888889,6.16171851851853,6.16174814814816,6.16177777777779,6.16180740740742,6.16183703703705,6.16186666666668,6.16189629629631,6.16192592592594,6.16195555555557,6.1619851851852,6.16201481481483,6.16204444444446,6.16207407407409,6.16210370370372,6.16213333333335,6.16216296296298,6.16219259259261,6.16222222222224,6.16225185185187,6.1622814814815,6.16231111111113,6.16234074074076,6.16237037037039,6.16240000000002,6.16242962962965,6.16245925925928,6.1624888888889,6.16251851851854,6.16254814814816,6.1625777777778,6.16260740740742,6.16263703703706,6.16266666666668,6.16269629629631,6.16272592592594,6.16275555555557,6.1627851851852,6.16281481481483,6.16284444444446,6.16287407407409,6.16290370370372,6.16293333333335,6.16296296296298,6.16299259259261,6.16302222222224,6.16305185185187,6.1630814814815,6.16311111111113,6.16314074074076,6.16317037037039,6.16320000000002,6.16322962962965,6.16325925925928,6.16328888888891,6.16331851851854,6.16334814814817,6.1633777777778,6.16340740740743,6.16343703703706,6.16346666666669,6.16349629629632,6.16352592592595,6.16355555555558,6.16358518518521,6.16361481481484,6.16364444444447,6.1636740740741,6.16370370370373,6.16373333333336,6.16376296296299,6.16379259259262,6.16382222222225,6.16385185185188,6.16388148148151,6.16391111111114,6.16394074074077,6.1639703703704,6.164,6.2536,6.3432,6.4328,6.5224,6.612,6.7016,6.7912,6.8808,6.9704,7.06,7.1496,7.2392,7.3288,7.4184,7.508,7.537,7.589,7.629,7.657,7.672,7.676,7.666,7.643,7.607,7.555,7.488,7.404,7.304,7.187,7.054,6.904,6.739,6.562,6.376,6.182,5.983,5.782,5.58,5.383,5.193,5.014,4.848,4.693,4.552,4.422,4.302,4.19,4.082,3.978,3.878,3.783,3.695,3.613,3.537,3.466,3.397,3.33,3.262,3.195,3.13,3.069,3.014,2.966,2.926,2.892,2.863,2.836,2.809,2.781,2.751,2.719,2.686,2.652,2.618,2.584,2.551,2.517,2.484
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,6.98,6.98028,6.98056,6.98084,6.98112,6.9814,6.98168,6.98196,6.98224,6.98252,6.9828,6.98308,6.98336,6.98364,6.98392,6.9842,6.98448,6.98476,6.98504,6.98532,6.9856,6.98588,6.98616,6.98644,6.98672,6.987,6.98728,6.98756,6.98784,6.98812,6.9884,6.98868,6.98896,6.98924,6.98952,6.9898,6.99008,6.99036,6.99064,6.99092,6.9912,6.99148,6.99176,6.99204,6.99232,6.9926,6.99288,6.99316,6.99344,6.99372,6.994,6.99428,6.99456,6.99484,6.99512,6.9954,6.99568,6.99596,6.99624,6.99652,6.9968,6.99708,6.99736,6.99764,6.99792,6.9982,6.99848,6.99876,6.99904,6.99932,6.9996,6.99988,7.00016,7.00044,7.00072,7.001,7.00128,7.00156,7.00184,7.00212,7.0024,7.00268,7.00296,7.00324,7.00352,7.0038,7.00408,7.00436,7.00464,7.00492,7.00520000000001,7.00548000000001,7.00576000000001,7.00604000000001,7.00632000000001,7.00660000000001,7.00688000000001,7.00716000000001,7.00744000000001,7.00772000000001,7.008,6.99511764705882,6.98223529411765,6.96935294117647,6.9564705882353,6.94358823529412,6.93070588235294,6.91782352941177,6.90494117647059,6.89205882352941,6.87917647058824,6.86629411764706,6.85341176470589,6.84052941176471,6.82764705882353,6.81476470588236,6.80188235294118,6.789,6.82404,6.85908,6.89412,6.92916,6.9642,7.00508,7.04596,7.08684,7.12772,7.1686,7.15108,7.13356,7.11604,7.09852,7.081,7.05764,7.03428,7.01092,6.98756,6.9642,6.91456,6.86492,6.81528,6.76564,6.716,6.71308,6.71016,6.70724,6.70432,6.7014,6.6966,6.6918,6.687,6.694,6.706,6.715,6.721,6.723,6.723,6.719,6.713,6.703,6.689,6.672,6.651,6.623,6.589,6.545,6.488,6.418,6.335,6.238,6.128,6.005,5.874,5.736,5.593,5.449,5.304,5.159,5.015,4.875,4.742,4.618,4.505,4.401,4.306,4.217,4.131,4.044,3.955,3.861,3.765,3.669,3.576,3.488,3.407,3.335,3.27,3.213,3.161,3.113,3.068,3.025,2.983,2.94,2.897,2.853,2.81,2.768,2.728,2.69,2.655,2.622,2.59,2.559
Egypt,6.06,6.05966514285714,6.05933028571429,6.05899542857143,6.05866057142857,6.05832571428572,6.05799085714286,6.057656,6.05732114285714,6.05698628571429,6.05665142857143,6.05631657142858,6.05598171428572,6.05564685714286,6.055312,6.05497714285715,6.05464228571429,6.05430742857144,6.05397257142858,6.05363771428572,6.05330285714286,6.05296800000001,6.05263314285715,6.0522982857143,6.05196342857144,6.05162857142858,6.05129371428572,6.05095885714287,6.05062400000001,6.05028914285715,6.0499542857143,6.04961942857144,6.04928457142858,6.04894971428573,6.04861485714287,6.04828000000001,6.04794514285716,6.0476102857143,6.04727542857144,6.04694057142859,6.04660571428573,6.04627085714287,6.04593600000002,6.04560114285716,6.0452662857143,6.04493142857145,6.04459657142859,6.04426171428573,6.04392685714288,6.04359200000002,6.04325714285716,6.0429222857143,6.04258742857145,6.04225257142859,6.04191771428574,6.04158285714288,6.04124800000002,6.04091314285716,6.04057828571431,6.04024342857145,6.0399085714286,6.03957371428574,6.03923885714288,6.03890400000002,6.03856914285717,6.03823428571431,6.03789942857145,6.0375645714286,6.03722971428574,6.03689485714288,6.03656000000003,6.03622514285717,6.03589028571431,6.03555542857146,6.0352205714286,6.03488571428574,6.03455085714289,6.03421600000003,6.03388114285717,6.03354628571432,6.03321142857146,6.0328765714286,6.03254171428575,6.03220685714289,6.03187200000003,6.03153714285718,6.03120228571432,6.03086742857146,6.03053257142861,6.03019771428575,6.02986285714289,6.02952800000004,6.02919314285718,6.02885828571432,6.02852342857146,6.02818857142861,6.02785371428575,6.0275188571429,6.02718400000004,6.02684914285718,6.02651428571432,6.02617942857147,6.02584457142861,6.02550971428576,6.0251748571429,6.02484000000004,6.02450514285718,6.02417028571433,6.02383542857147,6.02350057142861,6.02316571428576,6.0228308571429,6.022496,5.994088,5.96568,5.937272,5.96568,5.994088,6.022496,6.050904,6.079312,6.0764712,6.0736304,6.0707896,6.0679488,6.065108,6.1531728,6.2412376,6.3293024,6.4173672,6.505432,6.3974816,6.2895312,6.1815808,6.0736304,5.96568,5.9457944,5.9259088,5.9060232,5.8861376,5.866252,5.9060232,5.9457944,5.9855656,6.0253368,6.065108,6.1696864,6.2742648,6.3788432,6.4834216,6.588,6.599,6.619,6.635,6.648,6.656,6.661,6.662,6.657,6.647,6.63,6.605,6.57,6.526,6.471,6.405,6.327,6.238,6.141,6.04,5.94,5.846,5.763,5.692,5.633,5.585,5.545,5.507,5.465,5.418,5.366,5.31,5.251,5.189,5.123,5.045,4.947,4.827,4.684,4.522,4.35,4.179,4.018,3.876,3.757,3.659,3.579,3.508,3.44,3.372,3.306,3.242,3.184,3.134,3.091,3.053,3.02,2.987,2.954,2.919,2.883,2.845,2.807,2.77
El Salvador,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.8826,5.8692,5.86116,5.85312,5.84508,5.83704,5.829,5.86116,5.89332,5.92548,5.95764,5.9898,5.94156,5.89332,5.84508,5.79684,5.7486,5.84776,5.94692,6.04608,6.14524,6.2444,6.2578,6.2712,6.2846,6.298,6.3114,6.29532,6.27924,6.26316,6.24708,6.231,6.20152,6.17204,6.14256,6.11308,6.0836,6.07824,6.07288,6.06752,6.06216,6.0568,6.04608,6.03536,6.02464,6.01392,6.0032,6.0548,6.1064,6.158,6.194,6.265,6.334,6.402,6.467,6.531,6.591,6.645,6.692,6.728,6.749,6.752,6.736,6.699,6.643,6.571,6.487,6.396,6.3,6.203,6.106,6.01,5.914,5.817,5.718,5.615,5.506,5.389,5.266,5.137,5.004,4.87,4.738,4.609,4.485,4.367,4.255,4.148,4.047,3.951,3.862,3.777,3.695,3.614,3.529,3.432,3.323,3.201,3.07,2.934,2.803,2.683,2.58,2.496,2.433,2.386,2.35,2.319,2.291,2.263,2.236,2.209,2.184
Equatorial Guinea,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.50984,5.50968,5.50952,5.50936,5.5092,5.50904,5.50888,5.50872,5.50856,5.5084,5.50824,5.50808,5.50792,5.50776,5.5076,5.50744,5.50728,5.50712,5.50696,5.5068,5.50664,5.50648,5.50632,5.50616,5.506,5.504,5.502,5.5,5.498,5.496,5.495,5.495,5.495,5.498,5.505,5.515,5.529,5.548,5.57,5.595,5.619,5.64,5.658,5.671,5.678,5.681,5.68,5.677,5.675,5.674,5.676,5.682,5.693,5.708,5.728,5.751,5.776,5.802,5.826,5.848,5.866,5.881,5.891,5.897,5.9,5.901,5.902,5.902,5.901,5.897,5.888,5.872,5.847,5.814,5.773,5.727,5.678,5.627,5.574,5.518,5.457,5.39,5.314,5.231,5.14,5.044,4.945,4.845
Eritrea,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.95856,6.95712,6.95568,6.95424,6.9528,6.95136,6.94992,6.94848,6.94704,6.9456,6.94416,6.94272,6.94128,6.93984,6.9384,6.93696,6.93552000000001,6.93408000000001,6.93264000000001,6.93120000000001,6.92976000000001,6.92832000000001,6.92688000000001,6.92544000000001,6.924,6.938,6.962,6.979,6.988,6.99,6.984,6.971,6.952,6.928,6.899,6.868,6.837,6.806,6.778,6.752,6.728,6.706,6.686,6.667,6.65,6.637,6.626,6.619,6.615,6.614,6.616,6.619,6.623,6.627,6.628,6.625,6.618,6.607,6.591,6.572,6.553,6.535,6.519,6.504,6.488,6.467,6.438,6.4,6.351,6.293,6.228,6.159,6.088,6.015,5.94,5.86,5.774,5.681,5.582,5.478,5.372,5.266,5.163,5.063,4.968,4.875,4.785,4.696
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
