Male 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,14.85714286,17.53107587,17.85028791,18.00818554,18.19277108,18.61140444,18.494574,17.029945,18.1109339,18.33994507,17.92514773,16.78632479,15.79419683,14.86070832,13.8947533,12.93382043,12.01962909,11.19089317,10.44824424,9.7803689,9.177558628
Malawi,19.52449568,18.51608667,19.16273585,19.61297071,19.95402299,19.97640582,20.8042539,20.27141645,19.24650161,18.91460495,19.238648,18.42221894,17.3523004,16.58123468,15.81100828,14.81162911,13.67619926,12.61029667,11.73301217,11.01072511,10.3256467
Malaysia,16.17927527,17.7970852,18.60352742,18.17427386,16.56318481,15.5155642,13.82794457,15.62143672,13.90613089,12.9790691,11.52319,10.77927063,9.881422925,9.174492677,8.456790123,7.719812427,7.084223547,6.8329718,6.630560522,6.392904747,6.121833534
Maldives,11.62790698,17.0212766,15.38461538,15.51724138,15.625,16.21621622,17.28395062,19.14893617,18.18181818,15.7480315,11.51079137,8.724832215,8.860759494,8.823529412,8.888888889,7.894736842,6.930693069,6.280193237,6.018518519,6.334841629,6.25
Mali,15.83524027,15.47921968,16.62781663,16.88682613,17.28435553,17.08345887,17.31998888,18.14701378,18.50127996,18.32804233,17.87225856,17.70547945,17.73556231,17.04422869,15.93016255,14.77026441,13.65201141,12.82235601,12.12646525,11.43162393,10.71860118
Malta,15.58441558,13.81578947,13.90728477,11.11111111,8.275862069,8.843537415,8.805031447,8.284023669,7.90960452,6.989247312,6.25,5,4.455445545,4.761904762,4.694835681,4.694835681,4.672897196,4.205607477,4.265402844,4.326923077,4.368932039
Martinique,16.19047619,17.64705882,16.54676259,16.77852349,15.625,12.5,8.917197452,8.536585366,8.620689655,8.426966292,7.777777778,7.608695652,6.842105263,6.18556701,6.153846154,6.153846154,5.612244898,5.583756345,5.154639175,5.235602094,4.838709677
Mauritania,17.55485893,17.98365123,18.92523364,18.6746988,18.64111498,18.40120664,18.19371728,17.86120592,17.63527054,16.91498685,16.22239147,15.48643283,14.71277843,13.78035903,12.57831325,11.63410302,10.91882983,10.31165833,9.732272069,9.087791495,8.447937132
Mauritius,18.21862348,19.36619718,19.14893617,18.30238727,14.32038835,11.81818182,11.50627615,10.4743083,9.487666034,9.929078014,8.89261745,7.903225806,6.99844479,7.121212121,6.952662722,6.695778748,6.376811594,6.18705036,6.043165468,5.924855491,5.933429812
Mayotte,12.5,18.18181818,15.38461538,17.64705882,21.05263158,20.83333333,17.24137931,19.44444444,19.56521739,17.74193548,17.33333333,13.79310345,12,10.71428571,10.4,10.14492754,9.395973154,8.024691358,7.647058824,7.142857143,6.878306878
Mexico,17.72977675,19.2264574,19.19207963,18.71812232,18.57843327,18.39137645,16.27730848,14.58870432,13.54018041,12.84694687,11.36880123,10.39750645,9.411375904,8.447259611,7.628788909,7.151465126,6.861669517,6.496910393,6.110699244,5.778346606,5.545094785
"Micronesia, Fed. Sts.",18.75,21.05263158,18.18181818,18.51851852,18.75,18.75,18.42105263,17.77777778,16,14.54545455,15.09433962,12.72727273,12.96296296,10.34482759,9.836065574,9.836065574,9.230769231,7.692307692,7.692307692,6.060606061,5.970149254
Moldova,9.423604758,13.27361564,14.45868946,12.82051282,10.29149316,10.3601108,10.13192612,10.64467766,10.48076923,8.096385542,6.687085248,5.319148936,6.485849057,6.703229738,6.425452277,5.75815739,5.186170213,5.161734343,5.507868383,5.76070901,5.606758833
Mongolia,16.98113208,17.22488038,17.51054852,17.71217712,17.6,17.45152355,16.66666667,16.26694473,16.18444846,12.96296296,10.21097046,8.788598575,9.056886228,8.865248227,8.428860418,7.821590175,7.013149656,6.376456162,6.219806763,6.253722454,6.257378985
Montenegro,14.13612565,14.0776699,13.71681416,12.19512195,11.02362205,10.37037037,9.85915493,9.090909091,8.965517241,7.028753994,6.845238095,6.818181818,6.229508197,6.451612903,6.109324759,6.109324759,6.08974359,5.750798722,5.466237942,5.519480519,5.537459283
Morocco,18.00937291,18.03828695,18.14897643,18.65144917,18.74348279,18.85767141,16.28691121,15.97415418,14.2418364,12.50279913,11.01914849,10.05530752,9.971061902,9.679719532,9.044233807,8.232497839,7.514088917,7.061214122,6.811623047,6.684609738,6.467204795
Mozambique,17.36507937,17.498532,17.86288163,18.09178744,18.15624324,18.21332307,18.34877843,18.26997076,18.25482625,18.32522676,18.13412409,18.40015879,17.05562379,15.65716081,14.55655755,13.68720502,12.92214717,12.11507958,11.2954106,10.53961293,9.892134831
Myanmar,14.15471432,17.10933333,16.83756588,16.327057,16.14088821,16.20213774,15.09161041,14.42001189,12.63079593,11.15628032,9.92173913,9.772880784,9.449265958,8.95193978,8.241900329,7.556917376,7.050927207,6.725017742,6.51135006,6.365422397,6.156995256
Namibia,16.18257261,16.54135338,16.83501684,16.91394659,17.49347258,18.38565022,19.06693712,18.24686941,17.07670043,16.41414141,14.79820628,13.7512639,13.003663,12.1440536,11.54734411,10.8339273,10.05996003,9.382871537,8.894230769,8.500861574,8.093126386
Nepal,14.6660439,15.45082849,15.9627206,16.29549158,16.49754501,16.6277713,16.70551671,16.5762438,16.34922269,16.31277696,15.5101706,13.80864426,12.05314987,11.31513648,10.92971301,10.31986801,9.496259352,8.720875389,8.144186256,7.712536644,7.307932542
Netherlands,12.3015873,10.6442577,10.33939818,10.14185554,9.34234788,7.728474875,6.450234942,6.195060695,6.493506494,6.519177903,6.388924171,6.32048581,5.763409614,5.474235392,5.502757245,5.634129376,5.635422657,5.557465337,5.423689944,5.317679558,5.327016409
Netherlands Antilles,14.81481481,18.33333333,16.66666667,13.69863014,11.39240506,10.97560976,9.638554217,10.22727273,9.677419355,9.89010989,8.333333333,7.865168539,7.446808511,6.315789474,6.12244898,5.102040816,5.208333333,5.208333333,5.263157895,5.434782609,4.597701149
New Caledonia,14.70588235,13.88888889,14.63414634,15.2173913,15.09433962,13.43283582,12.32876712,11.39240506,11.62790698,11,10,8.620689655,7.874015748,7.352941176,7.692307692,7.236842105,6.329113924,6.172839506,5.952380952,5.780346821,5.617977528
New Zealand,12.39583333,12.08178439,12.41610738,11.76024279,10.72443182,10.0130039,8.381317978,7.99016595,8.378216637,8.24628917,7.570977918,7.149901381,7.058823529,6.840684068,6.571552097,6.302170284,5.994329688,5.819477435,5.740884407,5.723006486,5.668168168
Nicaragua,16.92546584,20.69425901,20.9039548,19.30164888,18.83333333,19.21428571,18.9073051,18.43665768,17.07080504,16.11374408,14.17322835,12.63391208,12.07913919,11.30490956,10.40024257,9.47731189,8.678934359,8.041401274,7.487735605,7.017988346,6.58126099
Niger,19.80968858,19.82182628,20.51118211,21.00108814,21.07457156,20.76069731,20.77261945,20.98728939,21,20.81977879,20.68965517,20.73859301,21.94447934,20.86413326,19.90973789,19.1631556,18.53095616,17.6586173,16.42347097,14.99691024,13.65605704
Nigeria,17.09472982,17.80828782,17.8865446,17.92149292,17.94550018,18.46348403,18.98741017,19.05088595,18.44634111,17.83565677,17.33947309,16.9858156,16.45472304,15.30754339,13.95980893,12.7668433,11.883019,11.20546066,10.55193314,9.848512212,9.154494112
Norway,10.14223871,9.149560117,8.856502242,8.625336927,8.761016071,7.943690297,6.617283951,6.319883325,6.863679695,7.228915663,6.894997747,6.391304348,6.332781457,6.013540422,5.973025048,5.974607916,5.918663762,5.752840909,5.617585485,5.559368566,5.54428668
Oman,17.31601732,18.97233202,19.42446043,19.68253968,20.10869565,19.65442765,18.72,18.06060606,16,12.72443404,11.58273381,10.0269179,9.407452657,9.411764706,9.00621118,8.397683398,7.730786721,7.167530225,6.760680216,6.52,6.305955625
Pakistan,12.58539149,13.50267927,14.21197393,15.07692308,16.35635878,17.06605874,16.90997007,16.89391873,17.29197129,15.81479343,14.4472329,13.71230024,13.2265119,12.67507069,11.63884256,10.62434832,9.791895655,9.188537614,8.700948011,8.194197533,7.643933201
Panama,16.09977324,16.56686627,17.07317073,17.29323308,16.92708333,15.77142857,13.9979859,13.04347826,12.59198692,11.69504071,11.34989926,10.73619632,9.966024915,9.20084122,8.637709773,8.154706431,7.726465364,7.246376812,6.806930693,6.433453961,6.190851735
Papua New Guinea,14.94736842,16.16766467,16.41929499,19.86359761,16.78108314,16.96185286,15.61949501,15.80052493,15.76239476,15.9288374,16.12668365,15.29562982,14.39588689,13.43589744,12.44765007,11.73968524,11.05232216,10.34043328,9.635061392,9.003060074,8.439270945
Paraguay,18.97506925,19.66019417,19.0628328,18.49442379,17.66129032,15.96877218,16.12903226,16.50641026,15.59590317,14.45634267,13.37767923,12.42464836,11.56796563,10.79931973,10.03167899,9.289617486,8.660861379,8.11965812,7.697297297,7.305840486,6.988590057
Peru,16.93548387,17.6510989,17.85642871,17.99930772,17.29063299,16.55542468,15.89085072,14.55934794,13.83348582,12.83907472,11.73449835,10.896196,10.20836152,9.352195622,8.661560904,8.092452065,7.602046491,7.156298726,6.763689666,6.42131198,6.143327425
Philippines,18.22660099,19.16012762,18.70620344,18.18926928,17.57417672,16.88146155,16.46462147,15.73163262,15.23313429,14.484577,13.38542465,12.37668578,11.81598371,11.01638705,10.31463154,9.626871986,8.970677387,8.40167973,7.902912058,7.431978502,6.988911236
Poland,12.68069997,13.76971729,12.51830672,9.527553896,8.226172466,8.90083993,9.571890145,9.673685371,8.14667241,6.777044293,5.521274883,4.943151056,5.185669884,5.23188645,5.012767847,4.606190449,4.258756997,4.154795821,4.288248608,4.450195682,4.506913645
Portugal,11.17705242,10.93674553,10.89365716,11.25874126,10.18384132,9.826187717,8.812260536,7.593627147,5.944710039,5.830059955,5.571312804,5.564263323,5.177059276,4.880382775,4.602991945,4.414883362,4.410336118,4.511573166,4.569839062,4.563812601,4.567901235
Puerto Rico,16.57706093,16.04278075,15.50985433,14.36464088,12.16216216,11.55184412,11.13256113,10.06060606,9.011117613,9.070548712,8.26536161,7.085775173,6.837160752,6.714505382,6.477732794,6.215538847,5.929247633,5.674464908,5.538922156,5.519317612,5.451792024
Qatar,18.18181818,15.78947368,16,11.62790698,11.42857143,9.734513274,9.589041096,8.26446281,8.333333333,7.492795389,7.196029777,4.783950617,3.9543058,3.728251864,3.888024883,3.460972018,3.291316527,3.219315895,3.221649485,3.300124533,3.333333333
Reunion,17.64705882,20,17.68292683,16.93121693,17.04035874,13.13559322,11.69354839,11.85185185,10.84745763,10.18518519,9.659090909,9.685863874,9.31372549,8.584686775,8.149779736,7.659574468,7.36196319,6.972111554,6.822612086,6.525911708,6.273764259
Romania,10.52497776,11.1778563,10.32179045,7.931737684,10.48662779,9.443701013,9.375570568,7.855550602,8.043668122,5.671400324,5.399907536,5.217721279,5.253957463,5.09768918,4.891634596,4.593895499,4.421119593,4.42506812,4.53474015,4.606481481,4.621094218
Russia,11.75416307,13.28513793,12.82118413,10.79754816,8.029578224,8.363482285,8.494951867,8.92765983,8.501919137,5.926894451,4.836450643,5.406463661,6.007497802,6.276453466,6.004848835,5.473144098,5.13015551,5.269829143,5.678424122,5.945788929,5.938704417
Rwanda,19.36389149,19.51020408,20,20.22756005,20.37533512,20.37631941,20.06420546,22.25992535,20.68168689,17.30621642,17.09803922,17.32319742,17.3790889,17.11332983,15.56486654,13.84034671,12.65274949,12.05268679,11.61145063,10.97318769,10.12905023
Saint Lucia,15,16.66666667,19.04761905,19.14893617,19.60784314,16.98113208,14.03508772,12.90322581,13.23529412,12.67605634,10.38961039,8.641975309,9.411764706,7.954545455,7.52688172,7.446808511,7.142857143,7,6.603773585,5.769230769,5.769230769
Saint Vincent and the Grenadines,22.58064516,21.21212121,21.62162162,23.07692308,19.04761905,17.77777778,14.28571429,13.46153846,12.96296296,11.76470588,11.11111111,9.433962264,8.928571429,7.272727273,7.272727273,7.547169811,7.272727273,7.01754386,6.779661017,6.779661017,6.666666667
Samoa,19.04761905,21.73913043,20,20.3125,17.80821918,15.78947368,15.18987342,16.04938272,13.95348837,14.94252874,15.55555556,13.97849462,11.82795699,10.63829787,10.30927835,11.57894737,10.89108911,9.803921569,8,6.930693069,6.862745098
Sao Tome and Principe,15.15151515,15.15151515,14.70588235,18.18181818,20,20,20.40816327,19.23076923,15.78947368,16.12903226,15.94202899,15.58441558,14.63414634,13.33333333,12.37113402,11.32075472,10.43478261,9.756097561,9.022556391,8.571428571,8.053691275
Saudi Arabia,17.23076923,17.50823271,17.82945736,18.26371826,18.10490694,17.51115778,17.56313862,15.46029515,14.90917147,13.75723678,12.13752388,11.01402621,10.11635198,9.609743655,9.055071782,8.411932441,7.732438017,7.0799508,6.582122746,6.458552662,6.337056651
Senegal,17.13576159,16.38376384,17.6092545,18.09576837,18.71455577,18.94609815,19.17952314,18.88346553,18.54497354,18.33526012,17.67451299,17.12194251,16.93080182,15.70018078,14.24647272,13.01983003,12.11901306,11.43320301,10.75373332,9.996698035,9.244416777
Serbia,11.65494035,11.64305949,9.841780638,9.620318112,8.665511265,9.037142181,8.726042841,8.565217391,7.872026942,6.97766357,6.251244276,6.300020521,6.005328961,5.916187346,5.81443299,5.621240407,5.519548401,5.522765599,5.496378355,5.433376455,5.351681957
Sierra Leone,16.28151261,14.41176471,14.88203267,15.3394803,15.79352851,16.33941094,16.89785624,16.93091733,16.72544081,16.41636458,16.98389458,17.73478436,17.29349736,16.50031192,15.44466128,14.55457967,13.71480472,12.94993794,12.19188472,11.47254285,10.78447296
Singapore,16.03773585,17.73255814,18.0974478,15.08264463,11.39359699,10.00862813,8.198051948,8.043478261,7.778510218,8.841985168,7.008884501,5.170004658,4.195804196,4.022082019,4.296125815,4.56928839,4.496866937,4.08839779,3.689899366,3.651578547,3.928432517
Slovak Republic,11.53388823,13.57490535,12.10474308,10.30444965,8.732646664,9.841677364,10.05312628,9.188118812,8.13229572,7.05251054,5.625717566,5.091883614,5.335365854,5.426944972,5.189393939,4.805491991,4.447022428,4.332414336,4.497991968,4.681724846,4.74789916
Slovenia,10.62322946,10.64120055,9.296148738,9.195402299,8.53960396,8.540925267,8.607021518,7.590759076,6.538049303,5.241090147,4.860392968,4.717948718,5.060728745,5.194805195,4.96031746,4.568023833,4.4,4.448938322,4.698672114,4.953560372,5.109489051
Solomon Islands,14,15.78947368,17.74193548,17.80821918,16.27906977,20.19230769,19.16666667,17.73049645,17.28395062,16.4021164,15.74074074,14.69387755,14.07942238,12.58064516,11.69590643,10.93333333,10.34482759,9.523809524,8.993576017,8.266129032,7.915057915
Somalia,17.36420303,18.8,18.80832735,18.76196554,19.02082161,19.1740413,19.3081761,17.21285396,18.06194419,17.80397022,18.37069437,18.55520657,18.07410599,17.51454853,16.75702316,16.15140133,15.42784163,14.50034145,13.43375346,12.43127388,11.60027355
South Africa,15.34624413,16.76210307,16.74905162,16.3874505,16.39885735,16.27743498,15.6617342,15.0372269,14.11285887,12.50674648,11.59269166,11.16135576,10.43247801,10.10500744,9.547372459,9.070133373,8.685437392,8.354412084,8.024426827,7.648183556,7.373012523
Spain,10.3415139,10.13141162,10.41412911,10.10419347,10.03638569,9.667621777,8.720456398,6.849533107,5.561103811,5.096168801,4.852941176,5.310361105,5.68451183,5.622918624,5.173269374,4.701862849,4.539788492,4.701994665,4.981295531,5.086136177,4.996300479
Sri Lanka,14.60649177,14.84570475,15.63449848,14.61022199,13.96033468,12.9566695,12.6659724,11.84066269,10.28080229,9.652762612,8.617555864,9.226467847,9.031165986,8.464282271,7.644394111,6.900737697,6.577967994,6.534487573,6.435319428,6.226415094,5.893045059
Sudan,18.17586734,17.95419255,18.11631498,18.16941961,18.35594573,18.44238895,18.27998833,17.90092777,17.32422305,16.89341673,16.22914413,14.96560222,13.88045977,12.84888316,12.0062232,11.27682666,10.57770545,9.875301076,9.222797927,8.649240454,8.159681267
Suriname,17.75700935,19.04761905,20.68965517,20.12195122,17.11229947,15.93406593,12.5,13.61256545,11.5942029,10.85972851,11.11111111,10.44176707,9.541984733,8.759124088,8.450704225,7.958477509,7.666666667,7.260726073,6.51465798,6.148867314,6.188925081
Swaziland,18.04511278,18.24324324,18.34319527,19.2513369,20.47619048,20.64777328,20.62937063,21.02102102,20.58823529,18.1425486,15.41425819,14.59854015,13.79897785,13.38582677,12.70072993,11.78082192,10.9375,10.25,9.867629362,9.557109557,9.070294785
Sweden,8.903521328,7.628524046,6.943699732,7.381507382,7.445219124,6.918547596,6.069434329,5.310378274,6.715535588,6.990602796,5.389358301,5.611222445,6.046814044,5.927180356,5.974777755,5.912127961,5.660753438,5.495371282,5.56745182,5.671986157,5.695842035
Switzerland,9.504862953,8.76757651,8.798449612,9.218366632,8.479629016,7.059585492,5.916775033,5.994291151,6.074481074,6.286379511,5.756625819,5.138774389,5.070118662,5.015923567,5.176470588,5.30517641,5.340793489,5.317540323,5.354015512,5.492047714,5.715693521
Syria,16.40326975,18.60691671,18.93265565,19.15513474,19.33085502,19.6170994,20.17271922,20.12116762,18.0854381,15.21237617,13.92389869,13.68486481,13.09628587,12.0453814,10.44233338,9.162825893,8.361785737,7.881294089,7.391757351,7.016375243,6.609041125
Tajikistan,10.93117409,16.2037037,20,20.71486596,17.55355909,17.41176471,16.32548618,17.17305152,18.00227877,16.17596121,14.54898157,13.55356592,12.97250859,12.68929504,11.8635927,10.6216458,9.349936682,8.403869407,7.799767171,7.3565381,7.131072411
Tanzania,19.35138033,18.93283407,19.25415484,19.31263084,19.3451936,19.2781802,19.25958094,18.86127596,18.50646774,17.9216056,17.65192228,17.92836898,17.99688404,17.38846656,16.1142206,14.94331133,13.96441582,13.13184074,12.33283804,11.51746832,10.72487494
Thailand,16.64571042,18.03031572,18.2408075,18.1379225,17.10716775,15.1905909,13.19335896,11.45665361,9.796974099,9.239659981,8.284931149,7.624299181,7.402543132,7.17136116,6.836093661,6.549075871,6.328514526,6.181566182,6.096446279,6.027039782,5.944845663
Timor-Leste,16.36363636,16.59574468,16.53543307,16.72597865,16.55844156,16.76470588,14.18918919,17.91044776,16.05263158,16.97247706,20,16.83168317,17.28187919,17.3541963,16.99029126,15.89473684,14.24606846,12.95379538,12.12797619,11.62634409,11.04294479
Togo,16.97247706,17.348378,17.63942931,18.0952381,18.60687023,19.07131012,19.286754,18.84848485,17.98969072,17.06983113,16.26204239,15.45209177,14.47290054,13.68700265,12.67303103,11.74045139,10.92537313,10.2299908,9.589981129,8.972293814,8.389261745
Tonga,20.83333333,20.68965517,19.44444444,18.60465116,17.64705882,17.39130435,16.32653061,15.2173913,14.28571429,14,14.28571429,14,13.20754717,11.11111111,10.90909091,10.52631579,10,10,10,7.936507937,7.8125
Trinidad and Tobago,16.7192429,16.66666667,17.0263789,16.48106904,13.17991632,12.5748503,12.01478743,13.3105802,12.06030151,8.85668277,7.448494453,7.198748044,7.384615385,7.41301059,7.046476762,6.417910448,6.024096386,5.963302752,5.919003115,6.060606061,5.911330049
Tunisia,16.47727273,16.75365344,18.39511966,18.46999155,17.56597085,16.10995129,15.81039755,15.09027216,13.70423892,11.0421286,8.866065814,7.942891615,7.901802839,7.88510794,7.523675903,7.069169626,6.374567617,5.904238111,5.7658521,5.79297246,5.750748385
Turkey,16.32005968,17.20369171,16.92372112,15.92356688,15.78432438,15.43761285,14.86214142,13.96335583,11.91115192,11.36061696,10.54974604,9.33273723,8.814709596,8.237758053,7.695420356,7.194195202,6.776467459,6.513567231,6.304568958,6.120657218,5.943447075
Turkmenistan,12.31028668,16.1387632,18.71794872,19.2887931,16.62024141,16.20967742,15.63610519,15.85903084,16.27006087,14.45841393,11.25112511,10.92050209,10.35294118,9.859675037,9.062281316,8.022826452,7.221860768,6.973058637,6.885856079,6.703229738,6.453558504
Uganda,18.50699844,19.22290389,19.19311777,19.30705498,19.56104837,19.76744186,19.67916137,19.76917855,19.99319959,20.30875443,20.06894853,19.80211817,19.50744153,18.74466483,17.70250495,16.43518519,15.14057938,13.95430272,12.88366109,11.87740379,10.9025366
Ukraine,9.222118088,11.11237943,11.25230688,10.27821471,8.265196468,8.460259694,8.082221736,8.220816954,7.8722334,6.182954641,4.784836971,4.705665252,5.510457454,6.014150943,5.930449705,5.442919526,5.028743351,5.024455313,5.430045872,5.817109145,5.843446602
United Arab Emirates,16.66666667,17.5,18.18181818,12.94117647,11.97183099,8.943089431,9.829059829,10.05464481,9.918032787,7.783312578,5.984467794,5.501618123,5.00792393,4.781222834,4.267804748,3.913797374,3.846153846,3.896386591,3.884892086,3.766588603,3.616029823
United Kingdom,9.054285017,7.987543477,8.385105457,9.200895058,8.747316206,7.380195197,6.382512864,6.715657742,7.027318476,6.854995924,6.329510996,5.987109905,6.252673841,6.14578675,6.13991411,6.067047249,5.869410086,5.695186385,5.670014347,5.70759508,5.724036514
United States,11.17834355,11.59152443,11.55464463,10.40603461,8.828765724,7.850698284,7.587237221,7.854126745,8.023135815,7.933389043,7.323016506,7.189358435,7.179483909,6.838411763,6.54893518,6.270349635,6.053500087,5.964007839,5.929545056,5.883809543,5.797604583
Uruguay,9.796999117,9.891031014,10.2281668,10.34996277,9.749103943,9.992862241,9.86013986,9.1218516,9.211398277,9.143222506,8.644278607,8.099688474,7.73955774,7.423053712,7.100591716,6.736353078,6.479357798,6.25,6.087936866,5.908835115,5.749718151
Uzbekistan,10.27150801,15.34058386,19.35717738,19.41259304,16.6180758,16.16897305,15.55328914,16.1333482,16.40039448,14.80341279,11.82298011,10.14060828,9.597568037,9.559928933,9.144923792,8.356442965,7.433838834,6.689099031,6.431948955,6.430416713,6.336931123
Vanuatu,19.23076923,17.85714286,18.75,18.42105263,16.66666667,16.98113208,18.33333333,16.66666667,16.88311688,16.09195402,15.46391753,14.54545455,14.4,12.94964029,12.02531646,11.04651163,10.69518717,9.900990099,9.259259259,8.620689655,8.163265306
Venezuela,18.48837209,18.6986734,18.43127103,18.93939394,17.35126174,15.49317618,15.32321382,14.6090535,13.96726579,12.60330579,11.57509158,10.89189994,10.28543982,9.611582371,8.913082491,8.288981995,7.755873616,7.300103842,6.878865591,6.497646136,6.303187653
Vietnam,12.53490081,16.55080214,17.87142601,18.30213551,17.29696799,16.19023633,16.39547018,15.66921311,15.46308139,13.43413865,10.3495705,9.318467641,8.398091343,7.896664656,7.475137667,7.097956529,6.56937088,6.151073791,5.90608683,5.783929314,5.690691231
Virgin Islands (U.S.),16.66666667,14.28571429,17.64705882,21.73913043,13.33333333,20,12.5,14,9.615384615,11.32075472,7.843137255,8,7.547169811,5.882352941,6,6.666666667,6.52173913,4.651162791,5.128205128,5.405405405,5.882352941
West Bank and Gaza,18.96551724,17.56007394,17.51313485,18.38709677,18.29484902,19.0625,18.69281046,17.70491803,18.23956443,18.40120664,18.78901373,17.66858338,16.35472371,15.08487654,13.9668583,13.00569374,12.12446352,11.22994652,10.3693814,9.611031076,8.960092095
Western Sahara,16.66666667,20,17.64705882,15.38461538,16.66666667,17.07317073,13.92405063,16.32653061,14.65517241,13.43283582,12.04819277,10.25641026,9.964412811,9.696969697,8.970976253,8.229426434,7.328605201,6.787330317,6.637168142,6.451612903,6.540084388
"Yemen, Rep.",17.57687012,18.82057716,19.04400607,19.32945604,20.23139462,21.38185954,21.60287081,22.10650422,21.63686161,19.72564461,18.13938341,16.65570072,16.27793182,15.49466192,14.4360243,13.17361926,11.97357139,10.99599392,10.19221793,9.431504145,8.636110596
Zambia,18.95368782,18.04397271,18.57237277,19.16951081,19.6402528,19.58128079,19.44250871,18.49985176,18.18413021,17.9770318,18.40891622,18.43995895,18.02931842,17.11844038,16.0094451,14.86486486,13.79277476,12.88838743,12.1048021,11.34824845,10.61322371
Zimbabwe,16.35036496,19.32457786,19.50828434,19.80018165,19.69171484,19.89596879,20.07732671,19.08223535,17.18900211,15.89140584,14.53650533,14.1392426,14.22033344,13.50247886,12.79781278,11.6678683,10.4437472,9.584429248,9.077366173,8.658823529,8.142562169
