Male 20-39 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Malawi,27.08933718,27.70847012,27.35849057,27.40585774,27.40229885,26.42548171,25.62313061,25.1342946,26.99677072,26.3367917,26.74974394,26.59181563,27.22029988,28.96144417,30.26790063,31.55857561,32.72601476,33.39123185,33.76014199,33.97062252,33.88237836
Malaysia,27.90845518,26.51345291,26.02077797,25.08298755,25.84002922,28.14526589,29.3591224,30.58406183,32.20080584,31.97935583,32.00135169,31.82341651,32.09345003,32.36356472,32.31481481,31.83470106,31.1874508,30.31453362,29.45630455,28.30411156,27.07579413
Maldives,30.23255814,29.78723404,26.92307692,25.86206897,25,27.02702703,27.16049383,26.59574468,24.54545455,26.77165354,29.49640288,34.22818792,38.60759494,40.58823529,39.44444444,35.26315789,30.69306931,27.53623188,26.85185185,27.14932127,26.78571429
Mali,30.43478261,30.2374894,29.48717949,28.84684041,27.84519515,27.02621271,26.57770364,26.08473711,26.18105655,26.68783069,26.8949596,28.18493151,28.99696049,29.57119741,30.0782661,30.5916775,31.55306383,32.55458711,33.32507842,33.56990232,33.15089914
Malta,27.27272727,23.02631579,23.8410596,22.22222222,27.5862069,31.29251701,32.70440252,34.31952663,31.07344633,29.56989247,28.64583333,29.5,30.69306931,30,28.16901408,25.82159624,23.36448598,22.42990654,21.32701422,21.15384615,21.84466019
Martinique,28.57142857,26.05042017,25.17985612,22.14765101,23.75,21.875,27.38853503,30.48780488,32.18390805,32.58426966,30,25.54347826,25.26315789,24.74226804,26.66666667,27.17948718,26.02040816,23.85786802,22.68041237,21.9895288,21.50537634
Mauritania,29.15360502,28.61035422,27.57009346,26.5060241,25.95818815,25.33936652,26.17801047,27.07622298,27.75551102,28.74671341,29.93145468,31.03904699,31.65298945,31.67898627,31.80722892,32.23801066,32.79769262,33.24355521,33.03183792,32.47599451,31.7616241
Mauritius,27.12550607,26.76056338,26.443769,26.25994695,27.42718447,29.31818182,32.0083682,34.38735178,36.24288425,36.5248227,35.90604027,34.19354839,32.03732504,30.90909091,30.17751479,29.54876274,28.69565217,27.05035971,26.47482014,26.30057803,26.19392185
Mayotte,12.5,27.27272727,30.76923077,23.52941176,26.31578947,25,24.13793103,25,26.08695652,29.03225806,29.33333333,29.88505747,31,33.92857143,36,35.50724638,34.89932886,33.33333333,31.76470588,30.76923077,30.68783069
Mexico,26.97158597,26.22072745,25.63002965,25.11396976,24.70560982,25.2305141,26.49577629,27.64119601,29.35600106,31.31773725,32.7712848,33.13964675,32.54874601,31.43133632,30.56952562,29.90012381,29.08263689,27.61107493,25.95548685,24.58443939,23.56226463
"Micronesia, Fed. Sts.",25,26.31578947,27.27272727,25.92592593,25,21.875,26.31578947,26.66666667,30,25.45454545,26.41509434,29.09090909,29.62962963,34.48275862,34.42622951,36.06557377,35.38461538,33.84615385,32.30769231,30.3030303,29.85074627
Moldova,31.47301006,30.86319218,31.90883191,29.61538462,27.36466389,28.80886427,30.55408971,32.53373313,31.73076923,30.40963855,29.14752425,29.33930571,32.13443396,33.7599025,32.31441048,28.85476647,25.46542553,24.0880936,25.10729614,26.21861152,25.11520737
Mongolia,28.30188679,28.22966507,28.05907173,27.8597786,27.84,27.83933518,28.05755396,28.46715328,29.83725136,32.53968254,34.26160338,35.94615994,38.39820359,38.15602837,36.14295347,32.90239173,29.55541641,28.14224402,27.9589372,28.2906492,27.50885478
Montenegro,24.08376963,26.69902913,30.08849558,29.67479675,29.13385827,30.37037037,30.98591549,33.21678322,31.37931034,31.62939297,31.54761905,29.22077922,30.16393443,29.67741935,29.26045016,28.29581994,26.6025641,25.87859425,25.08038585,24.67532468,24.75570033
Morocco,27.53849587,27.55081903,27.5073112,25.67953146,22.01511992,22.18753613,26.65781138,28.42143049,29.73650178,30.58147346,30.62355334,31.97174652,33.15928535,33.49575138,32.81990521,31.00151253,29.70152369,29.04749809,28.8337148,28.56373868,27.59920731
Mozambique,28.88888889,28.6259542,28.28066417,27.85024155,27.4615884,27.16596072,27.34625105,26.33523165,23.21235521,26.12067832,26.76779197,27.12385867,27.97859274,29.17746877,30.53326706,32.33335488,33.62957696,34.35431822,34.52732268,34.06425779,33.57752809
Myanmar,32.96496591,31.33866667,28.53857211,26.16284068,24.71669219,25.66635097,27.4770974,29.21821816,31.09843789,32.62345822,34.19565217,34.82776089,34.72301079,33.72321946,32.29893975,30.76923077,29.76750623,29.1507553,28.77339705,28.01899149,27.05503931
Namibia,29.46058091,28.94736842,28.28282828,27.59643917,27.154047,26.68161435,24.34077079,23.97137746,27.64109986,29.04040404,30.2690583,31.24368049,32.87545788,34.42211055,34.79599692,34.49750535,34.04397069,33.24937028,32.99278846,32.79724296,32.20620843
Nepal,30.49976646,30.38519475,30.02181241,29.63968858,28.55973813,28.15052509,27.76482776,27.35772827,27.55070524,27.41875923,28.1578084,29.50129294,31.38405504,33.29404467,34.57065933,34.70115493,33.74563591,32.39788699,31.12499438,30.28108295,29.82719134
Netherlands,29.26587302,27.95518207,27.13435969,27.03407794,29.28703135,30.9138995,32.80649295,34.43560765,34.10443723,33.06715539,30.59824717,27.61184781,25.3662671,24.57455671,24.81520591,25.16809645,24.87636573,24.2924258,23.95367504,23.76841621,24.02357291
Netherlands Antilles,31.48148148,28.33333333,25.75757576,24.65753425,27.84810127,30.48780488,31.3253012,31.81818182,34.40860215,31.86813187,28.57142857,25.84269663,25.53191489,23.15789474,23.46938776,19.3877551,19.79166667,19.79166667,21.05263158,20.65217391,20.68965517
New Caledonia,29.41176471,30.55555556,29.26829268,28.26086957,30.18867925,29.85074627,30.1369863,30.37974684,31.39534884,32,31.81818182,31.03448276,30.70866142,30.14705882,30.76923077,29.60526316,29.11392405,27.77777778,26.78571429,25.43352601,25.28089888
New Zealand,29.0625,27.69516729,26.17449664,25.72078907,26.06534091,28.54356307,29.94241843,32.51382913,32.19628965,31.72072567,29.17981073,27.5147929,27.01176471,27.45274527,27.58322525,27.0033389,26.32644795,25.53444181,25.2909232,25.06676841,24.66216216
Nicaragua,27.95031056,27.23631509,26.32768362,25.70320078,24.66666667,25.28571429,26.2737876,26.41509434,27.20659554,27.83283068,28.85826772,30.51348356,31.75980562,33.33333333,33.7780473,32.88340034,32.07909915,30.89171975,29.87348309,29.18672409,28.15875408
Niger,27.59515571,27.6169265,26.96485623,27.09466812,26.44742937,25.79239303,25.55066079,22.70174401,24.51282051,23.31381479,24.39201452,23.11918205,23.150358,23.38365435,23.84134699,24.74938254,26.37684699,27.72635607,28.89963188,30.10968639,31.06130386
Nigeria,28.42450523,28.3609761,28.18390391,27.95608108,27.49731086,27.2937085,27.32479602,26.52646022,26.37582922,26.68532689,27.54548663,28.52056738,29.38937551,30.15430946,30.88659199,31.82153671,32.92434972,33.68006793,33.80934888,33.3244237,32.47633051
Norway,31.23067409,28.50439883,25.22421525,24.25876011,25.71280456,27.702363,29.97530864,31.25911522,31.41086749,31.04726599,29.65299685,27.69565217,26.53145695,26.12504978,26.20423892,26.02688574,25.56281772,24.68039773,24.21493371,24.19354839,24.20554429
Oman,28.13852814,26.08695652,24.46043165,23.80952381,25,28.94168467,33.76,34.42424242,34.53658537,38.0952381,40.14388489,36.9448183,38.30177153,38.1512605,36.80124224,33.3011583,30.87767167,30.18134715,29.03359602,28.2,27.28688206
Pakistan,26.76913645,26.65766761,26.79627746,26.94017094,26.39638547,25.99671297,25.87151738,26.47746309,27.10853383,27.37244105,28.35856011,29.60059898,31.29888973,32.15815704,32.45620068,32.36279187,31.85242178,31.76264314,31.59241334,31.09188767,30.25458367
Panama,28.3446712,26.74650699,25.78397213,25.56390977,25.91145833,26.74285714,28.19738167,29.98188406,31.64349959,32.93856403,33.04231028,32.39263804,31.54020385,30.65194532,30.35538006,30.24231128,29.79573712,29.41176471,28.79537954,28.0659429,27.52365931
Papua New Guinea,30.10526316,30.23952096,29.87012987,27.70673487,28.83295195,28.88283379,27.42219612,28.97637795,30.0748363,30.61646669,30.36039316,29.94858612,29.87717795,30.33333333,31.68915775,32.79455551,33.60768176,33.843073,33.39017735,32.90384925,32.33266963
Paraguay,26.17728532,24.63592233,23.7486688,23.42007435,24.11290323,26.40170334,27.91563275,28.95299145,29.51582868,28.87149918,28.8248337,29.83924983,31.32862841,32.70975057,33.28933474,32.91107799,32.24288068,31.53396311,30.72432432,29.87230479,28.95273024
Peru,27.41935484,27.38095238,27.33453309,26.92973347,26.83806946,27.23465515,27.95230452,29.3326541,30.44830741,31.41121651,32.35992949,32.56680278,32.70193479,32.79349635,32.45805981,32.10913514,31.36469803,30.27582128,29.15401529,28.0925983,27.08027349
Philippines,26.21896049,25.68767785,25.72102973,26.19002585,26.93185523,27.85252325,28.76876134,29.77696105,30.43768263,30.44624631,30.76196313,31.22954435,31.83804191,32.44830277,32.50710137,32.1651578,31.6821416,31.01284053,30.4285341,29.88747061,29.136544
Poland,30.36604954,29.95504077,30.43447939,28.54334578,29.21709531,31.22243036,33.04869605,33.86065483,31.78440663,30.1213799,29.57557547,31.40227396,32.84802879,32.23854321,29.57144443,25.89502171,23.61359571,22.57241216,22.5790665,22.72440348,22.12366293
Portugal,30.78635015,31.2409464,29.66281537,28.18181818,26.02805999,26.25724218,27.28820775,29.48479205,29.7027645,30.80421749,31.38168558,30.9169279,29.40723634,26.98564593,24.6260069,23.34682861,22.88711871,22.57748137,22.09417842,21.32471729,20.88477366
Puerto Rico,26.97132616,24.68805704,22.19365895,24.94080505,25.15015015,28.74043145,28.18532819,28.84848485,29.25687537,29.00335946,28.98314301,29.03569526,28.86221294,28.75448488,28.2388664,26.86716792,25.90931739,25.03733201,24.35129741,24.38534872,24.12922766
Qatar,36.36363636,36.84210526,40,46.51162791,45.71428571,46.90265487,48.63013699,55.37190083,49.67948718,48.99135447,42.9280397,55.24691358,58.69947276,51.53272577,50.46656299,44.47717231,39.21568627,36.68678739,35.69587629,34.93150685,34.3030303
Reunion,30.25210084,28.57142857,25.6097561,24.86772487,24.21524664,25.42372881,27.82258065,32.22222222,33.89830508,34.25925926,33.52272727,30.89005236,29.41176471,29.46635731,29.73568282,29.78723404,29.03885481,28.88446215,28.65497076,28.02303263,27.37642586
Romania,30.64700648,30.83627797,33.21456408,32.02747666,29.91152222,29.48766966,28.94832938,28.80071333,30.17467249,30.10066511,31.41932501,33.17522057,33.03874915,30.94317168,27.89143204,26.01138127,23.49448685,23.29155313,23.10023572,22.73148148,22.11181611
Russia,31.53273742,31.85402118,35.5331563,34.10055359,31.96840049,32.9536195,32.9592236,35.38932765,33.59499004,32.15609644,31.16045636,32.21137918,34.47754516,33.28613012,30.55087263,27.39038911,24.71602434,25.2656619,26.69783815,26.87678147,25.95612215
Rwanda,27.12815716,27.18367347,26.94736842,26.54867257,26.16621984,25.74575493,25.40128411,26.73905667,26.920855,25.7866462,25.64705882,28.47270214,31.52719245,31.77439131,31.40906269,30.63050468,30.49898167,32.10164355,33.18323148,33.21747766,32.53179835
Saint Lucia,32.5,30.95238095,21.42857143,19.14893617,17.64705882,20.75471698,24.56140351,25.80645161,29.41176471,29.57746479,31.16883117,33.33333333,32.94117647,34.09090909,33.33333333,31.91489362,29.59183673,28,26.41509434,26.92307692,26.92307692
Saint Vincent and the Grenadines,19.35483871,18.18181818,21.62162162,17.94871795,19.04761905,20,24.48979592,26.92307692,29.62962963,33.33333333,33.33333333,33.96226415,32.14285714,30.90909091,32.72727273,30.18867925,29.09090909,28.07017544,27.11864407,27.11864407,26.66666667
Samoa,26.19047619,26.08695652,27.27272727,26.5625,27.39726027,30.26315789,31.64556962,33.33333333,29.06976744,31.03448276,30,26.88172043,27.95698925,30.85106383,34.02061856,36.84210526,35.64356436,33.33333333,30,28.71287129,29.41176471
Sao Tome and Principe,45.45454545,45.45454545,47.05882353,36.36363636,20,20,22.44897959,21.15384615,24.56140351,25.80645161,27.53623188,29.87012987,31.70731707,33.33333333,34.02061856,34.90566038,34.7826087,33.33333333,32.33082707,32.14285714,30.20134228
Saudi Arabia,27.44615385,27.38748628,27.22868217,27.51842752,27.98646362,29.53531111,33.14054367,37.84961349,38.02614089,36.60092238,38.42681021,38.27699854,36.10395039,34.79148068,33.48434926,33.18710243,32.60330579,31.96063961,31.58093976,31.02485467,30.39473099
Senegal,28.47682119,29.44649446,29.62724936,29.34298441,28.6389414,27.0313757,25.31556802,24.43563148,24.86772487,25.91907514,27.29301948,28.67345117,29.62498039,30.53817272,31.35222874,32.19263456,33.35061165,33.95632688,34.00194398,33.55621595,32.61224807
Serbia,29.06087489,31.38810198,33.65513543,31.8368394,30.99777173,30.82564467,30.41713641,30.93478261,30.35150495,28.9385254,29.04638662,29.67371229,30.17011683,29.60147905,28.16494845,26.84090438,25.52791135,24.83136594,24.69109501,24.23458387,23.96242901
Sierra Leone,29.72689076,30.09803922,30.30852995,30.42749371,30.20030817,28.75175316,27.49054224,26.55719139,26.34760705,27.44691869,28.64812103,29.30270052,29.42003515,29.13287586,29.35600781,30.4642409,31.76657584,33.07819611,33.73151308,33.64812872,33.32791944
Singapore,33.01886792,30.66860465,28.77030162,26.34297521,27.96610169,31.8377912,37.17532468,41.01449275,42.12261042,38.22019395,32.87265548,28.50489054,26.32661456,26.73501577,27.15765247,26.06741573,23.70070033,20.36832413,18.6731271,18.94256371,20.14780241
Slovak Republic,29.01307967,27.52839373,28.7055336,27.68149883,27.40707568,29.95293111,31.46710257,32.71287129,31.86770428,31.08470678,31.95560658,33.15467075,34.10823171,32.97912713,29.54545455,26.23951182,23.97525135,22.88302481,22.93172691,23.16221766,22.73109244
Slovenia,27.33711048,28.51296044,31.34130146,31.67305236,32.17821782,32.26571767,31.82332956,32.67326733,32.58306538,31.76100629,31.54084798,30.76923077,29.95951417,28.07192807,25.09920635,22.84011917,21.8,21.9413549,22.36976507,22.80701754,22.31491137
Solomon Islands,28,28.07017544,27.41935484,27.39726027,25.58139535,24.03846154,25,24.11347518,25.30864198,28.04232804,29.62962963,31.42857143,32.1299639,32.25806452,32.74853801,33.06666667,33.25123153,32.65306122,32.11991435,31.25,30.5019305
Somalia,29.38557435,28.08,27.2074659,26.22846203,25.71750141,26.05703048,26.25786164,27.29875915,27.93621588,28.41191067,29.03225806,27.95361198,27.53123654,27.12596208,27.20551996,28.4021959,29.29757344,30.28681994,31.01752229,31.63731246,32.24482818
South Africa,30.22300469,29.2686101,28.07219221,27.55609707,27.64684878,28.46988987,29.3043839,30.12937874,30.84369156,32.04945783,32.97365916,34.09686417,35.30899892,35.4204216,35.10548523,34.72201409,34.26819867,34.19455084,34.02256982,33.52807875,32.91824961
Spain,31.46067416,31.65889501,30.88374611,29.17417031,27.5560946,26.75071633,27.55772888,29.27101019,30.90144547,32.68702369,33.63590264,33.63700732,31.16418444,27.65775766,23.85245224,21.8172944,21.62531666,22.13242027,22.66981689,22.47353412,21.82717396
Sri Lanka,27.4344153,28.21100917,27.88753799,27.77490965,28.52494577,29.43925234,30.74720125,31.41673773,32.22922636,32.7145665,32.51363199,30.81702392,30.07069601,29.99132363,28.69007173,27.25744701,26.91663565,27.42250768,28.03292489,26.93396226,25.45680666
Sudan,27.4056295,27.48447205,27.46611769,27.47385968,27.49401437,27.28103232,27.17190388,27.17031146,27.44104034,28.00309498,28.62023803,29.53075264,30.53333333,31.62929995,32.63765036,33.09876414,33.16517494,32.76014513,32.07253886,31.48761462,30.93234778
Suriname,27.10280374,26.19047619,24.13793103,23.17073171,21.39037433,22.52747253,27.17391304,30.89005236,34.29951691,35.29411765,34.18803419,32.53012048,31.67938931,30.65693431,31.33802817,31.14186851,30,29.7029703,28.99022801,27.50809061,27.36156352
Swaziland,28.57142857,27.7027027,26.62721893,24.59893048,23.33333333,22.26720648,21.67832168,21.32132132,22.79411765,23.32613391,25.04816956,27.73722628,31.68654174,35.59055118,37.37226277,36.98630137,35.67708333,34.625,34.53670277,34.73193473,34.46712018
Sweden,29.91697681,27.58430072,25.68364611,26.18492618,28.1623506,29.09715407,30.03156106,29.46168768,28.80113502,28.39789136,27.63187942,26.67557337,26.18118769,26.27011008,25.47033285,25.00506175,24.43691449,23.65570219,24.39166829,24.84137666,24.62502373
Switzerland,29.53138815,29.07361456,28.8372093,29.68804767,30.93739649,30.82901554,31.0793238,31.93783698,32.38705739,31.83934808,29.60957538,27.97471833,26.29449838,26.00849257,26.06535948,25.52150399,24.8474059,24.09274194,23.86790093,24.20477137,24.53806356
Syria,27.84741144,26.98490015,26.55654384,25.52804079,24.87608426,24.99344348,24.68999114,25.13310079,26.05238541,27.9549464,30.3925099,33.63721123,35.80355571,34.55101384,33.03399139,31.97358465,31.90105005,32.35222574,32.18916416,31.00749376,29.10984645
Tajikistan,26.85560054,28.93518519,30.73891626,27.86352559,23.35867312,23.52941176,24.36028659,27.78511669,28.67451576,29.16522342,29.033301,28.1259648,30.72737686,33.28981723,34.94236311,34.90608229,33.55846349,32.86981056,32.69305394,32.51175917,31.58570119
Tanzania,27.49932994,27.40463375,27.21929469,26.9713887,26.86500224,26.59804295,26.52263598,26.64132047,26.84707563,27.28987069,27.81550818,28.29683071,28.59559314,28.52261384,28.57525891,29.23832924,30.44981786,31.87160189,32.8875681,33.28341445,33.13324238
Thailand,28.29093723,28.25558998,28.2480173,27.21307416,26.37645419,27.02753767,28.53280385,31.8052676,34.45062538,35.52061284,33.42687463,33.3251186,32.06077249,30.96909499,29.74014849,28.53405351,27.65661124,26.96049896,26.70138216,26.47899836,26.14114826
Timor-Leste,30.90909091,30.21276596,29.92125984,29.53736655,28.57142857,28.52941176,30.74324324,31.34328358,31.05263158,31.42201835,22.40963855,25.14851485,27.18120805,28.44950213,29.97572816,29.36842105,29.6947271,30.69306931,31.8452381,33.19892473,33.49693252
Togo,27.82874618,27.36248237,27.23735409,27.02380952,26.71755725,26.3681592,25.90975255,25.87878788,26.28865979,27.20219078,28.477842,29.89203779,31.08993448,31.88328912,32.33890215,32.63888889,32.75621891,32.80588776,32.57848688,32.05541237,31.43685174
Tonga,25,27.5862069,27.77777778,27.90697674,27.45098039,23.91304348,22.44897959,26.08695652,26.53061224,28,28.57142857,30,28.30188679,27.77777778,29.09090909,31.57894737,35,35,33.33333333,31.74603175,28.125
Trinidad and Tobago,28.70662461,26.38888889,25.17985612,25.38975501,24.26778243,27.74451098,31.05360444,33.44709898,32.83082077,33.33333333,34.07290016,35.52425665,36.92307692,35.85476551,32.98350825,28.65671642,25.45180723,25.0764526,25.54517134,25.67783094,25.28735632
Tunisia,29.14772727,27.92275574,26.513374,24.00676247,21.38637259,23.06889353,24.9235474,27.9170035,30.03371869,30.44345898,31.98490882,34.32535693,36.30609896,36.24222466,33.77762189,30.52595975,27.63959809,26.17275962,26.01820795,26.16334283,25.69717977
Turkey,27.14725357,27.59067358,28.45976691,27.69475747,26.45939776,26.36130381,27.43878907,29.06075217,30.83197966,32.68850653,34.09023006,34.96423382,34.50652357,33.55190984,32.3740836,30.731551,29.85901756,28.76987556,27.67652793,26.94928718,26.16609312
Turkmenistan,26.306914,27.45098039,29.74358974,27.37068966,24.79108635,25.08064516,26.72352523,30.0188798,31.21195351,31.57640232,32.13321332,32.88702929,34.90196078,36.18906942,35.26941917,34.20610943,32.43331165,30.93502377,30.70719603,29.73796466,28.34740651
Uganda,28.73250389,28.73210634,27.14328093,26.33693196,25.6552312,25.34145441,25.77827192,25.89273591,25.87555253,25.57292166,25.94599031,26.79765886,27.39192062,27.92869696,28.52285444,29.28240741,30.39270365,31.53870845,32.62530522,33.3866845,33.66597793
Ukraine,30.65292096,30.23800011,34.79040337,33.72984664,30.83679858,31.20815923,29.9409578,31.46897966,30.7008719,30.36996368,30.19351418,31.47720982,33.40177633,32.9009434,30.31343058,26.632356,24.01010047,23.80502446,25.13188073,26.05899705,25.55218447
United Arab Emirates,27.77777778,25,27.27272727,40,44.36619718,55.28455285,58.68945869,52.24043716,48.19672131,50.1867995,51.98720877,56.70622078,56.5451664,49.17415242,43.34489197,41.41689373,41.45041705,39.92163692,38.58170606,37.54879001,36.73811743
United Kingdom,30.29624807,28.09188708,27.44648016,26.60901885,26.77130377,27.52860328,28.86910192,30.59880675,30.64701653,30.2910006,29.026524,27.78833107,27.10698654,27.40049831,27.52225058,26.94643508,26.34693149,25.86624631,25.92539455,26.18778919,25.99816875
United States,30.83558499,28.14596822,26.03400785,25.14080068,26.32285556,29.74419491,33.17771138,34.93530499,34.0869273,32.1363236,30.00331965,28.50534023,28.00170925,28.07060182,27.87326894,27.47880275,27.13164409,26.67561101,26.4603304,26.14436887,25.62104793
Uruguay,30.71491615,30.6789606,30.60582219,29.6351452,28.45878136,26.90935046,26.99300699,27.77399592,28.03180915,28.96419437,29.78855721,29.09657321,29.2997543,29.3904647,29.17159763,29.15214866,28.55504587,27.61363636,26.66290868,25.94259989,25.25366404
Uzbekistan,25.08995747,27.10360618,29.6520058,27.37879702,23.61516035,24.2971595,25.98164202,29.72460698,30.52268245,30.92620283,31.2545676,32.17178664,34.74232774,36.50403171,36.29553087,34.44259567,31.73357122,29.65713291,29.07195351,28.93406717,28.33537332
Vanuatu,26.92307692,28.57142857,28.125,26.31578947,29.16666667,28.30188679,25,26.38888889,27.27272727,28.73563218,27.83505155,28.18181818,29.6,31.65467626,32.27848101,33.13953488,32.62032086,32.17821782,32.40740741,31.46551724,30.6122449
Venezuela,28.56589147,28.04801011,27.2586073,26.03896104,25.80585743,27.80707196,29.88746401,31.40146319,31.7903404,31.5756378,31.89255189,31.85675998,32.13256484,32.27884431,31.79398217,31.19691994,30.43478261,29.8701973,29.34077538,28.69752844,27.90999567
Vietnam,31.55033064,30.23395722,27.70250104,24.703401,22.81737663,23.48570709,24.12940131,27.50505293,29.84683532,30.61327927,33.39215737,33.01731644,33.09475119,33.78436611,33.15320128,32.2344178,29.99657051,27.27205172,26.10362581,25.54613953,25.05127559
Virgin Islands (U.S.),33.33333333,28.57142857,23.52941176,30.43478261,36.66666667,27.5,27.08333333,28,26.92307692,28.30188679,25.49019608,22,22.64150943,23.52941176,28,26.66666667,26.08695652,27.90697674,25.64102564,24.32432432,23.52941176
West Bank and Gaza,22.03065134,24.39926063,26.44483363,27.58064516,28.06394316,27.5,23.79084967,26.01092896,27.04174229,28.20512821,27.84019975,27.23470988,27.94117647,28.66512346,30.33479878,31.85495954,32.56437768,33.00923675,32.66577659,32.18769294,31.65771297
Western Sahara,33.33333333,40,35.29411765,38.46153846,35.71428571,26.82926829,35.44303797,35.71428571,35.34482759,34.32835821,36.14457831,37.60683761,37.36654804,36.06060606,34.03693931,30.42394015,28.36879433,27.37556561,27.65486726,28.60215054,28.48101266
"Yemen, Rep.",27.53556677,26.85069009,26.17602428,25.59014711,24.54659162,23.62809212,24.73684211,25.48634309,25.84179153,24.79359837,25.5427703,27.43678917,29.58734301,31.38790036,32.33544185,32.48450327,32.72809805,32.95114426,33.22442398,33.35175681,32.88550752
Zambia,27.44425386,27.36921911,27.23066755,27.1331058,26.88381138,26.3136289,25.81881533,26.26741773,26.80569685,27.38515901,27.76710223,27.86520698,28.48722986,28.90906663,29.79929162,31.00717905,32.27528358,33.44905398,34.09253803,34.27288784,33.97738952
Zimbabwe,28.39416058,27.51719825,26.24265099,25.61307902,24.08477842,24.41482445,24.4683789,26.01090413,27.8023457,27.90938959,28.56439705,30.21332892,33.62209873,38.29104695,39.30477802,37.40687335,35.12998655,33.34034719,32.82351773,32.58352941,31.81614148
