"Drownings, age-adjusted mortality per 100 000",2002,2004
Afghanistan,8.894667,8.38634491
Albania,1.223273,3.537698746
Algeria,3.803705,2.521034479
Andorra,0.7054017,0.6720385551
Angola,19.18674,14.24356651
Antigua and Barbuda,3.499865,6.937599659
Argentina,2.503394,1.649057388
Armenia,2.312726,1.909683466
Australia,1.250547,0.9248843789
Austria,0.9030446,0.8021782637
Azerbaijan,0.4922847,2.814657211
Bahamas,7.378496,7.306895256
Bahrain,0.7915528,0.5715222359
Bangladesh,6.269516,6.356078148
Barbados,3.250342,2.50877285
Belarus,16.80746,10.10032177
Belgium,0.5869388,0.5423049331
Belize,6.4369,15.53486443
Benin,7.249941,3.819323778
Bhutan,6.63132,5.845519543
Bolivia,6.402012,5.98868227
Bosnia and Herzegovina,5.764493,5.684990883
Botswana,7.095198,9.15308857
Brazil,4.259397,4.08928442
Brunei,5.07066,3.739649534
Bulgaria,2.200045,1.787187696
Burkina Faso,9.378786,5.061034679
Burundi,11.82111,18.43715858
Cambodia,7.805635,8.70589447
Cameroon,7.36117,4.424489498
Canada,0.933789,0.7984930873
Cape Verde,0.9686725,1.326069355
Central African Rep.,14.29328,15.47269344
Chad,8.076636,5.207401276
Chile,3.225192,3.090595961
China,9.386707,9.949160576
Colombia,3.103212,3.624592781
Comoros,3.869431,2.127783775
"Congo, Rep.",10.17131,10.05241489
Cook Is,4.252205,3.944647312
Costa Rica,4.226932,3.231229305
Croatia,2.215064,1.46665585
Cuba,2.653442,2.52556324
Cyprus,3.890298,3.306054592
Czech Rep.,1.843231,1.57860148
Cote d'Ivoire,16.71086,25.92507935
"Korea, Dem. Rep.",5.348045,5.169615269
"Congo, Dem. Rep.",17.31894,16.79712296
Denmark,0.7514781,0.8796413541
Djibouti,8.38129,7.340726376
Dominica,9.893225,3.068333864
Dominican Rep.,0.387115,1.131628633
Ecuador,4.331627,4.410489559
Egypt,4.095168,4.288247585
El Salvador,4.976488,4.346722126
Equatorial Guinea,6.9761,4.837332249
Eritrea,9.689598,7.277263165
Estonia,9.421692,5.877384663
Ethiopia,5.008823,4.516382694
Fiji,6.576886,5.708872795
Finland,2.370722,2.229737997
France,0.8292216,1.431174278
Gabon,5.820488,4.326575756
Gambia,6.680369,3.831413269
Georgia,1.186092,0.8425883651
Germany,0.5902155,0.4584970474
Ghana,6.018633,3.77325201
Greece,2.805215,2.509155035
Grenada,12.13399,11.3050518
Guatemala,1.359056,1.338925004
Guinea,7.686021,5.168026447
Guinea-Bissau,6.642478,3.671885252
Guyana,4.712037,5.519557953
Haiti,0.1334468,1.643393636
Honduras,3.571065,3.640043736
Hungary,2.087842,1.628947496
Iceland,0.8430374,0.7221004367
India,6.93401,6.667722225
Indonesia,5.108331,4.779739857
Iran,3.29368,2.719276667
Iraq,5.409573,10.31259346
Ireland,1.425918,1.304066181
Israel,0.2460507,0.5109013915
Italy,0.5035728,0.7025884986
Jamaica,1.653257,2.103786469
Japan,2.678272,2.462170601
Jordan,1.006203,2.490809441
Kazakhstan,9.682122,9.128953934
Kenya,4.384716,4.949559689
Kiribati,0,0
Kuwait,0.6869304,0.7367865443
Kyrgyzstan,8.856569,8.717104912
Laos,10.93498,9.289315224
Latvia,13.6144,8.67931366
Lebanon,3.415046,3.095901012
Lesotho,8.700027,5.534087181
Liberia,12.45724,5.4654603
Libya,2.277858,2.479269743
