Total 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Lebanon,10.18711019,9.243176179,10,11.6811727,12.68412439,12.56391527,12.28007181,11.76470588,11.3353515,10.42979943,9.67399947,9.605488851,9.29193131,7.544612604,6.976237192,6.927138332,6.856084002,6.694983819,6.343806284,5.930348259,5.683624801
Lesotho,11.32332879,11.84713376,12.54396249,12.40641711,12.60911736,12.69565217,12.74131274,12.94915254,13.42072409,13.87921022,13.45338983,12.9258517,12.75779376,12.09044762,11.6599911,11.43847487,11.1440678,10.74104913,10.29110291,9.886547812,9.521896344
Liberia,11.54313487,11.62280702,11.15311909,10.87662338,12.66620014,13.14984709,12.62441069,11.37184116,12.3844732,12.53210067,12.42917847,12.36494598,12.41160693,12.23746249,11.97638995,11.66126003,11.17465224,10.59985886,10.0520156,9.545674239,9.083710407
Libya,11.56462585,11.81172291,11.63825056,11.52897657,11.72932331,11.60243408,12.68754077,13.37662338,13.74570447,14.43938767,10.95736724,9.186085782,9.015892421,9.262363789,9.325886479,8.889980354,7.914513856,6.806400721,6.100996966,6.019681742,6.253182605
Lithuania,9.622126996,8.589889776,8.240374235,8.35016835,9.009869468,8.936685853,7.998828011,7.811618725,7.111952407,7.442116869,7.887967991,6.908665105,5.40872772,4.548346056,4.805491991,5.127345845,5.259539361,5.270604881,5,4.631024096,4.649360713
Luxembourg,6.779661017,6.578947368,6.389776358,7.185628743,7.418397626,7.222222222,7.142857143,5.706521739,5.511811024,5.637254902,5.977011494,6.290672451,6.300813008,5.598455598,5.474452555,5.326460481,5.537459283,5.7187017,5.777777778,5.681818182,5.434782609
"Macao, China",8.421052632,7.262569832,13.29479769,14.90384615,16.07843137,11.85770751,8.300395257,7.213114754,6.182795699,8.232445521,9.2760181,7.186858316,4.744525547,3.514938489,3.924914676,4.15282392,4.091653028,3.915171289,3.425774878,3.161397671,3.367003367
"Macedonia, FYR",10.49633849,9.675036928,11.27063891,11.40350877,10.75063613,9.958258795,9.537088678,8.757525999,8.743455497,8.549618321,7.964161274,7.514734774,6.516413523,5.726872247,5.278592375,5.345757724,5.354486862,5.241935484,5.035971223,4.834471886,4.79267636
Madagascar,10.87968635,10.18029903,10.30968248,12.0055517,12.20406293,12.24163222,12.35471874,12.87452705,12.83597977,11.56924015,12.36006547,12.76825253,12.81084032,12.27409968,11.80363608,11.35823192,10.87921847,10.36495079,9.845295868,9.349177422,8.88415234
Malawi,11.97085357,12.2790404,12.52124646,11.84607646,12.10444789,12.24412434,12.43564994,12.4002202,12.93258546,12.34227129,11.9327305,12.9989015,13.55726942,13.21257918,12.6892925,12.42562732,12.18673978,11.7422785,11.10791275,10.4591536,9.910599557
Malaysia,11.89463351,10.54587025,11.65990908,12.70526316,13.06551184,12.91612272,12.30657465,11.66751722,10.9153179,11.28484024,10.70722695,10.32182563,9.5289271,9.09363246,8.501202411,8.043117745,7.55187663,6.990582776,6.47497225,6.30517024,6.182084058
Maldives,9.87654321,8.888888889,9.278350515,12.8440367,12.5,11.76470588,11.39240506,11.89189189,12.44239631,14.22764228,14.28571429,13.01369863,9.904153355,7.738095238,7.756232687,7.832898172,7.692307692,7.177033493,6.496519722,5.842696629,5.701754386
Mali,11.34286384,11.66161835,11.22307844,10.89395585,11.71499586,11.89754471,12.29291382,12.38228557,12.22414789,12.88227901,13.19391635,12.93322063,12.48874212,12.48582672,12.74679392,12.55643948,12.04318937,11.43329461,10.78060805,10.30970929,9.939844303
Malta,10.28938907,9.872611465,9.841269841,11.47540984,10.49180328,8.881578947,7.142857143,7.848837209,8.100558659,7.671957672,7.216494845,6.467661692,5.882352941,4.807692308,4.491725768,4.694835681,4.672897196,4.705882353,4.513064133,4.295942721,4.086538462
Martinique,10.85972851,10.20408163,11.26760563,13.22580645,12.5,14.24242424,12.5382263,10.29411765,8.077994429,8.130081301,7.8125,7.808564232,6.896551724,6.746987952,6.024096386,5.755395683,5.755395683,5.555555556,5.365853659,5.236907731,5.115089514
Mauritania,12.15384615,11.96236559,11.75785797,11.59274194,12.35857267,12.53776435,12.5819135,12.62857143,12.78309009,12.68722467,12.44239631,12.0308311,11.76820208,11.63538874,11.41809291,10.98604232,10.24410599,9.616507689,9.15904936,8.807752206,8.446057407
Mauritius,12.37322515,12.45614035,12.4430956,13.14741036,13.80145278,15.0055991,12.42236025,11.23152709,10.03787879,9.042553191,8.110367893,8.785942492,7.941403238,7.174887892,6.409322651,6.495360457,6.478873239,6.302521008,6.083916084,5.870020964,5.750350631
Mayotte,6.25,10.52631579,13.04347826,12.90322581,10.81081081,13.04347826,12.72727273,14.08450704,13.04347826,13.00813008,12.83783784,13.2183908,13.13131313,11.71171171,10.12145749,9.454545455,8.940397351,8.588957055,8.092485549,7.356948229,6.753246753
Mexico,11.31538157,11.73042346,11.62490108,12.88993923,13.05696288,12.85950687,13.17226159,13.75701181,12.6398331,11.38159043,10.72540942,10.42722871,9.468851392,8.722334265,7.998830214,7.319742228,6.6267061,6.270639885,6.094762939,5.846684211,5.563611268
"Micronesia, Fed. Sts.",12.5,10.81081081,11.36363636,13.20754717,13.1147541,12.90322581,13.88888889,14.11764706,12.63157895,14.01869159,13.08411215,12.72727273,12.61261261,11.50442478,11.01694915,9.917355372,9.6,9.375,8.461538462,7.8125,7.03125
Moldova,10.67463706,8.149276466,7.395069953,10.28485757,11.54702282,10.36458333,8.310456701,8.34914611,8.617923447,9.403088269,9.756097561,8.275678552,5.704697987,4.909038406,6.009473061,6.316428788,6.124371859,5.510270623,4.942450914,4.919184821,5.301645338
Mongolia,11.5942029,11.89634865,11.86264308,11.98536139,12.13088587,12.30982019,12.32711966,12.40837696,12.21821461,12.1198766,13.23283082,10.89341693,8.781030011,7.500876271,7.82811459,7.719298246,7.478368356,7.099697885,6.413301663,5.88579795,5.77984316
Montenegro,12.0906801,9.836065574,10.92077088,11.63708087,11.17533719,10.38251366,9.185441941,8.695652174,8.873720137,8.520900322,8.194233687,6.891025641,6.88,6.4,5.85443038,6.012658228,5.826771654,5.85443038,5.714285714,5.591054313,5.475040258
Morocco,12.18449855,12.28537596,12.29035865,11.9990995,13.05029393,13.60300491,12.32687688,12.34191407,12.10044742,12.56260899,11.69696129,10.56308005,9.363226484,8.505184667,8.494475138,8.361283507,7.945079858,7.337360135,6.772522632,6.418701991,6.241780951
Mozambique,11.42502328,11.50480562,11.4308135,11.496695,11.7553698,11.91822122,11.88004614,12.29452826,13.69073992,12.32438535,12.18015451,12.10943125,12.44820368,13.20645683,12.74829217,12.1100388,11.54549746,11.11627525,10.74700763,10.30092315,9.791841265
Myanmar,9.779124658,9.122121276,9.718136092,12.21016805,12.0815028,11.77218579,11.78854521,12.10874907,11.65352789,11.54880773,10.39624139,9.477712276,8.555471937,8.33945559,8.119650419,7.821481289,7.323730099,6.810371759,6.432408886,6.203363403,6.073468615
Namibia,10.51546392,11.04868914,11.5,11.85944363,11.93838254,11.94690265,12.52465483,13.54166667,12.93286219,12.41507103,12.55482456,12.63681592,11.61319476,10.94981336,10.67329763,10.22079772,9.896355734,9.496676163,9.035962526,8.540822235,8.163833937
Nepal,12.15850357,12.07129964,10.95975232,11.50243537,11.72315196,11.84486373,11.91314164,12.0799434,12.28015075,12.23291092,12.13671715,12.26581441,12.11309125,11.06701126,9.787632198,9.300307644,9.132285286,8.775026711,8.209977465,7.639094563,7.218029778
Netherlands,8.157010085,8.538740582,10.31089437,9.005857468,8.859400169,9.007097388,8.644942391,7.295189454,6.031830948,5.858363542,6.132964685,6.159220445,6.010928962,5.9943249,5.518609264,5.274383214,5.326323008,5.49200387,5.540686749,5.511720983,5.402609345
Netherlands Antilles,9.90990991,9.836065574,11.85185185,12.32876712,13.37579618,11.37724551,10.73446328,9.392265193,8.465608466,8.376963351,8.287292818,8.108108108,6.965174129,6.829268293,6.220095694,5.660377358,5.238095238,4.87804878,4.455445545,4.545454545,4.663212435
New Caledonia,11.11111111,10.29411765,10.38961039,10.86956522,11.21495327,11.62790698,12.05673759,11.61290323,10.52631579,9.895833333,9.722222222,9.322033898,9.019607843,7.749077491,7.24137931,6.907894737,6.875,6.666666667,6.376811594,5.93220339,5.785123967
New Zealand,7.651991614,8.520599251,9.991568297,9.931506849,10.45728465,10.31462861,9.653858368,9.013137794,7.560543414,7.218453189,7.624709227,7.615571776,6.807620818,6.479625919,6.425358749,6.312086093,6.131885806,5.932036928,5.721440955,5.592417062,5.552439708
Nicaragua,12.36476043,11.92842942,10.76056338,13.57246728,14.0475198,13.04503217,12.79606275,13.20754717,13.53965184,13.62953423,12.94371445,12.84588602,11.51004982,10.27932961,9.910179641,9.423267677,8.828706838,8.165927472,7.592850805,7.131320661,6.740331492
Niger,13.11408851,13.80042463,12.86639926,11.76314392,12.15784672,12.65225933,12.86293045,12.95238095,13.17054656,13.07105235,12.83538796,12.8377347,12.84293984,12.92950392,14.04105112,13.6400146,13.25123607,13.01236174,12.91057274,12.71316624,12.22645917
Nigeria,11.58396947,11.55683609,11.24498881,11.78815829,11.87419201,11.84731105,11.63786163,12.02203119,12.60645784,12.75158671,12.5093117,12.27436311,12.16486898,12.20144376,12.21520199,11.76336172,11.03850837,10.32626575,9.807081393,9.437793385,9.073172757
Norway,6.554364472,7.52845054,8.849804578,8.111737846,7.94428682,7.81328008,8.147785662,7.536720443,6.273584906,5.987611838,6.445138269,6.836316584,6.526662549,6.055191582,6.00230858,5.721207603,5.709624796,5.75323066,5.728172192,5.618169399,5.497646268
Oman,11.67400881,11.92842942,12.21238938,13.08411215,13.00268097,12.41830065,11.62594777,11.3145847,11.82854042,12.15469613,11.49042465,11.08562691,10.53356282,9.099437148,8.586147682,8.641649049,8.372437639,7.927255771,7.367953839,6.866496599,6.520401886
Pakistan,9.764685884,10.60023821,10.41431764,10.71922163,10.90329058,11.20329038,11.93695602,12.13532978,11.85382243,12.36329892,13.06807442,12.13513774,11.28750277,10.79454215,10.56996834,10.37691799,9.746963601,9.062060725,8.482440671,8.080252336,7.776047447
Panama,10.81395349,11.46366428,11.72291297,11.96319018,12.2923588,12.57971014,12.7430911,12.26458429,11.06506424,10.47120419,10.16260163,9.523809524,9.409751925,9.064404983,8.54233921,8.0131209,7.622019166,7.324364723,7.007419621,6.681380417,6.343283582
Papua New Guinea,11.38888889,11.40625,11.68269231,11.9702927,12.4559342,12.42149337,13.25414192,13.25997249,12.12487899,11.93205945,11.77125882,11.88296829,12.20609579,11.74938127,11.27508855,10.75013492,10.1322462,9.723889556,9.317415001,8.869650441,8.407801694
Paraguay,13.1614654,12.82816229,13.10959622,13.78043179,13.39501207,13.28820805,12.8790247,11.60907127,11.75917215,12.45573839,12.11441391,11.51761518,10.88403778,10.27690551,9.714664897,9.224632261,8.69001297,8.160053951,7.704758822,7.319361902,6.994424734
Peru,11.62668764,11.30204129,11.51948444,11.99965117,12.24891988,12.57583751,12.3607825,12.16776771,12.03159442,11.32367069,11.07436745,10.59419457,9.926769731,9.340641728,8.83488945,8.152331306,7.626506693,7.220448998,6.870925684,6.55164493,6.264926968
Philippines,11.88178227,12.01670542,11.9927563,13.0594533,12.99020948,12.89547552,12.67614416,12.31350742,12.19523916,11.94008518,11.84981143,11.509445,10.80370877,10.12139382,9.812913696,9.306728063,8.859589179,8.396736639,7.94199804,7.541304838,7.186108089
Poland,9.357879471,7.331109563,9.811728187,11.07435914,10.57771791,8.154746156,7.089447349,7.666460579,8.47808974,8.751975542,7.621451432,6.455835384,5.234239445,4.68125645,4.917857905,4.999594189,4.849807942,4.506498666,4.195415741,4.108679245,4.254521601
Portugal,9.470553242,8.908246225,9.469525959,8.979773283,9.332872451,9.413834818,8.724144993,8.545218865,8.056112224,6.713816117,5.641928229,5.21475301,5.133699804,5.200222469,4.922448221,4.678744864,4.453441296,4.300256874,4.315992293,4.426165296,4.523215177
Puerto Rico,12.30283912,13.01643714,13.63828886,12.14700193,12.32523915,11.19428377,10.57241164,10.18655611,9.634457353,8.646311808,8.018867925,7.692307692,7.182182182,6.233128834,6.067198453,6.007659167,5.864123957,5.702696254,5.511622334,5.308880309,5.218239454
Qatar,12.5,11.42857143,11.11111111,8.571428571,9.090909091,9.356725146,9.565217391,7.202216066,7.494646681,7.619047619,8.103727715,5.079006772,4.638833665,5.150214592,5.229885057,5.579631636,5.535622758,5.024390244,4.799627213,4.700089526,4.745470233
Reunion,10.08064516,10.58020478,11.9760479,13.91752577,13.88286334,14.28571429,13.24110672,11.05072464,10.08264463,9.939759036,9.392265193,8.789808917,8.224076281,8.35214447,7.939914163,7.518022657,7.249255214,6.929740135,6.672932331,6.457564576,6.215722121
Romania,9.993868792,7.806244996,8.485441113,9.436738125,8.853009431,6.650350638,9.040133327,8.343601479,8.472677125,7.358582073,7.824358511,5.546824443,5.261915998,5.070232827,5.118264795,4.984470494,4.802709221,4.541862058,4.381541131,4.402550906,4.53151224
Russia,11.92187104,6.64087396,8.287325071,9.810094125,10.16465608,8.809374814,6.680706512,7.047414694,7.28603847,8.017616399,8.216292135,5.696644595,4.589397793,5.05794276,5.589199728,5.855151309,5.638415098,5.159185887,4.830245524,4.953903508,5.34720667
Rwanda,12.41315424,12.38938053,12.25761773,12.25,12.6059322,12.74665457,12.54569944,11.60582747,11.96868009,14.88970588,15.11496419,12.04403915,11.54145582,11.75819498,12.13449188,12.46933769,11.78442816,10.74638753,10,9.695237172,9.551197862
Saint Lucia,11.9047619,11.76470588,12.35955056,13.68421053,13.7254902,14.67889908,14.40677966,13.38582677,11.5942029,10.81081081,10.82802548,10.36585366,9.302325581,7.650273224,7.8125,7.575757576,6.896551724,6.730769231,6.572769953,6.046511628,5.99078341
Saint Vincent and the Grenadines,13.23529412,13.51351351,13.75,13.63636364,14.28571429,14.89361702,14.14141414,13.46153846,12.26415094,11.81818182,11.21495327,10.28037383,9.433962264,8.108108108,8.333333333,8.108108108,7.207207207,7.142857143,6.140350877,5.982905983,5.982905983
Samoa,13.41463415,12.76595745,12.03703704,14.28571429,13.98601399,14.66666667,12.98701299,12.10191083,13.66459627,11.44578313,11.93181818,12.92134831,13.8121547,13.25966851,10.38251366,9.574468085,9.473684211,10.15228426,10.25641026,9.230769231,7.8125
Sao Tome and Principe,6.666666667,6.896551724,6.25,9.523809524,12.5,12.34567901,12.37113402,13.33333333,13.79310345,14.84375,12.85714286,12.5,12.80487805,12.29050279,11.55778894,10.69767442,9.829059829,9.523809524,8.955223881,8.510638298,8.080808081
Saudi Arabia,11.4339269,11.55345212,11.68671741,11.68614357,11.68175487,11.80364038,11.34825612,10.92025494,11.80884433,12.00416393,11.74491806,11.0617033,10.22670985,9.719341905,8.997722096,8.634461773,8.241893556,7.766161172,7.23162446,6.671095084,6.22537792
Senegal,11.50662252,11.56840934,11.10029211,10.56338028,11.2470024,11.45662848,12.24489796,12.80122794,13.12367304,13.11778291,13.07070707,13.03846836,12.62052877,12.37262462,12.56560667,11.99619346,11.14010848,10.36657098,9.814855151,9.427362941,9.044937364
Serbia,9.192159192,7.357627823,9.612341772,9.822560203,8.331294348,7.709431752,7.568474008,7.635893011,7.755016722,7.733777691,7.322609296,6.564529221,5.874594156,6.012819208,5.765692088,5.699588477,5.610287255,5.461965052,5.372818614,5.390055722,5.404523706
Sierra Leone,10.95115681,11.26018208,11.18012422,10.30674847,10.57367829,10.9177755,11.19288562,11.64968328,12.09302326,12.34010534,12.08037825,11.60924041,12.09940017,12.75167785,12.64352105,12.32893601,11.75483727,11.28341155,10.831305,10.41936879,9.979109754
Singapore,11.43695015,10.55045872,10.40391677,12.81914894,13.92100193,12.53309797,9.768211921,8.742161564,6.863395225,6.58235125,6.796116505,7.894120403,6.53027485,4.920948617,4.022988506,3.859779974,4.157509158,4.50319052,4.54127597,4.194756554,3.830683777
Slovak Republic,8.686868687,8.475914714,9.261939219,11.07290234,9.723756906,8.655267047,7.616559486,8.519743241,9.014834538,8.369138801,7.659416248,6.683995544,5.322491222,4.766286345,5.034913635,5.172732311,5.010282296,4.681255947,4.388349515,4.287415641,4.432696218
Slovenia,8.745762712,8.099281515,9.113924051,9.079754601,7.908927501,7.864523536,7.478165939,7.541157727,7.732226258,7.019328586,6.240563664,5.14228657,4.592592593,4.403131115,4.819863681,5.026842362,4.813359528,4.558969277,4.358717435,4.352226721,4.601226994
Solomon Islands,12.22222222,12.74509804,11.01694915,11.85185185,13.125,11.91709845,12.66375546,13.91941392,13.33333333,12.9476584,12.28915663,12.26215645,11.98501873,11.53846154,11.02719033,10.34482759,9.783989835,9.208972845,8.800880088,8.428720083,7.944389275
Somalia,11.4007954,10.75396825,11.14265436,12.22817523,12.2188281,12.17201166,12.32514765,12.70440252,13.13115997,11.44171779,11.99459094,11.79217048,12.28763757,12.56173702,12.44487996,12.31056525,12.01803976,11.83964668,11.61770706,11.21725017,10.6500574
South Africa,10.85367636,10.98686777,11.09450448,11.89058242,12.11838422,11.90800483,12.14143221,12.20607421,11.94655346,11.58670695,11.16781814,10.35924531,9.871066131,9.881009964,9.588364852,9.39999256,8.946714421,8.583118545,8.308351178,8.062144591,7.78493715
Spain,8.268770752,8.53541581,8.655961646,8.460194659,8.884481023,8.95334174,8.823686174,8.611356894,8.073942483,6.476263011,5.334392927,4.853805244,4.525895359,4.891741875,5.263157895,5.336337434,5.014767042,4.604084558,4.453114224,4.614090678,4.919823651
Sri Lanka,10.37621359,10.96271564,11.96487377,11.77626876,12.33226837,11.6252085,11.32213294,10.71936661,10.77955124,10.29339183,9.174702968,8.129415378,7.133408456,8.040438398,7.999447361,7.624580194,6.974543816,6.337648328,6.071396376,6.074787587,6.03059062
Sudan,11.8171926,11.95315525,12.18760698,11.94007264,12.0212766,12.03910135,12.21414989,12.38514946,12.4469381,12.382064,12.19023063,12.24094268,12.14057508,11.48986989,10.92375927,10.33710244,9.85490614,9.446014003,9.03216459,8.587875616,8.154551684
Suriname,10.69767442,10.44176707,11.76470588,12.61261261,14.43850267,15.15151515,13.97260274,11.70212766,9.900990099,10.85450346,10.04273504,9.018036072,9.677419355,9.306569343,8.11287478,7.679180887,7.475083056,7.166123779,6.957928803,6.430868167,5.987055016
Swaziland,11.67883212,11.72638436,12.64367816,12.72264631,12.80898876,12.98449612,13.12292359,13.17280453,12.94797688,13.84297521,14.69500924,14.06945681,12.66666667,11.74183515,11.40159768,11.34020619,11.15485564,10.64902331,9.957498482,9.546258103,9.278350515
Sweden,6.414825374,7.8628477,8.14171123,6.969226791,6.602835116,6.870881133,7.027677497,6.62354773,5.806753125,5.664438654,6.489841986,6.763018535,5.218420486,5.411665614,5.7963554,5.707946753,5.787174906,5.775075988,5.555555556,5.402816362,5.449385052
Switzerland,6.544446813,7.656937225,7.995495495,7.547814208,7.470892626,7.969070538,7.660652105,6.336939722,5.553901132,5.75365819,5.873347251,5.872077399,5.423193366,5.002585315,4.936548223,4.887780549,5.020252854,5.149018658,5.177993528,5.139465875,5.169172932
Syria,11.45685997,11.30042596,11.53679654,12.94924046,12.9472693,13.05386044,13.14909739,13.21068688,13.78930818,14.50862305,13.63333535,11.43768631,10.19329038,10.51729065,10.79805114,10.20422437,8.969240838,8.001233806,7.411099059,7.084713412,6.740538051
Tajikistan,12.8506197,8.529741863,7.921267403,10.6374502,13.05234534,13.72093023,12.64222503,12.22076216,11.48190045,12.40913811,13.85962068,13.20581484,11.95759717,10.71888688,10.25337438,10.24680476,9.846121855,9.045824241,8.128219805,7.421441774,6.957069571
Tanzania,12.24676513,12.31121281,12.49751836,12.10823771,12.34005001,12.43503851,12.52411576,12.62149276,12.7548415,12.7252102,12.75380153,12.46154635,12.24938387,12.51535155,12.89386262,12.87761885,12.27747165,11.65327484,11.12313001,10.67719934,10.22832135
Thailand,12.53093909,11.05835889,11.18587656,12.15678966,12.56251681,13.07446431,13.10722749,11.80534409,10.43493604,9.411529956,8.589301468,8.088313343,7.249886262,6.901728649,6.764738816,6.610398194,6.355666875,6.142522764,5.986001135,5.890563174,5.851883153
Timor-Leste,11.49425287,11.44708423,11.6,11.61524501,11.73553719,12.03566122,12.88659794,11.55015198,10.54054054,11.30742049,13.1773399,13.31987891,13.67521368,11.6967509,12.16800494,12.51336898,12.7178521,12.24832215,11.32075472,10.41666667,9.888059701
Togo,11.28668172,11.45833333,11.67091837,11.79906542,11.82543407,11.96895425,12.25296443,12.58218769,12.96815287,12.97382671,12.7047619,12.34773903,12.03362336,11.69821241,11.22690668,10.8789315,10.30153238,9.732004025,9.223425113,8.776425368,8.367439745
Tonga,13.33333333,12.72727273,13.23529412,13.58024691,13.26530612,14.89361702,15.46391753,12.90322581,11.82795699,13.68421053,12.12121212,11.53846154,11.53846154,12.62135922,12.03703704,10.61946903,9.649122807,9.016393443,9.016393443,9.016393443,8.943089431
Trinidad and Tobago,10.22012579,11.65048544,12.21826809,12.1516165,13.58024691,13.84767557,11.21408712,10.19541206,10.27960526,11.87648456,10.74188563,8.118361153,6.770833333,6.515373353,6.78700361,6.849315068,6.584659913,6.0761347,5.807892777,5.703422053,5.794831637
Tunisia,10.44733862,10.75129534,10.82425391,12.59179266,13.37492689,13.14860572,12.74783147,11.90833447,11.79406037,11.52770006,11.21574437,9.698319498,7.798342009,7.001745842,6.985746965,7.044760936,6.827739754,6.519453207,5.950861519,5.564777488,5.483870968
Turkey,11.63656675,10.46365151,11.24610371,12.32966621,12.10782148,12.36805707,11.91239548,12.18951063,11.910493,11.32278936,9.861867646,9.599820144,9.095832508,8.152316639,7.804843152,7.389771531,6.986368062,6.603743126,6.284035012,6.098408254,5.955498054
Turkmenistan,12.05615194,8.124076809,8.731155779,10.8994709,12.97989031,13.52637842,12.37762238,11.95786865,11.48077448,11.655123,12.57498334,11.74891596,9.252462816,9.057905246,8.714334823,8.482951738,7.96812749,7.160570366,6.514164521,6.340229201,6.312536786
Uganda,10.73643411,11.74775386,11.9216033,12.49220017,12.4245313,12.47704737,12.70644014,12.80838121,12.74819495,13.00882844,13.31859856,13.57792411,13.39468,13.30932534,13.39436072,13.23284337,12.88455531,12.32796657,11.67852548,11.04498617,10.45371375
Ukraine,11.53474903,7.319384523,7.171240241,8.458314954,8.941817951,8.337753478,6.912193757,7.111992772,7.046895295,7.480954899,7.434008594,5.961436029,4.617483933,4.460444686,5.202002561,5.690119185,5.653569562,5.222417174,4.835822491,4.821339813,5.224541068
United Arab Emirates,11.5942029,11.25,12.08791209,10.41666667,8.888888889,6.5913371,6.009852217,7.583274274,7.437132156,7.980255039,8.055555556,5.922662751,5.86111701,6.218713901,5.707722212,5.534632389,5.003813883,4.624607479,4.554615075,4.64199415,4.664970314
United Kingdom,6.614378568,6.972792437,8.109295043,6.960569652,7.39423336,8.259964783,8.063570985,6.849969057,5.976694212,6.273043658,6.518528578,6.357451045,5.798155059,5.479387366,5.738384956,5.692106725,5.737367197,5.707590835,5.552708013,5.405822302,5.392109445
United States,7.334043039,8.185169821,9.285875294,9.728656519,10.07624258,9.459305271,7.913957502,7.098594827,6.82949797,7.057058721,7.229313304,7.140120235,6.636128951,6.509716129,6.532352652,6.302720121,6.12247656,5.927120861,5.77230149,5.726059506,5.721493416
Uruguay,8.928571429,8.600337268,8.661417323,8.565072303,8.935564258,9.116607774,8.264746228,8.764940239,8.933161954,7.9640533,8.009635652,8.15037594,7.737918767,7.288629738,6.958762887,6.685472496,6.469604016,6.213753107,5.992303463,5.846829536,5.722145805
Uzbekistan,12.22679759,8.048511577,7.840616967,10.59317893,13.2893418,13.64384346,12.24297894,11.77571122,11.42467222,11.95514639,12.74216984,12.22783752,10.04209693,8.64369377,8.186890713,8.265069079,8.068841541,7.52885775,6.804425551,6.188310968,5.999231571
Vanuatu,12.76595745,12.96296296,12.30769231,13.69863014,12.94117647,12.87128713,12.71186441,12.97709924,12.08053691,12.79069767,12.63157895,12.44239631,11.78861789,11.15107914,11.03896104,10.61946903,9.782608696,9.296482412,8.857808858,8.571428571,8.091286307
Venezuela,11.15037299,11.52303001,12.21797071,12.51512152,12.67132867,13.38409608,12.4130622,11.37793685,11.56028369,11.28915445,11.11475276,10.22897336,9.540696874,9.117637659,8.753815766,8.31259896,7.829200657,7.383105141,7.001073631,6.669097096,6.350792065
Vietnam,9.527115919,8.608698546,8.645387542,11.21814221,12.24765723,12.90672225,13.09738165,12.27691639,11.73638052,11.7207632,11.75775142,10.99851323,8.728616518,7.837944622,7.276882735,6.984537598,6.710416509,6.48169564,6.098048843,5.794937301,5.636350611
Virgin Islands (U.S.),10.71428571,10,12.12121212,10,10.9375,11.76470588,13.26530612,10.37735849,10,8.490566038,9.174311927,8.256880734,7.207207207,7.407407407,6.666666667,5.825242718,6.25,6.52173913,5.617977528,6.097560976,5.333333333
West Bank and Gaza,12.32604374,12.66794626,12.81818182,11.946533,11.70018282,12.21069433,13.06702776,13.4529148,13.10408922,12.1559633,12.95649413,12.61955367,13.28798186,12.84872299,12.2287289,11.56722112,10.94411805,10.40197897,9.899309877,9.366506377,8.817225253
Western Sahara,15.38461538,11.11111111,9.375,9.615384615,10.25641026,13.15789474,10.66666667,9.836065574,10.55045872,11.87739464,11.35646688,10.20408163,8.695652174,7.974481659,8.011049724,8.26873385,8.200734394,7.629107981,6.877113867,6.345733042,6.196581197
"Yemen, Rep.",11.47426982,11.70999789,12.2605364,13.02397792,13.12989045,13.38127468,13.38902148,13.25111001,13.37719298,13.57897449,13.98866824,13.92483349,13.09671036,12.19757702,12.15425952,11.86493185,11.37796076,10.6425889,9.874487705,9.242580543,8.731932648
Zambia,12.09918769,12.13262999,12.3521682,11.79298643,12.04061896,12.34441951,12.71215795,12.86661754,12.94891249,12.54940711,12.53343523,12.62566025,13.09694455,13.17844983,13.13394018,12.83150707,12.38090678,11.79603597,11.19310207,10.67467824,10.21204586
Zimbabwe,11.71335031,11.83265688,10.63432836,12.7120561,12.85796656,13.05123217,13.04765829,13.02136317,13.38048361,13.84786135,13.82355302,13.88376754,12.93205726,11.45484354,10.89986512,10.82240763,10.73342264,10.02105263,9.126232938,8.470009926,8.116517112
