"Hydro production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Nicaragua,,,,,,,,,,,,0.007059667364,0.01241271402,0.01213705014,0.01294535253,0.01258648001,0.01313392033,0.007818925661,0.009134110228,0.01203555599,0.01363154063,0.01276504955,0.01066406389,0.006157947658,0.005599019442,0.006140643454,0.006663051775,0.008926289747,0.008436472016,0.01141620969,0.008408995319,0.006867877562,0.005111422173,0.009374451096,0.007260473942,0.007546991351,0.007829715877,0.007253297137,0.005181598014,0.006765514343,0.003558889085,0.003289988704,0.004991319542,0.004829064786,0.005153280428,0.006863752239,0.004820806928,0.004729133762,0.008147477209,0.00447221973,0.007487038545,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,0.002303833381,0.002067062425,0.002588439022,0.002699070046,0.003158698513,0.003726946904,0.003593512262,0.002803831896,0.003870335101,0.00316764886,0.002648092494,0.002670559976,0.002094960049,0.002741096715,0.003096611486,0.00354454609,0.003124844182,0.003716392981,0.003741856857,0.003866798026,0.005100449173,0.005085473942,0.004565888142,0.004450760573,0.004298652152,0.004199271789,0.004172089851,0.004208734057,0.004376664628,0.003912415086,0.004009973244,0.005453155794,0.00481270532,0.005111183162,0.004776940481,0.003756976785,0.003643553875,0.003264959157,0.002520737677,0.00345950221,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.7497297512,0.8032141075,0.898224401,0.9326615103,1.031302149,1.142118044,1.116655933,1.210983698,1.356540835,1.282225261,1.281945398,1.392065804,1.47331957,1.581772533,1.652570592,1.659262655,1.749613669,1.531561566,1.709899203,1.872832026,1.759689385,1.947517295,1.934416807,2.203258179,2.200504795,2.119982227,1.984594799,2.1220551,2.22734253,2.411714379,2.455883968,2.221433378,2.340828225,2.379047282,2.214979906,2.397217004,2.036543085,2.139336847,2.241070388,2.338508285,2.715327525,2.294652507,2.452595497,1.989542423,2.039108039,2.523537944,2.198398326,2.433779847,2.501723071,2.228463904,2.06963898,2.109383293
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,0.005182985456,0.005041125608,0.005800953551,0.005362959279,0.005473024386,0.006617552748,0.006115272137,0.008497575258,0.009094153578,0.009308539366,0.009336656585,0.009502596887,0.01095531492,0.01194836598,0.01102474446,0.01202430268,0.01285403051,0.01362430566,0.01343341883,0.01301168783,0.01368855636,0.01538259965,0.01380811677,0.01583472003,0.01566869524,0.0137180827,0.01412837591,0.01400690412,0.01174045678,0.01022969458,0.01103724543,0.01277757669,0.01512843523,0.01416211825,0.01672694757,0.01701075421,0.01501017817,0.01426756907,0.01416799409,0.01575667012,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,0.004597240896,0.004473549026,0.005352308598,0.005417481128,0.004880187571,0.006698360415,0.01613979085,0.03319986976,0.03619414084,0.04244129502,0.05740158738,0.04519271311,0.03565208908,0.06011813227,0.07609759502,0.08097627901,0.07690066909,0.08153389906,0.07923006025,0.07876224227,0.07098888739,0.06459028147,0.07679364518,0.07838223296,0.07766765913,0.09452352565,0.0895560283,0.06471650264,0.09266736711,0.09941900274,0.07132471157,0.09528238588,0.07766093741,0.102117749,0.09888036512,0.09343355186,0.09407640212,0.1002841077,0.09684091323,0.1025412414,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,0.005542238776,0.006334139327,0.009728195334,0.01389968027,0.01614051117,0.01586177414,0.01027006947,0.007049642893,0.01228643255,0.01773643674,0.0181244308,0.01640641988,0.01935352311,0.02453435103,0.09366903359,0.2675456516,0.4069122158,0.4259875608,0.5056247752,0.5502664212,0.5790579876,0.5222107965,0.5900167686,0.6678990383,0.7547414082,0.7849857629,0.8713420666,0.8530574839,0.852991754,0.8607561567,0.7144512396,0.7449600352,0.7843019146,0.7716241229,0.7459513984,0.7696624642,0.7549102448,0.7654671475,0.745144097,0.7202290888,
Peru,,,,,,,,,,,,0.02717828112,0.02735206623,0.02860813454,0.03043839769,0.03104073519,0.03200838286,0.03240377117,0.03242723158,0.03419968065,0.03486766718,0.03879975082,0.03977040394,0.03750718188,0.03934274798,0.04145437777,0.04345918192,0.04596160366,0.04309151907,0.04252740252,0.0415102457,0.04466735523,0.03693938203,0.0441481005,0.04683046572,0.04626684119,0.0472426632,0.04601902489,0.04732397352,0.04904901299,0.05375469177,0.0577179996,0.05835983613,0.05920704772,0.05531447531,0.05640724328,0.06079557613,0.05967857633,0.05784394094,0.05862398623,0.05924713095,
Philippines,,,,,,,,,,,,,,0.004173066332,0.005105077814,0.004731028591,0.005711251517,0.004366262478,0.005422157584,0.005392440602,0.006434599369,0.006617731626,0.00651873563,0.006668103136,0.008628485063,0.008833429946,0.009315732734,0.007908645784,0.009195629274,0.009277700254,0.008457722583,0.007005736432,0.005904359064,0.006535844488,0.007444882472,0.00773738444,0.008533941628,0.007205035859,0.005883207216,0.008908713333,0.008674086105,0.007735563557,0.007500012759,0.008222935774,0.008802645588,0.008429951056,0.009809879635,0.008305286152,0.009385784582,0.00917762432,0.007194204271,
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,0.001871739625,0.001764267178,0.002170342794,0.00183502371,0.001971958041,0.002475517982,0.002449408194,0.002592145047,0.002699696432,0.002158579168,0.00468131473,0.00411271629,0.003906215862,0.003751278825,0.005419098724,0.005036784664,0.004126195089,0.00486429546,0.00480488995,0.004408807326,0.00567716303,0.005115347664,0.003658043332,0.00393413608,0.003278823448,0.004280527262,0.003557615661,0.003794901041,0.004078830956,0.00364692566,0.003201584815,0.003210839948,0.003387880098,0.003339179582,0.003884086138,0.004226238089,0.004323976257,0.004392277467,0.005174792517,0.004833483395,0.004727724554,0.005224214286,0.005125717498,0.003761442212,0.004689434134,0.004958777317,0.004599918196,0.005295544853,0.004841604904,0.005339016035,0.006559475318,0.005233300857
Portugal,0.03018137233,0.03321561524,0.03401430922,0.0387582173,0.04102807712,0.0384053315,0.05125269843,0.05363678529,0.05114175061,0.06249550251,0.05746666866,0.06075520854,0.06907503119,0.07045921673,0.0742028325,0.05988704654,0.0440979245,0.09054939911,0.0969708511,0.09944580206,0.07042420829,0.04378633917,0.06007640269,0.06944598625,0.08434338958,0.09229160488,0.07351047546,0.07913210444,0.1059263405,0.05043220303,0.07932719759,0.07817534759,0.04002016945,0.07320735312,0.09093710532,0.07085164564,0.1248118841,0.1103512058,0.1088861384,0.06086102962,0.094193408,0.1162557957,0.06434450787,0.1291763285,0.08076916246,0.03858173173,0.08943418513,0.08180174011,0.05496418543,0.06683720468,0.1300612346,0.09286460346
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,0.01887813175,0.0305385713,0.03110271268,0.03462010764,0.03788642334,0.03250198283,0.03710923457,0.04176021887,0.04423737837,0.04894227179,0.04903724203,0.04542203365,0.03830843675,0.04304882046,0.04810248972,0.04068692017,0.04194892549,0.05500861531,0.05073777743,0.04227953937,0.05413752109,0.04359287433,0.04783872974,0.04917775075,0.06328391825,0.06002849495,0.06701413688,0.07255773003,0.07057751653,0.05725925689,0.05806093335,0.06268326656,0.05199784831,0.06499635,0.07980476221,0.07271684749,0.06342509223,0.06848240376,0.0620174581,0.07812747152,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0962355447,0.09691532174,0.09923480804,0.1001012072,0.1010665168,0.1014309002,0.0888057682,0.09088609761,0.09223933334,0.09369363014,0.09613192451,0.1023018905,0.09585064354,0.09244255855,0.104763169,0.1032204072,0.1038650188,0.106238441,0.09895753813,0.1046876493,0.1001339189,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001664239704,0.002813838414,0.002380938739,0.002111668677,0.001801359959,0.001356310101,0.001670505663,0.001697408945,0.001721941012,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08510619736,0.1012053975,0.09917137849,0.09042039222,0.08926472073,0.1027456167,0.1209009647,0.1070367495,0.1083833365,0.1158375928,0.1018214893,0.1062350159,0.100900059,0.08513145394,0.09663409344,0.1049664999,0.09585558493,0.08776845132,0.08356121267,0.09200308327,0.103735687,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,0.02791728007,0.02899001737,0.0245643202,0.04091377535,0.03648529493,0.03642217998,0.0429874146,0.03990922517,0.03295348304,0.03911375245,0.03378430317,0.0294329954,0.03102231356,0.02616155638,0.03540129967,0.02785257999,0.03196005429,0.02889241645,0.03215272792,0.03067337654,0.02287378912,0.03133711243,0.05587241663,0.06994376048,0.0781547319,0.0675468527,0.064832636,0.06798715748,0.07122196394,0.07341904766,0.07835069687,0.08375608313,0.05531818661,0.06514774687,0.07363983219,0.06975975748,0.07046933219,0.06382504773,0.06888895818,0.08272406135,0.05787825672
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1316521568,0.1603016781,0.1514080687,0.1336750093,0.1491318253,0.1422138933,0.1601943061,0.134563316,0.1498340133,0.1622637558,0.1660439529,0.1641519366,0.1430111095,0.1274834132,0.1761901202,0.1486413324,0.1538541829,0.139551345,0.1711874967,0.2002159324,0.191144499,0.1503769592
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,0.0004167758658,0.003021163622,0.003473333398,0.00388705247,0.003747386067,0.006120791227,0.006188684532,0.005925070225,0.003468390236,0.00293345603,0.004764919317,0.002853867799,0.001628814021,0.001495151071,0.001626707737,0.004136817194,0.004034240765,0.007724635062,0.006595944551,0.0023602921,0.004516985445,0.001673325845,0.0003169377076,0.002277817953,0.001098627436,0.002689071622,0.004195604045,0.003151590329,0.001414329924,0.002115016887,0.003760318756,0.004452880895,0.001292588192,0.00172964337,0.002396415684,0.00515577146,0.001635454447,0.002196713261,0.002509462419,0.003666957508,
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,0.04417256569,0.04471137894,0.04448449149,0.05785781014,0.05588718078,0.0527204349,0.07224233143,0.05944820703,0.06335692682,0.07869888533,0.07066699385,0.08007114444,0.08826366843,0.07113157079,0.07436047983,0.0627105539,0.04982293951,0.09334817642,0.09388804862,0.1072534389,0.06776425913,0.04996815464,0.05960527242,0.06091663015,0.0706089027,0.06991858344,0.05903833578,0.06088254641,0.07821892945,0.04286346498,0.05619074247,0.06018154366,0.04162137921,0.05346595648,0.06162592945,0.05040410525,0.08659915442,0.07549789206,0.07358688451,0.04920945639,0.06310895299,0.08653288569,0.0476436194,0.08396825386,0.06373771131,0.03541190862,0.0505735156,0.05249745202,0.04481850501,0.04960894131,0.0788952085,0.05662534606
Sri Lanka,,,,,,,,,,,,0.005597003904,0.005634158773,0.004573388851,0.006347770152,0.006861006882,0.006931720165,0.007442655843,0.008053587025,0.00846654684,0.008431548102,0.008824212342,0.008894926027,0.006637674504,0.01124692933,0.01270370217,0.0138345839,0.01122911251,0.01321357417,0.01407043156,0.01559788749,0.01527274808,0.01405535289,0.01820841765,0.01943594006,0.02099910241,0.01524605133,0.01608337946,0.01818626035,0.01926670288,0.01466477927,0.0141279353,0.01209727051,0.01463124099,0.01298278074,0.01495436814,0.01986097539,0.01674114089,0.01734070431,0.01624080849,0.0232232975,
Sudan,,,,,,,,,,,,0.001744006173,0.002523606141,0.002865095528,0.003019694639,0.003161219816,0.00344987931,0.003142387793,0.003131218456,0.00331080826,0.003080786807,0.003068437362,0.003178494887,0.003182648861,0.003283658757,0.003384087041,0.003901958037,0.003928875837,0.003811736076,0.003739076908,0.003908831399,0.004131436101,0.004224597214,0.00412291575,0.004126450444,0.003486087018,0.003753778375,0.003590467085,0.003463969315,0.003919927773,0.003740642727,0.003916113075,0.00388447089,0.0034309571,0.00319084611,0.003548941956,0.003761845422,0.003885091818,0.003818711162,0.008276061483,0.009677393494,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,0.3566977788,0.4177587021,0.4401998086,0.427120972,0.4821878372,0.5161181734,0.501684933,0.5389781485,0.5285363567,0.450136351,0.4435513214,0.5531535386,0.5692466365,0.6321129887,0.602818599,0.6050404665,0.5736393463,0.5577945176,0.6002799059,0.633174851,0.6090797169,0.6175825115,0.5688904843,0.6562586123,0.7006543277,0.7309679957,0.6253450071,0.7343043119,0.7105047174,0.7252792665,0.7283865416,0.6310187175,0.73645053,0.734512927,0.5781227726,0.6633909373,0.5028402298,0.6706337777,0.7284642688,0.6963372466,0.7626287874,0.7657901908,0.6409841899,0.5152108995,0.5758150609,0.6932874104,0.583807475,0.6209385233,0.6429519652,0.6081179145,0.608677064,0.6035198717
Switzerland,0.3331542831,0.3444269593,0.3307713026,0.3447144831,0.3309196953,0.3643455105,0.4020081656,0.4275464391,0.416437141,0.3825392441,0.4308199348,0.3714335439,0.3355659611,0.3801518498,0.3765744732,0.4528564981,0.3510678521,0.4848968196,0.4336673853,0.4302957942,0.4474960235,0.4830658477,0.4926712459,0.4776234714,0.4043130181,0.4268873568,0.4357028072,0.4564800466,0.4683371612,0.3868178035,0.3838791478,0.4092111245,0.412592408,0.4463636026,0.4825771144,0.4308474248,0.3500407958,0.412830989,0.4046125407,0.4819742417,0.44185192,0.4927656872,0.4173493341,0.4097253511,0.3942011431,0.3620971239,0.3564368088,0.4029660165,0.409144962,0.4030363557,0.4045614856,0.3588228768
Syria,,,,,,,,,,,,0.0006655415475,0.0007819136591,0.0002072103891,0.003888434268,0.008545879169,0.0135588336,0.01886113283,0.02162881496,0.02347868657,0.02472411157,0.02478899633,0.02664813405,0.02436913865,0.0279444543,0.02716945829,0.02251612699,0.02182572974,0.02084734948,0.01991840544,0.01903307127,0.01818590474,0.01737669676,0.01660980428,0.01589014096,0.01522963604,0.01510179104,0.01504797906,0.01527324099,0.01501832724,0.01737595161,0.01781881138,0.01242404552,0.01355882811,0.01993831881,0.02011905467,0.01792790216,0.01547795284,0.01252596484,0.008000856474,0.01091941528,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2675285615,0.2602329071,0.2481529748,0.2624649667,0.2521445454,0.2173060265,0.2175167064,0.1983296658,0.2018348387,0.217304226,0.1953621638,0.1959854119,0.2074306272,0.2216670892,0.219820801,0.2260723912,0.2200931907,0.2228110547,0.2030295919,0.2002767731,0.1980660941,
Tanzania,,,,,,,,,,,,0.001891790763,0.001902884659,0.001698693457,0.001633579269,0.002319398705,0.00260694326,0.002627552642,0.002546898647,0.002492498078,0.003147494258,0.003224221937,0.003141706036,0.003094842446,0.003174298567,0.003482940892,0.003947054934,0.004263102733,0.004498899292,0.004943680737,0.005227447528,0.005636185722,0.005210130265,0.005183083061,0.004434689331,0.004419294848,0.004882571193,0.003968208677,0.005516615311,0.005607578441,0.005410951779,0.006407516698,0.006526978055,0.005957727369,0.005363373907,0.003937070563,0.003092750826,0.005257284604,0.005398995016,0.005193674237,0.004935729493,
Thailand,,,,,,,,,,,,0.004633569149,0.003799102153,0.004019229409,0.005115032147,0.006893129547,0.007196838911,0.006311059644,0.003987902937,0.006034711393,0.002305227565,0.005276856082,0.006673812587,0.006246619247,0.006834056077,0.006064914626,0.008953134053,0.006444658128,0.005866831156,0.008509088064,0.007495314097,0.00683269178,0.006258417229,0.005425401699,0.006564448912,0.009675215389,0.01047371658,0.01016002698,0.007219252505,0.004869026282,0.00820429889,0.008481532941,0.009937519227,0.009600709384,0.007861694015,0.007474506776,0.01038439072,0.01029078082,0.008958927636,0.00894559831,0.006887744726,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,0.003017927356,0.002202698094,0.001434070423,0.002805884544,0.003432661567,0.002689095078,0.005269400834,0.005803067266,0.001259159982,0.0012251626,0.001187652683,0.001721922914,0.0005539340066,0.001069361585,0.002067114136,0.002000339694,0.001937643765,0.001880003283,0.002285456387,0.002228484411,0.004427993569,0.0028792039,0.005074121745,0.00319516335,0.005366808529,0.003881700246,0.001838564948,0.003286393194,0.001904294626,0.001793771796,0.00085528221,0.00146402446,0.002028936265,0.001317017171,0.001176553794,0.001414958725,0.001399405729,0.001354476779,0.0013694914,0.001383672563,
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,0.0008554094364,0.0008716826786,0.00115595646,0.000341306925,0.0004854868922,0.0007996200657,0.0004473508248,0.0004074418018,0.0005743892329,0.0003195910089,0.0003891785984,0.0004804498847,0.0003575006808,0.0007935445783,0.001337227634,0.0006181737493,0.001318975949,0.000535214282,0.0003846691232,0.000481464955,0.001129269806,0.0006855854397,0.0006345051028,0.0003904540983,0.0003752882051,0.0006363307336,0.0004128967237,0.0006681821807,0.0008265581691,0.0005819523445,0.000486375854,0.0005711964545,0.001468130685,0.00134925661,0.001257830146,0.0007896495066,0.0004159021288,0.0002517277127,0.0006553515652,0.0004101949444,
Turkey,0.003059471605,0.003764416134,0.003261386837,0.005956140096,0.004554912036,0.005884800585,0.006174898601,0.006156521149,0.008033656851,0.008533757479,0.007353643591,0.006191610529,0.007437230692,0.005907839008,0.007450589313,0.01282410241,0.0178041685,0.01783943342,0.01901771408,0.02051104058,0.02212328729,0.02403679475,0.02636785191,0.02062614663,0.02387121576,0.02096541162,0.0202584355,0.03117597313,0.04761356959,0.02899347935,0.03676999592,0.03541722531,0.04078469535,0.05125107353,0.045412965,0.05191530021,0.05817633713,0.05632409616,0.058809251,0.04756039047,0.04172882752,0.03198529929,0.04425342082,0.04579226943,0.05893442576,0.04991891201,0.05508404777,0.04404214651,0.04033494957,0.04303402203,0.06121665998,0.06079550121
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01640926007,0.01595535037,0.00008859878499,0.0001076982848,0.00008397926588,0.0000821244675,0.000100738951,0.00009915210016,0.0001173771889,0.00009662426509,0.00009550824172,0.00005667145715,0.00005607572898,0.00005549880642,0.00005492147017,0.00005433073202,0.00005371965587,0.00005308950472,0.00005244668554,0.00005180131711,0.00005116101233,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01750494294,0.0194881845,0.01312637363,0.01841405508,0.02028050772,0.01674051503,0.01461827505,0.01683384351,0.02714213821,0.0249491484,0.01982724442,0.02135403064,0.01723364963,0.01667234193,0.02137643051,0.02265425601,0.02378093639,0.01884400063,0.02127945492,0.0224502032,0.02488250874,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,0.005161261942,0.006307175297,0.006110059227,0.005289830495,0.005706164716,0.006601915002,0.006318365666,0.006853221026,0.005539417557,0.004975164235,0.006933414497,0.005172673218,0.005209954353,0.005915115592,0.006224119192,0.005735436055,0.005635219181,0.005911465356,0.006101926872,0.006483616365,0.005942235987,0.006636915611,0.006913398039,0.006942288398,0.006074414623,0.006222504214,0.007237386822,0.006267754067,0.007454237937,0.007156564559,0.007825317247,0.006930364381,0.008117830807,0.00641287979,0.007572887127,0.007172640222,0.005016526522,0.006146725477,0.007524083436,0.007820050517,0.007428005806,0.005901356467,0.006936435991,0.004655231858,0.006952923894,0.007029844697,0.006523604683,0.007187015487,0.007252582135,0.007338744034,0.004995331229,0.007843896567
United States,0.06804881283,0.06977196098,0.076459464,0.07408376334,0.07799025746,0.08447027096,0.08397744647,0.09463800743,0.09373858825,0.1045945345,0.1028215691,0.1071957088,0.1092648793,0.1060532955,0.1204234734,0.1189362718,0.1114040043,0.08573965149,0.1080253112,0.1067443137,0.1043004491,0.09756692998,0.114630129,0.121954717,0.1167952034,0.1012615723,0.1037312558,0.08281186546,0.07214858102,0.08780227506,0.09270911888,0.09687434769,0.08468450801,0.09340150032,0.08575575386,0.1014146039,0.1120072236,0.1050752439,0.09224953669,0.08555751563,0.07706870589,0.05668728541,0.079595817,0.08224104549,0.07927533303,0.07892335405,0.08377567834,0.07100385887,0.07237449901,0.0770149389,0.07265458474,0.09000151949
Uruguay,,,,,,,,,,,,0.04482974697,0.03036109917,0.04742095497,0.04163204768,0.03443160182,0.03698973803,0.04720378423,0.04877942756,0.03861158412,0.1026321404,0.1130378855,0.1458737711,0.2080557201,0.2043063623,0.1842627893,0.2069907171,0.2048261089,0.1519220596,0.1086741057,0.1938378488,0.1678696538,0.2159797954,0.1975430021,0.2006449361,0.156209347,0.1527679568,0.1705855823,0.2392218494,0.1429916564,0.1826649034,0.2377704899,0.2465470627,0.2207103856,0.1232800523,0.1729509557,0.0928724044,0.2080057833,0.1156408155,0.1347113249,0.2211900294,
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02786342663,0.02468763012,0.02511940606,0.02876979249,0.02738723082,0.02321497182,0.02403041716,0.02091354,0.02052016911,0.02000143541,0.02040325181,0.02046045779,0.02104449728,0.02570479096,0.03013516745,0.0285980881,0.03004602011,0.02076307023,0.03643089386,0.02957216656,0.0339618272,
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,,0.04195711552,0.04529452491,0.04525431945,0.05411652506,0.06055727021,0.0692413777,0.07685427532,0.07465154334,0.08405041877,0.08341536722,0.08375003218,0.08534246831,0.09487443544,0.1035231607,0.1127651246,0.1219431476,0.1455354594,0.1571694822,0.1552379857,0.1615411234,0.1899504563,0.1969725458,0.1934444702,0.2044365177,0.2007679586,0.2057850377,0.2144462267,0.2126199474,0.2181451736,0.2220780018,0.2094657719,0.2025455832,0.2022356098,0.2299758326,0.2490424665,0.2586313251,0.2588220911,0.266131549,0.2591663427,0.22780967,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,0.001148755545,0.0007721171493,0.0007521287977,0.0007371911381,0.000861642079,0.0009441953519,0.001001939562,0.001316501276,0.00162000012,0.002368335892,0.002351308534,0.002381780946,0.001825141997,0.00233194503,0.002105866614,0.001962446894,0.001889322243,0.002393754772,0.005022770799,0.006879880954,0.007925282751,0.00888008704,0.009589712909,0.01092155927,0.0122944455,0.01374521449,0.01316918904,0.01238631759,0.01520525289,0.01588614023,0.01966324916,0.01943769189,0.02006096349,0.01862407524,0.01752029435,0.02087136528,0.02329976434,0.02599585928,0.02966475467,0.02696545855,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
