"Hydro production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,,,,,,,,,,,,0.01787543869,0.01843630612,0.01842728611,0.01913052311,0.01939523325,0.01985095625,0.02046688234,0.02116713226,0.0211280169,0.01707594646,0.01816809617,0.01761459349,0.01721622951,0.01716500478,0.01648304993,0.01573304499,0.01465883209,0.01571469654,0.01541756438,0.01523801396,0.01644270072,0.015596186,0.0180926117,0.01549179475,0.01453614543,0.01604268252,0.01724244444,0.01678433566,0.01886866859,0.020131805,0.02159576895,0.02190717868,0.01937987427,0.02057023787,0.01846288099,0.01994706852,0.02107023528,0.02065030408,0.02019968856,0.01889436876,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06103264792,0.1062633968,0.07453765598,0.05534522426,0.08590921872,0.09400732407,0.1341137897,0.1189256153,0.1125860297,0.1320767927,0.1185817463,0.1188478759,0.1199630566,0.1023117344,0.135956834,0.1364017538,0.1331745685,0.09103492471,0.1108819522,0.1423839101,0.183533094,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,,,,,,,,,,,,0.03773112354,0.04321966886,0.04821317855,0.0534266352,0.05743234961,0.0643404772,0.07085405413,0.07606922119,0.08430970096,0.09106759616,0.09024727209,0.09516683362,0.09983598826,0.1073954596,0.1125714021,0.11280312,0.1125508026,0.1184943028,0.1196568786,0.118768221,0.123077651,0.1242319843,0.1287501712,0.1309225997,0.1348912461,0.1390511724,0.1437489896,0.1479361619,0.1465279259,0.1500581251,0.1302214099,0.1372055903,0.1446776486,0.1500139792,0.1560113604,0.1595664881,0.1694406119,0.1658951618,0.1739689859,0.1778776093,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,,,,,,,,,,,,0.02184562035,0.02096856608,0.02558251134,0.02060114704,0.02418611915,0.02901223083,0.03454386791,0.02839052077,0.03222127573,0.03602767433,0.03499958243,0.02941742284,0.03223673571,0.03130468577,0.02145674615,0.02232968507,0.02440151408,0.02503103383,0.0260666975,0.01831052162,0.02400633694,0.02050401657,0.01952892122,0.01493795416,0.02380963721,0.03033826765,0.02888523355,0.03275335364,0.02934352153,0.02870748109,0.01879209957,0.02390194175,0.0332198001,0.03497145633,0.04818572606,0.04738948693,0.03234428862,0.03198656207,0.03955709793,0.05802034547,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001941228545,0.0002706786815,0.0001759579337,0.0002832339916,0.0003053634593,0.0002956338586,0.0002674838822,0.0002276040507,0.0001581240112,
Cameroon,,,,,,,,,,,,0.0128080636,0.01279582697,0.01239666511,0.01343409741,0.01420655885,0.01337770089,0.01265901466,0.01261939274,0.01271920838,0.0128839068,0.01659347239,0.01815629833,0.01808909619,0.01832785255,0.01952028433,0.0192956649,0.01888660453,0.01924104907,0.01935412851,0.01874873049,0.01832932322,0.0180345486,0.01820173793,0.01700746994,0.01698060752,0.01726012548,0.01817016239,0.01789023738,0.01870735088,0.01887700278,0.01862313778,0.01667487409,0.01807464584,0.01963612505,0.01847676962,0.0186452194,0.01802627044,0.01939819856,0.01800851835,0.0186895322,
Canada,0.5127284909,0.4929152986,0.4844561308,0.4750627066,0.509165035,0.5159943971,0.5610069105,0.5616752479,0.5594902971,0.6068865341,0.6261189514,0.6335657878,0.6989827265,0.7401049442,0.791815931,0.7522721334,0.7809998239,0.7988637503,0.8436981773,0.8655700147,0.8808368795,0.9234280285,0.8860864409,0.9050461494,0.9633221535,1.010300146,1.020115881,1.02388601,0.981117963,0.9166234014,0.9210831312,0.9448949372,0.9583405939,0.9692135324,0.9776478956,0.9857377708,1.033733625,1.010196171,0.947646603,0.9784899863,1.005180109,0.9255031721,0.9635727081,0.9179489814,0.9174460686,0.9684887437,0.9298710093,0.9584346875,0.9656657274,0.9412799009,0.8884440622,0.942199653
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,0.04239738874,0.04963669126,0.04765332275,0.05333372934,0.05271863497,0.05367324027,0.05589927481,0.05737232485,0.05811942612,0.06054166365,0.06175066681,0.06649152576,0.07055984549,0.07202569717,0.07861823558,0.08262728471,0.08807298513,0.0848000435,0.06996979518,0.05821051252,0.08409369519,0.1052932799,0.1101983433,0.1030366447,0.1098808586,0.09897397384,0.1097748381,0.09115782058,0.07671767664,0.1032495466,0.1157337725,0.1212903251,0.1167702204,0.117147864,0.1396863201,0.1520852686,0.1195690279,0.1238553208,0.1282789706,0.1091130025,0.1046032731
China,,,,,,,,,,,,0.003083977199,0.003408090503,0.003720133111,0.004119688427,0.004228557763,0.004212642013,0.004332325617,0.004004775882,0.004440235912,0.00509083458,0.005655130864,0.006330306799,0.007243871246,0.00717200262,0.007517079898,0.007569544808,0.00787551336,0.008452561683,0.009022183521,0.009514498833,0.009265858432,0.00969203191,0.01098193085,0.01197964103,0.01349823158,0.01318139882,0.01361352878,0.01431904902,0.01391390873,0.01506887519,0.01866718087,0.01925550682,0.01885900612,0.02337415881,0.02610698027,0.02850401736,0.03157454705,0.0378814666,0.03965477691,0.0462938845,
Christmas Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,,,,,,,,,,,0.02620634093,0.02803673557,0.02981164608,0.03248606469,0.03194194125,0.03225475196,0.03582358447,0.04042136228,0.04339908527,0.04570393318,0.04470709491,0.04625328306,0.04567785245,0.04993682965,0.05258512847,0.05956730851,0.06360813787,0.06567945013,0.07040650893,0.07120722722,0.07042862396,0.05553536355,0.06815159216,0.0770037575,0.07585758892,0.08222746376,0.07164190606,0.06885633767,0.07419455103,0.06935559981,0.06763879757,0.07110162618,0.07453298517,0.08130102237,0.07951667263,0.08410621237,0.08616418514,0.08865393808,0.07731329694,0.07503775,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",,,,,,,,,,,,0.01417738545,0.0137895639,0.01470496751,0.01287932803,0.01366649667,0.01435255897,0.01412779262,0.01349126966,0.01299796959,0.01350296148,0.01290338482,0.01241676199,0.01312569182,0.01338182693,0.01392353001,0.01414703778,0.01368865441,0.01328545185,0.01693110458,0.01328517108,0.01194500404,0.01319725914,0.01157015376,0.01067290568,0.01201747887,0.01156267308,0.009316205257,0.008546979821,0.009409851719,0.01038893163,0.01007408005,0.01000861369,0.009790791926,0.0109156077,0.01106617636,0.01094298453,0.01106425709,0.01029338559,0.01044066048,0.0102309465,
"Congo, Rep.",,,,,,,,,,,,0.00337442449,0.003999770588,0.00293817322,0.003134637184,0.003207566745,0.003382659616,0.002503384298,0.0005573796266,0.003790518822,0.004781473614,0.004782363223,0.007844110335,0.0101554903,0.01067183718,0.01202290661,0.01076469942,0.01085990183,0.01098326979,0.01468186739,0.01763672857,0.01681891349,0.01446611203,0.01192628423,0.01041277089,0.01107567079,0.01395277436,0.01341444229,0.009890162438,0.002673440711,0.008089053073,0.008937404689,0.01035289395,0.008738547549,0.008234714938,0.008639393268,0.008815131529,0.007721203688,0.0084049392,0.007199092649,0.009145255619,
Cook Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,,,,,,,,,,,0.04739423113,0.04945799312,0.04978972553,0.05366966491,0.05434854785,0.05927958233,0.05327035136,0.05731120138,0.06122453585,0.077789309,0.08154555398,0.08284197644,0.09403246661,0.09862229338,0.08803599138,0.08988144783,0.09080761807,0.08980042159,0.09560423978,0.09471561053,0.09987746126,0.09556060754,0.1023460421,0.1001734891,0.08811824854,0.09214626004,0.113317923,0.09854510431,0.1152817519,0.124703644,0.1172395344,0.1257381374,0.1244577605,0.1352616392,0.1310095775,0.1295315268,0.1307164778,0.140457818,0.1353227173,0.1340460906,
Cote d'Ivoire,,,,,,,,,,,,0.002113328437,0.003288155998,0.00233744296,0.003683441204,0.004865624895,0.004174090192,0.002572765139,0.001848746465,0.007722496864,0.01367501234,0.0167403893,0.01600816319,0.008665505176,0.003178622724,0.01112614643,0.009429971372,0.008008622556,0.009124670013,0.01132652367,0.009080842862,0.008328873091,0.006733906247,0.006837585003,0.007081953815,0.01045133872,0.0101540963,0.0104288403,0.007456641229,0.009285100266,0.009147260421,0.009161983487,0.00865317951,0.009024298171,0.008476331042,0.006856452444,0.007084840019,0.008286385258,0.00859527909,0.009469393894,0.007048554442,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07242785557,0.1090858412,0.08135238436,0.08070972871,0.09099354193,0.09696046595,0.1334626087,0.09828364137,0.1024067088,0.1248089787,0.1121006298,0.1256109779,0.1032927949,0.09407659563,0.1344594564,0.1225893064,0.1163580188,0.0822934591,0.1015065613,0.1311933078,0.162641703,
Cuba,,,,,,,,,,,,0.001068011433,0.0007061532609,0.0005819575122,0.0008229604193,0.0005750051838,0.0004784319084,0.0006528843704,0.0007365545203,0.0009167598853,0.0008500111249,0.0005231112682,0.0003732578607,0.0005444768207,0.0006017957934,0.0004611260304,0.0004995599599,0.0003688633981,0.0006054956025,0.0006731842802,0.0007402411329,0.000847406829,0.0006492671959,0.0006534089555,0.000388394449,0.0005837055633,0.0007460385406,0.001016893474,0.0007560669348,0.000800153613,0.0006891576749,0.0005788816837,0.0008155709582,0.0009819763061,0.0006734898273,0.0005195327726,0.0007174839036,0.000923277686,0.00105316093,0.001152809357,0.0007408522178,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,,,,,,,,,,,,0.01057759252,0.01102777742,0.009392215235,0.01573108247,0.01560819664,0.01237216309,0.01672910205,0.01547252618,0.01928831851,0.02010181156,0.01722708414,0.01394187023,0.01381236717,0.01083382829,0.01394838496,0.01566014817,0.02057814108,0.01752296869,0.01371500862,0.009689484945,0.009084696255,0.01168840912,0.01140636531,0.01216145909,0.01668140256,0.01642126699,0.01418880451,0.01167796629,0.01408725766,0.01475763101,0.01727140367,0.02098765177,0.01165925899,0.01701709981,0.02002254304,0.02137293042,0.01741612767,0.0167704205,0.02000591067,0.02285445042,0.01745109138
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,0.0004693714029,0.0004846520386,0.0004809643031,0.0004588201141,0.0004551966813,0.0004516852615,0.0004662422582,0.0004450595337,0.0003712338177,0.0003862935652,0.0004186959791,0.0004161310764,0.0004137347256,0.0004115320196,0.0004095515213,0.0004078134334,0.0004063048735,0.0003712679338,0.0003871550287,0.0004200502568,0.0005035179762,0.0005537055977,0.0005203354262,0.0005711027382,0.0005042611252,0.0005044361576,0.0004875767105,0.0004873211471,0.0005539701216,0.0003854961142,0.0004683039711,0.000416992672,0.0004654965232,0.0004637632529,0.0005444072523,0.0004929020193,0.0003108734,0.0003095563515,0.0004380633727,0.0005009916771,0.0004831042608,0.0004495037183,0.0005123361219,0.0003353476345,0.0004299003228,0.0003649164055,0.0003633609003,0.0004402101683,0.0004066710408,0.0002957001251,0.000325338519,0.0002623081616
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,,,,,,,,,,,,0.009937777276,0.0103954175,0.009316528075,0.008600162032,0.007133715121,0.01273158664,0.00725730945,0.01156506574,0.0125745956,0.008280764746,0.01982664255,0.01188101121,0.01303069268,0.0156324403,0.01517494407,0.01799378789,0.01951088251,0.02054016943,0.005780693485,0.004170950876,0.005939398707,0.006122372865,0.01272121077,0.005894553244,0.006560462933,0.009212511542,0.006981120801,0.007571060413,0.01117228166,0.007625751631,0.006858064657,0.008452155272,0.01140355721,0.01506853931,0.01770873718,0.016010678,0.01534414384,0.01231280081,0.01485026134,0.01552989622,
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,0.006151048098,0.006041815347,0.005736880473,0.006405966637,0.007817069014,0.007317451893,0.006558898226,0.009037714931,0.007876467902,0.009422001084,0.008189554849,0.009158138345,0.01714742114,0.03137871541,0.03101483932,0.03699907123,0.04111219272,0.04237473697,0.0424815693,0.04179145064,0.04158493699,0.0398765325,0.04560958426,0.05051961925,0.03897983119,0.04708928936,0.04771722722,0.0467754741,0.05079859811,0.05299757108,0.04843808292,0.05067850728,0.04754044029,0.048249194,0.04407967751,0.04494741731,0.05610525529,0.06908495144,0.0556004347,0.05133603439,
Egypt,,,,,,,,,,,,0.01179412992,0.01180486003,0.0115424214,0.01340863252,0.01454779628,0.01677009465,0.01851787602,0.01867070598,0.01861928224,0.01874721904,0.01908367365,0.01910744593,0.01748488889,0.01674899407,0.01470369986,0.01537623388,0.01400231556,0.01421656843,0.01540603584,0.01502373465,0.01468872698,0.01413539104,0.01502068257,0.01545639906,0.01581181301,0.01574054693,0.01605456525,0.01609119116,0.01896631717,0.01740957181,0.01888493243,0.01575604954,0.01565674177,0.01492468029,0.01465149867,0.01470653312,0.01733289188,0.01611812571,0.01387445557,0.01382814585,
El Salvador,,,,,,,,,,,,0.01169801352,0.009651473941,0.01047673754,0.01168320792,0.005811744957,0.003898097038,0.008009460703,0.01273268405,0.01936046148,0.01746923629,0.009926604719,0.008098701478,0.01419052444,0.01515355338,0.02015415001,0.0209171,0.01902847034,0.02157249185,0.0233002485,0.02657166546,0.02014094901,0.02214318957,0.02337453563,0.02198261756,0.02206076865,0.02795675873,0.02104293811,0.02290737337,0.02570330497,0.01700784964,0.01677598585,0.01635480307,0.02097908428,0.01979609143,0.02371834728,0.02777216145,0.02450914937,0.02858843268,0.0210061398,0.02893459519,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00005628511762,0.00005742392817,0.0001758355521,0.0001193640952,0.000121128249,0.0001838339327,0.0002473638004,0.0002492373639,0.0003136406548,0.0004416506469,0.0003802818844,0.0008268017768,0.001402840969,0.001405542715,0.000895646789,0.001344635702,0.00179382007,0.002050868555,0.001731051281,0.001924255491
Ethiopia,,,,,,,,,,,,0.0008778060345,0.0008754769816,0.0009088867364,0.0009266927126,0.0009104836685,0.0009320944075,0.0009510547236,0.001017953161,0.001085512057,0.001174735442,0.001201518312,0.001336332295,0.001406989168,0.001491882993,0.001412927487,0.001453418064,0.001415327222,0.001353239268,0.001326160595,0.001889290342,0.001860748056,0.001913157447,0.002029793727,0.002106020697,0.002152545046,0.00220906854,0.002226320951,0.002183697174,0.002160759966,0.002158204685,0.002544898579,0.002519481519,0.00276961854,0.002988792004,0.003280117001,0.003687472184,0.003745026594,0.00356724684,0.003732206578,0.005111416853,
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,0.1022691531,0.1545660594,0.1869201722,0.1592013378,0.1576785563,0.1762267471,0.1950505468,0.2181569813,0.1965589036,0.1636418196,0.1728278458,0.197664971,0.1911169949,0.1936650574,0.2314889115,0.2217762924,0.1716290618,0.2199048107,0.1763496936,0.1962398534,0.1837891182,0.2445249522,0.2331801545,0.2405791607,0.2334281888,0.2163203912,0.2164625144,0.2402522299,0.232009752,0.2255231521,0.1872489683,0.2265325418,0.2579997135,0.2289344455,0.1992580108,0.2175789032,0.1989738969,0.2048199823,0.2512418992,0.2128793618,0.2436580225,0.2189751606,0.1782787844,0.1582693643,0.2479468324,0.2259979731,0.1876790954,0.2304164972,0.2767634904,0.2042104769,0.2071176207,0.1992498984
France,0.07694807118,0.07193385392,0.06645197313,0.07954643455,0.06280120993,0.08266925719,0.09115051308,0.07856256558,0.08665223052,0.09032791802,0.09599642443,0.08209443608,0.08139824471,0.07888463896,0.09232900437,0.09807672614,0.07880371261,0.1233050276,0.1099897916,0.1064297195,0.1109369752,0.114654135,0.1115040695,0.1091554951,0.1027040459,0.09630384638,0.09667206753,0.1084953757,0.1171541496,0.07104547785,0.08158090663,0.0869611895,0.1036827853,0.09721817899,0.1175994622,0.1084013383,0.09788220719,0.09412780649,0.0912819042,0.1061906055,0.09776390306,0.1080533941,0.08716906724,0.08452027429,0.08496046924,0.07294583563,0.07867593715,0.08066680794,0.08807061739,0.07876676713,0.08492398027,0.0614394132
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,0.0007791120763,0.0007603315181,0.01482233659,0.02065071498,0.02278693309,0.04122243569,0.03944977795,0.04018047092,0.0327492429,0.05039758749,0.05782288034,0.06301181897,0.06814991379,0.07224861957,0.07276830714,0.07104518588,0.06993779408,0.06450709915,0.06524888871,0.06334836787,0.06175896255,0.05964549308,0.06075971268,0.06255133692,0.05920872332,0.06057167345,0.05927268757,0.05920572396,0.0558949446,0.05976607253,0.06149689782,0.05873776874,0.05712381747,0.05093598552,0.0581561976,0.04837862654,0.05300257419,0.05156112713,0.0462060369,
