"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,0.00003945110684,0.0000424312297,0.00004169475383,0.00004339780354,0.0000431693277,0.00004556744445,0.00004948169609,0.00004638284929,0.00004695865467,0.00004486679559,0.00004042565467,0.00003822947933,0.00003946599468,0.00004042019299,0.00003919099951,0.00003906251746,0.00003481995294,0.00003488194899,0.00003118296002,0.00003120276517,0.00003306552105,0.00003177216865,0.00003022628664,0.00003201443243,0.0000308573784,0.00003209763522,0.0000303700141,0.00002723596505,0.00002162466768,0.0000198196896,0.00002003412108,0.00001988437469,0.00002146500561,0.00002261852809,0.00002008003758,0.00002048727376,0.00002060229919,0.00002021716553,0.00002470803733,,
Mozambique,,,,,,,,,,,,0.0006378703159,0.0006198624083,0.0006063850707,0.0005971777129,0.0005910842363,0.0005729519571,0.0005452206426,0.0005238500846,0.0005118912824,0.0005011309126,0.0004921897373,0.0004760001606,0.0004596282203,0.0004506295391,0.0004442575507,0.0004351009447,0.0004323639428,0.0004281852942,0.0004232050889,0.0004139760491,0.0004040572934,0.000393291334,0.0003837242899,0.0003766690563,0.0003707710671,0.0003659814878,0.0003651876647,0.0003915763509,0.0003925194599,0.000398781945,0.0004038486879,0.0004043304432,0.0003920187857,0.000446749767,0.0004841144298,0.0005024484579,0.0005077947576,0.0005161988367,0.0005213789274,,
Myanmar,,,,,,,,,,,,0.0002738307873,0.0002775682816,0.0002774586877,0.0002726056551,0.0002754078654,0.0002823217584,0.0002860267143,0.0002854120696,0.0002858492847,0.0002895161315,0.0002876207719,0.0002854699907,0.0002867125818,0.0002941569976,0.0003072223641,0.0003049634683,0.0002922204255,0.0002794948213,0.000282348234,0.0002713081777,0.0002629710518,0.000267293172,0.0002537296733,0.0002636133105,0.0002610451677,0.0002552902018,0.0002576938499,0.0002766723806,0.0003072224006,0.00034265827,0.0003495509422,0.0003609154029,0.0004005553438,0.0004461465456,0.0004991258207,0.0004924481086,0.0005083461176,0.0004866013274,0.0004696817575,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001484588121,0.0001394873734,0.0001330748915,0.000118443884,0.0001506087133,0.0001353999912,0.0001240815539,0.0001399689001,0.0001456250939,0.0001510861418,0.0001527298868,0.0001510731689,0.0001577724312,0.0001581724814,0.0001556748212,0.0001477877689,0.0001539714977,0.000147017254,0.0001465586835,,
Nepal,,,,,,,,,,,,0.0002950907664,0.000294794179,0.0002943640197,0.0002940493771,0.000293542492,0.0002934970298,0.0002932130146,0.0002929527573,0.0002927324412,0.0002926344117,0.0002921305283,0.0002918106223,0.0002912626192,0.0002906539557,0.0002901395996,0.0002899610574,0.0002893081467,0.000288571773,0.00028847525,0.0002882853388,0.0002874101534,0.0002861011078,0.0002851263632,0.0002843389361,0.000284256003,0.0002833452526,0.0002819476808,0.000281327631,0.0002815445652,0.0002925516276,0.0002937506385,0.000297999814,0.0002981227095,0.00029828218,0.0002988079112,0.0002980104129,0.0002982561964,0.0002990093048,0.0002997141653,,
Netherlands,0.0008932842958,0.0009068291607,0.0008501756427,0.0008470494329,0.0008594917658,0.0009076437546,0.000924183868,0.001022838988,0.001357453002,0.001746839881,0.002227789363,0.002851142885,0.003611178568,0.00424847248,0.004947450286,0.005244898486,0.005566142549,0.005504094539,0.005027517684,0.005251732916,0.005097960119,0.004712272927,0.004035185777,0.004318991388,0.004377147789,0.004589695966,0.004288382271,0.004238581419,0.003759216716,0.004023634789,0.004065607402,0.004493367286,0.00446216404,0.004505537905,0.004335052381,0.004324456197,0.004804244627,0.004242955624,0.00405642844,0.003772753084,0.003629138379,0.003852452442,0.003779921893,0.003638950795,0.004193087546,0.003816428083,0.00373046379,0.003724611446,0.004035977309,0.003807423009,0.004198016215,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,0.001048404722,0.001064622468,0.001088395678,0.001196912427,0.001299333702,0.001284562733,0.001280037248,0.00116594107,0.001186069892,0.001196137713,0.00120520202,0.001189773616,0.001309535972,0.001353882273,0.001504319602,0.001555761264,0.001749367805,0.001954479795,0.001905631998,0.001683406408,0.00173843847,0.001823089416,0.002095592438,0.002221245536,0.002461842541,0.002738135148,0.003001868931,0.00292282482,0.003125369434,0.003410809357,0.003372418579,0.003518119968,0.003524169706,0.003617529207,0.003481106115,0.003465340974,0.003721176045,0.003867753285,0.003542984879,0.003600050244,0.003659464722,0.003633987658,0.003695328192,0.003328843065,0.003194734907,0.003041861176,0.003122220037,0.003313348664,0.003503843907,0.003519757657,0.003789979067,
Nicaragua,,,,,,,,,,,,0.000297854054,0.0002973146319,0.0003027690133,0.0003033690617,0.0003050546458,0.0003083770544,0.00029679949,0.0002909742669,0.0002914566006,0.0002796276591,0.0002762410674,0.0002774950376,0.000277302463,0.0003375131723,0.0003512864426,0.0003235909412,0.0003194333843,0.0003192474515,0.0003561381796,0.0003626873636,0.0003652748783,0.0003520942399,0.0003405505688,0.0003276763404,0.0003223321343,0.0003267968319,0.0003305115923,0.0002967711384,0.0002967750009,0.000305992821,0.0002992027984,0.0003178139304,0.0003413408655,0.0003608029631,0.0003603145159,0.0003803270649,0.0002976901511,0.000300124548,0.0002988632682,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,0.001897933559,0.00211252677,0.002267153998,0.002381025392,0.001968344681,0.002147273958,0.002116218507,0.001925994609,0.002168292476,0.001965476396,0.001532628944,0.001417902574,0.001371180386,0.001447662529,0.001496548771,0.001452881735,0.001364951616,0.001421689864,0.001550215447,0.001542277648,0.001567312712,0.001581231987,0.001571270984,0.001546386139,0.001537849601,0.001615682046,0.001681810897,0.001598384791,0.001554371811,0.001630849895,0.001666805054,0.001510450234,0.00162639584,0.001685220499,0.001668595186,0.001639506792,0.001574258481,0.001514915681,0.001480513072,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.0008284472653,0.0008735583815,0.0009894057558,0.001005781224,0.00111525198,0.001222421375,0.001193322492,0.001290181175,0.001417318772,0.001352507465,0.001365403418,0.001543421076,0.001945420405,0.00203392181,0.002150159043,0.004023294917,0.005400545276,0.005752080159,0.009097037335,0.01127566746,0.01345451842,0.01351420853,0.01347923273,0.01539825675,0.01682568177,0.01747830712,0.01795942517,0.02066623181,0.02257713409,0.02671600448,0.02807240884,0.0307295019,0.0342089021,0.03591335205,0.03919712658,0.04227671058,0.04721995631,0.04817787322,0.04634537021,0.04689476347,0.05053712419,0.05003865725,0.05176435108,0.05142380195,0.04978198126,0.04839601903,0.04605773066,0.04551277992,0.04582300664,0.04419456426,0.04199899408,
Oman,,,,,,,,,,,,0.02005644936,0.01859697561,0.01855559664,0.01759131659,0.01977335726,0.02013387101,0.01765287146,0.01560815074,0.01396873234,0.01277351001,0.0139515505,0.01356341845,0.01486933203,0.01525943321,0.01738620022,0.01885544304,0.01891282194,0.01942288039,0.01930177113,0.02050949517,0.02029022486,0.0205487588,0.02097799752,0.02118940319,0.02179896399,0.02220590907,0.02273527103,0.02287497177,0.02390610906,0.02694393734,0.02866743303,0.02750371709,0.02591184336,0.02475375893,0.02480412923,0.02476288755,0.02362062512,0.02405672586,0.02477681359,,
Pakistan,,,,,,,,,,,,0.0002352049982,0.0002362177661,0.0002414729394,0.0002466455533,0.0002494217576,0.0002457058744,0.0002502952397,0.0002518707773,0.0002544121333,0.0002599290788,0.0002650219704,0.0002679119616,0.0002693688199,0.000264579271,0.0002723730858,0.000278711052,0.0002962738207,0.0002978536513,0.0003047584628,0.0003055807688,0.0003146177952,0.0003196553355,0.000321899813,0.0003184126526,0.0003223070626,0.000321113799,0.0003144087645,0.0003144115813,0.0003193662792,0.0003246480582,0.0003319081234,0.0003328193931,0.0003609744149,0.000377448666,0.0003875090711,0.0003832847623,0.0003904625272,0.0003778153183,0.0003804197003,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,0.0002205101679,0.0002125863623,0.0002089551966,0.0002178033973,0.0002200632199,0.000228573864,0.000243207776,0.0002614848921,0.0002615879789,0.0002699965029,0.0002844693461,0.0002780157511,0.0002582584423,0.0002783105672,0.0002771322026,0.0002718798329,0.0002639160856,0.0002630400145,0.000258747924,0.000253434087,0.000244353495,0.0002477130767,0.0002578352412,0.0002481662494,0.0002257115064,0.0002567264471,0.0002525889522,0.0002261943617,0.0002518436797,0.0002555550744,0.0002250584621,0.0002403556325,0.0002203252852,0.000236509218,0.0002270837264,0.000227898341,0.000207489958,0.0002048796898,0.0001924292462,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,0.000459245579,0.0004552929626,0.0004768745188,0.0004753191647,0.0004459374341,0.000457074657,0.0004498667148,0.0004681579989,0.0004736505711,0.0005024752971,0.0004960712381,0.0004922726255,0.0005024067948,0.0004890563779,0.0005498984038,0.0007305064647,0.000936784898,0.0009632662363,0.001042003836,0.001078564797,0.001119810138,0.001012275633,0.001053809287,0.001148534145,0.001256588393,0.0013025145,0.001398129082,0.001339658278,0.001288090163,0.00127966316,0.001128921009,0.001130883753,0.001166866992,0.001145802819,0.001141572745,0.001186610618,0.001190827048,0.001208979844,0.001172354559,,
Peru,,,,,,,,,,,,0.0005423598967,0.0005396371873,0.0005492469072,0.000563059286,0.0005315202761,0.0005371434645,0.0005774254271,0.00074866394,0.0008422882708,0.0008370689899,0.0008221556447,0.0008233869962,0.0007308133893,0.0007687653754,0.0007534692891,0.0007002197516,0.0006340336731,0.0005558253894,0.0005077723278,0.000488631386,0.0004443213145,0.0004255225461,0.0004381883486,0.0004318464427,0.0004205485143,0.0004107025907,0.0003950121772,0.0003902244479,0.0003739395257,0.0003619508507,0.0003589069948,0.0003495400473,0.0003531679379,0.0003526988239,0.0003960404037,0.000418045906,0.0004429322038,0.0004443773952,0.0005264441062,,
Philippines,,,,,,,,,,,,0.0002062812225,0.0002050710023,0.0002088926152,0.0002101462062,0.000210276734,0.0002116266632,0.0002103004855,0.0002113890345,0.0002465435963,0.0002595674823,0.0002664401253,0.0002829319573,0.0003004964942,0.0003042759992,0.0003044948473,0.0002956865599,0.0002796097025,0.0002818915179,0.0002821090943,0.0002795931757,0.0002663879366,0.0002605603609,0.0002486085823,0.0002434279736,0.0002284781143,0.0002233715945,0.0002221038166,0.0002329978086,0.0002465685586,0.0002528789788,0.0002326441606,0.000249471403,0.0002502892617,0.0002488734189,0.0002502032259,0.0002456349058,0.000249799174,0.0002548341364,0.0002559823666,,
Poland,0.002232238376,0.002269218378,0.002300842888,0.00235317915,0.00246336958,0.002483439118,0.002539341513,0.002567357186,0.002682058852,0.00283868947,0.002943908766,0.003025608,0.003133875374,0.00321828941,0.003291014252,0.003405863715,0.003488764385,0.003549564577,0.003774211382,0.003838601887,0.003559617653,0.003011711834,0.003433047905,0.003463133378,0.003460279115,0.003463218612,0.003504343381,0.003515912738,0.00349918704,0.003219606406,0.002729456435,0.002616218292,0.002553533079,0.002540674046,0.002539554156,0.002588088418,0.002577233196,0.002605289348,0.002283129857,0.002189042835,0.002077801041,0.00209802364,0.002097722062,0.002090555535,0.002064805378,0.002060773079,0.002033868112,0.001898731969,0.00186710797,0.001765364572,0.001771086845,
Portugal,0.0001425332159,0.0001476356251,0.0001432481039,0.0001480535971,0.0001509507504,0.0001536279654,0.000164222965,0.0001669850518,0.0001625012296,0.0001767487451,0.0001620992149,0.0001585509436,0.0001595316442,0.0001567639823,0.0001587696046,0.0001441920155,0.0001244020753,0.0001731843003,0.0001809691174,0.0001866157135,0.0001513308299,0.0001265270205,0.0001463845921,0.0001605371391,0.0001749654571,0.0001950292379,0.0001855699316,0.0001960088686,0.0002230895042,0.000251214883,0.0003418812013,0.000341297441,0.0002947793689,0.0003267588875,0.0003459232345,0.0003277278697,0.0003730152018,0.0003670229034,0.0003640494935,0.0003273523102,0.0003720953204,0.0003946613967,0.0003494676711,0.0004143252962,0.0003707588233,0.0003427738538,0.0004126215419,0.0004382543574,0.0004219132771,0.0004583936174,0.0005586391998,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,0.1863377548,0.1936541744,0.2096937648,0.1736166809,0.145212743,0.1521157066,0.1292673811,0.1326116188,0.1353621959,0.1194554546,0.09857009034,0.07645004368,0.06397691344,0.07632516365,0.05654436341,0.05561872128,0.04885390827,0.05008591367,0.05532298581,0.05607824631,0.05543280544,0.05981391181,0.05836545318,0.05716366137,0.0572927074,0.05754961145,0.07592818659,0.08371997784,0.09337693334,0.1002417926,0.1036850295,0.1085248657,0.1100532288,0.1228559972,0.1134344739,0.1042759931,0.09549806653,0.09536765612,0.08758803391,,
Romania,,,,,,,,,,,,0.002090879225,0.002147287494,0.002216401483,0.002257871498,0.002351695146,0.002429394979,0.002496973534,0.002472082203,0.002353066664,0.002368612342,0.002449419638,0.002457826061,0.00248245363,0.002461118548,0.002390167331,0.002364555964,0.002287593027,0.002316957688,0.002147576861,0.001759563254,0.001552489271,0.001493698695,0.001454947881,0.001389996666,0.00142487406,0.001454241818,0.001399905962,0.001287754662,0.001249497525,0.001274461833,0.001250963405,0.001322629079,0.001334513537,0.001298360459,0.00127630031,0.001286192763,0.001279602489,0.001340226037,0.001313838802,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00872281201,0.008191601341,0.007647856817,0.007099728244,0.006659748921,0.006506865365,0.006500199361,0.006301048309,0.006360443515,0.006532159358,0.006663938904,0.006897986677,0.007189992985,0.007726737957,0.008123779312,0.008364923875,0.008549922379,0.00864742747,0.00875869875,0.008259160885,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,0.04049695713,0.04881635351,0.05866937664,0.06241523639,0.04963638671,0.05723863613,0.05796533453,0.0503140277,0.05396441029,0.0544448207,0.0508673365,0.03247533831,0.02398403508,0.02107472474,0.01518329306,0.02061903709,0.01717670622,0.01977478642,0.01920068154,0.0229377005,0.02793863752,0.02789574995,0.02674604332,0.0256283531,0.02526939654,0.02510716496,0.02457486255,0.0250048725,0.02274957484,0.02391061305,0.02273587927,0.02052099201,0.02306954581,0.02381630991,0.02414858566,0.02322710734,0.02173974348,0.02213965133,0.0197088688,,
Senegal,,,,,,,,,,,,0.0001949950721,0.0001903138213,0.0001858637282,0.0001818031343,0.0001781842201,0.0001749265095,0.0001720107397,0.0001692710243,0.0001665056314,0.0001635850663,0.0001604815268,0.0001572579827,0.0001539779257,0.0001507030282,0.000147477976,0.0001442919616,0.0001413483525,0.0001396789174,0.0001364259775,0.0001330516174,0.0001299382556,0.0001268306225,0.0001252843938,0.0001235261828,0.000126813974,0.0001264077713,0.0001244199419,0.0001244553763,0.0001231091614,0.0001254200829,0.0001241398441,0.0001256027769,0.0001222453271,0.0001186839142,0.0001163718457,0.000110241067,0.0001065069373,0.0001043804328,0.0001037495669,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001400536162,0.001252878123,0.001203427918,0.001138564999,0.001040912946,0.001194978367,0.001180182142,0.001216686166,0.001244719684,0.001033818918,0.001128212975,0.001100463997,0.001127211587,0.001146603324,0.001167083139,0.001043938547,0.001074082023,0.001075085167,0.001096556573,0.0009582849817,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000383488206,0.000003937895692,0.000005788278519,0.000006046537565,0.000008362397163,0.000006896146645,0.000006451918413,0.00001080356559,0.000007797585236,0.000005395980801,0.000006775468671,0.000005842513969,,
Slovak Republic,,,,,,,,,,,,0.0005917097573,0.0005790810179,0.0005563990625,0.000554323071,0.0005497263407,0.0005317837228,0.0005198930021,0.0005402197771,0.0005889306539,0.0006985664121,0.000710407077,0.0007415224791,0.0007541032421,0.0007912991346,0.0009104907155,0.0009968150871,0.001006498706,0.00101495523,0.001033627387,0.001002667326,0.0009124717163,0.0008433972442,0.0009348925568,0.001022889491,0.000939345422,0.0009252147494,0.0009179180671,0.0009251462231,0.001020641877,0.001170480745,0.001236289507,0.00126125105,0.001218311198,0.001192306377,0.001220436134,0.001220810229,0.001100222354,0.001179875633,0.00108882664,0.001123322469,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001592666428,0.001603960519,0.001516662474,0.001419396892,0.001476897077,0.001509643704,0.001458948774,0.001517449279,0.001539027445,0.001446804293,0.001560230502,0.001589036831,0.001676044873,0.001637352802,0.001731677177,0.001751980936,0.001715302135,0.001721733102,0.00181952678,0.001749544969,0.001746377261,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,0.001634756873,0.001598600352,0.00165519663,0.001708364438,0.001759431478,0.001860426297,0.002001521533,0.002119577827,0.002344057705,0.002516390857,0.002713223414,0.002848360068,0.002901685784,0.003198442633,0.003320673579,0.0033390506,0.003258875298,0.003320424869,0.003186005591,0.003112870373,0.003102351351,0.002977108068,0.003104907844,0.003164171725,0.003255309523,0.003200718328,0.003343873182,0.003331890875,0.003285354814,0.003253428478,0.003193447408,0.003125440339,0.00328949076,0.003336956851,0.003303619958,0.003257730673,0.003251309977,0.003284120661,0.003228787601,,
Spain,0.000323618116,0.0003237453135,0.0002997715889,0.0003182473506,0.0002977680059,0.0003067563819,0.0003234840011,0.0002984046812,0.0003037515779,0.0003101419672,0.000286606756,0.000305860671,0.0003352370592,0.0003247066262,0.0003718707382,0.0003737076958,0.0003492321621,0.0003959570155,0.0003944080755,0.000420893562,0.0004206819832,0.0004689074985,0.0005172507262,0.000574817487,0.0006539879183,0.0006880031754,0.0007338908258,0.0007213154885,0.0007809162888,0.0008900335392,0.0008892643549,0.0008808782535,0.0008623736915,0.0008395854263,0.0008202150093,0.0007992949168,0.0008273800625,0.0008002443759,0.0008137795376,0.0007675007654,0.0007862263129,0.0008216363182,0.0007687792976,0.0007846248079,0.0007626659139,0.0006943690007,0.0007112138981,0.0006782735975,0.0006741640027,0.0006512189056,0.0007357445166,
Sri Lanka,,,,,,,,,,,,0.0002193183529,0.0002152449891,0.000213944856,0.0002133479832,0.0002259099085,0.0002248521206,0.0002133295964,0.0002150557519,0.0002152482966,0.0002127532136,0.0002154406206,0.0002200059534,0.0002168536395,0.0002330625759,0.0002328803503,0.0002381635592,0.0002389461467,0.0002427063051,0.0002442828948,0.0002417472686,0.0002393881935,0.0002439344801,0.0002376202915,0.0002209559905,0.0002206218734,0.0002292165424,0.0002358484039,0.0002333135513,0.0002443655089,0.0002532785663,0.0002411603255,0.0002374823979,0.0002403335224,0.0002429871614,0.0002479638691,0.0002569404354,0.0002504119297,0.0002477254954,0.0002461082806,,
Sudan,,,,,,,,,,,,0.0003732061374,0.0003701310218,0.0003669286297,0.0003637898741,0.0003607860584,0.0003597501231,0.0003582657341,0.0003568861799,0.0003553836849,0.0003531945258,0.0003508599311,0.0003483167926,0.0003523513771,0.0003432468397,0.0003412014929,0.0003394904964,0.0003377131004,0.000335865793,0.00033371355,0.0003311939318,0.0003277843547,0.0003240040481,0.0003199236697,0.0003505001996,0.0003450350446,0.0003486357689,0.0003470633001,0.0003487266372,0.0004324710647,0.0005900987164,0.0006360739432,0.0006817408982,0.0006931572432,0.0007205187538,0.0007023569968,0.0007401247376,0.000865129657,0.0008232172086,0.0008285996272,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,0.0007329638058,0.0007884255127,0.0008060461955,0.0007874250421,0.0008454271492,0.0008747917476,0.0008449446137,0.0008812681569,0.0008660597604,0.0008075683596,0.0008071891033,0.0009135405039,0.0009723177147,0.001135954997,0.001102668847,0.001427985288,0.001510390826,0.001598014844,0.00179916135,0.001770276676,0.001940733535,0.002315136095,0.002294570805,0.002506598859,0.002914661954,0.003216931612,0.003469770056,0.003495234428,0.003529370272,0.003407488133,0.003468292917,0.003647276942,0.003396397738,0.003354834719,0.003556073532,0.003607020614,0.003613926024,0.003664702267,0.0038395494,0.00375493768,0.003444740063,0.003819116028,0.003575585293,0.003460917887,0.003824173073,0.003840203359,0.00361135509,0.003665794017,0.00359787664,0.003259012943,0.003469939562,
Switzerland,0.0003986401569,0.0004074064391,0.0004007839481,0.0004132958163,0.0003981675447,0.0004334315236,0.0004612077198,0.0004845781075,0.0004702563421,0.0004534866454,0.000544634376,0.0004668846671,0.0005303893812,0.0006781965357,0.0006985409453,0.0008025258864,0.0007080697881,0.0008482480387,0.0008414551094,0.0009905009668,0.001115221662,0.001209511157,0.001218107248,0.001222613397,0.001262063187,0.001458119939,0.001470290933,0.001502876151,0.00150049056,0.001414214123,0.001536147358,0.001543120106,0.001550397589,0.001575449997,0.001632931862,0.001597392509,0.001531321719,0.00159128553,0.001605772459,0.001689260222,0.001677267621,0.001743069736,0.001674993367,0.001677479151,0.001639281256,0.001480539803,0.001638928411,0.001683528121,0.001690749252,0.001675031042,0.001657919596,
Syria,,,,,,,,,,,,0.0008066853283,0.0008641877165,0.0007895772558,0.0008881344955,0.001282351809,0.001309594993,0.001158796997,0.001221636742,0.001042102598,0.001066793929,0.001063463305,0.000978877201,0.0009817998632,0.0009630131411,0.0009173055933,0.0009079711512,0.001152348135,0.001310880102,0.001592378463,0.001810966563,0.002094686657,0.002123325563,0.002138374642,0.002253015258,0.002334162837,0.002189010309,0.002192215523,0.002215799808,0.002176967864,0.002043463147,0.00206034345,0.002187118455,0.002060163965,0.001577103258,0.001410631622,0.001312104075,0.001236045504,0.001206158099,0.001175838545,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003819754742,0.0003384000288,0.0002999356226,0.0003034198764,0.0002701138207,0.000230098362,0.0002298449201,0.0002092982535,0.0002105257482,0.000226477114,0.0002048435987,0.0002067156062,0.0002165395099,0.0002314110572,0.000233403222,0.0002395729897,0.0002328444783,0.0002383060996,0.0002223772965,0.0002213755954,,
Tanzania,,,,,,,,,,,,0.0004893222818,0.0004746156748,0.0004611809112,0.0004493066313,0.000439567117,0.0004272562532,0.0004162533393,0.0004064807795,0.0003977189786,0.0003904539434,0.0003862756443,0.0003821361948,0.0003785375925,0.0003750044376,0.0003720163912,0.000368487479,0.0003653425406,0.0003622012985,0.0003591540884,0.0003557261066,0.0003518316894,0.0003470103122,0.0003436388601,0.0003391484782,0.000336000369,0.000333469685,0.0003296342955,0.0003467039138,0.0003641256723,0.0003728376512,0.0003824857542,0.0003890164888,0.000392437744,0.0003983749309,0.0004064775886,0.0004097885038,0.0004127178739,0.0004133247288,0.0004146072516,,
Thailand,,,,,,,,,,,,0.0002076823506,0.0002037371364,0.0002029644815,0.0002123855198,0.0002385379861,0.0002440935771,0.0002476938703,0.0002373113513,0.0002520388922,0.0002355057826,0.0002495567866,0.000273575493,0.000222283349,0.0002559588241,0.000316278289,0.0003282679814,0.0003568484395,0.0003876568014,0.0004323133992,0.0004656909516,0.0005132196399,0.0005300024805,0.0005150000485,0.0005360812012,0.0005564814691,0.0006165339761,0.0006568303721,0.0006434344399,0.0006653826564,0.0006972156089,0.0006762037719,0.0007094805772,0.0007524751195,0.0007743042301,0.0008240235839,0.0008450752176,0.0008845085859,0.000943237124,0.0008981027484,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,0.0002836341721,0.0002824459833,0.0002820408722,0.0002797930932,0.000280592642,0.0002811873488,0.0002844988753,0.0002860054442,0.0002820679221,0.0002814721546,0.0002806752519,0.0002799457542,0.0002769090344,0.0002763069227,0.0002762472848,0.0002761685008,0.0002815891895,0.0002814839279,0.0002827081238,0.0002876088969,0.0002972458142,0.0003046758076,0.0003155663488,0.0003217092782,0.0003321599944,0.0003379566511,0.0003405079703,0.0003451929515,0.0003701515926,0.000368141343,0.0003662196502,0.0003665348821,0.0003672277483,0.0003672295284,0.0003699228409,0.0003687026981,0.0003712414938,0.000370130748,0.0003712611569,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,0.008334708018,0.008878885655,0.01005145977,0.01087420597,0.01208179517,0.01198080739,0.01288514133,0.01305677314,0.01221001187,0.01218759692,0.01113644837,0.01089676687,0.01004514475,0.01070136093,0.01092884496,0.01058357806,0.01005734011,0.01034802252,0.01021227923,0.01037610799,0.009989595118,0.01001434404,0.009305795318,0.009793151636,0.009651180434,0.01016764537,0.01008176971,0.01082645568,0.01249671179,0.01547316452,0.01591363664,0.01839926981,0.02372734895,0.02520678044,0.02769816845,0.03239459474,0.03255882601,0.03210350102,0.03292909262,,
Tunisia,,,,,,,,,,,,0.0008901249578,0.0008525798867,0.0008362119276,0.0008838254186,0.0009530626821,0.0007734780417,0.0008606150654,0.0009566493105,0.001037333591,0.001033353559,0.0009772140177,0.0009190944683,0.0009566643799,0.000927463738,0.0008937020984,0.0008484251106,0.0007959713293,0.0007703091883,0.0007590036668,0.0006972221069,0.000759541391,0.0007743097446,0.0006608681555,0.0006207533738,0.0005964674927,0.0006525683693,0.0006934716961,0.0007318582111,0.0007190180089,0.0007015583669,0.0006951014162,0.0006960126342,0.0006636482764,0.0006933812675,0.0006740640796,0.0006619927346,0.0007799783779,0.000736968038,0.000753631252,,
