Country,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
Afghanistan,0,0.000255771369495872,0.000511542753886077,0.00076731399754716,0.00102308545070684,0.00127885688033948,0.00153462842158151,0.00179039971802968,0.0020461709461361,0.00230194228581594,0.00255771376075103,0.0028014278549996,0.0030429496671183,0.00328227941805257,0.0035194166469979,0.00375436204516103,0.00398711461690248,0.00421767557959041,0.00444604402028941,0.00467222040847754,0.00489620441370134,0.00556743712353089,0.00624080839726406,0.00691233150653696,0.00758200309855778,0.00916789006080185,0.0100090373004957,0.0107331115210349,0.0118974556605292,0.0130014701511952,0.0136302053408631,0.0141650426784811,0.0149478571818803,0.0161184444293611,0.0179135303262937,0.0197431147338138,0.0197620516483922,0.0215780446490946,0.0236570532330573,0.0265526283853349,0.0284607480366822,0.0311465232683053,0.0330551519982979,0.0321883467613575,0.0367356865642022,0.0399524824481925,0.0422719989224125,0.0436096933243176,0.0500615908867439,0.0533128119279629,0.0589179237777343,0.0662252609183795,0.0721140942489237,0.0759236630800408,0.0798325581599788,0.0850222432438371,0.116430459608857,0.124489653155954,0.133189765963415,0.134384306940553,0.139362721615517,0.14912609290686,0.168464378513077,0.190703742265994,0.19907151241676,0.197488111182654,0.226280243271244,0.246014933453932,0.253366138553031,0.282762172762368,0.224053838292484,0.238137393069583,0.2460043856591,0.266836972966251,0.282333482092826,0.285980776564573,0.287813454743145,0.303148940779957,0.310649809546594,0.318827263141026,0.318586191821484,0.300515001080789,0.291100212057024,0.310216083413223,0.341559546738851,0.363096565536991,0.386112569815506,0.398361469520395,0.40255610846006,0.435218674978903,0.490279228447389,0.520484015091191,0.520317941805197,0.497552199610317,0.487044557852776,0.30261914598881,0.247474746931237,0.279650555027665,0.292630728818811,0.385906409120425,0.617670796176112,0.772364254923207,0.927168067185792,1.08208206751632,1.23710642136234,1.77897477559158,1.77960843970602,2.24465502963616,2.63260140704146,3.17573758584223,3.71926091190874,5.11580367691861,8.68445106664999,7.67916528451016,8.76822377884465,11.1776364416617,12.5793064262294,11.7293212953432,9.71314933151421,10.6493905423125,12.7526971125412,10.5013695832352,5.72959754066817,9.10763942656622,8.95512491204554,11.6847331807631,12.4681256729908,13.2520724145092,16.9218595457023,10.2971245834242,9.28629465390191,9.75795914581054,11.3232302851884,11.3272291524589,11.5656655428417,11.8042690352495,60.7567576120658,60.9116992421371,58.2497805293309,58.4045070775879,57.8548075945,59.3823826832371,60.9502912507075,62.5595982458741,64.2113967361846,65.90680865,67.6469855386269,69.4331093584698,71.2663932738352,73.1480824809323,75.0794550536307
Albania,0.0000868341651884498,0.0000974012241086293,0.000124684646222776,0.000136162431029451,0.000156004325621137,0.000179618736530441,0.000207135608195087,0.000226746477985488,0.000260153570693535,0.000255433978436664,0.000275640850884311,0.000290633167654726,0.000327415460893451,0.000363894509483094,0.000398947793222498,0.000432683312661916,0.000448516501632414,0.000491396636458232,0.000530020418267154,0.000570396923377087,0.000612413266222982,0.000717282478056043,0.000771828469595793,0.000815466413949638,0.00085644463281276,0.000872590727080409,0.000923748375575808,0.00091004444054768,0.000991437744547941,0.00105320856714824,0.00119191128082363,0.00125021187402169,0.00131412836009355,0.00144786705335962,0.0014865712054259,0.00154319008138899,0.00157823801611848,0.00159540621624765,0.00175875841983794,0.00191549933726099,0.00198815577146722,0.00209640130902039,0.00209281811558132,0.00224481207752458,0.00234703281963588,0.00250497303196942,0.0026412584666008,0.00282499068471414,0.00309953740852373,0.0033126492562335,0.00362646590860711,0.00367325023880051,0.00359020608401536,0.0037548408471265,0.00392199054625357,0.00398419364963041,0.00429569650501265,0.00473183197755606,0.00490448876001826,0.00505374903937736,0.00500442049201118,0.00535141948138882,0.00585056937111189,0.00635656765046957,0.00543103588066188,0.0108566021874692,0.0162767053552147,0.0216913260795201,0.0271004900995565,0.0325041716761528,0.0379023965484801,0.0430763688927704,0.0481901759246604,0.0532438433833214,0.0582373326599966,0.0631706566242717,0.0680438281457321,0.0728568214852068,0.0776096623818669,0.0823023379661267,0.0869348482379864,0.091507218936617,0.0960193985836764,0.100471425787921,0.104863287679766,0.109194997128795,0.11346652839584,0.117677907220069,0.121829120731898,0.125920168931328,0.129951026079186,0.133385789763995,0.136722101119422,0.139959960145468,0.143099366842131,0.146140192513556,0.14908282324731,0.151926744259972,0.154672341639106,0.157319615384714,0.5,0.721567122461778,0.808588504539113,1.07696140518179,1.4692307227706,2,2.7838560836397,4.14284220797912,4.754217220661,5.42867550905199,6,7.77687617715101,8.80127964896501,7.92452735384442,9.1329364308683,11.5,13.1271445860672,16.3595467872869,18.1363551607141,21.9669145752085,24.5,24.4540955261506,26.5497137081806,25.4201039109835,27.2113428556131,30.5,27.4459914202624,30.2318633871559,31.0391265462765,40.4136822007559,46.5,48.8120037816375,50.0180631660551,49.7809928333559,44.5865335541,47.0733820962964,46.5910515578315,49.0602324709885,50.2826631881734,49.9190329505548,48.7633895,34.2410298897566,12.5280920341903,9.91462009294698,8.32275239763654,7.49204135,7.46618826167685,5.35631941190219,5.44828918567606,4.11520829770601,4.00820003121104
Algeria,0,0.00673346648929144,0.0134669329785829,0.0202003994678743,0.0269338659571657,0.0336673324464572,0.04043558851261,0.0471922805819659,0.0539539495613357,0.0607205954507193,0.0674922182501167,0.0742688667527634,0.0810504433721885,0.0878370456948628,0.0946285761343155,0.101425132277017,0.108226665329733,0.115033175292463,0.121844662165206,0.128661125947964,0.135482566640735,0.14230898424352,0.149140378756318,0.155976798972366,0.162818147305193,0.169664521341268,0.176515823494122,0.183372151350226,0.190233456116343,0.197099737792474,0.203970996378619,0.210847231874777,0.21772844428095,0.224614633597136,0.231505799823336,0.238401991752785,0.245303111799013,0.25220925754849,0.259120331414745,0.26603643098425,0.272957507463768,0.279883560853301,0.286814542359611,0.293750598362407,0.30069158248198,0.307637543511568,0.314588481451169,0.32154444509402,0.328505336853649,0.335471254316527,0.342442099896184,0.34941797117909,0.35639881937201,0.363384644474943,0.370375446487891,0.377371225410852,0.384371981243827,0.391377762780051,0.398388472433054,0.405404110202835,0.412424822469101,0.41945051164538,0.426481128938438,0.433516771934745,0.440557391841067,0.440716799341215,0.503858466340718,0.630050947335354,0.567250637810917,0.252202475288765,0.567660500988526,0.630961429108471,0.888671196880181,1.33098187604994,1.08380851953691,1.02100821001247,20.0791287605375,17.9529781646612,14.4661989228879,15.8515706184713,12.0231167456019,9.26120005072436,3.4494119182842,2.22764882041998,3.00247710419277,3.61474194134931,7.36606590731328,12.6109337321464,16.4027243679139,12.1089440467226,11.6412169712176,12.8061798637181,16.0407322335849,15.3189534191683,16.044660089037,18.4100878321368,19.4248749046319,20.2166476152724,21.3365743514714,23.2917632090493,51.553663930845,55.9248059268101,64.5019736100462,49.8301404757636,52.0200296750816,59.2541147598812,61.8460602191396,73.7956699555667,69.3537777682287,62.090611915113,59.193562354713,48.6413176911379,38.842382030714,30.3608930028319,36.6865358717552,36.5349694445401,22.7083668896347,18.9179668610769,22.0065298705382,25.8070349781535,21.8201885044323,25.8920815875073,22.4513290047148,22.9057404062712,21.475366709651,18.0333942959728,16.6995336190325,19.6382038092539,31.293785508982,29.7736322591713,76.7763999147285,87.8158694306863,99.3834281336993,120.427316262446,154.468795238178,131.905632137858,105.136638523209,109.512855015659,108.667024279486,107.95093475632,111.9228505,122.175598165039,129.640259064943,134.754615028526,135.34863726365,145.09356255,142.507784701843,160.201686385473,170.793508948981,193.294030795496,210.390516452651
Angola,0.0000581854325316116,0.0000581854266555436,0.000116418344569766,0.000174690118968361,0.000233005067238483,0.00029136318938013,0.000349764485393304,0.000408213272665156,0.000466700916421381,0.000525231734049132,0.000583805725548409,0.0011605093492308,0.00173725614678471,0.00231404611821015,0.00289087926350712,0.00346775558267561,0.00404467507571563,0.00462163774262717,0.00519864358341024,0.00577569259806483,0.00635278478659096,0.0069299201489886,0.00753074294709519,0.0081316277787492,0.00873257452797359,0.00933357889343722,0.0099346495937794,0.010535782211692,0.0111369767471749,0.0117382290148741,0.0123395475014748,0.0139732473748663,0.0130262063074231,0.0131115509281018,0.013196957582328,0.0145212050998808,0.0158455189523121,0.0171698947223138,0.0185530930103172,0.0206237274358024,0.0218026848306669,0.0183667714559485,0.0236975361966485,0.0206992696880673,0.0257318695532768,0.0227166807046008,0.0255488737443349,0.0287894969623614,0.0297687702806678,0.0300285490163704,0.0358780462181723,0.0390775665900318,0.0781553681073301,0.117232934697362,0.156310501287394,0.195388067877426,0.234465869394724,0.273543435984756,0.312621002574788,0.351698804092086,0.390776370682118,0.42985393727215,0.468931503862181,0.50800930537948,0.547086871969512,0.586164438559543,0.625242005149575,0.664319806666874,0.703397373256906,0.742475174774204,0.781552741364236,0.820630307954267,0.859707874544299,0.898785441134331,0.937863242651629,0.976940809241661,1.01601837583169,1.05509617734899,1.09417374393902,1.13325131052905,1.17232911204635,1.21140667863638,9.0651055444017,6.4682994152704,3.90250368532321,3.92607628724845,3.94964653990104,3.97321914182629,3.99679174375153,4.02036434567678,4.04393694760203,4.05616021328043,6.49839594738764,6.48199097636472,4.08283855366942,4.08804219262341,4.0679159736984,4.06334898763674,15.4473346570276,24.3155124202469,39.3127757692979,43.9908354425795,46.6087239446106,39.5856437893913,38.0501826679719,37.8612776529421,32.0430689696584,35.1583219876945,35.6936742427,34.4083871674257,43.0019326067798,37.7952395983159,72.7389790207471,85.5389441530646,92.2498529564973,89.7274388955905,100.689497543537,85.5820063210225,96.0163008646729,99.7028265167695,134.469941514173,133.502470981682,128.448636755575,141.144624081731,134.891671878812,77.4346611433472,64.2323875069221,68.9381522776416,68.5204168636212,70.8485986689601,77.17997023561,67.7785355163152,62.4883925894541,62.6056850481774,66.0843780882054,69.7536413318308,67.4840383737038,66.2036867216932,63.5760537070074,62.5361106262309,64.029934805,64.6221829496604,66.5782260703832,62.5743164176543,69.5441890241662,64.87358601,62.3310647064781,61.4004796192655,60.5995705951338,59.0427846413956,49.5592104600261
Antigua and Barbuda,0.0000888376254707113,0.0000592628334686864,0.000111486811193502,0.000100360964925704,0.000124429403819173,0.000120342424239166,0.00016552752760554,0.00018959602109151,0.00019958678063938,0.000188460933809063,0.000268840378846636,0.000264702356625747,0.000295749469052648,0.00026343748232283,0.00033669927120896,0.000332524221429744,0.000279067813665939,0.000352301728089939,0.000341060010897002,0.00041427543464639,0.000367820805921179,0.000335434665982645,0.000408622287524368,0.000362677314881842,0.0004082287602725,0.000411538075088999,0.000442712467306469,0.000389411575975684,0.000420568226148931,0.000409482726573707,0.000370371997643864,0.000374499725371829,0.000412211255600443,0.000306927170584014,0.000407295066550051,0.000376373294139947,0.000351115925848909,0.000298212552301381,0.00036394527641086,0.000291273488520071,0.000318490405005162,0.000296863736883185,0.000338293720583309,0.000376216392966255,0.00039174954401388,0.000396179852118204,0.000401563299463666,0.00040421522316587,0.000488178399552999,0.000533488473664441,0.00058156640733494,0.000760852457093189,0.000783259252730209,0.000892710269623976,0.000937604613626198,0.00104663272243722,0.00104140937239056,0.00112968558960119,0.00124408689353986,0.00135325723968971,0.0013832092631641,0.00163952619113697,0.00163175088606916,0.0014664056778726,0.00145268258841511,0.0017936411011037,0.00217107643838827,0.00261787737889956,0.00291407314017102,0.00244653208675122,0.00263472254790114,0.00218322344446666,0.00258590497001045,0.00331546650411131,0.00330027669888493,0.0035827229134155,0.00388794320777165,0.00427040623952333,0.005114573872972,0.00548453227890538,0.00478220953290674,0.00429085049578613,0.00294775453564963,0.00355362442568462,0.00459204510113031,0.00480642164207775,0.0049057966932136,0.00666473794424404,0.00655373751235081,0.00646412913076258,0.00674520947483817,0.00768547047665606,0.00714891864255485,0.00789161124260203,0.00825213606207832,0.00868363369563541,0.00982350567451347,0.0091762283692153,0.00952783497203885,0.00985324954404862,0.01257,0.08486,0.01382,0.02597,0.01349,0.02925,0.0575259090909093,0.0858018181818186,0.114077727272728,0.142353636363637,0.170629545454546,0.198905454545455,0.227181363636365,0.255457272727273,0.283733181818182,0.312009090909091,0.340285,1.023154,2.162916,2.041466,3.353549,3.791329,3.986223,3.325404,2.123361,0.9268401,0.4628614,0.937317370619083,0.916684539537075,1.01895073102334,1.13404751429184,1.1488363445811,1.09496086543525,1.02656540937947,1.10550281832232,1.15590741571741,1.41104180694765,1.46339642277211,1.44444149720995,1.51727219200843,1.5084309714,1.46642365026847,1.44695346084577,1.46821614219587,1.51980327410874,1.4557016005,1.5436695851184,1.58335250059079,1.57410476212568,1.61716767023381,1.6084240299257
Argentina,0.00512045416916236,0.0034158119502097,0.00642591586794035,0.0057846404443172,0.00717190555439064,0.00693633879403609,0.00954073360637447,0.0109280018630697,0.011503852760805,0.0108625773047592,0.0154955159079335,0.0152570071339679,0.0170465114731984,0.0151841018659182,0.0194067905111247,0.0191661475297845,0.016085008377851,0.0203060903850471,0.0196581363524611,0.0238781525876782,0.0212005844281002,0.0193339007522064,0.0235523145140414,0.0209041220902465,0.0235296322524791,0.0237203756988446,0.0255172162352193,0.0224450407939163,0.0242408587081325,0.023601908801306,0.0213476309100783,0.0215855463264555,0.0237591767129212,0.0176907757486636,0.0234758156867108,0.0216935357392644,0.0202377427001928,0.017188479528098,0.0209772053009153,0.0167885233397056,0.0183572615038495,0.0171107360326484,0.0194986919425637,0.021684492214466,0.0225797974144937,0.0228351530645717,0.0231454460880342,0.0232982985951257,0.0281377975609026,0.0307493954808119,0.0335205282593324,0.0438542803839875,0.0876662834322148,0.131436009144682,0.175163457521389,0.218848628562336,0.262491522267523,0.30609213863695,0.349650534040397,0.391568456076789,0.439836490314135,0.475277637251637,0.561815115819056,0.661094645165893,0.849825181581615,1.11522143866476,1.50202918488606,1.86322532110386,2.02621741550881,1.89511934320131,2.39042820761522,2.93878610924314,3.71680351788507,4.12359998845375,5.30979661839263,8.0224965010402,16.8548576459015,16.4407088647953,15.0195139458826,16.172337974368,15.641126069031,18.4798067752657,18.955415528611,20.521351134232,19.5725237062564,19.5078281085872,25.5152345888906,34.308165071933,45.1809488171186,53.5935580246409,65.5439628734618,61.7545607146094,60.4862406418054,50.7621039243322,47.4156949635307,43.2541000515804,44.5172002826626,45.6458360381151,43.6214393665331,39.7695625793834,384.794443122614,454.183276019446,424.632545718732,421.630178442391,431.947426721732,415.266424754432,471.645450412031,538.93682012713,506.688457586234,483.67786201827,361.867894898142,269.064238733698,190.146883533467,187.144854475811,204.88701757069,282.926977129446,280.731205049627,248.7269800303,208.029181903945,238.57275315765,226.316666260349,250.57241392112,200.066724856663,242.114297389386,289.841125359221,261.28892935938,271.770439180595,298.46079768334,239.916890585917,257.021962415782,270.688139385135,229.24332892079,200.437863494856,148.933471020181,152.739671373776,158.19660439457,177.532904896511,181.701562942022,198.75787491131,192.416950984662,173.21520515,168.91994269339,175.439837626365,168.709375906164,173.683883747519,165.44349894,174.103197019331,192.282233606957,196.555626985467,205.595357881963,200.226463602609
Armenia,0.00481193008278085,0.00539750545618574,0.0107853575692422,0.0161113395476228,0.0213776546234421,0.0267436070789958,0.0325087120700552,0.0382176476546504,0.0433128901037756,0.0488291904586977,0.0541981262593795,0.0639261672726094,0.0646224927205838,0.0683467230472527,0.0744837813528099,0.0756198010923175,0.0844136869229813,0.0959344771515469,0.0793469512886862,0.109370765378611,0.120475029846957,0.16267159028907,0.168914017805533,0.159089291019983,0.18753034530633,0.2231895713923,0.272468275791282,0.271864307091421,0.361116852861256,0.371243913111592,0.433078628498576,0.45463793075506,0.483056133887235,0.546976969223871,0.535679231650199,0.574012677528618,0.597988489338829,0.589489954675843,0.676652508494903,0.794643173555326,0.772132882432702,0.820257413119696,0.879873535338256,0.997669965588214,1.09613939744262,1.20108205347062,1.24034351011015,1.42858497063924,1.60343692433189,1.88628660641453,2.14103444689943,2.16515510963692,2.11798397988234,2.22332716586264,2.43253900362485,2.22283269227653,2.53222462468465,2.91306894241833,2.96290350114256,3.07417402261346,2.98929023666881,3.26292709509429,3.55540599964346,4.11714322757697,3.43446626618623,3.07271853104353,3.37711177347645,3.04413364143676,1.23747759452437,0.947032442696544,0.863774897223827,0.946505596642015,1.17255746552069,1.30648109782779,1.63696654979985,1.67456939349904,2.52629475017692,3.19653687517219,3.55766509013511,4.07090836038917,4.96518256613599,5.90314373538039,6.49611341303326,7.49975514691185,9.17624276785279,10.633289485768,12.3803935206444,12.7303843369654,13.5145724727326,14.8000070228133,16.6532419737347,16.4126320153854,16.1799501380253,15.9481569166608,15.704614393526,15.4671909016752,16.9764017265316,18.8449723409198,21.2222032996418,23.6083906412909,25.9711174646563,27.9590726645094,29.7844863352259,31.4099270167629,34.1258057327765,38.2056761888812,41.5976697765124,44.2874347013413,46.0975634889336,46.942218317658,47.5884553051952,47.193873000524,48.3747381300949,49.1988015298929,50.9199504621551,53.2768058084068,54.33828000497,55.6931185883065,55.9898598678631,57.1931635613226,58.9307018491608,60.2585125951456,61.8307291300895,63.5071024952596,65.7988193570344,67.7736668809525,68.0654634246479,69.7403895500537,70.4127212861472,70.0085097590095,70.5,55.35,50.65,55.15,48.45,50.1,55.6,55.3,52.05,31.35,36,29.75,22.05,2.75,2.1,1.25,0.75,0.2,1.655,0.42,4.2013
Aruba,0.0325521869603753,0.0217152911197591,0.0408513823462674,0.0367746129469823,0.0455938557881825,0.0440962918518376,0.0606531794453866,0.0694724444002791,0.0731332959608602,0.0690565264391516,0.098509452735726,0.0969931865024618,0.108369584833461,0.0965297162135032,0.123374569371107,0.121844736842716,0.102257048739522,0.129091691941191,0.12497246367677,0.151800337071469,0.134778264650577,0.122911217852236,0.149728903156231,0.132893579076102,0.149584713390572,0.150797329592336,0.162220376041193,0.142689664817057,0.154106207142343,0.150044220635304,0.135713122233387,0.137225622597466,0.151044033120677,0.112465436981295,0.14924263099211,0.13791215943147,0.128657260159372,0.109272202584153,0.133358246289847,0.106729571387947,0.116702502311498,0.10877797650902,0.123958916884451,0.137854695103969,0.143546415779182,0.145169792897824,0.147142420420394,0.148114150978205,0.178880276301054,0.195482978729998,0.213099890275094,0.27879460815738,0.565329620733617,0.858812478470079,1.15225292619622,1.44152308766171,1.69178999085884,1.95647417882477,2.30969678517101,2.60856448331393,2.90346994965074,3.11309489794817,5.8058962990987,9.1069992079835,10.3962637498199,11.338362367153,12.5133835598723,15.8411283983949,16.9190268690723,19.2958481975452,22.3626218886414,23.4910711063301,24.1852136222477,23.2124340739792,23.2264571240243,21.9353023879448,20.0902662636097,17.0759708734393,40.0847310935739,48.7174832994922,60.0927823516265,49.4302542422946,47.5760492836985,49.897761129369,55.3444851402175,62.7129181374178,67.8567895314591,81.8776175156534,82.8882500860112,81.0146742470892,67.6040413773173,86.6991425570781,47.9400542032205,78.3287529213937,103.3310260275,123.352185535707,135.654951163818,154.010084345853,162.080709150688,172.334325831782,185.145496913142,204.342519105741,191.104468865268,172.494427070613,175.675797101282,170.632635634097,159.452496031755,133.756957809404,113.777788838977,115.158013147423,107.915306546244,103.421189453087,98.9635782388854,92.1388765660709,87.8141538063584,80.0047965083236,73.047756764398,76.888045308243,71.5757914288149,69.2099587398222,76.2111055811108,61.5948621722321,56.8225061888828,64.4963902016342,65.0995295290175,38.9722464519016,48.6302753477076,42.2530282538937,40.7421235766037,36.7213295189536,50.1710566881443,40.6005647839895,33.2964696881497,26.0289446730327,22.9628636082698,10.0366432787834,9.37760945481547,11.3800413195343,12.1037359887733,12.2873373256157,13.2317976994688,13.4318792560953,13.6068303860145,13.7492482685351,13.9020922013537,14.06363313495,14.2205049457785,14.3918348056898,14.5777482338739,14.7789978093791,14.9958674939892
Asian Shipping,0,0.0435413595193941,0.0870827198232432,0.130624056453014,0.174165428986127,0.217706797596977,0.261248185228525,0.304789531191724,0.348330865521472,0.391872218845085,0.435413595193955,0.47690237771708,0.518017956069165,0.558760367862954,0.599129534653182,0.639125574107748,0.678748316733501,0.717997969769677,0.756874377802291,0.795377620753158,0.833507642367383,0.947775255844525,1.0624069287454,1.17672397850725,1.29072583436599,1.56070004117447,1.70389313390547,1.82715624660798,2.02536891434269,2.21331133616629,2.3203443644743,2.41139264813675,2.54465544029334,2.74393090642844,3.04951819147157,3.36097834655759,3.36420208104461,3.67334849665083,4.02726949276592,4.52019907955334,4.8450287185077,5.30224291793417,5.6271592201292,5.4795982262679,6.25371673886634,6.80132948676118,7.19619345576731,7.42391648628864,8.52225827753514,9.0757314081296,10.0299202385703,11.2738881854638,12.2763764745354,12.9249002016035,13.5903327789737,14.4738012401293,19.8205936044583,21.192554177433,22.6736219396744,22.8769751801518,23.724477924695,25.3865499909331,28.6786120621079,32.4645405248926,33.8890317799391,33.6194807322197,38.5209227693893,41.8804669585561,43.1319027878207,48.1361503842263,38.1419096792478,40.5394301964799,41.8786713497824,45.4251165680836,48.0631720281194,48.6840709039218,48.9960577285659,51.6067013478012,52.8836152413248,54.275707868624,54.234668980086,51.1583113944226,49.5555803931138,52.8097796706841,58.145548771146,61.8119132129217,65.7300534378719,67.8152505930493,68.529326909675,74.0896541575745,83.4629131621483,88.6048391065052,88.5765675431934,84.7010308007939,82.9122575045524,51.5165114843895,42.1289789868448,47.6064426876392,49.8161286280181,65.6949575757742,75.3312159338623,88.8364292440685,102.096048437824,110.228896597159,117.209714962292,129.937484022886,143.528635256217,160.289951863109,230.392016786085,284.685190375281,312.214143317543,264.286347900075,247.861764457121,256.180615983233,258.70157860661,272.575644103114,292.025419551123,282.784760773258,306.319164091204,340.46692287951,394.446691087147,400.251183108688,400.377983119386,404.950984898177,402.215905088226,429.6,445.36,461.12,476.88,492.64,508.4,499.58,490.76,481.94,473.12,464.3,489.9,516.9,272.7,288.15,303.6,320.816666666667,338.033333333333,355.25,385.2,408.2,434.86,461.52,488.18,514.84,541.5
Australia,5.70987030294293,4.57875451238044,5.73158684299512,2.31652388290051,1.18540809233802,1.19626636236412,4.63304776580102,4.64390603582712,4.65476430585321,4.66562257587931,5.81845490649399,5.8288554352508,6.9811453281867,8.13335147635816,10.4274507952889,9.29554038110927,13.87722120202,18.4588306495519,19.614422750813,19.6279646598815,10.5056189197362,12.8086570406262,13.9696259364226,13.9885351235758,12.8653941185365,12.8841415260311,12.8828187394109,14.0233938817753,10.5959776172803,10.594407402947,10.5940077120258,21.0049569821392,23.6715044794155,28.2240221377539,34.0615270748687,30.2810504966417,26.7523221000714,25.5004140032502,29.7054099220505,34.8230048949196,34.7641266156458,42.231371283978,38.3610879623362,41.5642395542326,44.7343880957781,48.2163526545672,53.0083803392131,62.197950285725,69.6084959419489,80.7300671206151,84.2981270071221,89.6006170968511,83.8308121886283,88.4118030668774,94.5216593009919,106.327682149322,111.381393189952,133.205183639335,134.153497932149,124.791784912454,145.190867556748,154.363012882385,164.595956945804,167.766933418544,148.695300455179,130.680754813899,121.019368767805,121.361865821476,125.546439437493,81.9925384774968,103.818669973704,96.4251492474335,105.441415113801,119.568776217342,118.141784464131,118.277584212836,114.456443841602,123.72717959447,117.30490780673,114.45168561635,109.742660413007,94.7686397409457,108.394940692503,110.603708854691,112.15393864194,119.634344561321,131.423513775807,146.211506873399,152.220098557691,160.87207469873,158.33004043986,170.459803417917,169.801550536492,160.5605061092,160.740557352752,148.554076329686,152.826391619358,156.313599742376,162.14356765069,164.725190343661,182.104512913739,185.277868499104,198.453584552155,214.680655295099,243.274924456197,285.227054533009,322.050769432728,335.289008565597,359.110777798484,375.547305617041,406.125564379401,396.439340397489,417.526176919772,444.343248949079,432.588624449926,432.915324195759,457.456727415828,468.014563099485,487.201820936484,497.375001690732,502.586400316228,457.965572024325,486.308987550114,489.854912172747,525.700050467046,537.281856225031,577.50008901985,609.603168646611,591.62497584626,609.169028174577,574.824729289406,622.166596274176,690.705785771592,670.361042059681,627.07204101594,618.801008388612,646.419270385926,712.847235338829,631.181625001978,765.969584689289,818,839,889,914.5,950,898,926.5,920.5,914,962.5,1212.5
