"GDP per capita PPP, with projections",1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.9825317,,,,,,,,,,,,,,,,,,,,496.9825317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.0944726,,,,,,,,,,,,,,,,,,,,683.5452076,,,,,,,,,,,,,,,,,,,,,,,732.9349005,,,,,,,,,,,,,,,,691.8633446,,,,,,,,,720.5817625,,,,,,,,,,,,712.3980906,740.1431574,757.7974177,815.4598831,783.3604441,823.9790442,810.6167294,793.5774148,796.7036273,865.0414418,940.1232335,958.9932686,1002.199172,1050.67602,1088.709678,1140.354963,1231.341652,1295.46066,1361.448726,1426.508711,1477.261574,1503.774105,1524.358936,1633.637271,1665.363107,1707.838228,1823.495072,1961.224635,2111.470867,2176.350078,2227.098555,2313.836905,2393.219781,2482.773233,2581.974657,2659.435607,2764.199191,2982.653773,3330.332705,3684.002866,4039.673108,4327.895394,4616.896545,4940.011053,5317.165499,5734.624528,6001.238003,5852.625497,5183.914679,5366.09671,5578.402898,5656.198985,5913.187529,6273.005406,6620.033558,6869,7171.648618,7508.367883,7652.231674,7458.024057,7996.075059,7977.540565,8451.159641,8908.23782,9244.16838,9575.933599,9967.614337,10396.74091,10847.42166
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.1154361,,,,,,,,,,,,,,,,,,,,518.7273491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.8588005,,,,,,,,,,,,,,,,,,,,554.803876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.9277726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.3545726,,,,,,,,,,,,,,,,,,,,,,,1244.572459,,,,,,,,,,,,,,,,,2257.726941,2419.649587,2577.986234,2746.851425,2945.917995,3188.044897,3547.22835,3756.341652,3749.920472,2442.672279,2743.191619,3082.859046,2726.030509,2400.730424,2268.323396,2203,2082.852787,2269.597091,2539.773518,2795.788412,2987.64296,3226.294676,3466.082812,3724.607299,4003.387004,4304.086491,4628.501448,4933.327741,5259.51289
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.5893858,,,,,,,,,,,,,,,,,,,,535.5893858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.5208593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0470191,846.1706846,859.8086567,872.9219478,886.2413318,899.6825603,913.1647992,925.9083202,937.8858119,950.5404102,1011.3063,1054.671341,1067.53481,1092.427508,1218.929018,1350.379489,1437.087957,1477.59676,1511.874905,1631.709377,1558.82432,1631.684499,1649.660188,1546.842592,1575.432153,1530.102311,1487.633346,1532.776998,1649.609289,1707.468033,1589.510624,1446.70324,1344.577953,1228.035108,1221.053455,1234.154196,1228.381331,1202.201361,1212.077333,1213.302626,1160.134963,1113.668724,1034.298904,869.6725445,1014.988465,1026.069164,1073.776351,982.2869243,932.9153203,933.1684418,890.3598035,871.5670697,886.2205765,907.2374185,903.3429085,888,901.1854325,899.0802229,897.7584614,909.5874928,925.3900846,949.339721,975.3968525,1003.150434,1035.083039,1068.999214,1097.174637,1123.884856,1144.152001
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.4327874,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.7091891,,,,,,,,,,,,,,,,,,,,667.7091891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.6867086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.543142,1955.66864,2022.315084,2036.502848,2116.113121,2129.726793,2148.206028,2479.025149,2836.579252,3287.049023,3523.521522,3626.125858,3891.131742,3979.681642,4088.357279,3988.058263,3975.495931,3867.014809,4087.244978,4070.074698,4195.100672,4378.541201,4490.382201,4540.022403,4432.969328,4539.387017,4718.646443,4886.266461,5026.000549,5084.223947,5228.760684,5270.861416,5135,4883.289499,4747.170837,4752.19907,4777.186442,4834.890088,4885.708667,4932.978063,4985.567221,5053.359427,5122.885437,5193.823632,5266.156625,5302.49764
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.2106984,,,,,,,,,,,,,,,,,,,,774.2106984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.118315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818.801129,2987.505737,3023.271928,3033.585613,3002.878322,3311.345775,3881.042738,4100.3934,4303.080455,4405.839464,4795.859286,4888.043804,4997.523971,5154.494912,5217.560614,5393.579459,5550.353028,5621.368472,5895.02905,6058.540892,6324.936642,6346.118443,6619.551419,6663.400326,6945.60946,6995.352045,7555.169983,7899.554209,8683.780083,8937.553667,9498.48606,9815.179193,9119.528607,8280.370885,8647.690186,8180.314526,7818.138979,7388.597823,7059.562264,6990.795857,7113.560151,7398.628389,7370.990932,7340.132399,7705.755357,8071.157813,8449.634285,8792.573126,9269.853733,9952.115229,10496.90587,11020.91502,11460.60023,13030.45185,13978.56347,15352,17333.50485,18084.50696,18620.50478,17782.31253,17716.97671,17185.79155,17182.09546,17458.81133,17822.62504,18194.24106,18572.82893,18964.38159,19354.65929
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.7242549,,,,,,,,,,,,,,,,,,,,517.3185766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.6297433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.87881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.824951,1331.686957,1468.475631,1497.119588,1503.537358,1401.358996,1472.771748,1395.232468,1554.591316,1465.076399,1616.323816,1728.373755,1660.30321,1872.913612,1912.763387,1989.81662,1991.338849,1932.360167,2088.68455,2118.726647,2199.314601,2386.272825,2753.285994,2673.629277,2820.763294,2944.728248,3093.00126,3120.876811,3251.030923,3384.542055,3543.72131,3647.292576,3560.233174,3658.687729,3693.062361,3806.439733,3656.877584,3810.419296,3732.502282,3794.694602,4017.219947,4095.281582,4332.720164,4347.769972,4409.941176,4444.947211,4691.190508,4876.798614,5046.681575,5292.303803,5480.315607,5687.235048,5722.895655,5980.588123,6274.883286,6461,6759.661193,7114.503003,7361.403375,7509.853417,7664.840299,7427.129265,7620.470565,7823.58308,8070.772842,8365.623974,8654.72287,8954.030938,9263.114864
Turkey,810.4144287,812.8273256,815.2474066,817.674693,820.1092064,822.5509682,825,826.4591875,827.9209558,829.3853096,830.8522534,832.3217918,833.7939294,835.2686708,836.7460206,838.2259834,839.7085638,841.1937665,842.681596,844.1720571,845.6651545,847.1608926,848.6592763,850.1603102,851.663999,853.1703474,854.6793601,856.1910418,857.7053973,859.2224312,860.7421482,862.2645533,863.789651,865.3174462,866.8479436,868.381148,869.9170642,871.455697,872.9970513,874.5411317,876.0879431,877.6374905,879.1897785,880.7448121,882.302596,883.8631353,885.4264347,886.9924991,888.5613335,890.1329426,891.7073315,893.284505,894.8644681,896.4472257,898.0327827,899.6211442,901.2123149,905.7142814,910.2387373,914.7857949,919.3555671,923.9481675,928.5637099,933.2023091,937.8640802,942.549139,947.2576018,951.9895855,956.7452076,961.5245863,966.3278401,971.1550883,976.0064509,980.8820482,985.7820014,990.706432,995.6554624,1000.629216,1005.627815,1010.651384,1015.700049,1020.773934,1025.873165,1030.997869,1036.148174,1041.324207,1046.526096,1051.753971,1057.007962,1062.288199,1067.594813,1072.927936,1078.2877,1083.674239,1089.087686,1094.528175,1099.995843,1105.490824,1111.013254,1116.563272,1122.141015,1127.746621,1133.38023,1139.041981,1144.732015,1150.450474,1156.197498,1166.60932,1177.114902,1165.782602,1154.559401,1143.444247,1132.436102,1121.533933,1110.736722,1100.043457,1109.949598,1124.381608,1139.001268,1153.811019,1168.813333,1184.010712,1199.405694,1215.000847,1230.798775,1246.802114,1263.013535,1279.435743,1296.07148,1312.923521,1329.994679,1347.287802,1364.805778,1382.55153,1400.528019,1418.738246,1437.185249,1455.872108,1474.801941,1493.977907,1513.403206,1533.081081,1553.014816,1573.207737,1593.663214,1614.384662,1635.375539,1656.639347,1678.179636,1700,1606.11807,1517.420738,1433.621687,1354.45041,1279.65134,1208.983024,1142.217342,1079.138773,1019.543696,963.2397372,1140.489619,1257.109149,1444.635623,1299.529759,1412.593608,1606.65208,1648.378563,1712.440644,1578.236961,1751.498964,1757.670586,1759.110628,2050.888134,2075.177451,2211.33057,2318.354475,2133.462676,1913.461387,1968.47701,1761.747222,1662.852402,1418.045609,1783.281038,1833.697188,2026.873856,1873.496637,1994.791832,2185.504316,2376.314083,2563.647105,2414.814817,2527.017051,2523.458495,2630.531832,2654.555339,2680.806565,2666.1651,2625.621467,2705.563617,2880.226722,2919.572553,2918.403639,3175.940329,3234.136083,3363.338744,3449.458765,3524.40755,3744.166828,3879.150411,3938.355812,4137.576208,4381.002269,4636.352707,4714.840166,4730.399268,4577.547617,4436.960547,4502.889221,4601.841346,4645.474773,4784.94986,4901.1042,5113.387647,5424.523104,5502.700219,5438.468711,5807.686108,5733.320979,5946.28765,6290.020377,5826.598838,6125.003638,6432.180967,6791.417195,6876.998138,6442.515444,6803.286822,6192.74823,6577.701511,6856.141683,7357.117393,7786,8223.302258,8506.694555,8456.753897,7941.956903,8556.033519,9164.683086,9287.293125,9488.459715,9727.592059,10032.62177,10356.85262,10702.97454,11065.13575
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.5351809,,,,,,,,,,,,,,,,,,,,646.8766127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0290397,937.3727458,1096.067127,1054.376231,980.4085103,976.3739074,894.3369813,979.0636426,1109.515804,1261.485847,1167.345112,1285.693465,1264.175583,1297.797274,1377.144464,1347.557376,1381.179067,1500.872287,1397.317479,1545.252919,1367.730391,1307.211347,1256.106377,1371.764994,1424.214832,1519.700434,1404.041817,1517.010699,1593.668155,1521.822459,1566.236162,1392.500207,1222.683109,748.5015185,645.3049741,647.9175448,593.0535592,688.4123914,792.9152212,1004.533452,1255.340243,1409.481917,1468.264759,1544.02931,1561.991793,1632.504639,1647.292672,1621.873809,1682.87378,1837.311471,2100.74753,2243.63496,2429.781388,2422.939473,2521.077826,2416.085085,,,,,,2156.487286,2396.056446,2707.042626,2956.663968,3202.577795,3162.447485,3309.857704,3395.455096,3500.893411,3733.830106,4019.570271,4030.235989,4257.128475,4135.393573,4446.748846,4618.623228,4666.392785,4491.668713,5003.030475,5222.540945,5414.208754,5593.704166,5863.007184,5889.379266,6283.536194,6387.492875,6360.0472,6829.318796,6792.892527,6585.053591,6665.643575,6598.298176,6543.055279,6301.43649,6106.698741,5964.503808,5914.237232,5905.253075,5781.666768,5641.843216,5681.559485,5568.201092,5504.785006,5424.876722,5132.075826,4769.845204,3961.890968,3934.099888,3184.616449,2895.406317,3028.606363,2631.317995,2764.273141,3159.585824,3289.742427,3361.403261,3359.352561,3522.741638,3967.581844,4247,4638.555896,5070.322954,5726.436282,5981.927687,6427.023204,7252.657762,7921.274062,8397.518297,8921.115178,9436.942202,10029.86929,10654.04186,11237.09416
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.2355816,,,,,,,,,,,,,,,,,,,,853.2355816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.262284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841.536871,5247.66632,5635.859059,6025.655732,6443.178307,6912.443432,7447.78577,8046.509415,8689.480801,9342.558793,9978.599054,10577.3848,11148.95304,11729.9094,12375.93082,13113.46205,13959.16862,14891.76944,15920.70754,16996.68922,17910.36081,18701.89802,19344.37547,20373.60285,21748.53981,22184.96792,23259.49371,24056.17258,25703.34964,26822.43324,26819.72382,27162.89099,25895.79793,26730.61898,28342.36124,31209.0686,34468.45138,35747.7165,37368.21132,32053.66187,33477.184,34782.30546,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.68059,,,,,,,,,,,,,,,,,,,,1011.68059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.707134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323.531552,2350.793715,2349.435505,3114.289382,3555.705428,3524.039602,3505.587521,3560.512966,3728.796165,3771.106416,3462.102968,3176.474122,2525.695983,2478.713461,2619.222424,2525.627729,2467.759721,2664.477708,2889.195177,2785.42152,3169.178469,3246.459711,3308.339099,3420.597308,3747.886437,3536.130951,3544.849124,3879.398591,4253.121868,4322.656053,3743.06933,4211.523547,4421.594395,4643.911655,4807.984603,4978.913596,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0826407,,,,,,,,,,,,,,,,,,,,461.0826407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.4030332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.8798137,710.2907515,734.753484,746.8340971,716.6550109,743.2078272,763.1372031,774.3710692,757.9820213,774.4504047,788.6910934,758.6961962,767.2717398,830.8017875,868.2877755,861.751682,888.693356,908.9185217,904.5963414,974.5991982,960.9680438,964.150114,950.735869,927.2531095,908.3415993,867.6719639,852.3517179,843.7331372,777.3749631,675.8218025,638.7683033,647.5701934,682.2662268,711.8481605,630.5232015,622.0396917,603.2414122,617.7244065,636.7938514,658.111329,661.3019944,646.0563757,644.1707969,674.2351514,693.0252049,755.1615478,799.0086712,816.559081,830.710447,865.8272679,881.208267,896.5401511,927.7210018,937.6015553,959.7088123,991,1050.41774,1103.749428,1150.60181,1192.859019,1219.457289,1260.032952,1251.09807,1269.74029,1305.652828,1352.41871,1400.85965,1451.035649,1503.008853
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.6777054,,,,,,,,,,,,,,,,,,,,628.6430818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.5458663,910.9509915,1065.17225,1024.656495,952.7737056,948.8528261,869.1282774,951.4667457,1078.241848,1225.928307,1134.44112,1249.453584,1228.542227,1261.216222,1338.326851,1309.573735,1342.247731,1458.567154,1357.931248,1501.696828,1329.178132,1270.364941,1220.700468,1333.099012,1384.070445,1476.864592,1364.466047,1474.250672,1548.747381,1478.926803,1522.088615,1353.249761,1188.219302,727.4034833,627.115743,629.6546731,576.3371403,669.0080902,770.5652955,976.2186363,1219.955929,1369.752807,1426.878735,1500.507709,1517.963882,1586.489181,1600.860383,1576.158002,1635.438565,1785.523116,2041.533695,2180.393552,2361.293065,2354.644004,2450.016128,2347.982821,,,,,,2095.702312,2328.51873,2630.739132,2873.32439,3112.306636,3073.30748,3216.562643,3299.747299,3402.213621,3628.584523,3906.270521,3916.635604,4137.132664,4018.829108,4321.4082,4488.437954,4534.861029,4365.061909,4862.009902,5075.333023,5261.598286,5436.034255,5697.746421,5723.375152,6106.421967,6207.448418,6180.776355,6636.820578,6793.589358,6777.440606,7060.091864,7192.205039,7339.603009,7274.336753,7254.745675,7292.08756,7441.117349,7646.096679,7703.998431,7736.526185,8017.784931,8086.556285,8227.178547,8343.769386,8123.203645,7400.989699,6650.453507,5704.109297,4419.117751,3909.539358,3548.689544,3472.475276,3435.906978,3460.323855,3700.350923,4082.186353,4334.816758,4781.145856,5400.284939,5583,6041.200507,6539.991867,6730.010741,5762.524575,6022.477704,6359.65458,6389.585973,6421.694878,6634.675417,6901.395941,7178.839287,7467.435465,7767.633919
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.7641468,,,,,,,,,,,,,,,,,,,,849.7645533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.038697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,,,,,,,,,,,,13677.04279,13239.25583,12703.61046,19448.86083,47592.51841,53499.45682,52628.36225,53335.17575,45587.6214,50726.2276,58179.44856,55157.81846,47211.4006,42152.15373,41475.71132,38213.65124,29225.29529,29327.0588,27050.84734,29062.1632,32431.22854,30832.8151,30084.23648,28314.81157,29007.13713,29341.65072,29286.30885,29989.44848,28676.18961,28251.70436,30012.31775,29446.25707,28728.96185,30646.11064,32181.9396,33487,35388.8569,35530.77986,35246.69377,31561.16692,31040.25452,31700.39355,31980.24144,32022.61447,32209.08858,32393.58454,32655.10214,32921.25788,33197.50639
United Kingdom,2281.535252,2285.413862,2289.299066,2293.190874,2297.089299,2300.994351,2304.906041,2308.824381,2312.749383,2316.681057,2320.619415,2324.564468,2328.516227,2332.474705,2336.439912,2340.41186,2344.39056,2361.73905,2379.215919,2396.822117,2414.5586,2432.426334,2450.426289,2468.559443,2486.826783,2505.229301,2523.767998,2542.443881,2561.257966,2580.211275,2599.304839,2618.539694,2637.916888,2657.437473,2677.10251,2696.913069,2716.870226,2736.975065,2740.533133,2744.095826,2747.663151,2751.235113,2754.811718,2758.392974,2761.978884,2765.569457,2769.164697,2772.764611,2776.369205,2779.978485,2783.592457,2787.211128,2790.834502,2794.462587,2798.095388,2801.732912,2805.375165,2809.022153,2812.673881,2816.330358,2819.991587,2823.657576,2827.328331,2831.003858,2834.684163,2838.369252,2842.059132,2931.704616,2862.159236,2851.912182,2926.936842,3041.811275,3111.030233,3028.564722,3150.673604,3255.276346,3119.716346,3013.780318,2908.863429,2924.404521,3060.076683,3181.704961,3351.503853,3382.197217,3460.119994,3541.785332,3523.803567,3692.633207,3723.873154,3822.771793,3879.193791,3818.205334,4039.629337,4065.927654,4029.356106,4084.874695,4128.815683,4192.263502,4171.614645,4157.376311,4221.287815,4300.027327,4316.170537,4222.723642,4304.552831,4280.861292,4490.23007,4689.29473,4671.407161,4735.489424,4766.095494,4832.559131,4827.622013,4820.636537,4788.693533,4718.332916,4893.994503,5022.218677,5127.230085,5127.610031,5097.13089,5029.613189,5066.688892,5225.903731,5417.236219,5663.06556,5641.985763,5594.6732,5413.326255,5363.257558,5670.280472,5795.269156,5979.446469,6000.484752,6231.597313,6427.546788,6321.797967,6263.508001,6368.899094,6248.334399,6231.906703,6362.13639,6517.808746,6584.651124,6261.810781,6348.129044,6489.230955,6627.325303,6701.702948,6925.196727,6933.69212,7442.727259,7577.999323,7629.560724,7683.46198,6854.632315,6400.752515,6247.680024,6526.041822,6698.835066,6925.754258,7240.382857,6947.106817,7480.266144,7539.415243,7745.392664,7657.492419,7231.827796,7245.67304,7427.520159,7892.030081,8161.544114,8493.921249,8750.702103,8819.429921,8813.729087,9649.169857,10529.74238,10750.97501,10898.51831,10422.37925,9930.833066,9493.419659,9295.074873,9493.83602,9789.471693,9766.503753,10025.45274,9979.508487,10338.50775,10723.30235,11073.6457,11158.95181,11283.17795,11211.11356,11596.72739,12167.33297,12464.90951,12477.17707,12876.59974,13465.99369,13724.35271,13912.62647,14142.85089,14651.00736,14850.48521,15154.18472,15399.07625,15895.11641,16924.42926,16690.27024,16673.63952,17050.63392,17428.74846,18053.948,18531.68903,18199.8345,17940.78068,18232.42452,18865.50225,19309.6655,19935.24097,20747.69266,21664.78767,22673.27583,23100.74176,23123.52696,22739.73307,22705.09254,23170.28151,24118.66691,24716.01425,25328.77116,26074.53136,26773.33027,27467.50626,28644.71245,28978.41437,29478.99919,30204.15431,31097.5219,31580,32214.65115,33165.20164,32623.51605,31127.30791,31448.18228,31496.62228,31295.14315,31256.09616,31483.79367,31812.76447,32183.23135,32611.08122,33176.22601
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.720926,1772.190241,1808.123014,1864.295072,1917.355544,1963.598254,1950.846016,1885.361263,1844.205317,1866.53269,1912.622748,1948.592928,1981.625636,1946.611871,1944.215089,1987.877056,2024.490103,2045.445323,1896.704351,1993.22198,2050.5152,2093.549823,2056.154732,2079.254487,2119.349875,2111.188856,2023.090272,2021.750316,2027.303643,2023.018746,2011.221555,2043.377668,2101.553016,2077.839528,2134.864263,2184.186091,2200.149135,2210.110233,2209.173595,2133.959558,2293.667801,2438.001388,2530.553745,2620.990148,2491.54984,2589.990196,2629.471256,2543.047639,2520.64562,2646.117763,2512.154922,2457.921013,2436.72921,2476.519642,2614.364449,2656.437925,2673.072249,2744.830009,2817.91577,2743.69519,2754.895248,2871.33814,3022.02807,3235.592978,3244.904331,3172.171895,3239.393216,3167.388838,3182.831253,3270.943958,3359.312288,3288.249484,3393.607452,3617.637898,3739.471768,3541.916634,3514.000959,3631.997721,3681.87753,3781.483631,3970.932648,4044.901292,4106.031234,4198.875312,4055.757568,4170.619825,4131.66665,4181.784895,4275.611223,4718.640047,5178.859456,5239.224172,5428.530995,5402.762499,5362.113237,5277.754683,5332.388332,5472.257371,5330.845106,5549.391155,5524.698463,5584.390371,5717.146169,5579.841085,5297.877473,5828.928917,5603.895511,5962.937847,6008.886918,6609.77575,6624.304709,7305.784194,7282.16974,7356.129075,7494.661234,8031.683874,8205.418182,7928.611252,7339.851987,8048.390645,7913.696287,8010.706999,8317.328563,8448.563587,7615.956416,7758.774586,8875.240826,8714.457342,9254.582727,8908.36705,8568.171683,8068.818922,8504.510291,9512.220619,9544.975425,9581.565723,9990.363193,9869.436528,9892.788621,10387.37535,9346.204923,8640.92545,7433.952985,7267.628165,7977.820205,8601.161881,9629.63337,10028.34069,9569.067015,10225.25946,10948.05758,12667.38092,14819.55464,16980.87277,18085.09742,17614.94799,15431.40676,14931.54891,15266.38126,14866.24363,15855.85829,16750.74427,17039.3819,17471.2815,16979.25899,17822.45193,17783.272,17749.49971,17217.3862,18084.11392,18175.42607,18226.62262,18978.44936,19461.09835,20243.97875,21209.93252,22263.22366,22495.68006,23268.21419,23669.41055,23345.77367,23744.67179,24654.03512,25741.99907,25281.70434,24889.60173,25881.72023,26715.13653,27814.18097,28278.91451,27838.10795,28160.13515,27243.46779,28119.68684,29785.25419,30636.21102,31297.31013,31953.81406,32860.51969,33587.08574,33710.38982,33076.87434,33589.59428,33914.89202,34730.56433,35053.28613,35806.99679,36847.81337,37811.67837,38912.58178,39758.49911,39474.1064,39535.84457,40044.18458,40956.40134,41674,42378.84536,42764.22125,42226.58003,40576.8876,41230.56986,41678.41097,42296.23165,42717.28435,43584.569,44733.99026,45861.24817,46969.38701,47907.10048
