Total 20-39 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Madagascar,28.52242098,27.99032542,27.36181889,25.9888966,24.83580266,24.96332844,25.52301255,26.81255752,27.72997427,28.00091456,28.20294599,27.80742591,28.36154266,29.31781385,30.45898704,31.78416562,32.42197412,32.58717301,32.40206987,32.11673365,31.68360894
Malawi,27.16863289,27.52525253,27.28045326,27.3138833,27.30692631,26.49734647,26.07786358,25.68125516,27.56905493,27.1194795,27.27119074,26.67154888,26.93606986,28.54206023,29.90212787,31.18478917,32.36282195,33.06866277,33.50924327,33.78227042,33.74524975
Malaysia,27.84685864,26.77907974,26.29315641,25.27368421,25.83617433,27.98629243,29.68398111,31.11763205,32.28746617,32.15985238,32.13886741,31.94070607,32.12609708,32.34031222,32.19026203,31.54169628,30.77162944,29.80483145,28.88366193,27.70671951,26.46799284
Maldives,29.62962963,28.88888889,26.80412371,25.68807339,25,26.47058824,26.58227848,27.02702703,25.80645161,27.64227642,30.03663004,34.93150685,38.33865815,40.47619048,39.05817175,34.72584856,30.52109181,27.51196172,26.45011601,26.51685393,26.09649123
Mali,29.45863604,29.25140632,28.76901798,28.46543612,27.82104391,27.28099424,27.03605736,26.60982438,26.70132871,27.12609971,27.24334601,28.41927303,29.06784749,29.55379177,30.0029824,30.50419265,31.40512019,32.36082566,33.0895645,33.2965989,32.84501062
Malta,27.33118971,23.88535032,24.76190476,24.26229508,29.18032787,31.90789474,33.85093168,33.13953488,30.44692737,28.04232804,27.57731959,28.35820896,29.65686275,29.08653846,27.65957447,25.35211268,22.89719626,21.64705882,20.42755344,20.76372315,21.15384615
Martinique,28.95927602,26.53061224,26.05633803,22.90322581,24.08536585,21.81818182,27.52293578,30.29411765,32.59052925,32.24932249,30.20833333,25.94458438,24.63054187,24.09638554,25.06024096,24.94004796,23.74100719,22.22222222,21.2195122,20.69825436,20.46035806
Mauritania,29.23076923,29.16666667,28.2887078,27.52016129,26.89295039,26.28398792,26.47444299,27.02857143,27.5289381,28.50220264,29.68509985,30.76407507,31.32243685,31.42091153,31.61369193,32.0576317,32.58919257,32.93751217,32.74223035,32.13358713,31.30979875
Mauritius,27.18052738,27.19298246,26.70713202,26.56042497,27.72397094,29.56326988,32.09109731,33.79310345,35.13257576,35.54964539,35.03344482,33.70607029,31.38010794,30.34379671,29.42461763,28.47965739,27.53521127,26.12044818,25.31468531,24.9475891,25.03506311
Mayotte,25,21.05263158,21.73913043,22.58064516,24.32432432,23.91304348,25.45454545,25.35211268,26.08695652,27.64227642,28.37837838,29.88505747,31.81818182,33.78378378,35.62753036,35.63636364,34.76821192,33.12883436,31.21387283,29.97275204,29.61038961
Mexico,27.6161638,26.88635377,26.00896861,25.21494486,24.52851997,24.98427933,26.39969799,27.6592094,29.60445068,31.64826292,33.09153019,33.3456755,32.6796027,31.5032329,30.49883021,29.78073197,28.84673172,27.27611795,25.56705317,24.1046832,23.02908586
"Micronesia, Fed. Sts.",28.125,27.02702703,27.27272727,26.41509434,24.59016393,22.58064516,25,25.88235294,28.42105263,27.10280374,28.03738318,29.09090909,29.72972973,32.74336283,34.74576271,34.7107438,34.4,32.8125,31.53846154,30.46875,29.6875
Moldova,31.63962425,30.69306931,32.04530313,29.74512744,27.5180857,28.72395833,29.87272274,31.61764706,30.96493239,29.63816548,28.26829268,28.28632251,31.06823266,32.37077678,30.87625814,27.45217127,23.8379397,22.39973916,23.32430603,24.27969079,23.25411335
Mongolia,28.06324111,27.91519435,27.78355879,27.72186642,27.77334397,27.80082988,28.02164762,28.53403141,29.89179441,32.56941384,34.4639866,35.89341693,38.16228233,37.85488959,35.64290473,32.34449761,28.95550062,27.34138973,27.0783848,27.34992679,26.57566076
Montenegro,24.93702771,27.40046838,30.19271949,29.38856016,28.9017341,30.05464481,30.1559792,32,30.20477816,30.7073955,30.65250379,28.84615385,29.76,28.96,28.16455696,27.05696203,25.19685039,24.6835443,23.96825397,23.64217252,23.67149758
Morocco,27.51842752,27.49161239,27.42753935,26.66216419,23.93860222,23.5943369,26.9382123,28.75594224,30.06570196,31.07260787,31.4520605,32.86983898,33.87684516,33.78480718,32.72928177,30.6140235,29.13365769,28.36171898,28.05102387,27.71052819,26.74009017
Mozambique,28.79540515,28.6472529,28.3285378,27.96270066,27.53147815,27.20934615,27.45098039,26.60812129,24.25047999,27.54014049,28.23954852,27.99136069,28.03195352,28.6088531,29.88614468,31.83494181,33.24383335,34.05965497,34.32611081,33.9743436,33.57946952
Myanmar,32.51937759,30.92119163,28.33349151,26.01574133,24.60233298,25.675947,27.46587997,29.27838906,31.20011751,32.65855104,34.10636518,34.80608129,34.63777875,33.46896487,31.86232994,30.20925588,29.12812737,28.47136586,28.05930658,27.28111626,26.29311705
Namibia,29.48453608,28.83895131,27.5,26.93997072,26.44415918,26.10619469,24.75345168,24.73958333,28.0565371,29.15379864,30.20833333,30.69651741,32.08314505,33.63749482,34.23871461,34.15242165,33.76797058,33.11174422,32.84980357,32.65778807,32.09807746
Nepal,29.76864386,29.76083032,29.63880289,29.45859873,28.58464385,28.09973046,27.67780065,27.3906379,27.74811558,28.18888169,28.80065493,29.85085593,31.32788423,32.93335795,34.09793303,34.22208199,33.30135065,31.98773633,30.71229729,29.84768352,29.3514175
Netherlands,29.34546174,27.95088829,26.97901245,26.44809632,28.30405768,29.81634594,31.68162861,33.32183035,33.01457804,32.06887623,29.78509489,27.0883128,24.9324446,24.05414992,24.13954031,24.39474291,24.01988799,23.41357919,23.04538466,22.87021155,23.15075579
Netherlands Antilles,30.63063063,26.2295082,25.92592593,24.65753425,27.38853503,29.34131737,32.20338983,33.70165746,34.92063492,32.46073298,28.17679558,26.48648649,25.87064677,24.3902439,22.48803828,20.28301887,19.04761905,18.53658537,19.8019802,20.2020202,19.68911917
New Caledonia,28.57142857,29.41176471,28.57142857,29.34782609,28.97196262,29.45736434,29.78723404,30.32258065,31.57894737,33.33333333,32.87037037,31.3559322,30.98039216,30.25830258,30,29.60526316,28.125,26.66666667,25.79710145,25.14124294,24.79338843
New Zealand,29.14046122,27.34082397,25.71669477,25.152207,25.70010635,28.02465131,29.62845348,32.08065995,31.98464265,31.64179104,29.38743861,27.63990268,26.81226766,26.87597417,26.81516385,26.28311258,25.53277041,24.80848556,24.56174148,24.37914692,23.98579174
Nicaragua,28.90262751,27.96554009,26.70422535,25.78768783,24.38516048,25.12508935,26.17656106,26.54986523,27.51450677,28.22494097,29.28025103,30.91442184,32.22813949,33.61532322,33.80239521,32.71928582,31.7535545,30.36785807,29.31930536,28.53770655,27.47697974
Niger,27.28380024,27.70700637,27.55322431,28.0669145,27.85127737,26.79764244,26.13099257,24.35164835,25.18977733,24.90594432,25.59825961,24.91985956,24.57840423,24.50652742,24.76140672,25.40343191,26.88020146,28.093689,29.15708385,30.28564762,31.15874815
Nigeria,28.2742639,28.20872734,28.0515626,27.83893682,27.39653249,27.22723505,27.17782191,26.51258925,26.42003719,26.74175411,27.58024078,28.49182632,29.31018141,30.05456716,30.76879292,31.67443433,32.76829677,33.53414811,33.68133732,33.2182235,32.37755247
Norway,30.56661562,27.95447914,24.7627024,23.71743218,25.04513799,26.80978532,28.94543675,30.14688177,30.30660377,30.0527644,28.72435326,27.12960966,26.08606135,25.6501886,25.70219315,25.47521431,25.03172014,24.14586653,23.62437077,23.59972678,23.55413584
Oman,28.1938326,26.64015905,25.48672566,24.92211838,25.33512064,27.55991285,30.41280539,30.60824068,30.76505697,33.05709024,35.92839301,35.20642202,37.00516351,37.17948718,36.06182026,33.27167019,31.09409731,30.1935183,29.18331114,28.52891156,27.76296904
Pakistan,25.79470118,25.90170566,26.34945366,26.87637054,26.64205208,26.29355119,26.13879844,26.63160679,27.16256251,27.40923662,28.35984122,29.56590438,31.23251043,32.10139074,32.40313368,32.29971537,31.77163117,31.63867023,31.42746745,30.89302294,30.02690963
Panama,28.13953488,26.71443193,25.84369449,25.69018405,25.91362126,26.84057971,28.35209826,30.08727607,31.74471612,33.09648467,33.06233062,32.31292517,31.42286855,30.42671614,30.12167867,29.87347704,29.41831959,28.9130899,28.17394889,27.46789727,26.82639434
Papua New Guinea,29.77777778,29.32291667,28.84615385,27.04237658,28.04543674,28.43684578,27.35229759,29.32599725,30.66311713,31.52866242,31.09914593,30.43478261,30.08708273,30.20711215,31.4403778,32.43389099,33.10132246,33.27177025,32.77100095,32.24436459,31.68078328
Paraguay,26.66214383,25.17899761,24.38384898,23.88608176,24.2156074,26.2557891,27.63363551,28.67170626,29.3508937,28.86898563,28.86520845,29.87804878,31.32063787,32.71481587,33.23158593,32.75991025,32.00094328,31.22400809,30.37660516,29.45469711,28.46426761
Peru,27.2643859,27.21716065,27.1875944,26.80736025,26.72629425,27.12345028,27.8723527,29.27228965,30.42799412,31.34371998,32.24640468,32.41485846,32.5128831,32.56082316,32.17663696,31.74051549,30.90873743,29.73741383,28.55541069,27.43932008,26.38459411
Philippines,26.69900485,25.91492293,25.75947964,25.94469608,26.491823,27.57267234,28.54886312,29.63164877,30.39118316,30.38475831,30.6916037,31.13632376,31.708255,32.2524205,32.24868256,31.8419033,31.30200587,30.58942158,29.96694795,29.39410173,28.61443516
Poland,30.60747664,29.79362927,30.02564276,27.90534953,28.27358173,30.14375165,31.80131557,32.51525497,30.58514826,28.89343731,28.33389711,30.02251427,31.31342342,30.61472915,27.95231491,24.34596759,22.09080609,21.04830013,21.03847503,21.18641509,20.66035673
Portugal,30.22010708,30.6504065,29.52595937,28.25072238,26.16660906,26.32794457,26.75609257,28.66686609,28.91783567,29.88345453,30.33147551,29.75253627,28.14683686,25.75083426,23.43271106,22.15166231,21.69287261,21.37760441,20.91522158,20.20172346,19.79031453
Puerto Rico,27.76025237,25.85517548,23.84582804,26.46034816,26.45327447,29.73800612,29.15233031,29.55285757,29.78180788,29.10024318,28.87840671,28.36698186,27.87787788,27.53374233,26.66183225,25.27525132,24.29082241,23.45502267,22.8612509,22.87644788,22.77493294
Qatar,29.16666667,31.42857143,33.33333333,37.14285714,40,40.35087719,43.04347826,49.30747922,44.53961456,45.14285714,40.03241491,50.56433409,54.34062293,48.12998161,47.01149425,41.92849404,37.72424398,35.95121951,35.46132339,34.78066249,33.99482312
Reunion,29.83870968,27.64505119,25.74850299,24.48453608,24.29501085,25.67287785,27.66798419,32.06521739,33.71900826,34.03614458,33.28729282,30.82802548,29.08224076,28.66817156,28.64806867,28.63027806,28.10327706,27.71896054,27.44360902,26.84501845,26.23400366
Romania,30.82771306,30.67025049,32.76292916,31.32093317,29.18579963,28.75229444,28.26449259,28.01883471,29.28805378,29.17419867,30.23581496,31.79717112,31.55261916,29.44487204,26.48444401,24.65183849,22.19713685,21.95584593,21.75044737,21.38621616,20.78245269
Russia,32.25545754,31.05627418,33.65136023,31.51553883,29.1365334,30.13141427,30.09022524,32.59115799,31.15274476,29.95730582,29.07235191,29.94160869,31.98330092,30.79626905,28.13210836,25.04741396,22.44269241,22.85705171,24.16596396,24.40175318,23.66104498
Rwanda,27.1885132,27.15205149,26.90443213,26.5625,26.08580508,25.74279882,25.89955744,27.09117695,27.13926174,26.39705882,26.04598568,28.58096085,31.44219541,31.5112814,31.15980355,30.43063505,30.36135602,32.00022756,33.09262166,33.11206938,32.3943662
Saint Lucia,29.76190476,29.41176471,24.71910112,21.05263158,19.60784314,22.01834862,23.72881356,26.77165354,28.98550725,30.40540541,31.84713376,32.92682927,33.72093023,34.42622951,33.33333333,30.80808081,29.55665025,26.92307692,25.82159624,26.04651163,25.34562212
Saint Vincent and the Grenadines,22.05882353,20.27027027,21.25,19.31818182,20.87912088,21.27659574,23.23232323,26.92307692,30.18867925,32.72727273,32.71028037,31.77570093,32.0754717,31.53153153,31.48148148,29.72972973,28.82882883,28.57142857,28.07017544,27.35042735,26.4957265
Samoa,28.04878049,27.65957447,26.85185185,26.19047619,26.57342657,28.66666667,31.16883117,33.12101911,27.32919255,31.3253012,29.54545455,25.84269663,25.96685083,28.72928177,33.33333333,36.70212766,35.26315789,32.48730964,29.23076923,28.20512821,29.6875
Sao Tome and Principe,41.66666667,41.37931034,40.625,31.74603175,20.83333333,22.22222222,21.64948454,23.80952381,25.86206897,25.78125,28.57142857,29.60526316,31.70731707,32.96089385,33.66834171,33.48837209,33.76068376,33.33333333,32.08955224,30.85106383,30.3030303
Saudi Arabia,27.30396751,27.22717149,27.10532777,27.12854758,27.24582173,28.07501379,29.61998959,33.70122804,34.45476352,33.28402367,35.34047768,36.11993393,35.35530577,35.01313425,34.076816,33.82099072,32.9976741,32.08684851,31.46139592,30.67232872,29.81447549
Senegal,28.43543046,29.180571,29.27620902,28.92957746,28.10551559,26.65711948,25.25288376,24.62010744,25.18577495,26.30484988,27.65656566,28.94876795,29.79782271,30.60451666,31.31213337,32.07568294,33.13376318,33.68782646,33.6745807,33.1787864,32.18787113
Serbia,29.26937927,31.45351254,33.58386076,31.47021546,30.41350624,30.19332162,29.69256568,30.07981018,29.53595318,28.14154087,28.2344814,28.90625,29.29180195,28.72113135,27.2439174,25.85390947,24.50482215,23.79407764,23.65943945,23.26403772,22.99913006
Sierra Leone,29.46015424,29.75563009,29.8136646,29.85685072,29.73378328,28.72739679,27.84421956,27.26521619,27.24602203,28.19162277,29.19621749,29.69851214,29.71722365,29.37766931,29.59267359,30.52644557,31.71904709,32.93205468,33.48623853,33.37656723,33.0387273
Singapore,31.1827957,29.35779817,28.15177479,26.38297872,28.22736031,31.99470432,37.12748344,40.72298045,42.27453581,38.45932739,32.86034354,28.226751,25.64579459,25.90909091,26.26436782,25.09789297,22.8021978,19.52597995,17.81577496,18.03370787,19.19172572
Slovak Republic,29.32178932,27.82311135,28.65412446,27.21228794,27.13812155,29.47012877,30.58681672,31.64753939,30.63902625,29.90846254,30.61907418,31.63757891,32.52633524,31.39492087,28.13303932,24.86606318,22.65844083,21.56041865,21.61165049,21.85391028,21.43147621
Slovenia,28.40677966,28.93533638,30.94936709,30.30674847,30.13780707,30.3673938,30.13100437,31.27987254,31.13648158,30.41709054,30.09562154,29.35596605,28.54320988,26.61448141,24.00194742,21.76671547,20.67779961,20.86223984,21.34268537,21.65991903,21.3190184
Solomon Islands,27.77777778,28.43137255,27.96610169,28.14814815,26.875,24.35233161,25.32751092,24.90842491,26.34920635,28.65013774,30.12048193,31.0782241,31.83520599,31.93979933,32.32628399,32.55172414,32.90978399,32.58559622,31.79317932,31.21748179,30.48659384
Somalia,28.89969068,27.65873016,26.9694819,26.09517806,25.60399889,26.06899903,26.32887784,27.3427673,28.0060652,28.48159509,29.01960784,27.95402849,27.54567796,27.15497158,27.2252164,28.39905193,29.27015181,30.24177566,30.94655243,31.56039879,32.14149058
South Africa,29.3670516,28.59186062,27.72476431,27.31402039,27.41856641,28.13168852,28.89867235,29.64592372,30.55759654,31.97583082,32.72119456,33.38256402,34.07141867,34.0601722,33.93711552,33.73135439,33.38389007,33.36097042,33.20842256,32.73220075,32.10626386
Spain,31.10785819,31.29880806,30.37795948,28.93686049,27.00574338,26.0921956,26.87879757,28.51194504,29.97863083,31.65270373,32.48069139,32.29986762,29.91592559,26.60480488,23.00057656,21.06117809,20.90892653,21.40809746,21.93060235,21.74431796,21.12090828
Sri Lanka,27.12378641,27.8130217,27.66190999,27.72516083,28.65814696,29.69758503,30.96487151,31.57666852,32.32708767,32.67343022,32.5163834,31.02795126,29.95443633,29.4973545,27.8990513,26.29572479,25.85266952,26.24505574,26.75561165,25.68040347,24.28360822
Sudan,27.4211099,27.50677507,27.54193769,27.5348063,27.57978723,27.33664895,27.19781559,27.194113,27.42608246,27.97717472,28.57470276,29.44079797,30.41626152,31.50914538,32.50363233,32.96230309,33.02237888,32.60655939,31.90959142,31.30938937,30.73770492
Suriname,26.97674419,26.5060241,24.91349481,24.02402402,22.45989305,22.86501377,26.30136986,30.58510638,33.41584158,34.87297921,33.54700855,31.86372745,31.30929791,30.2919708,31.04056437,30.54607509,29.56810631,29.15309446,27.83171521,26.8488746,26.37540453
Swaziland,28.46715328,27.68729642,26.72413793,25.19083969,24.71910112,24.6124031,24.08637874,24.36260623,25.20231214,25.30991736,26.43253235,27.96081923,31.08333333,34.83670295,36.67392883,36.49484536,35.49868766,34.90863264,34.9726776,35.17972893,34.76517755
Sweden,29.52245189,27.30652713,25.40106952,25.66589087,27.40611788,28.19135953,29.01323706,28.48245299,27.76025237,27.42721196,26.7268623,25.93777582,25.53260168,25.64750474,24.90476681,24.46551029,23.89319039,23.14932837,23.84138065,24.27435578,24.08703879
Switzerland,29.22617779,28.64854058,28.45345345,28.87636612,29.91591203,29.91952028,30.13611903,30.89644513,31.32817153,30.87086234,28.96311761,27.39854878,25.7470054,25.37487073,25.26649746,24.61346633,23.86154413,23.03125757,22.76159655,22.99109792,23.24953008
Syria,27.77934936,26.98571787,26.45021645,25.4538718,24.73320778,24.87397188,24.77156229,25.23805122,26.18710692,27.98384889,30.35552056,33.5442707,35.71206399,34.38533459,32.89647619,31.87858442,31.78992147,32.1961752,31.96036469,30.71913771,28.76920159
Tajikistan,28.37573386,29.18069585,30.29284686,26.89243028,23.18150918,23.13953488,24.17193426,27.70477442,28.92156863,29.37002423,29.32403955,28.6151492,31.03886926,33.26462252,34.58441866,34.34332305,32.88625494,32.14639952,31.93092921,31.68207024,30.74430744
Tanzania,27.46046268,27.47139588,27.29799484,27.11936976,27.05544933,26.72343623,26.60771704,26.68714469,26.84526849,27.26544775,27.65521081,28.01989336,28.36874709,28.38501689,28.46884333,29.15009793,30.38306665,31.81373835,32.84909191,33.26799909,33.12715279
Thailand,28.03203106,28.29713037,28.39519572,27.32326997,26.49905889,27.07470108,28.5777759,32.06265225,34.66607852,35.52769418,33.95781538,33.27217311,31.49738035,30.04904274,28.71059851,27.49215179,26.60150826,25.85947964,25.56819717,25.34012684,25.01737981
Timor-Leste,29.65517241,30.02159827,29.6,28.85662432,28.76033058,28.38038633,31.27147766,32.21884498,31.62162162,31.56654888,22.16748768,24.72250252,26.41025641,27.94223827,29.70969734,29.14438503,29.53367876,30.57885906,31.66037736,33.0942623,33.33333333
Togo,27.76523702,27.56944444,27.23214286,26.98598131,26.60722665,26.2254902,25.87136184,25.79199044,26.21656051,27.09837545,28.36190476,29.63457367,30.82141277,31.62460568,32.09379441,32.39982766,32.51606525,32.55282173,32.30756116,31.77450352,31.15052296
Tonga,26.66666667,27.27272727,26.47058824,27.16049383,27.55102041,25.53191489,23.71134021,25.80645161,29.03225806,27.36842105,27.27272727,28.84615385,27.88461538,27.18446602,28.7037037,31.85840708,34.21052632,32.78688525,31.96721311,31.14754098,28.45528455
Trinidad and Tobago,28.93081761,26.49098474,25.74139976,25.75250836,24.89711934,27.79426311,30.67655236,33.13508921,32.73026316,33.25415677,33.46213292,34.6737481,35.78869048,34.5534407,31.6967509,27.46935833,24.45730825,24.01171303,24.34847357,24.56273764,24.04072044
Tunisia,28.51075878,27.72020725,26.95405021,25.14038877,22.32403977,24.28521002,25.80545229,28.52271177,30.52580331,31.14717403,32.56798222,34.49078761,36.00347021,35.67031149,33.12510998,29.79823669,26.89040983,25.38218879,25.19942565,25.31815667,24.83084186
Turkey,27.04803575,27.50619692,28.43581751,27.60345043,26.43062307,26.45167552,27.35150123,28.86722558,30.65347241,32.51584864,33.86650215,34.65321493,34.16551086,33.1945226,31.99079539,30.32713704,29.36841639,28.20366564,27.03525422,26.24358376,25.4104673
Turkmenistan,28.32369942,28.13884786,29.33417085,26.45502646,23.81170018,24.35541452,26.22377622,29.80173482,31.0880829,31.43061858,31.83736947,32.41792278,34.32489859,35.55999274,34.5823307,33.45412617,31.60159363,30.03719777,29.76821694,28.73939574,27.324897
Uganda,28.72093023,28.73368368,27.1146478,26.294771,25.59050948,25.33051781,25.81588305,25.96147347,25.94201264,25.47363398,25.59348396,26.45204,27.21543332,27.85766451,28.51159376,29.3099897,30.44050183,31.59571049,32.67125266,33.41045702,33.64778841
Ukraine,31.78088803,29.9334148,33.45565892,31.69386855,28.68313714,29.10155453,27.75868271,29.15504576,28.66835973,28.41783679,28.12359321,29.07212102,30.6320979,30.02988724,27.58877634,24.2118416,21.79809391,21.596656,22.85660851,23.78361959,23.42478659
United Arab Emirates,27.53623188,27.5,28.57142857,34.72222222,38.22222222,48.02259887,51.62561576,47.55492558,43.76672017,45.90703414,48.14814815,53.20606951,53.08982799,46.341933,40.55486835,38.38218438,38.30663616,37.31087639,36.10103453,34.82131502,33.84223919
United Kingdom,29.30833514,27.2524854,26.46261361,25.45033027,25.72711758,26.42512851,27.78655776,29.55353196,29.73846503,29.52000276,28.43029079,27.2037836,26.42853681,26.48239387,26.47492625,25.8224351,25.19203037,24.72662578,24.80921465,25.10096477,24.96787121
United States,30.94061288,28.18855864,25.87400577,24.86663458,26.00841199,29.05110289,32.31648857,34.03252553,33.24348184,31.35772637,29.25737036,27.74294774,27.22610502,27.26052706,27.06223242,26.67240908,26.32756817,25.88348917,25.68981433,25.40571875,24.92145975
Uruguay,30.53571429,30.60708263,30.5511811,29.44011865,28.30188679,26.60777385,26.8175583,27.52324037,27.63496144,28.35450883,28.87684432,28.06015038,28.16483842,28.22157434,27.94959908,27.95486601,27.38427217,26.40154653,25.50852117,24.84216305,24.18156809
Uzbekistan,27.00348432,27.38423374,28.97873335,26.20932278,23.07885065,23.68891751,25.50150451,29.22467397,30.4235512,30.88703696,31.21569261,31.98312878,34.30719965,35.9259888,35.63365829,33.72661695,31.01111013,28.9123069,28.27341573,28.07752024,27.44387727
Vanuatu,25.53191489,27.77777778,27.69230769,27.39726027,28.23529412,27.72277228,27.96610169,28.24427481,28.8590604,29.06976744,28.94736842,29.49308756,30.48780488,30.9352518,32.14285714,32.15339233,32.33695652,32.16080402,31.7016317,30.98901099,30.29045643
Venezuela,28.52375344,27.84464773,27.00884022,25.89904322,25.80885781,27.7651307,29.78737498,31.33406454,31.74772036,31.54082926,31.85710189,31.79811434,32.04448423,32.12105717,31.55862812,30.86123049,30.00296153,29.36192198,28.75583631,28.04471989,27.19661291
Vietnam,31.15407104,29.92579282,27.50237756,24.58594714,22.74698121,23.3850964,24.87808538,28.12317059,30.50402282,31.01595482,32.99136824,32.80166518,32.70732009,33.00265892,32.14602741,31.10412135,28.98774752,26.53646532,25.49324459,24.95637155,24.49224487
Virgin Islands (U.S.),28.57142857,26.66666667,24.24242424,30,34.375,29.41176471,29.59183673,29.24528302,28,29.24528302,24.7706422,22.93577982,23.42342342,23.14814815,24.76190476,25.24271845,25,22.82608696,22.47191011,21.95121951,21.33333333
West Bank and Gaza,23.26043738,24.85604607,26.81818182,27.56892231,27.69652651,26.97525938,24.0352065,25.9529148,26.20817844,27.56116208,27.34201334,26.91285866,27.7324263,28.50687623,30.24457458,31.81748817,32.5454297,32.91280148,32.53761738,32.01965294,31.43998441
Western Sahara,30.76923077,33.33333333,34.375,36.53846154,34.61538462,26.31578947,34.66666667,33.87978142,34.40366972,33.7164751,35.01577287,37.41496599,37.61814745,36.36363636,34.39226519,31.00775194,28.51897185,27.69953052,28.07215333,28.4463895,28.20512821
"Yemen, Rep.",27.35280482,26.75967026,26.14942529,25.63394859,25.00782473,24.39368302,25.02386635,25.41687222,25.56042885,25.03864983,25.56796303,27.24072312,29.29342897,31.14282633,32.15425952,32.35890504,32.61665142,32.82952385,33.07505123,33.15743533,32.62926539
Zambia,27.74690038,27.7317257,27.52956636,27.12104072,26.71663443,26.15792695,25.77069622,26.24907885,26.88416793,27.40447958,27.61750096,27.38967456,28.01207092,28.60004006,29.5779643,30.87184374,32.23536171,33.47594517,34.18889112,34.41637921,34.13800249
Zimbabwe,28.37395417,27.44302217,26.14605544,25.49197014,23.98616183,24.35149157,24.50212883,26.03142308,27.86007837,28.02868608,28.481978,29.63527054,32.72166416,37.35120108,38.60877385,36.90703218,34.80687653,33.21578947,32.81857129,32.67476485,31.94300401
