pincode,lat,lon,place
400057,-0.16477847,0.3342154,"Parle Road, Mumbai"
400057,-0.16477847,0.3342154,"Parleshwar Co Opp Hou Soc, Mumbai"
400057,-0.16477847,0.3342154,"Phirozshah Mehta Road, Mumbai"
400057,-0.16477847,0.3342154,"Pitale Wadi, Mumbai"
400057,-0.16477847,0.3342154,"Play Ground Road, Mumbai"
400057,-0.16477847,0.3342154,"Prarthana Samaj Road, Mumbai"
400057,-0.16477847,0.3342154,"Ram Mandir Road Vileparle, Mumbai"
400057,-0.16477847,0.3342154,"Ramanand Co Opp Hou Socit, Mumbai"
400057,-0.16477847,0.3342154,"Ramnagar, Mumbai"
400057,-0.16477847,0.3342154,"Rashmi Baug, Mumbai"
400057,-0.16477847,0.3342154,"S Co Opp Hou Society, Mumbai"
400057,-0.16477847,0.3342154,"Sahakar Road, Mumbai"
400057,-0.16477847,0.3342154,"Samant Wadi, Mumbai"
400057,-0.16477847,0.3342154,"Sharddhanand Road, Mumbai"
400057,-0.16477847,0.3342154,"Shree Co Op H S C Soc, Mumbai"
400057,-0.16477847,0.3342154,"Shri Gangarambuva Indulka, Mumbai"
400057,-0.16477847,0.3342154,"Subhash Nagar Road, Mumbai"
400057,-0.16477847,0.3342154,"Sunderban, Mumbai"
400057,-0.16477847,0.3342154,"Swami Nityananda Road, Mumbai"
400057,-0.16477847,0.3342154,"Tejpal Road, Mumbai"
400057,-0.16477847,0.3342154,"Tejpal Scheme Road, Mumbai"
400057,-0.16477847,0.3342154,"Thanawala Lane, Mumbai"
400057,-0.16477847,0.3342154,"Tilak Mandir Road, Mumbai"
400057,-0.16477847,0.3342154,"Tilak Vidyalaya Road, Mumbai"
400057,-0.16477847,0.3342154,"Usha Colony, Mumbai"
400057,-0.16477847,0.3342154,"Veer Makarand Ghanekar Ma, Mumbai"
400057,-0.16477847,0.3342154,"Vidyanagari Marg, Mumbai"
400057,-0.16477847,0.3342154,"Vile Parle East, Mumbai"
400057,-0.16477847,0.3342154,"Vir Baji-Prabhu Deshpande, Mumbai"
400058,-0.16516954,0.3345194,"Abubakkar Zopadpati, Mumbai"
400058,-0.16516954,0.3345194,"Albert Society, Mumbai"
400058,-0.16516954,0.3345194,"Amboli Hill Road, Mumbai"
400058,-0.16516954,0.3345194,"Amnoli Pada Hill, Mumbai"
400058,-0.16516954,0.3345194,"Andhar Society, Mumbai"
