pincode,lat,lon,place
110001,-0.08738613,0.49880028,"Connaught Place, New Delhi "
110001,-0.08738613,0.49880028,"Constitution House, New Delhi "
110001,-0.08738613,0.49880028,"Eastern Court, New Delhi"
110001,-0.08738613,0.49880028,"Election Commission, New Delhi"
110001,-0.08738613,0.49880028,"Janpath, New Delhi"
110001,-0.08738613,0.49880028,"Krishi Bhawan, New Delhi"
110001,-0.08738613,0.49880028,"Lady Harding Medical College, New Delhi"
110001,-0.08738613,0.49880028,"Laxminarain Mandir, New Delhi"
110001,-0.08738613,0.49880028,"New Delhi G P O, New Delhi"
110001,-0.08738613,0.49880028,"North Avenue, New Delhi"
110001,-0.08738613,0.49880028,"Parliament House, New Delhi"
110001,-0.08738613,0.49880028,"Parliament Street, New Delhi"
110001,-0.08738613,0.49880028,"Patiala House, New Delhi"
110001,-0.08738613,0.49880028,"Pragati Maidan, New Delhi"
110001,-0.08738613,0.49880028,"Rail Bhawan, New Delhi"
110001,-0.08738613,0.49880028,"Sansadiya Soudha, New Delhi"
110001,-0.08738613,0.49880028,"Sectt North, New Delhi"
110001,-0.08738613,0.49880028,"Shastri Bhawan, New Delhi"
110001,-0.08738613,0.49880028,"Supreme Court, New Delhi"
110002,-0.08697463,0.49900174,"A G C R, New Delhi"
110002,-0.08697463,0.49900174,"Ajmeri Gate Extension, New Delhi"
110002,-0.08697463,0.49900174,"Ansari Road, New Delhi"
110002,-0.08697463,0.49900174,"Darya Ganj, New Delhi"
110002,-0.08697463,0.49900174,"Gandhi Samarak, New Delhi"
110002,-0.08697463,0.49900174,"Indian Agriculture, New Delhi"
110002,-0.08697463,0.49900174,"Indraprastha, New Delhi"
110002,-0.08697463,0.49900174,"Indraprastha Estate, New Delhi"
110002,-0.08697463,0.49900174,"Minto Road, New Delhi"
110002,-0.08697463,0.49900174,"Rajghat Power House, New Delhi"
110003,-0.087283015,0.49824262,"Aliganj, New Delhi"
110003,-0.087283015,0.49824262,"Delhi High Court, New Delhi"
110003,-0.087283015,0.49824262,"Golf Links, New Delhi"
110003,-0.087283015,0.49824262,"Jawahar Lal Nehru Stadium, New Delhi"
110003,-0.087283015,0.49824262,"Lodi Colony Market, New Delhi"
110003,-0.087283015,0.49824262,"Lodi House Hostel, New Delhi"
110003,-0.087283015,0.49824262,"Lodi Road, New Delhi"
110003,-0.087283015,0.49824262,"Lok Nagar Bhawan, New Delhi"
110003,-0.087283015,0.49824262,"Oberei Intercontinental, New Delhi"
110003,-0.087283015,0.49824262,"Pandara Road, New Delhi"
110003,-0.087283015,0.49824262,"Pragati Vihar, New Delhi"
110003,-0.087283015,0.49824262,"Safdarjang Air Port, New Delhi"
110003,-0.087283015,0.49824262,"Wazir Nagar, New Delhi"
110004,-0.08780734,0.4984846,"Rashtrapati Bhawan, New Delhi"
110005,-0.08807322,0.4994228,"Anand Nagar, New Delhi"
110005,-0.08807322,0.4994228,"Anand Parbat, New Delhi"
110005,-0.08807322,0.4994228,"Bank Street, New Delhi"
110005,-0.08807322,0.4994228,"Desh Bandhu Gupta Road, New Delhi"
110005,-0.08807322,0.4994228,"Karol Bagh, New Delhi"
110005,-0.08807322,0.4994228,"Lower Camp Anand Parbat, New Delhi"
110005,-0.08807322,0.4994228,"Model Basti, New Delhi"
110005,-0.08807322,0.4994228,"Sat Nahar, New Delhi"
110005,-0.08807322,0.4994228,"Than Singh Nagar, New Delhi"
110006,-0.08717222,0.49936318,"Bara Tooti, New Delhi"
110006,-0.08717222,0.49936318,"Chandni Chowk, New Delhi"
110006,-0.08717222,0.49936318,"Chawri Bazar, New Delhi"
110006,-0.08717222,0.49936318,"Dareeba, New Delhi"
110006,-0.08717222,0.49936318,"Delhi Cloth Mills, New Delhi"
110006,-0.08717222,0.49936318,"Delhi G P O, New Delhi"
110006,-0.08717222,0.49936318,"Delhi Sadar Bazar, New Delhi"
110006,-0.08717222,0.49936318,"Farashkhana, New Delhi"
110006,-0.08717222,0.49936318,"Fatehpuri, New Delhi"
110006,-0.08717222,0.49936318,"Hamdard Dawakhana, New Delhi"
110006,-0.08717222,0.49936318,"Hauz Qazi, New Delhi"
110006,-0.08717222,0.49936318,"Idgah Road I S B T, New Delhi"
110006,-0.08717222,0.49936318,"Jama Masjid, New Delhi"
110006,-0.08717222,0.49936318,"Mori Gate, New Delhi"
110006,-0.08717222,0.49936318,"Red Fort, New Delhi"
110006,-0.08717222,0.49936318,"Sadar Thana Road, New Delhi"
110007,-0.087411486,0.49990106,"Birla Lines, New Delhi"
110007,-0.087411486,0.49990106,"C C Institute, New Delhi"
110007,-0.087411486,0.49990106,"Delhi University, New Delhi"
110007,-0.087411486,0.49990106,"Jawahar Nagar, New Delhi"
110007,-0.087411486,0.49990106,"Kamla Nagar, New Delhi"
110007,-0.087411486,0.49990106,"Lancer Road Market, New Delhi"
110007,-0.087411486,0.49990106,"Lok Nayak Bhawan, New Delhi"
110007,-0.087411486,0.49990106,"Malka Ganj, New Delhi"
110007,-0.087411486,0.49990106,"Malka Ganj Market, New Delhi"
110007,-0.087411486,0.49990106,"Partap Nagar, New Delhi"
110007,-0.087411486,0.49990106,"Patrachar Road, New Delhi"
110007,-0.087411486,0.49990106,"Patrachar Vidyala, New Delhi"
110007,-0.087411486,0.49990106,"Pragati Vihar, New Delhi"
110007,-0.087411486,0.49990106,"Rana Pratap Bagh, New Delhi"
110007,-0.087411486,0.49990106,"Rly C A O, New Delhi"
110007,-0.087411486,0.49990106,"Roop Nagar, New Delhi"
110007,-0.087411486,0.49990106,"Roshan Area Road, New Delhi"
110007,-0.087411486,0.49990106,"Safdarjang Air Port, New Delhi"
110007,-0.087411486,0.49990106,"Sewa Sangh, New Delhi"
110007,-0.087411486,0.49990106,"Shakti Nagar, New Delhi"
110007,-0.087411486,0.49990106,"Subzi Mandi, New Delhi"
110007,-0.087411486,0.49990106,"Timarpur, New Delhi"
110007,-0.087411486,0.49990106,"Wazir Nagar, New Delhi"
110008,-0.08808392,0.49925923,"Dada Ghosh Bhawan, New Delhi"
110008,-0.08808392,0.49925923,"Patel Nagar, New Delhi"
110008,-0.08808392,0.49925923,"Patel Nagar East, New Delhi"
110008,-0.08808392,0.49925923,"Patel Nagar South, New Delhi"
110008,-0.08808392,0.49925923,"Patel Nagar West, New Delhi"
110010,-0.08861138,0.49852967,"A F Palam, New Delhi"
110010,-0.08861138,0.49852967,"A P S Colony, New Delhi"
110010,-0.08861138,0.49852967,"Army Base, New Delhi"
110010,-0.08861138,0.49852967,"Bazar Road, New Delhi"
110010,-0.08861138,0.49852967,"Central Ordinance, New Delhi"
110010,-0.08861138,0.49852967,"Central Vehicle, New Delhi"
110010,-0.08861138,0.49852967,"Delhi Cantt, New Delhi"
110010,-0.08861138,0.49852967,"Depot, New Delhi"
110010,-0.08861138,0.49852967,"Dhaula Khuan, New Delhi"
110010,-0.08861138,0.49852967,"Kirby Place, New Delhi"
110010,-0.08861138,0.49852967,"Work Shop, New Delhi"
110011,-0.08753992,0.4983635,"Defence Head Qrs, New Delhi"
110011,-0.08753992,0.4983635,"Gymkhana Club, New Delhi"
110011,-0.08753992,0.4983635,"Nirman Bhawan, New Delhi"
110011,-0.08753992,0.4983635,"Sectt South, New Delhi"
110011,-0.08753992,0.4983635,"Shahjahan Road, New Delhi"
110011,-0.08753992,0.4983635,"South Avenue, New Delhi"
110011,-0.08753992,0.4983635,"U P S C, New Delhi"
110011,-0.08753992,0.4983635,"Udyog Bhawan, New Delhi"
110012,-0.08840465,0.49903464,"Central Tractor, New Delhi"
110012,-0.08840465,0.49903464,"Inderpuri, New Delhi"
110012,-0.08840465,0.49903464,"N P Laboratories, New Delhi"
110012,-0.08840465,0.49903464,"Organisation, New Delhi"
110012,-0.08840465,0.49903464,"Research Institute, New Delhi"
110013,-0.086593114,0.4983821,"Dargah Shareef, New Delhi"
110013,-0.086593114,0.4983821,"Hazrat Nizamuddin, New Delhi"
110014,-0.08681552,0.49798608,"Hari Nagar Ashram, New Delhi"
110014,-0.08681552,0.49798608,"Jangpura, New Delhi"
110015,-0.08855153,0.49923325,"Central Kirti Nagar, New Delhi"
110015,-0.08855153,0.49923325,"D I Area, New Delhi"
110015,-0.08855153,0.49923325,"E S I Hospital, New Delhi"
110015,-0.08855153,0.49923325,"Industrial Area, New Delhi"
110015,-0.08855153,0.49923325,"Karampura, New Delhi"
110015,-0.08855153,0.49923325,"Kirti Nagar, New Delhi"
110015,-0.08855153,0.49923325,"Mansarover Garden, New Delhi"
110015,-0.08855153,0.49923325,"Moti Nagar, New Delhi"
110015,-0.08855153,0.49923325,"North Industrial Area, New Delhi"
110015,-0.08855153,0.49923325,"Ramesh Nagar, New Delhi"
110015,-0.08855153,0.49923325,"Sudershan Park, New Delhi"
110015,-0.08855153,0.49923325,"Vishnu Garden, New Delhi"
110015,-0.08855153,0.49923325,"Zakhira, New Delhi"
110016,-0.087647304,0.4975345,"Ashram, New Delhi"
110016,-0.087647304,0.4975345,"Green Park, New Delhi"
110016,-0.087647304,0.4975345,"Green Park Market, New Delhi"
110016,-0.087647304,0.4975345,"Hauz Khas, New Delhi"
110016,-0.087647304,0.4975345,"Hauz Khas Market, New Delhi"
110016,-0.087647304,0.4975345,"I I T Hauz Khas, New Delhi"
110016,-0.087647304,0.4975345,"N I E Compus, New Delhi"
110016,-0.087647304,0.4975345,"Shri Aurobindo, New Delhi"
110016,-0.087647304,0.4975345,"Yusaf Sarai, New Delhi"
110017,-0.08761051,0.49714446,"Malviya Nagar, New Delhi"
110017,-0.08761051,0.49714446,"Panchseel Enclave, New Delhi"
110017,-0.08761051,0.49714446,"Pushpa Vihar Sector I, New Delhi"
110017,-0.08761051,0.49714446,"South Malviya Nagar, New Delhi"
110018,-0.089204244,0.49941683,"Ashok Nagar, New Delhi"
110018,-0.089204244,0.49941683,"Chand Nagar, New Delhi"
110018,-0.089204244,0.49941683,"Fateh Nagar, New Delhi"
110018,-0.089204244,0.49941683,"Khyalla Phase I, New Delhi"
110018,-0.089204244,0.49941683,"Khyalla Phase II, New Delhi"
110018,-0.089204244,0.49941683,"Mahabir Nagar, New Delhi"
110018,-0.089204244,0.49941683,"Major Bhupinder Singh Nag, New Delhi"
110018,-0.089204244,0.49941683,"Tihar, New Delhi"
110018,-0.089204244,0.49941683,"Tilak Nagar, New Delhi"
110018,-0.089204244,0.49941683,"Tilak Nagar East, New Delhi"
110018,-0.089204244,0.49941683,"Vikaspuri, New Delhi"
110018,-0.089204244,0.49941683,"Vishnu Garden, New Delhi"
110019,-0.08685656,0.49689913,"Govindpuri, New Delhi"
110019,-0.08685656,0.49689913,"Kalkaji, New Delhi"
110019,-0.08685656,0.49689913,"Nehru Place, New Delhi"
110020,-0.08628451,0.49678755,"C R R I, New Delhi"
110020,-0.08628451,0.49678755,"Flatted Factories Complex, New Delhi"
110020,-0.08628451,0.49678755,"Okhla Industrial Estate, New Delhi"
110021,-0.08815369,0.4980154,"Anand Niketan, New Delhi"
110021,-0.08815369,0.4980154,"Ashoka Hotel, New Delhi"
110021,-0.08815369,0.4980154,"Chankyapuri, New Delhi"
110021,-0.08815369,0.4980154,"Malcha Marg, New Delhi"
110021,-0.08815369,0.4980154,"Moti Bagh, New Delhi"
110021,-0.08815369,0.4980154,"Nanakpura, New Delhi"
110022,-0.08807169,0.49776793,"Postal Saving Bureau, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector I, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Ii, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Iii, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Iv, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Ix, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Vii, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Viii, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram Sector Xii, New Delhi"
110022,-0.08807169,0.49776793,"R K Puram V, New Delhi"
110023,-0.087780274,0.4980371,"Kidwai Nagar, New Delhi"
110023,-0.087780274,0.4980371,"Kidwai Nagar West, New Delhi"
110023,-0.087780274,0.4980371,"Laxmi Bai Nagar, New Delhi"
110023,-0.087780274,0.4980371,"Netaji Nagar, New Delhi"
110023,-0.087780274,0.4980371,"Sarojini Nagar, New Delhi"
110024,-0.08714951,0.49779296,"Amar Colony, New Delhi"
110024,-0.08714951,0.49779296,"Defence Colony, New Delhi"
110024,-0.08714951,0.49779296,"Krishna Market, New Delhi"
110024,-0.08714951,0.49779296,"Lajpat Nagar, New Delhi"
110025,-0.08620658,0.4975915,"Jamia Nagar, New Delhi"
110025,-0.08620658,0.4975915,"Zakhir Nagar, New Delhi"
110026,-0.0884754,0.49966478,"Punjabi Bagh, New Delhi"
110026,-0.0884754,0.49966478,"Punjabi Bagh Sector Iii, New Delhi"
110027,-0.08893836,0.49924088,"J 6Block Rajouri Garden, New Delhi"
110027,-0.08893836,0.49924088,"J J Colony, New Delhi"
110027,-0.08893836,0.49924088,"Janta Market, New Delhi"
110027,-0.08893836,0.49924088,"Najafgarh Road, New Delhi"
110027,-0.08893836,0.49924088,"Rajouri Garden, New Delhi"
110027,-0.08893836,0.49924088,"Rajouri Market, New Delhi"
110027,-0.08893836,0.49924088,"Subhash Nagar, New Delhi"
110027,-0.08893836,0.49924088,"Subhash Nagar West, New Delhi"
110027,-0.08893836,0.49924088,"Tatarpur, New Delhi"
110028,-0.08858251,0.49874854,"Naraina, New Delhi"
110028,-0.08858251,0.49874854,"Naraina Industrial Estate, New Delhi"
110028,-0.08858251,0.49874854,"Naraina Vihar, New Delhi"
110029,-0.08780289,0.49775958,"Himayunpur Extn, New Delhi"
110029,-0.08780289,0.49775958,"Nauroji Nagar, New Delhi"
110029,-0.08780289,0.49775958,"Safdarjang Enclave, New Delhi"
110030,-0.08801288,0.49709988,"MehrauIi, New Delhi"
110030,-0.08801288,0.49709988,"T B Hospital, New Delhi"
110031,-0.086625345,0.49940443,"Gandhi Nagar, New Delhi"
110031,-0.086625345,0.49940443,"Gandhi Nagar Bazar, New Delhi"
110031,-0.086625345,0.49940443,"Geeta Colony, New Delhi"
110031,-0.086625345,0.49940443,"Kailash Nagar, New Delhi"
110031,-0.086625345,0.49940443,"Raghubarpura, New Delhi"
110031,-0.086625345,0.49940443,"Sahstri Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Balbir Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Bhola Nath Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Dilshad Garden, New Delhi"
110032,-0.086128965,0.49966455,"Kabool Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Loni Road, New Delhi"
110032,-0.086128965,0.49966455,"Mansarover Park, New Delhi"
110032,-0.086128965,0.49966455,"New Seemapuri, New Delhi"
110032,-0.086128965,0.49966455,"Rohtash Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Seemapuri Old, New Delhi"
110032,-0.086128965,0.49966455,"Shahdara, New Delhi"
110032,-0.086128965,0.49966455,"Shahdara Mandi, New Delhi"
110032,-0.086128965,0.49966455,"Teliwara, New Delhi"
110032,-0.086128965,0.49966455,"Vishwa Karma Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Vishwan Nagar, New Delhi"
110032,-0.086128965,0.49966455,"Vivek Vihar, New Delhi"
110033,-0.08800362,0.5003264,"A T Mills, New Delhi"
110033,-0.08800362,0.5003264,"Adarsh Nagar, New Delhi"
110033,-0.08800362,0.5003264,"Bhaiparma Nand Nagar, New Delhi"
110033,-0.08800362,0.5003264,"G T S Nagar, New Delhi"
110033,-0.08800362,0.5003264,"Gujranwala Nagar Part Ii, New Delhi"
110033,-0.08800362,0.5003264,"Harijan Sewak Sangh, New Delhi"
110033,-0.08800362,0.5003264,"Jahangirpuri Block A, New Delhi"
110033,-0.08800362,0.5003264,"Jahangirpuri Block D, New Delhi"
110033,-0.08800362,0.5003264,"Jahangirpuri Block H, New Delhi"
110033,-0.08800362,0.5003264,"Jaroda Majra, New Delhi"
110033,-0.08800362,0.5003264,"Model Town A Block, New Delhi"
110033,-0.08800362,0.5003264,"Model Town Ii, New Delhi"
110033,-0.08800362,0.5003264,"Mukerjee Nagar, New Delhi"
110033,-0.08800362,0.5003264,"New Sabzi Mandi, New Delhi"
110033,-0.08800362,0.5003264,"Nirankari Colony, New Delhi"
110033,-0.08800362,0.5003264,"Shalimar Bagh, New Delhi"
110033,-0.08800362,0.5003264,"Suraj Nagar, New Delhi"
110033,-0.08800362,0.5003264,"Vijay Nagar, New Delhi"
110034,-0.08869406,0.500118,"Anandvas Shakurpur, New Delhi"
110034,-0.08869406,0.500118,"Multani Mohalla, New Delhi"
110034,-0.08869406,0.500118,"Pitampura, New Delhi"
110034,-0.08869406,0.500118,"Rani Bagh, New Delhi"
110034,-0.08869406,0.500118,"Saraswati Vihar, New Delhi"
110034,-0.08869406,0.500118,"Shakurbasti R S, New Delhi"
110034,-0.08869406,0.500118,"Shakurpur Block I, New Delhi"
110034,-0.08869406,0.500118,"Srinagar Colony, New Delhi"
110035,-0.0879633,0.4995513,"Ganeshpuri, New Delhi"
110035,-0.0879633,0.4995513,"Inderlok, New Delhi"
110035,-0.0879633,0.4995513,"Lawrence Road, New Delhi"
110035,-0.0879633,0.4995513,"Lekhu Nagar, New Delhi"
110035,-0.0879633,0.4995513,"Onkar Nagar, New Delhi"
110035,-0.0879633,0.4995513,"Power House, New Delhi"
110035,-0.0879633,0.4995513,"Sarai Rohila, New Delhi"
110036,-0.088162474,0.50221086,"Alipur, New Delhi"
110036,-0.088162474,0.50221086,"Nangli Poona, New Delhi"
110037,-0.0890916,0.49741817,"Gurgaon Road, New Delhi"
110038,-0.08908658,0.4969194,"A F Rajokari, New Delhi"
110039,-0.09031635,0.501904,"Bawana, New Delhi"
110040,-0.089063644,0.50279355,"Narela, New Delhi"
110040,-0.089063644,0.50279355,"Narela Town, New Delhi"
110040,-0.089063644,0.50279355,"Sanoth, New Delhi"
110041,-0.08993288,0.50008225,"Budh Nagar, New Delhi"
110041,-0.08993288,0.50008225,"Jawalpuri, New Delhi"
110041,-0.08993288,0.50008225,"Nagloi, New Delhi"
110041,-0.08993288,0.50008225,"Nangloi Phase Iii, New Delhi"
110041,-0.08993288,0.50008225,"Sultanpuri Block C, New Delhi"
110041,-0.08993288,0.50008225,"Sultanpuri Block F, New Delhi"
110041,-0.08993288,0.50008225,"Suttanpuri Block B, New Delhi"
110042,-0.08833273,0.5009904,"Badli, New Delhi"
110042,-0.08833273,0.5009904,"Haiderpur, New Delhi"
110042,-0.08833273,0.5009904,"Sameypur Badli, New Delhi"
110043,-0.09118063,0.49863577,"Najafgarh, New Delhi"
110044,-0.08602076,0.4966607,"Badarpur, New Delhi"
110044,-0.08602076,0.4966607,"Badarpur T P Station, New Delhi"
110044,-0.08602076,0.4966607,"Tughlakabad, New Delhi"
110044,-0.08602076,0.4966607,"Tughlakabad A F Station, New Delhi"
110045,-0.08957442,0.49802113,"Ambrohi, New Delhi"
110045,-0.08957442,0.49802113,"Bakrola, New Delhi"
110045,-0.08957442,0.49802113,"Palam, New Delhi"
110045,-0.08957442,0.49802113,"Palam Enclave, New Delhi"
110046,-0.08919903,0.49843383,"Nangal Rava, New Delhi"
110047,-0.08879451,0.4960692,"Arjan Garh, New Delhi"
110048,-0.08722101,0.49735165,"Greater Kailash, New Delhi"
110048,-0.08722101,0.49735165,"Greater Kailash Ii, New Delhi"
110048,-0.08722101,0.49735165,"Kailash, New Delhi"
110048,-0.08722101,0.49735165,"Kailash Colony, New Delhi"
110048,-0.08722101,0.49735165,"Masjidmoth Phase Ii, New Delhi"
110048,-0.08722101,0.49735165,"N Block Greater, New Delhi"
110049,-0.08737025,0.49774623,"Andrews Ganj, New Delhi"
110049,-0.08737025,0.49774623,"Asian Games Village, New Delhi"
110049,-0.08737025,0.49774623,"Guatam Nagar, New Delhi"
110049,-0.08737025,0.49774623,"Gulmohar Park, New Delhi"
110049,-0.08737025,0.49774623,"Masjid Moth Extn, New Delhi"
110049,-0.08737025,0.49774623,"Sadiq Nagar, New Delhi"
110049,-0.08737025,0.49774623,"South Extn Part I, New Delhi"
110049,-0.08737025,0.49774623,"South Extn Part Ii, New Delhi"
110051,-0.08616154,0.49930072,"Anarkali, New Delhi"
110051,-0.08616154,0.49930072,"Azad Nagar, New Delhi"
110051,-0.08616154,0.49930072,"Gobindpura, New Delhi"
110051,-0.08616154,0.49930072,"Krishan Nagar, New Delhi"
110051,-0.08616154,0.49930072,"Krishan Nagar Bazar, New Delhi"
110051,-0.08616154,0.49930072,"Lajpat Rai Chowk, New Delhi"
110051,-0.08616154,0.49930072,"Radheypuri, New Delhi"
110051,-0.08616154,0.49930072,"Ram Nagar, New Delhi"
110052,-0.088072896,0.49992204,"Ashok Vihar, New Delhi"
110052,-0.088072896,0.49992204,"Bharat Nagar, New Delhi"
110052,-0.088072896,0.49992204,"Nimri, New Delhi"
110052,-0.088072896,0.49992204,"Satyawati Nagar, New Delhi"
110052,-0.088072896,0.49992204,"Shastri Nagar, New Delhi"
110052,-0.088072896,0.49992204,"Wazirpur Phase Iii, New Delhi"
110053,-0.0866498,0.4996426,"Bhajanpuri, New Delhi"
110053,-0.0866498,0.4996426,"Brahampuri, New Delhi"
110053,-0.0866498,0.4996426,"Jagjit Nagar, New Delhi"
110053,-0.0866498,0.4996426,"Maujpur, New Delhi"
110053,-0.0866498,0.4996426,"Seelampur, New Delhi"
110053,-0.0866498,0.4996426,"Yamuna Vihar, New Delhi"
110053,-0.0866498,0.4996426,"Zafrabad, New Delhi"
110054,-0.08729415,0.49945283,"C R P F Camp, New Delhi"
110054,-0.08729415,0.49945283,"Civil Lines, New Delhi"
110054,-0.08729415,0.49945283,"Distt Courts, New Delhi"
110054,-0.08729415,0.49945283,"Maidens Hotel, New Delhi"
110055,-0.08745437,0.4991541,"Amrit Kaur Market, New Delhi"
110055,-0.08745437,0.4991541,"Multani Dhanda, New Delhi"
110055,-0.08745437,0.4991541,"P S B Paharganj, New Delhi"
110055,-0.08745437,0.4991541,"Paharganj, New Delhi"
110055,-0.08745437,0.4991541,"Swami Ram Tirath Nagar, New Delhi"
110056,-0.08894834,0.4997673,"Shakurbasti, New Delhi"
110057,-0.08833141,0.4975798,"Munirka, New Delhi"
110057,-0.08833141,0.4975798,"Vasant Vihar I, New Delhi"
110057,-0.08833141,0.4975798,"Vasant Vihar Ii, New Delhi"
110058,-0.08938765,0.49889898,"Janakpuri, New Delhi"
110058,-0.08938765,0.49889898,"Janakpuri Block C 4, New Delhi"
110058,-0.08938765,0.49889898,"Janakpuri Block D 1, New Delhi"
110058,-0.08938765,0.49889898,"Janakpuri Blockc 2, New Delhi"
110058,-0.08938765,0.49889898,"Possangipur, New Delhi"
110059,-0.08997721,0.49917006,"Jeewan Park, New Delhi"
110059,-0.08997721,0.49917006,"Uttam Nagar, New Delhi"
110060,-0.08809495,0.49902773,"New Rajinder Nagar, New Delhi"
110060,-0.08809495,0.49902773,"Rajinder Nagar, New Delhi"
110060,-0.08809495,0.49902773,"Ravinder Rangsala, New Delhi"
110061,-0.08993592,0.4975021,"Bijwasan, New Delhi"
110062,-0.08726899,0.49608326,"Ambedkar Nagar, New Delhi"
110062,-0.08726899,0.49608326,"B S F Camp Tigri, New Delhi"
110062,-0.08726899,0.49608326,"Dakshimpuri Phase I, New Delhi"
110062,-0.08726899,0.49608326,"Dakshinpuri Phase Iii, New Delhi"
110062,-0.08726899,0.49608326,"Hamdard Nagar, New Delhi"
110062,-0.08726899,0.49608326,"Khanpur, New Delhi"
110062,-0.08726899,0.49608326,"Madangir, New Delhi"
110062,-0.08726899,0.49608326,"Pushpa Bhawan, New Delhi"
110063,-0.08875725,0.49964905,"Madipur, New Delhi"
110063,-0.08875725,0.49964905,"Paschim Vihar, New Delhi"
110063,-0.08875725,0.49964905,"Paschim Vihar Block B, New Delhi"
110063,-0.08875725,0.49964905,"Qr Madipur, New Delhi"
110064,-0.089033514,0.49885702,"Hari Nagar Be Block, New Delhi"
110064,-0.089033514,0.49885702,"Hari Nagar Da & Db Block, New Delhi"
110064,-0.089033514,0.49885702,"Mayapuri, New Delhi"
110064,-0.089033514,0.49885702,"Mayapuri Shopping Centre, New Delhi"
110065,-0.086773194,0.49767637,"East Of Kailash, New Delhi"
110065,-0.086773194,0.49767637,"Nehru Nagar, New Delhi"
110065,-0.086773194,0.49767637,"Sriniwaspuri, New Delhi"
110066,-0.08791573,0.4977734,"R K Puram, New Delhi"
110066,-0.08791573,0.4977734,"R K Puram West, New Delhi"
110067,-0.08805804,0.49751353,"D D A Munirka, New Delhi"
110067,-0.08805804,0.49751353,"Jawahar Lal Nehru Univers, New Delhi"
110071,-0.090937905,0.49763966,"Chhawla, New Delhi"
110072,-0.091054454,0.49957466,"D D A Salam, New Delhi"
110072,-0.091054454,0.49957466,"Jharoda Kalan, New Delhi"
110072,-0.091054454,0.49957466,"P T S Jharoda Kalan, New Delhi"
110073,-0.092432626,0.4978161,"Ujwa, New Delhi"
110075,-0.08989965,0.4981048,"Dwarka, New Delhi"
110081,-0.090668395,0.500818,"Kanjhawala, New Delhi"
110082,-0.08874997,0.50150585,"Khera Kalan, New Delhi"
110083,-0.08923851,0.500139,"Mangolpuri, New Delhi"
110083,-0.08923851,0.500139,"Mangolpuri Block 1, New Delhi"
110083,-0.08923851,0.500139,"Mangolpuri Block A, New Delhi"
110083,-0.08923851,0.500139,"Mangolpuri Block S, New Delhi"
110084,-0.08752566,0.5011759,"Kutubgarh, New Delhi"
110085,-0.08921278,0.500803,"Rohini, New Delhi"
110091,-0.08623811,0.49843287,"Himmatpuri, New Delhi"
110091,-0.08623811,0.49843287,"Kalyanpuri, New Delhi"
110091,-0.08623811,0.49843287,"Khichripur, New Delhi"
110091,-0.08623811,0.49843287,"Trilokpuri, New Delhi"
110092,-0.08629448,0.4989729,"Kalyan Vas, New Delhi"
110092,-0.08629448,0.4989729,"Laxmi Nagar Market, New Delhi"
110092,-0.08629448,0.4989729,"Patper Ganj, New Delhi"
110092,-0.08629448,0.4989729,"Shakarpur, New Delhi"
110093,-0.08601731,0.5000818,"Nand Nagri, New Delhi"
110093,-0.08601731,0.5000818,"Nand Nagri A Block, New Delhi"
110093,-0.08601731,0.5000818,"Nathu Colony, New Delhi"
110094,-0.08678233,0.50077534,"Chilla Villege, New Delhi"
110094,-0.08678233,0.50077534,"Gokulpuri, New Delhi"
110094,-0.08678233,0.50077534,"Karawal Nagar, New Delhi"
110096,-0.0856993,0.49858785,"Bhajan Pura, New Delhi"
121001,-0.08675691,0.4947281,"Faridabad, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad City, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad Factory Area, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad G B S, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad Industrial Area, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad N I T, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad Neighbour Hood, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad Railway Road, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad Sector 15, Faridabad"
121001,-0.08675691,0.4947281,"Faridabad Sector 16, Faridabad"
121001,-0.08675691,0.4947281,"Ferozepur Gandhi Nagar, Faridabad"
121001,-0.08675691,0.4947281,"G T Faridabad Mathura Road, Faridabad"
121001,-0.08675691,0.4947281,"Neighbour Hood Iii, Faridabad"
121001,-0.08675691,0.4947281,"Neighbour Hood Iv, Faridabad"
121001,-0.08675691,0.4947281,"Press Colony, Faridabad"
121001,-0.08675691,0.4947281,"Sector 8 Faridabad, Faridabad"
121002,-0.08675691,0.4947281,"Faridabad, Faridabad"
