Index,Variant,"Major area, region, country or area *",Notes,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
1,Estimates,WORLD,,900,"2,525,149.312","2,571,867.515","2,617,940.399","2,664,029.01","2,710,677.773","2,758,314.525","2,807,246.148","2,857,662.91","2,909,651.396","2,963,216.053","3,018,343.828","3,075,073.173","3,133,554.362","3,194,075.347","3,256,988.501","3,322,495.121","3,390,685.523","3,461,343.172","3,533,966.901","3,607,865.513","3,682,487.691","3,757,734.668","3,833,594.894","3,909,722.12","3,985,733.775","4,061,399.228","4,136,542.07","4,211,322.427","4,286,282.447","4,362,189.531","4,439,632.465","4,518,602.042","4,599,003.374","4,681,210.508","4,765,657.562","4,852,540.569","4,942,056.118","5,033,804.944","5,126,632.694","5,218,978.019","5,309,667.699","5,398,328.753","5,485,115.276","5,570,045.38","5,653,315.893","5,735,123.084","5,815,392.305","5,894,155.105","5,971,882.825","6,049,205.203","6,126,622.121","6,204,310.739","6,282,301.767","6,360,764.684","6,439,842.408","6,519,635.85","6,600,220.247","6,681,607.32","6,763,732.879","6,846,479.521","6,929,725.043","7,013,427.052","7,097,500.453","7,181,715.139","7,265,785.946","7,349,472.099"
79,Estimates,China,4,156,"544,112.923","558,820.362","570,764.965","580,886.559","589,955.812","598,574.241","607,167.524","615,992.182","625,155.626","634,649.557","644,450.173","654,625.069","665,426.76","677,332.765","690,932.043","706,590.947","724,490.033","744,365.635","765,570.668","787,191.243","808,510.713","829,367.784","849,787.991","869,474.823","888,132.761","905,580.445","921,688.199","936,554.514","950,537.317","964,155.176","977,837.433","991,553.829","1,005,328.574","1,019,698.475","1,035,328.572","1,052,622.41","1,071,834.975","1,092,646.739","1,114,162.025","1,135,128.009","1,154,605.773","1,172,327.831","1,188,450.231","1,202,982.955","1,216,067.023","1,227,841.281","1,238,234.851","1,247,259.143","1,255,262.566","1,262,713.651","1,269,974.572","1,277,188.787","1,284,349.938","1,291,485.488","1,298,573.031","1,305,600.63","1,312,600.877","1,319,625.197","1,326,690.636","1,333,807.063","1,340,968.737","1,348,174.478","1,355,386.952","1,362,514.26","1,369,435.67","1,376,048.943"
98,Estimates,India,,356,"376,325.205","382,231.042","388,515.758","395,137.696","402,065.915","409,280.196","416,771.502","424,541.513","432,601.236","440,968.677","449,661.874","458,691.457","468,054.145","477,729.958","487,690.114","497,920.27","508,402.908","519,162.069","530,274.729","541,844.848","553,943.226","566,605.402","579,800.632","593,451.889","607,446.519","621,703.641","636,182.81","650,907.559","665,936.435","681,358.553","697,229.745","713,561.406","730,303.461","747,374.856","764,664.278","782,085.127","799,607.235","817,232.241","834,944.397","852,736.16","870,601.776","888,513.869","906,461.358","924,475.633","942,604.211","960,874.982","979,290.432","997,817.25","1,016,402.907","1,034,976.626","1,053,481.072","1,071,888.19","1,090,189.358","1,108,369.577","1,126,419.321","1,144,326.293","1,162,088.305","1,179,685.631","1,197,070.109","1,214,182.182","1,230,984.504","1,247,446.011","1,263,589.639","1,279,498.874","1,295,291.543","1,311,050.527"
245,Estimates,United States of America,,840,"157,813.04","159,880.756","162,280.405","164,941.716","167,800.046","170,796.378","173,877.321","176,995.108","180,107.612","183,178.348","186,176.524","189,077.076","191,860.71","194,513.911","197,028.908","199,403.532","201,629.471","203,713.082","205,687.611","207,599.308","209,485.807","211,357.912","213,219.515","215,092.9","217,001.865","218,963.561","220,993.166","223,090.871","225,239.456","227,411.604","229,588.208","231,765.783","233,953.874","236,161.961","238,404.223","240,691.557","243,032.017","245,425.409","247,865.202","250,340.795","252,847.81","255,367.16","257,908.206","260,527.42","263,301.323","266,275.528","269,483.224","272,882.865","276,354.096","279,730.801","282,895.741","285,796.198","288,470.847","291,005.482","293,530.886","296,139.635","298,860.519","301,655.953","304,473.143","307,231.961","309,876.17","312,390.368","314,799.465","317,135.919","319,448.634","321,773.631"
228,Estimates,Brazil,,76,"53,974.726","55,605.541","57,304.772","59,053.267","60,838.782","62,655.984","64,506.874","66,400.362","68,351.012","70,376.952","72,493.585","74,706.888","77,007.549","79,368.453","81,751.802","84,130.061","86,494.987","88,853.679","91,213.009","93,585.746","95,982.453","98,402.2","100,844.391","103,320.787","105,846.274","108,431.284","111,076.063","113,776.467","116,532.153","119,341.444","122,199.721","125,107.382","128,054.757","131,014.337","133,950.551","136,836.428","139,664.639","142,437.479","145,150.468","147,801.816","150,393.143","152,916.852","155,379.009","157,812.22","160,260.508","162,755.054","165,303.155","167,893.835","170,516.482","173,153.066","175,786.441","178,419.396","181,045.592","183,627.339","186,116.363","188,479.24","190,698.241","192,784.521","194,769.696","196,701.298","198,614.208","200,517.584","202,401.584","204,259.377","206,077.898","207,847.528"
107,Estimates,Indonesia,,360,"69,543.319","70,869.608","72,309.902","73,866.52","75,539.738","77,327.799","79,226.787","81,230.749","83,332.054","85,521.981","87,792.512","90,138.235","92,558.006","95,055.669","97,638.027","100,308.896","103,067.352","105,907.403","108,821.565","111,800.09","114,834.781","117,921.994","121,059.511","124,242.299","127,465.232","130,724.118","134,010.695","137,322.122","140,665.859","144,053.516","147,490.366","150,978.841","154,506.266","158,044.343","161,555.584","165,012.195","168,402.027","171,728.916","175,000.919","178,233.231","181,436.821","184,614.74","187,762.097","190,873.248","193,939.912","196,957.845","199,926.615","202,853.85","205,753.493","208,644.079","211,540.428","214,448.301","217,369.087","220,307.809","223,268.606","226,254.703","229,263.98","232,296.83","235,360.765","238,465.165","241,613.126","244,808.254","248,037.853","251,268.276","254,454.778","257,563.815"
