date,latitude,longitude,depth,magnitude
1937-06-21T22:13:00.000Z,-8.443,-79.853,42,7.1
1937-07-20T02:35:00.000Z,-1.978,-76.397,184.2,7.1
1937-07-23T00:09:00.000Z,64.494,-146.854,35,7.2
1937-07-26T10:47:00.000Z,18.523,-95.878,35,7.2
1937-07-27T02:56:00.000Z,38.396,142.17,35,7.1
1937-08-11T07:55:00.000Z,-9.675,117.533,35,7.2
1937-08-20T18:59:00.000Z,14.318,121.547,35,7.3
1937-09-04T01:48:00.000Z,52.447,-177.398,35,7.2
1937-09-08T07:40:00.000Z,-56.541,-26.912,219.4,7.1
1937-09-15T19:27:00.000Z,-10.5,161.5,80,7.2
1937-11-14T18:58:00.000Z,36.569,70.67,199.7,7.1
1937-12-23T21:18:00.000Z,17.431,-98.287,35,7.4
1938-02-02T03:04:00.000Z,-5.05,131.62,35,8.6
1938-05-12T22:39:00.000Z,-6.271,147.803,35,7.3
1938-05-20T00:08:00.000Z,-0.366,119.525,49.4,7.5
1938-05-23T14:18:00.000Z,36.458,141.755,35,7.7
1938-06-10T16:53:00.000Z,25.208,125.115,35,7.6
1938-06-16T09:15:00.000Z,27.585,129.539,35,7.2
1938-08-16T11:27:00.000Z,22.957,93.884,35,7.1
1938-10-11T03:48:00.000Z,2.386,126.553,35,7.2
1938-10-20T09:19:00.000Z,-9.268,123.243,35,7.3
1938-11-05T15:43:00.000Z,37.009,142.045,35,7.9
1938-11-05T17:50:00.000Z,37.108,142.081,35,7.8
1938-11-06T16:53:00.000Z,37.287,142.283,35,7.7
1938-11-11T04:18:00.000Z,55.328,-158.37,35,8.3
1938-11-17T11:54:00.000Z,55.224,-157.551,35,7.2
1939-01-25T11:32:00.000Z,-36.2,-72.2,0,7.7
1939-01-30T10:18:00.000Z,-7.08,155.386,35,7.7
1939-02-03T13:26:00.000Z,-9.479,159.363,35,7.1
1939-04-18T13:22:00.000Z,-27.138,-70.705,35,7.3
1939-04-30T09:55:00.000Z,-9.295,159.234,35,7.9
1939-10-11T01:32:00.000Z,38.666,143.151,35,7.2
1939-10-17T13:22:00.000Z,-14.809,167.289,101,7.3
1939-12-16T18:46:00.000Z,43.624,147.797,35,7.1
1939-12-22T04:54:00.000Z,9.986,-84.546,35,7.2
1939-12-22T05:00:00.000Z,-0.208,122.565,35,7.8
1939-12-27T07:57:00.000Z,39.77,39.533,35,7.7
1940-01-06T22:03:00.000Z,-21.69,170.781,79.7,7.2
1940-01-17T09:14:00.000Z,17.244,148.218,31.3,7.3
1940-04-16T13:43:00.000Z,52.818,173.345,35,7.1
1940-05-19T11:36:00.000Z,33.222,-115.697,15,7.1
1940-05-24T23:33:00.000Z,-11.119,-77.629,50.1,7.5
1940-07-10T12:49:00.000Z,44.386,130.777,577.6,7.3
1940-07-14T12:52:00.000Z,52.117,178.159,35,7.4
1940-08-01T22:08:00.000Z,44.508,139.829,35,7.5
1940-09-12T20:17:00.000Z,-4.5,153,40,7.1
1940-10-04T14:54:00.000Z,-20.592,-70.718,23.5,7.1
1940-11-10T09:39:00.000Z,45.773,26.655,122,7.3
1940-12-29T00:37:00.000Z,18.14,147.527,35,7.3
1941-04-03T22:21:00.000Z,-22.579,-66.642,150.1,7.2
1941-04-16T02:09:00.000Z,18.677,-102.957,35,7.6
1941-05-17T09:24:00.000Z,-10.462,166.139,35,7.2
1941-06-26T18:52:00.000Z,12.149,92.478,49.1,7.7
1941-08-02T18:41:00.000Z,-29.767,-177.606,35,7.1
1941-09-04T17:21:00.000Z,-5.073,153.686,35,7.1
1941-11-09T07:37:00.000Z,0.724,122.857,35,7.2
1941-11-15T12:19:00.000Z,-59.802,-26.993,35,7.1
1941-11-18T18:14:00.000Z,-60.757,-55.375,35,7.1
1941-11-19T00:46:00.000Z,32,132,0,7.7
1941-11-26T02:03:00.000Z,37.171,-18.96,25,8.1
1941-12-06T04:47:00.000Z,8.752,-83.158,35,7.3
1941-12-17T03:19:00.000Z,23.251,120.391,35,7.1
1942-01-27T21:29:00.000Z,-4.325,134.838,18.4,7.1
1942-04-08T22:40:00.000Z,12.845,120.553,41.3,7.3
1942-05-14T09:13:00.000Z,0.012,-79.902,35,7.8
1942-05-28T08:01:00.000Z,-0.074,123.78,104.2,7.4
1942-08-07T06:37:00.000Z,13.78,-90.913,35,7.7
1942-08-25T05:50:00.000Z,-14.975,-74.92,35,7.7
1942-10-21T06:21:00.000Z,7.731,122.595,35,7.2
1942-11-10T19:41:00.000Z,-49.726,29.947,15,8
1942-11-26T22:27:00.000Z,45.405,150.175,76,7.4
1942-11-28T18:38:00.000Z,7.28,-35.644,15,7.1
1942-12-20T22:03:00.000Z,40.671,36.45,35,7.2
1943-02-22T17:20:00.000Z,17.433,-101.307,35,7.4
1943-02-28T20:54:00.000Z,36.397,70.663,207.7,7.1
1943-03-09T17:49:00.000Z,-60.666,-27.993,35,7.1
1943-03-15T01:37:00.000Z,-19.447,-69.131,77.1,7.1
1943-03-22T03:35:00.000Z,-5.807,150.882,35,7.1
1943-04-01T21:18:00.000Z,-6.045,105.987,35,7.1
1943-04-06T23:07:00.000Z,-31.369,-71.433,35,8.2
1943-05-03T08:59:00.000Z,12.836,124.597,35,7.2
1943-05-26T06:07:00.000Z,7.472,127.25,35,7.6
1943-06-09T03:42:00.000Z,-2.933,101.739,35,7.2
1943-06-09T10:06:00.000Z,-1.726,101.088,35,7.5
1943-06-13T12:11:00.000Z,40.98,143.313,35,7.1
1943-07-23T21:53:00.000Z,-8.546,109.76,65,7.6
1943-07-29T10:02:00.000Z,19.09,-66.983,35,7.6
1943-09-06T10:41:00.000Z,-54.228,159.183,35,7.6
1943-09-14T09:01:00.000Z,-22.332,170.359,35,7.2
1943-09-14T10:47:00.000Z,-22.517,170.445,35,7.1
1943-09-14T14:18:00.000Z,-30.094,-177.537,51.8,7.4
1943-10-24T00:23:00.000Z,26.556,93.855,65.5,7.1
1943-11-03T01:08:00.000Z,-56.586,-26.263,35,7.2
1943-11-03T21:32:00.000Z,61.626,-150.995,35,7.2
1943-11-06T15:31:00.000Z,-5.454,134.196,35,7.6
1943-11-14T02:43:00.000Z,-19.444,170.078,15,7.2
1943-11-27T05:25:00.000Z,-0.749,100.693,95,7.1
1943-11-27T06:20:00.000Z,40.912,33.392,25,7.5
1943-12-01T14:04:00.000Z,-4.218,143.764,120.6,7.3
1943-12-01T18:34:00.000Z,-20.855,-68.718,114,7.1
1943-12-24T03:00:00.000Z,-5.445,153.961,35,7.2
1944-01-16T07:49:00.000Z,-31.415,-68.42,27.7,7.1
1944-02-01T11:22:00.000Z,40.844,33.292,35,7.2
1944-02-29T11:41:00.000Z,-14.227,-70.451,180.1,7.1
1944-03-01T00:28:00.000Z,-0.136,75.279,35,7.1
1944-03-10T06:13:00.000Z,43.223,84.031,35,7.1
1944-03-22T07:43:00.000Z,-8.172,123.594,157.4,7.2
1944-04-27T21:38:00.000Z,-1.168,133.146,35,7.2
1944-05-25T19:58:00.000Z,-2.389,152.733,35,7.3
1944-06-28T14:58:00.000Z,14.216,-92.844,35,7.1
1944-07-27T07:04:00.000Z,54.276,-165.249,64.6,7.1
1944-09-23T19:13:00.000Z,53.187,160.4,15,7.1
1944-10-06T00:28:00.000Z,-22.037,171.621,96.6,7.3
1944-11-16T20:11:00.000Z,-11.863,166.372,35,7.2
1944-11-24T12:49:00.000Z,-18.96,169.224,159.5,7.4
1944-11-30T02:51:00.000Z,-19.091,169.072,145,7.1
1944-12-07T12:35:00.000Z,33.647,136.25,20,8.1
1945-02-01T20:13:00.000Z,-21.545,169.051,20,7.2
1945-02-10T12:57:00.000Z,41.074,142.261,55.2,7.1
1945-04-15T09:35:00.000Z,57.193,163.882,35,7.1
1945-07-15T12:35:00.000Z,17.804,145.987,140,7.1
1945-08-29T17:22:00.000Z,-13.925,167.606,42.8,7.1
1945-09-02T05:44:00.000Z,-46.994,165.835,35,7.1
1945-09-06T04:48:00.000Z,-5.182,152.686,35,7.1
1945-11-28T05:56:00.000Z,24.855,63.545,35,8
1945-12-08T09:04:00.000Z,-5.74,150.374,35,7.1
1945-12-29T01:48:00.000Z,-6.003,150.618,35,7.6
1946-01-06T03:57:00.000Z,-15.323,167.049,35,7.1
1946-01-17T17:39:00.000Z,-6.397,147.195,106.8,7.2
1946-04-01T19:29:00.000Z,53.362,-162.854,35,8.6
1946-04-11T08:52:00.000Z,-1.458,-14.252,35,7.2
1946-05-04T05:23:00.000Z,-4.548,153.166,35,7.2
1946-05-08T12:20:00.000Z,-0.529,99.072,35,7.1
1946-06-24T00:13:00.000Z,49.762,-125.061,35,7.6
1946-07-09T20:13:00.000Z,-19.17,169.318,176.9,7.2
1946-08-03T02:18:00.000Z,-26.437,-70.813,41.4,7.1
1946-08-05T00:51:00.000Z,18.959,-69,51.2,7.9
1946-08-08T20:28:00.000Z,19.63,-69.631,50,7.5
1946-08-29T05:28:00.000Z,-26.547,-63.432,572.7,7.1
1946-09-12T22:17:00.000Z,23.927,96.959,35,7.3
1946-09-12T22:20:00.000Z,23.358,95.737,35,7.7
1946-09-24T06:30:00.000Z,-6.549,145.742,97.9,7.1
1946-09-29T10:02:00.000Z,-4.87,153.147,35,7.6
1946-11-03T01:28:00.000Z,41.849,71.805,39.8,7.3
1946-11-05T05:47:00.000Z,39.845,54.667,47,7.1
1946-11-13T01:28:00.000Z,-20.035,-173.027,10,7.1
1946-12-21T03:19:00.000Z,33.064,135.686,35,8.1
1946-12-21T18:18:00.000Z,43.728,148.338,30,7.2
1947-03-17T15:19:00.000Z,33.274,99.695,35,7.5
1947-04-02T12:39:00.000Z,-0.978,137.996,35,7.2
1947-04-14T14:15:00.000Z,43.847,148.837,15,7.1
1947-05-07T03:30:00.000Z,-6.335,148.922,35,7.3
1947-05-27T12:58:00.000Z,-1.938,135.289,35,7.2
1947-06-12T16:02:00.000Z,0.962,126.151,40,7.1
1947-07-29T20:43:00.000Z,28.388,93.589,35,7.3
1947-09-26T23:02:00.000Z,24.843,123.118,118.6,7.4
1947-10-16T09:09:00.000Z,64.251,-148.389,25.7,7.1
1947-11-01T21:58:00.000Z,-11.727,-76.396,35,7.7
1947-11-04T08:09:00.000Z,44.173,140.932,20,7.1
1948-01-25T01:46:00.000Z,10.726,122.253,35,8.1
1948-01-28T11:47:00.000Z,1.538,126.6,35,7.1
1948-03-01T09:12:00.000Z,-3.459,127.01,35,7.1
1948-04-17T23:11:00.000Z,33.133,135.616,15.4,7.2
1948-04-22T03:22:00.000Z,19.319,-69.703,35,7.1
1948-05-11T15:55:00.000Z,-17.418,-70.628,59.5,7.4
1948-05-15T05:31:00.000Z,54.544,-160.97,35,7.3
1948-05-25T14:11:00.000Z,30.409,100.577,43.8,7.2
1948-07-20T18:02:00.000Z,-16.628,-74.051,55.4,7.1
1948-09-08T22:09:00.000Z,-21.333,-173.764,35,7.8
1948-10-06T03:12:00.000Z,38.146,58.466,15,7.2
1949-02-24T00:08:00.000Z,41.914,84.031,35,7.3
1949-03-04T18:19:00.000Z,36.635,70.859,228.4,7.4
1949-03-27T13:34:00.000Z,2.577,127.67,35,7.1
1949-04-20T10:29:00.000Z,-37.601,-72.73,55,7.1
1949-04-25T20:55:00.000Z,-19.753,-69.107,69.6,7.2
1949-04-30T08:23:00.000Z,6.157,125.554,93.7,7.3
1949-07-10T10:53:00.000Z,39.18,70.708,35,7.6
1949-07-23T17:26:00.000Z,-18.91,169.188,143.7,7.2
1949-08-06T07:35:00.000Z,-19.138,-174.232,65.9,7.2
1949-08-22T11:01:00.000Z,53.688,-133.104,35,8
1949-10-20T04:00:00.000Z,-5.813,153.595,45,7.5
1949-11-22T08:51:00.000Z,-29.189,-178.046,190,7.1
1949-12-17T14:53:00.000Z,-53.909,-69.605,35,7.8
1949-12-17T23:07:00.000Z,-54.319,-68.474,35,7.8
1949-12-29T11:03:00.000Z,17.191,121.409,35,7.2
1950-02-03T07:33:00.000Z,21.758,99.97,35,7.1
1950-02-28T18:20:00.000Z,45.865,143.454,333.6,7.5
1950-05-26T01:35:00.000Z,12.545,143.421,77.6,7.1
1950-07-09T23:10:00.000Z,36.634,71.285,214.8,7.5
1950-08-15T05:51:00.000Z,-27.431,-62.795,610.9,7.2
1950-08-15T21:09:00.000Z,28.29,96.657,35,8.6
1950-09-10T22:16:00.000Z,-14.86,167.459,142,7.1
1950-10-05T23:09:00.000Z,10.438,-85.126,97.2,7.8
1950-10-08T10:23:00.000Z,-4.41,128.281,35,7.5
1950-10-23T23:13:00.000Z,14.358,-92.063,64.6,7.5
1950-11-02T22:28:00.000Z,-6.893,129.247,194.4,7.4
1950-11-08T10:18:00.000Z,-9.791,159.957,35,7.1
1950-12-03T03:51:00.000Z,-18.242,167.29,45.7,7.2
1950-12-05T00:28:00.000Z,-4.92,153.796,79.5,7.3
1950-12-10T05:38:00.000Z,-24.139,-67.805,115,7.7
1950-12-10T10:50:00.000Z,-14.407,-75.718,57.2,7.1
1950-12-10T21:23:00.000Z,-28.715,-178.795,221.2,7.2
1950-12-14T09:52:00.000Z,-19.818,-175.812,210.2,7.5
1950-12-14T22:15:00.000Z,16.722,-98.228,35,7.3
1951-02-14T06:13:00.000Z,55.689,-156.261,35,7.2
1951-02-18T05:07:00.000Z,-7.206,145.903,185,7.2
1951-03-11T05:57:00.000Z,-15.231,167.427,102.4,7.2
1951-06-13T05:40:00.000Z,36.668,70.955,222.2,7.5
1951-10-22T04:34:00.000Z,23.2,120.909,25,7.5
1951-10-22T10:29:00.000Z,23.688,121.192,25,7.2
1951-10-22T12:43:00.000Z,23.578,121.316,25,7.1
1951-11-07T00:40:00.000Z,47.407,153.961,25,7.2
1951-11-18T17:35:00.000Z,30.899,91.359,35,7.7
1951-11-25T02:50:00.000Z,23.147,121.185,25,7.3
1951-12-08T12:14:00.000Z,-34.155,57.08,21.4,7.5
1952-02-14T11:38:00.000Z,-7.766,126.618,35,7.2
1952-03-04T09:22:00.000Z,42.144,143.896,28.8,8.1
1952-03-04T09:40:00.000Z,41.659,144.618,35,7.1
1952-03-10T00:03:00.000Z,41.92,143.338,46.3,7.2
1952-03-19T17:57:00.000Z,9.329,126.88,15,7.7
1952-07-21T18:52:00.000Z,34.927,-119.06,15,7.3
1952-08-17T23:02:00.000Z,30.81,91.625,35,7.7
1952-09-21T09:30:00.000Z,-22.23,-65.985,271.1,7.1
1952-11-05T00:58:00.000Z,52.756,160.056,22.1,9
1952-11-07T03:47:00.000Z,-4.545,144.816,49.3,7.1
1952-12-06T18:41:00.000Z,-8.238,156.108,35,7.2
1952-12-25T02:39:00.000Z,-5.472,151.779,21.7,7.1
1953-01-05T15:48:00.000Z,53.483,171.236,20,7.2
1953-01-05T18:06:00.000Z,49.233,155.455,39.7,7.1
1953-02-26T19:42:00.000Z,-10.944,164.091,35,7.1
1953-03-19T02:06:00.000Z,40.121,27.582,9.4,7.2
1953-03-19T15:27:00.000Z,14.061,-61.215,119.5,7.1
1953-04-23T23:24:00.000Z,-4.477,153.456,55,7.6
1953-05-07T00:16:00.000Z,-36.901,-72.716,35,7.5
1953-07-02T13:57:00.000Z,-19.225,169.602,245,7.4
1953-08-12T16:23:00.000Z,38.137,20.76,20,7.2
1953-11-04T11:49:00.000Z,-13.006,166.343,33.3,7.5
1953-11-26T01:48:00.000Z,34.015,141.817,15,7.9
1953-12-07T10:05:00.000Z,-22.54,-68.832,100,7.2
1953-12-13T01:31:00.000Z,-3.619,-80.857,20,7.5
1954-02-11T08:30:00.000Z,38.878,101.225,25.2,7.1
1954-03-22T06:42:00.000Z,24.305,95.136,180,7.4
1954-04-01T01:25:00.000Z,12.369,57.999,26.5,7.1
1954-04-29T18:34:00.000Z,29.032,-112.967,15,7.1
1954-12-16T19:07:00.000Z,39.209,-118.173,20,7.1
1955-01-05T08:50:00.000Z,-49.658,163.01,35,7.1
1955-02-28T04:43:00.000Z,-28.424,-175.548,20,7.8
1955-03-18T07:06:00.000Z,54.202,161.225,63.4,7.2
1955-04-01T01:17:00.000Z,7.594,122.825,35,7.3
1955-04-14T08:29:00.000Z,30.01,101.706,16.3,7.5
1955-04-15T10:40:00.000Z,39.833,74.66,35,7.1
1955-05-17T21:49:00.000Z,6.748,93.73,25,7.2
1955-05-30T19:31:00.000Z,24.227,142.441,553.1,7.1
1955-10-10T15:57:00.000Z,-5.04,152.711,25,7.3
1955-10-13T16:26:00.000Z,-10.054,160.797,100,7.1
1956-02-18T15:34:00.000Z,30.173,138.275,480.2,7.1
1956-05-24T03:48:00.000Z,-15.523,-178.589,402.5,7.2
1956-06-10T06:13:00.000Z,35.031,67.476,35,7.6
1956-07-09T10:11:00.000Z,36.583,26.041,35,7.8
1956-07-16T22:07:00.000Z,22.085,95.821,25.2,7.1
1956-07-18T13:19:00.000Z,-5.048,130.358,106.2,7.2
1956-10-11T09:24:00.000Z,45.904,150.607,101.4,7.3
1956-10-24T21:42:00.000Z,11.619,-86.436,35,7.2
1957-02-24T04:26:00.000Z,23.866,121.493,50.4,7.2
1957-03-09T22:22:00.000Z,51.587,-175.419,35,8.6
1957-03-10T04:39:00.000Z,52.474,-169.484,31.3,7.2
1957-03-11T16:58:00.000Z,52.539,-168.896,35.6,7.1
1957-03-12T18:44:00.000Z,51.74,-176.665,32.2,7.1
1957-03-14T21:47:00.000Z,51.332,-176.62,35,7.2
1957-03-16T09:34:00.000Z,51.516,-178.782,31.5,7.1
1957-03-22T21:21:00.000Z,53.695,-165.691,42.4,7.1
1957-03-23T12:12:00.000Z,-5.492,130.913,126.7,7.1
1957-04-15T02:18:00.000Z,-15.397,-173.138,35,7.5
1957-04-16T11:04:00.000Z,-4.514,107.274,601.7,7.2
1957-04-25T09:25:00.000Z,36.355,28.698,35,7.1
1957-05-26T13:33:00.000Z,40.669,31.038,17.2,7.2
1957-06-23T06:50:00.000Z,-2.009,136.684,35,7.3
1957-06-27T07:09:00.000Z,56.419,116.44,15,7.4
1957-07-02T07:42:00.000Z,36.069,52.695,35,7.1
1957-07-28T15:40:00.000Z,16.886,-99.288,41.2,7.8
1957-09-24T15:21:00.000Z,5.245,127.123,35,7.7
1957-09-28T21:20:00.000Z,-20.693,-178.157,586.6,7.2
1957-11-30T06:19:00.000Z,-20.537,-67.229,158.8,7.4
1957-12-04T11:37:00.000Z,45.182,99.219,25,8.1
1957-12-17T21:50:00.000Z,-12.473,166.672,124.2,7.2
1958-01-19T22:07:00.000Z,0.985,-79.492,18.7,7.8
1958-03-11T07:25:00.000Z,23.812,124.163,35,7.2
1958-04-07T22:30:00.000Z,65.895,-156.343,15,7.3
1958-06-01T02:32:00.000Z,-15.324,168.545,11.5,7.1
1958-07-10T13:15:00.000Z,58.475,-136.283,15,7.8
1958-07-27T00:37:00.000Z,-13.285,-69.41,614.7,7.2
1958-11-07T06:58:00.000Z,44.311,148.65,35,8.4
1959-01-22T13:10:00.000Z,37.557,142.48,32.1,7.2
1959-04-27T03:40:00.000Z,24.682,122.766,117.8,7.5
1959-05-04T14:15:00.000Z,53.37,159.663,35,8
1959-06-14T07:11:00.000Z,-20.275,-68.827,35,7.5
1959-07-19T22:06:00.000Z,-15.087,-70.331,210.1,7.1
1959-08-15T15:57:00.000Z,21.978,120.95,26.8,7.2
1959-08-18T04:04:00.000Z,-7.893,156.341,35,7.1
1959-08-18T13:37:00.000Z,44.566,-110.655,15,7.3
1959-09-14T21:09:00.000Z,-28.725,-177.075,35,7.8
1960-01-13T23:40:00.000Z,-15.877,-73.059,35,7.5
1960-03-09T00:33:00.000Z,-17.015,168.706,244.2,7.2
1960-03-21T00:07:00.000Z,39.854,143.398,35,7.8
1960-05-21T17:02:00.000Z,-37.825,-73.379,11.5,8.2
1960-05-23T01:56:00.000Z,-38.146,-72.984,35,7.9
1960-05-23T02:11:00.000Z,-38.294,-73.054,35,9.6
1960-06-06T12:55:00.000Z,-45.7,-73.502,15,7.2
1960-06-20T19:59:00.000Z,-39.212,-73.322,24.6,7.1
1960-07-25T18:12:00.000Z,53.646,158.887,138.7,7.2
1960-11-21T06:02:00.000Z,-6.704,-80.62,35,7.8
1960-11-24T14:52:00.000Z,-24.71,-176.379,36,7.1
1960-12-02T17:10:00.000Z,-24.669,-70.08,14.1,7.2
1960-12-13T15:36:00.000Z,-52.04,160.98,15,7.2
1961-01-05T23:54:00.000Z,-4.226,143.206,141.1,7.1
1961-02-27T02:10:00.000Z,31.592,131.513,36.7,7.7
1961-03-07T18:10:00.000Z,-29.26,-175.265,35,7.1
1961-03-28T16:36:00.000Z,0.054,123.631,138.9,7.3
1961-07-24T04:51:00.000Z,-18.418,168.402,35,7.3
1961-08-11T22:51:00.000Z,42.879,145.331,35,7.2
1961-08-19T12:09:00.000Z,-10.833,-70.838,615.5,7.2
1961-08-31T08:57:00.000Z,-10.339,-70.997,600.7,7.3
1961-09-01T07:09:00.000Z,-59.26,-26.582,129.6,7.2
1961-09-08T18:26:00.000Z,-56.254,-27.278,103.9,7.6
1962-02-14T14:36:00.000Z,-38.09,-73,40.6,7.5
1962-04-12T07:52:00.000Z,38.076,142.74,24.5,7.2
1962-04-26T14:26:00.000Z,-17.864,-178.694,550.6,7.5
1962-05-11T21:11:00.000Z,17.18,-99.642,35,7.3
1962-05-22T04:15:00.000Z,-20.004,-177.378,437.5,7.5
1962-07-26T15:14:00.000Z,7.494,-82.78,23.6,7.2
1962-08-03T15:56:00.000Z,-23.287,-68.012,113,7.2
1962-12-09T05:27:00.000Z,-25.817,-63.277,588.9,7.2
1963-02-13T16:50:00.000Z,24.355,122.055,35,7.3
1963-02-27T04:14:00.000Z,-7.575,146.219,181.2,7.3
1963-03-16T15:44:00.000Z,46.617,154.893,35,7.2
1963-03-26T16:48:00.000Z,-30.113,-177.535,35,7.4
1963-04-16T08:29:00.000Z,-1.136,128.005,34.5,7.2
1963-05-01T17:03:00.000Z,-19.057,169.068,143.9,7.1
1963-08-16T00:25:00.000Z,-13.717,-69.321,549.7,7.7
1963-08-25T19:18:00.000Z,-17.7,-178.537,570.9,7.1
1963-09-15T07:46:00.000Z,-10.473,165.764,35,7.5
1963-09-18T02:20:00.000Z,-10.283,165.414,29.5,7.5
1963-10-12T18:27:00.000Z,44.429,149.273,48.2,7.1
1963-10-13T12:17:00.000Z,44.763,149.801,26,8.6
1963-10-20T07:53:00.000Z,44.764,150.567,27,7.9
1963-11-04T09:17:00.000Z,-6.735,129.685,35,7.8
1963-11-10T05:15:00.000Z,-8.983,-71.539,577.1,7.7
1963-12-16T03:34:00.000Z,-4.768,108.056,666.9,7.1
1963-12-18T08:30:00.000Z,-24.777,-176.51,35,7.7
1964-02-06T21:07:00.000Z,55.641,-156.07,3.7,7.1
1964-03-28T10:36:00.000Z,61.019,-147.626,6.3,9.2
1964-04-23T10:32:00.000Z,-5.421,133.937,5.9,7.1
1964-05-26T17:59:00.000Z,-56.245,-27.631,116.4,7.5
1964-06-16T11:01:00.000Z,38.438,139.225,10.2,7.6
1964-06-23T08:26:00.000Z,43.271,146.151,75,7.2
1964-07-06T14:22:00.000Z,18.193,-100.509,92.4,7.2
1964-07-09T23:39:00.000Z,-15.579,167.747,130.5,7.4
1964-11-17T16:15:00.000Z,-5.751,150.729,50.5,7.1
1965-01-24T08:11:00.000Z,-2.453,125.963,28.6,8.2
1965-02-04T13:01:00.000Z,51.21,178.498,28.8,8.7
1965-02-04T16:40:00.000Z,51.396,179.561,7.9,7.8
1965-03-14T22:53:00.000Z,36.401,70.713,209.5,7.5
1965-03-28T23:33:00.000Z,-32.49,-71.21,71,7.4
1965-03-30T09:27:00.000Z,50.314,177.934,18.9,7.7
1965-05-20T07:40:00.000Z,-14.643,167.504,9.7,7.6
1965-06-11T10:33:00.000Z,44.612,148.936,46.2,7.1
1965-08-11T10:40:00.000Z,-15.47,166.985,17.4,7.2
1965-08-12T05:31:00.000Z,-15.797,167.259,46.2,7.6
1965-08-24T02:46:00.000Z,16.176,-95.846,10.5,7.4
1966-03-13T00:31:00.000Z,24.308,122.694,27.5,7.4
1966-06-15T07:59:00.000Z,-10.347,160.879,2.8,7.1
1966-06-15T08:32:00.000Z,-10.11,161.029,13,7.3
1966-07-05T01:33:00.000Z,51.823,179.875,15,7.3
1966-09-09T04:15:00.000Z,2.353,128.385,81,7.2
1966-10-18T04:41:00.000Z,-10.799,-78.68,34.3,8.2
1966-12-28T16:18:00.000Z,-25.502,-70.656,30,7.7
1967-01-01T02:23:00.000Z,-11.892,166.443,82.7,7.3
1967-01-01T06:15:00.000Z,-12.334,166.683,23.8,7.2
1967-02-09T23:24:00.000Z,2.89,-74.801,41.4,7.2
1967-03-13T23:06:00.000Z,-40.192,-74.84,23.6,7.3
1967-07-22T23:56:00.000Z,40.629,30.74,4.4,7.4
1967-10-10T00:21:00.000Z,-21.295,-179.063,636.4,7.3
1967-12-21T10:25:00.000Z,-21.861,-69.947,44.7,7.4
1967-12-25T09:23:00.000Z,-5.289,153.762,51.7,7.2
1968-01-29T18:19:00.000Z,43.591,146.699,39.2,7.3
1968-02-12T13:44:00.000Z,-5.503,153.401,23.4,7.4
1968-02-20T06:45:00.000Z,39.371,24.942,8.9,7.2
1968-02-26T18:50:00.000Z,22.762,121.414,16.5,7.2
1968-04-01T07:42:00.000Z,32.484,132.193,29.4,7.5
1968-05-16T07:49:00.000Z,40.901,143.346,26,8.2
1968-05-16T17:39:00.000Z,41.595,142.788,11.3,7.8
1968-05-21T04:09:00.000Z,44.796,150.357,28.1,7.1
1968-05-24T00:24:00.000Z,-41.743,172.123,46.8,7.2
1968-05-28T20:27:00.000Z,-2.92,139.409,63.8,7.2
1968-06-12T20:41:00.000Z,39.501,142.892,31.4,7.1
1968-07-25T14:23:00.000Z,-30.81,-178.144,64.7,7.1
1968-08-02T03:19:00.000Z,16.383,122.078,52.1,7.7
1968-08-02T21:06:00.000Z,16.492,-97.77,49.2,7.3
1968-08-03T11:54:00.000Z,25.649,128.469,29.2,7.1
1968-08-10T09:07:00.000Z,1.422,126.259,19.3,7.6
1968-08-15T05:14:00.000Z,0.064,119.69,17.3,7.3
1968-08-19T01:38:00.000Z,-10.205,159.956,542.9,7.3
1968-08-31T17:47:00.000Z,34.037,58.962,11.8,7.2
1968-10-08T02:20:00.000Z,26.29,140.685,518.9,7.3
1968-10-24T04:04:00.000Z,-3.373,143.319,9.7,7.1
1969-01-05T21:26:00.000Z,-7.991,158.968,62.8,7.3
1969-01-19T15:02:00.000Z,44.889,143.205,237.5,7.3
1969-01-30T18:29:00.000Z,4.764,127.436,73.8,7.1
1969-02-11T06:58:00.000Z,-22.798,178.793,659.2,7.2
1969-02-12T06:16:00.000Z,-6.788,126.685,426.8,7.2
1969-02-28T10:40:00.000Z,35.918,-10.578,21.3,7.8
1969-07-18T12:24:00.000Z,38.418,119.452,10.9,7.2
1969-08-12T04:27:00.000Z,43.477,147.815,45.6,8.2
1969-08-12T06:52:00.000Z,1.825,126.341,27.4,7.1
1969-11-21T10:05:00.000Z,1.972,94.573,10.3,7.6
1969-11-23T07:09:00.000Z,57.729,163.595,9.2,7.8
1969-12-26T05:32:00.000Z,15.727,-59.648,11.2,7.2
1970-01-05T01:00:00.000Z,24.148,102.462,14.1,7.2
1970-01-10T20:07:00.000Z,6.786,126.687,59.7,7.3
1970-01-20T15:19:00.000Z,-25.865,-177.173,45,7.2
1970-03-29T05:02:00.000Z,39.174,29.545,24.4,7.2
1970-03-31T00:46:00.000Z,6.763,126.617,63.1,7.1
1970-04-07T13:34:00.000Z,15.771,121.659,29.7,7.2
1970-04-29T21:01:00.000Z,14.458,-92.764,50,7.3
1970-05-27T19:05:00.000Z,27.195,140.228,403.2,7.1
1970-06-01T03:23:00.000Z,-9.248,-78.842,73.2,7.5
1970-06-11T23:46:00.000Z,-59.419,159.225,15,7.3
