name,latitude,longitude,population
Shanghai,31.22222,121.45806,
Buenos Aires,-34.61315,-58.37723,
Mumbai,19.07283,72.88261,
Mexico City,19.42847,-99.12766,
Beijing,39.9075,116.39723,
Karachi,24.9056,67.0822,
İstanbul,41.01384,28.94966,
Tianjin,39.14222,117.17667,
Guangzhou,23.11667,113.25,
Delhi,28.65381,77.22897,
Manila,14.6042,120.9822,
Moscow,55.75222,37.61556,
Shenzhen,22.54554,114.0683,
Dhaka,23.7104,90.40744,
Seoul,37.566,126.9784,
São Paulo,-23.5475,-46.63611,
