date,latitude,longitude,depth,magnitude
1905-12-04T20:20:00.000Z,38,37,60,6.8
1905-12-10T20:36:00.000Z,50,180,0,6.9
1905-12-17T13:27:00.000Z,17,-113,0,7.1
1906-01-21T21:49:00.000Z,34,137,350,7.7
1906-01-31T23:36:00.000Z,1,-80,0,8.6
1906-02-19T09:59:00.000Z,-10,160,0,7.1
1906-03-02T14:15:00.000Z,43,80,60,7.1
1906-03-03T16:35:00.000Z,2,-90,0,6.8
1906-03-17T05:42:00.000Z,23.6,120.4,5,6.8
1906-04-11T04:18:00.000Z,20,-110,0,7.2
1906-04-14T02:18:00.000Z,23.6,120.4,5,7.1
1906-04-14T06:52:00.000Z,23.6,120.4,5,6.9
1906-04-18T20:12:00.000Z,37.75,-122.55,10,7.7
1906-06-01T11:30:00.000Z,0,145,0,7.1
1906-06-19T18:22:00.000Z,20,122,60,6.9
1906-06-24T18:17:00.000Z,15,92,60,7.1
1906-08-17T07:11:00.000Z,50.6,178.36,0,8.4
1906-08-17T07:40:00.000Z,-32.4,-71.4,0,8.2
1906-08-19T16:27:00.000Z,-33,-72,0,6.9
1906-08-25T20:47:00.000Z,9,39,0,6.8
1906-08-26T12:59:00.000Z,-4,149,0,7
1906-08-30T09:38:00.000Z,-21,-70,0,7.1
1906-08-31T21:57:00.000Z,27,97,100,6.7
1906-09-08T01:52:00.000Z,34,141,35,7
1906-09-14T23:04:00.000Z,-7,149,0,8
1906-09-17T15:38:00.000Z,-4,149,0,6.8
1906-09-28T22:24:00.000Z,-2,-79,150,7.5
1906-10-02T08:50:00.000Z,-4,149,0,7.2
1906-10-08T11:53:00.000Z,52.5,154.5,200,6.7
1906-10-17T16:40:00.000Z,19,121,60,7.1
1906-10-24T21:42:00.000Z,40,68,0,6.9
1906-10-24T22:39:00.000Z,36.5,68,32,6.8
1906-11-15T01:37:00.000Z,-25,172,0,6.9
1906-11-19T15:18:00.000Z,-22,109,0,7.2
1906-12-04T06:59:00.000Z,15,-61,100,7.2
1906-12-19T04:58:00.000Z,-19,-172,0,6.8
1906-12-19T09:14:00.000Z,-19,-172,0,7.2
1906-12-23T02:21:00.000Z,43.5,85,0,7.2
1906-12-24T01:22:00.000Z,56.85,-153.9,0,7.2
1906-12-26T13:54:00.000Z,-20,-73,0,7
1907-01-02T19:57:00.000Z,-21.1,-175.1,0,7.3
1907-01-04T13:19:00.000Z,2,94.5,50,7.5
1907-01-08T13:10:00.000Z,-65,-30,0,6.9
1907-02-04T03:34:00.000Z,-6,148,60,7
1907-02-06T16:37:00.000Z,29,139,400,6.9
1907-03-26T18:21:00.000Z,38,135,350,6.6
1907-03-30T03:46:00.000Z,3,122,500,7.2
1907-04-01T05:00:00.000Z,-18,-177,400,7.2
1907-04-14T00:57:00.000Z,36.5,70.5,260,6.8
1907-04-15T13:08:00.000Z,17,-100,0,7.9
1907-04-19T03:59:00.000Z,14,123,0,7.1
1907-04-19T06:52:00.000Z,13.5,123,0,7
1907-05-04T13:51:00.000Z,-7.5,153.7,60,7.5
1907-05-04T15:36:00.000Z,28,141,200,6.9
1907-05-07T17:16:00.000Z,-2.8,144.5,0,6.8
1907-05-25T21:02:00.000Z,50.5,148,600,7.4
1907-06-01T15:45:00.000Z,0,-82,0,7
1907-06-05T10:18:00.000Z,0,-86,0,7
1907-06-13T16:18:00.000Z,-39.5,-73,0,6.8
1907-06-26T00:54:00.000Z,1,127,200,7.5
1907-06-28T05:26:00.000Z,-3,170,0,6.8
1907-07-05T22:46:00.000Z,43.7,145.5,100,6.6
1907-07-10T02:54:00.000Z,14,123,60,6.8
1907-07-20T20:38:00.000Z,7.1,125.6,0,6.8
1907-08-18T00:27:00.000Z,52,157,120,7.2
1907-09-02T23:01:00.000Z,52,173,0,7.3
1907-10-11T21:28:00.000Z,-15,167,0,6.9
1907-10-16T21:57:00.000Z,28,-112.5,0,7.2
1907-10-21T11:23:00.000Z,38,69,0,7.2
1907-11-22T04:03:00.000Z,5.9,95.3,0,6.8
1907-12-02T21:53:00.000Z,40.1,142.3,35,6.7
1907-12-16T01:35:00.000Z,-3.1,142.5,0,6.9
1907-12-23T09:13:00.000Z,43.8,145,150,6.7
1907-12-26T06:36:00.000Z,36.5,70.5,240,6.6
1907-12-30T13:26:00.000Z,12.1,-86.3,0,7.2
1908-01-11T11:35:00.000Z,23,121.1,5,6.8
1908-01-15T20:56:00.000Z,37.3,141.8,35,7.1
1908-02-10T02:13:00.000Z,26,100,60,7.1
1908-03-05T10:16:00.000Z,9,126,0,6.9
1908-03-27T06:03:00.000Z,18,-99,80,7.7
1908-03-27T10:45:00.000Z,17,-101,0,7
1908-04-17T00:38:00.000Z,36.5,70.5,220,6.6
1908-04-19T14:58:00.000Z,42,134,450,6.7
1908-04-23T06:45:00.000Z,-38,48,0,7
1908-05-03T07:51:00.000Z,43,146.5,35,6.5
1908-05-05T13:17:00.000Z,3,123,0,6.9
1908-05-15T15:31:00.000Z,59,-141,0,7
1908-05-17T19:30:00.000Z,35,24,100,6.6
1908-08-17T17:32:00.000Z,-60,-40,0,7.2
1908-08-20T16:53:00.000Z,32,89,60,6.8
1908-09-21T13:31:00.000Z,19,-155,0,6.8
1908-10-07T04:39:00.000Z,45.5,26.5,150,6.6
1908-10-13T12:06:00.000Z,18,-102,0,6.9
1908-10-24T03:14:00.000Z,36.5,70.5,220,6.9
1908-10-25T04:16:00.000Z,36.5,70.5,220,7
1908-11-02T13:16:00.000Z,-2,97,0,6.9
1908-11-06T15:09:00.000Z,45,150,0,6.9
1908-12-12T20:08:00.000Z,-14,-78,60,8
1908-12-12T20:54:00.000Z,26.5,97,0,7
1908-12-28T12:20:00.000Z,38,15.5,0,7
1909-01-23T10:48:00.000Z,33,53,0,7
1909-02-09T19:24:00.000Z,40,38,60,6.6
1909-02-22T17:21:00.000Z,-18,-179,550,7.6
1909-02-27T00:42:00.000Z,5,-95,60,6.9
1909-03-11T07:55:00.000Z,30.5,130.5,100,6.5
1909-03-13T07:19:00.000Z,34.5,141.5,35,6.9
1909-03-13T22:29:00.000Z,34.5,141.5,35,7.6
1909-03-18T05:26:00.000Z,30.5,137.5,450,6.7
1909-03-18T05:53:00.000Z,-2,121,0,6.9
1909-03-23T03:04:00.000Z,35,141.5,35,6.6
1909-04-10T12:23:00.000Z,-15,167,0,6.9
1909-04-11T01:46:00.000Z,77.5,128,0,6.6
1909-04-11T02:36:00.000Z,52,175,0,7
1909-04-15T02:53:00.000Z,25,122.5,5,7.1
1909-04-26T05:36:00.000Z,4,127,100,7.1
1909-04-27T19:44:00.000Z,0,147,0,7.1
1909-04-30T05:41:00.000Z,-35,53,0,6.6
1909-05-17T15:02:00.000Z,-20,-64,250,7
1909-05-31T04:01:00.000Z,-8,131,100,7.1
1909-06-04T01:40:00.000Z,-2,101,0,7.2
1909-06-08T12:46:00.000Z,-26.5,-70.5,0,7.2
1909-06-13T03:20:00.000Z,-19,170,0,6.9
1909-06-27T14:15:00.000Z,-10,162,0,6.8
1909-07-08T04:37:00.000Z,36.5,70.5,230,7.6
1909-07-30T17:51:00.000Z,17,-100.5,0,7.6
1909-08-01T02:18:00.000Z,17,-100.5,0,6.9
1909-08-04T07:00:00.000Z,28.8,90.5,0,6.5
1909-08-14T13:31:00.000Z,35.4,136.3,5,6.7
1909-08-16T13:58:00.000Z,10,-84,0,6.8
1909-08-18T07:39:00.000Z,-22,172,100,7.2
1909-09-08T23:49:00.000Z,52.5,-169,90,7
1909-09-11T01:08:00.000Z,28,129,100,6.6
1909-09-17T02:39:00.000Z,42,142,35,6.8
1909-10-21T06:41:00.000Z,30,68,0,7
1909-10-30T17:17:00.000Z,-6,131,250,6.7
1909-10-31T17:18:00.000Z,8,-105,0,6.9
1909-11-10T14:13:00.000Z,32.3,131.1,150,7.5
1909-11-21T15:36:00.000Z,25.5,122,5,7.1
1909-12-09T23:33:00.000Z,-8,161,0,7
1909-12-10T07:28:00.000Z,12,144.5,50,6.8
1910-01-01T19:02:00.000Z,16.5,-84,60,7.1
1910-01-08T22:49:00.000Z,35,122,0,6.6
1910-01-22T16:48:00.000Z,67.5,-17,0,6.9
1910-01-24T02:49:00.000Z,12,-60.5,100,6.9
1910-01-30T11:45:00.000Z,-22,170,0,7
1910-02-04T00:34:00.000Z,-17,168,0,6.8
1910-02-04T22:00:00.000Z,-17,168,0,7
1910-02-13T02:10:00.000Z,33,138,350,7.2
1910-02-18T13:09:00.000Z,36,24.5,150,6.9
1910-03-30T23:55:00.000Z,-21,170,80,7.1
1910-04-01T01:13:00.000Z,-71,-6,0,7.1
1910-04-12T07:22:00.000Z,25,123,200,7.6
1910-04-21T05:22:00.000Z,-20,-177,330,7
1910-05-02T01:30:00.000Z,-20,169,80,7.1
1910-05-13T14:58:00.000Z,57,-160,100,6.6
1910-05-22T13:25:00.000Z,44,148,35,6.9
1910-05-31T11:54:00.000Z,10,-105,0,7
1910-06-01T12:55:00.000Z,-20,169,80,7.3
1910-06-01T13:48:00.000Z,-20,169,80,7.1
1910-06-09T18:48:00.000Z,30,139,400,6.7
1910-06-16T13:30:00.000Z,-19,169.5,100,7.9
1910-06-17T12:28:00.000Z,21,121,0,6.8
1910-06-29T17:45:00.000Z,-32,-176,0,7.2
1910-06-29T21:21:00.000Z,-28,-178,0,6.9
1910-07-07T15:17:00.000Z,-12,108,0,6.8
1910-07-12T14:36:00.000Z,37,76,120,6.6
1910-07-29T17:26:00.000Z,-5,143,80,6.7
1910-08-05T08:31:00.000Z,42,-127,0,6.6
1910-08-21T12:38:00.000Z,-17,-179,600,7.4
1910-09-01T07:45:00.000Z,21,122,0,7
1910-09-01T21:20:00.000Z,24,122,0,6.8
1910-09-07T02:59:00.000Z,-25,-70,0,7.1
1910-09-07T14:11:00.000Z,-6,151,80,7.2
1910-09-09T08:13:00.000Z,51.5,-176,25,7
1910-09-24T10:32:00.000Z,17,-96,80,6.7
1910-10-05T06:00:00.000Z,-22,-69,120,7.2
1910-11-07T04:29:00.000Z,53,-135,0,6.8
1910-11-09T14:02:00.000Z,-16,166,70,7.5
1910-11-10T20:19:00.000Z,-14,166.5,90,7.1
1910-11-14T15:34:00.000Z,24.5,122,0,6.8
1910-11-15T22:21:00.000Z,-58,-22,60,7.2
1910-11-26T12:41:00.000Z,-14,167,50,7.2
1910-11-29T10:24:00.000Z,25,125,0,6.9
1910-12-04T19:00:00.000Z,-10,140,0,6.8
1910-12-10T17:26:00.000Z,-11,162.5,50,7.2
1910-12-13T19:37:00.000Z,-8,31,0,7.6
1910-12-15T04:46:00.000Z,-21,-178,600,7.2
1910-12-16T22:45:00.000Z,4.5,126.5,0,7.6
1911-01-01T18:18:00.000Z,38,66,50,6.8
1911-01-04T07:25:00.000Z,43.5,77.5,0,7.8
1911-02-19T02:41:00.000Z,40,73,0,7.2
1911-02-23T19:14:00.000Z,27,128,5,6.9
1911-03-07T01:30:00.000Z,6,126,100,6.6
1911-03-24T10:18:00.000Z,24,123,35,6.8
1911-04-04T22:43:00.000Z,36.5,25.5,140,7
1911-04-11T01:42:00.000Z,9,-74,100,7
1911-04-19T01:14:00.000Z,32,56,50,6.5
1911-04-28T16:52:00.000Z,0,-71,600,6.9
1911-05-05T06:36:00.000Z,51,157,240,7.4
1911-06-07T18:02:00.000Z,17.5,-102.5,0,7.6
1911-06-15T21:26:00.000Z,28,130,90,8.1
1911-06-30T07:00:00.000Z,28.5,97.5,0,6.5
1911-07-04T20:33:00.000Z,36,70.5,190,7.4
1911-07-06T01:40:00.000Z,-7.5,117.5,370,7
1911-07-12T04:22:00.000Z,-14,167,150,6.7
1911-07-12T11:07:00.000Z,9,126,0,7.5
1911-07-19T17:01:00.000Z,-29,-179,200,6.7
1911-08-17T05:41:00.000Z,7,137,0,7.7
1911-08-21T23:28:00.000Z,-21,-176,300,7.2
1911-08-27T17:59:00.000Z,17,-96,100,6.6
1911-09-06T07:54:00.000Z,46,143,350,7
1911-09-12T19:53:00.000Z,-23,172.5,150,6.6
1911-09-15T20:10:00.000Z,-20,-72,0,7.1
1911-09-17T10:26:00.000Z,51,180,0,7.1
1911-09-22T12:01:00.000Z,60.5,-149,60,6.7
1911-10-06T17:16:00.000Z,19,-70.5,0,6.8
1911-10-15T06:24:00.000Z,31,80.5,0,6.6
1911-10-21T00:44:00.000Z,-12.5,166,160,7
1911-10-30T01:09:00.000Z,11,-101,0,6.6
1911-11-08T22:12:00.000Z,34.5,140.5,35,6.5
1911-11-14T00:13:00.000Z,52,173,0,6.9
1911-11-21T15:36:00.000Z,39,136,300,6.6
1911-11-23T07:05:00.000Z,-15,169,200,7.3
1911-12-17T03:14:00.000Z,17,-100.5,50,7.6
1911-12-31T14:07:00.000Z,-2,143.5,0,6.8
1912-01-04T23:46:00.000Z,52,-179,25,6.7
1912-01-25T00:23:00.000Z,38,20.5,60,6.6
1912-02-01T04:11:00.000Z,61,-147.5,80,7
1912-03-25T11:49:00.000Z,-18,169,240,6.9
1912-04-25T17:27:00.000Z,36.5,70.5,220,6.6
1912-05-07T02:00:00.000Z,64,-20,0,7
1912-05-12T00:26:00.000Z,-9,72,0,6.6
1912-05-14T02:35:00.000Z,57,162,100,6.6
1912-05-23T09:24:00.000Z,21,97,0,7.7
1912-06-08T11:41:00.000Z,40.5,142,35,6.6
1912-06-10T23:06:00.000Z,59,-153,0,6.9
1912-06-12T19:43:00.000Z,17,-89,0,6.6
1912-07-07T14:57:00.000Z,64,-147,0,7.2
1912-07-09T15:18:00.000Z,3,33,0,6.6
1912-07-24T18:59:00.000Z,-5,-80,0,7
1912-07-25T06:24:00.000Z,31,137.5,450,6.6
1912-08-07T04:11:00.000Z,-14,167,260,7.3
1912-08-09T08:29:00.000Z,40.5,27,0,7.6
1912-08-18T02:11:00.000Z,4,127,0,7.2
1912-08-24T04:14:00.000Z,36.5,70.5,200,6.6
1912-09-01T11:10:00.000Z,-4.5,155,430,7
1912-09-30T03:51:00.000Z,7,138,50,7.5
1912-10-18T18:48:00.000Z,54.6,179.2,60,6.9
1912-10-26T16:00:00.000Z,14,146,130,7
1912-11-01T00:24:00.000Z,7,138,0,6.9
1912-11-07T15:40:00.000Z,57.5,-155,90,7.3
1912-11-19T21:55:00.000Z,19,-100,80,6.9
1912-12-05T20:27:00.000Z,57.5,-154,90,6.9
1912-12-08T06:46:00.000Z,-29,-62.5,620,7.3
1912-12-09T07:50:00.000Z,39,143.5,35,6.6
1912-12-09T16:32:00.000Z,15.5,-93,0,7.1
1912-12-24T07:56:00.000Z,0,123,50,6.7
1912-12-25T02:07:00.000Z,24,121.6,0,6.5
1913-01-08T06:50:00.000Z,23.8,121.7,0,6.7
1913-01-09T02:54:00.000Z,23.8,121.7,0,6.5
1913-01-11T21:16:00.000Z,1.5,122,0,7.2
1913-01-20T01:05:00.000Z,1,88,0,6.9
1913-01-20T07:47:00.000Z,46,151,150,6.9
1913-02-15T02:52:00.000Z,-9,162,100,6.6
1913-02-20T16:58:00.000Z,41,144,0,7
1913-03-04T04:02:00.000Z,28,129,150,6.6
1913-03-14T15:45:00.000Z,4.5,126.5,0,7.9
1913-03-24T03:47:00.000Z,24,142,80,7.1
1913-03-31T10:41:00.000Z,51,-179,60,6.7
1913-04-03T06:54:00.000Z,32,132,35,6.7
1913-04-13T13:40:00.000Z,32,132,35,6.6
1913-04-26T00:56:00.000Z,9.5,128.8,0,7.2
1913-05-09T01:35:00.000Z,-17,-174.5,200,6.9
1913-05-18T09:08:00.000Z,14.5,145.5,0,7
1913-05-30T18:46:00.000Z,-5,154,0,7.7
1913-06-04T16:57:00.000Z,-1.5,150,0,6.8
1913-06-14T16:33:00.000Z,43.5,25.5,0,6.6
1913-06-22T20:49:00.000Z,48,-178,0,7
1913-06-26T11:57:00.000Z,-20,-174,0,7.7
1913-07-28T12:39:00.000Z,-17,-74,0,7
1913-08-02T00:10:00.000Z,47.5,155.5,0,7.5
1913-08-07T05:14:00.000Z,-17,-74,0,7.8
1913-08-13T11:25:00.000Z,-5.5,105,75,7.3
1913-10-11T11:06:00.000Z,-7,148,0,7
1913-10-11T16:10:00.000Z,40,144,35,6.9
1913-10-13T00:05:00.000Z,40,144,35,6.6
1913-10-14T15:08:00.000Z,-19.5,169,230,7.6
1913-11-11T05:12:00.000Z,-18,169,80,7.2
1913-11-15T13:27:00.000Z,-23,171,150,7.1
1913-12-21T23:37:00.000Z,24.5,102,0,7.2
1914-01-12T17:28:00.000Z,31.6,130.6,5,6.7
1914-01-20T20:00:00.000Z,52.9,159.6,60,7
1914-01-30T11:36:00.000Z,-35,-73,0,7.5
1914-02-06T19:42:00.000Z,29.5,65,100,6.8
1914-02-07T14:50:00.000Z,41,143,35,6.8
1914-02-26T12:58:00.000Z,-18,-67,130,7.2
1914-03-15T03:00:00.000Z,39.5,140.4,5,7
1914-03-28T17:44:00.000Z,25,99,100,6.7
1914-03-30T07:41:00.000Z,17,-92,150,7.2
1914-04-11T23:30:00.000Z,-12,163,50,7.2
1914-05-26T21:22:00.000Z,-2,137,0,7.9
1914-05-28T10:23:00.000Z,9,-78,70,6.9
1914-06-20T14:20:00.000Z,-12,166,50,7
1914-06-26T02:07:00.000Z,-4.5,102.5,0,7.6
1914-07-05T00:48:00.000Z,29,128,200,6.7
1914-07-05T06:38:00.000Z,-5.5,129,200,7.1
1914-07-06T13:37:00.000Z,24,122,60,6.6
1914-08-05T05:41:00.000Z,43.5,91.5,0,7.2
1914-08-06T11:10:00.000Z,-6,123,600,6.7
1914-08-22T12:28:00.000Z,44,-129,0,6.6
1914-09-11T23:52:00.000Z,44,148,35,6.5
1914-10-04T00:22:00.000Z,16,-61,100,7.4
1914-10-04T05:06:00.000Z,37.5,32.5,0,7.1
1914-10-09T09:39:00.000Z,35,78,0,6.6
1914-10-11T23:17:00.000Z,12,94,80,7.2
1914-10-23T13:18:00.000Z,6,132.5,0,7.6
1914-11-22T16:14:00.000Z,-39,176,100,7
1914-11-24T19:53:00.000Z,22,143,110,7.9
1914-11-28T18:45:00.000Z,29,131,35,6.9
1915-01-05T22:33:00.000Z,-15,168,200,7.3
1915-01-06T07:26:00.000Z,25.1,123.3,150,7.3
1915-01-13T14:52:00.000Z,42,13.5,0,6.9
1915-02-26T04:36:00.000Z,-20,180,600,7.1
1915-03-01T02:59:00.000Z,23.6,123.5,0,7.5
1915-03-08T23:29:00.000Z,39,142,0,6.8
1915-03-12T22:48:00.000Z,12,124,40,6.6
1915-03-18T01:45:00.000Z,42.1,143.6,35,7.2
1915-04-23T22:29:00.000Z,-8,-68,650,6.9
1915-05-01T12:00:00.000Z,47.5,154.5,35,7.9
1915-05-06T19:09:00.000Z,39.5,-126.5,0,6.6
1915-05-08T20:42:00.000Z,-23,39,0,6.6
1915-06-01T21:43:00.000Z,78.5,8,0,6.6
1915-06-05T04:59:00.000Z,40,143.5,35,6.7
1915-06-07T04:29:00.000Z,-18.5,-68.5,160,7.3
1915-06-27T22:29:00.000Z,44,148,35,6.5
1915-07-31T08:31:00.000Z,54,162,0,7.5
1915-08-06T20:12:00.000Z,43,150.5,0,7.1
1915-08-12T14:36:00.000Z,-2.5,119.5,60,6.6
1915-09-07T08:20:00.000Z,14,-89,80,7.4
1915-09-12T06:59:00.000Z,5.5,123.5,600,6.6
1915-09-23T15:14:00.000Z,16,39,0,6.6
1915-10-03T13:52:00.000Z,40.5,-117.5,0,7.6
1915-10-08T22:36:00.000Z,32.8,139.1,200,7
