"Package","Item","Title","csv","doc"
"datasets","OrchardSprays","Potency of Orchard Sprays","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/OrchardSprays.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/OrchardSprays.html"
"datasets","PlantGrowth","Results from an Experiment on Plant Growth","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/PlantGrowth.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/PlantGrowth.html"
"datasets","Puromycin","Reaction Velocity of an Enzymatic Reaction","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/Puromycin.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/Puromycin.html"
"datasets","Titanic","Survival of passengers on the Titanic","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/Titanic.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/Titanic.html"
"datasets","ToothGrowth","The Effect of Vitamin C on Tooth Growth in Guinea Pigs","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/ToothGrowth.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/ToothGrowth.html"
"datasets","UCBAdmissions","Student Admissions at UC Berkeley","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/UCBAdmissions.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/UCBAdmissions.html"
"datasets","UKDriverDeaths","Road Casualties in Great Britain 1969-84","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/UKDriverDeaths.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/UKDriverDeaths.html"
"datasets","UKgas","UK Quarterly Gas Consumption","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/UKgas.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/UKgas.html"
"datasets","USAccDeaths","Accidental Deaths in the US 1973-1978","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USAccDeaths.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USAccDeaths.html"
"datasets","USArrests","Violent Crime Rates by US State","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USArrests.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USArrests.html"
"datasets","USJudgeRatings","Lawyers' Ratings of State Judges in the US Superior Court","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USJudgeRatings.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USJudgeRatings.html"
"datasets","USPersonalExpenditure","Personal Expenditure Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/USPersonalExpenditure.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/USPersonalExpenditure.html"
"datasets","VADeaths","Death Rates in Virginia (1940)","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/VADeaths.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/VADeaths.html"
"datasets","WWWusage","Internet Usage per Minute","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/WWWusage.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/WWWusage.html"
"datasets","WorldPhones","The World's Telephones","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/WorldPhones.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/WorldPhones.html"
"datasets","airmiles","Passenger Miles on Commercial US Airlines, 1937-1960","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/airmiles.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/airmiles.html"
"datasets","airquality","New York Air Quality Measurements","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/airquality.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/airquality.html"
"datasets","anscombe","Anscombe's Quartet of 'Identical' Simple Linear Regressions","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/anscombe.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/anscombe.html"
"datasets","attenu","The Joyner-Boore Attenuation Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/attenu.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/attenu.html"
"datasets","attitude","The Chatterjee-Price Attitude Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/attitude.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/attitude.html"
"datasets","austres","Quarterly Time Series of the Number of Australian Residents","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/austres.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/austres.html"
"datasets","cars","Speed and Stopping Distances of Cars","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/cars.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/cars.html"
"datasets","chickwts","Chicken Weights by Feed Type","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/chickwts.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/chickwts.html"
"datasets","co2","Mauna Loa Atmospheric CO2 Concentration","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/co2.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/co2.html"
"datasets","crimtab","Student's 3000 Criminals Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/crimtab.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/crimtab.html"
"datasets","discoveries","Yearly Numbers of Important Discoveries","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/discoveries.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/discoveries.html"
"datasets","esoph","Smoking, Alcohol and (O)esophageal Cancer","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/esoph.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/esoph.html"
"datasets","euro","Conversion Rates of Euro Currencies","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/euro.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/euro.html"
"datasets","faithful","Old Faithful Geyser Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/faithful.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/faithful.html"
"datasets","freeny","Freeny's Revenue Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/freeny.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/freeny.html"
"datasets","infert","Infertility after Spontaneous and Induced Abortion","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/infert.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/infert.html"
"datasets","iris","Edgar Anderson's Iris Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/iris.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/iris.html"
"datasets","islands","Areas of the World's Major Landmasses","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/islands.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/islands.html"
"datasets","lh","Luteinizing Hormone in Blood Samples","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/lh.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/lh.html"
"datasets","longley","Longley's Economic Regression Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/longley.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/longley.html"
"datasets","lynx","Annual Canadian Lynx trappings 1821-1934","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/lynx.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/lynx.html"
"datasets","morley","Michelson Speed of Light Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/morley.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/morley.html"
"datasets","mtcars","Motor Trend Car Road Tests","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/mtcars.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/mtcars.html"
"datasets","nhtemp","Average Yearly Temperatures in New Haven","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/nhtemp.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/nhtemp.html"
"datasets","nottem","Average Monthly Temperatures at Nottingham, 1920-1939","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/nottem.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/nottem.html"
"datasets","npk","Classical N, P, K Factorial Experiment","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/npk.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/npk.html"
"datasets","occupationalStatus","Occupational Status of Fathers and their Sons","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/occupationalStatus.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/occupationalStatus.html"
"datasets","precip","Annual Precipitation in US Cities","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/precip.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/precip.html"
"datasets","presidents","Quarterly Approval Ratings of US Presidents","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/presidents.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/presidents.html"
"datasets","pressure","Vapor Pressure of Mercury as a Function of Temperature","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/pressure.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/pressure.html"
"datasets","quakes","Locations of Earthquakes off Fiji","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/quakes.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/quakes.html"
"datasets","randu","Random Numbers from Congruential Generator RANDU","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/randu.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/randu.html"
"datasets","rivers","Lengths of Major North American Rivers","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/rivers.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/rivers.html"
"datasets","rock","Measurements on Petroleum Rock Samples","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/rock.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/rock.html"
"datasets","sleep","Student's Sleep Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sleep.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sleep.html"
"datasets","stackloss","Brownlee's Stack Loss Plant Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/stackloss.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/stackloss.html"
"datasets","sunspot.month","Monthly Sunspot Data, from 1749 to ""Present""","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspot.month.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspot.month.html"
"datasets","sunspot.year","Yearly Sunspot Data, 1700-1988","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspot.year.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspot.year.html"
"datasets","sunspots","Monthly Sunspot Numbers, 1749-1983","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspots.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspots.html"
"datasets","swiss","Swiss Fertility and Socioeconomic Indicators (1888) Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/swiss.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/swiss.html"
"datasets","treering","Yearly Treering Data, -6000-1979","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/treering.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/treering.html"
"datasets","trees","Girth, Height and Volume for Black Cherry Trees","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/trees.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/trees.html"
"datasets","uspop","Populations Recorded by the US Census","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/uspop.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/uspop.html"
"datasets","volcano","Topographic Information on Auckland's Maunga Whau Volcano","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/volcano.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/volcano.html"
"datasets","warpbreaks","The Number of Breaks in Yarn during Weaving","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/warpbreaks.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/warpbreaks.html"
"datasets","women","Average Heights and Weights for American Women","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/women.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/women.html"
"boot","acme","Monthly Excess Returns","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/acme.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/acme.html"
"boot","aids","Delay in AIDS Reporting in England and Wales","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aids.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aids.html"
"boot","aircondit","Failures of Air-conditioning Equipment","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aircondit.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aircondit.html"
"boot","aircondit7","Failures of Air-conditioning Equipment","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aircondit7.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aircondit7.html"
"boot","amis","Car Speeding and Warning Signs","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/amis.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/amis.html"
"boot","aml","Remission Times for Acute Myelogenous Leukaemia","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aml.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aml.html"
"boot","bigcity","Population of U.S. Cities","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/bigcity.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/bigcity.html"
"boot","brambles","Spatial Location of Bramble Canes","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/brambles.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/brambles.html"
"boot","breslow","Smoking Deaths Among Doctors","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/breslow.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/breslow.html"
"boot","calcium","Calcium Uptake Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/calcium.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/calcium.html"
"boot","cane","Sugar-cane Disease Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cane.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cane.html"
"boot","capability","Simulated Manufacturing Process Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/capability.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/capability.html"
"boot","catsM","Weight Data for Domestic Cats","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/catsM.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/catsM.html"
"boot","cav","Position of Muscle Caveolae","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cav.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cav.html"
"boot","cd4","CD4 Counts for HIV-Positive Patients","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cd4.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cd4.html"
"boot","channing","Channing House Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/channing.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/channing.html"
"boot","city","Population of U.S. Cities","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/city.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/city.html"
"boot","claridge","Genetic Links to Left-handedness","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/claridge.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/claridge.html"
"boot","cloth","Number of Flaws in Cloth","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cloth.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cloth.html"
"boot","co.transfer","Carbon Monoxide Transfer","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/co.transfer.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/co.transfer.html"
"boot","coal","Dates of Coal Mining Disasters","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/coal.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/coal.html"
"boot","darwin","Darwin's Plant Height Differences","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/darwin.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/darwin.html"
"boot","dogs","Cardiac Data for Domestic Dogs","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/dogs.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/dogs.html"
"boot","downs.bc","Incidence of Down's Syndrome in British Columbia","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/downs.bc.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/downs.bc.html"
"boot","ducks","Behavioral and Plumage Characteristics of Hybrid Ducks","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/ducks.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/ducks.html"
"boot","fir","Counts of Balsam-fir Seedlings","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/fir.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/fir.html"
"boot","frets","Head Dimensions in Brothers","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/frets.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/frets.html"
"boot","grav","Acceleration Due to Gravity","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/grav.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/grav.html"
"boot","gravity","Acceleration Due to Gravity","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/gravity.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/gravity.html"
"boot","hirose","Failure Time of PET Film","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/hirose.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/hirose.html"
"boot","islay","Jura Quartzite Azimuths on Islay","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/islay.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/islay.html"
"boot","manaus","Average Heights of the Rio Negro river at Manaus","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/manaus.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/manaus.html"
"boot","melanoma","Survival from Malignant Melanoma","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/melanoma.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/melanoma.html"
"boot","motor","Data from a Simulated Motorcycle Accident","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/motor.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/motor.html"
"boot","neuro","Neurophysiological Point Process Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/neuro.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/neuro.html"
"boot","nitrofen","Toxicity of Nitrofen in Aquatic Systems","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nitrofen.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nitrofen.html"
"boot","nodal","Nodal Involvement in Prostate Cancer","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nodal.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nodal.html"
"boot","nuclear","Nuclear Power Station Construction Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/nuclear.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/nuclear.html"
"boot","paulsen","Neurotransmission in Guinea Pig Brains","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/paulsen.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/paulsen.html"
"boot","poisons","Animal Survival Times","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/poisons.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/poisons.html"
"boot","polar","Pole Positions of New Caledonian Laterites","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/polar.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/polar.html"
"boot","remission","Cancer Remission and Cell Activity","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/remission.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/remission.html"
"boot","salinity","Water Salinity and River Discharge","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/salinity.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/salinity.html"
"boot","survival","Survival of Rats after Radiation Doses","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/survival.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/survival.html"
"boot","tau","Tau Particle Decay Modes","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tau.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tau.html"
"boot","tuna","Tuna Sighting Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/tuna.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/tuna.html"
"boot","urine","Urine Analysis Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/urine.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/urine.html"
"boot","wool","Australian Relative Wool Prices","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/wool.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/wool.html"
"KMsurv","aids","data from Section 1.19","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/aids.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/aids.html"
"KMsurv","alloauto","data from Section 1.9","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/alloauto.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/alloauto.html"
"KMsurv","allograft","data from Exercise 13.1, p418","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/allograft.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/allograft.html"
"KMsurv","azt","data from Exercise 4.7, p122","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/azt.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/azt.html"
"KMsurv","baboon","data from Exercise 5.8, p147","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/baboon.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/baboon.html"
"KMsurv","bcdeter","data from Section 1.18","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bcdeter.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bcdeter.html"
"KMsurv","bfeed","data from Section 1.14","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bfeed.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bfeed.html"
"KMsurv","bmt","data from Section 1.3","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bmt.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bmt.html"
"KMsurv","bnct","data from Exercise 7.7, p223","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bnct.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bnct.html"
"KMsurv","btrial","data from Section 1.5","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/btrial.csv","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/btrial.html"
