@lat	@lon	addr:housenumber
45.5141191	-73.5647360	1770
45.5114249	-73.5668702	2001
45.5119276	-73.5669843	2012
45.5116538	-73.5655299	1655
45.5116242	-73.5654604	1645
45.5115945	-73.5653909	1635
45.5115649	-73.5653215	1625
45.5115353	-73.5652520	1615
45.5115057	-73.5651825	1605
45.5130682	-73.5656604	152
45.5129817	-73.5654549	142
45.5132239	-73.5631825	275
45.5133279	-73.5630872	285
45.5131196	-73.5632781	265
45.5138998	-73.5640969	1690
45.5138775	-73.5640490	1680
45.5138436	-73.5639756	1670
45.5138136	-73.5639105	1660
45.5136696	-73.5635976	1630
45.5136950	-73.5636525	1640
45.5137204	-73.5637074	1650
45.5136443	-73.5635427	1620
45.5136189	-73.5634878	1610
45.5135936	-73.5634329	1600
45.5135682	-73.5633780	1590
45.5132246	-73.5640189	187
45.5132782	-73.5639706	195
45.5133317	-73.5639223	197
45.5133852	-73.5638740	205
45.5134388	-73.5638258	215
45.5134923	-73.5637775	225
45.5133617	-73.5646015	155
45.5133288	-73.5645307	157
45.5132977	-73.5644633	165
45.5132667	-73.5643959	167
45.5132357	-73.5643286	175
45.5132047	-73.5642612	177
45.5131737	-73.5641938	185
45.5134049	-73.5650781	204
45.5132011	-73.5652620	164
45.5133030	-73.5651700	184
45.5132520	-73.5652160	174
45.5133540	-73.5651240	194
45.5137504	-73.5654582	286
45.5137238	-73.5653988	276
45.5136973	-73.5653393	266
45.5136707	-73.5652799	256
45.5136343	-73.5652036	246
45.5136114	-73.5651530	236
45.5135654	-73.5650518	216
45.5135884	-73.5651024	226
45.5135425	-73.5650012	206
45.5137556	-73.5647515	288
45.5138463	-73.5646696	298
45.5148893	-73.5657229	2001
45.5151528	-73.5662809	2025
45.5153455	-73.5667177	2045
45.5153908	-73.5668228	2049
45.5154532	-73.5669644	2053
45.5157819	-73.5677004	2079
45.5118418	-73.5667915	2002
45.5117503	-73.5667503	25
45.5116570	-73.5667808	15
45.4918879	-73.5754823	1077
45.4924933	-73.5750577	1050
45.4935304	-73.5749945	1600
45.4935395	-73.5746263	1140
45.5292629	-73.5782694	1241
45.4891380	-73.5520733	300
45.5189672	-73.6165022	1505
45.4989495	-73.6486684	4775
45.4966409	-73.6553032	7655
45.4946137	-73.6518858	7373
45.4533765	-73.8510871	16900
45.4415743	-73.8755274	550
45.4767043	-73.6301294	4627
45.5187526	-73.6166607	1541
45.4613020	-73.8238554	700
45.4664189	-73.8231151	6301
45.4671713	-73.8238125	6321
45.4714073	-73.8325457	3601
45.4621174	-73.8266229	6700
45.4832420	-73.7939012	3313
45.4838514	-73.8047472	2820
45.4859415	-73.8015595	11590
45.4849947	-73.8017869	11618
45.4793479	-73.5897879	999
45.5131325	-73.5662770	161
45.5129248	-73.5663741	151
45.5116175	-73.5673338	2027
45.5130460	-73.5662878	169
45.5134199	-73.5685586	100
45.4512100	-73.7807420	550
45.4833990	-73.5739460	2380
45.5450086	-73.6046316	1498
45.5369187	-73.6117904	6595
45.5274369	-73.5854381	750
45.5542247	-73.6016391	2535
45.5524145	-73.6032364	2347
45.5492453	-73.6060376	1951
45.5485299	-73.6066811	1865
45.5583267	-73.5992703	3199
45.5487771	-73.6064722	1885
45.5372573	-73.6021744	1001
45.5490653	-73.6062006	1925
45.5496915	-73.6056428	1997
45.5504090	-73.6050120	2101
45.5591575	-73.5995313	6215
45.5442705	-73.6105886	1263
45.5585870	-73.5993704	6205
45.5481027	-73.6070592	1807
45.5498202	-73.6054632	2005
45.5626874	-73.5884110	6917
45.5605910	-73.5820943	6520
45.5613858	-73.5847095	6682
45.5618912	-73.5858281	6735
45.5606592	-73.5820662	6525
45.5614658	-73.5846477	6669
45.5602763	-73.5885682	6825
45.5604957	-73.5893051	6855
45.5233046	-73.6086632	6019
45.5230379	-73.6048508	5692
45.5702629	-73.5896402	4375
45.5705192	-73.5894047	4425
45.5706197	-73.5893124	4465
45.4847098	-73.6288387	5201
45.5210843	-73.6106274	1225
45.5210335	-73.6106649	1231
45.5209960	-73.6107212	1233
45.5209452	-73.6107563	1239
45.5310654	-73.5953697	551
45.5098507	-73.6246653	2635
45.5187562	-73.5836446	4306
45.5185730	-73.5843713	4949
45.5183832	-73.5845644	64
45.5186749	-73.5834421	4292
45.5454520	-73.5604281	3240
45.5071113	-73.5528417	161
45.5065557	-73.5530747	85
45.5058442	-73.5531325	27
45.5063931	-73.5528757	89
45.5073302	-73.5527331	177
45.5048750	-73.5641366	1110
45.5059241	-73.5530861	29
45.5064341	-73.5528462	97
45.5421944	-73.5694694	4807
45.5449872	-73.5611181	3165
45.5429997	-73.5628508	4120
45.5472170	-73.5599160	4011
45.5218292	-73.5784919	4202
45.5324601	-73.5715801	1860
45.5317911	-73.5719971	4349
45.5059671	-73.5697791	440
45.5046362	-73.5724408	645
45.5044641	-73.5726832	2100
45.5046192	-73.5725907	655
45.5042680	-73.5718480	2001
45.4883722	-73.5828109	2307
45.4856134	-73.5809485	904
45.4855350	-73.5808215	3001
45.4851019	-73.5817048	4
45.4840269	-73.5839329	1028
45.4851358	-73.5817746	6
45.4827499	-73.5854569	360
45.4828772	-73.5856911	350
45.4829568	-73.5852667	3555
45.4837862	-73.5834930	3401
45.4834627	-73.5839973	3463
45.4841698	-73.5841582	178
45.4840494	-73.5843299	188A
45.4850555	-73.5813969	3035
45.4854861	-73.5808752	3005
45.5181199	-73.5699089	3635
45.5324169	-73.5679668	2015
45.5446191	-73.5609441	3180
45.5443821	-73.5610781	3170
45.5275483	-73.6078920	135
45.5254966	-73.5751464	1033
45.5657717	-73.5923369	4025
45.5180470	-73.5700310	3640
45.5180140	-73.5699710	3638
45.5179820	-73.5698840	3634
45.5179030	-73.5697310	3620
45.5180520	-73.5697640	3625
45.4860246	-73.5807149	915
45.4877051	-73.5776735	850
45.4877126	-73.5779524	2338
45.4869604	-73.5788107	2430
45.4861105	-73.5797549	2490
45.4856065	-73.5802806	2540
45.4846362	-73.5797978	743
45.4847791	-73.5799051	755
45.4885437	-73.5765952	2206
45.4879119	-73.5776091	2296
45.4849822	-73.5790468	2555
45.4851025	-73.5789288	2545
45.4866521	-73.5784568	809
45.4868326	-73.5787249	829
45.4868852	-73.5788322	831
45.4849972	-73.5786391	2540
45.4850950	-73.5785425	2520
45.4852154	-73.5783709	2500
45.4853432	-73.5782207	2488
45.4854185	-73.5781026	2480
45.4852605	-73.5787464	2535
45.4858848	-73.5778344	2445
45.4849972	-73.5797334	2566
45.4848694	-73.5798729	2604
45.4852154	-73.5794759	2556
45.4862158	-73.5783279	2440
45.4854862	-73.5795832	2527
45.4864038	-73.5785533	2441
45.4848167	-73.5793901	2604
45.4847415	-73.5792614	2600
45.4844557	-73.5792399	2598
45.4847941	-73.5788107	2570
45.4849145	-73.5785318	715
45.4848092	-73.5784030	701
45.4847791	-73.5786927	712
45.4846964	-73.5785533	706
45.4846362	-73.5784460	700
45.4877691	-73.5774509	833
45.4865732	-73.5759704	727
45.4862798	-73.5758953	700
45.4856179	-73.5770003	709
45.4856555	-73.5770754	711
45.4880775	-73.5764961	2210
45.4878443	-73.5768287	2246
45.4881828	-73.5766463	2235
45.4880173	-73.5769145	2255
45.4878443	-73.5775368	835
45.4881753	-73.5762815	2208
45.4852569	-73.5773973	2461
45.4847980	-73.5781269	2585
45.4845648	-73.5785775	2615
45.4842564	-73.5790603	2655
45.4840533	-73.5794251	701
45.4844746	-73.5796182	739
45.4857608	-73.5771935	713
45.4858737	-73.5773329	727
45.4866634	-73.5760562	2300
45.4870245	-73.5759811	2273
45.4873855	-73.5753588	2225
45.4870019	-73.5745220	2203
45.4863099	-73.5755627	2301
45.4861670	-73.5758309	2311
45.4855653	-73.5769038	2401
45.4872276	-73.5774402	2335
45.4865882	-73.5783093	2411
45.4873705	-73.5772471	800
45.4874683	-73.5773866	814
45.4868515	-73.5762171	735
45.4870997	-73.5765283	755
45.4863400	-73.5771720	2365
45.4867387	-73.5765605	2335
45.4859338	-73.5772256	2410
45.4865205	-73.5762493	2324
45.4871824	-73.5770433	2324
45.4867462	-73.5775904	2380
45.4877541	-73.5754983	780
45.4875059	-73.5751335	730
45.4879948	-73.5757773	2200
45.4873479	-73.5768179	2280
45.4881302	-73.5760133	2207
45.4874983	-73.5770218	2279
45.4975486	-73.5755780	1321
45.5107275	-73.5727326	201
45.5075242	-73.5713837	380
45.4956113	-73.6558704	7570
45.5070385	-73.5760144	625
45.5610824	-73.5483997	4825
45.5156413	-73.5691191	3445
45.5197490	-73.5622830	1844
45.5041173	-73.5544093	106
45.5215472	-73.5779804	4176
45.5178799	-73.5736067	256
45.5109490	-73.5601108	215
45.5115409	-73.5704794	3415
45.5106610	-73.5604508	191
45.5073692	-73.5757471	545
45.5104108	-73.5606789	155
45.5066522	-73.5598838	99
45.4974045	-73.5710676	1250
45.5020131	-73.5707390	732
45.5063936	-73.5762774	3564
45.5042188	-73.5543871	100
45.5211360	-73.5538760	1495
45.5181220	-73.5702250	3660
45.4990841	-73.5654518	900
45.5452748	-73.5445533	3606
45.5055912	-73.5717487	2060
45.5023856	-73.5713590	1501
45.4722337	-73.5693138	3126
45.4956200	-73.5768860	1472
45.5112302	-73.5601306	1180
45.5180453	-73.5814822	4177
45.5180392	-73.5820903	4216
45.5010431	-73.5594710	495
45.4998207	-73.5562274	350
45.5005299	-73.5579867	425
45.5004494	-73.5583009	438
45.5008297	-73.5589012	465
45.5027336	-73.5608345	405
45.5001433	-73.5573622	400
45.4611760	-73.5669220	4260
45.5019710	-73.5808300	3489
45.4959818	-73.5796559	2081
45.4957550	-73.5790491	1455
45.5528680	-73.5551749	3929
45.5488428	-73.5631165	4296
45.5486564	-73.5632862	4326
45.5487033	-73.5635144	4328
45.5488914	-73.5633763	4358
45.5441272	-73.5409799	3603
45.5079297	-73.5526702	407
45.5569126	-73.5701822	3875
45.5675239	-73.5907523	4149
45.5652226	-73.5229460	451
45.5626480	-73.5238311	5382
45.5538968	-73.5391965	4445
45.5540649	-73.5396838	4445
45.5542843	-73.5395734	4445
45.5494650	-73.5420348	4005
45.5495294	-73.5583377	3537
45.5429306	-73.5626721	4100
45.5098175	-73.5640183	1
45.5117870	-73.5618710	200
45.5362772	-73.6031519	6501
45.5027250	-73.5716380	705
45.4489600	-73.6161901	7077
45.4892830	-73.5849556	1500
45.5026020	-73.5671630	625
45.5000214	-73.8679284	279
45.5000406	-73.8672860	255
45.5000327	-73.8702300	3243
45.4791069	-73.9341999	447
45.4817054	-73.9277067	400
45.4792095	-73.9247174	1240
45.4891156	-73.9361388	1500
45.4818380	-73.9278761	405
45.4818761	-73.9275023	1267
45.4789173	-73.9341647	450
45.4818971	-73.9278668	1498
45.4816986	-73.9276132	1260
45.4792290	-73.9244163	1241
45.5491407	-73.5631067	4360
45.5495614	-73.5639704	4542
45.5480174	-73.5622163	4201
45.5487049	-73.5644586	4595
45.4760333	-73.9033354	910
45.4784113	-73.9237962	1208
45.4785991	-73.9240161	1210
45.4731242	-73.9172616	1050
45.4766033	-73.9213929	1197
45.4787903	-73.9239157	1229
45.4732838	-73.9170868	997
45.4788194	-73.9242734	1220
45.4731076	-73.9171172	990
45.4763555	-73.9214316	1152
45.4780791	-73.8949339	780
45.4765622	-73.9216694	1154
45.4773912	-73.8974402	850
45.4791598	-73.9243375	1239
45.4775119	-73.8976876	851
45.4773011	-73.9221922	1201
45.4786313	-73.9240548	1218
45.4782015	-73.8951869	785
45.4754737	-73.9073304	919
45.4772322	-73.9221130	1199
45.4772555	-73.9224640	1200
45.4752495	-73.9074440	950
45.4789966	-73.9244746	1238
45.4761897	-73.9035021	897
45.4770486	-73.9222263	1198
45.4786680	-73.9237692	1221
45.4779833	-73.8953025	850
45.4753522	-73.9070882	940
45.4785997	-73.9236889	1219
45.4788588	-73.9239956	1231
45.4754401	-73.9074469	925
45.4781710	-73.8953052	809
45.4994413	-73.9067200	45
45.4993088	-73.9064586	40
45.4981404	-73.9102867	54
45.4983223	-73.9103403	49
