@lat	@lon	addr:housenumber
45.5962878	-73.5101861	8561
45.5974301	-73.5130535	8562
45.6026580	-73.5316215	8565
45.6012285	-73.5247131	8566
45.5989190	-73.5189789	8567
45.6019186	-73.5291458	8568
45.6036624	-73.5329421	8570
45.5979913	-73.5159117	8570
45.5975029	-73.5132839	8571
45.6012980	-73.5249456	8571
45.6025200	-73.5290642	8575
45.5980617	-73.5161436	8575
45.6013807	-73.5273199	8575
45.5970199	-73.5104482	8577
45.5992384	-73.5180139	8582
45.6043404	-73.5352539	8585
45.6037323	-73.5331743	8587
45.6024514	-73.5288312	8590
45.5999922	-73.5205661	8590
45.6030346	-73.5308112	8590
45.6018479	-73.5267775	8590
45.6006169	-73.5226577	8594
45.5974339	-73.5118872	8594
45.5985201	-73.5155859	8594
45.6000613	-73.5207988	8595
45.5975100	-73.5121548	8595
45.5985885	-73.5158190	8595
45.6050949	-73.5371163	8595
45.6042714	-73.5350211	8596
45.5994465	-73.5187100	8597
45.6031786	-73.5313020	8597
45.6019170	-73.5270102	8597
45.6006863	-73.5228902	8599
45.6008628	-73.5225129	8600
45.6039079	-73.5327960	8600
45.6002375	-73.5204193	8600
45.6032802	-73.5306656	8600
45.6020939	-73.5266331	8600
45.5996984	-73.5185868	8601
45.6003066	-73.5206520	8601
45.5977983	-73.5122089	8601
45.6034232	-73.5311531	8601
45.6021630	-73.5268658	8601
45.6045153	-73.5348698	8602
45.5987647	-73.5154370	8602
45.6026971	-73.5286856	8604
45.6009321	-73.5227454	8605
45.6045844	-73.5351026	8605
45.6015433	-73.5247987	8613
45.6094322	-73.5482691	8615
45.6039779	-73.5330283	8615
45.6093393	-73.5480537	8616
45.6019909	-73.5245314	8617
45.6027656	-73.5289186	8621
45.6124581	-73.5550903	8622
45.6070392	-73.5427848	8623
45.6078968	-73.5447215	8623
45.6082837	-73.5443707	8623
45.6125371	-73.5554460	8623
45.6108902	-73.5515981	8624
45.6109856	-73.5518112	8625
45.6051948	-73.5367871	8630
45.6052846	-73.5367342	8634
45.6074306	-73.5424273	8635
45.6026106	-73.5265985	8635
45.6113567	-73.5514759	8637
45.6098350	-73.5479318	8637
45.6129621	-73.5551456	8637
45.6112639	-73.5512605	8638
45.6097419	-73.5477166	8638
45.6128075	-73.5548270	8638
45.6100601	-73.5477299	8639
45.6099670	-73.5475146	8640
45.6067745	-73.5411205	8640
45.6085099	-73.5441713	8641
45.6068705	-73.5413330	8641
45.6055080	-73.5368717	8641
45.5994897	-73.5178869	8642
45.6114898	-73.5510602	8642
45.6075635	-73.5420097	8642
45.6068469	-73.5410525	8642
45.6130348	-73.5546300	8644
45.6013915	-73.5224789	8645
45.6131289	-73.5548443	8645
45.6032131	-73.5286522	8645
45.6007592	-73.5203794	8645
45.6006904	-73.5201465	8646
45.6001741	-73.5183634	8647
45.6076558	-73.5422255	8647
45.6031445	-73.5284192	8648
45.6069408	-73.5412669	8649
45.6143383	-73.5575876	8650
45.6049553	-73.5345985	8650
45.6025415	-73.5263658	8650
45.5988332	-73.5156701	8651
45.6056336	-73.5367929	8651
45.6145446	-73.5574025	8652
45.6004259	-73.5182398	8655
45.6050243	-73.5348312	8655
45.6038665	-73.5308856	8655
45.5992889	-73.5153934	8655
45.6077928	-73.5418080	8656
45.6070711	-73.5408511	8658
45.6013225	-73.5222461	8660
45.6132637	-73.5544259	8660
45.6037257	-73.5304062	8660
45.6072938	-73.5406598	8660
45.6043561	-73.5325373	8662
45.5992212	-73.5151598	8662
45.5999445	-73.5176650	8664
45.6115826	-73.5512755	8665
45.6133568	-73.5546410	8665
45.5984057	-73.5123271	8665
45.6071639	-73.5410664	8665
45.6101829	-73.5473076	8666
45.6118061	-73.5510811	8667
45.6044239	-73.5327708	8667
45.6073873	-73.5408746	8667
45.6001958	-73.5175392	8670
45.6046022	-73.5323935	8670
45.6052002	-73.5344507	8670
45.6033897	-73.5282720	8670
45.6009362	-73.5200015	8670
45.6021680	-73.5241543	8670
45.6039708	-73.5302590	8670
45.6027868	-73.5262188	8670
45.6046700	-73.5326269	8671
45.6052693	-73.5346834	8671
45.6034582	-73.5285051	8671
45.6028558	-73.5264516	8671
45.6015681	-73.5221005	8672
45.6057821	-73.5364302	8672
45.6102759	-73.5475230	8673
45.5986941	-73.5123735	8673
45.6117130	-73.5508659	8674
45.6104066	-73.5471024	8674
45.6155011	-73.5577026	8675
45.6135828	-73.5544409	8675
45.6022369	-73.5243872	8675
45.6041117	-73.5307384	8675
45.5995347	-73.5152486	8675
45.6058945	-73.5366382	8675
45.6120319	-73.5508807	8677
45.6087366	-73.5439772	8679
45.6138881	-73.5541726	8681
45.5994671	-73.5150150	8684
45.6013462	-73.5197648	8690
45.6123416	-73.5506009	8691
45.6010050	-73.5202344	8691
45.6104996	-73.5473176	8695
45.6108087	-73.5470464	8695
45.6078863	-73.5420228	8695
45.6026379	-73.5241565	8695
45.6014149	-73.5199978	8697
45.6107159	-73.5468311	8700
45.6147692	-73.5571992	8700
45.6150873	-73.5569091	8700
45.6157276	-73.5595668	8700
45.6050726	-73.5323886	8705
45.6062530	-73.5364327	8707
45.6019672	-73.5218590	8710
45.6153118	-73.5567057	8710
45.6056029	-73.5342132	8710
45.6037881	-73.5280310	8710
45.6025693	-73.5239235	8710
45.6043707	-73.5300114	8710
45.6031809	-73.5259819	8710
45.6162945	-73.5607667	8711
45.6156334	-73.5593703	8711
45.5991873	-73.5124444	8711
45.6061824	-73.5362008	8712
45.6006196	-73.5173212	8714
45.6056717	-73.5344461	8715
45.6045152	-73.5304978	8715
45.6032499	-73.5262146	8715
45.6050040	-73.5321556	8716
45.5998708	-73.5147845	8716
45.6008371	-73.5180296	8717
45.6038571	-73.5282637	8717
45.6008710	-73.5171954	8720
45.6091234	-73.5424639	8720
45.6094877	-73.5432645	8720
45.6052500	-73.5320112	8720
45.6015917	-73.5196189	8720
45.5994015	-73.5122206	8720
45.6028152	-73.5237788	8720
45.6034259	-73.5258342	8720
45.6010880	-73.5179025	8721
45.6092193	-73.5426771	8721
45.6110330	-73.5468425	8721
45.6114095	-73.5464877	8721
45.6095852	-73.5434852	8721
45.5999412	-73.5150165	8721
45.6058482	-73.5340664	8722
45.6001168	-73.5146396	8722
45.6016605	-73.5198519	8723
45.5989792	-73.5107278	8725
45.5994732	-73.5124844	8725
45.6028838	-73.5240119	8725
45.6001871	-73.5148716	8727
45.6022122	-73.5217112	8730
45.6099417	-73.5430556	8730
45.6040330	-73.5278828	8730
45.6047609	-73.5303518	8731
45.6046155	-73.5298626	8732
45.6050175	-73.5296224	8732
45.6041020	-73.5281156	8733
45.6034950	-73.5260670	8733
45.6099988	-73.5432949	8735
45.6038204	-73.5255962	8740
45.6097498	-73.5423492	8741
45.6053186	-73.5322442	8741
45.6087458	-73.5416111	8745
45.6096909	-73.5421108	8746
45.5994809	-73.5107712	8749
45.6130820	-73.5496632	8750
45.6109402	-73.5466270	8750
45.6113899	-73.5462031	8750
45.6019907	-73.5193751	8750
45.6062492	-73.5338228	8754
45.6022807	-73.5219443	8755
45.6173390	-73.5598184	8759
45.6057160	-73.5320128	8759
45.6012853	-73.5169946	8760
45.6026064	-73.5214741	8760
45.6044313	-73.5276418	8762
45.6005336	-73.5143862	8762
45.6026751	-73.5217071	8765
45.6014982	-73.5176968	8765
45.6032861	-73.5237701	8765
45.6006033	-73.5146185	8765
45.6056487	-73.5317790	8766
45.6032175	-73.5235371	8766
45.6045005	-73.5278745	8767
45.5999876	-73.5125553	8767
45.6051643	-73.5301129	8767
45.6038893	-73.5258291	8767
45.5999127	-73.5122911	8768
45.6020591	-73.5196082	8769
45.6133135	-73.5494639	8770
45.6022352	-73.5192257	8770
45.6034629	-73.5233906	8770
45.6007789	-73.5142395	8770
45.5997619	-73.5107852	8771
45.6035315	-73.5236236	8771
45.6058947	-73.5316344	8772
45.6001993	-73.5123332	8772
45.6028518	-73.5213280	8774
45.6029205	-73.5215609	8775
45.6017501	-73.5175731	8775
45.6023037	-73.5194588	8775
45.6054099	-73.5299671	8775
45.6008487	-73.5144719	8775
45.6131743	-73.5498790	8777
45.6146074	-73.5532284	8778
45.6015372	-73.5168712	8780
45.6147107	-73.5535597	8783
45.6094857	-73.5413479	8785
45.6134063	-73.5496793	8789
45.6156779	-73.5563766	8790
45.6052634	-73.5294777	8790
45.6047454	-73.5277264	8795
45.6150231	-73.5532922	8797
45.6005174	-73.5108068	8797
45.6148428	-73.5530268	8798
45.6116345	-73.5462856	8799
45.6119216	-73.5457516	8800
45.6159240	-73.5562945	8800
45.6150696	-73.5528287	8800
45.6118567	-73.5460957	8801
45.6002793	-73.5126006	8801
45.6007913	-73.5126757	8803
45.6021639	-73.5173740	8805
45.6059619	-73.5318682	8805
45.6058137	-73.5297270	8805
45.6063622	-73.5316307	8807
45.6064946	-73.5336761	8810
45.6032589	-73.5210881	8812
45.6068993	-73.5334380	8812
45.6026426	-73.5189768	8812
45.6056702	-73.5292422	8812
45.6011726	-73.5140083	8812
45.6038657	-73.5231517	8814
45.6136342	-73.5494838	8815
45.6027115	-73.5192097	8815
45.6161533	-73.5560845	8816
45.6051417	-73.5274869	8817
45.6040159	-73.5233363	8817
45.6062946	-73.5313971	8818
45.6033271	-73.5213213	8819
45.6135414	-73.5492684	8820
45.6028877	-73.5188293	8820
45.6151634	-73.5530431	8821
45.6029566	-73.5190622	8821
45.6012406	-73.5142417	8821
45.6024158	-73.5172499	8823
45.6035720	-73.5211730	8825
45.6053876	-73.5273420	8825
45.6059164	-73.5290986	8826
45.6035037	-73.5209398	8830
45.6152711	-73.5526491	8830
45.6071446	-73.5332914	8830
45.6063405	-73.5305289	8835
45.6066071	-73.5314825	8835
45.6153647	-73.5528638	8839
45.6137259	-73.5491106	8840
45.6068190	-73.5321832	8840
45.6065395	-73.5312488	8840
45.6138195	-73.5493254	8841
45.6124191	-73.5455079	8844
45.6008572	-73.5124286	8844
45.6171732	-73.5595740	8850
45.6062731	-73.5302951	8850
45.6041111	-73.5230055	8850
45.6068025	-73.5299694	8852
45.6173208	-73.5594139	8855
45.6006057	-73.5108160	8855
45.6008658	-73.5103544	8855
45.6067896	-73.5302526	8855
45.6070651	-73.5311997	8855
45.6072778	-73.5319050	8860
45.6069962	-73.5309667	8860
45.6032991	-73.5185854	8874
45.6028394	-73.5170369	8875
45.6063318	-73.5288547	8888
45.6058147	-73.5270965	8889
45.6033678	-73.5188184	8891
45.6039167	-73.5206831	8892
45.6045312	-73.5227542	8892
45.6039855	-73.5209160	8897
45.6163582	-73.5557639	8900
45.6165547	-73.5555982	8900
45.6155000	-73.5524560	8900
45.6140471	-73.5491290	8901
45.6155937	-73.5526709	8901
45.6139535	-73.5489143	8902
45.6053830	-73.5246761	8902
45.6036203	-73.5186977	8903
45.6030905	-73.5169102	8905
45.6060603	-73.5269508	8905
45.6048456	-73.5228412	8907
45.6141435	-73.5487491	8908
45.6041617	-73.5205357	8910
45.6035349	-73.5184086	8910
45.6042306	-73.5207685	8915
45.6167839	-73.5554057	8920
45.6142365	-73.5489642	8925
45.6098334	-73.5423073	8925
45.6075101	-73.5320404	8925
45.6156951	-73.5523007	8926
45.6157890	-73.5525155	8927
45.6097745	-73.5420688	8930
45.6100253	-73.5430137	8930
45.6095708	-73.5413127	8935
45.6070344	-73.5301042	8935
45.6073100	-73.5310516	8935
45.6100863	-73.5432511	8935
45.6080020	-73.5317631	8937
45.6101952	-73.5418467	8940
45.6075239	-73.5317609	8940
45.6072411	-73.5308187	8940
45.6047767	-73.5226083	8940
45.6102531	-73.5420856	8945
45.6100173	-73.5411196	8945
45.6040250	-73.5180860	8950
45.6104236	-73.5427981	8950
45.6065780	-73.5287108	8950
45.6058767	-73.5243663	8950
45.6160152	-73.5523161	8951
45.6022367	-73.5107029	8953
45.6074513	-73.5298553	8955
45.6077248	-73.5308060	8955
45.6104819	-73.5430369	8955
45.6060591	-73.5295806	8955
45.6071789	-73.5289099	8955
45.6143718	-73.5485544	8956
45.6036082	-73.5166481	8959
45.6169807	-73.5552413	8960
45.6079364	-73.5315283	8960
45.6070486	-73.5284367	8960
45.6046510	-73.5202510	8962
45.6076572	-73.5305723	8962
45.6033463	-73.5157735	8964
45.6082406	-73.5326289	8964
45.6052673	-73.5223188	8964
45.6047187	-73.5204846	8965
45.6065448	-73.5266543	8965
45.6041190	-73.5184185	8965
45.6053370	-73.5225512	8969
45.6144649	-73.5487696	8971
45.6049646	-73.5203397	8971
45.6162043	-73.5521322	8971
45.6048968	-73.5201062	8972
45.6061931	-73.5244486	8973
45.6146846	-73.5485861	8975
45.6079711	-73.5306629	8975
45.6067901	-73.5265077	8975
45.6043643	-73.5182719	8975
45.6042711	-73.5179423	8976
45.6027631	-73.5125181	8976
45.6038594	-73.5165221	8977
45.6028408	-73.5127668	8977
45.6036739	-73.5156499	8980
45.6159213	-73.5521013	8980
45.6079036	-73.5304292	8980
45.6043801	-73.5178808	8980
45.6145922	-73.5483704	8982
45.6161116	-73.5519163	8984
45.6061213	-73.5242174	8984
45.6045079	-73.5181483	8985
45.6045085	-73.5181476	8987
45.6072938	-73.5282895	8990
45.6074245	-73.5287639	8995
45.5949377	-73.5122553	900
45.6177622	-73.5508718	9000
45.6176354	-73.5548188	9000
45.6181280	-73.5586389	9000
45.6189755	-73.5579038	9000
45.6044619	-73.5178322	9000
45.6095235	-73.5378240	9000
45.6055130	-73.5221732	9000
45.6099686	-73.5397028	9000
45.6179124	-73.5507373	9001
45.6192637	-73.5583339	9001
45.6055827	-73.5224056	9005
45.6100246	-73.5399426	9005
45.6105214	-73.5396980	9007
45.6106743	-73.5426714	9010
45.6048998	-73.5179473	9011
45.6067236	-73.5262734	9014
45.6107326	-73.5429101	9015
45.6033938	-73.5127375	9017
45.6081393	-73.5302948	9020
45.6070113	-73.5261055	9020
45.6033192	-73.5124886	9020
45.6075566	-73.5281272	9020
45.6181793	-73.5553476	9021
45.6070749	-73.5263415	9021
45.6095800	-73.5380636	9021
45.6111603	-73.5424429	9022
45.6048056	-73.5176183	9024
45.6060510	-73.5218529	9024
45.6027765	-73.5106725	9025
45.6076838	-73.5286109	9025
45.6055108	-73.5200138	9027
45.6044214	-73.5162427	9027
45.6082033	-73.5305305	9027
45.6065110	-73.5242611	9027
45.6065267	-73.5239784	9028
45.6054428	-73.5197804	9030
45.6099903	-73.5375832	9030
45.6104635	-73.5394591	9030
45.6065992	-73.5239366	9030
45.6041878	-73.5154365	9032
45.6112157	-73.5426830	9033
45.6100513	-73.5378205	9033
45.6085494	-73.5327199	9035
45.6087610	-73.5325964	9037
45.6061198	-73.5220858	9037
45.6035978	-73.5124713	9038
45.6056910	-73.5196432	9040
45.6083852	-73.5301502	9040
45.6114127	-73.5423231	9040
45.6102407	-73.5374551	9040
45.6094838	-73.5342176	9040
45.6107152	-73.5393358	9040
45.6057589	-73.5198770	9041
45.6030525	-73.5106491	9041
45.6036701	-73.5127188	9041
45.6095107	-73.5344739	9041
45.6072587	-73.5259659	9042
45.6044424	-73.5153243	9044
45.6046727	-73.5161174	9045
45.6084493	-73.5303860	9045
45.6073222	-73.5262018	9045
45.6051502	-73.5178183	9045
45.6079307	-73.5284692	9045
45.6107730	-73.5395747	9045
45.6067480	-73.5241247	9045
45.6066622	-73.5239012	9048
45.6103017	-73.5376924	9049
45.6050561	-73.5174903	9050
45.6078023	-73.5279817	9050
45.6080833	-73.5278218	9050
45.6075430	-73.5258106	9052
45.6114682	-73.5425632	9053
45.6097459	-73.5340715	9054
45.6098061	-73.5343094	9055
45.6076048	-73.5260475	9057
45.6068110	-73.5240894	9057
45.6069008	-73.5237704	9058
45.6068840	-73.5240495	9059
45.6061577	-73.5196750	9067
45.6090084	-73.5324568	9071
45.6089447	-73.5322209	9072
45.6105539	-73.5372962	9072
45.6070992	-73.5236640	9072
45.6092939	-73.5323012	9073
45.6071790	-73.5236199	9074
45.6112456	-73.5393445	9075
45.6106976	-73.5374915	9079
45.6107600	-73.5374594	9081
45.6087107	-73.5299528	9082
45.6119590	-73.5423279	9083
45.6087702	-73.5301914	9085
45.6056040	-73.5176040	9085
45.6063652	-73.5219395	9085
45.6082797	-73.5282750	9085
45.6070770	-73.5239459	9085
45.6092337	-73.5320634	9086
45.6072555	-73.5235763	9086
45.6051202	-73.5158936	9087
45.6108011	-73.5374375	9087
45.6060935	-73.5194393	9088
45.6055144	-73.5172716	9088
45.6041621	-73.5124277	9088
45.6063438	-73.5193108	9090
45.6057675	-73.5171532	9090
45.6119023	-73.5420884	9090
45.6058575	-73.5174879	9091
45.6042332	-73.5126753	9091
45.6074840	-73.5237214	9093
45.6053721	-73.5157699	9095
45.6036536	-73.5105583	9095
45.6067298	-73.5217217	9095
45.6144594	-73.5473353	9100
45.6148193	-73.5481729	9100
45.6201906	-73.5568312	9100
45.6094824	-73.5319289	9100
45.6044356	-73.5123951	9100
45.6107829	-73.5371774	9100
45.6083314	-73.5276848	9100
45.6085872	-73.5275485	9100
45.6099927	-73.5339296	9100
45.6111876	-73.5391057	9100
45.6145525	-73.5475505	9101
45.6149117	-73.5483886	9101
45.6164103	-73.5520367	9101
45.6192781	-73.5581224	9101
45.6100530	-73.5341676	9101
45.6049124	-73.5151328	9102
45.6090174	-73.5300502	9103
45.6039194	-73.5105038	9105
45.6045060	-73.5126370	9105
45.6110298	-73.5373176	9105
45.6069769	-73.5215813	9105
45.6085285	-73.5281407	9105
45.6088180	-73.5278977	9105
45.6122122	-73.5422111	9109
45.6121554	-73.5419716	9110
45.6108242	-73.5371555	9110
45.6044371	-73.5103981	9115
45.6153733	-73.5480971	9120
45.6077922	-73.5256776	9120
45.6080814	-73.5255268	9120
45.6108865	-73.5371229	9120
45.6153114	-73.5480526	9121
45.6078539	-73.5259145	9125
45.6081406	-73.5257651	9125
45.6112145	-73.5372218	9125
45.6049632	-73.5122985	9126
45.6127623	-73.5419672	9127
45.6112994	-73.5371860	9127
45.6051726	-73.5150439	9130
45.6089578	-73.5298122	9130
45.6098014	-73.5317579	9130
45.6069115	-73.5213464	9130
45.6093090	-73.5296248	9132
45.6102723	-73.5337640	9134
45.6103352	-73.5340004	9135
45.6152539	-73.5467753	9136
45.6075018	-73.5234448	9140
45.6064081	-73.5195464	9145
45.6093643	-73.5298651	9145
45.6050290	-73.5125412	9145
45.6068355	-73.5193240	9147
45.6067707	-73.5190886	9150
45.6153486	-73.5477833	9150
45.6110769	-73.5370242	9150
45.6076461	-73.5233728	9150
45.6155821	-73.5479960	9151
45.6113319	-73.5369160	9152
45.6073065	-73.5211332	9152
45.6062932	-73.5172942	9155
45.6115676	-73.5371006	9155
45.6073715	-73.5213684	9155
45.6076223	-73.5236525	9155
45.6062033	-73.5169537	9156
45.6058271	-73.5155505	9159
45.6154361	-73.5477637	9160
45.6064570	-73.5168383	9160
45.6052326	-73.5122505	9160
45.6126184	-73.5417664	9160
45.6155583	-73.5480586	9161
45.6060784	-73.5154258	9161
45.6052985	-73.5124938	9163
45.6078714	-73.5235193	9163
45.6118329	-73.5370461	9165
45.6128721	-73.5416507	9168
45.6083292	-73.5253884	9170
45.6088273	-73.5274245	9170
45.6088909	-73.5273928	9170
45.6056443	-73.5148313	9174
45.6066370	-73.5151408	9175
45.6065474	-73.5171814	9175
45.6071275	-73.5169242	9175
45.6058950	-73.5147041	9176
45.6116159	-73.5368281	9178
45.6138340	-73.5411990	9180
45.6070869	-73.5191996	9181
45.6076193	-73.5212306	9181
45.6117035	-73.5368093	9182
45.6083884	-73.5256270	9183
45.6080038	-73.5210106	9183
45.6080069	-73.5234417	9183
45.6123647	-73.5368351	9185
45.6080899	-73.5233972	9185
45.6122307	-73.5366277	9190
45.6075544	-73.5209954	9190
45.6153574	-73.5470111	9191
45.6079403	-73.5207747	9192
45.6089643	-73.5273552	9192
45.6086891	-73.5251743	9194
45.6074769	-73.5190163	9197
45.5950767	-73.5127375	920
45.6075669	-73.5138672	9200
45.6155187	-73.5467385	9200
45.6197537	-73.5529919	9200
45.6081146	-73.5231171	9200
45.6154456	-73.5469988	9201
45.6182268	-73.5552809	9201
45.6198399	-73.5538826	9201
45.6202649	-73.5572457	9201
45.6101061	-73.5318645	9201
45.6105844	-73.5338670	9201
45.6159878	-73.5479352	9205
45.6071885	-73.5120026	9205
45.6088326	-73.5253629	9207
45.6100507	-73.5316242	9210
45.6095669	-73.5270391	9210
45.6077291	-73.5188954	9215
45.6068878	-73.5150138	9215
45.6091681	-73.5277982	9215
45.6096053	-73.5275597	9215
45.6160456	-73.5479887	9235
45.6069674	-73.5166078	9238
45.6072204	-73.5164908	9240
45.5950718	-73.5120471	925
45.6160420	-73.5476729	9250
45.6104893	-73.5313887	9250
45.6091511	-73.5249278	9250
45.6094250	-73.5247492	9250
45.6077188	-73.5162547	9250
45.6105320	-73.5316359	9255
45.6096428	-73.5248855	9255
45.6097098	-73.5248425	9259
45.6161303	-73.5476614	9260
45.6109961	-73.5336683	9261
45.6096498	-73.5269943	9280
45.6100642	-73.5267630	9280
45.6074138	-73.5147492	9285
45.6098539	-73.5274243	9285
45.6177009	-73.5508502	9291
45.6090017	-73.5226748	9292
45.6071657	-73.5117506	9294
45.6081842	-73.5186728	9299
45.6090503	-73.5229183	9299
45.6079716	-73.5161360	9300
45.6087989	-73.5203155	9300
45.6092524	-73.5225468	9300
45.6179262	-73.5506484	9301
45.6088476	-73.5205590	9301
45.6090630	-73.5201843	9302
45.6076649	-73.5146234	9303
45.6099473	-73.5247019	9305
45.6162338	-73.5479611	9306
45.6209362	-73.5561724	9310
45.6084362	-73.5185508	9315
45.6074246	-73.5116586	9318
45.6163150	-73.5468425	9321
45.6189152	-73.5517830	9321
45.6102811	-73.5271166	9325
45.6100263	-73.5246593	9327
45.6165876	-73.5474649	9330
45.6064565	-73.5099348	9333
45.6101075	-73.5246166	9335
45.6074483	-73.5119109	9335
45.6162913	-73.5465723	9340
45.6082590	-73.5160024	9344
45.6068625	-73.5101980	9347
45.6101368	-73.5243332	9350
45.6071227	-73.5101173	9351
45.6202345	-73.5535279	9355
45.6214405	-73.5524423	9355
45.6078190	-73.5137444	9360
45.6191361	-73.5520136	9360
45.6182660	-73.5503265	9361
45.6087250	-73.5184122	9365
45.6103569	-73.5244892	9367
45.6076200	-73.5118478	9367
45.6076624	-73.5115712	9368
45.6077402	-73.5115431	9370
45.6103132	-73.5242431	9372
45.6075408	-73.5100131	9381
45.6078695	-73.5117578	9381
45.6079387	-73.5117334	9383
45.6080161	-73.5117065	9385
45.6084952	-73.5162798	9387
45.6078100	-73.5115185	9388
45.6079721	-73.5144700	9389
45.6094888	-73.5224234	9390
45.6079588	-73.5136781	9392
45.6214946	-73.5523981	9393
45.6091080	-73.5204296	9395
45.6125909	-73.5383736	9400
45.6113660	-73.5309387	9400
45.6122834	-73.5355115	9400
45.6115702	-73.5319563	9400
45.6124863	-73.5365228	9400
45.6103135	-73.5266259	9400
45.6127831	-73.5384254	9401
45.6114148	-73.5311817	9401
45.6123322	-73.5357545	9401
45.6111629	-73.5299264	9401
45.6085127	-73.5158845	9402
45.6082236	-73.5143449	9403
45.6102815	-73.5271167	9403
45.6082114	-73.5135592	9404
45.6089765	-73.5182863	9405
45.6078036	-73.5099493	9405
45.6116189	-73.5321993	9405
45.6093601	-73.5203071	9405
45.6109162	-73.5267715	9405
45.6097847	-73.5225384	9405
45.6093155	-73.5200618	9408
45.6080597	-73.5114314	9410
45.6097400	-73.5222927	9410
45.6081447	-73.5114020	9412
45.6125375	-73.5304914	9414
45.6082302	-73.5113718	9414
45.6123400	-73.5294389	9415
45.6081016	-73.5116769	9417
45.6124499	-73.5368002	9421
45.6218169	-73.5575496	9425
45.6120302	-73.5320327	9425
45.6131573	-73.5375842	9427
45.6096072	-73.5201898	9437
45.6088323	-73.5157363	9440
45.6084249	-73.5134596	9442
45.6095634	-73.5199441	9442
45.6106963	-73.5264180	9442
45.6099538	-73.5221815	9442
45.6085637	-73.5141762	9445
45.6088953	-73.5160881	9445
45.6131952	-73.5373041	9446
45.6092609	-73.5181375	9447
45.6099980	-73.5224276	9447
45.6094695	-73.5177660	9450
45.6126726	-73.5353575	9450
45.6120681	-73.5317546	9450
45.6109455	-73.5262823	9450
45.6102051	-73.5220538	9450
45.6095126	-73.5180119	9451
45.6091475	-73.5159646	9451
45.6128051	-73.5355673	9451
45.6083595	-73.5115857	9451
45.6090851	-73.5156164	9452
45.6088150	-73.5140490	9455
45.6106085	-73.5243632	9455
45.6098592	-73.5200668	9455
45.6128906	-73.5355338	9459
45.6086767	-73.5133359	9460
45.6132806	-73.5372700	9460
45.6121535	-73.5317206	9460
45.6098160	-73.5198206	9460
45.6134134	-73.5374817	9461
45.6137819	-73.5370827	9486
45.6097326	-73.5179081	9487
45.6136331	-73.5363236	9487
45.6127261	-73.5314963	9490
45.6100520	-73.5197020	9490
45.6125833	-73.5307355	9491
45.6096940	-73.5176601	9492
45.6083229	-73.5098265	9493
45.6093242	-73.5155008	9494
45.6104448	-73.5219343	9494
45.6089163	-73.5132128	9496
45.6085691	-73.5112490	9496
45.6108343	-73.5242528	9497
45.6093805	-73.5158475	9497
45.6086139	-73.5114935	9497
45.6100960	-73.5199479	9497
45.6111674	-73.5261611	9498
45.6090456	-73.5139300	9499
45.6138294	-73.5373263	9499
45.6213206	-73.5559866	9500
45.6129291	-73.5352568	9500
45.6114172	-73.5260253	9500
45.6092968	-73.5138017	9501
45.6096325	-73.5157235	9501
45.6088722	-73.5114021	9501
45.6107375	-73.5220498	9501
45.6106957	-73.5218019	9502
45.6114378	-73.5265589	9503
45.6117561	-73.5263879	9503
45.6099851	-73.5177845	9505
45.6085834	-73.5097497	9505
45.6110871	-73.5241319	9505
45.6103477	-73.5198218	9505
45.6091673	-73.5130856	9510
45.6099468	-73.5175356	9510
45.6110453	-73.5238855	9510
45.6095775	-73.5153789	9510
45.6088273	-73.5111576	9510
45.6135863	-73.5360798	9510
45.6134435	-73.5353184	9511
45.6090708	-73.5110732	9512
45.6133977	-73.5350742	9520
45.6103036	-73.5195760	9520
45.6091141	-73.5113183	9527
45.6093721	-73.5112257	9533
45.6098801	-73.5156043	9535
45.6112921	-73.5237723	9540
45.6101907	-73.5174110	9542
45.6098209	-73.5152622	9542
45.6105939	-73.5196987	9545
45.6094202	-73.5129591	9546
45.6116674	-73.5258899	9546
45.6102344	-73.5176572	9547
45.6088302	-73.5096628	9547
45.6113334	-73.5240187	9547
45.6105518	-73.5194519	9548
45.6109407	-73.5216665	9548
45.6095532	-73.5136725	9549
45.6109801	-73.5219158	9549
45.5952747	-73.5127548	955
45.6096719	-73.5128353	9550
45.6093288	-73.5109806	9550
45.6108050	-73.5193331	9550
45.6111916	-73.5215360	9550
45.6098048	-73.5135459	9551
45.6090880	-73.5095690	9551
45.6112314	-73.5217838	9551
45.6115447	-73.5236506	9552
45.6104857	-73.5175308	9553
45.6115864	-73.5238978	9553
45.6101324	-73.5154821	9555
45.6108470	-73.5195792	9555
45.6104427	-73.5172845	9556
45.6105447	-73.5152813	9557
45.5953093	-73.5128710	957
45.6100740	-73.5151397	9580
45.6108547	-73.5170807	9584
45.6104862	-73.5149386	9586
45.6097577	-73.5108209	9586
45.6108974	-73.5173271	9589
45.6115927	-73.5213384	9590
45.6095081	-73.5094109	9593
45.6098015	-73.5110658	9593
45.6119561	-73.5234410	9594
45.6102013	-73.5133467	9595
45.6119973	-73.5236884	9595
45.6116348	-73.5215850	9595
45.6112172	-73.5191510	9596
45.6112599	-73.5193968	9597
45.6100724	-73.5126415	9598
45.6103242	-73.5125161	9600
45.6111073	-73.5169587	9600
45.6100159	-73.5107294	9600
45.6114723	-73.5190424	9600
45.6118447	-73.5212126	9600
45.6104532	-73.5132217	9601
45.6122492	-73.5235614	9601
45.6100597	-73.5109744	9601
