"","age","y"
"1361","g3",52965
"1362","g3",53018
"1363","g3",53049
"1364","g3",53171
"1365","g3",53417.5
"1366","g3",53447
"1367","g3",53511
"1368","g3",53536.5
"1369","g3",53630.5
"1370","g3",53755
"1371","g3",53862
"1372","g3",53956
"1373","g3",54163
"1374","g3",54297
"1375","g3",54308.5
"1376","g3",54337.5
"1377","g3",54407.5
"1378","g3",54480
"1379","g3",54593
"1380","g3",54642
"1381","g3",55602
"1382","g3",55703.5
"1383","g3",55719.5
"1384","g3",55767.5
"1385","g3",55781.5
"1386","g3",55890
"1387","g3",55923.5
"1388","g3",56125
"1389","g3",56253
"1390","g3",56392
"1391","g3",56594
"1392","g3",57231
"1393","g3",57760.5
"1394","g3",57815
"1395","g3",57944
"1396","g3",58014.5
"1397","g3",58172
"1398","g3",58268
"1399","g3",58435.5
"1400","g3",58580.5
"1401","g3",58613.5
"1402","g3",58642
"1403","g3",58679
"1404","g3",59083
"1405","g3",59150
"1406","g3",59356.5
"1407","g3",59443
"1408","g3",59657.5
"1409","g3",59672.5
"1410","g3",59779.5
"1411","g3",59910
"1412","g3",60057
"1413","g3",61071
"1414","g3",61519.5
"1415","g3",61726.5
"1416","g3",62040.5
"1417","g3",62199
"1418","g3",62439
"1419","g3",62446.5
"1420","g3",63152
"1421","g3",63675
"1422","g3",63722.5
"1423","g3",63762
"1424","g3",64786.5
"1425","g3",64904.5
"1426","g3",65176.5
"1427","g3",65498.5
"1428","g3",66348.5
"1429","g3",66497.5
"1430","g3",66777.5
"1431","g3",67205.5
"1432","g3",67253.5
"1433","g3",67265
"1434","g3",67322
"1435","g3",68187.5
"1436","g3",68827
"1437","g3",69355.5
"1438","g3",69506.5
"1439","g3",69933
"1440","g3",70190
"1441","g3",70311
"1442","g3",70452
"1443","g3",70502.5
"1444","g3",71587.5
"1445","g3",71590.5
"1446","g3",72063.5
"1447","g3",72205.5
"1448","g3",72392
"1449","g3",73375.5
"1450","g3",73801.5
"1451","g3",74014.5
"1452","g3",75718
"1453","g3",75930.5
"1454","g3",76044.5
"1455","g3",76267
"1456","g3",76569.5
"1457","g3",76569.5
"1458","g3",76655
"1459","g3",77187.5
"1460","g3",78609.5
"1461","g3",78699
"1462","g3",79179.5
"1463","g3",81680.5
"1464","g3",81749
"1465","g3",82106.5
"1466","g3",82532.5
"1467","g3",83512
"1468","g3",83810.5
"1469","g3",83810.5
"1470","g3",83810.5
"1471","g3",83810.5
"1472","g3",83810.5
"1473","g3",83810.5
"1474","g3",83810.5
"1475","g3",83810.5
"1476","g3",83810.5
"1477","g3",83810.5
"1478","g3",83810.5
"1479","g3",83810.5
"1480","g2",886.5
"1481","g2",949
"1482","g2",1266.5
"1483","g2",1701.5
"1484","g2",1879.5
"1485","g2",2102
"1486","g2",2187.5
"1487","g2",2194
"1488","g2",2198
"1489","g2",2455
"1490","g2",2560
"1491","g2",2738
"1492","g2",2799
"1493","g2",2954
"1494","g2",3167.5
"1495","g2",3437.5
"1496","g2",3517
"1497","g2",3524.5
"1498","g2",3539.5
"1499","g2",3549.5
"1500","g2",3561.5
"1501","g2",3562.5
"1502","g2",3587.5
"1503","g2",3589.5
"1504","g2",3638.5
"1505","g2",3723.5
"1506","g2",3791
"1507","g2",3803
"1508","g2",3852.5
"1509","g2",3855
"1510","g2",3894
"1511","g2",3899.5
"1512","g2",3969.5
"1513","g2",3992
"1514","g2",4013
"1515","g2",4060
"1516","g2",4098.5
"1517","g2",4222.5
"1518","g2",4247.5
"1519","g2",4261.5
"1520","g2",4276
"1521","g2",4345
"1522","g2",4444.5
"1523","g2",4582.5
"1524","g2",4589
"1525","g2",4591
"1526","g2",4696.5
"1527","g2",4703.5
"1528","g2",4742.5
"1529","g2",4761
"1530","g2",4791
"1531","g2",4837
"1532","g2",4911.5
"1533","g2",4914.5
"1534","g2",4933
"1535","g2",4981.5
"1536","g2",4999
"1537","g2",5004.5
"1538","g2",5092.5
"1539","g2",5106.5
"1540","g2",5106.5
"1541","g2",5236
"1542","g2",5273
"1543","g2",5280
"1544","g2",5283.5
"1545","g2",5304
"1546","g2",5412
"1547","g2",5419
"1548","g2",5439.5
"1549","g2",5471.5
"1550","g2",5476.5
"1551","g2",5496
"1552","g2",5535
"1553","g2",5557.5
"1554","g2",5606
"1555","g2",5606
"1556","g2",5621
"1557","g2",5625
"1558","g2",5652.5
"1559","g2",5659
"1560","g2",5682.5
"1561","g2",5738
"1562","g2",5781.5
"1563","g2",5843
"1564","g2",5867
"1565","g2",5867
"1566","g2",5867
"1567","g2",5869.5
"1568","g2",5906
"1569","g2",6038.5
"1570","g2",6048.5
"1571","g2",6072
"1572","g2",6075.5
"1573","g2",6186.5
"1574","g2",6192
"1575","g2",6210
"1576","g2",6267.5
"1577","g2",6334
"1578","g2",6335
"1579","g2",6348.5
"1580","g2",6360
"1581","g2",6399.5
"1582","g2",6403
"1583","g2",6430.5
"1584","g2",6444.5
"1585","g2",6490.5
"1586","g2",6514
"1587","g2",6529
"1588","g2",6541.5
"1589","g2",6609
"1590","g2",6655
"1591","g2",6661.5
"1592","g2",6678
"1593","g2",6691.5
"1594","g2",6701.5
"1595","g2",6755.5
"1596","g2",6759.5
"1597","g2",6759.5
"1598","g2",6760.5
"1599","g2",6761
"1600","g2",6762.5
"1601","g2",6770.5
"1602","g2",6782
"1603","g2",6793
"1604","g2",6812
"1605","g2",6854
"1606","g2",6869.5
"1607","g2",6886
"1608","g2",6889.5
"1609","g2",6904
"1610","g2",6916.5
"1611","g2",6924.5
"1612","g2",6927.5
"1613","g2",6946
"1614","g2",6961
"1615","g2",6994
"1616","g2",7003
"1617","g2",7006
"1618","g2",7048
"1619","g2",7117
"1620","g2",7182.5
"1621","g2",7209.5
"1622","g2",7248
"1623","g2",7253.5
"1624","g2",7269
"1625","g2",7302.5
"1626","g2",7408
"1627","g2",7409
"1628","g2",7424
"1629","g2",7474
"1630","g2",7500.5
"1631","g2",7515.5
"1632","g2",7531.5
"1633","g2",7538.5
"1634","g2",7543
"1635","g2",7556
"1636","g2",7556.5
"1637","g2",7569
"1638","g2",7570.5
"1639","g2",7597.5
"1640","g2",7602.5
"1641","g2",7613
"1642","g2",7648.5
"1643","g2",7663.5
"1644","g2",7696.5
"1645","g2",7716
"1646","g2",7771.5
"1647","g2",7841
"1648","g2",7877.5
"1649","g2",7914
"1650","g2",7941
"1651","g2",7941
"1652","g2",7954.5
"1653","g2",7955
"1654","g2",7995
"1655","g2",8052.5
"1656","g2",8054
"1657","g2",8089
"1658","g2",8089.5
"1659","g2",8093.5
"1660","g2",8098.5
"1661","g2",8119.5
"1662","g2",8176
"1663","g2",8244
"1664","g2",8250.5
"1665","g2",8312.5
"1666","g2",8381
"1667","g2",8381
"1668","g2",8381
"1669","g2",8403
"1670","g2",8408
"1671","g2",8484.5
"1672","g2",8486
"1673","g2",8508.5
"1674","g2",8535.5
"1675","g2",8643
"1676","g2",8652
"1677","g2",8672
"1678","g2",8712
"1679","g2",8744
"1680","g2",8790
"1681","g2",8797.5
"1682","g2",8799
"1683","g2",8807
"1684","g2",8820.5
"1685","g2",8833
"1686","g2",8863.5
"1687","g2",8903
"1688","g2",8939.5
"1689","g2",8946.5
"1690","g2",8947
"1691","g2",8978.5
"1692","g2",8989
"1693","g2",9020
"1694","g2",9077.5
"1695","g2",9099.5
"1696","g2",9175.5
"1697","g2",9181
"1698","g2",9188
"1699","g2",9189
"1700","g2",9191.5
"1701","g2",9205.5
"1702","g2",9252.5
"1703","g2",9257.5
"1704","g2",9258.5
"1705","g2",9276.5
"1706","g2",9301
"1707","g2",9318
"1708","g2",9328.5
"1709","g2",9330
"1710","g2",9335
"1711","g2",9336.5
"1712","g2",9413.5
"1713","g2",9473
"1714","g2",9473.5
"1715","g2",9480.5
"1716","g2",9493
"1717","g2",9497
"1718","g2",9511
"1719","g2",9562.5
"1720","g2",9590
"1721","g2",9590.5
"1722","g2",9592.5
"1723","g2",9613
"1724","g2",9617.5
"1725","g2",9624.5
"1726","g2",9631
"1727","g2",9631.5
"1728","g2",9661
"1729","g2",9690
"1730","g2",9699.5
"1731","g2",9734
"1732","g2",9755
"1733","g2",9831.5
"1734","g2",9843
"1735","g2",9851
"1736","g2",9954.5
"1737","g2",9969
"1738","g2",10017
"1739","g2",10050.5
"1740","g2",10057
"1741","g2",10057
"1742","g2",10173
"1743","g2",10245.5
"1744","g2",10285.5
"1745","g2",10301.5
"1746","g2",10304
"1747","g2",10325
"1748","g2",10434
"1749","g2",10453.5
"1750","g2",10454.5
"1751","g2",10469
"1752","g2",10483
"1753","g2",10491.5
"1754","g2",10541
"1755","g2",10583.5
"1756","g2",10585
"1757","g2",10607
"1758","g2",10607
"1759","g2",10658
"1760","g2",10666.5
"1761","g2",10711.5
"1762","g2",10716.5
"1763","g2",10741.5
"1764","g2",10750.5
"1765","g2",10758
"1766","g2",10768
"1767","g2",10839
"1768","g2",10854
"1769","g2",10881.5
"1770","g2",10881.5
"1771","g2",10895
"1772","g2",10895
"1773","g2",10922.5
"1774","g2",10955
"1775","g2",10964
"1776","g2",10972.5
"1777","g2",10996
"1778","g2",11019
"1779","g2",11031
"1780","g2",11051.5
"1781","g2",11065
"1782","g2",11087.5
"1783","g2",11094.5
"1784","g2",11190
"1785","g2",11222.5
"1786","g2",11242
"1787","g2",11261.5
"1788","g2",11280
"1789","g2",11283
"1790","g2",11302.5
"1791","g2",11307.5
"1792","g2",11307.5
"1793","g2",11309.5
"1794","g2",11321
"1795","g2",11326.5
"1796","g2",11328
"1797","g2",11335
"1798","g2",11349
"1799","g2",11377
"1800","g2",11430
"1801","g2",11446
"1802","g2",11449
"1803","g2",11457
"1804","g2",11537.5
"1805","g2",11548.5
"1806","g2",11635
"1807","g2",11637
"1808","g2",11691
"1809","g2",11692.5
"1810","g2",11705.5
"1811","g2",11719.5
"1812","g2",11747
"1813","g2",11768
"1814","g2",11815.5
"1815","g2",11825.5
"1816","g2",11841.5
"1817","g2",11857
"1818","g2",11871
"1819","g2",11897
"1820","g2",12026
"1821","g2",12117
"1822","g2",12159.5
"1823","g2",12159.5
"1824","g2",12199.5
"1825","g2",12280
"1826","g2",12288
"1827","g2",12344.5
"1828","g2",12347
"1829","g2",12358.5
"1830","g2",12360
"1831","g2",12363
"1832","g2",12365.5
"1833","g2",12447.5
"1834","g2",12517
"1835","g2",12519.5
"1836","g2",12536.5
"1837","g2",12544
"1838","g2",12570
"1839","g2",12571.5
"1840","g2",12585.5
"1841","g2",12614
"1842","g2",12631.5
"1843","g2",12639
"1844","g2",12716
"1845","g2",12761
"1846","g2",12824
"1847","g2",12906
"1848","g2",12910.5
"1849","g2",12992
"1850","g2",12997.5
"1851","g2",13024.5
"1852","g2",13038.5
"1853","g2",13038.5
"1854","g2",13039
"1855","g2",13044.5
"1856","g2",13067.5
"1857","g2",13096
"1858","g2",13099.5
"1859","g2",13134.5
"1860","g2",13137.5
"1861","g2",13152.5
"1862","g2",13154.5
"1863","g2",13165
"1864","g2",13172
"1865","g2",13218
"1866","g2",13231.5
"1867","g2",13241
"1868","g2",13300.5
"1869","g2",13338
"1870","g2",13341
"1871","g2",13344
"1872","g2",13349
"1873","g2",13382
"1874","g2",13385.5
"1875","g2",13390.5
"1876","g2",13396
"1877","g2",13396.5
"1878","g2",13397.5
"1879","g2",13416.5
"1880","g2",13451
"1881","g2",13464.5
"1882","g2",13489.5
"1883","g2",13492.5
"1884","g2",13501
"1885","g2",13513
"1886","g2",13606
"1887","g2",13631.5
"1888","g2",13643
"1889","g2",13670.5
"1890","g2",13691
"1891","g2",13725
"1892","g2",13756
"1893","g2",13794.5
"1894","g2",13808
"1895","g2",13810.5
"1896","g2",13817
"1897","g2",13817.5
"1898","g2",13822
"1899","g2",13826
"1900","g2",13849.5
"1901","g2",13855
"1902","g2",13869
"1903","g2",13888.5
"1904","g2",13915
"1905","g2",13931.5
"1906","g2",13984.5
"1907","g2",13987
"1908","g2",14025
"1909","g2",14028
"1910","g2",14035
"1911","g2",14055
"1912","g2",14055.5
"1913","g2",14167
"1914","g2",14206.5
"1915","g2",14206.5
"1916","g2",14220.5
"1917","g2",14234
"1918","g2",14240.5
"1919","g2",14242
"1920","g2",14261
"1921","g2",14275
"1922","g2",14276.5
"1923","g2",14290.5
"1924","g2",14302.5
"1925","g2",14305.5
"1926","g2",14305.5
"1927","g2",14341.5
"1928","g2",14343.5
"1929","g2",14343.5
"1930","g2",14352.5
"1931","g2",14358.5
"1932","g2",14428.5
"1933","g2",14445.5
"1934","g2",14447
"1935","g2",14454
"1936","g2",14488.5
"1937","g2",14496
"1938","g2",14518.5
"1939","g2",14518.5
"1940","g2",14545
"1941","g2",14547.5
"1942","g2",14574.5
"1943","g2",14604.5
"1944","g2",14632.5
"1945","g2",14649.5
"1946","g2",14720
"1947","g2",14726
"1948","g2",14744
"1949","g2",14747
"1950","g2",14820.5
"1951","g2",14830
"1952","g2",14831.5
"1953","g2",14839
"1954","g2",14866
"1955","g2",14874
"1956","g2",14893.5
"1957","g2",14896
"1958","g2",14898
"1959","g2",14929
"1960","g2",14935.5
"1961","g2",14976
"1962","g2",15056.5
"1963","g2",15058.5
"1964","g2",15058.5
"1965","g2",15085.5
"1966","g2",15085.5
"1967","g2",15106
"1968","g2",15114.5
"1969","g2",15119
"1970","g2",15119.5
"1971","g2",15120
"1972","g2",15168
"1973","g2",15173.5
"1974","g2",15219.5
"1975","g2",15271
"1976","g2",15314
"1977","g2",15352.5
"1978","g2",15354
"1979","g2",15363
"1980","g2",15389.5
"1981","g2",15447.5
"1982","g2",15453.5
"1983","g2",15469.5
"1984","g2",15471.5
"1985","g2",15479
"1986","g2",15498
"1987","g2",15498
"1988","g2",15547.5
"1989","g2",15576.5
"1990","g2",15580
"1991","g2",15594
"1992","g2",15628.5
"1993","g2",15632.5
"1994","g2",15641.5
"1995","g2",15654.5
"1996","g2",15677
"1997","g2",15689
"1998","g2",15731.5
"1999","g2",15742.5
"2000","g2",15751.5
"2001","g2",15763.5
"2002","g2",15765.5
"2003","g2",15785.5
"2004","g2",15797
"2005","g2",15834
"2006","g2",15848.5
"2007","g2",15875
"2008","g2",15883
"2009","g2",15896
"2010","g2",15910
"2011","g2",15913
"2012","g2",15919.5
"2013","g2",15922
"2014","g2",15924
"2015","g2",15930.5
"2016","g2",15931.5
"2017","g2",15979
"2018","g2",16023.5
"2019","g2",16036
"2020","g2",16073.5
"2021","g2",16076
"2022","g2",16232
"2023","g2",16247.5
"2024","g2",16281.5
"2025","g2",16307
"2026","g2",16314.5
"2027","g2",16316.5
"2028","g2",16322
"2029","g2",16322
"2030","g2",16336
"2031","g2",16377
"2032","g2",16444
"2033","g2",16485
"2034","g2",16535
"2035","g2",16549
"2036","g2",16549
"2037","g2",16615
"2038","g2",16652
"2039","g2",16678.5
"2040","g2",16713.5
"2041","g2",16729.5
"2042","g2",16734.5
"2043","g2",16734.5
"2044","g2",16739
"2045","g2",16748
"2046","g2",16762
"2047","g2",16776
"2048","g2",16776
"2049","g2",16777
"2050","g2",16781
"2051","g2",16847
"2052","g2",16851
"2053","g2",16864
"2054","g2",16865.5
"2055","g2",16882.5
"2056","g2",16928
"2057","g2",16945.5
"2058","g2",16954.5
"2059","g2",16990
"2060","g2",16996.5
"2061","g2",17001
"2062","g2",17005
"2063","g2",17025.5
"2064","g2",17088.5
"2065","g2",17092
"2066","g2",17136.5
"2067","g2",17146.5
"2068","g2",17152
"2069","g2",17156
"2070","g2",17160.5
"2071","g2",17160.5
"2072","g2",17160.5
"2073","g2",17166.5
"2074","g2",17181
"2075","g2",17186.5
"2076","g2",17275
"2077","g2",17300.5
"2078","g2",17322.5
"2079","g2",17413
"2080","g2",17423
"2081","g2",17449
"2082","g2",17501
"2083","g2",17508.5
"2084","g2",17564
"2085","g2",17584
"2086","g2",17586.5
"2087","g2",17586.5
"2088","g2",17600
"2089","g2",17600.5
"2090","g2",17607
"2091","g2",17613.5
"2092","g2",17616.5
"2093","g2",17620.5
"2094","g2",17664.5
"2095","g2",17669.5
"2096","g2",17673
"2097","g2",17690.5
"2098","g2",17730
"2099","g2",17746
"2100","g2",17774.5
"2101","g2",17778.5
"2102","g2",17802
"2103","g2",17826
"2104","g2",17826.5
"2105","g2",17842.5
"2106","g2",17843.5
"2107","g2",17863
"2108","g2",17873
"2109","g2",17907.5
"2110","g2",17916
"2111","g2",17998.5
"2112","g2",17998.5
"2113","g2",18007
"2114","g2",18012.5
"2115","g2",18013
"2116","g2",18046.5
"2117","g2",18059.5
"2118","g2",18060
"2119","g2",18074.5
"2120","g2",18083.5
"2121","g2",18107.5
"2122","g2",18138.5
"2123","g2",18207
"2124","g2",18245
"2125","g2",18276
"2126","g2",18287.5
"2127","g2",18292.5
"2128","g2",18367.5
"2129","g2",18371.5
"2130","g2",18397
"2131","g2",18418.5
"2132","g2",18465.5
"2133","g2",18479.5
"2134","g2",18486.5
"2135","g2",18506.5
"2136","g2",18538.5
"2137","g2",18551
"2138","g2",18566
"2139","g2",18582
"2140","g2",18584
"2141","g2",18610
"2142","g2",18637.5
"2143","g2",18653
"2144","g2",18763.5
"2145","g2",18771.5
"2146","g2",18805.5
"2147","g2",18807.5
"2148","g2",18823
"2149","g2",18832
"2150","g2",18850
"2151","g2",18850
"2152","g2",18850
"2153","g2",18856
"2154","g2",18864
"2155","g2",18912.5
"2156","g2",18934.5
"2157","g2",18975.5
"2158","g2",18988.5
"2159","g2",18997.5
"2160","g2",19054
"2161","g2",19081.5
"2162","g2",19103
"2163","g2",19112
"2164","g2",19180.5
"2165","g2",19207.5
"2166","g2",19222
"2167","g2",19247
"2168","g2",19249
"2169","g2",19249
"2170","g2",19253.5
"2171","g2",19262.5
"2172","g2",19272.5
"2173","g2",19276
"2174","g2",19283
"2175","g2",19310
"2176","g2",19344.5
"2177","g2",19347
"2178","g2",19396
"2179","g2",19396.5
"2180","g2",19412
"2181","g2",19427.5
"2182","g2",19446.5
"2183","g2",19485.5
"2184","g2",19498
"2185","g2",19510.5
"2186","g2",19520.5
"2187","g2",19526.5
"2188","g2",19533
"2189","g2",19561
"2190","g2",19587
"2191","g2",19647.5
"2192","g2",19688.5
"2193","g2",19688.5
"2194","g2",19688.5
"2195","g2",19737.5
"2196","g2",19744.5
"2197","g2",19834.5
"2198","g2",19849.5
"2199","g2",19885
"2200","g2",19891.5
"2201","g2",19912
"2202","g2",19922
"2203","g2",19935.5
"2204","g2",19953
"2205","g2",19980.5
"2206","g2",20002.5
"2207","g2",20086.5
"2208","g2",20100.5
"2209","g2",20122
"2210","g2",20127.5
"2211","g2",20128.5
"2212","g2",20129.5
"2213","g2",20155
"2214","g2",20157
"2215","g2",20158
"2216","g2",20196.5
"2217","g2",20217
"2218","g2",20350
"2219","g2",20353.5
"2220","g2",20359
"2221","g2",20375
"2222","g2",20376
"2223","g2",20416.5
"2224","g2",20441
"2225","g2",20457.5
"2226","g2",20472
"2227","g2",20482
"2228","g2",20504.5
"2229","g2",20506.5
"2230","g2",20519
"2231","g2",20553
"2232","g2",20595
"2233","g2",20620
"2234","g2",20625.5
"2235","g2",20636
"2236","g2",20746.5
"2237","g2",20748
"2238","g2",20753.5
"2239","g2",20774
"2240","g2",20774
"2241","g2",20809
"2242","g2",20819
"2243","g2",20861.5
"2244","g2",20884
"2245","g2",20911
"2246","g2",20946.5
"2247","g2",20952.5
"2248","g2",21035
"2249","g2",21036
"2250","g2",21037.5
"2251","g2",21091
"2252","g2",21110.5
"2253","g2",21113.5
"2254","g2",21119
"2255","g2",21150
"2256","g2",21201.5
"2257","g2",21220
"2258","g2",21222
"2259","g2",21241.5
"2260","g2",21266
"2261","g2",21321
"2262","g2",21323.5
"2263","g2",21351
"2264","g2",21362
"2265","g2",21364.5
"2266","g2",21364.5
"2267","g2",21378.5
"2268","g2",21381.5
"2269","g2",21419.5
"2270","g2",21419.5
"2271","g2",21436
"2272","g2",21446.5
"2273","g2",21458
"2274","g2",21502.5
"2275","g2",21511.5
"2276","g2",21547.5
"2277","g2",21600.5
"2278","g2",21603.5
"2279","g2",21722
"2280","g2",21728
"2281","g2",21756
"2282","g2",21763
"2283","g2",21763
"2284","g2",21768
"2285","g2",21784.5
"2286","g2",21790.5
"2287","g2",21790.5
"2288","g2",21816.5
"2289","g2",21818
"2290","g2",21832.5
"2291","g2",21833
"2292","g2",21834
"2293","g2",21845.5
"2294","g2",21845.5
"2295","g2",21922.5
"2296","g2",21980.5
"2297","g2",21999.5
"2298","g2",22018.5
"2299","g2",22051.5
"2300","g2",22106.5
"2301","g2",22189
"2302","g2",22197.5
"2303","g2",22232
"2304","g2",22236.5
"2305","g2",22244
"2306","g2",22245.5
"2307","g2",22271
"2308","g2",22271
"2309","g2",22305.5
"2310","g2",22312
"2311","g2",22316
"2312","g2",22352.5
"2313","g2",22491.5
"2314","g2",22498.5
"2315","g2",22511.5
"2316","g2",22532.5
"2317","g2",22546.5
"2318","g2",22573.5
"2319","g2",22594.5
"2320","g2",22598
"2321","g2",22604.5
"2322","g2",22610
"2323","g2",22615
"2324","g2",22642
"2325","g2",22651
"2326","g2",22670
"2327","g2",22697.5
"2328","g2",22705.5
"2329","g2",22711.5
"2330","g2",22714
"2331","g2",22750.5
"2332","g2",22825
"2333","g2",22825
"2334","g2",22857
"2335","g2",22859.5
"2336","g2",22903.5
"2337","g2",22978
"2338","g2",22991.5
"2339","g2",23013.5
"2340","g2",23067
"2341","g2",23068
"2342","g2",23082.5
"2343","g2",23089
"2344","g2",23128
"2345","g2",23135
"2346","g2",23177
"2347","g2",23210.5
"2348","g2",23259.5
"2349","g2",23260.5
"2350","g2",23281.5
"2351","g2",23293.5
"2352","g2",23310
"2353","g2",23393.5
"2354","g2",23396.5
"2355","g2",23398.5
"2356","g2",23405
"2357","g2",23432
"2358","g2",23436
"2359","g2",23446.5
"2360","g2",23453
"2361","g2",23480.5
"2362","g2",23480.5
"2363","g2",23521.5
"2364","g2",23526
"2365","g2",23527.5
"2366","g2",23542
"2367","g2",23645.5
"2368","g2",23669.5
"2369","g2",23728
"2370","g2",23730.5
"2371","g2",23734.5
"2372","g2",23744
"2373","g2",23757.5
"2374","g2",23794.5
"2375","g2",23804
"2376","g2",23804
"2377","g2",23818
"2378","g2",23844.5
"2379","g2",23851.5
"2380","g2",23864
"2381","g2",23897
"2382","g2",23906.5
"2383","g2",23906.5
"2384","g2",23920
"2385","g2",23927
"2386","g2",23937.5
"2387","g2",23959.5
"2388","g2",23996
"2389","g2",23996.5
"2390","g2",24052.5
"2391","g2",24078
"2392","g2",24080.5
"2393","g2",24118
"2394","g2",24210.5
"2395","g2",24259
"2396","g2",24265
"2397","g2",24291
"2398","g2",24291
"2399","g2",24291
"2400","g2",24291.5
"2401","g2",24304
"2402","g2",24305
"2403","g2",24335
"2404","g2",24346
"2405","g2",24359.5
"2406","g2",24373.5
"2407","g2",24373.5
"2408","g2",24396.5
"2409","g2",24426
"2410","g2",24439.5
"2411","g2",24442
"2412","g2",24461.5
"2413","g2",24487.5
"2414","g2",24497
"2415","g2",24522.5
"2416","g2",24530.5
"2417","g2",24615.5
"2418","g2",24652.5
"2419","g2",24654
"2420","g2",24676
"2421","g2",24683.5
"2422","g2",24689.5
"2423","g2",24689.5
"2424","g2",24703
"2425","g2",24703.5
"2426","g2",24711
"2427","g2",24724
"2428","g2",24728
"2429","g2",24731
"2430","g2",24744.5
"2431","g2",24758
"2432","g2",24758
"2433","g2",24798
"2434","g2",24825
"2435","g2",24861
"2436","g2",24869
"2437","g2",24916
"2438","g2",24937
"2439","g2",24949.5
"2440","g2",24971.5
"2441","g2",24979
"2442","g2",24986.5
"2443","g2",25015.5
"2444","g2",25018.5
"2445","g2",25024
"2446","g2",25032
"2447","g2",25043.5
"2448","g2",25055
"2449","g2",25064
"2450","g2",25064.5
"2451","g2",25091.5
"2452","g2",25102.5
"2453","g2",25119.5
"2454","g2",25135.5
"2455","g2",25170
"2456","g2",25176
"2457","g2",25194
"2458","g2",25218.5
"2459","g2",25230.5
"2460","g2",25233.5
"2461","g2",25241.5
"2462","g2",25304
"2463","g2",25328.5
"2464","g2",25352
"2465","g2",25409.5
"2466","g2",25442
"2467","g2",25445.5
"2468","g2",25465.5
"2469","g2",25521.5
"2470","g2",25541.5
"2471","g2",25541.5
"2472","g2",25555
"2473","g2",25623.5
"2474","g2",25654
"2475","g2",25678.5
"2476","g2",25695
"2477","g2",25710
"2478","g2",25724
"2479","g2",25768
"2480","g2",25771
"2481","g2",25790.5
"2482","g2",25838
"2483","g2",25848.5
"2484","g2",25865.5
"2485","g2",25865.5
"2486","g2",25870
"2487","g2",25871
"2488","g2",25874
"2489","g2",25885
"2490","g2",25929
"2491","g2",25940
"2492","g2",25965
"2493","g2",25967.5
"2494","g2",25972.5
"2495","g2",25998.5
"2496","g2",26016
"2497","g2",26027
"2498","g2",26029
"2499","g2",26036.5
"2500","g2",26041
"2501","g2",26041
"2502","g2",26043.5
"2503","g2",26051
"2504","g2",26071.5
"2505","g2",26084.5
"2506","g2",26096
"2507","g2",26104.5
"2508","g2",26137.5
"2509","g2",26186.5
"2510","g2",26206.5
"2511","g2",26245.5
"2512","g2",26345.5
"2513","g2",26357
"2514","g2",26379.5
"2515","g2",26406.5
"2516","g2",26429
"2517","g2",26449.5
"2518","g2",26503
"2519","g2",26511.5
"2520","g2",26514
"2521","g2",26517.5
"2522","g2",26524.5
"2523","g2",26574
"2524","g2",26588.5
"2525","g2",26633.5
"2526","g2",26652.5
"2527","g2",26658
"2528","g2",26706.5
"2529","g2",26716.5
"2530","g2",26777.5
"2531","g2",26805
"2532","g2",26805
"2533","g2",26819
"2534","g2",26832.5
"2535","g2",26838
"2536","g2",26861
"2537","g2",26871
"2538","g2",26876
"2539","g2",26881
"2540","g2",26924
"2541","g2",27027
"2542","g2",27032
"2543","g2",27032.5
"2544","g2",27113.5
"2545","g2",27176.5
"2546","g2",27204
"2547","g2",27215.5
"2548","g2",27215.5
"2549","g2",27245
"2550","g2",27451
"2551","g2",27529.5
"2552","g2",27533.5
"2553","g2",27537.5
"2554","g2",27574.5
"2555","g2",27577.5
"2556","g2",27598.5
"2557","g2",27602.5
"2558","g2",27609.5
"2559","g2",27627
"2560","g2",27634.5
"2561","g2",27779
"2562","g2",27842.5
"2563","g2",27864
"2564","g2",27867
"2565","g2",27904.5
"2566","g2",27906
"2567","g2",27945
"2568","g2",28032
"2569","g2",28070
"2570","g2",28076
"2571","g2",28094
"2572","g2",28095.5
"2573","g2",28097
"2574","g2",28116
"2575","g2",28124
"2576","g2",28146.5
"2577","g2",28149
"2578","g2",28156
"2579","g2",28187.5
"2580","g2",28221.5
"2581","g2",28225.5
"2582","g2",28325
"2583","g2",28328
"2584","g2",28330
"2585","g2",28430.5
"2586","g2",28440.5
"2587","g2",28483
"2588","g2",28509
"2589","g2",28518
"2590","g2",28536
"2591","g2",28538
"2592","g2",28577.5
"2593","g2",28611.5
"2594","g2",28631
"2595","g2",28691
"2596","g2",28714
"2597","g2",28729
"2598","g2",28748.5
"2599","g2",28751.5
"2600","g2",28756.5
"2601","g2",28758.5
"2602","g2",28852.5
"2603","g2",28853
"2604","g2",28862
"2605","g2",28880
"2606","g2",28887.5
"2607","g2",28907.5
"2608","g2",28939.5
"2609","g2",28962
"2610","g2",28962
"2611","g2",28977.5
"2612","g2",29067
"2613","g2",29127.5
"2614","g2",29149
"2615","g2",29181.5
"2616","g2",29239
"2617","g2",29307.5
"2618","g2",29319.5
"2619","g2",29333.5
"2620","g2",29335
"2621","g2",29336
"2622","g2",29347
"2623","g2",29354
"2624","g2",29384.5
"2625","g2",29402
"2626","g2",29429
"2627","g2",29445
"2628","g2",29451
"2629","g2",29465
"2630","g2",29465.5
"2631","g2",29484.5
